Gene Symbol	Rank	Gene Name	P-Value	Q-Value
HIST1H2AK	42	2947063_HIST1H2AK	5.34531E-07	0.000217391
PIGW	43	3719150_PIGW	5.34531E-07	0.000217391
C11orf24	44	3379452_C11orf24	5.34531E-07	0.000217391
SYNCRIP	45	2963407_SYNCRIP	5.34531E-07	0.000217391
SFRS2	46	3771800_SFRS2	5.34531E-07	0.000217391
HIST1H2AL	47	2900091_HIST1H2AL	1.06906E-06	0.000333333
XPC	48	2663810_XPC	1.06906E-06	0.000333333
UCP2	49	3381817_UCP2	1.06906E-06	0.000333333
CDC6	50	3720896_CDC6	1.06906E-06	0.000333333
RBL2	51	3661065_RBL2	1.06906E-06	0.000333333
HIST1H2BI	52	2899261_HIST1H2BI	1.06906E-06	0.000333333
POLE	53	3479181_POLE	1.06906E-06	0.000333333
MCM3	54	2957126_MCM3	1.06906E-06	0.000333333
LOC644743	55	2409574_LOC644743	1.06906E-06	0.000333333
HIST1H3J	56	2947095_HIST1H3J	1.06906E-06	0.000333333
GGH	57	3137875_GGH	1.06906E-06	0.000333333
ASTN2	58	3222534_ASTN2	1.06906E-06	0.000333333
BLOC1S2	59	3303392_BLOC1S2	1.06906E-06	0.000333333
CENTD2	60	3381241_CENTD2	1.06906E-06	0.000333333
GINS3	61	3663228_GINS3	1.60359E-06	0.000357143
RFC4	62	2709486_RFC4	1.60359E-06	0.000357143
FBXO22	63	3602526_FBXO22	1.60359E-06	0.000357143
SSRP1	64	3373724_SSRP1	1.60359E-06	0.000357143
TK1	65	3772158_TK1	1.60359E-06	0.000357143
HIST2H2AC	66	2357952_HIST2H2AC	1.60359E-06	0.000357143
MCM10	67	3235789_MCM10	1.60359E-06	0.000357143
SLC7A1	68	3507710_SLC7A1	1.60359E-06	0.000357143
HMGB2	69	2793951_HMGB2	1.60359E-06	0.000357143
EXOSC2	70	3191695_EXOSC2	1.60359E-06	0.000357143
CHAF1A	71	3817501_CHAF1A	1.60359E-06	0.000357143
DQX1	72	2560229_DQX1	1.60359E-06	0.000357143
CSPG4	73	3633578_CSPG4	1.60359E-06	0.000357143
ASAH3L	74	3164312_ASAH3L	1.60359E-06	0.000357143
USP1	75	2339414_USP1	1.60359E-06	0.000357143
SULF2	76	3908358_SULF2	1.60359E-06	0.000357143
GGT1	77	3939914_GGT1	1.60359E-06	0.000357143
KIF22	78	3655628_KIF22	1.60359E-06	0.000357143
AURKB	79	3744263_AURKB	1.60359E-06	0.000357143
TOE1	80	2334319_TOE1	1.60359E-06	0.000357143
RNF139	81	3114618_RNF139	1.60359E-06	0.000357143
SLC12A4	82	3696057_SLC12A4	1.60359E-06	0.000357143
KLHL23	83	2514563_KLHL23	1.60359E-06	0.000357143
ASPA	84	3706659_ASPA	1.60359E-06	0.000357143
HIST1H2BL	85	2947032_HIST1H2BL	2.67265E-06	0.000561798
E2F1	86	3903146_E2F1	2.67265E-06	0.000561798
HIST2H2AA3	87	2434084_HIST2H2AA3	2.67265E-06	0.000561798
PSMC3IP	88	3757970_PSMC3IP	2.67265E-06	0.000561798
DGKZ	89	3329247_DGKZ	2.67265E-06	0.000561798
RAD54L	90	2334646_RAD54L	3.20718E-06	0.000659341
FRMPD2	91	3288224_FRMPD2	3.20718E-06	0.000659341
LYAR	92	2758686_LYAR	3.74172E-06	0.000744681
CHEK1	93	3354799_CHEK1	3.74172E-06	0.000744681
EDA2R	94	4011096_EDA2R	3.74172E-06	0.000744681
DONSON	95	3929775_DONSON	4.27625E-06	0.000842105
COPS3	96	3747717_COPS3	4.81078E-06	0.000909091
ZNF561	97	3849797_ZNF561	4.81078E-06	0.000909091
SLFN12	98	3753538_SLFN12	4.81078E-06	0.000909091
RRM2B	99	3147286_RRM2B	4.81078E-06	0.000909091
HIST1H4L	100	2947081_HIST1H4L	5.34531E-06	0.000970874
CHAF1B	101	3920003_CHAF1B	5.34531E-06	0.000970874
ARL6IP6	102	2510884_ARL6IP6	5.34531E-06	0.000970874
MRPL37	103	2337003_MRPL37	5.34531E-06	0.000970874
CDCA4	104	3581386_CDCA4	6.41437E-06	0.001052632
GALT	105	3167511_GALT	6.41437E-06	0.001052632
PPIF	106	3253880_PPIF	6.41437E-06	0.001052632
FAM111B	107	3331903_FAM111B	6.41437E-06	0.001052632
SASH3	108	3990512_SASH3	6.41437E-06	0.001052632
NCAPG2	109	3082181_NCAPG2	6.41437E-06	0.001052632
RETSAT	110	2562233_RETSAT	6.41437E-06	0.001052632
FANCA	111	3704980_FANCA	6.41437E-06	0.001052632
ZBTB4	112	3743763_ZBTB4	6.41437E-06	0.001052632
PRKAB1	113	3434142_PRKAB1	6.41437E-06	0.001052632
SLC7A5	114	3703885_SLC7A5	6.41437E-06	0.001052632
NHEJ1	115	2599823_NHEJ1	7.48343E-06	0.001068702
MDM2	116	3421300_MDM2	7.48343E-06	0.001068702
CEACAM1	117	3863669_CEACAM1	7.48343E-06	0.001068702
HELLS	118	3258910_HELLS	7.48343E-06	0.001068702
PIK3IP1	119	3957790_PIK3IP1	7.48343E-06	0.001068702
RBBP7	120	4000944_RBBP7	7.48343E-06	0.001068702
EXO1	121	2388219_EXO1	7.48343E-06	0.001068702
RFC2	122	3056414_RFC2	7.48343E-06	0.001068702
WDR63	123	2344731_WDR63	7.48343E-06	0.001068702
RFX3	124	3196842_RFX3	7.48343E-06	0.001068702
TRMT6	125	3896524_TRMT6	7.48343E-06	0.001068702
ORAI3	126	3656665_ORAI3	7.48343E-06	0.001068702
FBXO44	127	2320347_FBXO44	7.48343E-06	0.001068702
SFXN5	128	2559386_SFXN5	7.48343E-06	0.001068702
SHMT1	129	3748323_SHMT1	7.48343E-06	0.001068702
CROT	130	3011317_CROT	7.48343E-06	0.001068702
USP20	131	3191176_USP20	7.48343E-06	0.001068702
NBR1	132	3722417_NBR1	8.01796E-06	0.001134752
CALCOCO1	133	3456353_CALCOCO1	8.55249E-06	0.001134752
FABP5	134	3517694_FABP5	8.55249E-06	0.001134752
CDCA5	135	3377423_CDCA5	8.55249E-06	0.001134752
C14orf145	136	3573994_C14orf145	8.55249E-06	0.001134752
PDSS1	137	3239891_PDSS1	8.55249E-06	0.001134752
DDX11	138	3410060_DDX11	8.55249E-06	0.001134752
DUSP12	139	2363902_DUSP12	8.55249E-06	0.001134752
CCT5	140	2801526_CCT5	8.55249E-06	0.001134752
PPIH	141	2332711_PPIH	8.55249E-06	0.001134752
PXMP2	142	3439178_PXMP2	9.62155E-06	0.001241379
ESPL1	143	3415857_ESPL1	9.62155E-06	0.001241379
SUV39H1	144	3976797_SUV39H1	9.62155E-06	0.001241379
POLH	145	2908100_POLH	9.62155E-06	0.001241379
CYFIP1	146	3583638_CYFIP1	1.01561E-05	0.001283784
MRTO4	147	2323559_MRTO4	1.01561E-05	0.001283784
SFRS4	148	2403740_SFRS4	1.01561E-05	0.001283784
TIPIN	149	3630099_TIPIN	1.17597E-05	0.00147651
H2AFV	150	3048869_H2AFV	1.22942E-05	0.001523179
AGBL2	151	3372420_AGBL2	1.22942E-05	0.001523179
FABP5	152	3104933_FABP5	1.38978E-05	0.001656442
MAD2L1	153	2783715_MAD2L1	1.38978E-05	0.001656442
FUCA1	154	2401643_FUCA1	1.38978E-05	0.001656442
WDR57	155	2404377_WDR57	1.38978E-05	0.001656442
NCL	156	2603460_NCL	1.38978E-05	0.001656442
GINS2	157	3703112_GINS2	1.44323E-05	0.001656442
ZFP36L1	158	3569754_ZFP36L1	1.44323E-05	0.001656442
CDC25A	159	2673085_CDC25A	1.44323E-05	0.001656442
TEP1	160	3555340_TEP1	1.44323E-05	0.001656442
ATF4	161	3945914_ATF4	1.44323E-05	0.001656442
SEC31B	162	3303478_SEC31B	1.44323E-05	0.001656442
ZMAT3	163	2706791_ZMAT3	1.44323E-05	0.001656442
SFRS7	164	2548970_SFRS7	1.49669E-05	0.001676647
GNL2	165	2407191_GNL2	1.49669E-05	0.001676647
HIST1H3C	166	2899102_HIST1H3C	1.49669E-05	0.001676647
CHRAC1	167	3118451_CHRAC1	1.49669E-05	0.001676647
RAE1	168	3890555_RAE1	1.60359E-05	0.001704546
TNFRSF10C	169	3089816_TNFRSF10C	1.60359E-05	0.001704546
HIST1H4B	170	2946208_HIST1H4B	1.60359E-05	0.001704546
ACTL6A	171	2654023_ACTL6A	1.60359E-05	0.001704546
CSNK1G1	172	3629012_CSNK1G1	1.60359E-05	0.001704546
NRM	173	2948547_NRM	1.60359E-05	0.001704546
SLC7A6	174	3666146_SLC7A6	1.60359E-05	0.001704546
FGR	175	2403215_FGR	1.60359E-05	0.001704546
CENPO	176	2473284_CENPO	1.60359E-05	0.001704546
PPRC1	177	3261447_PPRC1	1.7105E-05	0.001797753
SPC25	178	2585933_SPC25	1.7105E-05	0.001797753
HIST1H1B	179	2947073_HIST1H1B	1.8174E-05	0.001899441
CYP4F3	180	3823304_CYP4F3	1.87086E-05	0.001944444
DDB2	181	3329649_DDB2	2.08467E-05	0.002142857
MLF1IP	182	2796510_MLF1IP	2.08467E-05	0.002142857
MCM5	183	3944147_MCM5	2.13812E-05	0.002185792
FABP5	184	3374833_FABP5	2.19158E-05	0.0022
SFRS3	185	2905118_SFRS3	2.19158E-05	0.0022
ITGAM	186	3656990_ITGAM	2.24503E-05	0.0022
GPHN	187	3540862_GPHN	2.24503E-05	0.0022
MCM4	188	3097152_MCM4	2.24503E-05	0.0022
SAE1	189	3837132_SAE1	2.24503E-05	0.0022
RNASEH2A	190	3821908_RNASEH2A	2.29848E-05	0.0022
C15orf42	191	3607698_C15orf42	2.29848E-05	0.0022
MR1	192	2370317_MR1	2.29848E-05	0.0022
E2F2	193	2401448_E2F2	2.29848E-05	0.0022
ZFP90	194	3666282_ZFP90	2.35194E-05	0.0022
GSG2	195	3706753_GSG2	2.35194E-05	0.0022
PLK4	196	2742985_PLK4	2.35194E-05	0.0022
PTBP1	197	3815165_PTBP1	2.35194E-05	0.0022
PML	198	3601387_PML	2.35194E-05	0.0022
HNRNPA0	199	2877141_HNRNPA0	2.35194E-05	0.0022
NOLC1	200	3261492_NOLC1	2.35194E-05	0.0022
SMYD5	201	2488680_SMYD5	2.40539E-05	0.002238806
MYBL2	202	3886223_MYBL2	2.45884E-05	0.002259615
RAD52	203	3439836_RAD52	2.45884E-05	0.002259615
ZBTB2	204	2979679_ZBTB2	2.51229E-05	0.002259615
DSCC1	205	3150715_DSCC1	2.51229E-05	0.002259615
HIST1H4D	206	2946319_HIST1H4D	2.51229E-05	0.002259615
ZNF397OS	207	3803882_ZNF397OS	2.51229E-05	0.002259615
PRKX	208	3997946_PRKX	2.51229E-05	0.002259615
NUFIP1	209	3512449_NUFIP1	0.000026192	0.002333333
NY-SAR-48	210	3854218_NY-SAR-48	0.000026192	0.002333333
NAT11	211	3334087_NAT11	2.77956E-05	0.002407407
RUNDC2A	212	3648412_RUNDC2A	2.77956E-05	0.002407407
PTK2B	213	3091301_PTK2B	2.77956E-05	0.002407407
CLSPN	214	2406420_CLSPN	2.77956E-05	0.002407407
GNS	215	3460127_GNS	2.77956E-05	0.002407407
HIST1H4C	216	2899146_HIST1H4C	2.77956E-05	0.002407407
MOBKL2A	217	3845681_MOBKL2A	2.93992E-05	0.00246696
GABARAP	218	3743486_GABARAP	2.93992E-05	0.00246696
FUS	219	3656904_FUS	2.93992E-05	0.00246696
ANKRA2	220	2862380_ANKRA2	2.93992E-05	0.00246696
RAB7L1	221	2452667_RAB7L1	2.93992E-05	0.00246696
ERCC6L	222	4012142_ERCC6L	2.93992E-05	0.00246696
HSPA9	223	2877508_HSPA9	2.99337E-05	0.00246696
HIST2H3A	224	2434080_HIST2H3A	2.99337E-05	0.00246696
MCM6	225	2577896_MCM6	2.99337E-05	0.00246696
BBS2	226	3692928_BBS2	2.99337E-05	0.00246696
HIST2H2AA3	227	2357927_HIST2H2AA3	2.99337E-05	0.00246696
BTBD10	228	3363645_BTBD10	3.10028E-05	0.00254386
UBE2C	229	3887049_UBE2C	3.20718E-05	0.002575107
APOBEC3F	230	3945614_APOBEC3F	3.20718E-05	0.002575107
DKC1	231	3996667_DKC1	3.20718E-05	0.002575107
ZER1	232	3226661_ZER1	3.20718E-05	0.002575107
LONP2	233	3659306_LONP2	3.20718E-05	0.002575107
DHX15	234	2763805_DHX15	3.421E-05	0.002735043
C13orf31	235	3487600_C13orf31	3.47445E-05	0.002754237
ZNF546	236	3833323_ZNF546	3.47445E-05	0.002754237
C1orf135	237	2402416_C1orf135	3.5279E-05	0.00278481
AKR1B1	238	3073981_AKR1B1	3.74172E-05	0.002889734
FANCG	239	3204463_FANCG	3.74172E-05	0.002889734
SESN2	240	2327391_SESN2	3.79517E-05	0.002889734
TCF19	241	2902178_TCF19	3.79517E-05	0.002889734
LDB1	242	3304215_LDB1	3.79517E-05	0.002889734
HIST1H3A	243	2899090_HIST1H3A	3.79517E-05	0.002889734
GINS4	244	3095766_GINS4	3.79517E-05	0.002889734
BCLAF1	245	2975680_BCLAF1	3.84862E-05	0.002889734
SLBP	246	2757319_SLBP	3.84862E-05	0.002889734
HIST1H2AB	247	2946219_HIST1H2AB	3.84862E-05	0.002889734
NUP35	248	2518743_NUP35	3.90207E-05	0.002889734
H2AFV	249	3639479_H2AFV	3.90207E-05	0.002889734
ACOX1	250	3771215_ACOX1	3.90207E-05	0.002889734
HIST1H3F	251	2946364_HIST1H3F	3.95553E-05	0.002889734
CLN6	252	3630701_CLN6	3.95553E-05	0.002889734
SNRPA1	253	3642162_SNRPA1	3.95553E-05	0.002889734
IMP4	254	2505501_IMP4	3.95553E-05	0.002889734
C8orf32	255	3114240_C8orf32	4.06243E-05	0.002889734
PLD3	256	3833443_PLD3	4.06243E-05	0.002889734
BSCL2	257	3376054_BSCL2	4.06243E-05	0.002889734
PRR6	258	3747199_PRR6	4.06243E-05	0.002889734
PAK1IP1	259	2894663_PAK1IP1	4.06243E-05	0.002889734
APAF1	260	3427876_APAF1	4.06243E-05	0.002889734
CYP4F2	261	3853609_CYP4F2	4.06243E-05	0.002889734
INPP1	262	2520113_INPP1	4.06243E-05	0.002889734
C1orf77	263	2359736_C1orf77	4.06243E-05	0.002889734
HIST1H2BB	264	2946225_HIST1H2BB	4.11589E-05	0.002916667
ZNF606	265	3872604_ZNF606	4.3297E-05	0.003056604
TMEM18	266	2537290_TMEM18	4.65042E-05	0.003211679
HIST1H2AI	267	2900047_HIST1H2AI	4.65042E-05	0.003211679
HERC2P2	268	3585749_HERC2P2	4.65042E-05	0.003211679
ZNF79	269	3189837_ZNF79	4.65042E-05	0.003211679
LMNB2	270	3845909_LMNB2	4.65042E-05	0.003211679
TMEM14B	271	2894711_TMEM14B	4.70387E-05	0.003211679
CABC1	272	2383356_CABC1	4.70387E-05	0.003211679
CDK4	273	3458783_CDK4	4.70387E-05	0.003211679
BXDC2	274	2806231_BXDC2	4.70387E-05	0.003211679
NOP5/NOP58	275	2523144_NOP5/NOP58	4.97114E-05	0.003369565
ZNF337	276	3902081_ZNF337	4.97114E-05	0.003369565
SNRPD1	277	3781082_SNRPD1	5.34531E-05	0.003521127
DUT	278	3593147_DUT	5.34531E-05	0.003521127
HIST1H3B	279	2946215_HIST1H3B	5.34531E-05	0.003521127
LYK5	280	3766284_LYK5	5.34531E-05	0.003521127
LRRC59	281	3762355_LRRC59	5.34531E-05	0.003521127
PAXIP1	282	3080843_PAXIP1	5.34531E-05	0.003521127
RIOK1	283	2893721_RIOK1	5.34531E-05	0.003521127
LYRM1	284	3651588_LYRM1	5.34531E-05	0.003521127
BCL7B	285	3056108_BCL7B	5.50567E-05	0.003581081
ZNF217	286	3910260_ZNF217	5.55912E-05	0.003581081
PLK1	287	3653072_PLK1	5.55912E-05	0.003581081
FOXM1	288	3440598_FOXM1	5.55912E-05	0.003581081
EBP	289	3976670_EBP	5.55912E-05	0.003581081
HIST1H2AJ	290	2947040_HIST1H2AJ	5.55912E-05	0.003581081
SMPD4	291	2575897_SMPD4	5.61257E-05	0.003581081
C10orf119	292	3309755_C10orf119	5.66603E-05	0.003581081
PODXL	293	3073013_PODXL	5.66603E-05	0.003581081
TMEM68	294	3136015_TMEM68	5.66603E-05	0.003581081
UCK2	295	2365210_UCK2	5.66603E-05	0.003581081
TSPAN31	296	3418492_TSPAN31	5.66603E-05	0.003581081
ABHD4	297	3528759_ABHD4	5.71948E-05	0.003590604
TAF5L	298	2459971_TAF5L	5.71948E-05	0.003590604
KIAA0513	299	3672059_KIAA0513	5.77293E-05	0.00361204
HMGB3	300	3994915_HMGB3	5.87984E-05	0.003666667
RECQL5	301	3770857_RECQL5	5.93329E-05	0.003687708
HSPA14	302	3236395_HSPA14	6.09365E-05	0.003774834
WDR12	303	2595443_WDR12	6.52127E-05	0.004026403
ADA	304	3907011_ADA	6.68163E-05	0.004111842
RABL2B	305	3966225_RABL2B	6.84199E-05	0.004196721
DENND1C	306	3847906_DENND1C	6.89545E-05	0.004215686
RRM2	307	2469252_RRM2	7.00235E-05	0.004253247
POLR1E	308	3168938_POLR1E	7.00235E-05	0.004253247
ZNF385A	309	3456700_ZNF385A	7.10926E-05	0.004304207
FLJ45909	310	3861658_FLJ45909	7.21616E-05	0.004354839
ZNF425	311	3078493_ZNF425	7.37652E-05	0.004437299
RASGRF1	312	3634852_RASGRF1	7.48343E-05	0.00448718
IL16	313	3604287_IL16	7.59034E-05	0.004536741
POLD2	314	3048413_POLD2	7.64379E-05	0.00455414
GCH1	315	3565524_GCH1	7.91105E-05	0.00466877
ZNF142	316	2599500_ZNF142	7.91105E-05	0.00466877
DCUN1D5	317	3388914_DCUN1D5	7.91105E-05	0.00466877
HIST1H2BH	318	2899251_HIST1H2BH	8.17832E-05	0.00478125
GAK	319	2756673_GAK	8.17832E-05	0.00478125
---	320	3459032_---	8.17832E-05	0.00478125
RBM41	321	4017245_RBM41	8.23177E-05	0.004797508
PHF19	322	3223687_PHF19	8.28523E-05	0.004813665
BBS4	323	3600960_BBS4	8.33868E-05	0.004829721
SESN1	324	2968652_SESN1	8.49904E-05	0.004907407
NT5DC3	325	3468743_NT5DC3	8.55249E-05	0.00491018
GRWD1	326	3837796_GRWD1	8.60594E-05	0.00491018
ZNF260	327	3860491_ZNF260	8.6594E-05	0.00491018
ZNF224	328	3835418_ZNF224	8.6594E-05	0.00491018
MYC	329	3115504_MYC	8.71285E-05	0.00491018
EEF1E1	330	2940920_EEF1E1	8.7663E-05	0.00491018
MICALL1	331	3945084_MICALL1	8.7663E-05	0.00491018
SLC2A14	332	3442812_SLC2A14	8.7663E-05	0.00491018
SPATA18	333	2726910_SPATA18	8.7663E-05	0.00491018
WDR22	334	3569926_WDR22	8.7663E-05	0.00491018
TRIM22	335	3318443_TRIM22	8.81976E-05	0.004910714
PSMD14	336	2512701_PSMD14	8.81976E-05	0.004910714
RBM15	337	2351393_RBM15	8.87321E-05	0.004925816
C18orf22	338	3795466_C18orf22	9.03357E-05	0.004985251
VWCE	339	3375192_VWCE	9.03357E-05	0.004985251
SLC37A4	340	3394092_SLC37A4	9.30083E-05	0.005117647
TWISTNB	341	3040454_TWISTNB	9.40774E-05	0.00516129
YPEL3	342	3687452_YPEL3	9.67501E-05	0.005243553
PGPEP1	343	3824963_PGPEP1	9.67501E-05	0.005243553
GMEB1	344	2327603_GMEB1	9.78191E-05	0.005243553
RAD51AP1	345	3401804_RAD51AP1	9.78191E-05	0.005243553
C17orf65	346	3758928_C17orf65	9.78191E-05	0.005243553
C15orf33	347	3623472_C15orf33	9.78191E-05	0.005243553
GPATCH4	348	2438344_GPATCH4	9.78191E-05	0.005243553
SRPRB	349	2643324_SRPRB	9.78191E-05	0.005243553
ITGA3	350	3726154_ITGA3	9.88882E-05	0.005285714
ZNF511	351	3272736_ZNF511	9.94227E-05	0.005299145
APOBEC3C	352	3945572_APOBEC3C	0.000100492	0.005325779
CENPA	353	2473991_CENPA	0.000100492	0.005325779
EXOSC9	354	2741768_EXOSC9	0.000103164	0.00543662
KHSRP	355	3847814_KHSRP	0.000103164	0.00543662
SAR1A	356	3293244_SAR1A	0.000103699	0.005449438
TRAIP	357	2674808_TRAIP	0.000106906	0.005586592
EZH1	358	3758078_EZH1	0.000106906	0.005586592
RAD51	359	3590086_RAD51	0.000107441	0.005598886
OSBPL3	360	3041875_OSBPL3	0.00010851	0.005607735
ZKSCAN3	361	2900497_ZKSCAN3	0.00010851	0.005607735
RCC1	362	2327482_RCC1	0.00010851	0.005607735
SLC2A3	363	3442854_SLC2A3	0.000110113	0.005628415
PWP1	364	3430552_PWP1	0.000110113	0.005628415
DCLRE1B	365	2352743_DCLRE1B	0.000110113	0.005628415
RUVBL2	366	3838118_RUVBL2	0.000110113	0.005628415
POMGNT1	367	2410522_POMGNT1	0.000111182	0.005667575
HIST1H3I	368	2947077_HIST1H3I	0.000111717	0.005679348
C17orf53	369	3722770_C17orf53	0.000114924	0.005826558
SEC13	370	2662657_SEC13	0.000118131	0.005972973
SNRPA	371	3833757_SNRPA	0.000120269	0.006032172
C14orf159	372	3548538_C14orf159	0.000120269	0.006032172
THAP2	373	3422215_THAP2	0.000120269	0.006032172
HNRNPA3	374	2517302_HNRNPA3	0.00012508	0.006256685
STX6	375	2446567_STX6	0.000125615	0.006266667
PRICKLE3	376	4007865_PRICKLE3	0.000126684	0.006303192
PARP2	377	3527418_PARP2	0.000127218	0.006312997
WDR76	378	3591704_WDR76	0.000127753	0.006322751
ACAD10	379	3432030_ACAD10	0.000128822	0.006325459
ACBD4	380	3723317_ACBD4	0.000128822	0.006325459
MCM2	381	2640855_MCM2	0.000128822	0.006325459
ZNF627	382	3821301_ZNF627	0.000130426	0.006387435
PRPS2	383	3969047_PRPS2	0.00013096	0.006396867
ZNF37A	384	3243164_ZNF37A	0.000137374	0.006692708
POLE3	385	3221646_POLE3	0.000140047	0.006770026
C19orf44	386	3823752_C19orf44	0.000140047	0.006770026
HIST1H2AE	387	2899223_HIST1H2AE	0.000140047	0.006770026
LUC7L2	388	3026988_LUC7L2	0.000140582	0.006778351
PRMT5	389	3556924_PRMT5	0.000142185	0.006838046
ITGB3BP	390	2416218_ITGB3BP	0.000144323	0.006923077
LANCL2	391	3002873_LANCL2	0.000145927	0.006982097
STK36	392	2527971_STK36	0.000146461	0.006989796
VPS39	393	3620457_VPS39	0.000147531	0.007005076
NFYB	394	3468925_NFYB	0.000147531	0.007005076
STARD5	395	3635553_STARD5	0.000155014	0.007323232
UNQ353	396	3629125_UNQ353	0.000155014	0.007323232
TMEM106C	397	3413278_TMEM106C	0.000156618	0.007380353
CCDC122	398	3512050_CCDC122	0.000161963	0.007593985
LRDD	399	3358425_LRDD	0.000161963	0.007593985
ITPKB	400	2458921_ITPKB	0.000165705	0.00775
CDC25C	401	2877378_CDC25C	0.000166774	0.007780549
ORC1L	402	2412799_ORC1L	0.000168377	0.007818628
CDKN3	403	3536336_CDKN3	0.000169446	0.007818628
RPA3	404	3037944_RPA3	0.000169446	0.007818628
YBX1	405	2332664_YBX1	0.000170515	0.007818628
POLE2	406	3563395_POLE2	0.000170515	0.007818628
RREB1	407	2893562_RREB1	0.000170515	0.007818628
RUNDC2C	408	3655213_RUNDC2C	0.000170515	0.007818628
TFB2M	409	2465182_TFB2M	0.000174792	0.00799511
NUMA1	410	3380901_NUMA1	0.000179602	0.008195122
GTSE1	411	3949055_GTSE1	0.00018281	0.00826506
FRMPD2L1	412	3287995_FRMPD2L1	0.00018281	0.00826506
C12orf29	413	3425108_C12orf29	0.000183344	0.00826506
HNRNPF	414	3286286_HNRNPF	0.000183344	0.00826506
KIF4A	415	3980560_KIF4A	0.000183344	0.00826506
ZNF540	416	3831975_ZNF540	0.000186017	0.008365385
ILF3	417	3820663_ILF3	0.000190828	0.008561151
ANP32E	418	2434319_ANP32E	0.000191362	0.008564593
RBED1	419	2491523_RBED1	0.000200449	0.008949881
POLD3	420	3340269_POLD3	0.000208467	0.009241706
LOC401127	421	2724377_LOC401127	0.000208467	0.009241706
HIST1H1E	422	2899171_HIST1H1E	0.000208467	0.009241706
RBM13	423	3093259_RBM13	0.000211674	0.009339623
ASNSD1	424	2519860_ASNSD1	0.000211674	0.009339623
ACP1	425	2466141_ACP1	0.00021595	0.009505882
HIST1H4K	426	2947056_HIST1H4K	0.000218623	0.009600939
IGFBP4	427	3721010_IGFBP4	0.000220761	0.009649533
GSS	428	3903670_GSS	0.000220761	0.009649533
DAZAP1	429	3815834_DAZAP1	0.000223968	0.009721578
NDC80	430	3776139_NDC80	0.000223968	0.009721578
TRIM16	431	3746845_TRIM16	0.000223968	0.009721578
FAM149B1	432	3251648_FAM149B1	0.000228245	0.009839081
PSMB2	433	2406245_PSMB2	0.000228779	0.009839081
RFC3	434	3485074_RFC3	0.000228779	0.009839081
FBXO18	435	3233431_FBXO18	0.000228779	0.009839081
HIST1H3H	436	2900051_HIST1H3H	0.000231452	0.009931193
HIST1H1A	437	2946194_HIST1H1A	0.00023359	0.01
DIAPH3	438	3515965_DIAPH3	0.000236263	0.010091324
CD3EAP	439	3836243_CD3EAP	0.000237866	0.010113636
ARHGAP11A	440	3587457_ARHGAP11A	0.000237866	0.010113636
