Probeset_ID	Distance	Symbol	Description
205269_at	16.59232893	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)
205463_s_at	16.61450148	PDGFA	platelet-derived growth factor alpha polypeptide
205891_at	16.61998947	ADORA2B	adenosine A2b receptor
218747_s_at	16.63315353	TAPBPL	TAP binding protein-like
203729_at	16.64359649	EMP3	epithelial membrane protein 3
202499_s_at	16.65093387	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3
205270_s_at	16.66641215	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)
203275_at	16.67805195	IRF2	interferon regulatory factor 2
224802_at	16.68897925	NDFIP2	Nedd4 family interacting protein 2
222838_at	16.7240822	SLAMF7	SLAM family member 7
208892_s_at	16.78209279	DUSP6	dual specificity phosphatase 6
210439_at	16.81752881	ICOS	inducible T-cell co-stimulator
204279_at	16.83884433	PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)
225415_at	16.84092062	DTX3L	deltex 3-like (Drosophila)
221039_s_at	16.88424874	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
224131_at	16.89140821	GPR81	G protein-coupled receptor 81
216236_s_at	16.92074632	SLC2A14	solute carrier family 2 (facilitated glucose transporter), member 14
202081_at	16.92319788	IER2	immediate early response 2
219213_at	16.94671337	JAM2	junctional adhesion molecule 2
206133_at	17.00081937	XAF1	XIAP associated factor 1
202498_s_at	17.01101579	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3
33304_at	17.05182028	ISG20	interferon stimulated exonuclease gene 20kDa
225798_at	17.06840294	JAZF1	JAZF zinc finger 1
35254_at	17.07806704	TRAFD1	TRAF-type zinc finger domain containing 1
210564_x_at	17.07903282	CFLAR	CASP8 and FADD-like apoptosis regulator
211339_s_at	17.13255745	ITK	IL2-inducible T-cell kinase
218558_s_at	17.13735774	MRPL39	mitochondrial ribosomal protein L39
202316_x_at	17.14018441	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)
221653_x_at	17.1483284	APOL2	apolipoprotein L, 2
238183_at	17.14890474	NA	NA
204472_at	17.15846007	GEM	GTP binding protein overexpressed in skeletal muscle
227473_at	17.16434376	NA	NA
210279_at	17.17071788	GPR18	G protein-coupled receptor 18
1555464_at	17.18650666	IFIH1	interferon induced with helicase C domain 1
224790_at	17.20691547	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
220944_at	17.21330032	PGLYRP4	peptidoglycan recognition protein 4
208891_at	17.26540532	DUSP6	dual specificity phosphatase 6
203320_at	17.31733053	SH2B3	SH2B adaptor protein 3
224791_at	17.32304532	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
36711_at	17.32550847	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
229872_s_at	17.33034915	LOC100132999	hypothetical protein LOC100132999
218943_s_at	17.35040901	DDX58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58
221087_s_at	17.35277725	APOL3	apolipoprotein L, 3
200598_s_at	17.36141106	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1
202672_s_at	17.36649229	ATF3	activating transcription factor 3
224801_at	17.3722617	NDFIP2	Nedd4 family interacting protein 2
224739_at	17.389686	PIM3	pim-3 oncogene
226603_at	17.39986077	SAMD9L	sterile alpha motif domain containing 9-like
220054_at	17.40790987	IL23A	interleukin 23, alpha subunit p19
204769_s_at	17.44303524	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)
211530_x_at	17.4479937	HLA-G	major histocompatibility complex, class I, G
219821_s_at	17.48946875	GFOD1	glucose-fructose oxidoreductase domain containing 1
204015_s_at	17.49404719	DUSP4	dual specificity phosphatase 4
225557_at	17.52161942	AXUD1	AXIN1 up-regulated 1
215533_s_at	17.52593722	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)
212185_x_at	17.54967933	MT2A	metallothionein 2A
212641_at	17.56836088	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
209383_at	17.5864691	DDIT3	DNA-damage-inducible transcript 3
223482_at	17.59625243	TMEM120A	transmembrane protein 120A
222088_s_at	17.63980798	SLC2A14	solute carrier family 2 (facilitated glucose transporter), member 14
210162_s_at	17.68235794	NFATC1	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
204057_at	17.69580604	IRF8	interferon regulatory factor 8
209626_s_at	17.70245626	OSBPL3	oxysterol binding protein-like 3
206118_at	17.71167536	STAT4	signal transducer and activator of transcription 4
203348_s_at	17.71468424	ETV5	ets variant 5
212458_at	17.71490834	SPRED2	sprouty-related, EVH1 domain containing 2
207963_at	17.72838108	C6orf54	chromosome 6 open reading frame 54
202393_s_at	17.74017543	KLF10	Kruppel-like factor 10
212589_at	17.77866578	RRAS2	related RAS viral (r-ras) oncogene homolog 2
205220_at	17.80082304	NIACR2	niacin receptor 2
236198_at	17.81648349	NA	NA
209325_s_at	17.82525941	RGS16	regulator of G-protein signaling 16
219210_s_at	17.83643188	RAB8B	RAB8B, member RAS oncogene family
229934_at	17.83680807	NA	NA
236442_at	17.83736715	DPF3	D4, zinc and double PHD fingers, family 3
212190_at	17.83865789	SERPINE2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2
200599_s_at	17.85384853	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1
241819_at	17.853921	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8
229055_at	17.88169502	GPR68	G protein-coupled receptor 68
207533_at	17.88856564	CCL1	chemokine (C-C motif) ligand 1
210685_s_at	17.88946388	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)
204484_at	17.94038619	PIK3C2B	phosphoinositide-3-kinase, class 2, beta polypeptide
211317_s_at	17.9448544	CFLAR	CASP8 and FADD-like apoptosis regulator
211936_at	17.97996187	HSPA5	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)
220330_s_at	18.00553044	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1
238532_at	18.00621368	DPF3	D4, zinc and double PHD fingers, family 3
204747_at	18.01458866	IFIT3	interferon-induced protein with tetratricopeptide repeats 3
229830_at	18.01601003	PDGFA	platelet-derived growth factor alpha polypeptide
209324_s_at	18.03239661	RGS16	regulator of G-protein signaling 16
215719_x_at	18.03557569	FAS	Fas (TNF receptor superfamily, member 6)
244251_at	18.048407	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)
202449_s_at	18.05274941	RXRA	retinoid X receptor, alpha
225973_at	18.05958662	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)
215499_at	18.07032134	MAP2K3	mitogen-activated protein kinase kinase 3
204804_at	18.09568939	TRIM21	tripartite motif-containing 21
212642_s_at	18.10058314	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
224796_at	18.14196825	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
204780_s_at	18.1504935	FAS	Fas (TNF receptor superfamily, member 6)
235042_at	18.1833898	XIRP1	xin actin-binding repeat containing 1
216252_x_at	18.19799973	FAS	Fas (TNF receptor superfamily, member 6)
221840_at	18.1994323	PTPRE	protein tyrosine phosphatase, receptor type, E
210512_s_at	18.21334251	VEGFA	vascular endothelial growth factor A
200798_x_at	18.24752111	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)
204014_at	18.26267585	DUSP4	dual specificity phosphatase 4
219386_s_at	18.28427152	SLAMF8	SLAM family member 8
226664_at	18.32395769	TBC1D20	TBC1 domain family, member 20
226409_at	18.34792365	TBC1D20	TBC1 domain family, member 20
235175_at	18.35883629	GBP4	guanylate binding protein 4
235276_at	18.35988403	EPSTI1	epithelial stromal interaction 1 (breast)
216913_s_at	18.36728978	RRP12	ribosomal RNA processing 12 homolog (S. cerevisiae)
205988_at	18.41652209	CD84	CD84 molecule
209828_s_at	18.43004224	IL16	interleukin 16 (lymphocyte chemoattractant factor)
221649_s_at	18.4768954	PPAN	peter pan homolog (Drosophila)
208581_x_at	18.47770363	MT1X	metallothionein 1X
223767_at	18.53031955	GPR84	G protein-coupled receptor 84
204781_s_at	18.532612	FAS	Fas (TNF receptor superfamily, member 6)
204774_at	18.53454205	EVI2A	ecotropic viral integration site 2A
211456_x_at	18.55056283	MT1P2	metallothionein 1 pseudogene 2
225076_s_at	18.55207855	ZNFX1	zinc finger, NFX1-type containing 1
229041_s_at	18.59371647	NA	NA
219753_at	18.65080761	STAG3	stromal antigen 3
202419_at	18.66728059	KDSR	3-ketodihydrosphingosine reductase
210692_s_at	18.69491262	SLC43A3	solute carrier family 43, member 3
203470_s_at	18.70975723	PLEK	pleckstrin
206461_x_at	18.76681979	MT1H	metallothionein 1H
235574_at	18.77041289	GBP4	guanylate binding protein 4
213135_at	18.77195003	TIAM1	T-cell lymphoma invasion and metastasis 1
227080_at	18.79141995	ZNF697	zinc finger protein 697
208392_x_at	18.79628362	SP110	SP110 nuclear body protein
222343_at	18.82392005	BCL2L11	BCL2-like 11 (apoptosis facilitator)
226497_s_at	18.83124598	NA	NA
1555167_s_at	18.83937727	NAMPT	nicotinamide phosphoribosyltransferase
209295_at	18.84579343	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b
220577_at	18.84665557	GVIN1	GTPase, very large interferon inducible 1
243541_at	18.85039516	IL31RA	interleukin 31 receptor A
207201_s_at	18.85833655	SLC22A1	solute carrier family 22 (organic cation transporter), member 1
212561_at	18.86473065	DENND5A	DENN/MADD domain containing 5A
203943_at	18.86723836	KIF3B	kinesin family member 3B
1554352_s_at	18.88696182	DENND4A	DENN/MADD domain containing 4A
213069_at	18.89725855	HEG1	HEG homolog 1 (zebrafish)
223533_at	18.92152308	LRRC8C	leucine rich repeat containing 8 family, member C
234994_at	18.93124921	TMEM200A	transmembrane protein 200A
214129_at	18.93848053	PDE4DIP	phosphodiesterase 4D interacting protein
231776_at	18.96738061	EOMES	eomesodermin homolog (Xenopus laevis)
213113_s_at	18.99224758	SLC43A3	solute carrier family 43, member 3
208485_x_at	18.99657807	CFLAR	CASP8 and FADD-like apoptosis regulator
217739_s_at	18.99932337	NAMPT	nicotinamide phosphoribosyltransferase
218145_at	19.05817019	TRIB3	tribbles homolog 3 (Drosophila)
225913_at	19.09067609	SGK269	NKF3 kinase family member
206365_at	19.12785116	XCL1	chemokine (C motif) ligand 1
222132_s_at	19.13402732	AGK	acylglycerol kinase
242943_at	19.137658	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
217738_at	19.14560325	NAMPT	nicotinamide phosphoribosyltransferase
201998_at	19.14924458	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1
239979_at	19.14953822	NA	NA
244598_at	19.15130502	NA	NA
202794_at	19.15637898	INPP1	inositol polyphosphate-1-phosphatase
206150_at	19.19026927	CD27	CD27 molecule
225205_at	19.22906029	KIF3B	kinesin family member 3B
226498_at	19.24615422	NA	NA
235116_at	19.25511473	TRAF1	TNF receptor-associated factor 1
202074_s_at	19.27040402	OPTN	optineurin
208361_s_at	19.33952483	POLR3D	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa
226440_at	19.36329245	DUSP22	dual specificity phosphatase 22
208536_s_at	19.37558349	BCL2L11	BCL2-like 11 (apoptosis facilitator)
204714_s_at	19.38143695	F5	coagulation factor V (proaccelerin, labile factor)
1552542_s_at	19.38354216	TAGAP	T-cell activation RhoGTPase activating protein
201601_x_at	19.4001361	IFITM1	interferon induced transmembrane protein 1 (9-27)
203610_s_at	19.40613705	TRIM38	tripartite motif-containing 38
228235_at	19.40629133	MGC16121	hypothetical protein MGC16121
202429_s_at	19.42526348	PPP3CA	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform
227337_at	19.43234055	ANKRD37	ankyrin repeat domain 37
221903_s_at	19.45613196	CYLD	cylindromatosis (turban tumor syndrome)
211862_x_at	19.48619506	CFLAR	CASP8 and FADD-like apoptosis regulator
214453_s_at	19.51252868	IFI44	interferon-induced protein 44
207892_at	19.596361	CD40LG	CD40 ligand
1553096_s_at	19.72737656	BCL2L11	BCL2-like 11 (apoptosis facilitator)
211333_s_at	19.73402075	FASLG	Fas ligand (TNF superfamily, member 6)
232024_at	19.74084329	GIMAP2	GTPase, IMAP family member 2
204533_at	19.75557624	CXCL10	chemokine (C-X-C motif) ligand 10
207907_at	19.77310499	TNFSF14	tumor necrosis factor (ligand) superfamily, member 14
203974_at	19.80404564	HDHD1A	haloacid dehalogenase-like hydrolase domain containing 1A
220306_at	19.86221933	FAM46C	family with sequence similarity 46, member C
207849_at	19.87158536	IL2	interleukin 2
226034_at	19.91161327	NA	NA
1558143_a_at	19.98222327	BCL2L11	BCL2-like 11 (apoptosis facilitator)
216248_s_at	20.01013632	NR4A2	nuclear receptor subfamily 4, group A, member 2
204079_at	20.03628971	TPST2	tyrosylprotein sulfotransferase 2
209933_s_at	20.06184656	CD300A	CD300a molecule
205569_at	20.06453387	LAMP3	lysosomal-associated membrane protein 3
204612_at	20.16883912	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha
225344_at	20.17479041	NCOA7	nuclear receptor coactivator 7
230748_at	20.17706509	SLC16A6	solute carrier family 16, member 6 (monocarboxylic acid transporter 7)
203868_s_at	20.1775282	VCAM1	vascular cell adhesion molecule 1
203915_at	20.17848291	CXCL9	chemokine (C-X-C motif) ligand 9
227030_at	20.23641707	NA	NA
204637_at	20.25155424	CGA	glycoprotein hormones, alpha polypeptide
204622_x_at	20.25593282	NR4A2	nuclear receptor subfamily 4, group A, member 2
204621_s_at	20.26730699	NR4A2	nuclear receptor subfamily 4, group A, member 2
1552541_at	20.27624205	TAGAP	T-cell activation RhoGTPase activating protein
211026_s_at	20.35206246	MGLL	monoglyceride lipase
218793_s_at	20.36245504	SCML1	sex comb on midleg-like 1 (Drosophila)
222666_s_at	20.36763606	RCL1	RNA terminal phosphate cyclase-like 1
228314_at	20.36832167	LRRC8C	leucine rich repeat containing 8 family, member C
204204_at	20.44467195	SLC31A2	solute carrier family 31 (copper transporters), member 2
230237_at	20.59629947	ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)
213497_at	20.79164854	ABTB2	ankyrin repeat and BTB (POZ) domain containing 2
204179_at	20.84758862	MB	myoglobin
205479_s_at	20.94998903	PLAU	plasminogen activator, urokinase
228204_at	21.00088563	PSMB4	proteasome (prosome, macropain) subunit, beta type, 4
205798_at	21.17553045	IL7R	interleukin 7 receptor
202859_x_at	21.17890895	IL8	interleukin 8
217853_at	21.21857578	TNS3	tensin 3
211668_s_at	21.26530849	PLAU	plasminogen activator, urokinase
229716_at	21.26556163	NA	NA
223403_s_at	21.29975208	POLR1B	polymerase (RNA) I polypeptide B, 128kDa
208250_s_at	21.33361797	DMBT1	deleted in malignant brain tumors 1
201926_s_at	21.38363854	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
217078_s_at	21.38891618	CD300A	CD300a molecule
1555950_a_at	21.39363244	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
210229_s_at	21.47054049	CSF2	colony stimulating factor 2 (granulocyte-macrophage)
221602_s_at	21.49950359	FAIM3	Fas apoptotic inhibitory molecule 3
205680_at	21.50265919	MMP10	matrix metallopeptidase 10 (stromelysin 2)
1552316_a_at	21.51975911	GIMAP1	GTPase, IMAP family member 1
210387_at	21.52494201	HIST1H2BG	histone cluster 1, H2bg
211697_x_at	21.56049136	PNO1	partner of NOB1 homolog (S. cerevisiae)
211949_s_at	21.56084515	NOLC1	nucleolar and coiled-body phosphoprotein 1
213350_at	21.60419896	RPS11	ribosomal protein S11
216246_at	21.63593466	NA	NA
202770_s_at	21.65824371	CCNG2	cyclin G2
226218_at	21.67574356	IL7R	interleukin 7 receptor
220688_s_at	21.68448703	MRTO4	mRNA turnover 4 homolog (S. cerevisiae)
221943_x_at	21.69585454	RPL38	ribosomal protein L38
201666_at	21.71557541	TIMP1	TIMP metallopeptidase inhibitor 1
208026_at	21.71570277	HIST1H4F	histone cluster 1, H4f
212044_s_at	21.77067086	RPL27A	ribosomal protein L27a
221253_s_at	21.82948162	TXNDC5	thioredoxin domain containing 5 (endoplasmic reticulum)
214662_at	21.8390872	WDR43	WD repeat domain 43
202028_s_at	21.85995276	RPL38	ribosomal protein L38
213642_at	21.86711494	NA	NA
216212_s_at	21.87081622	DKC1	dyskeratosis congenita 1, dyskerin
203394_s_at	21.93026868	HES1	hairy and enhancer of split 1, (Drosophila)
211559_s_at	21.93785192	CCNG2	cyclin G2
218590_at	21.95353123	C10orf2	chromosome 10 open reading frame 2
221601_s_at	21.9657977	FAIM3	Fas apoptotic inhibitory molecule 3
235056_at	21.9805512	ETV6	ets variant 6
203997_at	22.02397191	PTPN3	protein tyrosine phosphatase, non-receptor type 3
213826_s_at	22.02903091	H3F3A	H3 histone, family 3A
212062_at	22.10483772	ATP9A	ATPase, class II, type 9A
205467_at	22.17857712	CASP10	caspase 10, apoptosis-related cysteine peptidase
201925_s_at	22.28936751	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
204614_at	22.30376019	SERPINB2	serpin peptidase inhibitor, clade B (ovalbumin), member 2
205987_at	22.3338691	CD1C	CD1c molecule
219295_s_at	22.3437511	PCOLCE2	procollagen C-endopeptidase enhancer 2
