Probeset ID	Gene	Description	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value (%)
AGI_MM_OLIGO_A_51_P330630	Usp3	ubiquitin specific peptidase 3	2.173448106	2.346666667	1.079697583	4.89214	0.344106022
AGI_MM_OLIGO_A_51_P457306	Tmprss2	transmembrane protease, serine 2	1.595215885	1.876666667	1.17643429	4.84783	1.44968603
AGI_MM_OLIGO_A_51_P284476	Gpm6b	glycoprotein m6b	3.520012566	2.23	0.633520466	4.72859	0.148059224
AGI_MM_OLIGO_A_51_P152532	Rkhd3	ring finger and KH domain containing 3	2.627135424	2.266666667	0.862790188	4.56043	0.148059224
AGI_MM_OLIGO_A_51_P499020	Fbp2	fructose bisphosphatase 2	3.270695672	2.183333333	0.667544019	4.5208	0.148059224
AGI_MM_OLIGO_A_51_P187602	Serpinb5	serine (or cysteine) peptidase inhibitor, clade B, member 5	2.73417867	2.243333333	0.820477958	4.48595	0.148059224
AGI_MM_OLIGO_A_51_P255657	2210011C24Rik	RIKEN cDNA 2210011C24 gene	2.346061413	2.34	0.997416345	4.4558	0.203884833
AGI_MM_OLIGO_A_51_P251768	Emr1	EGF-like module containing, mucin-like, hormone receptor-like sequence 1	1.254359864	1.87	1.49080025	4.40319	4.106222751
AGI_MM_OLIGO_A_51_P101347	AI427122	expressed sequence AI427122	2.705264029	2.043333333	0.755317526	4.30686	0.148059224
AGI_MM_OLIGO_A_51_P498492	Trpm2	transient receptor potential cation channel, subfamily M, member 2	3.107931219	2.08	0.66925548	4.2975	0.148059224
AGI_MM_OLIGO_A_51_P499254	Obfc2a	oligonucleotide/oligosaccharide-binding fold containing 2A	2.33544632	2.18	0.933440423	4.23673	0.203884833
AGI_MM_OLIGO_A_51_P256093	Map2k6	mitogen activated protein kinase kinase 6	2.303094546	1.993333333	0.865502173	4.20405	0.203884833
AGI_MM_OLIGO_A_51_P182144	Pigp	phosphatidylinositol glycan, class P	2.453544936	2.186666667	0.891227478	4.12332	0.148059224
AGI_MM_OLIGO_A_51_P314517	Ankrd47	ankyrin repeat domain 47	2.789629138	2.056666667	0.737254511	4.12263	0.148059224
AGI_MM_OLIGO_A_51_P399305	Tnfrsf19	tumor necrosis factor receptor superfamily, member 19	2.040527367	2.21	1.083053349	4.04891	0.36388223
AGI_MM_OLIGO_A_51_P230942	Runx2	runt related transcription factor 2	2.39620385	2.056666667	0.858302046	4.0177	0.148059224
AGI_MM_OLIGO_A_51_P181517	Fcgr3a	Fc fragment of IgG, low affinity IIIa, receptor	1.481089784	1.67	1.127548119	4.01559	2.272482995
AGI_MM_OLIGO_A_51_P459240	Gstk1	glutathione S-transferase kappa 1	3.603864122	2.003333333	0.555884813	3.95727	0.148059224
AGI_MM_OLIGO_A_51_P199425	Glcci1	glucocorticoid induced transcript 1	3.0188166	1.983333333	0.656990336	3.89479	0.148059224
AGI_MM_OLIGO_A_51_P170816	Ngef	neuronal guanine nucleotide exchange factor	2.960631436	1.993333333	0.673279797	3.87933	0.148059224
AGI_MM_OLIGO_A_51_P435348	8430420C20Rik	RIKEN cDNA 8430420C20 gene	2.885358811	1.926666667	0.667739021	3.86213	0.148059224
AGI_MM_OLIGO_A_51_P267024	Pafah1b3	platelet-activating factor acetylhydrolase, isoform 1b, alpha1 subunit	2.577308627	1.97	0.764363251	3.85495	0.148059224
AGI_MM_OLIGO_A_51_P278868	H2-DMb1	histocompatibility 2, class II, locus Mb1	1.250544678	1.783333333	1.426045278	3.85332	4.484408549
AGI_MM_OLIGO_A_51_P468876	Dixdc1	DIX domain containing 1	3.564137681	1.92	0.538699728	3.7732	0.148059224
AGI_MM_OLIGO_A_51_P462448	Gpx4	glutathione peroxidase 4	2.663912836	1.866666667	0.700723628	3.67532	0.148059224
AGI_MM_OLIGO_A_51_P140710	Ccl3	chemokine (C-C motif) ligand 3	1.720262521	1.67	0.970782064	3.67297	0.827313381
AGI_MM_OLIGO_A_51_P253824	Mgst3	microsomal glutathione S-transferase 3	2.479737711	1.85	0.746046645	3.66626	0.148059224
AGI_MM_OLIGO_A_51_P502422	Them2	thioesterase superfamily member 2	3.04179119	1.843333333	0.606002588	3.62197	0.148059224
AGI_MM_OLIGO_A_51_P505617	Il18r1	interleukin 18 receptor 1	1.621029975	1.83	1.128911882	3.59793	1.166338306
AGI_MM_OLIGO_A_51_P444437	Ltb4dh	leukotriene B4 12-hydroxydehydrogenase	2.628020793	1.866666667	0.710293721	3.5855	0.148059224
AGI_MM_OLIGO_A_51_P502685	2310011G06Rik	RIKEN cDNA 2310011G06 gene	2.038224512	1.751333333	0.859244564	3.5615	0.36388223
AGI_MM_OLIGO_A_51_P500984	Gadd45b	growth arrest and DNA-damage-inducible 45 beta	2.823886975	1.86	0.658666589	3.54486	0.148059224
AGI_MM_OLIGO_A_51_P451032	Anxa3	annexin A3	2.008019047	2.076666667	1.034186737	3.54231	0.36388223
AGI_MM_OLIGO_A_51_P189773	Ccrn4l	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	3.579233237	1.83	0.511282691	3.53926	0.148059224
AGI_MM_OLIGO_A_51_P214197	Stk17b	serine/threonine kinase 17b (apoptosis-inducing)	2.296985643	1.966666667	0.856194584	3.53894	0.203884833
AGI_MM_OLIGO_A_51_P284849	Lphn2	latrophilin 2	2.623764596	1.843333333	0.702552865	3.51714	0.148059224
AGI_MM_OLIGO_A_51_P118237	Sgk	serum/glucocorticoid regulated kinase	2.062324819	1.953333333	0.947151154	3.50987	0.36388223
AGI_MM_OLIGO_A_51_P462629	Gabrp	gamma-aminobutyric acid (GABA-A) receptor, pi	1.614637654	1.603333333	0.99299885	3.50344	1.166338306
AGI_MM_OLIGO_A_51_P224843	Tmsb4x	thymosin, beta 4, X chromosome	2.654850289	1.826666667	0.688048842	3.49431	0.148059224
AGI_MM_OLIGO_A_51_P165165	Hibadh	3-hydroxyisobutyrate dehydrogenase	2.219299547	1.926666667	0.868141784	3.46837	0.248030836
AGI_MM_OLIGO_A_51_P462102	Gpr125	G protein-coupled receptor 125	4.204835787	1.786666667	0.424907596	3.45268	0.148059224
AGI_MM_OLIGO_A_51_P286106	5033430I15Rik	RIKEN cDNA 5033430I15 gene	2.769265567	1.776666667	0.641566012	3.41483	0.148059224
AGI_MM_OLIGO_A_51_P112151	Mogat1	monoacylglycerol O-acyltransferase 1	2.511020319	1.71	0.680998073	3.39345	0.148059224
AGI_MM_OLIGO_A_51_P150763	Ropn1l	ropporin 1-like	2.242538971	1.783333333	0.795229584	3.39017	0.248030836
AGI_MM_OLIGO_A_51_P483159	Gchfr	GTP cyclohydrolase I feedback regulator	3.481860034	1.75	0.502604925	3.37913	0.148059224
AGI_MM_OLIGO_A_51_P125355	Maoa	monoamine oxidase A	2.263573618	1.763333333	0.77900419	3.36329	0.248030836
AGI_MM_OLIGO_A_51_P272106	Cirbp	cold inducible RNA binding protein	3.91715769	1.746666667	0.445901545	3.35473	0.148059224
AGI_MM_OLIGO_A_51_P261517	Tyrobp	TYRO protein tyrosine kinase binding protein	1.765739481	1.79	1.01373958	3.35212	0.681211452
AGI_MM_OLIGO_A_51_P106488	Apeg1	aortic preferentially expressed gene 1	2.261772078	1.73	0.764886974	3.32264	0.248030836
AGI_MM_OLIGO_A_51_P343689	Slc14a1	solute carrier family 14 (urea transporter), member 1	2.723886136	1.773333333	0.651030639	3.31464	0.148059224
AGI_MM_OLIGO_A_51_P112355	Igtp	interferon gamma induced GTPase	2.430313596	1.81	0.744759854	3.30576	0.148059224
AGI_MM_OLIGO_A_51_P506714	LOC638271	similar to tudor and KH domain containing	2.218225202	1.65	0.743837911	3.29624	0.248030836
AGI_MM_OLIGO_A_51_P269793			3.264094338	1.733333333	0.531030404	3.29268	0.148059224
AGI_MM_OLIGO_A_51_P169374	2310046K01Rik	RIKEN cDNA 2310046K01 gene	2.811353099	1.686666667	0.599948355	3.28728	0.148059224
AGI_MM_OLIGO_A_51_P405912	Lmcd1	LIM and cysteine-rich domains 1	2.251656585	1.75	0.777205553	3.26982	0.248030836
AGI_MM_OLIGO_A_51_P511250	4732473B16Rik	RIKEN cDNA 4732473B16 gene	1.79873715	1.57	0.872834589	3.26583	0.681211452
AGI_MM_OLIGO_A_51_P340601	Btg3	B-cell translocation gene 3	2.677920629	1.68	0.627352425	3.26477	0.148059224
AGI_MM_OLIGO_A_51_P316616	BC004728	cDNA sequence BC004728	2.306617985	1.793333333	0.777473056	3.26116	0.203884833
AGI_MM_OLIGO_A_51_P111049	Plscr4	phospholipid scramblase 4	2.17363143	1.626666667	0.748363611	3.25958	0.344106022
AGI_MM_OLIGO_A_51_P462311	Hist1h2bc	histone 1, H2bc	2.50433467	1.763333333	0.704112495	3.25363	0.148059224
AGI_MM_OLIGO_A_51_P279571	Syap1	synapse associated protein 1	1.810980419	1.786666667	0.98657426	3.22881	0.584777992
AGI_MM_OLIGO_A_51_P163694	Rufy1	RUN and FYVE domain containing 1	2.928534883	1.69	0.577080372	3.22566	0.148059224
AGI_MM_OLIGO_A_51_P135732	4921511K06Rik	RIKEN cDNA 4921511K06 gene	2.770722834	1.69	0.609949137	3.20938	0.148059224
AGI_MM_OLIGO_A_51_P322542	5530401J07Rik	RIKEN cDNA 5530401J07 gene	2.674476819	1.723333333	0.644362786	3.20421	0.148059224
AGI_MM_OLIGO_A_51_P154196	2700085E05Rik	RIKEN cDNA 2700085E05 gene	2.356309619	1.72	0.729955005	3.20345	0.203884833
AGI_MM_OLIGO_A_51_P352924	Fem1b	feminization 1 homolog b (C. elegans)	2.70527683	1.67	0.617312055	3.20184	0.148059224
AGI_MM_OLIGO_A_51_P142046	1810049H13Rik	RIKEN cDNA 1810049H13 gene	2.062922202	1.82	0.882243644	3.19933	0.36388223
AGI_MM_OLIGO_A_51_P279127	BC008155	cDNA sequence BC008155	3.218332453	1.673333333	0.519937998	3.19289	0.148059224
AGI_MM_OLIGO_A_51_P442152	D8Wsu49e	DNA segment, Chr 8, Wayne State University 49, expressed	2.99096603	1.68	0.561691434	3.19264	0.148059224
AGI_MM_OLIGO_A_51_P475378	Echdc3	enoyl Coenzyme A hydratase domain containing 3	2.963333216	1.676666667	0.565804297	3.15248	0.148059224
AGI_MM_OLIGO_A_51_P339962	Cwf19l2	CWF19-like 2, cell cycle control (S. pombe)	2.081908734	1.72	0.826164938	3.14154	0.36388223
AGI_MM_OLIGO_A_51_P348665	Ramp1	receptor (calcitonin) activity modifying protein 1	2.369963338	1.593333333	0.672302946	3.13574	0.203884833
AGI_MM_OLIGO_A_51_P171613	Wnt10a	wingless related MMTV integration site 10a	1.967368947	1.74	0.88442994	3.12591	0.422410595
AGI_MM_OLIGO_A_51_P148196	Sdf2	stromal cell derived factor 2	2.917853756	1.646666667	0.56434174	3.11642	0.148059224
AGI_MM_OLIGO_A_51_P155152	Ank	progressive ankylosis	2.238944721	1.676666667	0.7488647	3.0995	0.248030836
AGI_MM_OLIGO_A_51_P307624	Phkb	phosphorylase kinase beta	2.729822257	1.623333333	0.594666312	3.07281	0.148059224
AGI_MM_OLIGO_A_51_P416295	Iigp2	interferon inducible GTPase 2	1.71209542	1.95	1.138955211	3.06235	0.827313381
AGI_MM_OLIGO_A_51_P119760	H2-Aa	histocompatibility 2, class II antigen A, alpha	1.282433889	1.416666667	1.104670329	3.05778	4.106222751
AGI_MM_OLIGO_A_51_P356467	Cldn4	claudin 4	2.010695209	1.75	0.870345735	3.04554	0.36388223
AGI_MM_OLIGO_A_51_P327405	LOC634650	similar to macrophage activation 2	1.849706704	1.493333333	0.807335201	3.02267	0.584777992
AGI_MM_OLIGO_A_51_P209261	Sqrdl	sulfide quinone reductase-like (yeast)	1.858906477	1.726666667	0.928861505	3.02029	0.584777992
AGI_MM_OLIGO_A_51_P484254	Pcca	propionyl-Coenzyme A carboxylase, alpha polypeptide	3.267480447	1.59	0.48661347	3.01261	0.148059224
AGI_MM_OLIGO_A_51_P338886	Ociad2	OCIA domain containing 2	2.585374095	1.62	0.626601776	3.01028	0.148059224
AGI_MM_OLIGO_A_51_P278427	3830406C13Rik	RIKEN cDNA 3830406C13 gene	2.526984627	1.636666667	0.647675751	3.00983	0.148059224
AGI_MM_OLIGO_A_51_P155714	Traf3ip1	TNF receptor-associated factor 3 interacting protein 1	2.086867739	1.566666667	0.750726382	3.00041	0.36388223
AGI_MM_OLIGO_A_51_P215237	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	1.579669663	1.46	0.924243868	3.00023	1.44968603
AGI_MM_OLIGO_A_51_P499910	Hck	hemopoietic cell kinase	1.208093501	1.31	1.084353155	2.9988	4.484408549
AGI_MM_OLIGO_A_51_P430165	Gpr1	G protein-coupled receptor 1	1.857482466	1.67	0.89906636	2.98626	0.584777992
AGI_MM_OLIGO_A_51_P275435	2310007B03Rik	RIKEN cDNA 2310007B03 gene	1.861075496	1.54	0.827478522	2.98084	0.584777992
AGI_MM_OLIGO_A_51_P222733	H2-Ea	histocompatibility 2, class II antigen E alpha	1.322076473	1.333333333	1.00851453	2.97298	3.71807916
AGI_MM_OLIGO_A_51_P379373	Lactb2	lactamase, beta 2	2.105855407	1.663333333	0.789861131	2.9626	0.36388223
AGI_MM_OLIGO_A_51_P311434	Cyb5	cytochrome b-5	3.0741157	1.573333333	0.511800299	2.95782	0.148059224
AGI_MM_OLIGO_A_51_P230791	Vamp5	vesicle-associated membrane protein 5	3.150925975	1.56	0.495092558	2.95746	0.148059224
AGI_MM_OLIGO_A_51_P379171			2.77466221	1.57	0.565834643	2.94481	0.148059224
AGI_MM_OLIGO_A_51_P127215	Sesn3	sestrin 3	2.538553917	1.553333333	0.611896924	2.91658	0.148059224
AGI_MM_OLIGO_A_51_P138185	Rcbtb2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2	2.048463189	1.506666667	0.735510736	2.91546	0.36388223
AGI_MM_OLIGO_A_51_P288138	Fpr-rs2	formyl peptide receptor, related sequence 2	1.25654773	1.323333333	1.053150073	2.91459	4.106222751
AGI_MM_OLIGO_A_51_P220976	Ifng	interferon gamma	1.629884588	1.416666667	0.869182197	2.90609	1.166338306
AGI_MM_OLIGO_A_51_P184680	Tcte3	t-complex-associated testis expressed 3	2.2858282	1.56	0.682465988	2.88763	0.203884833
AGI_MM_OLIGO_A_51_P505907	Tcl1b2	T-cell leukemia/lymphoma 1B, 2	2.434027172	1.51	0.620371053	2.87997	0.148059224
AGI_MM_OLIGO_A_51_P283344	1700011H14Rik	RIKEN cDNA 1700011H14 gene	2.27701918	1.523333333	0.669003295	2.87556	0.248030836
AGI_MM_OLIGO_A_51_P201054	Cmkor1	chemokine orphan receptor 1	1.808939006	1.6	0.884496378	2.85997	0.584777992
AGI_MM_OLIGO_A_51_P236769	Dnase1l1	deoxyribonuclease 1-like 1	2.155362587	1.566666667	0.726869194	2.85557	0.344106022
AGI_MM_OLIGO_A_51_P219064	Prmt2	protein arginine N-methyltransferase 2	2.262181987	1.566666667	0.692546699	2.84089	0.248030836
AGI_MM_OLIGO_A_51_P159673	Snx1	sorting nexin 1	2.290394344	1.55	0.676739359	2.83465	0.203884833
AGI_MM_OLIGO_A_51_P196990	Mrpl39	mitochondrial ribosomal protein L39	2.375079293	1.48	0.62313709	2.81378	0.203884833
AGI_MM_OLIGO_A_51_P431919	Tfg	Trk-fused gene	2.124854536	1.52	0.715343086	2.79943	0.36388223
AGI_MM_OLIGO_A_51_P511560	Acsl3	acyl-CoA synthetase long-chain family member 3	2.085008951	1.496666667	0.717822658	2.77585	0.36388223
AGI_MM_OLIGO_A_51_P312336	Slc14a1	solute carrier family 14 (urea transporter), member 1	2.256004744	1.52	0.673757449	2.77584	0.248030836
AGI_MM_OLIGO_A_51_P341349	Mtap	methylthioadenosine phosphorylase	1.766298945	1.536666667	0.869992405	2.76555	0.681211452
AGI_MM_OLIGO_A_51_P337771	Pcdhb17	protocadherin beta 17	3.404377184	1.466666667	0.430817911	2.76114	0.148059224
AGI_MM_OLIGO_A_51_P492246	Wdr61	WD repeat domain 61	1.654236834	1.7	1.027664216	2.76006	1.010928962
AGI_MM_OLIGO_A_51_P290576	Plk2	polo-like kinase 2 (Drosophila)	1.508400385	1.303333333	0.864049987	2.74451	2.272482995
AGI_MM_OLIGO_A_51_P438479	Zfp281	zinc finger protein 281	2.334322124	1.473333333	0.631161106	2.73738	0.203884833
AGI_MM_OLIGO_A_51_P395373	Ptprt	protein tyrosine phosphatase, receptor type, T	1.737482792	1.496666667	0.861399419	2.7369	0.827313381
AGI_MM_OLIGO_A_51_P119544	Aga	aspartylglucosaminidase	1.956784924	1.506666667	0.7699705	2.72181	0.422410595
AGI_MM_OLIGO_A_51_P366960	Hadh2	hydroxyacyl-Coenzyme A dehydrogenase type II	2.52410398	1.45	0.574461279	2.71287	0.148059224
AGI_MM_OLIGO_A_51_P475612	Fahd2a	fumarylacetoacetate hydrolase domain containing 2A	3.003993787	1.433333333	0.477142576	2.70079	0.148059224
AGI_MM_OLIGO_A_51_P452629	Tlr2	toll-like receptor 2	1.800084878	1.47	0.816628159	2.69942	0.681211452
AGI_MM_OLIGO_A_51_P153004	Rnuxa	RNA U, small nuclear RNA export adaptor	2.597503246	1.416666667	0.545395533	2.69425	0.148059224
AGI_MM_OLIGO_A_51_P323521	5730407K14Rik	RIKEN cDNA 5730407K14 gene	2.309649535	1.42	0.614811892	2.69187	0.203884833
AGI_MM_OLIGO_A_51_P448056	Mospd2	motile sperm domain containing 2	1.658850591	1.583333333	0.954476155	2.67792	1.010928962
AGI_MM_OLIGO_A_51_P345366	Psmb8	proteosome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)	1.832251215	1.496666667	0.816845777	2.67781	0.584777992
AGI_MM_OLIGO_A_51_P134844	Snx5	sorting nexin 5	2.158315282	1.443333333	0.668731462	2.67718	0.344106022
AGI_MM_OLIGO_A_51_P229163	Crhr1	corticotropin releasing hormone receptor 1	1.502162427	1.726666667	1.149454038	2.67634	2.272482995
AGI_MM_OLIGO_A_51_P246317	Mt2	metallothionein 2	1.751326863	1.566666667	0.894559833	2.67476	0.681211452
AGI_MM_OLIGO_A_51_P146103	Irf1	interferon regulatory factor 1	2.25514364	1.436666667	0.637062155	2.66327	0.248030836
AGI_MM_OLIGO_A_51_P378978	Crabp1	cellular retinoic acid binding protein I	1.71064433	1.57	0.917782833	2.65988	0.827313381
AGI_MM_OLIGO_A_51_P388661	Msx2	homeo box, msh-like 2	1.727380078	1.533333333	0.88766413	2.65682	0.827313381
AGI_MM_OLIGO_A_51_P196925	Cx3cl1	chemokine (C-X3-C motif) ligand 1	1.977447733	1.376666667	0.696183592	2.65524	0.422410595
AGI_MM_OLIGO_A_51_P109496	1700029I01Rik	RIKEN cDNA 1700029I01 gene	1.877786238	1.35	0.718931672	2.6465	0.471225026
AGI_MM_OLIGO_A_51_P251352	Slc25a13	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13	1.583818576	1.606666667	1.014425952	2.64444	1.44968603
AGI_MM_OLIGO_A_51_P242634	Dusp16	dual specificity phosphatase 16	1.926659507	1.443333333	0.749137732	2.6398	0.422410595
AGI_MM_OLIGO_A_51_P354526	2010011I20Rik	RIKEN cDNA 2010011I20 gene	1.804787182	1.456666667	0.807112706	2.63723	0.584777992
AGI_MM_OLIGO_A_51_P176154	Sirpb1	signal-regulatory protein beta 1	1.396586031	1.273333333	0.91174715	2.63465	3.336956959
AGI_MM_OLIGO_A_51_P297639	Gpr56	G protein-coupled receptor 56	1.846456321	1.376666667	0.745572289	2.6285	0.584777992
AGI_MM_OLIGO_A_51_P460404	Zfp71-rs1	zinc finger protein 71, related sequence 1	2.414586894	1.386666667	0.574287333	2.62347	0.148059224
AGI_MM_OLIGO_A_51_P193521	Cdk5rap1	CDK5 regulatory subunit associated protein 1	1.848985855	1.5	0.81125553	2.6168	0.584777992
AGI_MM_OLIGO_A_51_P357606	Phyhd1	phytanoyl-CoA dioxygenase domain containing 1	1.533841805	1.28	0.834505877	2.60778	1.605443519
AGI_MM_OLIGO_A_51_P268529			1.934179636	1.33	0.687630029	2.59479	0.422410595
AGI_MM_OLIGO_A_51_P104012	2310037P21Rik	RIKEN cDNA 2310037P21 gene	1.352273503	1.23	0.90957931	2.59345	3.71807916
AGI_MM_OLIGO_A_51_P134627	Asb13	ankyrin repeat and SOCS box-containing protein 13	1.918333602	1.466666667	0.764552456	2.5911	0.471225026
AGI_MM_OLIGO_A_51_P292145	Ube1l2	ubiquitin-activating enzyme E1-like 2	1.893907518	1.39	0.733932352	2.58948	0.471225026
AGI_MM_OLIGO_A_51_P260850	Cntnap2	contactin associated protein-like 2	2.073637764	1.433333333	0.691216835	2.5885	0.36388223
AGI_MM_OLIGO_A_51_P154534	Muted	muted	2.741411578	1.38	0.503390301	2.58586	0.148059224
AGI_MM_OLIGO_A_51_P109939	Apoa1bp	apolipoprotein A-I binding protein	2.180339321	1.41	0.646688333	2.58452	0.344106022
AGI_MM_OLIGO_A_51_P142904	Paics	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase	1.860187211	1.47	0.790243042	2.58439	0.584777992
AGI_MM_OLIGO_A_51_P185882	BC046343	cDNA sequence BC046343	2.688044914	1.376666667	0.51214422	2.57981	0.148059224
AGI_MM_OLIGO_A_51_P298052	AW049829	expressed sequence AW049829	2.385045591	1.383333333	0.580002889	2.57658	0.148059224
AGI_MM_OLIGO_A_51_P399106	9030617O03Rik	RIKEN cDNA 9030617O03 gene	1.729340156	1.373333333	0.794137191	2.57578	0.827313381
AGI_MM_OLIGO_A_51_P153513	4921507P07Rik	RIKEN cDNA 4921507P07 gene	2.221155993	1.396666667	0.628801701	2.57441	0.248030836
AGI_MM_OLIGO_A_51_P483301	Prdx6-rs1	peroxiredoxin 6, related sequence 1	1.947443516	1.43	0.734296008	2.56381	0.422410595
AGI_MM_OLIGO_A_51_P221852	Tmed1	transmembrane emp24 domain containing 1	1.899578399	1.446666667	0.761572498	2.56297	0.471225026
AGI_MM_OLIGO_A_51_P355151	Camk2n2	calcium/calmodulin-dependent protein kinase II inhibitor 2	1.877334981	1.46	0.777698181	2.55653	0.471225026
AGI_MM_OLIGO_A_51_P394552	Prss3	protease, serine, 3	1.42149438	1.603333333	1.12792098	2.55581	2.980737416
AGI_MM_OLIGO_A_51_P104418	Dusp10	dual specificity phosphatase 10	1.709958487	1.436666667	0.840176342	2.54646	0.827313381
AGI_MM_OLIGO_A_51_P498631	Dfna5h	deafness, autosomal dominant 5 homolog (human)	1.989221703	1.373333333	0.690387266	2.54598	0.36388223
AGI_MM_OLIGO_A_51_P189105	Ppap2a	phosphatidic acid phosphatase 2a	1.984336455	1.41	0.710564983	2.54542	0.36388223
AGI_MM_OLIGO_A_51_P197509	Pcmtd2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	1.93907859	1.333333333	0.687611807	2.53939	0.422410595
AGI_MM_OLIGO_A_51_P239757	Jub	ajuba	2.496974704	1.336666667	0.535314461	2.53609	0.148059224
AGI_MM_OLIGO_A_51_P228171	1700022C02Rik	RIKEN cDNA 1700022C02 gene	1.59127288	1.423333333	0.894462132	2.53198	1.44968603
AGI_MM_OLIGO_A_51_P440099	1700020B09Rik	RIKEN cDNA 1700020B09 gene	2.117615127	1.366666667	0.645380102	2.5319	0.36388223
AGI_MM_OLIGO_A_51_P292116	Ica1	islet cell autoantigen 1	2.499442987	1.353333333	0.541453972	2.52586	0.148059224
AGI_MM_OLIGO_A_51_P457528	Ccnb2	cyclin B2	1.73146603	1.4	0.808563365	2.51853	0.827313381
AGI_MM_OLIGO_A_51_P297388	5133400G04Rik	RIKEN cDNA 5133400G04 gene	2.004781718	1.353333333	0.675052711	2.51366	0.36388223
