EntrezID	Symbol	Description	Location	Type	EnsemblID	log2 | Resting Teff RPKM	log2 | Activated Teff RPKM	log2 | Resting Treg RPKM	log2 | Activated Treg RPKM	LR rest | CD25 vs CD4	LR act | CD25 vs CD4	LR CD4 | act vs rest	LR CD25 | act vs rest
1178	CLC	Charcot-Leyden crystal protein	Cytoplasm	enzyme	ENSG00000105205	3.645703295	2.259981553	8.430759142	4.235240113	4.785055848	1.97525856	-1.385721742	-4.195519029
3590	IL11RA	interleukin 11 receptor, alpha	Plasma Membrane	transmembrane receptor	ENSG00000137070	4.565733342	3.185118749	4.288832129	0.112188554	-0.276901213	-3.072930195	-1.380614594	-4.176643575
23150	FRMD4B	FERM domain containing 4B	Cytoplasm	other	ENSG00000114541	1.929816336	4.847097127	2.842259581	7.000485739	0.912443245	2.153388612	2.91728079	4.158226158
11076	TPPP	tubulin polymerization promoting protein	Cytoplasm	other	ENSG00000171368	4.888725968	0	4.156862057	0	-0.731863911	0	-4.888725968	-4.156862057
3596	IL13	interleukin 13	Extracellular Space	cytokine	ENSG00000169194	0	0.681755384	0	4.144679243	0	3.462923859	0.681755384	4.144679243
25902	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	Cytoplasm	enzyme	ENSG00000120254	1.737554491	4.669655203	1.86528906	5.9779057	0.127734569	1.308250497	2.932100712	4.11261664
719	C3AR1	complement component 3a receptor 1	Plasma Membrane	G-protein coupled receptor	ENSG00000171860	0.678670464	1.657945539	4.097571244	0	3.418900779	-1.657945539	0.979275075	-4.097571244
1493	CTLA4	cytotoxic T-lymphocyte-associated protein 4	Plasma Membrane	other	ENSG00000163599	2.438311044	5.094973904	5.129331137	9.202022336	2.691020094	4.107048433	2.65666286	4.072691199
55509	BATF3	basic leucine zipper transcription factor, ATF-like 3	Nucleus	transcription regulator	ENSG00000123685	0	3.192680407	0	3.996728026	0	0.80404762	3.192680407	3.996728026
5333	PLCD1	phospholipase C, delta 1	Cytoplasm	enzyme	ENSG00000187091	4.586392942	2.173865016	3.99160347	0	-0.594789472	-2.173865016	-2.412527926	-3.99160347
79413	ZBED2	zinc finger, BED-type containing 2	unknown	other	ENSG00000177494	0	1.373902993	0	3.984283531	0	2.610380537	1.373902993	3.984283531
3157	HMGCS1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	Cytoplasm	enzyme	ENSG00000112972	4.478019395	7.309140721	4.524925709	8.50137494	0.046906314	1.192234219	2.831121326	3.976449231
3586	IL10	interleukin 10	Extracellular Space	cytokine	ENSG00000136634	0	0	0	3.967770736	0	3.967770736	0	3.967770736
139716	GAB3	GRB2-associated binding protein 3	unknown	other	ENSG00000160219	2.629238899	2.372831935	3.939472946	0	1.310234047	-2.372831935	-0.256406964	-3.939472946
976	CD97	CD97 molecule	Plasma Membrane	G-protein coupled receptor	ENSG00000123146	8.463279748	4.632088724	7.678276071	3.757680107	-0.785003677	-0.874408617	-3.831191024	-3.920595964
59307	SIGIRR	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain	Plasma Membrane	transmembrane receptor	ENSG00000185187	4.790886711	1.05766605	3.901620156	0	-0.889266554	-1.05766605	-3.733220661	-3.901620156
3164	NR4A1	nuclear receptor subfamily 4, group A, member 1	Nucleus	ligand-dependent nuclear receptor	ENSG00000123358	0.244240727	1.590622455	0	3.896609192	-0.244240727	2.305986737	1.346381728	3.896609192
83719	YPEL3	yippee-like 3 (Drosophila)	unknown	other	ENSG00000090238	4.930755416	3.355306512	4.684086448	0.807003116	-0.246668968	-2.548303396	-1.575448904	-3.877083332
255394	TCP11L2	t-complex 11 (mouse)-like 2	unknown	other	ENSG00000166046	5.17970523	3.332766356	4.85517972	0.987746558	-0.32452551	-2.345019798	-1.846938874	-3.867433162
6367	CCL22	chemokine (C-C motif) ligand 22	Extracellular Space	cytokine	ENSG00000102962	0	3.403034092	0	3.865707134	0	0.462673042	3.403034092	3.865707134
8870	IER3	immediate early response 3	Cytoplasm	other	ENSG00000137331	2.018067458	4.184008207	1.200591586	5.020680259	-0.817475871	0.836672051	2.16594075	3.820088672
3559	IL2RA	interleukin 2 receptor, alpha	Plasma Membrane	transmembrane receptor	ENSG00000134460	2.92959157	6.550238641	4.994597489	8.811442185	2.065005919	2.261203545	3.620647071	3.816844696
4234	METTL1	methyltransferase like 1	unknown	enzyme	ENSG00000037897	1.23918498	3.33635895	0.469175972	4.24086666	-0.770009008	0.904507711	2.09717397	3.771690688
1831	TSC22D3	TSC22 domain family, member 3	Nucleus	transcription regulator	ENSG00000157514	8.709337133	4.802228072	8.20118932	4.433248376	-0.508147813	-0.368979697	-3.907109061	-3.767940944
283149	BCL9L	B-cell CLL/lymphoma 9-like	Cytoplasm	other	ENSG00000186174	4.956529849	1.502700295	3.970786973	0.206691967	-0.985742877	-1.296008327	-3.453829555	-3.764095005
3678	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	Plasma Membrane	other	ENSG00000161638	6.202716264	2.83319288	5.387862681	1.634562569	-0.814853583	-1.198630311	-3.369523385	-3.753300112
7850	IL1R2	interleukin 1 receptor, type II	Plasma Membrane	transmembrane receptor	ENSG00000115590	0	0	0	3.746137628	0	3.746137628	0	3.746137628
79026	AHNAK	AHNAK nucleoprotein	Nucleus	other	ENSG00000124942	6.590260435	4.19144827	6.245829325	2.507176103	-0.34443111	-1.684272167	-2.398812165	-3.738653222
6448	SGSH	N-sulfoglucosamine sulfohydrolase	Cytoplasm	enzyme	ENSG00000181523	3.836347198	2.642377501	3.731347251	0	-0.104999947	-2.642377501	-1.193969697	-3.731347251
80329	ULBP1	UL16 binding protein 1	Plasma Membrane	transmembrane receptor	ENSG00000111981	0	0.865583616	0	3.711368726	0	2.84578511	0.865583616	3.711368726
54602	NDFIP2	Nedd4 family interacting protein 2	Cytoplasm	other	ENSG00000102471	2.28680935	5.243721686	3.17814206	6.865477652	0.89133271	1.621755966	2.956912336	3.687335591
1595	CYP51A1	cytochrome P450, family 51, subfamily A, polypeptide 1	Cytoplasm	enzyme	ENSG00000001630	3.514751979	6.580232649	3.655960888	7.340937928	0.141208909	0.760705278	3.065480671	3.68497704
112744	IL17F	interleukin 17F	Extracellular Space	cytokine	ENSG00000112116	0	2.889021471	0	3.673164042	0	0.784142571	2.889021471	3.673164042
1978	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	Cytoplasm	translation regulator	ENSG00000187840	1.351010583	1.982362355	0	3.671672887	-1.351010583	1.689310532	0.631351771	3.671672887
4283	CXCL9	chemokine (C-X-C motif) ligand 9	Extracellular Space	cytokine	ENSG00000138755	0	4.531487036	0	3.655889035	0	-0.875598001	4.531487036	3.655889035
10135	NAMPT	nicotinamide phosphoribosyltransferase	Extracellular Space	cytokine	ENSG00000105835	4.811992541	6.190176936	5.322717361	8.976957974	0.510724821	2.786781038	1.378184395	3.654240613
79585	CORO7	coronin 7	Cytoplasm	other	ENSG00000103426	6.606893454	2.9081432	5.7167034	2.065315112	-0.890190055	-0.842828088	-3.698750255	-3.651388288
5990	RFX2	regulatory factor X, 2 (influences HLA class II expression)	Nucleus	transcription regulator	ENSG00000087903	4.167676797	0	3.648149659	0	-0.519527138	0	-4.167676797	-3.648149659
6004	RGS16	regulator of G-protein signaling 16	Cytoplasm	other	ENSG00000143333	0.779135807	1.305496212	0.049313647	3.687930154	-0.72982216	2.382433942	0.526360405	3.638616506
27074	LAMP3	lysosomal-associated membrane protein 3	Plasma Membrane	other	ENSG00000078081	0.320596588	4.160629792	0.744128816	4.373620087	0.423532228	0.212990294	3.840033204	3.62949127
22861	NLRP1	NLR family, pyrin domain containing 1	Cytoplasm	other	ENSG00000091592	5.52887018	3.706609615	5.43125168	1.802375337	-0.097618499	-1.904234278	-1.822260565	-3.628876344
586	BCAT1	branched chain aminotransferase 1, cytosolic	Cytoplasm	enzyme	ENSG00000060982	0	2.354476207	0	3.620747239	0	1.266271033	2.354476207	3.620747239
7422	VEGFA	vascular endothelial growth factor A	Extracellular Space	growth factor	ENSG00000112715	0	1.998227851	0	3.619879659	0	1.621651808	1.998227851	3.619879659
80714	PBX4	pre-B-cell leukemia homeobox 4	Nucleus	transcription regulator	ENSG00000105717	3.883449	0	3.621935758	0.029691202	-0.261513242	0.029691202	-3.883449	-3.592244556
8698	S1PR4	sphingosine-1-phosphate receptor 4	Plasma Membrane	G-protein coupled receptor	ENSG00000125910	5.847988143	2.945108216	5.288475688	1.704588732	-0.559512455	-1.240519483	-2.902879927	-3.583886956
170575	GIMAP1	GTPase, IMAP family member 1	Cytoplasm	other	ENSG00000213203	5.831463622	4.866827318	5.793914883	2.228044612	-0.037548739	-2.638782706	-0.964636304	-3.565870271
11251	GPR44	G protein-coupled receptor 44	Plasma Membrane	G-protein coupled receptor	ENSG00000183134	0.96029289	0	3.871854972	0.312654299	2.911562082	0.312654299	-0.96029289	-3.559200674
56937	PMEPA1	prostate transmembrane protein, androgen induced 1	Plasma Membrane	other	ENSG00000124225	4.113859371	0	3.553356153	0	-0.560503218	0	-4.113859371	-3.553356153
388962	BOLA3	bolA homolog 3 (E. coli)	unknown	other	ENSG00000163170	1.447840508	3.159674124	1.305862627	4.849073772	-0.14197788	1.689399649	1.711833616	3.543211145
55133	SRBD1	S1 RNA binding domain 1	unknown	other	ENSG00000068784	0.509778965	3.898929834	0.370374999	3.913443298	-0.139403966	0.014513464	3.389150869	3.543068299
22924	MAPRE3	microtubule-associated protein, RP/EB family, member 3	Cytoplasm	enzyme	ENSG00000084764	4.046122336	0	3.539246553	0	-0.506875782	0	-4.046122336	-3.539246553
84706	GPT2	glutamic pyruvate transaminase (alanine aminotransferase) 2	unknown	enzyme	ENSG00000166123	0	1.293513148	0	3.530538368	0	2.23702522	1.293513148	3.530538368
80325	ABTB1	ankyrin repeat and BTB (POZ) domain containing 1	Cytoplasm	translation regulator	ENSG00000114626	3.943222823	2.901869199	3.701720669	0.203148961	-0.241502154	-2.698720239	-1.041353624	-3.498571709
5723	PSPH	phosphoserine phosphatase	unknown	phosphatase	ENSG00000146733	0	1.984983642	0	3.491370242	0	1.5063866	1.984983642	3.491370242
118429	ANTXR2	anthrax toxin receptor 2	Plasma Membrane	other	ENSG00000163297	6.534094257	4.99136763	7.364693101	3.875485049	0.830598843	-1.11588258	-1.542726628	-3.489208051
22821	RASA3	RAS p21 protein activator 3	Plasma Membrane	other	ENSG00000185989	6.115437605	3.812242438	5.511295132	2.060514125	-0.604142473	-1.751728313	-2.303195167	-3.450781007
57486	NLN	neurolysin (metallopeptidase M3 family)	Cytoplasm	peptidase	ENSG00000123213	0	2.720251356	0	3.437732977	0	0.717481621	2.720251356	3.437732977
9149	DYRK1B	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	Nucleus	kinase	ENSG00000105204	4.012711607	0.284836742	3.432376363	0	-0.580335244	-0.284836742	-3.727874865	-3.432376363
8651	SOCS1	suppressor of cytokine signaling 1	Cytoplasm	other	ENSG00000185338	2.567229237	4.821018214	2.309180774	5.737182027	-0.258048463	0.916163813	2.253788978	3.428001253
932	MS4A3	membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)	Plasma Membrane	other	ENSG00000149516	0.267803141	0	4.553864873	1.158206438	4.286061733	1.158206438	-0.267803141	-3.395658435
254263	CNIH2	cornichon homolog 2 (Drosophila)	Extracellular Space	other	ENSG00000174871	4.016567194	0	3.394910648	0	-0.621656546	0	-4.016567194	-3.394910648
7371	UCK2	uridine-cytidine kinase 2	Cytoplasm	kinase	ENSG00000143179	0.196563949	2.483789849	1.0956622	4.485823476	0.899098251	2.002033628	2.2872259	3.390161276
79931	TNIP3	TNFAIP3 interacting protein 3	unknown	other	ENSG00000050730	0	0.295904422	0	3.382774972	0	3.086870551	0.295904422	3.382774972
3604	TNFRSF9	tumor necrosis factor receptor superfamily, member 9	Plasma Membrane	other	ENSG00000049249	0	2.947118815	3.463393118	6.827928703	3.463393118	3.880809887	2.947118815	3.364535584
3575	IL7R	interleukin 7 receptor	Plasma Membrane	transmembrane receptor	ENSG00000168685	9.665670331	8.666286066	9.323598065	5.970924166	-0.342072267	-2.6953619	-0.999384266	-3.352673899
6713	SQLE	squalene epoxidase	Cytoplasm	enzyme	ENSG00000104549	3.887416931	5.926045586	3.211379465	6.545720497	-0.676037467	0.619674911	2.038628655	3.334341032
5339	PLEC1	plectin 1, intermediate filament binding protein 500kDa	Cytoplasm	other	ENSG00000178209	5.11104646	2.124771395	4.36672099	1.034815293	-0.74432547	-1.089956103	-2.986275064	-3.331905697
6404	SELPLG	selectin P ligand	Plasma Membrane	other	ENSG00000110876	7.229776984	5.418706823	7.347430781	4.015927085	0.117653797	-1.402779738	-1.811070162	-3.331503696
8013	NR4A3	nuclear receptor subfamily 4, group A, member 3	Nucleus	ligand-dependent nuclear receptor	ENSG00000119508	0.703151725	1.567702673	1.814337072	5.123422728	1.111185347	3.555720055	0.864550948	3.309085656
113791	PIK3IP1	phosphoinositide-3-kinase interacting protein 1	unknown	other	ENSG00000100100	8.04047224	6.13820839	7.498176204	4.19158489	-0.542296036	-1.9466235	-1.902263849	-3.306591314
440	ASNS	asparagine synthetase	unknown	enzyme	ENSG00000070669	4.52246278	6.146422418	4.289129929	7.593942388	-0.233332851	1.447519971	1.623959637	3.304812459
10606	PAICS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase	unknown	enzyme	ENSG00000128050	3.621749899	5.630713547	3.267450616	6.552920864	-0.354299282	0.922207317	2.008963648	3.285470248
55790	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	Cytoplasm	enzyme	ENSG00000147408	4.358136951	3.38941933	5.284622784	2.001447387	0.926485833	-1.387971943	-0.968717622	-3.283175398
399665	FAM102A	family with sequence similarity 102, member A	unknown	other	ENSG00000167106	7.213444089	5.265361749	7.07866628	3.800545895	-0.134777809	-1.464815854	-1.948082341	-3.278120385
8501	SLC43A1	solute carrier family 43, member 1	Plasma Membrane	transporter	ENSG00000149150	0	1.844494246	0.165368984	3.430196277	0.165368984	1.585702031	1.844494246	3.264827293
27033	ZBTB32	zinc finger and BTB domain containing 32	Nucleus	transcription regulator	ENSG00000011590	0	0	0	3.262461582	0	3.262461582	0	3.262461582
90864	SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	unknown	other	ENSG00000162032	3.432210459	1.273321462	3.249295735	0	-0.182914723	-1.273321462	-2.158888996	-3.249295735
3376	IARS	isoleucyl-tRNA synthetase	Cytoplasm	enzyme	ENSG00000196305	4.370147904	6.951868908	4.747928324	7.993748326	0.37778042	1.041879418	2.581721004	3.245820002
54962	TIPIN	TIMELESS interacting protein	Nucleus	other	ENSG00000075131	1.063548695	3.258523033	1.790380526	5.03601651	0.72683183	1.777493478	2.194974337	3.245635985
55759	WDR12	WD repeat domain 12	Cytoplasm	other	ENSG00000138442	1.75542841	3.953820774	2.105897176	5.347640856	0.350468766	1.393820082	2.198392364	3.24174368
91942	NDUFAF2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, assembly factor 2	Cytoplasm	other	ENSG00000164182	2.314707149	4.241514804	1.774765254	5.006206379	-0.539941896	0.764691574	1.926807655	3.231441125
597	BCL2A1	BCL2-related protein A1	Cytoplasm	other	ENSG00000140379	3.639475448	5.345203675	2.759949164	5.991375159	-0.879526285	0.646171485	1.705728226	3.231425996
163351	GBP6	guanylate binding protein family, member 6	unknown	enzyme	ENSG00000183347	0	3.570049563	0	3.227563071	0	-0.342486491	3.570049563	3.227563071
30009	TBX21	T-box 21	Nucleus	transcription regulator	ENSG00000073861	1.910979652	4.014564324	1.487167629	4.713920108	-0.423812023	0.699355784	2.103584672	3.226752479
27128	CYTH4	cytohesin 4	Cytoplasm	other	ENSG00000100055	4.961892946	2.973662851	4.894404162	1.670783268	-0.067488784	-1.302879583	-1.988230095	-3.223620894
1843	DUSP1	dual specificity phosphatase 1	Nucleus	phosphatase	ENSG00000120129	4.53539315	1.391226086	4.555751881	1.338333606	0.020358731	-0.05289248	-3.144167063	-3.217418275
152579	SCFD2	sec1 family domain containing 2	unknown	transporter	ENSG00000184178	1.265109623	2.969524857	0.935734713	4.146114223	-0.32937491	1.176589366	1.704415234	3.210379509
5106	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	Cytoplasm	kinase	ENSG00000100889	1.334455633	3.218194566	1.769366923	4.970286103	0.43491129	1.752091537	1.883738933	3.20091918
4681	NBL1	neuroblastoma, suppression of tumorigenicity 1	Nucleus	other	ENSG00000158747	4.455485307	1.461395508	3.254928703	0.063334748	-1.200556604	-1.39806076	-2.994089799	-3.191593955
1890	TYMP	thymidine phosphorylase	Extracellular Space	growth factor	ENSG00000025708	0.45870478	3.148950241	1.515698027	4.700783516	1.056993247	1.551833275	2.69024546	3.185085489
3099	HK2	hexokinase 2	Cytoplasm	kinase	ENSG00000159399	0.693595127	2.587000033	0.899276164	4.082217755	0.205681037	1.495217723	1.893404906	3.182941591
5900	RALGDS	ral guanine nucleotide dissociation stimulator	Cytoplasm	other	ENSG00000160271	6.968150989	3.667070299	6.546925331	3.368790444	-0.421225657	-0.298279856	-3.30108069	-3.178134888
200916	RPL22L1	ribosomal protein L22-like 1	unknown	other	ENSG00000163584	4.991255519	6.675394705	4.584329756	7.757756259	-0.406925763	1.082361554	1.684139186	3.173426503
4542	MYO1F	myosin IF	unknown	other	ENSG00000142347	2.91999951	2.084144571	3.893733901	0.721707721	0.973734391	-1.362436851	-0.835854938	-3.17202618
9456	HOMER1	homer homolog 1 (Drosophila)	Plasma Membrane	other	ENSG00000152413	0	2.184529873	0	3.169406436	0	0.984876563	2.184529873	3.169406436
467	ATF3	activating transcription factor 3	Nucleus	transcription regulator	ENSG00000162772	0.564012524	2.245990369	0.813650849	3.974987735	0.249638325	1.728997366	1.681977845	3.161336886
79156	PLEKHF1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	unknown	other	ENSG00000166289	4.306961265	1.928328948	4.232408444	1.076349162	-0.074552822	-0.851979786	-2.378632317	-3.156059282
5187	PER1	period homolog 1 (Drosophila)	Nucleus	other	ENSG00000179094	5.089355851	1.733850515	3.604200356	0.448581525	-1.485155495	-1.28526899	-3.355505336	-3.155618831
55808	ST6GALNAC1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	Cytoplasm	enzyme	ENSG00000070526	3.180293425	0.694187615	3.152250568	0	-0.028042857	-0.694187615	-2.48610581	-3.152250568
51520	LARS	leucyl-tRNA synthetase	Cytoplasm	enzyme	ENSG00000133706	3.272664181	6.174318359	3.526271408	6.675817791	0.253607227	0.501499432	2.901654178	3.149546383
121506	ERP27	endoplasmic reticulum protein 27	unknown	other	ENSG00000139055	3.059781802	0.178063991	3.142017908	0	0.082236106	-0.178063991	-2.881717811	-3.142017908
56895	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	Cytoplasm	enzyme	ENSG00000026652	2.965789513	0	3.139379377	0	0.173589865	0	-2.965789513	-3.139379377
1491	CTH	cystathionase (cystathionine gamma-lyase)	Cytoplasm	enzyme	ENSG00000116761	0.998173127	1.136484887	0.740124664	3.879053651	-0.258048463	2.742568763	0.13831176	3.138928986
1521	CTSW	cathepsin W	Cytoplasm	peptidase	ENSG00000172543	3.985845851	1.443693506	3.704524112	0.57721415	-0.281321739	-0.866479356	-2.542152345	-3.127309961
2710	GK	glycerol kinase	Cytoplasm	kinase	ENSG00000198814	0.830001401	3.378518517	3.020833193	6.1407761	2.190831793	2.762257583	2.548517116	3.119942907
10969	EBNA1BP2	EBNA1 binding protein 2	Nucleus	other	ENSG00000117395	3.509424785	5.15881048	3.367750646	6.48568882	-0.14167414	1.32687834	1.649385694	3.117938174
25777	UNC84B	unc-84 homolog B (C. elegans)	Nucleus	other	ENSG00000100242	6.523919279	5.090514187	6.038236972	2.926728603	-0.485682307	-2.163785584	-1.433405092	-3.111508369
2617	GARS	glycyl-tRNA synthetase	Cytoplasm	enzyme	ENSG00000106105	5.992221817	7.548005712	5.999229666	9.106862522	0.007007849	1.55885681	1.555783895	3.107632856
152789	JAKMIP1	janus kinase and microtubule interacting protein 1	Cytoplasm	other	ENSG00000152969	0	0.46706231	0	3.106256545	0	2.639194235	0.46706231	3.106256545
7037	TFRC	transferrin receptor (p90, CD71)	Plasma Membrane	transporter	ENSG00000072274	4.701707377	5.698962628	5.010679841	8.099079761	0.308972464	2.400117133	0.997255251	3.08839992
9138	ARHGEF1	Rho guanine nucleotide exchange factor (GEF) 1	Cytoplasm	other	ENSG00000076928	6.085660394	3.68396897	5.4466101	2.361163907	-0.639050294	-1.322805064	-2.401691424	-3.085446193
23526	HMHA1	histocompatibility (minor) HA-1	unknown	transporter	ENSG00000180448	6.741058693	4.241251625	5.997253435	2.91534065	-0.743805258	-1.325910975	-2.499807068	-3.081912785
2869	GRK5	G protein-coupled receptor kinase 5	Plasma Membrane	kinase	ENSG00000198873	3.854426115	1.196328557	4.416527679	1.335085849	0.562101564	0.138757292	-2.658097559	-3.08144183
100170841	C17ORF96	chromosome 17 open reading frame 96	unknown	other	ENSG00000179294	0	0.352195152	0	3.061279598	0	2.709084447	0.352195152	3.061279598
440712	C1ORF186	chromosome 1 open reading frame 186	unknown	other	ENSG00000196533	0	0	3.057336075	0	3.057336075	0	0	-3.057336075
4069	LYZ	lysozyme (renal amyloidosis)	Extracellular Space	enzyme	ENSG00000090382	2.883818248	2.78227409	3.852767983	0.798469092	0.968949734	-1.983804998	-0.101544158	-3.054298891
