Entrez ID	Gene symbol	Fold change: Sox17_CD48+LSK vs. BM_CD48+LSK	Fold change: BM_HSC vs. BM_CD48+LSK	Fold change: FL_HSC vs. BM_HSC	Gene set enrichment of BM HSC vs. CD48+LSK (p<0.05, fold>2): UP	Gene set enrichment of BM HSC vs. CD48+LSK (p<0.05, fold>2): DOWN	Gene set enrichment of FL HSC vs. BM HSC (p<0.05, fold>2): UP	Gene set enrichment of FL HSC vs. BM HSC (p<0.05, fold>2): DOWN
24046	Scn11a	7.022574381	0.988285652	1.166079917	FALSE	FALSE	FALSE	FALSE
20344	Selp	6.795909623	0.823400749	0.698662042	FALSE	FALSE	FALSE	FALSE
14058	F10	6.77865948	0.891722464	1.424050196	FALSE	FALSE	FALSE	FALSE
23882	Gadd45g	6.772397562	1.292651462	0.989885342	FALSE	FALSE	FALSE	FALSE
16154	Il10ra	6.613130326	0.373712312	1.695839929	FALSE	TRUE	FALSE	FALSE
54366	Ctnnal1	6.575041498	2.622604028	3.410539567	TRUE	FALSE	TRUE	FALSE
352945	BC005685	6.480027789	1.230291345	0.764364846	FALSE	FALSE	FALSE	FALSE
100038733	Gm14005	6.36429187	1.157757685	0.830278167	FALSE	FALSE	FALSE	FALSE
321010	1700006J14Rik	6.318870357	0.612026772	2.283636985	FALSE	FALSE	TRUE	FALSE
20148	Dhrs3	6.295553977	0.321153146	0.898962807	FALSE	TRUE	FALSE	FALSE
229687	Bclp2	6.289738337	2.456038768	7.900806892	FALSE	FALSE	TRUE	FALSE
17387	Mmp14	6.25351211	1.377450046	0.768792766	FALSE	FALSE	FALSE	FALSE
619300	6430553K19Rik	6.124816692	1.23000712	0.771283596	FALSE	FALSE	FALSE	FALSE
75905	4930578C19Rik	6.005703842	1.050687276	1.060932841	FALSE	FALSE	FALSE	FALSE
19124	Procr	5.939466432	3.490257151	1.243436931	TRUE	FALSE	FALSE	FALSE
320007	Sidt1	5.869889452	1.282240308	0.802737389	FALSE	FALSE	FALSE	FALSE
21687	Tek	5.863112206	3.501565319	1.496922987	TRUE	FALSE	FALSE	FALSE
22371	Vwf	5.603519822	1.797510253	1.52555409	FALSE	FALSE	FALSE	FALSE
332175	Zdhhc23	5.594464331	1.03049202	1.161240397	FALSE	FALSE	FALSE	FALSE
320679	Samd12	5.580263831	4.36001571	0.159430549	TRUE	FALSE	FALSE	TRUE
17125	Smad1	5.555820543	1.342882739	0.689521129	FALSE	FALSE	FALSE	FALSE
18828	Plscr2	5.371530955	2.32570267	0.457232545	TRUE	FALSE	FALSE	TRUE
20276	Scnn1a	5.35294687	1.037419937	1.01489701	FALSE	FALSE	FALSE	FALSE
70598	Filip1	5.289018421	1.126879563	0.840119621	FALSE	FALSE	FALSE	FALSE
268977	Ltbp1	5.260986446	0.894611577	1.075991489	FALSE	FALSE	FALSE	FALSE
56711	Plag1	5.153907579	4.913212597	0.978515539	TRUE	FALSE	FALSE	FALSE
20725	Serpinb8	5.125407339	2.677091903	0.400905283	TRUE	FALSE	FALSE	FALSE
216393	D930020B18Rik	5.070050088	1.098092814	2.024641769	FALSE	FALSE	TRUE	FALSE
433070	Vmn2r96	5.049008128	1.030968319	0.862741345	FALSE	FALSE	FALSE	FALSE
80837	Rhoj	5.018768266	1.868222993	0.623732786	FALSE	FALSE	FALSE	FALSE
68481	Mpzl1	4.995630134	2.929524807	1.182084635	TRUE	FALSE	FALSE	FALSE
50934	Slc7a8	4.987557014	1.502119927	0.550189305	FALSE	FALSE	FALSE	FALSE
12029	Bcl6b	4.980647583	1.12609874	1.575343748	FALSE	FALSE	FALSE	FALSE
21846	Tie1	4.965709966	2.296335333	1.15135548	TRUE	FALSE	FALSE	FALSE
66066	Gng11	4.912077535	3.019549521	0.824162085	TRUE	FALSE	FALSE	FALSE
67448	Plxdc2	4.887172407	7.336032346	0.474561401	TRUE	FALSE	FALSE	TRUE
641050	LOC641050	4.86127023	1.238562496	0.642900183	FALSE	FALSE	FALSE	FALSE
18227	Nr4a2	4.812100144	2.142061646	0.665725807	TRUE	FALSE	FALSE	FALSE
70122	Mllt3	4.624615216	3.834397754	1.332682705	TRUE	FALSE	FALSE	FALSE
11484	Aspa	4.612876496	3.305801273	0.152759429	TRUE	FALSE	FALSE	TRUE
20324	Sdpr	4.479486416	1.92964216	0.483861705	FALSE	FALSE	FALSE	TRUE
74030	Rin2	4.456774603	1.630898126	0.916580395	FALSE	FALSE	FALSE	FALSE
230857	Ece1	4.338912021	1.483152213	1.162314108	FALSE	FALSE	FALSE	FALSE
14727	Gp49a	4.326898664	0.47963206	0.557354318	FALSE	TRUE	FALSE	FALSE
17951	Naip5	4.313921727	2.456038768	0.773961299	TRUE	FALSE	FALSE	FALSE
12874	Cpd	4.281154794	1.616268257	1.111879158	FALSE	FALSE	FALSE	FALSE
12494	Cd38	4.274236292	1.511170733	0.905006463	FALSE	FALSE	FALSE	FALSE
50884	Nckap1	4.228072162	3.247508571	0.268439088	TRUE	FALSE	FALSE	TRUE
14728	Lilrb4	4.225142501	0.661738596	0.824352529	FALSE	FALSE	FALSE	FALSE
12772	Ccr2	4.218314518	0.545758021	1.195267338	FALSE	FALSE	FALSE	FALSE
70945	Mmrn1	4.203720259	7.846232032	0.394291177	TRUE	FALSE	FALSE	TRUE
353156	Egfl7	4.189176491	0.798113962	4.502313969	FALSE	FALSE	TRUE	FALSE
100038694	Gm10796	4.150638637	1.572434584	1.387030969	FALSE	FALSE	FALSE	FALSE
229474	Fhdc1	4.12577935	1.408018868	0.739352022	FALSE	FALSE	FALSE	FALSE
235431	Coro2b	4.05490093	1.527670424	1.770307529	FALSE	FALSE	FALSE	FALSE
16431	Itm2a	4.053964157	2.259494429	1.620381292	TRUE	FALSE	FALSE	FALSE
231214	Cc2d2a	4.021313094	3.955883666	0.491296773	TRUE	FALSE	FALSE	TRUE
16456	F11r	3.971452275	2.41607739	0.965936329	TRUE	FALSE	FALSE	FALSE
244237	Tnfrsf26	3.909543066	0.823020345	2.001849247	FALSE	FALSE	FALSE	FALSE
207728	Pde2a	3.892418053	1.236846673	1.694273364	FALSE	FALSE	FALSE	FALSE
18514	Pbx1	3.874472757	2.370185542	0.683493726	TRUE	FALSE	FALSE	FALSE
20361	Sema7a	3.854828474	2.411058518	0.511332395	TRUE	FALSE	FALSE	FALSE
26365	Ceacam1	3.826432632	0.991945892	0.777007269	FALSE	FALSE	FALSE	FALSE
20201	S100a8	3.809671669	1.107520446	0.614009692	FALSE	FALSE	FALSE	FALSE
74136	Sec14l1	3.804394002	1.795849768	0.87216117	FALSE	FALSE	FALSE	FALSE
23947	Mid2	3.792107861	2.376217124	0.396941965	TRUE	FALSE	FALSE	TRUE
102371	Gcom1	3.76678407	0.995849753	1.017479692	FALSE	FALSE	FALSE	FALSE
320560	Dennd5b	3.754619388	1.133931376	0.546515127	FALSE	FALSE	FALSE	FALSE
26364	Cd97	3.73126976	4.180474395	0.736283529	TRUE	FALSE	FALSE	FALSE
319890	9330120H11Rik	3.722658648	0.995159722	1.170939605	FALSE	FALSE	FALSE	FALSE
22113	Phlda2	3.654481339	2.804998501	0.520150133	TRUE	FALSE	FALSE	FALSE
233271	Luzp2	3.649418662	0.97828948	0.981685855	FALSE	FALSE	FALSE	FALSE
14013	Mecom	3.615846248	4.399480976	1.743919363	TRUE	FALSE	FALSE	FALSE
277978	Exoc3l	3.6066681	1.470527061	1.290860708	FALSE	FALSE	FALSE	FALSE
77883	6030498E09Rik	3.602503919	1.216722359	1.851464217	FALSE	FALSE	FALSE	FALSE
210757	Themis	3.60167166	1.005328273	1.094799489	FALSE	FALSE	FALSE	FALSE
192190	Pkhd1l1	3.60167166	3.384634386	0.722298293	TRUE	FALSE	FALSE	FALSE
24004	Rai2	3.590869774	1.206922746	0.470848009	FALSE	FALSE	FALSE	TRUE
100043118	58229	3.526735386	1.94171752	0.805152146	FALSE	FALSE	FALSE	FALSE
93694	Clec2d	3.51128719	1.505246747	0.291722116	FALSE	FALSE	FALSE	TRUE
50766	Crim1	3.505612823	1.16634937	0.97828948	FALSE	FALSE	FALSE	FALSE
269693	Ccdc60	3.499947626	3.123867654	0.817146506	TRUE	FALSE	FALSE	FALSE
319526	F730015K02Rik	3.473363335	2.017170921	1.062159186	TRUE	FALSE	FALSE	FALSE
791276	A930039A15Rik	3.45575275	2.740932247	0.522438576	TRUE	FALSE	FALSE	FALSE
244654	Mtss1l	3.450168128	3.241511445	0.872967591	TRUE	FALSE	FALSE	FALSE
14067	F5	3.444592531	1.498307077	1.795849768	FALSE	FALSE	FALSE	FALSE
72313	Fryl	3.439025945	1.185366617	0.695762422	FALSE	FALSE	FALSE	FALSE
56264	Cpxm1	3.438231453	1.309182903	2.027450465	FALSE	FALSE	TRUE	FALSE
57738	Slc15a2	3.40817638	3.267075964	1.330836494	FALSE	FALSE	FALSE	FALSE
78257	Lrrc9	3.386981249	1.43097652	0.872765916	FALSE	FALSE	FALSE	FALSE
20192	Ryr3	3.37760355	0.981232325	0.907519155	FALSE	FALSE	FALSE	FALSE
225207	Zfp521	3.37214522	1.825130977	0.813379198	FALSE	FALSE	FALSE	FALSE
100049156	BC057193	3.346531668	1.429984986	0.537126324	FALSE	FALSE	FALSE	FALSE
18591	Pdgfb	3.343440245	1.139446615	1.548638056	FALSE	FALSE	FALSE	FALSE
13653	Egr1	3.341895605	3.690969971	0.209593614	TRUE	FALSE	FALSE	TRUE
93888	Pcdhb17	3.329564143	0.666649339	1.448607417	FALSE	FALSE	FALSE	FALSE
67374	Jam2	3.318811446	1.903076206	0.879649076	FALSE	FALSE	FALSE	FALSE
56473	Fads2	3.316511818	1.429654628	1.53900722	FALSE	FALSE	FALSE	FALSE
12514	Cd68	3.308857894	0.788764576	1.723490484	FALSE	FALSE	FALSE	FALSE
22234	Ugcg	3.302747475	1.054822317	0.655954052	FALSE	FALSE	FALSE	FALSE
20708	Serpinb6b	3.29588674	1.382871081	0.991945892	FALSE	FALSE	FALSE	FALSE
70564	5730469M10Rik	3.267830906	2.425586003	1.002081605	TRUE	FALSE	FALSE	FALSE
71481	Alpk1	3.267075964	1.615894863	0.522076575	FALSE	FALSE	FALSE	FALSE
213439	Gpr174	3.26405794	0.868541486	1.313728056	FALSE	FALSE	FALSE	FALSE
93883	Pcdhb12	3.235525393	0.780966913	0.963261894	FALSE	FALSE	FALSE	FALSE
16790	Anpep	3.232536514	1.735478309	2.672148157	FALSE	FALSE	TRUE	FALSE
17948	Naip2	3.228058372	2.20686748	0.596667872	TRUE	FALSE	FALSE	FALSE
258546	Olfr806	3.227312618	0.892546971	1.106753038	FALSE	FALSE	FALSE	FALSE
14085	Fah	3.227312618	1.520978753	0.881683847	FALSE	FALSE	FALSE	FALSE
54139	Irf6	3.190980959	1.644900137	0.735093668	FALSE	FALSE	FALSE	FALSE
18606	Enpp2	3.188033229	0.921251307	0.904588358	FALSE	FALSE	FALSE	FALSE
20621	Snn	3.176269513	1.224619307	1.000924623	FALSE	FALSE	FALSE	FALSE
259088	Olfr639	3.156516589	0.760489377	1.044635763	FALSE	FALSE	FALSE	FALSE
17996	Neb	3.132540872	1.583371732	0.949122802	FALSE	FALSE	FALSE	FALSE
102442	Dennd4a	3.125311521	1.437272219	1.284909426	FALSE	FALSE	FALSE	FALSE
78416	Rnase6	3.115218449	1.336691618	0.925304428	FALSE	FALSE	FALSE	FALSE
54712	Plxnc1	3.073750363	3.394815885	0.535639156	TRUE	FALSE	FALSE	FALSE
19649	Robo3	3.052518418	1.087237157	0.943656257	FALSE	FALSE	FALSE	FALSE
114679	Selm	3.049698595	2.703821666	0.420934209	TRUE	FALSE	FALSE	TRUE
18585	Pde9a	3.039849713	1.573524891	0.765425215	FALSE	FALSE	FALSE	FALSE
11668	Aldh1a1	3.033535091	5.274374458	0.074376981	TRUE	FALSE	FALSE	TRUE
13860	Eps8	3.027933106	1.309485423	0.779704843	FALSE	FALSE	FALSE	FALSE
66864	Clec14a	3.000771224	1.555451416	0.920825697	FALSE	FALSE	FALSE	FALSE
317758	Gimap9	2.980043383	0.851650458	1.66709155	FALSE	FALSE	FALSE	FALSE
17105	Lyz2	2.945814665	1.63542621	1.068065408	FALSE	FALSE	FALSE	FALSE
246316	Lgi2	2.944453724	0.942566732	1.050687276	FALSE	FALSE	FALSE	FALSE
68632	Myct1	2.924790589	2.222217457	0.50662845	TRUE	FALSE	FALSE	FALSE
22068	Trpc6	2.920738777	4.881529784	0.672683604	TRUE	FALSE	FALSE	FALSE
100038735	Gm10384	2.913998228	0.879852341	2.654303485	FALSE	FALSE	TRUE	FALSE
16416	Itgb3	2.913325029	1.41519416	0.63919735	FALSE	FALSE	FALSE	FALSE
214084	Slc18a2	2.911979098	2.8127864	0.561749952	TRUE	FALSE	FALSE	FALSE
319660	Tmem195	2.909289101	0.93281744	0.952637998	FALSE	FALSE	FALSE	FALSE
52815	Ldhd	2.891864589	1.235704112	0.85777232	FALSE	FALSE	FALSE	FALSE
11826	Aqp1	2.870562233	0.956829207	0.65731949	FALSE	FALSE	FALSE	FALSE
226751	Cdc42bpa	2.855348158	2.328390979	0.972205589	TRUE	FALSE	FALSE	FALSE
211914	Asap2	2.834314793	1.110852038	1.025978145	FALSE	FALSE	FALSE	FALSE
12741	Cldn5	2.826467288	1.256722976	0.959264119	FALSE	FALSE	FALSE	FALSE
20527	Slc2a3	2.81929283	1.854032671	0.597081594	FALSE	FALSE	FALSE	FALSE
12837	Col8a1	2.804350484	1.111108729	0.968618189	FALSE	FALSE	FALSE	FALSE
50778	Rgs1	2.799171731	3.142690067	0.02772504	TRUE	FALSE	FALSE	TRUE
67252	Cap2	2.770859067	1.029064445	0.890487131	FALSE	FALSE	FALSE	FALSE
15135	Hbb-y	2.761272623	1.015835408	1.859609885	FALSE	FALSE	FALSE	FALSE
319266	A130010J15Rik	2.754263649	1.212512819	0.79774524	FALSE	FALSE	FALSE	FALSE
103466	Nt5dc3	2.744100526	1.429324346	0.508387337	FALSE	FALSE	FALSE	FALSE
20202	S100a9	2.731449342	1.329299939	0.690318156	FALSE	FALSE	FALSE	FALSE
380755	Gm889	2.715717351	0.693034943	1.294743815	FALSE	FALSE	FALSE	FALSE
22151	Tubb2a	2.69571255	0.803479619	1.578622992	FALSE	FALSE	FALSE	FALSE
613264	1810020O05Rik	2.694467154	1.479387509	0.662197438	FALSE	FALSE	FALSE	FALSE
27083	Xlr4b	2.687627754	0.922103118	0.374663325	FALSE	FALSE	FALSE	TRUE
66859	Slc16a9	2.685145006	1.818816504	1.542210825	FALSE	FALSE	FALSE	FALSE
93887	Pcdhb16	2.68328445	0.767550369	0.930449658	FALSE	FALSE	FALSE	FALSE
56431	Dstn	2.678948165	2.084931522	1.34474566	FALSE	FALSE	FALSE	FALSE
13518	Dst	2.677091903	3.392463594	0.391748593	TRUE	FALSE	FALSE	TRUE
18109	Mycn	2.677091903	1.866928488	1.364778351	FALSE	FALSE	FALSE	FALSE
104082	Wdr7	2.673383237	1.011152081	1.014193781	FALSE	FALSE	FALSE	FALSE
245595	Zfp711	2.657371628	1.193060056	4.481556857	FALSE	FALSE	TRUE	FALSE
94346	Tmem40	2.64634288	2.723257366	0.274650089	TRUE	FALSE	FALSE	TRUE
17872	Ppp1r15a	2.645731515	3.534076657	0.201195043	TRUE	FALSE	FALSE	TRUE
66659	Acp6	2.639015822	1.130269389	1.307067216	FALSE	FALSE	FALSE	FALSE
338367	Myo1d	2.635359903	2.296335333	0.541112322	TRUE	FALSE	FALSE	FALSE
102871	D330045A20Rik	2.62988552	1.173377039	1.161777128	FALSE	FALSE	FALSE	FALSE
27027	Tspan32	2.623816209	1.271913007	1.027876309	FALSE	FALSE	FALSE	FALSE
21366	Slc6a6	2.621392408	0.985094022	0.993092495	FALSE	FALSE	FALSE	FALSE
56149	Grasp	2.617760904	1.068312212	1.072516617	FALSE	FALSE	FALSE	FALSE
243374	Gimap8	2.615947039	2.164449289	1.536165158	TRUE	FALSE	FALSE	FALSE
19645	Rb1	2.600880293	1.090759723	1.041021598	FALSE	FALSE	FALSE	FALSE
14062	F2r	2.581124981	1.359742373	0.706943424	FALSE	FALSE	FALSE	FALSE
14314	Fstl1	2.579932523	1.756860936	1.994462503	FALSE	FALSE	FALSE	FALSE
14645	Glul	2.5751682	1.795020101	0.844205812	FALSE	FALSE	FALSE	FALSE
20887	Sult1a1	2.569818852	2.873880353	0.34611739	TRUE	FALSE	FALSE	TRUE
242466	Zfp462	2.566258795	1.045601658	0.909408252	FALSE	FALSE	FALSE	FALSE
54132	Pdlim1	2.563888164	1.339474082	0.852831915	FALSE	FALSE	FALSE	FALSE
17064	Cd93	2.553837388	0.760840879	0.939305698	FALSE	FALSE	FALSE	FALSE
18035	Nfkbia	2.551478232	1.139183377	0.934327347	FALSE	FALSE	FALSE	FALSE
225115	Svil	2.548532351	1.315246612	1.121425152	FALSE	FALSE	FALSE	FALSE
101540	Prkd2	2.546178095	1.36351761	0.87579594	FALSE	FALSE	FALSE	FALSE
21426	Tcfec	2.535025044	2.498392251	0.487452428	TRUE	FALSE	FALSE	TRUE
57270	Olfr1508	2.525087416	0.902917868	1.08397639	FALSE	FALSE	FALSE	FALSE
72572	Spats2	2.51925996	0.984866443	2.010656547	FALSE	FALSE	TRUE	FALSE
17969	Ncf1	2.516351277	0.323910394	1.377768342	FALSE	TRUE	FALSE	FALSE
71640	4930422I07Rik	2.515188745	2.059080167	1.577529153	FALSE	FALSE	FALSE	FALSE
72891	Xlr4c	2.511704368	0.904379378	0.421518153	FALSE	FALSE	FALSE	TRUE
23880	Fyb	2.509963991	1.043188594	0.737645729	FALSE	FALSE	FALSE	FALSE
18626	Per1	2.50475009	1.573888494	0.873976666	FALSE	FALSE	FALSE	FALSE
15937	Ier3	2.501280175	1.128182137	0.772889104	FALSE	FALSE	FALSE	FALSE
621875	A530040E14Rik	2.49954702	1.050687276	0.480852614	FALSE	FALSE	FALSE	TRUE
223693	Tmem184b	2.489173283	1.124538717	1.336382813	FALSE	FALSE	FALSE	FALSE
58187	Cldn10a	2.486299338	1.555092072	0.680342601	FALSE	FALSE	FALSE	FALSE
269823	Pon3	2.477124992	1.225468443	0.616568604	FALSE	FALSE	FALSE	FALSE
70536	Qpct	2.470266456	1.110338834	0.94104351	FALSE	FALSE	FALSE	FALSE
18803	Plcg1	2.469695769	1.088242442	1.224619307	FALSE	FALSE	FALSE	FALSE
80718	Rab27b	2.464565517	2.230447721	0.599292961	TRUE	FALSE	FALSE	FALSE
93891	Pcdhb20	2.457741754	1.135766817	1.056529707	FALSE	FALSE	FALSE	FALSE
93691	Klf7	2.456038768	0.908778116	0.851453708	FALSE	FALSE	FALSE	FALSE
208431	Shroom4	2.455471368	1.464424011	1.060932841	FALSE	FALSE	FALSE	FALSE
14042	Ext1	2.454904099	0.724805931	1.277213759	FALSE	FALSE	FALSE	FALSE
668880	Stard9	2.451503237	1.21027369	1.110338834	FALSE	FALSE	FALSE	FALSE
21814	Tgfbr3	2.446410776	2.533853884	0.846745312	TRUE	FALSE	FALSE	FALSE
78787	Usp54	2.443586203	2.318727582	0.607799194	TRUE	FALSE	FALSE	FALSE
112407	Egln3	2.436820527	0.33194129	3.40109664	FALSE	TRUE	TRUE	FALSE
240185	9430020K01Rik	2.436257567	0.711203009	1.443929196	FALSE	FALSE	FALSE	FALSE
83964	Jam3	2.430073584	1.381593627	2.624422509	FALSE	FALSE	TRUE	FALSE
234214	Sorbs2	2.42670712	1.166618885	0.850470638	FALSE	FALSE	FALSE	FALSE
16800	Arhgef2	2.426146497	1.603991689	0.617852056	FALSE	FALSE	FALSE	FALSE
15893	Ica1	2.423905297	2.113059415	0.554656568	TRUE	FALSE	FALSE	FALSE
20411	Sorbs1	2.422785474	1.50594248	0.776648298	FALSE	FALSE	FALSE	FALSE
16889	Lipa	2.419988178	0.942131274	1.298338588	FALSE	FALSE	FALSE	FALSE
17480	Mpl	2.417194113	4.23491594	0.7730677	TRUE	FALSE	FALSE	FALSE
18750	Prkca	2.408831256	1.400556321	1.04415315	FALSE	FALSE	FALSE	FALSE
235661	Dync1li1	2.408274762	1.240280699	1.022664789	FALSE	FALSE	FALSE	FALSE
11816	Apoe	2.403827437	2.169456011	1.157222811	TRUE	FALSE	FALSE	FALSE
320981	Enpp6	2.402716889	1.177994933	0.90354394	FALSE	FALSE	FALSE	FALSE
237558	Gm239	2.399942765	1.023373892	1.074004472	FALSE	FALSE	FALSE	FALSE
109019	Obfc2a	2.394404121	1.750378189	0.809629259	FALSE	FALSE	FALSE	FALSE
21807	Tsc22d1	2.393297926	1.522736872	0.737986672	FALSE	FALSE	FALSE	FALSE
68708	Rabl2a	2.392192243	0.984866443	1.380955343	FALSE	FALSE	FALSE	FALSE
14461	Gata2	2.387222988	2.149995043	0.55851451	TRUE	FALSE	FALSE	FALSE
21788	Tfpi	2.383915887	1.563016852	1.009751298	FALSE	FALSE	FALSE	FALSE
107569	Nt5c3	2.37841423	2.4748367	0.552354607	TRUE	FALSE	FALSE	FALSE
13609	S1pr1	2.374570626	1.217566019	0.914465089	FALSE	FALSE	FALSE	FALSE
22035	Tnfsf10	2.373473595	1.549353844	0.362905711	FALSE	FALSE	FALSE	TRUE
16859	Lgals9	2.373473595	0.758734301	1.025741121	FALSE	FALSE	FALSE	FALSE
102103	Mtus1	2.373473595	1.126358954	1.284315809	FALSE	FALSE	FALSE	FALSE
17294	Mest	2.37292527	0.905006463	1.035743428	FALSE	FALSE	FALSE	FALSE
73914	Irak3	2.365808555	2.301647128	0.830278167	TRUE	FALSE	FALSE	FALSE
74782	Glt8d2	2.364715572	0.842062954	0.854015011	FALSE	FALSE	FALSE	FALSE
231931	Gimap6	2.348381288	1.714752073	1.370149515	FALSE	FALSE	FALSE	FALSE
100038690	Gm10732	2.34783876	1.109313137	0.907728861	FALSE	FALSE	FALSE	FALSE
381549	Zfp69	2.346754079	1.218973419	2.400497333	FALSE	FALSE	FALSE	FALSE
71785	Pdgfd	2.345127996	3.914966602	0.480630464	TRUE	FALSE	FALSE	TRUE
329739	Fam102b	2.334855608	0.953739165	1.42899414	FALSE	FALSE	FALSE	FALSE
19224	Ptgs1	2.334316204	3.544707701	0.792051787	TRUE	FALSE	FALSE	FALSE
209645	Bend7	2.326777621	1.548280286	0.699954638	FALSE	FALSE	FALSE	FALSE
20856	Stc2	2.32516538	1.097331938	1.053117686	FALSE	FALSE	FALSE	FALSE
69632	Arhgef12	2.311773413	2.286276671	0.722465199	TRUE	FALSE	FALSE	FALSE
