Gene Symbol	Probeset ID	p-value	Fold-Change
LATS2	223380_s_at	7.52E-10	4.29555
PLSCR4	218901_at	3.48E-05	4.27132
	235352_at	0.000962985	4.24397
NFE2L3	236471_at	0.00194773	4.21158
CCPG1	221156_x_at	1.01E-08	4.199
EVI2B	211742_s_at	0.00130879	4.18851
PPP1R15A	37028_at	2.76E-10	4.17239
MAT2A	200769_s_at	3.68E-05	4.15061
ATL1	223340_at	7.35E-05	4.14646
ATP2C1	209935_at	0.000378042	4.13306
SH3BGR	204979_s_at	4.67E-12	4.0569
TRIM13	229943_at	5.06E-07	4.01776
BEAN	214068_at	2.68E-08	4.00646
HBEGF	203821_at	0.000205478	3.95359
PF4V1	207815_at	2.36E-15	3.94215
TXNIP	201010_s_at	0.00077948	3.93136
PPP1R15A	202014_at	1.32E-09	3.89411
CDC42EP5	227850_x_at	2.69E-05	3.83436
SERPINE2	212190_at	0.000261629	3.82088
	242239_at	3.38E-05	3.76814
FZD6	203987_at	0.000671592	3.76704
TGFB2	228121_at	0.000612167	3.75638
APCDD1	225016_at	0.0001733	3.75351
TMEM154	238063_at	9.78E-05	3.73496
MALAT1	1558678_s_at	0.00190689	3.72791
	222326_at	3.28E-09	3.64992
CEBPB	212501_at	6.37E-07	3.64845
TCP11L1	205796_at	2.24E-09	3.62661
GPR146	228770_at	5.75E-05	3.62498
SESN2	223196_s_at	9.98E-08	3.61898
PCK2	202847_at	2.64E-06	3.60236
DDR2	227561_at	3.66E-05	3.59571
MR1	207565_s_at	0.00124783	3.57894
FBLIM1	225258_at	4.88E-07	3.57068
PRKAB2	225278_at	0.000468529	3.54696
PRKAB2	1558027_s_at	0.000225114	3.54456
SLC22A15	228497_at	0.00167338	3.52928
TSPYL5	213122_at	0.000492674	3.49783
FBLIM1	1555480_a_at	3.74E-06	3.48394
FLI1	210786_s_at	1.48E-06	3.45722
SESN2	223195_s_at	1.18E-08	3.3685
SDC2	212158_at	0.00195976	3.36649
TUBE1	226181_at	0.000838325	3.3633
KLF5	209211_at	2.08E-05	3.35488
PHLDA1	225842_at	3.42E-07	3.34839
CD55	201925_s_at	0.00213647	3.33944
SMAD9	227719_at	7.10E-05	3.30828
CARS	212971_at	8.53E-09	3.29323
	227755_at	5.86E-07	3.29236
CEBPG	204203_at	2.28E-05	3.25137
CTH	206085_s_at	2.99E-05	3.25124
LAPTM5	201721_s_at	0.00196665	3.24973
GABBR2	209990_s_at	1.28E-07	3.24415
	239578_at	0.000480577	3.22205
	239365_at	4.47E-11	3.22128
LGALS8	208933_s_at	0.000185383	3.20487
FAM43A	227410_at	0.000266531	3.20238
DBNDD2 /// SYS1-DBNDD2	218094_s_at	0.000285182	3.18635
AARS	201000_at	0.000193018	3.16055
EPAS1	200878_at	2.30E-07	3.15663
HBEGF	38037_at	2.19E-05	3.14987
WDR51B	226283_at	4.03E-05	3.14169
CALHM2	57715_at	0.00123528	3.13398
CTTNBP2NL	226000_at	0.000154607	3.12709
NAV3	204823_at	0.00156612	3.11146
KRCC1	218303_x_at	8.50E-05	3.0928
	230383_x_at	9.98E-05	3.0883
HERPUD1	217168_s_at	2.45E-06	3.08713
DDR1	207169_x_at	0.000376926	3.08189
ACTG2	202274_at	1.91E-06	3.06674
	242273_at	5.07E-07	3.06184
DDIT4	202887_s_at	0.00137033	3.05833
LOC284561	233737_s_at	2.16E-13	3.05342
BTG1	200920_s_at	7.27E-05	3.0531
LOC440498	232594_at	0.000187673	3.01452
SH2D2A	207351_s_at	0.00081114	3.01389
LARP6	218651_s_at	0.00203619	3.00821
BTG1	200921_s_at	1.51E-06	3.00516
LOC375190	230435_at	0.000169341	2.99679
SLC7A1	212295_s_at	4.38E-05	2.96372
GAS5	224841_x_at	0.000359609	2.93818
TMEM178	229302_at	0.000744784	2.93399
PELI1	218319_at	0.000572455	2.93096
BST1	205715_at	1.27E-06	2.92845
FBLIM1	1554795_a_at	3.10E-07	2.92275
MTHFD2	201761_at	1.11E-05	2.92072
	239863_at	2.99E-09	2.91881
	1556110_at	4.27E-07	2.91813
GAS5	224741_x_at	0.000524153	2.91301
KSR1	235252_at	0.00085212	2.91284
DDR1	208779_x_at	0.000169196	2.90695
CHST7	206756_at	6.81E-05	2.90428
KRCC1	233329_s_at	0.000173319	2.89633
SLC44A1	227620_at	6.41E-05	2.89503
ATRNL1	213744_at	2.23E-06	2.88576
PTPRF	200636_s_at	0.000538054	2.87102
ERO1LB	231944_at	3.50E-08	2.86883
OR2A20P /// OR2A9P	1555890_at	0.00090426	2.85627
C5orf28	219029_at	3.68E-07	2.8562
GLS	203159_at	0.00100243	2.85619
TMEM139	229634_at	1.84E-07	2.8412
HSPA5	230031_at	0.000113577	2.83054
DDR1	210749_x_at	0.000369598	2.82838
JHDM1D	221778_at	1.68E-06	2.82228
EWSR1 /// FLI1	211825_s_at	0.000142401	2.81994
PDE4D	228962_at	2.17E-06	2.80361
FANCF	218689_at	5.41E-05	2.79001
SARS	200802_at	1.26E-09	2.78951
CARS	202402_s_at	5.74E-09	2.7826
LOC100129907	244497_at	0.000222757	2.75568
C15orf54	1562367_at	2.42E-14	2.75219
ATF4	200779_at	7.57E-06	2.74514
ANKRD30B	1562294_x_at	3.82E-06	2.73996
	241726_at	0.000615502	2.73736
	230729_at	0.000168514	2.72867
TMTC3	226604_at	5.68E-06	2.72555
GLT25D2	209883_at	0.000561809	2.71657
MARS	213671_s_at	2.46E-08	2.70612
	240910_at	1.78E-05	2.69966
DDAH1	243711_at	3.77E-12	2.69857
C5orf26	225698_at	0.000245925	2.69807
RHOB	212099_at	0.000521107	2.69458
LOC375196	1556244_s_at	0.000113206	2.69311
	242868_at	0.000576068	2.69007
CCPG1	222156_x_at	0.000260896	2.68207
SYNE1	209447_at	0.000402104	2.67875
	225880_at	1.65E-07	2.67401
EMILIN1	204163_at	0.000337311	2.66856
CSGALNACT1	219049_at	0.00117406	2.66239
	231925_at	8.14E-05	2.66105
LGALS8	208935_s_at	0.00031757	2.656
LRRC8D	218684_at	0.000242994	2.65143
MFSD6	225325_at	0.000338287	2.64957
SLC38A2	222982_x_at	5.34E-07	2.64883
	228466_at	0.00113427	2.64874
HBE1	205919_at	3.89E-07	2.64343
LOC283267	226793_at	5.21E-08	2.63468
RTN2	34408_at	0.00015959	2.63378
	232254_at	1.04E-06	2.63026
POLI	238992_at	6.55E-06	2.629
DCLRE1C	235478_at	3.28E-10	2.62431
THNSL1	219800_s_at	1.52E-05	2.6237
FRZB	244419_at	7.66E-09	2.62358
CCDC26	1553849_at	4.79E-12	2.61719
	229167_at	2.85E-05	2.60567
SLC38A2	218041_x_at	0.000113758	2.60549
SLC38A2	220924_s_at	6.94E-05	2.60462
	228843_at	0.000176532	2.6032
CCPG1	214152_at	1.32E-05	2.59834
SLC30A1	212907_at	4.75E-07	2.5966
TNFRSF12A	218368_s_at	0.000573953	2.58945
PPM1E	236302_at	0.00106408	2.58938
ANKRD11	228356_at	1.89E-08	2.58896
DDR1	1007_s_at	0.000267894	2.58457
LOC440552	238199_x_at	3.50E-05	2.58183
TRIM59	227801_at	0.00230503	2.5818
MARS	201475_x_at	4.33E-10	2.57756
C12orf66	1554067_at	9.24E-05	2.5704
ATP2C1	209934_s_at	0.000963448	2.56766
	1556111_s_at	1.08E-07	2.56215
EDEM3	220926_s_at	0.000415446	2.55327
TTC17	218972_at	0.000297981	2.54716
RGNEF	232994_s_at	0.000116823	2.54156
	241359_at	7.22E-05	2.53537
TOR1B	209593_s_at	5.56E-06	2.53492
CA11	209726_at	0.000407289	2.53122
CLIP2	211031_s_at	0.00179108	2.53083
ADC	1554393_a_at	1.61E-05	2.52546
SIM2	206558_at	0.000425751	2.52294
PBXIP1	214177_s_at	2.23E-05	2.52293
C16orf72	228373_at	0.00019121	2.52244
KLHL24	226158_at	0.00207347	2.52085
CLCN4	214769_at	9.24E-06	2.52052
CHRNA1	206633_at	7.24E-05	2.51762
	228479_at	0.000656911	2.51723
GRM1	207299_s_at	8.87E-07	2.51559
TANK	209451_at	0.00139139	2.51412
DKFZp686L14188	231412_at	5.78E-05	2.51266
RHBDD1	226945_at	4.59E-05	2.51264
LOC151760	1564838_a_at	1.40E-11	2.50727
DUSP14	203367_at	7.59E-06	2.5039
PDE4DIP	213388_at	0.000218804	2.49306
PKIB	231120_x_at	0.000782218	2.48923
GABBR2	217077_s_at	3.25E-11	2.48462
PYROXD1	213878_at	3.68E-07	2.48245
SLCO3A1	227367_at	0.000302007	2.48156
BRWD2	218090_s_at	5.68E-05	2.47781
BTD	204167_at	3.40E-08	2.47463
FBLL1	244071_at	1.29E-05	2.46863
LRP12	219631_at	0.000242227	2.46397
FAM119A	1553743_at	0.00137414	2.46142
	237190_at	7.13E-09	2.46029
DUSP6	208891_at	0.00071194	2.45471
NAP5	239650_at	3.13E-07	2.4474
PLXNA3	203623_at	0.000565343	2.44658
OTUD1	226140_s_at	1.53E-07	2.44
CFH /// CFHR1	215388_s_at	0.000730112	2.4394
CCPG1	221511_x_at	0.000279906	2.4268
SHROOM3	228400_at	0.000646168	2.42157
C11orf63	220141_at	7.28E-09	2.41365
EDEM3	223243_s_at	6.85E-05	2.40484
PTPRO	211600_at	0.00193461	2.40271
EIF4EBP1	221539_at	0.00105757	2.39852
C12orf60	229888_at	0.000406263	2.39462
PYROXD1	219802_at	5.23E-08	2.394
ABL2	226893_at	0.000280211	2.39172
CCPG1	214151_s_at	0.000114901	2.37409
RTN2	204217_s_at	0.00172463	2.37364
RHBDD1	226948_at	0.000377837	2.37001
C16orf72	225183_at	7.89E-05	2.36457
JMY	226352_at	8.76E-05	2.35705
BTD	214116_at	1.06E-05	2.35041
GOT1	208813_at	0.00140381	2.34971
	244025_at	1.27E-05	2.34608
ARHGAP21	224764_at	0.000532706	2.34407
CTTNBP2NL	231822_at	0.000547593	2.34001
KIAA0644	205150_s_at	6.91E-05	2.3396
SLC3A2	200924_s_at	0.0018561	2.33609
ZFP36L1	211962_s_at	0.00113921	2.33169
BACH1	204194_at	0.000639367	2.32369
IFNGR1	202727_s_at	2.62E-05	2.31341
SYNE1	244070_at	4.10E-05	2.30402
PIGM	235532_at	0.00173898	2.30324
GLCE	213552_at	0.000122497	2.29827
PTH2R	206772_at	1.08E-09	2.2914
PIK3CA	235980_at	3.66E-10	2.2912
IRF7	208436_s_at	0.00136267	2.28638
SYNGR3	205691_at	0.000638212	2.28542
RAD51L1	210255_at	0.00128466	2.28457
CBLB	227900_at	0.000212882	2.2833
STK38L	212565_at	0.00152153	2.28283
	241721_at	1.03E-06	2.2827
B3GALT6	1553959_a_at	0.000687414	2.27824
C14orf182	239777_at	0.000216253	2.27356
CARS	240983_s_at	1.04E-06	2.26829
NEIL1	219396_s_at	3.62E-05	2.26706
KRCC1	222585_x_at	0.00142694	2.26517
DAZ1 /// DAZ2 /// DAZ3 /// DAZ4 /// LOC732447	207912_s_at	7.33E-08	2.26209
AHCYL1	200850_s_at	1.05E-06	2.25905
F11R	223000_s_at	0.000402856	2.25782
TMEM106A	1552302_at	8.81E-06	2.25738
TMX3	225302_at	0.000153226	2.25289
RCN1	201063_at	0.00024758	2.25152
YARS	212048_s_at	8.65E-08	2.2515
KCTD13	45653_at	0.00101227	2.24946
	239847_at	0.000122856	2.24796
	225950_at	4.65E-07	2.24709
NFE2L1	200759_x_at	1.24E-05	2.24569
CD97	202910_s_at	0.00200674	2.23831
C1orf103	220235_s_at	0.000143606	2.23822
	226941_at	4.80E-05	2.22876
LRRC8E	220174_at	1.44E-05	2.2229
TMEM216	223305_at	1.48E-06	2.22165
TGFB2	209909_s_at	0.00078259	2.21828
FLJ27352	243309_at	5.82E-06	2.21674
GLIS2	223378_at	0.00121537	2.20945
SEPSECS	227982_at	0.00185112	2.20715
	239437_at	1.35E-08	2.20503
ACVR2A	228416_at	0.00198859	2.2049
C12orf39	229778_at	5.54E-05	2.20286
DST	215016_x_at	0.000864983	2.20273
ATF6	231927_at	4.11E-05	2.19351
	242888_at	1.31E-06	2.19256
ABL2	231907_at	0.000542214	2.19106
HSPA13	202557_at	1.10E-05	2.18978
LOC728730	242313_at	6.69E-05	2.18696
	230321_at	2.09E-09	2.18511
SEC62	1552790_a_at	0.000509096	2.18165
HOXD3	217076_s_at	5.29E-07	2.18134
SLC13A3	230687_at	4.03E-07	2.17855
MYO9B	217297_s_at	0.000358795	2.17799
	1558250_s_at	6.44E-05	2.17775
FRAS1	1560153_at	4.85E-05	2.17648
MGAT2	203102_s_at	0.000150365	2.16727
	237627_at	4.14E-09	2.16409
LRRC8E	239433_at	2.37E-06	2.16313
CHMP1B	218177_at	1.87E-05	2.16163
ANKRD12	212286_at	1.63E-06	2.16024
	235685_at	0.000438534	2.15948
FUT4	209892_at	0.00117293	2.15908
	235381_at	4.63E-05	2.15707
C12orf66	1554068_s_at	6.65E-05	2.15605
ZNF846	1569157_s_at	0.000584363	2.15537
	1559170_at	0.000515955	2.14853
	237400_at	0.00172323	2.14708
PDE4B	215671_at	1.71E-10	2.14316
GABBR2	209991_x_at	2.99E-08	2.1414
GRAMD1C	219313_at	7.53E-06	2.14123
ATP6V1E2	1552286_at	0.000573444	2.13827
PLD1	215724_at	7.49E-12	2.13819
ZNF148	230821_at	1.31E-06	2.13617
NAMPT	243296_at	0.000467602	2.13513
	1557302_at	0.000788458	2.13508
KLF6	1555832_s_at	5.90E-06	2.13337
ADC	228000_at	8.97E-06	2.13325
PLEKHM1	216200_at	2.87E-07	2.13298
TMEM132A	218834_s_at	0.00100412	2.13175
MAFK	226206_at	0.000131373	2.12333
KCTD13	221889_at	0.000261376	2.12097
PTGS2	1554997_a_at	0.00225606	2.11739
DST	212254_s_at	0.00102279	2.11387
ICAM4	207194_s_at	2.29E-06	2.11177
FAM109B	226504_at	3.12E-05	2.11009
DOCK1	241708_at	0.000602608	2.1099
	236261_at	9.29E-06	2.10904
	227117_at	0.000500929	2.10828
SIRT4	220047_at	1.01E-08	2.10799
WWC2	222738_at	8.78E-05	2.10314
C8orf40	225534_at	0.00132429	2.10227
	241991_at	0.000163193	2.10217
GLG1	225918_at	0.00159303	2.10165
	243850_at	0.00139089	2.10098
USP45	238057_at	2.57E-05	2.09865
CARD8	1554479_a_at	0.000876753	2.0981
AHCYL1	200848_at	2.49E-06	2.0959
GTPBP2	221050_s_at	0.00066015	2.09474
MTHFD1L	225520_at	0.000268175	2.09338
SEC62	1552789_at	0.000106485	2.09129
GRLF1	202046_s_at	1.82E-05	2.08975
LOC100130581	1559144_x_at	1.19E-07	2.08549
RBMS2	225776_at	0.000145444	2.08427
C9orf103	227865_at	0.000303801	2.08311
NFE2L1	214179_s_at	5.36E-05	2.08193
AHCYL1	200849_s_at	4.00E-06	2.08156
	231208_at	2.38E-07	2.08074
PSEN1	226577_at	1.28E-08	2.08024
PCTK3	214797_s_at	1.28E-05	2.07996
	230294_at	7.36E-05	2.0791
LOC100133772 /// SLC16A5	206599_at	0.000968035	2.0755
ZNF25	228185_at	0.00015763	2.07423
TPP1	200743_s_at	2.13E-06	2.06804
CATSPER1	1552335_at	8.94E-05	2.06522
ZNF518A	204291_at	0.000117248	2.06221
DNAJC1	222620_s_at	0.00166996	2.06001
TJP1	202011_at	0.00026263	2.05783
EXOSC6	227696_at	0.000397338	2.05588
ARMCX5	1555902_at	0.000881733	2.05572
CLIP1	201975_at	4.66E-05	2.05523
C10orf47	230051_at	0.00177667	2.05105
PIGV	51146_at	2.46E-06	2.05086
CLPB	221845_s_at	0.000380948	2.04936
DAPK1	203139_at	0.000546438	2.04661
APBB2	212970_at	0.00153085	2.04559
NR4A1	202340_x_at	0.00234048	2.04322
	1557487_at	1.05E-05	2.04217
HELQ	228736_at	1.30E-07	2.04017
PBXIP1	212259_s_at	0.00222945	2.04003
	1560982_at	0.000262383	2.03667
KCTD10	226518_at	0.000721869	2.03606
KDELR3	204017_at	0.00116551	2.03167
SHROOM3	225548_at	0.00200435	2.03085
TPP1	200742_s_at	0.00146337	2.02889
NFE2L1	200758_s_at	5.61E-05	2.02402
BTD	214117_s_at	1.25E-05	2.02278
CSRNP2	221260_s_at	1.08E-05	2.02048
GABBR2	211679_x_at	6.57E-08	2.01849
DFNB59	235365_at	0.000951793	2.01807
	235452_at	0.00190156	2.01467
PRPF18	223685_s_at	9.35E-06	2.00744
LOC285550	236321_at	7.06E-05	2.00629
SUV420H1	222566_at	4.17E-06	2.00609
MR1	207566_at	0.000682187	2.00479
ARL8B	222442_s_at	0.000644902	-2.00252
CNPY2	209797_at	0.00136649	-2.00349
ACAA1	214274_s_at	0.000268006	-2.00358
LAP3	217933_s_at	0.000555384	-2.00465
ALG10	1552306_at	0.000453574	-2.00583
HNRNPM	200072_s_at	3.65E-06	-2.00615
FAM162A	220942_x_at	2.05E-05	-2.00739
IPO11	222659_at	2.52E-06	-2.00843
C15orf23	225300_at	0.00122045	-2.01072
HK2	222305_at	0.000162588	-2.01135
NUP160	214963_at	6.20E-06	-2.0133
HNRNPA3	211932_at	0.0001264	-2.01403
MDH1	200978_at	2.80E-07	-2.01412
	1562921_at	0.00025728	-2.01459
SLC30A7	239596_at	2.32E-06	-2.01555
TUBA3D	216323_x_at	6.60E-05	-2.01713
CALM1	209563_x_at	6.16E-08	-2.01917
FAM162A	224345_x_at	3.89E-05	-2.02171
SCLT1	1569495_at	2.50E-09	-2.02191
	236543_at	0.000160436	-2.02248
SIVA1	203489_at	2.44E-05	-2.02305
PCMT1	210156_s_at	1.02E-07	-2.02477
PSMD1	201198_s_at	3.32E-06	-2.02714
RAD18	223417_at	2.56E-08	-2.02891
PRMT1	206445_s_at	0.000326257	-2.03036
CCDC132	1554217_a_at	5.83E-05	-2.03209
HNRNPD	200073_s_at	0.00211745	-2.03262
API5	233078_at	4.00E-07	-2.03365
IL6R	217489_s_at	0.000418596	-2.03471
BAIAP2	209502_s_at	0.000451478	-2.03607
TMEM70	219448_at	0.000453227	-2.03709
HNRNPD	221481_x_at	0.000113774	-2.03739
AURKB	239219_at	0.00130516	-2.03988
NUP153	1559064_at	0.000806261	-2.04001
FARSA	216602_s_at	0.000126626	-2.04054
STIP1	212009_s_at	0.00223312	-2.042
PDHA1	200980_s_at	2.25E-05	-2.04229
PLK4	211088_s_at	0.000475718	-2.04419
EIF2S3	205321_at	0.000908934	-2.04513
HINT1	1555960_at	0.0023502	-2.04547
TARDBP	200020_at	4.16E-07	-2.04672
PKM2	201251_at	0.000843932	-2.04846
RFPL1S	214120_at	1.95E-06	-2.04989
ATAD3A /// ATAD3B /// LOC732419	1552641_s_at	0.000765773	-2.05152
PSMC4	201252_at	9.17E-05	-2.05338
GGCT	215380_s_at	1.02E-08	-2.05662
LOC442075	237005_at	4.97E-05	-2.05742
H2AFY	207168_s_at	1.32E-05	-2.05762
SNRPF	203832_at	8.72E-05	-2.05774
UBA5	222578_s_at	3.36E-06	-2.06073
SNHG12	228990_at	0.000793541	-2.06257
C9orf40	218904_s_at	0.000136093	-2.06341
COMMD4	209132_s_at	0.000222963	-2.06561
	214801_at	0.000116351	-2.06613
SPC24	235572_at	0.0012562	-2.06635
HSD17B10	202282_at	6.90E-06	-2.06848
VARS	201796_s_at	1.03E-05	-2.07195
TFDP1	242939_at	0.00126689	-2.07213
PSMC2	201068_s_at	0.000181727	-2.07541
EXOSC7	212627_s_at	6.04E-09	-2.07577
DUT	209932_s_at	0.000914531	-2.0763
HAUS7 /// TREX2	207891_s_at	0.000783956	-2.07633
C12orf32	225837_at	0.000861058	-2.07641
PRIM2	1554885_a_at	0.00183167	-2.0765
EXOSC9	205061_s_at	5.54E-06	-2.07791
ALG13	219015_s_at	0.000101084	-2.07996
PSMC3	201267_s_at	1.51E-05	-2.08162
G3BP1	201514_s_at	0.002137	-2.08199
SNHG3	215011_at	0.000452041	-2.08272
THOP1	203235_at	1.04E-06	-2.08767
PDCD2	213581_at	0.000189972	-2.08873
G3BP1	242422_at	0.000870994	-2.09039
PSMB6	208827_at	7.63E-05	-2.09288
LOC375295	228564_at	2.54E-05	-2.0929
HELLS	227349_at	0.00105481	-2.09521
DNAL1	223959_at	9.03E-05	-2.09543
PSMA2	201316_at	5.61E-07	-2.096
MSTO1	222584_at	0.00222682	-2.09634
ST6GALNAC1	227725_at	1.05E-05	-2.09698
DYNC1I1	1569843_at	3.63E-07	-2.09944
LOC100129387	227406_at	1.54E-06	-2.10021
PAICS	201013_s_at	0.00216425	-2.10321
TKT	208700_s_at	7.48E-05	-2.10523
RFC5	203210_s_at	0.000770986	-2.10981
FAM162A	223193_x_at	2.06E-05	-2.11144
NCAPH2	205086_s_at	2.40E-05	-2.11208
BCL11A	219497_s_at	1.45E-05	-2.11321
ACOT7	215728_s_at	0.00166006	-2.11574
SNRPD1	202690_s_at	6.44E-06	-2.11619
C12orf48	220060_s_at	0.00130351	-2.11891
GDAP1	226271_at	0.000259447	-2.11997
EIF2S1	201144_s_at	1.18E-05	-2.12078
ENY2	226776_at	0.000359603	-2.12215
PSIP1	209337_at	0.00231259	-2.12302
DUT	208955_at	6.17E-05	-2.12305
DNA2	213647_at	4.63E-05	-2.12546
GDAP1	221279_at	0.000341226	-2.12591
ACOT7	208002_s_at	0.00126996	-2.12642
CAMTA1	227328_at	0.000248209	-2.13181
PSMB4	202243_s_at	0.00161605	-2.13419
PHIP	244811_at	0.00172244	-2.13449
MLH1	202520_s_at	1.34E-05	-2.14385
RBL1	1555004_a_at	0.000421117	-2.14434
ADRM1	201281_at	0.000675033	-2.14442
GMPPB	222710_at	0.000318859	-2.14682
TUBG1	201714_at	4.01E-06	-2.14748
	230450_at	7.57E-06	-2.14795
UNG	202330_s_at	1.43E-05	-2.15115
HAUS1	225297_at	9.07E-06	-2.152
PRPF4B	202126_at	1.03E-05	-2.15368
CLSPN	1553120_at	8.98E-06	-2.15536
FANCM	234733_s_at	3.38E-06	-2.15608
CHEK2	210416_s_at	6.19E-05	-2.15702
CDC2	231534_at	2.74E-05	-2.15713
KLHL18	1557165_s_at	9.88E-05	-2.16003
ILKAP	221548_s_at	1.87E-05	-2.16393
SGOL1	1553690_at	0.000161056	-2.16553
IPO11	234304_s_at	0.000828438	-2.16972
EIF5A	201123_s_at	0.000790218	-2.17206
PSMB3	201400_at	1.85E-06	-2.1755
TKT	208699_x_at	0.000154382	-2.1761
TMEM48	218073_s_at	0.000450669	-2.1783
ZNF33B	215022_x_at	1.51E-06	-2.18082
DTYMK	203270_at	0.00171391	-2.18096
CA5BP	238435_at	2.29E-05	-2.18268
FXC1	217981_s_at	1.03E-05	-2.18362
HNRNPA3 /// HNRNPA3P1	211931_s_at	0.000623714	-2.18461
UTP15	228043_at	4.10E-07	-2.185
ATP6V0E2	213587_s_at	0.000503211	-2.18578
	235286_at	0.00185855	-2.1882
DDX46	228039_at	1.21E-06	-2.18971
POLD2	201115_at	6.96E-06	-2.19027
	228925_at	0.00143616	-2.19381
HMGB1	200679_x_at	0.00168213	-2.19663
SEC22C	224470_at	0.00075743	-2.19936
	240020_at	3.62E-08	-2.20348
HNRNPA3 /// HNRNPA3P1	211933_s_at	0.000138643	-2.20763
	238748_at	5.06E-07	-2.21066
ANP32A	201051_at	7.07E-07	-2.2107
SNAPC3	204001_at	2.94E-07	-2.21147
RYR3	206306_at	3.22E-07	-2.21708
LMNB2	216952_s_at	0.000932855	-2.21728
DNAL1	223958_s_at	0.000109778	-2.21862
CDC25A	204696_s_at	4.21E-06	-2.21863
NFIB	213029_at	0.00153125	-2.22389
SFRS3	202899_s_at	9.96E-06	-2.22608
LSM2	209449_at	0.0017619	-2.22936
VMA21	242474_s_at	0.000402463	-2.23204
RSC1A1	214583_at	6.26E-05	-2.23335
H2AFY	214501_s_at	1.36E-05	-2.23553
ATP5G1	208972_s_at	3.45E-08	-2.23606
CCT2	201946_s_at	0.000113512	-2.23856
C9orf123	224879_at	9.29E-05	-2.24251
CNOT7	1552344_s_at	6.78E-05	-2.24341
	229156_s_at	0.00203317	-2.24444
SAE1	1555618_s_at	0.000248799	-2.24447
NRGN	204081_at	0.000155106	-2.24724
RPP30	203436_at	4.28E-07	-2.24821
MTHFD1	202309_at	2.18E-07	-2.24991
LSM5	202904_s_at	0.00108008	-2.2521
NASP	201969_at	2.21E-06	-2.25885
LSM5	202903_at	0.000460442	-2.25934
PSMA3	201532_at	8.14E-08	-2.26257
PRPS1	208447_s_at	5.77E-06	-2.26366
HNRNPD	209330_s_at	0.000675143	-2.27631
	236648_at	1.44E-05	-2.27713
PSMD6	202753_at	8.29E-06	-2.27835
	1557624_at	7.27E-05	-2.27992
TFDP1	242538_at	0.00218024	-2.28265
HNRNPH1	213470_s_at	0.000642777	-2.28955
SUB1	214512_s_at	6.95E-05	-2.30305
MSRA	219281_at	0.000495185	-2.30746
NONO	208698_s_at	3.94E-06	-2.31072
NONO	210470_x_at	1.45E-06	-2.31308
VPS53	235882_at	4.40E-05	-2.31795
FGFR1OP	1568678_s_at	0.000297011	-2.31881
	243840_at	6.70E-05	-2.32008
KIAA1797	218503_at	0.000379477	-2.321
PRKRIP1	1564166_s_at	2.94E-05	-2.32322
hCG_1776980 /// SDHC	216591_s_at	0.00219596	-2.32592
	242346_x_at	1.65E-06	-2.32797
	1559006_at	6.08E-05	-2.32829
LOC554203	1554447_at	2.52E-06	-2.33037
