FDR	Chr	Start	End	Ensembl Id	Gene Biotype	External gene Id	Strand	Start position	End Position	Relative peak position	Distance to TSR	Shortest distance	BL41 CHiP	Blue1 ChIP	CA46 ChIP
7.11206E-18	chr7	75987503	75987803	ENSG00000170027	protein_coding	YWHAG	-	75956116	75988348	inside	845	545	217	48	85
7.30368E-18	chr2	232328411	232328711	ENSG00000202400	snoRNA	SNORD82	-	232325082	232325151	upstream	-3260	3260	219	51	60
7.30368E-18	chr2	172864769	172865069	ENSG00000115840	protein_coding	SLC25A12	-	172640880	172864766	upstream	-3	3	202	52	76
7.30368E-18	chr7	104653056	104653356	ENSG00000228393	processed_transcript	RP11-325F22.3	-	104590762	104653491	inside	435	135	230	18	38
9.90258E-18	chr17	40985209	40985509	ENSG00000131467	protein_coding	PSME3	+	40985423	40995775	overlapStart	-214	86	194	61	37
1.18903E-17	chr7	45025955	45026255	ENSG00000206942	snoRNA	SNORA9	-	45024977	45025109	upstream	-846	846	246	54	57
1.53312E-17	chr7	45151128	45151428	ENSG00000136270	protein_coding	TBRG4	-	45139699	45151646	inside	518	218	264	45	33
1.61736E-17	chr7	22893803	22894103	ENSG00000228649	processed_transcript	AC_005682.5	+	22895705	22900458	upstream	-1902	1602	241	35	28
1.77946E-17	chr19	5790702	5791002	ENSG00000141994	protein_coding	DUS3L	-	5785151	5791194	inside	492	192	184	75	55
2.23727E-17	chr8	144598650	144598950	ENSG00000014164	protein_coding	ZC3H3	-	144519825	144623620	inside	24970	24670	202	28	12
2.87E-17	chr15	50647527	50647827	ENSG00000104064	protein_coding	GABPB1	-	50569389	50647605	overlapStart	78	78	317	38	34
2.87E-17	chr12	49454523	49454823	ENSG00000167548	protein_coding	MLL2	-	49412762	49449107	upstream	-5416	5416	304	48	30
2.87E-17	chr7	766074	766374	ENSG00000164818	protein_coding	HEATR2	+	766338	829190	overlapStart	-264	36	262	18	20
3.38421E-17	chr11	34127057	34127357	ENSG00000135372	protein_coding	NAT10	+	34127111	34168457	overlapStart	-54	54	149	107	36
4.45399E-17	chr7	30634300	30634600	ENSG00000106105	protein_coding	GARS	+	30634297	30673649	inside	3	3	185	38	18
4.56833E-17	chr22	21983479	21983779	ENSG00000161179	protein_coding	YDJC	-	21982378	21984353	inside	874	574	202	54	52
4.92184E-17	chr9	34049274	34049574	ENSG00000137073	protein_coding	UBAP2	-	33921691	34048947	upstream	-327	327	127	38	20
5.06319E-17	chr6	151187312	151187612	ENSG00000120254	protein_coding	MTHFD1L	+	151186685	151423023	inside	627	627	182	47	25
5.79151E-17	chr10	5855627	5855927	ENSG00000057608	protein_coding	GDI2	-	5807186	5884095	inside	28468	28168	167	31	36
7.25996E-17	chr1	173836785	173837085	ENSG00000200954	snoRNA	SNORD74	-	173836809	173836888	includeFeature	103	24	209	34	51
1.13632E-16	chr2	75061984	75062284	ENSG00000159399	protein_coding	HK2	+	75061108	75120486	inside	876	876	180	49	49
1.21906E-16	chr13	27998686	27998986	ENSG00000122034	protein_coding	GTF3A	+	27998681	28009958	inside	5	5	140	68	60
1.31258E-16	chr6	13615243	13615543	ENSG00000225921	protein_coding	NOL7	+	13615559	13632971	upstream	-316	16	128	45	32
1.62506E-16	chr20	42086713	42087013	ENSG00000124193	protein_coding	SFRS6	+	42086504	42092245	inside	209	209	154	33	31
1.69739E-16	chr5	140998687	140998987	ENSG00000131504	protein_coding	DIAPH1	-	140894583	140998622	upstream	-65	65	140	34	38
1.80233E-16	chr6	34205839	34206139	ENSG00000137309	protein_coding	HMGA1	+	34204577	34214008	inside	1262	1262	232	65	17
1.80233E-16	chr12	69979225	69979525	ENSG00000166226	protein_coding	CCT2	+	69979208	69995357	inside	17	17	135	33	31
2.03165E-16	chr8	10697295	10697595	ENSG00000171056	protein_coding	SOX7	-	10581278	10697386	overlapStart	91	91	170	44	36
2.0904E-16	chr3	131221589	131221889	ENSG00000114686	protein_coding	MRPL3	-	131181068	131221827	overlapStart	238	62	223	31	50
2.42251E-16	chr2	55920792	55921092	ENSG00000138035	protein_coding	PNPT1	-	55861198	55921045	overlapStart	253	47	131	36	39
3.11033E-16	chr5	170815413	170815713	ENSG00000181163	protein_coding	NPM1	+	170814708	170838141	inside	705	705	184	54	50
3.31505E-16	chr18	19192267	19192567	ENSG00000167088	protein_coding	SNRPD1	+	19192260	19210204	inside	7	7	171	51	41
3.51843E-16	chr7	86848974	86849274	ENSG00000135185	protein_coding	C7orf23	-	86825478	86849903	inside	929	629	176	26	60
3.59548E-16	chr7	2143921	2144221	ENSG00000002822	protein_coding	MAD1L1	-	1855383	2272878	inside	128957	128657	214	12	6
3.73624E-16	chr15	68521607	68521907	ENSG00000128973	protein_coding	CLN6	-	68499330	68522080	inside	473	173	199	25	18
3.97129E-16	chr8	144691318	144691618	ENSG00000104524	protein_coding	PYCRL	-	144686083	144691943	inside	625	325	175	20	26
4.09304E-16	chr2	74425576	74425876	ENSG00000065911	protein_coding	MTHFD2	+	74425689	74444692	overlapStart	-113	113	147	29	34
4.10736E-16	chr3	39448213	39448513	ENSG00000168028	protein_coding	RPSA	+	39448180	39454030	inside	33	33	112	21	39
4.32993E-16	chr1	27433089	27433389	ENSG00000090020	protein_coding	SLC9A1	-	27425306	27493472	inside	60383	7783	220	58	35
4.33085E-16	chr14	91884363	91884663	ENSG00000015133	protein_coding	CCDC88C	-	91737669	91884133	upstream	-230	230	183	44	13
4.47778E-16	chr15	68522297	68522597	ENSG00000128973	protein_coding	CLN6	-	68499330	68522080	upstream	-217	217	201	57	32
4.54289E-16	chr1	93297612	93297912	ENSG00000122406	protein_coding	RPL5	+	93297597	93307481	inside	15	15	166	32	57
4.71627E-16	chr19	10216922	10217222	ENSG00000243207	protein_coding	PPAN-P2RY11	+	10217071	10225414	overlapStart	-149	149	195	68	47
5.03816E-16	chr1	165797080	165797380	ENSG00000143179	protein_coding	UCK2	+	165796768	165880855	inside	312	312	155	33	33
5.07836E-16	chr13	31191866	31192166	ENSG00000132952	protein_coding	USPL1	+	31191830	31233686	inside	36	36	153	71	66
5.22061E-16	chr8	146017522	146017822	ENSG00000161016	protein_coding	RPL8	-	146015155	146017805	overlapStart	283	17	246	18	21
5.34117E-16	chr10	103912249	103912549	ENSG00000166197	protein_coding	NOLC1	+	103911933	103923627	inside	316	316	154	37	68
5.3761E-16	chr9	95055898	95056198	ENSG00000196305	protein_coding	IARS	-	94972489	95056038	overlapStart	140	140	205	43	41
5.61521E-16	chr2	70313954	70314254	ENSG00000169564	protein_coding	PCBP1	+	70314585	70316332	upstream	-631	331	139	36	40
6.9528E-16	chr5	158636666	158636966	ENSG00000145860	protein_coding	RNF145	-	158584417	158636561	upstream	-105	105	109	27	42
6.95924E-16	chr17	79829246	79829546	ENSG00000141522	protein_coding	ARHGDIA	-	79825598	79829238	upstream	-8	8	156	36	37
7.02919E-16	chr17	33469167	33469467	ENSG00000073536	protein_coding	NLE1	-	33458366	33469322	overlapStart	155	145	174	48	39
8.20603E-16	chr16	87735345	87735645	ENSG00000205047	protein_coding	AC_010536.1	-	87731749	87739290	inside	3945	3596	192	60	30
8.20603E-16	chr2	96810814	96811114	ENSG00000158050	protein_coding	DUSP2	-	96808905	96811179	inside	365	65	138	46	22
1.07487E-15	chr12	56862179	56862479	ENSG00000176422	protein_coding	SPRYD4	+	56862301	56864763	overlapStart	-122	122	202	49	31
1.07487E-15	chrX	9431108	9431408	ENSG00000101849	protein_coding	TBL1X	+	9431335	9687780	overlapStart	-227	73	139	34	43
1.08385E-15	chr2	242640832	242641132	ENSG00000168395	protein_coding	ING5	+	242641450	242668893	upstream	-618	318	106	40	40
1.08385E-15	chr12	110906940	110907240	ENSG00000204856	protein_coding	C12orf24	+	110906232	110928188	inside	708	708	177	41	38
1.08385E-15	chr3	135915369	135915669	ENSG00000174579	protein_coding	MSL2	-	135867764	135916083	inside	714	414	144	31	36
1.08385E-15	chr7	73588354	73588654	ENSG00000106682	protein_coding	EIF4H	+	73588575	73611431	overlapStart	-221	79	166	18	20
1.14319E-15	chr20	2633356	2633656	ENSG00000221062	miRNA	hsa-mir-1292	+	2633423	2633488	includeFeature	-67	67	167	67	30
1.18399E-15	chr17	75084653	75084953	ENSG00000234912	processed_transcript	C17orf86	+	75084755	75091068	overlapStart	-102	102	182	48	57
1.19023E-15	chr17	33307317	33307617	ENSG00000005156	protein_coding	LIG3	+	33307542	33332083	overlapStart	-225	75	131	26	17
1.24019E-15	chr9	95087572	95087872	ENSG00000188312	protein_coding	CENPP	+	95087766	95382815	overlapStart	-194	106	114	21	25
1.27462E-15	chr13	91999818	92000118	ENSG00000215417	miRNA	MIR17HG (mir-17-92)	+	92000074	92006833	overlapStart	-256	44	128	22	56
1.29266E-15	chr7	99679413	99679713	ENSG00000166526	protein_coding	ZNF3	-	99661656	99680171	inside	758	458	188	20	43
1.29266E-15	chr12	25101858	25102158	ENSG00000060982	protein_coding	BCAT1	-	24964281	25102308	inside	450	150	172	37	21
1.30317E-15	chr1	19578106	19578406	ENSG00000127463	protein_coding	KIAA0090	-	19542158	19578046	upstream	-60	60	135	40	34
1.35017E-15	chr17	17494846	17495146	ENSG00000133027	protein_coding	PEMT	-	17408877	17495022	overlapStart	176	124	78	47	51
1.36582E-15	chr16	69166397	69166697	ENSG00000141076	protein_coding	CIRH1A	+	69166418	69202924	overlapStart	-21	21	154	31	21
1.39919E-15	chr16	23568496	23568796	ENSG00000103356	protein_coding	EARS2	-	23533335	23568696	overlapStart	200	100	133	55	17
1.451E-15	chr2	85766777	85767077	ENSG00000168906	protein_coding	MAT2A	+	85766288	85772403	inside	489	489	162	31	45
1.5011E-15	chr19	10613473	10613773	ENSG00000079999	protein_coding	KEAP1	-	10596796	10614054	inside	581	281	164	42	14
1.58797E-15	chr4	2964920	2965220	ENSG00000087269	protein_coding	NOP14	-	2939660	2965112	overlapStart	192	108	126	38	19
1.64063E-15	chr5	175815436	175815736	ENSG00000146066	protein_coding	HIGD2A	+	175815748	175816772	upstream	-312	12	135	54	33
1.68408E-15	chr6	73332277	73332577	ENSG00000237985	processed_transcript	RP3-474G15.2	-	73325211	73332330	overlapStart	53	53	147	49	23
1.68408E-15	chr2	232478570	232478870	ENSG00000177673	protein_coding	C2orf57	+	232457612	232458992	downstream	20958	19578	126	30	27
1.76229E-15	chr2	68589174	68589474	ENSG00000115956	protein_coding	PLEK	+	68592305	68624585	upstream	-3131	2831	102	42	47
1.76229E-15	chr17	79935321	79935621	ENSG00000169696	protein_coding	ASPSCR1	+	79935426	79975280	overlapStart	-105	105	112	37	15
2.03573E-15	chr10	103893191	103893491	ENSG00000148840	protein_coding	PPRC1	+	103892787	103910088	inside	404	404	137	45	41
2.09502E-15	chr12	64615886	64616186	ENSG00000174206	protein_coding	C12orf66	-	64581359	64616076	overlapStart	190	110	113	34	17
2.21117E-15	chr12	53400705	53401005	ENSG00000063046	protein_coding	EIF4B	+	53400062	53435992	inside	643	643	164	24	30
2.33976E-15	chr7	156742322	156742622	ENSG00000146909	protein_coding	NOM1	+	156742417	156765876	overlapStart	-95	95	140	21	19
2.63407E-15	chr2	73511831	73512131	ENSG00000246432	lincRNA	AC_010913.1	+	73511662	73518113	inside	169	169	131	34	28
2.72619E-15	chr3	52719963	52720263	ENSG00000163939	protein_coding	PBRM1	-	52579368	52719933	upstream	-30	30	142	38	45
3.77827E-15	chr11	63438918	63439218	ENSG00000184743	protein_coding	ATL3	-	63391560	63439187	overlapStart	269	31	129	34	21
4.19183E-15	chr2	216176663	216176963	ENSG00000138363	protein_coding	ATIC	+	216176540	216214487	inside	123	123	135	36	18
4.5916E-15	chr3	12882763	12883063	ENSG00000144713	protein_coding	RPL32	-	12875984	12883087	inside	324	24	105	27	40
4.5916E-15	chr16	68057011	68057311	ENSG00000167264	protein_coding	DUS2L	+	68057183	68113223	overlapStart	-172	128	114	43	17
4.63915E-15	chr17	7475713	7476013	ENSG00000161960	protein_coding	EIF4A1	+	7476024	7482324	upstream	-311	11	95	47	36
5.28259E-15	chr17	75441520	75441820	ENSG00000229070	protein_coding	AC_111170.2	+	75440786	75443249	inside	734	734	150	46	29
5.40662E-15	chr8	6566391	6566691	ENSG00000155189	protein_coding	AGPAT5	+	6565878	6619019	inside	513	513	143	33	38
5.51949E-15	chr17	66287476	66287776	ENSG00000108932	protein_coding	SLC16A6	-	66264338	66287407	upstream	-69	69	186	29	19
5.87021E-15	chr17	34890744	34891044	ENSG00000184886	protein_coding	PIGW	+	34890847	34895150	overlapStart	-103	103	144	33	21
6.08164E-15	chr1	6259454	6259754	ENSG00000158286	protein_coding	RNF207	+	6265535	6281359	upstream	-6081	5781	94	19	33
6.97154E-15	chr1	43148598	43148898	ENSG00000065978	protein_coding	YBX1	+	43148098	43168020	inside	500	500	118	29	21
7.63401E-15	chr7	66385913	66386213	ENSG00000106609	protein_coding	C7orf42	+	66386212	66423538	overlapStart	-299	1	240	43	30
8.75091E-15	chr2	10588783	10589083	ENSG00000115758	protein_coding	ODC1	-	10580094	10588630	upstream	-153	153	104	55	41
8.75091E-15	chr2	74211841	74212141	ENSG00000235499	processed_transcript	AC_073046.25	+	74212259	74213470	upstream	-418	118	109	44	16
9.51256E-15	chr12	58165741	58166041	ENSG00000037897	protein_coding	METTL1	-	58162254	58166335	inside	594	294	166	36	48
9.91235E-15	chr19	47291676	47291976	ENSG00000105281	protein_coding	SLC1A5	-	47278140	47291851	overlapStart	175	125	118	42	20
1.03514E-14	chr16	56965584	56965884	ENSG00000051108	protein_coding	HERPUD1	+	56965748	56977793	overlapStart	-164	136	156	35	20
1.07306E-14	chr1	8938245	8938545	ENSG00000236269	processed_transcript	RP3-477M7.2	-	8935847	8938066	upstream	-179	179	86	24	26
1.08665E-14	chr19	10530526	10530826	ENSG00000065989	protein_coding	PDE4A	+	10527619	10580305	inside	2907	2907	141	63	31
1.17477E-14	chr10	6205669	6205969	ENSG00000201581	misc_RNA	7SK	+	6191586	6191903	downstream	14083	13766	165	32	21
1.17477E-14	chr1	158985254	158985554	ENSG00000163565	protein_coding	IFI16	+	158969758	159024945	inside	15496	15496	152	42	43
1.21243E-14	chr4	164415708	164416008	ENSG00000198498	protein_coding	C4orf43	+	164415594	164441691	inside	114	114	163	32	58
1.21243E-14	chr2	29093010	29093310	ENSG00000171103	protein_coding	TRMT61B	-	29072687	29093167	overlapStart	157	143	117	31	28
1.2171E-14	chr20	304993	305293	ENSG00000177732	protein_coding	SOX12	+	306239	310865	upstream	-1246	946	139	78	29
1.26143E-14	chr16	4322258	4322558	ENSG00000090447	protein_coding	TFAP4	-	4307187	4323001	inside	743	443	100	25	33
1.28746E-14	chr11	9406095	9406395	ENSG00000205339	protein_coding	IPO7	+	9406169	9469673	overlapStart	-74	74	129	41	26
1.39167E-14	chr1	154531327	154531627	ENSG00000160714	protein_coding	UBE2Q1	-	154521053	154531504	overlapStart	177	123	149	31	14
1.39604E-14	chr17	27047008	27047308	ENSG00000238423	snoRNA	SNORD42	+	27047568	27047634	upstream	-560	260	128	35	47
1.55347E-14	chr19	7413544	7413844	ENSG00000228975	protein_coding	AC_119396.1	+	7427666	7443341	upstream	-14122	13822	98	47	9
1.60647E-14	chr3	196669280	196669580	ENSG00000114503	protein_coding	NCBP2	-	196662273	196669468	overlapStart	188	112	203	27	35
1.61362E-14	chr4	110736790	110737090	ENSG00000109534	protein_coding	GAR1	+	110736658	110745893	inside	132	132	104	27	28
1.79502E-14	chr9	135545198	135545498	ENSG00000125484	protein_coding	GTF3C4	+	135545422	135570342	overlapStart	-224	76	124	37	16
1.96804E-14	chr3	185655045	185655345	ENSG00000136527	protein_coding	TRA2B	-	185633694	185655924	inside	879	579	145	25	30
2.0074E-14	chr18	12948338	12948638	ENSG00000085415	protein_coding	SEH1L	+	12947983	12987533	inside	355	355	111	20	23
2.21596E-14	chr17	79670360	79670660	ENSG00000183093	protein_coding	MRPL12	+	79670407	79674546	overlapStart	-47	47	121	22	18
2.27282E-14	chr1	46016369	46016669	ENSG00000117448	protein_coding	AKR1A1	+	46016215	46035721	inside	154	154	94	29	24
2.32311E-14	chr1	53792305	53792605	ENSG00000157193	protein_coding	LRP8	-	53711212	53793821	inside	1516	1216	151	29	29
2.33983E-14	chr20	33680554	33680854	ENSG00000100991	protein_coding	TRPC4AP	-	33590207	33680674	overlapStart	120	120	110	54	23
2.44993E-14	chr10	98480298	98480598	ENSG00000155629	protein_coding	PIK3AP1	-	98353069	98480271	upstream	-27	27	142	36	24
2.4504E-14	chr19	49140903	49141203	ENSG00000232871	processed_transcript	AC_008888.7	+	49141328	49184424	upstream	-425	125	99	45	33
2.45755E-14	chr11	75110575	75110875	ENSG00000149273	protein_coding	RPS3	+	75110562	75116732	inside	13	13	86	33	23
2.46252E-14	chr20	34542367	34542667	ENSG00000171222	protein_coding	SCAND1	-	34541539	34547394	inside	5027	828	130	40	25
2.50915E-14	chr2	29117403	29117703	ENSG00000163811	protein_coding	WDR43	+	29117509	29171088	overlapStart	-106	106	146	25	36
2.6036E-14	chr4	146019349	146019649	ENSG00000164162	protein_coding	ANAPC10	-	145888264	146019693	inside	344	44	155	39	43
2.6036E-14	chr3	167813976	167814276	ENSG00000173905	protein_coding	GOLIM4	-	167726465	167813763	upstream	-213	213	170	28	28
2.6036E-14	chr1	24306379	24306679	ENSG00000188529	protein_coding	SFRS13A	-	24291294	24307417	inside	1038	738	87	29	17
2.60751E-14	chr6	17706170	17706470	ENSG00000124789	protein_coding	NUP153	-	17615269	17706818	inside	648	348	125	46	23
2.60751E-14	chr1	154193015	154193315	ENSG00000143612	protein_coding	C1orf43	-	154179196	154193104	overlapStart	89	89	152	24	15
2.60751E-14	chr11	506591	506891	ENSG00000023191	protein_coding	RNH1	-	494513	507300	inside	709	409	84	49	20
2.60751E-14	chr14	24657893	24658193	ENSG00000196497	protein_coding	IPO4	-	24649425	24658124	overlapStart	231	69	106	23	19
2.86196E-14	chr2	113300029	113300329	ENSG00000125630	protein_coding	POLR1B	+	113299492	113334635	inside	537	537	112	33	40
2.86196E-14	chr12	124086545	124086845	ENSG00000111364	protein_coding	DDX55	+	124086672	124105480	overlapStart	-127	127	138	35	33
3.13107E-14	chr16	3550774	3551074	ENSG00000103351	protein_coding	CLUAP1	+	3550963	3587669	overlapStart	-189	111	123	68	33
3.39409E-14	chr10	102747176	102747476	ENSG00000055950	protein_coding	MRPL43	-	102737578	102747272	overlapStart	96	96	88	25	16
3.47271E-14	chr16	2014586	2014886	ENSG00000140988	protein_coding	RPS2	-	2012062	2014861	overlapStart	275	25	100	39	21
3.64468E-14	chr9	100745216	100745516	ENSG00000136938	protein_coding	ANP32B	+	100745638	100778225	upstream	-422	122	124	23	22
4.03763E-14	chr17	74553734	74554034	ENSG00000204303	protein_coding	AC_015802.1	+	74553851	74556515	overlapStart	-117	117	105	27	17
4.03763E-14	chr22	41418523	41418823	ENSG00000222698	misc_RNA	Y_RNA	+	41441501	41441595	upstream	-22978	22678	118	18	24
4.04353E-14	chr12	117348554	117348854	ENSG00000174989	protein_coding	FBXW8	+	117348761	117468953	overlapStart	-207	93	143	23	24
4.07755E-14	chr17	21183403	21183703	ENSG00000034152	protein_coding	MAP2K3	+	21187984	21218552	upstream	-4581	4281	265	15	16
4.12453E-14	chr17	17109619	17109919	ENSG00000179598	protein_coding	PLD6	-	17104309	17109632	overlapStart	13	13	147	60	12
4.40481E-14	chr11	11642534	11642834	ENSG00000110328	protein_coding	GALNTL4	-	11292421	11643561	inside	1027	727	138	104	11
4.40481E-14	chr9	139622595	139622895	ENSG00000233016	processed_transcript	SNORA43	-	139615818	139622636	overlapStart	41	41	133	27	15
4.48916E-14	chr21	45079256	45079556	ENSG00000160207	protein_coding	HSF2BP	-	44949072	45079374	overlapStart	118	118	96	41	15
4.60898E-14	chr8	145634541	145634841	ENSG00000071894	protein_coding	CPSF1	-	145618446	145634733	overlapStart	192	108	176	17	14
4.60898E-14	chr10	12238098	12238398	ENSG00000165609	protein_coding	NUDT5	-	12207324	12238123	overlapStart	25	25	91	25	26
4.60898E-14	chr6	114292511	114292811	ENSG00000196591	protein_coding	HDAC2	-	114257329	114292354	upstream	-157	157	100	19	32
4.73888E-14	chr13	76123430	76123730	ENSG00000188243	protein_coding	COMMD6	-	76099350	76123575	overlapStart	145	145	104	38	60
5.04722E-14	chr7	75677423	75677723	ENSG00000146701	protein_coding	MDH2	+	75677369	75696826	inside	54	54	118	10	45
5.04722E-14	chr11	809465	809765	ENSG00000177600	protein_coding	RPLP2	+	808836	812875	inside	629	629	101	31	16
5.57767E-14	chr12	113622930	113623230	ENSG00000123064	protein_coding	DDX54	-	113594986	113623284	inside	354	54	80	15	22
5.57767E-14	chr19	50180672	50180972	ENSG00000126457	protein_coding	PRMT1	+	50180496	50191704	inside	176	176	109	31	27
5.58347E-14	chr8	109260658	109260958	ENSG00000104408	protein_coding	EIF3E	-	109213973	109260959	inside	301	1	103	23	35
5.596E-14	chr19	49122418	49122718	ENSG00000063177	protein_coding	RPL18	-	49118591	49122433	overlapStart	15	15	110	36	18
5.61708E-14	chr20	49548175	49548475	ENSG00000101126	protein_coding	ADNP	-	49505585	49547750	upstream	-425	425	134	21	15
5.62928E-14	chr4	57302430	57302730	ENSG00000128050	protein_coding	PAICS	+	57301907	57327534	inside	523	523	59	36	33
6.16738E-14	chr7	6048947	6049247	ENSG00000106305	protein_coding	AIMP2	+	6048876	6063465	inside	71	71	96	19	22
6.20825E-14	chr1	113498836	113499136	ENSG00000226419	processed_transcript	RP11-31F15.1	+	113499037	113544813	overlapStart	-201	99	104	22	25
6.29271E-14	chr6	35436125	35436425	ENSG00000198755	protein_coding	RPL10A	+	35436185	35438562	overlapStart	-60	60	117	49	21
6.29271E-14	chr17	80056308	80056608	ENSG00000169710	protein_coding	FASN	-	80036215	80056106	upstream	-202	202	105	21	22
6.29271E-14	chr10	104404561	104404861	ENSG00000171206	protein_coding	TRIM8	+	104404252	104418164	inside	309	309	135	28	26
6.44895E-14	chr19	36605723	36606023	ENSG00000105254	protein_coding	TBCB	+	36605888	36616847	overlapStart	-165	135	74	38	34
6.46173E-14	chr3	142297395	142297695	ENSG00000175054	protein_coding	ATR	-	142168077	142297668	overlapStart	273	27	104	26	24
6.55192E-14	chr17	7211488	7211788	ENSG00000132507	protein_coding	EIF5A	+	7210318	7215782	inside	1170	1170	92	44	49
6.57552E-14	chr1	18081675	18081975	ENSG00000117148	protein_coding	ACTL8	+	18081808	18153558	overlapStart	-133	133	8	84	87
6.6058E-14	chr2	27440219	27440519	ENSG00000084774	protein_coding	CAD	+	27440258	27466660	overlapStart	-39	39	129	25	13
6.62033E-14	chr5	10250497	10250797	ENSG00000150753	protein_coding	CCT5	+	10250033	10266524	inside	464	464	98	25	19
6.88163E-14	chr1	167683689	167683989	ENSG00000197965	protein_coding	MPZL1	+	167690429	167761156	upstream	-6740	6440	81	21	28
7.09314E-14	chr1	18085667	18085967	ENSG00000117148	protein_coding	ACTL8	+	18081808	18153558	inside	3859	3859	11	94	103
7.09314E-14	chr9	91933145	91933445	ENSG00000187742	protein_coding	SECISBP2	+	91933412	91974561	overlapStart	-267	33	182	27	42
7.28389E-14	chr2	60776567	60776867	ENSG00000119866	protein_coding	BCL11A	-	60678302	60780768	inside	4201	3901	96	23	23
7.64539E-14	chr19	45582270	45582570	ENSG00000142252	protein_coding	GEMIN7	+	45582518	45594782	overlapStart	-248	52	133	43	16
7.64539E-14	chr6	42738826	42739126	ENSG00000236163	processed_transcript	RP11-501I18.2	+	42756998	42759057	upstream	-18172	17872	108	60	13
8.04636E-14	chr2	203130563	203130863	ENSG00000055044	protein_coding	NOP58	+	203130439	203168389	inside	124	124	98	24	33
8.15687E-14	chr19	10811972	10812272	ENSG00000213339	protein_coding	QTRT1	+	10812112	10824040	overlapStart	-140	140	149	42	23
8.27571E-14	chr4	54232082	54232382	ENSG00000184178	protein_coding	SCFD2	-	53739149	54232242	overlapStart	160	140	202	19	25
8.28369E-14	chr2	43454147	43454447	ENSG00000178006	TEC	AC_010883.4	+	43454480	43455994	upstream	-333	33	66	22	20
8.74027E-14	chr9	139981030	139981330	ENSG00000177239	protein_coding	MAN1B1	+	139981400	140003635	upstream	-370	70	103	21	17
8.88941E-14	chr21	45209297	45209597	ENSG00000160214	protein_coding	RRP1	+	45209394	45225174	overlapStart	-97	97	104	50	16
8.95589E-14	chr16	11945196	11945496	ENSG00000171490	protein_coding	RSL1D1	-	11931196	11945442	overlapStart	246	54	113	41	32
8.95589E-14	chr19	41903103	41903403	ENSG00000077348	protein_coding	EXOSC5	-	41892281	41903256	overlapStart	153	147	126	49	22
8.98033E-14	chr5	175963504	175963804	ENSG00000146083	protein_coding	RNF44	-	175953698	175965026	inside	1522	1222	104	36	21
9.19632E-14	chr11	62606875	62607175	ENSG00000133316	protein_coding	WDR74	-	62600384	62607133	overlapStart	258	42	96	33	34
9.63751E-14	chr15	75494999	75495299	ENSG00000167173	protein_coding	C15orf39	+	75491233	75504510	inside	3766	3766	180	33	15
9.82283E-14	chr19	2783406	2783706	ENSG00000104969	protein_coding	SGTA	-	2754712	2783354	upstream	-52	52	100	58	21
9.94984E-14	chr8	55047620	55047920	ENSG00000137547	protein_coding	MRPL15	+	55047781	55061074	overlapStart	-161	139	123	25	19
1.01802E-13	chr2	172289827	172290127	ENSG00000115827	protein_coding	DCAF17	+	172290727	172341562	upstream	-900	600	108	31	43
