ENSEMBL ID	GENESYMBOL	CYTOBAND	FOLD-CHANGE	P-VALUE
ENSG00000176597	B3GNT5	3q28	2.368658149	0.004815453
ENSG00000164197	RNF180	5q12.2	2.779078654	0.004864839
ENSG00000135929	CYP27A1	2q33-qter	2.477199397	0.005053284
ENSG00000182326	C1S	12p13	2.129960486	0.005482921
ENSG00000144724	PTPRG	3p21-p14	2.076835093	0.005561194
ENSG00000127951	FGL2	7q11.23	3.163014128	0.005564996
ENSG00000158104	HPD	12q24-qter	3.143619632	0.005607891
ENSG00000207275	U6	NA	2.782451743	0.005686919
ENSG00000214660		NA	2.067002308	0.005764192
ENSG00000125848	FLRT3	20p11	2.237798289	0.005773928
ENSG00000144730	IL17RD	3p14.3	2.161226085	0.005809972
ENSG00000181784	RNASE4	14q11.1	2.26019409	0.005825553
ENSG00000135931	ARMC9	2q37.1	2.313274814	0.00615007
ENSG00000077942	FBLN1	NA	2.562685906	0.006152607
ENSG00000111058	ACSS3	12q21.31	2.202288285	0.006161235
ENSG00000030304	MUSK	9q31.3-q32	7.516564057	0.006216195
ENSG00000204634	TBC1D8	2q11.2	2.285764333	0.006289234
ENSG00000125845	BMP2	20p12	2.657383908	0.006300075
ENSG00000197635	DPP4	2q24.3	5.663262229	0.006444896
ENSG00000162512	SDC3	1pter-p22.3	2.182754688	0.006450444
ENSG00000204287	HLA-DRA	6p21.3	10.04377702	0.00647987
ENSG00000201523		NA	2.058633012	0.006486744
ENSG00000207563		NA	3.40260575	0.006902071
ENSG00000092068	SLC7A8	14q11.2	6.468629129	0.006902091
ENSG00000124814	NA	NA	2.997673659	0.006951479
ENSG00000005073	HOXA11	7p15-p14	2.000378956	0.00716423
ENSG00000199911	Y_RNA	NA	2.035091038	0.007174597
ENSG00000104313	EYA1	8q13.3	2.337165665	0.007239147
ENSG00000166741	NNMT	11q23.1	2.032586383	0.007397271
ENSG00000132386	SERPINF1	17p13.1	3.816640584	0.007410697
ENSG00000155897	ADCY8	NA	3.268903224	0.007701186
ENSG00000128849	CGNL1	15q21.3	2.181988251	0.007960181
ENSG00000053747	LAMA3	18q11.2	5.237276113	0.008122785
ENSG00000041353	RAB27B	18q21.2	2.724434236	0.008356673
ENSG00000185499	MUC1	1q21	2.243912884	0.008489553
ENSG00000118257	NRP2	2q33.3	4.29975165	0.008564511
ENSG00000134824	FADS2	11q12-q13.1	2.035086336	0.008566741
ENSG00000186261		NA	2.120566903	0.008814401
ENSG00000182240	BACE2	21q22.3	3.343262575	0.008862497
ENSG00000162645	GBP2	1p22.2	3.390120765	0.009250183
ENSG00000196126	HLA-DRB1	6p21.3	6.35189325	0.009297421
ENSG00000133135	RNF128	Xq22.3	2.122194177	0.009534642
ENSG00000132429	POPDC3	6q21	2.134709862	0.009593774
ENSG00000117707	PROX1	1q32.2-q32.3	2.399732062	0.009603888
ENSG00000109062	SLC9A3R1	17q25.1	2.266951197	0.009777226
ENSG00000183570	PCBP3	21q22.3	2.343670901	0.009855448
ENSG00000129152	MYOD1	11p15.4	2.39	0.010137956
ENSG00000135903	PAX3	2q35	2.17	0.01
ENSG00000196226	HIST1H2BB	6p21.3	-5.821576935	1.89E-05
ENSG00000182963	GJC1	17q21.31	-2.024342405	5.60E-05
ENSG00000140105	WARS	14q32.31	-2.071352849	0.00015646
ENSG00000149177	PTPRJ	11p11.2	-2.273996447	0.000183601
ENSG00000139514	SLC7A1	13q12-q14	-2.577948304	0.000184705
ENSG00000176208	ATAD5	17q11.2	-3.699071876	0.000201789
ENSG00000137807	KIF23	15q23	-3.887861071	0.00020918
ENSG00000080839	RBL1	20q11.2	-2.575906094	0.000214282
ENSG00000146263	C6orf167	6q16.1	-3.160983125	0.000236761
ENSG00000139618	BRCA2	13q12.3	-3.216065226	0.000253705
ENSG00000104889	RNASEH2A	19p13.13	-2.294028529	0.000280256
ENSG00000168497	SDR	2q32-q33	-2.839191184	0.000312818
ENSG00000123374	CDK2	12q13	-2.869832761	0.000331167
ENSG00000212371	SNORA46	NA	-2.740729602	0.000360617
ENSG00000154839	C18orf24	18q21.1	-3.716548238	0.000393806
ENSG00000115902	SLC1A4	2p15-p13	-2.408252505	0.000536482
ENSG00000210509		NA	-2.524964901	0.000550182
ENSG00000166845	C18orf54	18q21.2	-2.690964453	0.000556584
ENSG00000123473	STIL	1p32; 1q32	-3.017464225	0.000584582
ENSG00000197299	BLM	15q26.1	-2.792395581	0.00058686
ENSG00000121621	KIF18A	11p14.1	-4.442627969	0.000593912
ENSG00000184825	HIST1H2AH	6p21.33	-3.643739952	0.00059815
ENSG00000094804	CDC6	17q21.3	-4.260117827	0.000607204
ENSG00000138346	DNA2L	10q21.3-q22.1	-2.407273397	0.000610832
ENSG00000186871	ERCC6L	Xq13.1	-3.082120641	0.000651994
ENSG00000138160	KIF11	10q24.1	-4.804434621	0.00065913
ENSG00000146670	CDCA5	11q12.1	-3.211424398	0.000691057
ENSG00000201599	SNORA71	NA	-3.612656284	0.000702167
ENSG00000130816	DNMT1	19p13.2	-2.020305314	0.00070367
ENSG00000199796	U6	NA	-2.34659142	0.000730567
ENSG00000065328	MCM10	10p13	-3.848643392	0.000736172
ENSG00000137259	HIST1H2AB	NA	-3.97911244	0.00074485
ENSG00000184445	KNTC1	12q24.31	-3.150134293	0.000788925
ENSG00000137310	TCF19	6p21.3	-2.854675317	0.000792412
ENSG00000208985		NA	-2.018821468	0.00079973
ENSG00000138092	CENPO	2p23.3	-2.434558217	0.000816642
ENSG00000102384	CENPI	Xq22.1	-3.905669845	0.000828939
ENSG00000214264		NA	-2.069769341	0.000871565
ENSG00000207424	SNORD30	NA	-3.733529163	0.000917157
ENSG00000111247	RAD51AP1	12p13.2-p13.1	-3.246218253	0.000983643
ENSG00000171320	ESCO2	8p21.1	-5.580328297	0.000991342
ENSG00000196526	AFAP	4p16	-2.380563865	0.000994131
ENSG00000197061	HIST1H4C	NA	-2.507732273	0.001003238
ENSG00000156802	ATAD2	8q24.13	-4.252083712	0.00102902
ENSG00000177425	PAWR	12q21	-3.000778157	0.001039963
ENSG00000100297	MCM5	22q13.1	-2.80245913	0.00107889
ENSG00000093009	CDC45L	22q11.21	-2.800782592	0.00108701
ENSG00000101945	SUV39H1	Xp11.23	-2.376189673	0.001120392
ENSG00000181544	FANCB	Xp22.2	-2.9527789	0.001140676
ENSG00000166881	TMEM194A	12q13.3	-2.244903349	0.001190669
ENSG00000145555	MYO10	5p15.1-p14.3	-2.54129995	0.001197121
ENSG00000014138	POLA2	11q13.1	-2.470557557	0.001222654
ENSG00000187790	FANCM	14q21.3	-2.340937905	0.0012506
ENSG00000137812	CASC5	15q14	-4.245526075	0.001303114
ENSG00000104738	MCM4	8q11.2	-2.501927527	0.001306297
ENSG00000134363	FST	5q11.2	-5.396435074	0.001343103
ENSG00000165480	C13orf3	13q12.11	-3.902693055	0.001349463
ENSG00000071539	TRIP13	5p15.33	-4.284133191	0.001364393
ENSG00000012048	BRCA1	17q21	-2.642310484	0.001378138
ENSG00000111445	RFC5	12q24.23	-2.030502307	0.001410241
ENSG00000174442	ZWILCH	15q22.31	-2.914509963	0.001437722
ENSG00000095002	MSH2	2p22-p21	-2.311308764	0.001439545
ENSG00000154127	UBASH3B	11q24.1	-2.908717797	0.001448791
ENSG00000111602	TIMELESS	12q12-q13	-2.200304715	0.001457697
ENSG00000101868	POLA1	Xp22.1-p21.3	-2.169120199	0.001470336
ENSG00000156970	BUB1B	15q15	-4.507143342	0.001471652
ENSG00000115355	CCDC88A	2p16.1	-2.231561139	0.001511271
ENSG00000143153	ATP1B1	1q24	-2.096878593	0.001521736
ENSG00000000460	C1orf112	1q24.2	-2.523710922	0.001526879
ENSG00000120526	NUDCD1	8q23	-2.298660388	0.001533259
ENSG00000125885	MCM8	20p12.3	-3.095909574	0.001538428
ENSG00000161888	SPC24	19p13.2	-2.227682046	0.001571548
ENSG00000119969	HELLS	10q24.2	-3.974068298	0.001627917
ENSG00000145375	SPATA5	4q28.1	-2.162339921	0.00163102
ENSG00000076382	SPAG5	17q11.2	-3.291693481	0.00166086
ENSG00000133119	RFC3	13q12.3-q13	-3.298484518	0.001753703
ENSG00000161800	RACGAP1	12q13.13	-2.77911076	0.001754206
ENSG00000070669	ASNS	7q21.3	-2.496914925	0.001795525
ENSG00000120699	EXOSC8	13q13.1	-2.270043589	0.001805322
ENSG00000169607	CKAP2L	2q13	-3.589103018	0.001843604
ENSG00000145386	CCNA2	4q25-q31	-3.358615555	0.001872586
ENSG00000073111	MCM2	3q21	-2.217032624	0.001873055
ENSG00000164104	HMGB2	4q31	-2.114632069	0.001908349
ENSG00000146918	NCAPG2	7q36.3	-3.12566537	0.001931019
ENSG00000198554	WDHD1	14q22.3	-2.375377268	0.001940689
ENSG00000147536	GINS4	8p11.21	-3.527876359	0.00196047
ENSG00000179750	APOBEC3B	22q13.1-q13.2	-3.293641047	0.001961274
ENSG00000163918	RFC4	3q27	-2.404016281	0.001980111
ENSG00000136261	BZW2	7p21.1	-2.176655867	0.002012131
ENSG00000156136	DCK	4q13.3-q21.1	-2.079110832	0.002052428
ENSG00000188014		4q25	-2.061255486	0.002101088
ENSG00000165490	C11orf82	11q14.1	-3.543160126	0.002189556
ENSG00000115380	EFEMP1	2p16	-3.446988933	0.002199537
ENSG00000138623	SEMA7A	15q22.3-q23	-2.014483516	0.002206411
ENSG00000109805	HCAP-G	4p15.33	-5.19401435	0.002218921
ENSG00000149636	C20orf172	20q11.23	-2.094704397	0.002230843
ENSG00000167325	RRM1	11p15.5	-2.061560309	0.002265623
ENSG00000112118	MCM3	6p12	-2.373336502	0.002324133
ENSG00000087586	AURKA	20q13.2-q13.3	-3.13611834	0.002325302
ENSG00000165304	MELK	9p13.2	-3.211038583	0.00233273
ENSG00000184348	HIST1H2AK	NA	-2.391506977	0.002360451
ENSG00000118655	DCLRE1B	1p13.2	-2.053455002	0.002372546
ENSG00000091651	ORC6L	16q12	-2.303610282	0.002406743
ENSG00000198826	ARHGAP11A	NA	-3.935717491	0.002419168
ENSG00000147862	NFIB	9p24.1	-2.540166974	0.002428903
ENSG00000174371	EXO1	1q42-q43	-3.949116696	0.002501248
ENSG00000034063	UHRF1	NA	-2.341781817	0.002512119
ENSG00000100479	POLE2	14q21-q22	-2.972575253	0.002551838
ENSG00000154920	EME1	17q21.33	-2.036469207	0.002568351
ENSG00000104356	POP1	8q22.1	-2.549256722	0.002595114
ENSG00000148773	MKI67	10q25-qter	-3.667439924	0.002619138
ENSG00000183023	SLC8A1	2p23-p22	-2.558331708	0.002655257
ENSG00000092853	CLSPN	1p34.2	-3.527933418	0.002657463
ENSG00000075213	SEMA3A	7p12.1	-3.750024445	0.002692077
ENSG00000011426	ANLN	7p15-p14	-4.677485993	0.002734159
ENSG00000143476	DTL	1q32.1-q32.2	-5.174573653	0.002838846
ENSG00000112742	TTK	6q13-q21	-4.570504222	0.002851447
ENSG00000115159	GPD2	2q24.1	-2.059893858	0.002870112
ENSG00000051825	MPHOSPH9	12q24.31	-2.055876117	0.002941448
ENSG00000170312	CDC2	10q21.1	-3.617392139	0.002961656
ENSG00000155561	NUP205	7q33	-2.142403169	0.002975537
ENSG00000138658	C4orf21	4q25	-2.089556352	0.003025595
ENSG00000206735	NA	NA	-3.542488902	0.00307857
ENSG00000138180	CEP55	10q23.33	-3.760740256	0.003103728
ENSG00000144554	FANCD2	3p26	-2.858443947	0.003253939
ENSG00000196584	XRCC2	7q36.1	-2.597457241	0.003309652
ENSG00000118193	KIF14	1q32.1	-4.408638958	0.003318519
ENSG00000139734	DIAPH3	NA	-3.922336562	0.003338504
ENSG00000106366	SERPINE1	7q21.3-q22	-2.287634656	0.003342764
ENSG00000142731	PLK4	4q28	-3.40629488	0.00334973
ENSG00000072501	SMC1A	Xp11.22-p11.21	-2.067995911	0.003355428
ENSG00000165891	E2F7	12q21.2	-2.281648678	0.003379803
ENSG00000118513	MYB	6q22-q23	-2.536759354	0.003505369
ENSG00000181201		NA	-2.191653915	0.003508892
ENSG00000168496	FEN1	11q12	-2.28123225	0.003516137
ENSG00000065911	MTHFD2	2p13.1	-2.930594447	0.00353167
ENSG00000184661	CDCA2	8p21.2	-4.456959959	0.003582503
ENSG00000123485	HJURP	2q37.1	-2.314803932	0.003610341
ENSG00000151849	CENPJ	13q12.12	-2.170278218	0.003622885
ENSG00000203813	HIST1H3H	NA	-2.492557294	0.003697494
ENSG00000135069	PSAT1	9q21.2	-3.248439118	0.0036988
ENSG00000085840	ORC1L	1p32	-2.522218625	0.003806791
ENSG00000198366	HIST1H3A	NA	-2.280794818	0.003840481
ENSG00000198056	PRIM1	12q13	-2.05855691	0.003848921
ENSG00000198558	HIST1H4L	NA	-2.231550827	0.003849872
ENSG00000131737	KRT34	17q12-q21	-2.990347889	0.003869013
ENSG00000112029	FBXO5	6q25.2	-2.495438473	0.003961195
ENSG00000104626	THEX1	8p23.1	-2.577519484	0.003995852
ENSG00000140525	FANCI	15q26.1	-3.095215803	0.00400068
ENSG00000112175	BMP5	6p12.1	-2.18475777	0.00400367
ENSG00000051180	RAD51	15q15.1	-2.341960376	0.004005467
ENSG00000158169	FANCC	9q22.3	-2.124769977	0.004087935
ENSG00000075218	GTSE1	22q13.2-q13.3	-2.419155209	0.004116549
ENSG00000134690	CDCA8	1p34.3	-2.632280683	0.004172815
ENSG00000051341	POLQ	3q13.33	-2.723162987	0.004232866
ENSG00000120802	TMPO	12q22	-2.904245343	0.0043141
ENSG00000172167	MTBP	8q24.12	-2.90714561	0.004315
ENSG00000138182	KIF20B	10q23.31	-3.779590673	0.004319886
ENSG00000164045	CDC25A	3p21	-2.294744186	0.004332647
ENSG00000066279	ASPM	1q31	-3.769004019	0.004341639
ENSG00000121152	NCAPH	2q11.2	-3.154825043	0.004460438
ENSG00000119139	TJP2	9q13-q21	-2.201342052	0.004504465
ENSG00000090889	KIF4A	NA	-3.424341694	0.004519322
ENSG00000171241	SHCBP1	16q11.2	-4.403772681	0.004654019
ENSG00000163507	KIAA1524	3q13.13	-3.128895191	0.004656155
ENSG00000013810	TACC3	4p16.3	-2.441458632	0.004663694
ENSG00000163535	SGOL2	2q33.1	-2.917865399	0.004704806
ENSG00000100749	VRK1	14q32	-2.247373638	0.004713495
ENSG00000171488	LRRC8C	1p22.2	-3.047592479	0.004737532
ENSG00000142945	KIF2C	1p34.1	-3.330995335	0.004779512
ENSG00000187741	FANCA	16q24.3	-2.066634605	0.004872924
ENSG00000129810	SGOL1	3p24.3	-3.303777816	0.004908319
ENSG00000136928	GABBR2	9q22.1-q22.3	-2.714017456	0.00499072
ENSG00000113569	NUP155	5p13.1	-2.180708095	0.005272796
ENSG00000163110	PDLIM5	4q22	-2.17887485	0.005401467
ENSG00000166851	PLK1	16p12.1	-4.119968575	0.005483426
ENSG00000076003	MCM6	2q21	-2.080451515	0.005549244
ENSG00000201980	SNORA62	NA	-2.002200797	0.005582859
ENSG00000138778	CENPE	4q24-q25	-3.553424385	0.005614487
ENSG00000131747	TOP2A	NA	-4.250590666	0.005703852
ENSG00000135048	TMEM2	9q13-q21	-2.498201766	0.005778017
ENSG00000135269	TES	7q31.2	-3.029101665	0.005860419
ENSG00000117724	CENPF	1q32-q41	-3.158895036	0.005872893
ENSG00000100234	TIMP3	22q12.1-q13.2; 22q12.3	-2.723188155	0.005885934
ENSG00000205130	NA	NA	-2.044139045	0.005923059
ENSG00000172244	C5orf34	5p12	-2.184651768	0.005979636
ENSG00000183856	IQGAP3	1q22-q23.1	-2.14691241	0.006088632
ENSG00000158402	CDC25C	5q31	-2.830891914	0.006144895
ENSG00000113368	LMNB1	5q23.3-q31.1	-2.932064147	0.006155781
ENSG00000171848	RRM2	2p25-p24	-3.524071837	0.006229775
ENSG00000208457		NA	-2.007843281	0.006294446
ENSG00000101003	GINS1	20p11.21	-3.280342983	0.006311353
ENSG00000166508	MCM7	7q21.3-q22.1	-2.220287757	0.006444922
ENSG00000180611	C3orf59	3q29	-2.406511526	0.006483089
ENSG00000114346	ECT2	3q26.1-q26.2	-2.533280214	0.006514196
ENSG00000179958	DCTPP1	16p11.2	-2.085109766	0.006546879
ENSG00000137831	UACA	15q22-q24	-2.007203187	0.006548766
ENSG00000169679	BUB1	2q14	-3.683992182	0.006594767
ENSG00000185480	C12orf48	12q23.2	-2.229695447	0.006668224
ENSG00000196581	AJAP1	1p36.32	-4.538042122	0.00670093
ENSG00000197046	SIGLEC15	18q12.3	-2.49514444	0.006719001
ENSG00000112312	GMNN	6p22.2	-2.275510116	0.006726791
ENSG00000113810	SMC4	3q26.1	-2.871895657	0.006756876
ENSG00000077152	UBE2T	1q32.1	-2.297885108	0.006814415
ENSG00000118777	ABCG2	4q22	-2.844785745	0.006831103
ENSG00000162063	CCNF	16p13.3	-2.19665251	0.006977436
ENSG00000168078	PBK	8p21.2	-4.644983054	0.006990752
ENSG00000143493	INTS7	1p36.13-q42.3	-2.10662959	0.006990981
ENSG00000120992	LYPLA1	8q11.23	-2.351307677	0.006999668
ENSG00000131153	GINS2	16q24.1	-2.38276499	0.00707529
ENSG00000178999	AURKB	17p13.1	-2.131452148	0.00708183
ENSG00000117399	CDC20	1p34.1	-3.744820757	0.007180115
ENSG00000138675	FGF5	4q21	-2.742262478	0.007296358
ENSG00000143228	NUF2	1q23.3	-4.044271916	0.007359302
ENSG00000131470	PSMC3IP	17q12-q21	-2.366820014	0.007472338
ENSG00000203760	C6orf173	6q22.32	-2.291946445	0.007640635
ENSG00000072571	HMMR	5q33.2-qter	-3.925591357	0.007641044
ENSG00000151725	MLF1IP	4q35.1	-2.729172025	0.007656118
ENSG00000204197	KIFC1	6p21.3	-2.149900661	0.007783173
ENSG00000156876	SASS6	1p21.2	-2.061722265	0.007812871
ENSG00000126787	DLGAP5	14q22.3	-3.842628042	0.007838567
ENSG00000206874	SNORD26	NA	-2.472070693	0.007904972
ENSG00000088325	TPX2	20q11.2	-3.584892854	0.007936134
ENSG00000135905	DOCK10	2q36.2	-2.695033738	0.008097496
ENSG00000212456	U1	NA	-2.193482708	0.008202086
ENSG00000198901	PRC1	15q26.1	-3.28892627	0.008521379
ENSG00000157168	NRG1	8p12	-2.835736208	0.008522371
ENSG00000184226	PCDH9	13q14.3-q21.1	-2.230854879	0.00856197
ENSG00000211384		NA	-2.100131987	0.008600999
ENSG00000097046	CDC7	1p22	-2.117506894	0.008616024
ENSG00000040275	CCDC99	5q35.1	-2.288824216	0.008655958
ENSG00000178458	HIST1H3G	NA	-4.874778498	0.00870093
ENSG00000208822		NA	-2.02791896	0.008850217
ENSG00000115232	ITGA4	2q31.3	-2.684189759	0.009041633
ENSG00000111206	FOXM1	12p13	-2.658882456	0.009085062
ENSG00000068489	PRR11	17q22	-2.668896453	0.009102936
ENSG00000024526	DEPDC1	1p31.2	-3.99912211	0.00913086
ENSG00000080986	KNTC2	18p11.32	-3.122258529	0.009346826
ENSG00000200142		NA	-2.122561958	0.009566749
