Probe Set ID	Gene Symbol	Gene Title	Chromosome	q-value(%)	Fold Change
1420852_a_at	B3gnt2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	chr11	0.16614284	-1.69
1419706_a_at	Akap12	A kinase (PRKA) anchor protein (gravin) 12	chr10	0.241383603	-1.82
1437561_at	Trat1	T cell receptor associated transmembrane adaptor 1	chr16	0.222712452	-2.27
1423951_at	Tm2d3	TM2 domain containing 3	chr7	0.161452135	-1.56
1426299_at	Snx20	sorting nexin 20	chr8	0.179505121	-1.27
1451492_at	Sla2	Src-like-adaptor 2	chr2	0.189037014	-1.68
1438547_x_at	Tor2a	torsin family 2, member A	chr2	0.185230039	-1.47
1421604_a_at	Klf3 /// LOC100046855	Kruppel-like factor 3 (basic) /// similar to BKLF	chr5	0.271360823	-1.7
1435529_at	OTTMUSG00000016644	predicted gene, OTTMUSG00000016644	chr19	0.215747796	-2.17
1425483_at	Tox	thymocyte selection-associated high mobility group box	chr4	0.179598752	-1.85
1449835_at	Pdcd1	programmed cell death 1	chr1	0.380927684	-2.47
1436336_at	Ptrh1	peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)	chr2	0.293657285	-2.41
1426001_at	Eomes	eomesodermin homolog (Xenopus laevis)	chr9	0.470122822	-3.26
1416066_at	Cd9	CD9 antigen	chr6	0.19142885	-1.7
1452847_at	Gatsl3	GATS protein-like 3	chr11	0.252579271	1.01
1416796_at	LOC100044475 /// Nck2	similar to SH2/SH3 adaptor protein /// non-catalytic region of tyrosine kinase adaptor protein 2	chr1	0.222083439	1.59
1456567_x_at	Grn	granulin	chr11	0.192526531	1.6
1455556_at	Notch2	Notch gene homolog 2 (Drosophila)	chr3	0.211166667	1.61
1421923_at	Sh3bp5	SH3-domain binding protein 5 (BTK-associated)	chr14	0.289422524	1.71
1448289_at	Crmp1	collapsin response mediator protein 1	chr5	0.290920727	1.84
1456836_at	Itk	IL2-inducible T-cell kinase	chr11	0.320060145	1.46
1434548_at	Serinc3	serine incorporator 3	chr2	0.213120826	1.37
1418154_at	N4bp1	NEDD4 binding protein 1	chr8	0.249310348	1.35
1436419_a_at	1700097N02Rik	RIKEN cDNA 1700097N02 gene	chr17	0.306830852	1.72
1417977_at	Eif4e3	eukaryotic translation initiation factor 4E member 3	chr6	0.344937497	2.04
1454896_at	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	chr5	0.231204184	2.14
1448957_at	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	chr5///6	0.203434134	1.54
1425570_at	Slamf1	signaling lymphocytic activation molecule family member 1	chr1	0.12981009	1.75
1428861_at	Filip1l	filamin A interacting protein 1-like	chr16	0.210210752	1.96
1433735_a_at	Tmem64	transmembrane protein 64	chr4	0.265371549	1.99
1434678_at	Mbnl3	muscleblind-like 3 (Drosophila)	chrX	0.353783124	1.9
1420895_at	Tgfbr1	transforming growth factor, beta receptor I	chr4	0.345937428	1.74
1420011_s_at	Xbp1	X-box binding protein 1	chr11	0.240413148	1.46
1455692_x_at	1700097N02Rik	RIKEN cDNA 1700097N02 gene	chr17	0.245517101	1.61
1456604_a_at	Pcmt1	protein-L-isoaspartate (D-aspartate) O-methyltransferase 1	chr10	0.169206928	1.31
1433885_at	Iqgap2	IQ motif containing GTPase activating protein 2	chr13	0.192933739	1.49
1445452_at	Traf1	TNF receptor-associated factor 1 (Traf1), mRNA	chr2	0.274877196	1.7
1436570_at	---	---	chr3	0.239765904	1.76
1422445_at	Itga6	integrin alpha 6	chr2	0.341457431	1.9
1450355_a_at	Capg	capping protein (actin filament), gelsolin-like	chr6	0.226268226	2.4
1422836_at	Mbnl3	muscleblind-like 3 (Drosophila)	chrX	0.466230546	2.35
1448724_at	Cish	cytokine inducible SH2-containing protein	chr9	0.291509273	3.69
1451413_at	Cast	calpastatin	chr13	0.136105831	1.22
1452151_at	Gramd4	GRAM domain containing 4	chr15	0.186682394	1.31
1419835_s_at	Plec1	plectin 1	chr15	0.260826777	1.71
1422812_at	Cxcr6	chemokine (C-X-C motif) receptor 6	chr9	0.302951231	2.72
1424015_at	Dennd5a	DENN/MADD domain containing 5A	chr7	0.298400174	2.51
1423754_at	Ifitm3	interferon induced transmembrane protein 3	chr7	0.622653768	6.39
1421840_at	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	chr4	0.582520791	3.05
1417460_at	Ifitm2	interferon induced transmembrane protein 2	chr7	0.665038096	5.6
1426516_a_at	Lpin1	lipin 1	chr12	0.318219218	-2.3
1424245_at	Ces2 /// ENSMUSG00000031884	carboxylesterase 2 /// predicted gene, ENSMUSG00000031884	chr8	0.301137503	-2
1458407_s_at	---	---	chr17	0.320591302	-2.21
1437679_a_at	Glrx2	glutaredoxin 2 (thioltransferase)	chr1	0.14284962	-1.33
1434150_a_at	Higd1c /// Mettl7a1 /// Mettl7a2	HIG1 domain family, member 1C /// methyltransferase like 7A1 /// methyltransferase like 7A2	chr15	0.195500701	-1.45
1437014_x_at	EG637273 /// Prdx1	predicted gene, EG637273 /// peroxiredoxin 1	chr4	0.136046724	-1.28
1428660_s_at	LOC100047963 /// Tor3a	similar to ADIR1 /// torsin family 3, member A	chr1	0.247177032	-1.72
1428357_at	2610019F03Rik	RIKEN cDNA 2610019F03 gene	chr8	0.168203982	-1.43
1418288_at	Lpin1	lipin 1	chr12	0.380986186	-2.19
1420396_at	Cd160	CD160 antigen	chr3	0.339605794	-2.6
1448950_at	Il1r1	interleukin 1 receptor, type I	chr1	0.224901593	-2.81
1423909_at	Tmem176a	transmembrane protein 176A	chr6	0.425499658	-3.98
1422003_at	Cxcr5	chemochine (C-X-C motif) receptor 5	chr9	0.540394388	-3.64
1424727_at	Ccr5	chemokine (C-C motif) receptor 5	chr9	0.638601169	-4.38
1430990_s_at	Mrpl44	mitochondrial ribosomal protein L44	chr1	0.170617615	-1.54
1420066_s_at	Cd160	CD160 antigen	chr3	0.35365914	-2.37
1449471_at	Kcnmb4 /// LOC100047870	potassium large conductance calcium-activated channel, subfamily M, beta member 4 /// similar to calcium activated potassium channel beta 4 subunit	chr10	0.205165503	-1.64
1419829_a_at	---	---	chr7	0.242643605	-2.44
1421578_at	Ccl4	chemokine (C-C motif) ligand 4	chr11	0.572274383	-7.67
1425603_at	Tmem176a	transmembrane protein 176A	chr6	0.497347042	-1.9
1418497_at	Fgf13	fibroblast growth factor 13	chrX	0.485822705	-2.59
1422259_a_at	Ccr5	chemokine (C-C motif) receptor 5	chr9	0.590866357	-3.69
1450566_at	Il3	interleukin 3	chr11	0.186864585	2.31
1447803_x_at	Capg	capping protein (actin filament), gelsolin-like	chr6	0.160581676	2.6
1418582_at	Cbfa2t3	core-binding factor, runt domain, alpha subunit 2, translocated to, 3 (human)	chr8	0.140779738	1.34
1454884_at	Zbtb46	zinc finger and BTB domain containing 46	chr2	0.179974029	1.52
1419298_at	Pon3	paraoxonase 3	chr6	0.20811354	1.77
1444279_at	Huwe1	HECT, UBA and WWE domain containing 1	chrX	0.239491827	2.27
1416842_at	Gstm5	glutathione S-transferase, mu 5	chr3	0.198633418	1.81
1438466_at	Dnahc7b	dynein, axonemal, heavy chain 7B	chr1	0.214475446	1.95
1428799_at	Lca5	Leber congenital amaurosis 5 (human)	chr9	0.175731186	1.47
1429216_at	Paqr3	progestin and adipoQ receptor family member III	chr5	0.169836545	1.55
1438539_at	---	---	chr10	0.168044882	1.35
1458924_at	D430013B06Rik	RIKEN cDNA D430013B06 gene	---	0.164213051	1.66
1424471_at	Rapgef3	Rap guanine nucleotide exchange factor (GEF) 3	chr15	0.128831725	2.21
1445385_at	---	---	---	0.126473662	1.5
1420455_at	Gcm2	glial cells missing homolog 2 (Drosophila)	chr13	0.272290181	1.48
1433266_at	2810416A17Rik	RIKEN cDNA 2810416A17 gene	chr14	0.189625792	1.52
1434070_at	Jag1	jagged 1	chr2	0.233903804	2.04
1441231_at	100042016	PREDICTED: Mus musculus hypothetical protein LOC100042016 (LOC100042016), mRNA	chr11	0.323382604	1.82
1441972_at	6230424C14Rik	RIKEN cDNA 6230424C14 gene	chr13	0.216855957	3.44
1428939_s_at	Gnaq	guanine nucleotide binding protein, alpha q polypeptide	chr19	0.352680178	2.34
1449984_at	Cxcl2	chemokine (C-X-C motif) ligand 2	chr5	0.547683921	3.9
1453137_at	Fbxo30	F-box protein 30	chr10	0.17438939	1.3
1438126_at	Exoc5	exocyst complex component 5	---	0.15674553	1.71
1459733_at	---	---	chr1	0.273373384	1.81
1446085_at	---	---	chr10	0.243043717	2.52
1420159_at	Myo1e	myosin IE	chr9	0.206007028	2.04
1443074_at	---	---	chr17	0.249064028	2.06
1459794_at	---	---	chr2	0.217082367	1.62
1445414_at	---	---	chr19	0.288161705	1.9
1439643_at	---	---	chr2	0.315427617	1.13
1437247_at	Fosl2 /// LOC634417	fos-like antigen 2 /// similar to fos-like antigen 2	chr5	0.324988763	2.13
1447116_at	---	---	chr2///5	0.351907273	1.96
1448804_at	Cyp11a1	cytochrome P450, family 11, subfamily a, polypeptide 1	chr9	0.405403215	5.19
1455521_at	Klf12	Kruppel-like factor 12	chr14	0.374012685	2.22
1424800_at	Enah	enabled homolog (Drosophila)	chr1	0.329323937	5.26
1437917_at	D530037H12Rik	RIKEN cDNA D530037H12 gene	chr1	0.356470604	2.03
1420715_a_at	Pparg	peroxisome proliferator activated receptor gamma	chr6	0.396515894	5.52
1454959_s_at	Gnai1	guanine nucleotide binding protein (G protein), alpha inhibiting 1	chr5	0.587908515	1.91
1450392_at	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1	chr4	0.591721209	2.84
1455091_at	3222402P14Rik	RIKEN cDNA 3222402P14 gene	chr9	0.608589093	1.13
1441460_at	---	---	---	0.206505661	1.13
1455642_a_at	Tspan17	tetraspanin 17	chr13	0.183995837	1.98
1441262_at	---	---	chr19	0.170347827	1.81
1453586_at	Entpd1	ectonucleoside triphosphate diphosphohydrolase 1	chr19	0.365242421	2.04
1439847_s_at	Klf12	Kruppel-like factor 12	chr14	0.212591674	2.1
1421344_a_at	Jub	ajuba	chr14	0.242472464	2.18
1449906_at	Selp	selectin, platelet	chr1	0.277039481	1.04
1457839_at	---	---	chr11	0.168317013	1.73
1438331_at	---	---	chr11	0.150627267	1.73
1437534_at	---	---	---	0.364867902	2.17
1420893_a_at	Tgfbr1	transforming growth factor, beta receptor I	chr4	0.251488698	1.63
1434741_at	Rreb1	ras responsive element binding protein 1	chr13	0.25180761	1.63
1434440_at	Gnai1	guanine nucleotide binding protein (G protein), alpha inhibiting 1	chr5	0.324703942	3.21
1445235_at	---	---	chr3	0.18025444	1.36
1428284_at	8430427H17Rik	RIKEN cDNA 8430427H17 gene	chr2	0.254774542	3.12
1438202_at	Fam109b	family with sequence similarity 109, member B	chr15	0.286124375	2.19
1423584_at	Igfbp7	insulin-like growth factor binding protein 7	chr5	0.350523643	2.19
1435092_at	Arl4a	ADP-ribosylation factor-like 4A	chr12	0.466337581	1.92
1439476_at	Dsg2	desmoglein 2	chr18	0.508562857	2.38
1443481_at	Tube1	epsilon-tubulin 1	chr10	0.436136645	2.31
1420765_a_at	Foxp3	forkhead box P3	chrX	0.282140168	3.63
1452565_x_at	LOC641050	hypothetical protein LOC641050	---	0.487824917	6.02
1435355_at	Neb	nebulin	chr2	0.458031133	4.88
1442704_at	---	---	chr2	0.259386526	2.1
1433716_x_at	Gfra2	glial cell line derived neurotrophic factor family receptor alpha 2	chr14	0.229280854	4.07
1436907_at	Nav1	neuron navigator 1	chr1	0.17465948	1.24
1450297_at	Il6	interleukin 6	chr5	0.243368119	4.27
1445626_at	---	---	chr14	0.24258459	1.73
1443138_at	---	---	chr8	0.392184528	2.98
1445019_at	---	---	chr1	0.125960034	1.51
1441163_at	Med12l	mediator of RNA polymerase II transcription, subunit 12 homolog (yeast)-like	chr3	0.158865435	1.42
1446428_at	---	---	chr4	0.165260666	1.6
1459816_x_at	Pole3	polymerase (DNA directed), epsilon 3 (p17 subunit)	chr4	0.129564603	-1.15
1425632_a_at	Pqlc2	PQ loop repeat containing 2	chr4	0.137372881	-1.21
1439018_at	Fhdc1	FH2 domain containing 1	chr3	0.133201935	-1.54
1436778_at	Cybb	cytochrome b-245, beta polypeptide	chrX	0.318912631	-1.67
1434418_at	Lass6	LAG1 homolog, ceramide synthase 6	chr2	0.348138795	-2.24
1449164_at	Cd68	CD68 antigen	chr11	0.409022982	-2.81
1457911_at	A930002I21Rik	RIKEN cDNA A930002I21 gene	chr3	0.314627929	-2.95
1425952_a_at	Gcg	glucagon	chr2	0.551179013	-6.62
1427624_s_at	Il22 /// Iltifb	interleukin 22 /// interleukin 10-related T cell-derived inducible factor beta	chr10	0.637921261	-6.77
1427442_a_at	App	amyloid beta (A4) precursor protein	chr16	0.567742371	-4.15
1422831_at	Fbn2	fibrillin 2	chr18	0.304181751	-1.34
1420886_a_at	Xbp1	X-box binding protein 1	chr11	0.217902999	1.59
1437223_s_at	Xbp1	X-box binding protein 1	chr11	0.26257193	1.42
1419334_at	Ctla4	cytotoxic T-lymphocyte-associated protein 4	chr1	0.293858916	1.41
1431213_a_at	LOC433762	hypothetical gene LOC433762	---	0.169408117	1.2
1428107_at	Sh3bgrl	SH3-binding domain glutamic acid-rich protein like	chrX	0.169481739	1.14
1453572_a_at	Plp2	proteolipid protein 2	chrX	0.17959195	1.76
1426808_at	Lgals3	lectin, galactose binding, soluble 3	chr14	0.397294287	3.02
1435436_at	Epas1	endothelial PAS domain protein 1	chr17	0.636274728	2.4
1438577_at	---	---	chr8	0.153705469	1.22
1435141_at	Sft2d2	SFT2 domain containing 2	chr1	0.217887885	1.34
1435458_at	Pim1	proviral integration site 1	chr6	0.233115258	1.39
1452217_at	Ahnak	AHNAK nucleoprotein (desmoyokin)	chr19	0.155622012	1.54
1419722_at	Klk8	kallikrein related-peptidase 8	chr7	0.22709234	1.3
1422527_at	H2-DMa	histocompatibility 2, class II, locus DMa	chr17	0.424726764	2.23
1454709_at	Tmem64	transmembrane protein 64	chr4	0.300811963	2.02
1425832_a_at	Cxcr6	chemokine (C-X-C motif) receptor 6	chr9	0.311296922	2.59
1454734_at	Lef1	lymphoid enhancer binding factor 1	chr3	0.15868401	-1.72
1450908_at	Eif4e	eukaryotic translation initiation factor 4E	chr3///X	0.153693212	-1.67
