Probeset_ID	Distance	Symbol	Description
204794_at	15.32784984	DUSP2	dual specificity phosphatase 2
204015_s_at	15.68609945	DUSP4	dual specificity phosphatase 4
204472_at	15.70817207	GEM	GTP binding protein overexpressed in skeletal muscle
204198_s_at	15.73569076	RUNX3	runt-related transcription factor 3
206150_at	15.84040144	CD27	CD27 molecule
222343_at	15.92950787	BCL2L11	BCL2-like 11 (apoptosis facilitator)
206036_s_at	15.94940191	REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)
222838_at	15.98878757	SLAMF7	SLAM family member 7
207351_s_at	16.03569077	SH2D2A	SH2 domain protein 2A
201631_s_at	16.07588839	IER3	immediate early response 3
230499_at	16.18236816	NA	NA
227458_at	16.29695106	NA	NA
217997_at	16.36074428	PHLDA1	pleckstrin homology-like domain, family A, member 1
216248_s_at	16.43216642	NR4A2	nuclear receptor subfamily 4, group A, member 2
212312_at	16.48915808	BCL2L1	BCL2-like 1
228910_at	16.5084945	NA	NA
235242_at	16.65891584	NA	NA
204014_at	16.66951456	DUSP4	dual specificity phosphatase 4
200905_x_at	16.70339318	HLA-E	major histocompatibility complex, class I, E
204621_s_at	16.70748395	NR4A2	nuclear receptor subfamily 4, group A, member 2
204197_s_at	16.71348565	RUNX3	runt-related transcription factor 3
219213_at	16.7388157	JAM2	junctional adhesion molecule 2
229625_at	16.75046089	GBP5	guanylate binding protein 5
208536_s_at	16.80455998	BCL2L11	BCL2-like 11 (apoptosis facilitator)
201566_x_at	16.82516422	ID2	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein
200904_at	16.97207494	HLA-E	major histocompatibility complex, class I, E
239486_at	16.97776181	NA	NA
210229_s_at	17.00861119	CSF2	colony stimulating factor 2 (granulocyte-macrophage)
203904_x_at	17.0424166	CD82	CD82 molecule
1555167_s_at	17.05681347	NAMPT	nicotinamide phosphoribosyltransferase
235670_at	17.12686354	STX11	syntaxin 11
204622_x_at	17.2075584	NR4A2	nuclear receptor subfamily 4, group A, member 2
225842_at	17.26572457	PHLDA1	pleckstrin homology-like domain, family A, member 1
202241_at	17.29096416	TRIB1	tribbles homolog 1 (Drosophila)
203233_at	17.35491788	IL4R	interleukin 4 receptor
228812_at	17.37474611	NA	NA
1552542_s_at	17.4709892	TAGAP	T-cell activation RhoGTPase activating protein
207339_s_at	17.54009157	LTB	lymphotoxin beta (TNF superfamily, member 3)
238581_at	17.56671039	GBP5	guanylate binding protein 5
211962_s_at	17.58796253	ZFP36L1	zinc finger protein 36, C3H type-like 1
226034_at	17.61456291	NA	NA
205680_at	17.63624917	MMP10	matrix metallopeptidase 10 (stromelysin 2)
236471_at	17.77922152	NFE2L3	nuclear factor (erythroid-derived 2)-like 3
224739_at	17.7958815	PIM3	pim-3 oncogene
202643_s_at	17.80917383	TNFAIP3	tumor necrosis factor, alpha-induced protein 3
204035_at	17.83399568	SCG2	secretogranin II (chromogranin C)
213931_at	17.88190665	ID2	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein
209324_s_at	17.96588478	RGS16	regulator of G-protein signaling 16
210162_s_at	17.99810767	NFATC1	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1
217738_at	18.0364126	NAMPT	nicotinamide phosphoribosyltransferase
227173_s_at	18.04463773	BACH2	BTB and CNC homology 1, basic leucine zipper transcription factor 2
225800_at	18.06139213	JAZF1	JAZF zinc finger 1
221234_s_at	18.06785878	BACH2	BTB and CNC homology 1, basic leucine zipper transcription factor 2
211965_at	18.07056237	ZFP36L1	zinc finger protein 36, C3H type-like 1
206115_at	18.08420503	EGR3	early growth response 3
211333_s_at	18.11231362	FASLG	Fas ligand (TNF superfamily, member 6)
202307_s_at	18.13102639	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)
203868_s_at	18.17854541	VCAM1	vascular cell adhesion molecule 1
201059_at	18.20220141	CTTN	cortactin
217739_s_at	18.22566242	NAMPT	nicotinamide phosphoribosyltransferase
227473_at	18.31489153	NA	NA
1553096_s_at	18.31812616	BCL2L11	BCL2-like 11 (apoptosis facilitator)
209325_s_at	18.3265459	RGS16	regulator of G-protein signaling 16
218747_s_at	18.45311621	TAPBPL	TAP binding protein-like
210563_x_at	18.45479496	CFLAR	CASP8 and FADD-like apoptosis regulator
202644_s_at	18.45496226	TNFAIP3	tumor necrosis factor, alpha-induced protein 3
217456_x_at	18.46420896	HLA-E	major histocompatibility complex, class I, E
225798_at	18.47033053	JAZF1	JAZF zinc finger 1
204702_s_at	18.52499141	NFE2L3	nuclear factor (erythroid-derived 2)-like 3
228235_at	18.63695044	MGC16121	hypothetical protein MGC16121
218558_s_at	18.71404105	MRPL39	mitochondrial ribosomal protein L39
209939_x_at	18.71541847	CFLAR	CASP8 and FADD-like apoptosis regulator
229450_at	18.74140324	IFIT3	interferon-induced protein with tetratricopeptide repeats 3
205891_at	18.81755385	ADORA2B	adenosine A2b receptor
216913_s_at	18.89912763	RRP12	ribosomal RNA processing 12 homolog (S. cerevisiae)
209969_s_at	18.90664624	STAT1	signal transducer and activator of transcription 1, 91kDa
209239_at	18.93858961	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1
221649_s_at	19.01113489	PPAN	peter pan homolog (Drosophila)
222132_s_at	19.02382537	AGK	acylglycerol kinase
200887_s_at	19.07453307	STAT1	signal transducer and activator of transcription 1, 91kDa
219821_s_at	19.0899951	GFOD1	glucose-fructose oxidoreductase domain containing 1
227609_at	19.09670177	EPSTI1	epithelial stromal interaction 1 (breast)
202270_at	19.13287352	GBP1	guanylate binding protein 1, interferon-inducible, 67kDa
202269_x_at	19.17441708	GBP1	guanylate binding protein 1, interferon-inducible, 67kDa
209795_at	19.22313326	CD69	CD69 molecule
201694_s_at	19.24992154	EGR1	early growth response 1
235116_at	19.26483155	TRAF1	TNF receptor-associated factor 1
225913_at	19.30104517	SGK269	NKF3 kinase family member
224790_at	19.30804003	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
220358_at	19.31704458	BATF3	basic leucine zipper transcription factor, ATF-like 3
223220_s_at	19.33065882	PARP9	poly (ADP-ribose) polymerase family, member 9
212641_at	19.3431088	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
232504_at	19.3440744	LOC285628	hypothetical protein LOC285628
231577_s_at	19.3582789	GBP1	guanylate binding protein 1, interferon-inducible, 67kDa
226440_at	19.402632	DUSP22	dual specificity phosphatase 22
219716_at	19.44006027	APOL6	apolipoprotein L, 6
221039_s_at	19.44148386	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
223533_at	19.46498698	LRRC8C	leucine rich repeat containing 8 family, member C
215499_at	19.46791902	MAP2K3	mitogen-activated protein kinase kinase 3
226103_at	19.56250932	NEXN	nexilin (F actin binding protein)
210439_at	19.60779274	ICOS	inducible T-cell co-stimulator
207963_at	19.62125963	C6orf54	chromosome 6 open reading frame 54
231776_at	19.63186566	EOMES	eomesodermin homolog (Xenopus laevis)
235735_at	19.63908262	NA	NA
204614_at	19.6451543	SERPINB2	serpin peptidase inhibitor, clade B (ovalbumin), member 2
224791_at	19.69758619	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
201170_s_at	19.71357713	BHLHE40	basic helix-loop-helix family, member e40
202688_at	19.71675451	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10
212185_x_at	19.71893384	MT2A	metallothionein 2A
204612_at	19.74128213	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha
205463_s_at	19.78051671	PDGFA	platelet-derived growth factor alpha polypeptide
241869_at	19.80029687	APOL6	apolipoprotein L, 6
227080_at	19.80553509	ZNF697	zinc finger protein 697
227404_s_at	19.87158536	EGR1	early growth response 1
212642_s_at	19.87302721	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
204440_at	19.89893726	CD83	CD83 molecule
225557_at	19.91068942	AXUD1	AXIN1 up-regulated 1
210564_x_at	19.91326578	CFLAR	CASP8 and FADD-like apoptosis regulator
209446_s_at	19.91895734	C7orf44	chromosome 7 open reading frame 44
203882_at	19.94278737	IRF9	interferon regulatory factor 9
210692_s_at	19.95050096	SLC43A3	solute carrier family 43, member 3
238183_at	19.95729753	NA	NA
212590_at	19.97674382	RRAS2	related RAS viral (r-ras) oncogene homolog 2
200629_at	19.98941862	WARS	tryptophanyl-tRNA synthetase
229972_at	20.00082484	NA	NA
222666_s_at	20.00822503	RCL1	RNA terminal phosphate cyclase-like 1
200628_s_at	20.03630356	WARS	tryptophanyl-tRNA synthetase
224796_at	20.04871771	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
226056_at	20.05397604	CDGAP	Cdc42 GTPase-activating protein
212561_at	20.06037996	DENND5A	DENN/MADD domain containing 5A
213497_at	20.07698341	ABTB2	ankyrin repeat and BTB (POZ) domain containing 2
227337_at	20.08713657	ANKRD37	ankyrin repeat domain 37
200920_s_at	20.09105151	BTG1	B-cell translocation gene 1, anti-proliferative
210001_s_at	20.09476286	SOCS1	suppressor of cytokine signaling 1
205569_at	20.10785126	LAMP3	lysosomal-associated membrane protein 3
224799_at	20.19913979	NDFIP2	Nedd4 family interacting protein 2
203518_at	20.20862591	LYST	lysosomal trafficking regulator
235122_at	20.22743523	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3
208456_s_at	20.22799431	RRAS2	related RAS viral (r-ras) oncogene homolog 2
203729_at	20.23648798	EMP3	epithelial membrane protein 3
201649_at	20.25082866	UBE2L6	ubiquitin-conjugating enzyme E2L 6
213135_at	20.26404793	TIAM1	T-cell lymphoma invasion and metastasis 1
207315_at	20.27293779	CD226	CD226 molecule
232375_at	20.28601385	NA	NA
220054_at	20.29917078	IL23A	interleukin 23, alpha subunit p19
203943_at	20.31162757	KIF3B	kinesin family member 3B
210512_s_at	20.31535969	VEGFA	vascular endothelial growth factor A
204769_s_at	20.32849956	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)
203140_at	20.3290651	BCL6	B-cell CLL/lymphoma 6
1552541_at	20.32952237	TAGAP	T-cell activation RhoGTPase activating protein
211026_s_at	20.34527604	MGLL	monoglyceride lipase
235688_s_at	20.37224159	TRAF4	TNF receptor-associated factor 4
241819_at	20.37723999	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8
202687_s_at	20.38751667	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10
208581_x_at	20.3898172	MT1X	metallothionein 1X
225205_at	20.39156501	KIF3B	kinesin family member 3B
221563_at	20.40788947	DUSP10	dual specificity phosphatase 10
209140_x_at	20.41931795	HLA-B	major histocompatibility complex, class I, B
209295_at	20.43903269	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b
202859_x_at	20.45673418	IL8	interleukin 8
224701_at	20.47717628	PARP14	poly (ADP-ribose) polymerase family, member 14
203471_s_at	20.48922571	PLEK	pleckstrin
1552309_a_at	20.49846305	NEXN	nexilin (F actin binding protein)
212750_at	20.49875728	PPP1R16B	protein phosphatase 1, regulatory (inhibitor) subunit 16B
226474_at	20.50535501	NLRC5	NLR family, CARD domain containing 5
211456_x_at	20.5165716	MT1P2	metallothionein 1 pseudogene 2
1554352_s_at	20.52892393	DENND4A	DENN/MADD domain containing 4A
213113_s_at	20.56595007	SLC43A3	solute carrier family 43, member 3
222483_at	20.57102176	EFHD2	EF-hand domain family, member D2
238725_at	20.57326144	IRF1	interferon regulatory factor 1
1557236_at	20.57351884	APOL6	apolipoprotein L, 6
229830_at	20.58786054	PDGFA	platelet-derived growth factor alpha polypeptide
218810_at	20.60517864	ZC3H12A	zinc finger CCCH-type containing 12A
204806_x_at	20.65129543	HLA-F	major histocompatibility complex, class I, F
41577_at	20.67163581	PPP1R16B	protein phosphatase 1, regulatory (inhibitor) subunit 16B
212589_at	20.67889174	RRAS2	related RAS viral (r-ras) oncogene homolog 2
1555950_a_at	20.6848072	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
201926_s_at	20.6940507	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
205066_s_at	20.70995054	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1
200921_s_at	20.71728544	BTG1	B-cell translocation gene 1, anti-proliferative
202284_s_at	20.76199601	CDKN1A	cyclin-dependent kinase inhibitor 1A (p21, Cip1)
226101_at	20.7717501	PRKCE	protein kinase C, epsilon
227677_at	20.77310259	JAK3	Janus kinase 3 (a protein tyrosine kinase, leukocyte)
219295_s_at	20.82186664	PCOLCE2	procollagen C-endopeptidase enhancer 2
201925_s_at	20.838394	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
206461_x_at	20.84886949	MT1H	metallothionein 1H
215313_x_at	20.86438437	HLA-A	major histocompatibility complex, class I, A
206118_at	20.90957453	STAT4	signal transducer and activator of transcription 4
202531_at	20.93145964	IRF1	interferon regulatory factor 1
1557116_at	20.95652296	APOL6	apolipoprotein L, 6
205479_s_at	20.96091843	PLAU	plasminogen activator, urokinase
236198_at	20.98355805	NA	NA
235182_at	20.99580333	ISM1	isthmin 1 homolog (zebrafish)
224802_at	21.01199795	NDFIP2	Nedd4 family interacting protein 2
212190_at	21.01321201	SERPINE2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2
219209_at	21.02676891	IFIH1	interferon induced with helicase C domain 1
203320_at	21.03457284	SH2B3	SH2B adaptor protein 3
200598_s_at	21.06976178	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1
228617_at	21.07081499	XAF1	XIAP associated factor 1
225973_at	21.0807322	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)
228314_at	21.08182895	LRRC8C	leucine rich repeat containing 8 family, member C
225076_s_at	21.14805568	ZNFX1	zinc finger, NFX1-type containing 1
226664_at	21.16263893	TBC1D20	TBC1 domain family, member 20
213069_at	21.16803127	HEG1	HEG homolog 1 (zebrafish)
214662_at	21.24707191	WDR43	WD repeat domain 43
223403_s_at	21.25609306	POLR1B	polymerase (RNA) I polypeptide B, 128kDa
214329_x_at	21.2625308	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10
211530_x_at	21.28403674	HLA-G	major histocompatibility complex, class I, G
225415_at	21.29928143	DTX3L	deltex 3-like (Drosophila)
202672_s_at	21.32310837	ATF3	activating transcription factor 3
225524_at	21.33950242	ANTXR2	anthrax toxin receptor 2
218400_at	21.3718853	OAS3	2-5-oligoadenylate synthetase 3, 100kDa
224801_at	21.39635819	NDFIP2	Nedd4 family interacting protein 2
221653_x_at	21.39887479	APOL2	apolipoprotein L, 2
201739_at	21.4064677	SGK1	serum/glucocorticoid regulated kinase 1
215501_s_at	21.41828202	DUSP10	dual specificity phosphatase 10
202419_at	21.42654451	KDSR	3-ketodihydrosphingosine reductase
209626_s_at	21.42722057	OSBPL3	oxysterol binding protein-like 3
217853_at	21.44600372	TNS3	tensin 3
206133_at	21.46309087	XAF1	XIAP associated factor 1
208361_s_at	21.50111941	POLR3D	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa
213618_at	21.5031836	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
211949_s_at	21.53252997	NOLC1	nucleolar and coiled-body phosphoprotein 1
200599_s_at	21.55924875	HSP90B1	heat shock protein 90kDa beta (Grp94), member 1
212458_at	21.56231949	SPRED2	sprouty-related, EVH1 domain containing 2
204279_at	21.58374432	PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)
226409_at	21.65408229	TBC1D20	TBC1 domain family, member 20
213293_s_at	21.71661348	TRIM22	tripartite motif-containing 22
211317_s_at	21.72642943	CFLAR	CASP8 and FADD-like apoptosis regulator
220688_s_at	21.75515135	MRTO4	mRNA turnover 4 homolog (S. cerevisiae)
223434_at	21.79141563	GBP3	guanylate binding protein 3
202316_x_at	21.79851999	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)
221253_s_at	21.81945859	TXNDC5	thioredoxin domain containing 5 (endoplasmic reticulum)
1568592_at	21.82437899	TRIM69	tripartite motif-containing 69
211936_at	21.83071032	HSPA5	heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)
208992_s_at	21.8412775	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)
216212_s_at	21.84566426	DKC1	dyskeratosis congenita 1, dyskerin
205798_at	21.92445638	IL7R	interleukin 7 receptor
202393_s_at	21.98253041	KLF10	Kruppel-like factor 10
218590_at	21.98621483	C10orf2	chromosome 10 open reading frame 2
215719_x_at	21.9888538	FAS	Fas (TNF receptor superfamily, member 6)
224131_at	22.01276613	GPR81	G protein-coupled receptor 81
215533_s_at	22.02737349	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)
214011_s_at	22.03861745	NOP16	NOP16 nucleolar protein homolog (yeast)
211668_s_at	22.05321567	PLAU	plasminogen activator, urokinase
202934_at	22.05321989	HK2	hexokinase 2
216252_x_at	22.08805118	FAS	Fas (TNF receptor superfamily, member 6)
208991_at	22.09238049	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)
36711_at	22.09835165	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
214129_at	22.12287526	PDE4DIP	phosphodiesterase 4D interacting protein
210685_s_at	22.16607635	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)
204780_s_at	22.1693473	FAS	Fas (TNF receptor superfamily, member 6)
202431_s_at	22.19259334	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)
204781_s_at	22.19266751	FAS	Fas (TNF receptor superfamily, member 6)
226218_at	22.2196796	IL7R	interleukin 7 receptor
219210_s_at	22.31661089	RAB8B	RAB8B, member RAS oncogene family
207892_at	22.31938042	CD40LG	CD40 ligand
211697_x_at	22.34819291	PNO1	partner of NOB1 homolog (S. cerevisiae)
200878_at	22.35046226	EPAS1	endothelial PAS domain protein 1
200798_x_at	22.36747228	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)
204698_at	22.37078163	ISG20	interferon stimulated exonuclease gene 20kDa
229055_at	22.40071098	GPR68	G protein-coupled receptor 68
229872_s_at	22.41805424	LOC100132999	hypothetical protein LOC100132999
1555464_at	22.43024466	IFIH1	interferon induced with helicase C domain 1
35254_at	22.43046753	TRAFD1	TRAF-type zinc finger domain containing 1
200632_s_at	22.43817716	NDRG1	N-myc downstream regulated 1
235276_at	22.44806509	EPSTI1	epithelial stromal interaction 1 (breast)
221840_at	22.45330505	PTPRE	protein tyrosine phosphatase, receptor type, E
223482_at	22.57935819	TMEM120A	transmembrane protein 120A
204804_at	22.59002984	TRIM21	tripartite motif-containing 21
211339_s_at	22.6127536	ITK	IL2-inducible T-cell kinase
204747_at	22.64889393	IFIT3	interferon-induced protein with tetratricopeptide repeats 3
208485_x_at	22.68009193	CFLAR	CASP8 and FADD-like apoptosis regulator
211862_x_at	22.7355772	CFLAR	CASP8 and FADD-like apoptosis regulator
204774_at	22.73601734	EVI2A	ecotropic viral integration site 2A
220330_s_at	22.77148334	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1
221943_x_at	22.77891485	RPL38	ribosomal protein L38
33304_at	22.78274346	ISG20	interferon stimulated exonuclease gene 20kDa
203349_s_at	22.78601599	ETV5	ets variant 5
228204_at	22.79690884	PSMB4	proteasome (prosome, macropain) subunit, beta type, 4
203470_s_at	22.80608215	PLEK	pleckstrin
202028_s_at	22.81705148	RPL38	ribosomal protein L38
234964_at	22.8589252	TRA@	T cell receptor alpha locus
230102_at	22.86807387	ETV5	ets variant 5
213350_at	22.9130581	RPS11	ribosomal protein S11
203275_at	22.91851722	IRF2	interferon regulatory factor 2
221087_s_at	22.93274666	APOL3	apolipoprotein L, 3
209732_at	22.94980026	CLEC2B	C-type lectin domain family 2, member B
212044_s_at	22.95226338	RPL27A	ribosomal protein L27a
205220_at	22.95466543	NIACR2	niacin receptor 2
201693_s_at	22.96278819	EGR1	early growth response 1
218943_s_at	22.9863645	DDX58	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58
205269_at	23.04954018	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)
202499_s_at	23.0573425	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3
216246_at	23.13603018	NA	NA
213642_at	23.16756643	NA	NA
202497_x_at	23.23243576	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3
200908_s_at	23.23449158	RPLP2	ribosomal protein, large, P2
239979_at	23.24987971	NA	NA
235574_at	23.26721557	GBP4	guanylate binding protein 4
205988_at	23.27116082	CD84	CD84 molecule
218145_at	23.31234567	TRIB3	tribbles homolog 3 (Drosophila)
221903_s_at	23.32732359	CYLD	cylindromatosis (turban tumor syndrome)
205270_s_at	23.33159223	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)
209383_at	23.33783234	DDIT3	DNA-damage-inducible transcript 3
225344_at	23.36409339	NCOA7	nuclear receptor coactivator 7
213826_s_at	23.43512411	H3F3A	H3 histone, family 3A
235175_at	23.43901477	GBP4	guanylate binding protein 4
218856_at	23.47534151	TNFRSF21	tumor necrosis factor receptor superfamily, member 21
216236_s_at	23.47856672	SLC2A14	solute carrier family 2 (facilitated glucose transporter), member 14
244251_at	23.51074364	LCP2	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa)
208392_x_at	23.51600501	SP110	SP110 nuclear body protein
203915_at	23.52581846	CXCL9	chemokine (C-X-C motif) ligand 9
227030_at	23.52993225	NA	NA
204533_at	23.53175225	CXCL10	chemokine (C-X-C motif) ligand 10
202794_at	23.55980851	INPP1	inositol polyphosphate-1-phosphatase
207533_at	23.56672408	CCL1	chemokine (C-C motif) ligand 1
242943_at	23.56913185	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
209827_s_at	23.62124112	IL16	interleukin 16 (lymphocyte chemoattractant factor)
226603_at	23.65482242	SAMD9L	sterile alpha motif domain containing 9-like
213048_s_at	23.71386448	NA	NA
213655_at	23.71631404	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide
236442_at	23.72710717	DPF3	D4, zinc and double PHD fingers, family 3
202074_s_at	23.81391561	OPTN	optineurin
238532_at	23.83815203	DPF3	D4, zinc and double PHD fingers, family 3
226497_s_at	23.86198143	NA	NA
202498_s_at	23.93324236	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3
219753_at	23.93483762	STAG3	stromal antigen 3
219386_s_at	23.9730876	SLAMF8	SLAM family member 8
201601_x_at	24.0214203	IFITM1	interferon induced transmembrane protein 1 (9-27)
203348_s_at	24.05407117	ETV5	ets variant 5
202081_at	24.06127998	IER2	immediate early response 2
243541_at	24.10552712	IL31RA	interleukin 31 receptor A
203974_at	24.11472362	HDHD1A	haloacid dehalogenase-like hydrolase domain containing 1A
201998_at	24.17106576	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1
222088_s_at	24.18185601	SLC2A14	solute carrier family 2 (facilitated glucose transporter), member 14
210387_at	24.19958517	HIST1H2BG	histone cluster 1, H2bg
202429_s_at	24.2921291	PPP3CA	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform
208026_at	24.3476948	HIST1H4F	histone cluster 1, H4f
244598_at	24.3691399	NA	NA
220944_at	24.42170951	PGLYRP4	peptidoglycan recognition protein 4
208892_s_at	24.43311223	DUSP6	dual specificity phosphatase 6
210279_at	24.55655901	GPR18	G protein-coupled receptor 18
220306_at	24.56066094	FAM46C	family with sequence similarity 46, member C
208891_at	24.61821191	DUSP6	dual specificity phosphatase 6
226498_at	24.66430716	NA	NA
229041_s_at	24.99563194	NA	NA
212062_at	25.0679944	ATP9A	ATPase, class II, type 9A
209828_s_at	25.06854133	IL16	interleukin 16 (lymphocyte chemoattractant factor)
232024_at	25.07800898	GIMAP2	GTPase, IMAP family member 2
218764_at	25.08501001	PRKCH	protein kinase C, eta
212105_s_at	25.11857404	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9
203610_s_at	25.19973482	TRIM38	tripartite motif-containing 38
206099_at	25.26711266	PRKCH	protein kinase C, eta
223767_at	25.39148207	GPR84	G protein-coupled receptor 84
218793_s_at	25.40935754	SCML1	sex comb on midleg-like 1 (Drosophila)
204484_at	25.43545218	PIK3C2B	phosphoinositide-3-kinase, class 2, beta polypeptide
208250_s_at	25.44712611	DMBT1	deleted in malignant brain tumors 1
220577_at	25.58824862	GVIN1	GTPase, very large interferon inducible 1
217078_s_at	25.73265052	CD300A	CD300a molecule
230237_at	25.80777841	ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)
203394_s_at	25.8212983	HES1	hairy and enhancer of split 1, (Drosophila)
205677_s_at	25.8228551	DLEU1	deleted in lymphocytic leukemia 1 (non-protein coding)
202449_s_at	25.82935064	RXRA	retinoid X receptor, alpha
204204_at	25.85245902	SLC31A2	solute carrier family 31 (copper transporters), member 2
230748_at	25.89917409	SLC16A6	solute carrier family 16, member 6 (monocarboxylic acid transporter 7)
