ProbeName	p-value	FCAbsolute	regulation	[Control](raw)	[DMH](raw)	[Control](normalized)	[DMH](normalized)	GenbankAccession	GenomicCoordinates	GeneSymbol	Description	UniGeneID	EntrezGeneID	EnsemblID	TIGRID
A_52_P455494	0.00023372	1.9195229	down	11704.5625	12637.315	8.305057	7.364309	NM_010749	chr6:122267352-122267411	M6pr	Mus musculus mannose-6-phosphate receptor, cation dependent (M6pr), mRNA [NM_010749]	Mm.249225	17113	ENSMUST00000112610	TC1573382
A_52_P644674	0.000169181	1.6766894	down	2860.711	3537.4775	6.2731724	5.527557	NM_030057	chr12:60145327-60145268	Trappc6b	Mus musculus trafficking protein particle complex 6B (Trappc6b), mRNA [NM_030057]	Mm.290070	78232	ENSMUST00000021380	TC1667926
A_52_P308507	0.000437926	2.110688	down	249.33089	245.9817	2.7512743	1.673561	NM_173368	chr2:160773219-160773160	Chd6	Mus musculus chromodomain helicase DNA binding protein 6 (Chd6), mRNA [NM_173368]	Mm.122738	71389	ENSMUST00000039782	TC1597867
A_52_P403473	0.001515579	3.6351426	down	1946.4966	1069.7382	5.6576843	3.7956724		chr2:130700757-130700533
A_52_P266940	2.06E-05	2.2770593	down	88.48727	80.239815	1.2527156	0.06554381		chr13:113158835-113158894						TC1657580
A_51_P137336	0.017461115	1.7904278	down	15845.073	18698.564	8.743693	7.903389	NM_009864	chr8:109193812-109193871	Cdh1	Mus musculus cadherin 1 (Cdh1), mRNA [NM_009864]	Mm.35605	12550	ENSMUST00000000312	TC1573477
A_52_P841474	0.00058483	1.7123144	down	313.1288	375.53085	3.0671303	2.2911828	AV264460	chr3:108003955-108004014		AV264460 RIKEN full-length enriched, adult male testis (DH10B) Mus musculus cDNA clone 4930500A11 3. [AV264460]	Mm.475328
A_51_P516125	0.002682953	1.9748497	down	22876.697	24200.338	9.273059	8.291316	BC013561	chr1:174203426-174203367		Mus musculus cDNA clone IMAGE:3492058,  WARNING: chimeric clone . [BC013561]				TC1644705
A_52_P59335	2.34E-05	7.409042	down	311.41568	87.04006	3.0630176	0.17373054	AK029804	chr2:136381618-136387657	Ankrd5	ankyrin repeat domain 5 Gene [Source:MGI Symbol;Acc:MGI:2441685] [ENSMUST00000028726]	Mm.477841	319196	ENSMUST00000028726	TC1587049
A_51_P204730	9.89E-05	2.4909189	down	4368.687	3638.7249	6.8845687	5.5678906	NM_025892	chr16:32108019-32108078	1500031L02Rik	Mus musculus RIKEN cDNA 1500031L02 gene (1500031L02Rik), mRNA [NM_025892]	Mm.22990	66994	ENSMUST00000042869	TC1577514
A_51_P131084	0.009845642	2.1907508	down	7535.3843	7211.5786	7.6650863	6.533661	NM_145615	chr9:55330109-55312637	Etfa	Mus musculus electron transferring flavoprotein, alpha polypeptide (Etfa), nuclear gene encoding mitochondrial protein, mRNA [NM_145615]	Mm.290853	110842	ENSMUST00000034866	TC1572845
A_52_P494982	0.000183828	2.292468	down	290.55396	263.51086	2.9719353	1.7750336	NM_026191	chr11:86582610-86582551	Dhx40	Mus musculus DEAH (Asp-Glu-Ala-His) box polypeptide 40 (Dhx40), mRNA [NM_026191]	Mm.260627	67487	ENSMUST00000018569	TC1637879
A_51_P429284	0.002092538	1.8452029	down	2138.0632	2362.8176	5.8289285	4.945149	NM_172478	chrX:7731837-7731778	Tbc1d25	Mus musculus TBC1 domain family, member 25 (Tbc1d25), transcript variant 1, mRNA [NM_172478]	Mm.122963	209815	ENSMUST00000039892	TC1602322
A_52_P316644	0.007836396	1.818361	down	873.3611	996.34186	4.558744	3.6961052	NM_009748	chr6:4027238-4027179	Bet1	Mus musculus blocked early in transport 1 homolog (S. cerevisiae) (Bet1), mRNA [NM_009748]	Mm.286457	12068	ENSMUST00000049166	TC1773881
A_52_P191412	0.004723755	2.860825	down	93.14044	68.456215	1.315355	-0.20107634	NM_001039094	chr3:156978706-156978765	Negr1	Mus musculus neuronal growth regulator 1 (Negr1), transcript variant 1, mRNA [NM_001039094]	Mm.317293	320840	ENSMUST00000074015	TC1651127
A_51_P482600	0.000700775	1.8975523	down	191.29053	208.01295	2.364331	1.4401914	AK006780	chr13:99087150-99087209		Putative uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q9D9L3] [ENSMUST00000062252]	Mm.256021		ENSMUST00000062252	TC1594477
A_51_P155361	0.002978848	1.6853118	down	3725.4924	4582.453	6.6549144	5.901899	NM_013551	chr9:44144582-44144523	Hmbs	Mus musculus hydroxymethylbilane synthase (Hmbs), transcript variant 1, mRNA [NM_013551]	Mm.247676	15288	ENSMUST00000077353	TC1572555
A_51_P201520	0.000916733	1.9641649	down	2120.1248	2237.0168	5.840817	4.866901	NM_001037846	chr10:115922487-115922428	Cnot2	Mus musculus CCR4-NOT transcription complex, subunit 2 (Cnot2), transcript variant 1, mRNA [NM_001037846]	Mm.351553	72068	ENSMUST00000064218	TC1573559
A_51_P473438	0.003768011	2.2410674	down	65.48731	61.340015	0.82441455	-0.33977142	AK080901	chr5:152171082-152171023	D730045B01Rik	Mus musculus 4 days neonate male adipose cDNA, RIKEN full-length enriched library, clone:B430203H04 product:hypothetical protein, full insert sequence. [AK080901]	Mm.160009	77867		TC1601161
A_51_P261001	0.000155599	3.1105924	down	2048.283	1364.2433	5.790832	4.1536427	NM_013827	chr5:108537924-108537983	Mtf2	Mus musculus metal response element binding transcription factor 2 (Mtf2), mRNA [NM_013827]	Mm.257149	17765	ENSMUST00000081567	TC1572215
A_52_P572808	0.004810664	1.770428	down	1056.6832	1234.0587	4.832131	4.008033	NM_172715	chr5:101327972-101328031	Agpat9	Mus musculus 1-acylglycerol-3-phosphate O-acyltransferase 9 (Agpat9), transcript variant 1, mRNA [NM_172715]	Mm.271911	231510	ENSMUST00000112887	TC1579401
A_51_P101975	0.003911879	2.0633638	down	29.076292	29.214432	-0.3490974	-1.3940955	NM_010205	chr19:45811423-45811364	Fgf8	Mus musculus fibroblast growth factor 8 (Fgf8), transcript variant 1, mRNA [NM_010205]	Mm.4012	14179	ENSMUST00000026241	NP_520634
A_51_P516012	0.002596729	2.8757317	down	179.87502	125.05432	2.22451	0.7005809	NM_008745	chr13:59033682-59033741	Ntrk2	Mus musculus neurotrophic tyrosine kinase, receptor, type 2 (Ntrk2), transcript variant 2, mRNA [NM_008745]	Mm.130054	18212		TC1575671
A_52_P676623	0.06238191	1.7515856	down	297.1	349.44583	2.9807703	2.172109	NM_028319	chr19:40991517-40991576	Zfp518	Mus musculus zinc finger protein 518 (Zfp518), mRNA [NM_028319]	Mm.313523	72672		TC1737932
A_52_P574697	0.001082733	1.7726957	down	5974.461	7014.1587	7.3359413	6.5099964	NM_011317	chr4:129392221-129392162	Khdrbs1	Mus musculus KH domain containing, RNA binding, signal transduction associated 1 (Khdrbs1), mRNA [NM_011317]	Mm.8256	20218	ENSMUST00000066257	TC1600806
A_51_P408131	0.000756094	3.534206	down	50.870502	30.119577	0.45862994	-1.3627561	AK042550	chr7:59105851-59105792	Fancf	Mus musculus 7 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:A730004C17 product:unclassifiable, full insert sequence. [AK042550]	Mm.210091	100040608		TC1607333
A_52_P283156	0.01390316	4.562853	down	163.85957	74.89571	2.0813196	-0.10861651		chr15:57856702-57856643
A_52_P245415	0.004265658	1.8966551	down	153.81468	169.75621	2.05248	1.1290226	NM_001033532	chr18:25625678-25625737	AW554918	Mus musculus expressed sequence AW554918 (AW554918), mRNA [NM_001033532]	Mm.391081	225289	ENSMUST00000036619	TC1628136
A_52_P576100	0.017276704	1.5469505	down	3204.2922	4182.3794	6.399448	5.770021	NM_011363	chr7:133610772-133610713	Sh2b1	Mus musculus SH2B adaptor protein 1 (Sh2b1), transcript variant 2, mRNA [NM_011363]	Mm.8538	20399	ENSMUST00000098049	NP_383732
A_51_P169374	0.000304617	2.5084	down	4591.2754	3790.7585	6.953974	5.6272063	NM_027172	chr2:151834611-151834670	2310046K01Rik	Mus musculus RIKEN cDNA 2310046K01 gene (2310046K01Rik), transcript variant 1, mRNA [NM_027172]	Mm.258262	69698	ENSMUST00000109861	NP_404185
A_51_P293729	0.014115558	1.7589802	down	10921.345	12821.051	8.198948	7.3842087	NM_054102	chr1:153210877-153210935	Ivns1abp	Mus musculus influenza virus NS1A binding protein (Ivns1abp), transcript variant 2, mRNA [NM_054102]	Mm.33764	117198	ENSMUST00000023918	TC1573979
A_52_P463687	0.014286893	1.614719	down	211.77087	264.1542	2.476536	1.7852529	AK133434	chr7:28982212-28982271	AI426330	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933430M05 product:unclassifiable, full insert sequence. [AK133434]	Mm.33776	101563		TC1641601
A_51_P476481	0.016055066	2.6097746	down	288.69324	241.50848	2.9642766	1.5803514	NM_145548	chr4:95723288-95712305	Cyp2j13	Mus musculus cytochrome P450, family 2, subfamily j, polypeptide 13 (Cyp2j13), mRNA [NM_145548]	Mm.268175	230459	ENSMUST00000030305
A_51_P398235	0.000468313	1.7600011	down	315.69235	369.46848	3.0809295	2.2653532	NM_172704	chr4:151355874-151355933	Dnajc11	Mus musculus DnaJ (Hsp40) homolog, subfamily C, member 11 (Dnajc11), mRNA [NM_172704]	Mm.21353	230935	ENSMUST00000062904	TC1572493
A_51_P215995	0.000244533	3.337478	down	1275.7123	794.93506	5.10854	3.3697817	NM_145456	chr13:108514954-108514895	Zswim6	Mus musculus zinc finger, SWIM domain containing 6 (Zswim6), mRNA [NM_145456]	Mm.433838	67263		TC1681797
A_51_P161574	0.000170991	2.720334	down	6442.6035	4918.624	7.4443526	6.000569	NM_025794	chr3:79407874-79407815	Etfdh	Mus musculus electron transferring flavoprotein, dehydrogenase (Etfdh), mRNA [NM_025794]	Mm.28336	66841	ENSMUST00000120992	TC1595359
A_52_P522264	0.014725461	2.852688	down	1561.1201	1093.3774	5.3454614	3.8331394	NM_001018042	chr2:72776235-72776176	Sp3	Mus musculus trans-acting transcription factor 3 (Sp3), transcript variant 1, mRNA [NM_001018042]	Mm.124328	20687	ENSMUST00000066003	TC1575400
A_51_P128648	0.001336272	2.3180392	down	47861.277	42742.74	10.336237	9.123332	NM_025899	chr7:127802599-127802658	Uqcrc2	Mus musculus ubiquinol cytochrome c reductase core protein 2 (Uqcrc2), mRNA [NM_025899]	Mm.334206	67003	ENSMUST00000033176	TC1573111
A_51_P430766	6.61E-05	3.6501532	down	58.234394	32.87102	0.64669895	-1.221258	NM_010548	chr1:132920943-132921002	Il10	Mus musculus interleukin 10 (Il10), mRNA [NM_010548]	Mm.874	16153	ENSMUST00000016673	TC1591387
A_51_P222773	2.93E-05	2.5077815	down	3714.4473	3051.9219	6.6417804	5.3153687	NM_010446	chr2:147868757-147868698	Foxa2	Mus musculus forkhead box A2 (Foxa2), mRNA [NM_010446]	Mm.938	15376	ENSMUST00000109963	TC1584073
A_51_P183102	0.001773855	2.5132124	down	1599.9579	1333.3833	5.4344726	4.10494	NM_175226	chr15:58731710-58731769	Rnf139	Mus musculus ring finger protein 139 (Rnf139), mRNA [NM_175226]	Mm.4537	75841	ENSMUST00000036904	TC1576740
A_52_P137829	0.020253101	1.7860669	down	108.33395	127.56973	1.5483308	0.7115447	AK129472	chr8:113660498-113660557	4930402E16Rik	RIKEN cDNA 4930402E16 gene Gene [Source:MGI Symbol;Acc:MGI:2442188] [ENSMUST00000039333]	Mm.370024	319518	ENSMUST00000039333	TC1597132
A_51_P146126	0.032356113	1.5739704	down	1672.2291	2190.7112	5.4902987	4.8358903	NM_009875	chr6:134875215-134875274	Cdkn1b	Mus musculus cyclin-dependent kinase inhibitor 1B (Cdkn1b), mRNA [NM_009875]	Mm.2958	12576	ENSMUST00000067327
A_51_P408631	0.00057986	3.9640632	down	17911.025	9316.08	8.912387	6.925407	NM_015747	chr2:129037130-129037189	Slc20a1	Mus musculus solute carrier family 20, member 1 (Slc20a1), transcript variant 1, mRNA [NM_015747]	Mm.401622	20515	ENSMUST00000110315	TC1572412
A_52_P237792	0.06194391	1.7324257	down	105.84458	118.42933	1.4196167	0.62682325	NM_031196	chr10:76501259-76501318	Slc19a1	Mus musculus solute carrier family 19 (sodium/hydrogen exchanger), member 1 (Slc19a1), mRNA [NM_031196]	Mm.265060	20509	ENSMUST00000133059	TC1642137
A_51_P390531	0.000809769	2.203825	down	826.862	779.53156	4.4829526	3.342943	NM_172663	chr2:49406440-49406499	Epc2	Mus musculus enhancer of polycomb homolog 2 (Drosophila) (Epc2), mRNA [NM_172663]	Mm.29167	227867	ENSMUST00000102770	TC1578493
A_52_P532384	0.012732824	3.166611	down	434.8728	302.53885	3.5546882	1.8917485		chr1:161139751-161139692
A_52_P376016	0.001216218	2.1956978	down	66.51033	63.119953	0.8473074	-0.2873721	AK032619	chr15:39515546-39515605	Rims2	Mus musculus adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430709C16 product:Rab3 interacting protein 1, full insert sequence. [AK032619]	Mm.309296	116838		TC1606658
A_52_P184362	0.000711235	2.804173	down	56.393448	41.377472	0.5947685	-0.8928068	NM_178257	chr4:135306490-135306549	Il22ra1	Mus musculus interleukin 22 receptor, alpha 1 (Il22ra1), mRNA [NM_178257]	Mm.261647	230828	ENSMUST00000102546	TC1628338
A_51_P150648	0.000967841	2.4844234	down	14975.359	12545.329	8.65166	7.338749	NM_010684	chr8:13175136-13175195	Lamp1	Mus musculus lysosomal-associated membrane protein 1 (Lamp1), mRNA [NM_010684]	Mm.16716	16783	ENSMUST00000110847	TC1655738
A_52_P635271	0.035490137	1.5129812	down	1409.8094	1868.1099	5.204185	4.606791	NM_201646	chr12:114216873-114216932	Btbd6	Mus musculus BTB (POZ) domain containing 6 (Btbd6), transcript variant 1, mRNA [NM_201646]	Mm.440140	399566	ENSMUST00000002880	TC1580733
A_51_P483877	0.002154609	2.7010493	down	82.17007	60.896893	1.0998112	-0.33370876	NM_007776	chr1:65108661-65108602	Crygd	Mus musculus crystallin, gamma D (Crygd), mRNA [NM_007776]	Mm.425031	12967	ENSMUST00000045028	TC1773476
A_52_P595140	0.004139926	2.4443436	down	698.70905	570.54535	4.1829004	2.8934534	NM_198030	chr5:104401590-104399858	Hsd17b13	Mus musculus hydroxysteroid (17-beta) dehydrogenase 13 (Hsd17b13), transcript variant 2, mRNA [NM_198030]	Mm.284944	243168	ENSMUST00000112803	TC1666811
A_51_P316129	0.00019114	3.504843	down	1468.15	868.199	5.3106775	3.5013278	NM_174875	chrX:137598365-137598424	Atg4a	Mus musculus autophagy-related 4A (yeast) (Atg4a), mRNA [NM_174875]	Mm.393320	666468	ENSMUST00000112971	TC1580601
A_51_P508959	0.003352677	3.440528	down	3534.9749	2115.96	6.5600734	4.7774434	NM_030024	chr6:54280124-54280183	Prr15	Mus musculus proline rich 15 (Prr15), mRNA [NM_030024]	Mm.41984	78004	ENSMUST00000059138	TC1656104
A_51_P134801	0.001244479	1.797594	down	686.6795	791.1751	4.206963	3.3608959	NM_001025572	chr17:66336089-66336030	Ankrd12	Mus musculus ankyrin repeat domain 12 (Ankrd12), mRNA [NM_001025572]	Mm.34706	106585	ENSMUST00000038116	TC1658175
A_52_P956125	0.010275795	1.6413143	down	28.13355	35.43915	-0.397971	-1.1128225	AK086311	chr17:66315823-66315764	Ankrd12	Mus musculus 15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930020E11 product:unclassifiable, full insert sequence. [AK086311]	Mm.441953	106585		TC1597471
A_51_P165435	0.00045716	2.0912359	down	107435.82	106589.945	11.505338	10.440982	NM_009941	chr8:123197924-123197983	Cox4i1	Mus musculus cytochrome c oxidase subunit IV isoform 1 (Cox4i1), nuclear gene encoding mitochondrial protein, mRNA [NM_009941]	Mm.386758	12857	ENSMUST00000034276	NP_747280
A_51_P500550	0.000174673	1.8518782	down	799.5721	889.3792	4.4229803	3.533991	NM_025813	chr3:67407321-67407380	Mfsd1	Mus musculus major facilitator sdownerfamily domain containing 1 (Mfsd1), mRNA [NM_025813]	Mm.479192	66868		TC1571921
A_51_P300936	0.002592336	1.8750407	down	2943.5095	3251.2917	6.3133645	5.4064426	NM_001081223	chr18:11901214-11901273	Rbbp8	Mus musculus retinoblastoma binding protein 8 (Rbbp8), mRNA [NM_001081223]	Mm.154275	225182	ENSMUST00000047322	TC1578868
A_52_P536383	0.04879783	2.8472412	down	243.62105	170.7275	2.5662177	1.056653	NM_028487	chr13:112280026-112279967	Gpbp1	Mus musculus GC-rich promoter binding protein 1 (Gpbp1), transcript variant 2, mRNA [NM_028487]	Mm.57286	73274	ENSMUST00000091236	TC1618682
A_51_P465473	0.024093308	1.8241667	down	419.1316	454.42386	3.4342678	2.5670302	NM_027453	chr4:108487606-108487547	Btf3l4	Mus musculus basic transcription factor 3-like 4 (Btf3l4), mRNA [NM_027453]	Mm.379178	70533	ENSMUST00000102742	TC1572488
A_51_P465582	0.002317771	1.7402493	down	4675.6216	5579.436	6.9818954	6.1826015	NM_024257	chr4:62160215-62160156	Hdhd3	Mus musculus haloacid dehalogenase-like hydrolase domain containing 3 (Hdhd3), mRNA [NM_024257]	Mm.41506	72748	ENSMUST00000037820	TC1580923
A_51_P339858	0.002600556	2.0814967	down	585.52185	587.81104	3.980608	2.9229867	NM_008602	chr18:77392149-77392208	Pias2	Mus musculus protein inhibitor of activated STAT 2 (Pias2), transcript variant 1, mRNA [NM_008602]	Mm.6370	17344	ENSMUST00000114777	TC1593217
A_51_P116699	0.019088853	1.7045978	down	651.31335	762.93384	4.0846534	3.315222	NM_025905	chr7:74871149-74871208	Ttc23	Mus musculus tetratricopeptide repeat domain 23 (Ttc23), transcript variant 1, mRNA [NM_025905]	Mm.249356	67009	ENSMUST00000072071	TC1580662
A_52_P394395	0.000731854	2.7676587	down	21078.943	15771.706	9.153238	7.684572	NM_008991	chr3:121461951-121461892	Abcd3	Mus musculus ATP-binding cassette, sub-family D (ALD), member 3 (Abcd3), mRNA [NM_008991]	Mm.399042	19299	ENSMUST00000029770	TC1572115
A_51_P246773	0.01156219	1.6323627	down	256.18616	325.9625	2.7906997	2.083738	NM_030261	chr9:14130452-14130511	Sesn3	Mus musculus sestrin 3 (Sesn3), mRNA [NM_030261]	Mm.439776	75747	ENSMUST00000034507	TC1582425
A_52_P188070	0.000311114	4.725658	down	253.95825	109.584076	2.7432601	0.50274485	AK019056	chr13:067622118-067622059	Zfp87	Mus musculus adult male stomach cDNA, RIKEN full-length enriched library, clone:2210039O17 product:weakly similar to KRUEPPEL-TYPE ZINC FINGER PROTEIN (FRAGMENT) [Homo sapiens], full insert sequence. [AK019056]	Mm.441857	170763		TC1588241
A_52_P542912	0.004322524	1.9775649	down	5782.818	6042.1973	7.2841816	6.3004565	NM_144846	chr15:63762826-63762767	Fam49b	Mus musculus family with sequence similarity 49, member B (Fam49b), mRNA [NM_144846]	Mm.246108	223601	ENSMUST00000063838	TC1575559
A_51_P333216	0.070134036	1.7243706	down	51.1153	61.735676	0.42451605	-0.36155382	NM_008121	chr3:96854968-96855027	Gja5	Mus musculus gap junction protein, alpha 5 (Gja5), mRNA [NM_008121]	Mm.281816	14613	ENSMUST00000107064	TC1591211
A_51_P508191	2.71E-05	1.7777969	down	3694.291	4291.3965	6.6372857	5.807195	NM_007834	chr16:94719593-94719534	Dscr3	Mus musculus up syndrome critical region gene 3 (Dscr3), mRNA [NM_007834]	Mm.7472	13185	ENSMUST00000023615	TC1574712
A_51_P141860	0.003419047	1.5028791	down	6746.022	9321.7705	7.506485	6.918756	NM_134015	chr11:32646601-32646660	Fbxw11	Mus musculus F-box and WD-40 domain protein 11 (Fbxw11), mRNA [NM_134015]	Mm.28017	103583	ENSMUST00000076383	TC1572401
A_52_P121641	0.006204299	1.5689023	down	1857.8114	2458.6272	5.6508865	5.001131	NM_138589	chr7:129225487-129225546	Ubfd1	Mus musculus ubiquitin family domain containing 1 (Ubfd1), mRNA [NM_138589]	Mm.282122	28018	ENSMUST00000115985	TC1581111
A_51_P192654	4.49E-06	2.900864	down	1287.3221	918.493	5.116923	3.5804403	NM_026536	chr12:70845520-70845579	Atp5s	Mus musculus ATP synthase, H+ transporting, mitochondrial F0 complex, subunit s (Atp5s), nuclear gene encoding mitochondrial protein, mRNA [NM_026536]	Mm.27844	68055		TC1580514
A_51_P515002	0.000770844	2.5842977	down	57.422382	45.881577	0.6253812	-0.74439096	AK048403	chr2:154696662-154696721	C130057N11Rik	Mus musculus 16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130057N11 product:unclassifiable, full insert sequence. [AK048403]	Mm.221440	99061
