Entrez gene ID	Gene Symbol	FDR
358	AQP1	0.048682284
360	AQP3	0.034693878
361	AQP4	0.000571429
367	AR	0
378	ARF4	0.000164204
383	ARG1	0.03934551
400	ARL1	0
435	ASL	0.010797665
440	ASNS	0
468	ATF4	0.031578947
471	ATIC	0.006521739
483	ATP1B3	0
490	ATP2B1	0
506	ATP5B	0.02637987
516	ATP5G1	0.013308688
521	ATP5I	0.000447761
526	ATP6V1B2	0.001566265
527	ATP6V0C	0.009368836
528	ATP6V1C1	0.008910891
545	ATR	0.004144527
595	CCND1	0
604	BCL6	0
633	BGN	0
635	BHMT	0.0015625
636	BICD1	0
641	BLM	0.021088435
644	BLVRA	0.011376673
650	BMP2	0.001421189
664	BNIP3	0
665	BNIP3L	0
673	BRAF	0
682	BSG	0
694	BTG1	0
706	TSPO	0.01778169
729	C6	0.000153374
730	C7	0.002191465
745	C11orf9	0.001375
768	CA9	0.015593835
771	CA12	0
808	CALM3	0.001390645
813	CALU	0.001373283
821	CANX	0.001211306
829	CAPZA1	0.010961538
832	CAPZB	0.019377163
837	CASP4	0
839	CASP6	0
868	CBLB	0
871	SERPINH1	0.002595937
889	KRIT1	0
890	CCNA2	0.000156986
891	CCNB1	0.008491508
904	CCNT1	0.00015674
908	CCT6A	0
948	CD36	0.047643594
968	CD68	0.001558753
973	CD79A	0.022715842
978	CDA	0.016459075
987	LRBA	0
990	CDC6	0.046460177
991	CDC20	0.002296211
997	CDC34	0.03805513
1029	CDKN2A	0
1031	CDKN2C	0.000157233
1033	CDKN3	0
1040	CDS1	0
1051	CEBPB	0.035353535
1052	CEBPD	0
1054	CEBPG	0
1056	CEL	0
1058	CENPA	0.020495303
1063	CENPF	0.00057971
1075	CTSC	0.049452155
1081	CGA	0.012109745
1105	CHD1	0.000165837
1116	CHI3L1	0
1164	CKS2	0
1173	AP2M1	0.000303951
1175	AP2S1	0.000576369
1176	AP3S1	0.012918216
1181	CLCN2	0.017168142
1195	CLK1	0
1196	CLK2	0.017226148
1200	TPP1	0.004931794
1277	COL1A1	0.010951009
1278	COL1A2	0
1281	COL3A1	0
1282	COL4A1	0
1284	COL4A2	0.000159744
1290	COL5A2	0
1293	COL6A3	0.015992812
1299	COL9A3	0
1301	COL11A1	0
1314	COPA	0
1315	COPB1	0.003348214
1317	SLC31A1	0
1337	COX6A1	0.010972089
1340	COX6B1	0.034840218
1345	COX6C	0
1349	COX7B	0.012121212
1356	CP	0
1360	CPB1	0
1363	CPE	0
1366	CLDN7	0.040348221
1371	CPOX	0.039037433
1373	CPS1	0
1397	CRIP2	0.00813253
1401	CRP	0
1410	CRYAB	0
1432	MAPK14	0.033438238
1434	CSE1L	0.001368159
1454	CSNK1E	0
1455	CSNK1G2	0
1462	VCAN	0
1475	CSTA	0
1488	CTBP2	0
1504	CTRB1	0.00015528
1509	CTSD	0
1525	CXADR	0
1535	CYBA	0.007055215
1537	CYC1	0
1545	CYP1B1	0
1549	CYP2A7	0.000706215
1555	CYP2B6	0.036587241
1571	CYP2E1	0.025123153
1595	CYP51A1	0
1601	DAB2	0.000161031
1603	DAD1	0
1613	DAPK3	0
1622	DBI	0
1644	DDC	0
1645	AKR1C1	0
1662	DDX10	0.004670913
1667	DEFA1	0.000304878
1676	DFFA	0.01258216
1717	DHCR7	0
1718	DHCR24	0.002511416
1723	DHODH	0
1727	CYB5R3	0
1729	DIAPH1	0
1736	DKC1	0.003891892
1738	DLD	0
1786	DNMT1	0.004157783
1811	SLC26A3	0
1832	DSP	0
1836	SLC26A2	0
1848	DUSP6	0
1850	DUSP8	0
1852	DUSP9	0.000973574
1854	DUT	0.000160772
1870	E2F2	0.022016807
1871	E2F3	0.007591093
1890	TYMP	0
1917	EEF1A2	0
1936	EEF1D	0.045488166
1942	EFNA1	0
1948	EFNB2	0.000164474
1951	CELSR3	0
1954	MEGF8	0
1956	EGFR	0
1964	EIF1AX	0
1968	EIF2S3	0.000584795
1973	EIF4A1	0.002301496
1974	EIF4A2	0.000165289
1981	EIF4G1	0
2018	EMX2	0.01086324
2022	ENG	0.001216216
2023	ENO1	0
2030	SLC29A1	0.012098299
2041	EPHA1	0.01088632
2043	EPHA4	0.003344482
2059	EPS8	0
2079	ERH	0.001184211
2108	ETFA	0.021525424
2131	EXT1	0.018285214
2146	EZH2	0
2147	F2	0.001481481
2150	F2RL1	0.031662689
2161	F12	0.028869286
2162	F13A1	0.012264151
2167	FABP4	0
2168	FABP1	0.008893281
2171	FABP5	0
2173	FABP7	0
2180	ACSL1	0
2186	BPTF	0
2191	FAP	0
2194	FASN	0
2202	EFEMP1	0.010381978
2207	FCER1G	0.008919722
2215	FCGR3B	0.002304147
2222	FDFT1	0.000158228
2224	FDPS	0
2237	FEN1	0.001295337
2242	FES	0
2243	FGA	0
2244	FGB	0
2248	FGF3	0.014522059
2266	FGG	0
2267	FGL1	0
2288	FKBP4	0
2289	FKBP5	0
2297	FOXD1	0.0085
2305	FOXM1	0
2309	FOXO3	0
2324	FLT4	0.001486989
2335	FN1	0
2346	FOLH1	0
2352	FOLR3	0.024132231
2355	FOSL2	0.042782349
2509	FTH1P5	0
2512	FTL	0
2534	FYN	0
2543	GAGE1	0
2574	GAGE2C	0.001212938
2576	GAGE4	0.00056899
2577	GAGE5	0
2578	GAGE6	0
2579	GAGE7	0.000582242
2593	GAMT	0.009081935
2597	GAPDH	0
2615	LRRC32	0.04360119
2617	GARS	0
2624	GATA2	0.042696629
2632	GBE1	0
2634	GBP2	0.00015456
2638	GC	0
2646	GCKR	0.035298681
2648	KAT2A	0.01138756
2669	GEM	0.014638609
2673	GFPT1	0
2719	GPC3	0.000702247
2752	GLUL	0
2769	GNA15	0
2778	GNAS	0
2783	GNB2	0.001882353
2788	GNG7	0.035935085
2790	GNG10	0
2791	GNG11	0.028157683
2801	GOLGA2	0
2802	GOLGA3	0.0329653
2803	GOLGA4	0.000305344
2805	GOT1	0.008140704
2806	GOT2	0.044988864
2810	SFN	0.035271318
2812	GP1BB	0.000159236
2819	GPD1	0.001236264
2821	GPI	0
2861	GPR37	0.002405498
2878	GPX3	0
2885	GRB2	0
2887	GRB10	0.016444444
2909	GRLF1	0
2932	GSK3B	0
2939	GSTA2	0.003715847
2956	MSH6	0.003337041
2971	GTF3A	0.016114593
2972	BRF1	0.004072883
2982	GUCY1A3	0
2983	GUCY1B3	0.001305483
2993	GYPA	0
2997	GYS1	0
3006	HIST1H1C	0
3010	HIST1H1T	0.036111111
3012	HIST1H2AE	0
3014	H2AFX	0
3015	H2AFZ	0.000705219
3017	HIST1H2BD	0
3026	HABP2	0
3036	HAS1	0.03016
3039	HBA1	0
3043	HBB	0
3045	HBD	0
3046	HBE1	0.007062436
3047	HBG1	0.003812636
3075	CFH	0.000980392
3078	CFHR1	0
3091	HIF1A	0
3097	HIVEP2	0.000585652
3099	HK2	0.021124361
3110	MNX1	0
3142	HLX	0.023230641
3146	HMGB1	0.003808487
3148	HMGB2	0
3150	HMGN1	0.01821366
3157	HMGCS1	0
3161	HMMR	0.00210035
3162	HMOX1	0
3178	HNRNPA1	0.015808491
3181	HNRNPA2B1	0
3182	HNRNPAB	0
3183	HNRNPC	0.019914163
3190	HNRNPK	0.014808044
3202	HOXA5	0.012640449
3223	HOXC6	0
3240	HP	0
3248	HPGD	0
3249	HPN	0.015272727
3251	HPRT1	0
3263	HPX	0.00136646
3265	HRAS	0
3276	PRMT1	0
3281	HSBP1	0
3292	HSD17B1	0.038302752
3294	HSD17B2	0.001568154
3295	HSD17B4	0
3297	HSF1	0
3299	HSF4	0.046494465
3300	DNAJB2	0
3301	DNAJA1	0
3303	HSPA1A	0
3306	HSPA2	0
3308	HSPA4	0.003719912
3309	HSPA5	0
3310	HSPA6	0
3315	HSPB1	0
3320	HSP90AA1	0
3329	HSPD1	0
3336	HSPE1	0
3337	DNAJB1	0
3381	IBSP	0.004059829
3384	ICAM2	0.003436807
3417	IDH1	0.012942272
3425	IDUA	0.012930233
3428	IFI16	0.034870993
3431	SP110	0.001549464
3475	IFRD1	0
3480	IGF1R	0.008517034
3484	IGFBP1	0.00097629
3486	IGFBP3	0.000444444
3487	IGFBP4	0.012417686
3493	IGHA1	0.00188457
3507	IGHM	0.019655172
3514	IGKC	0
3535	IGL@	0
3552	IL1A	0.001581509
3554	IL1R1	0.019060052
3561	IL2RG	0.00668037
3565	IL4	0.015827338
3570	IL6R	0
3575	IL7R	0.039007634
3612	IMPA1	0
3613	IMPA2	0
3614	IMPDH1	0.018054338
3625	INHBB	0
3636	INPPL1	0.000566572
3638	INSIG1	0
3643	INSR	0
3646	EIF3E	0
3651	PDX1	0.048460411
3665	IRF7	0.01425943
3681	ITGAD	0.003626374
3703	STT3A	0
3714	JAG2	0
3735	KARS	0.000589102
3746	KCNC1	0.038179036
3775	KCNK1	0.003896104
3785	KCNQ2	0.002298851
3786	KCNQ3	0.043410276
3804	KIR2DL3	0.032780411
3817	KLK2	0.036083269
3838	KPNA2	0.001880141
3842	TNPO1	0
3848	KRT1	0.039817629
3858	KRT10	0
3880	KRT19	0.021885522
3912	LAMB1	0
3927	LASP1	0.043442623
3939	LDHA	0
3980	LIG3	0.013388735
3987	LIMS1	0.01958585
3992	FADS1	0
3993	LLGL2	0.01979346
3995	FADS3	0.006029106
4001	LMNB1	0
4015	LOX	0
4040	LRP6	0.001658768
4041	LRP5	0.001293661
4060	LUM	0.000160514
4067	LYN	0
4071	TM4SF1	0
4072	EPCAM	0
4082	MARCKS	0.00409042
4086	SMAD1	0
4090	SMAD5	0
4100	MAGEA1	0.031796502
4102	MAGEA3	0
4103	MAGEA4	0.023076923
4104	MAGEA5	0
4111	MAGEA12	0
4124	MAN2A1	0.021070518
4128	MAOA	0
4140	MARK3	0.030184147
4150	MAZ	0
4162	MCAM	0.024277457
4176	MCM7	0.023631841
4190	MDH1	0
4191	MDH2	0.007121058
4192	MDK	0
4199	ME1	0.014101382
4221	MEN1	0.004661017
4232	MEST	0
4277	MICB	0.00016129
4288	MKI67	0.028122482
4291	MLF1	0.027925747
4293	MAP3K9	0.00259887
4296	MAP3K11	0.021507197
4297	MLL	0.019200695
4299	AFF1	0
4318	MMP9	0.000158479
4319	MMP10	0.014508724
4320	MMP11	0.002497162
4321	MMP12	0.003904555
4345	CD200	0.004942166
4430	MYO1B	0.001201602
4495	MT1G	0.006321244
4521	NUDT1	0.011036468
4594	MUT	0
4597	MVD	0
4601	MXI1	0.002491506
4605	MYBL2	0
4651	MYO10	0
4661	MYT1	0.038007663
4683	NBN	0.000163132
4686	NCBP1	0.041446873
4691	NCL	0
4706	NDUFAB1	0
4707	NDUFB1	0.00016
4717	NDUFC1	0
4719	NDUFS1	0.001308901
4726	NDUFS6	0.001217862
4728	NDUFS8	0.034921875
4771	NF2	0.011365807
4782	NFIC	0.007497467
4792	NFKBIA	0.001227831
4800	NFYA	0
4804	NGFR	0.001395939
4811	NID1	0.00371179
4820	NKTR	0.001387137
4821	NKX2-2	0
4830	NME1	0
4831	NME2	0
4837	NNMT	0
4839	NOP2	0.012429379
4849	CNOT3	0.002699663
4852	NPY	0
4854	NOTCH3	0.008582834
4860	PNP	0.030990415
4864	NPC1	0.039787396
4898	NRD1	0.001226158
4900	NRGN	0.002905028
4922	NTS	0.013253012
4925	NUCB2	0
4946	OAZ1	0
4950	OCLN	0
4953	ODC1	0
4999	ORC2	0.003638368
5025	P2RX4	0.047941176
5033	P4HA1	0
5034	P4HB	0
5052	PRDX1	0.002199074
5054	SERPINE1	0
5094	PCBP2	0
5096	PCCB	0
5105	PCK1	0.00015873
5106	PCK2	0.000160256
5116	PCNT	0.021706081
5127	CDK16	0
5138	PDE2A	0.027184466
5163	PDK1	0
5165	PDK3	0.035225505
5167	ENPP1	0.007033639
5175	PECAM1	0.000162075
5211	PFKL	0.001583435
5214	PFKP	0.015884477
5217	PFN2	0
5223	PGAM1	0.001575758
5225	PGC	0.000445765
5230	PGK1	0
5256	PHKA2	0.001468788
5265	SERPINA1	0.000301659
5270	SERPINE2	0
5274	SERPINI1	0.00015949
5290	PIK3CA	0.007505071
5295	PIK3R1	0.000966851
5304	PIP	0.001229508
5307	PITX1	0
5327	PLAT	0
5340	PLG	0.042578711
5347	PLK1	0.0024
5352	PLOD2	0
5358	PLS3	0.006508264
5359	PLSCR1	0
5366	PMAIP1	0.028926282
5387	PMS2P3	0.015870153
5395	PMS2	0.001413882
5411	PNN	0.00130039
5414	39328	0.012593985
5420	PODXL	0.007069672
5423	POLB	0.024897288
5424	POLD1	0
5425	POLD2	0.008508509
5434	POLR2E	0.015195632
5437	POLR2H	0
5439	POLR2J	0.040513983
5441	POLR2L	0.001656805
5447	POR	0.022483221
5450	POU2AF1	0.032247816
5451	POU2F1	0.042899851
5468	PPARG	0.008730159
5469	MED1	0
5471	PPAT	0.014977169
5478	PPIA	0.012652296
5479	PPIB	0
5509	PPP1R3D	0.001652893
5515	PPP2CA	0.001221167
5524	PPP2R4	0.003800217
5525	PPP2R5A	0.028812199
5526	PPP2R5B	0.011333333
5529	PPP2R5E	0
5530	PPP3CA	0
5552	SRGN	0.00122449
5565	PRKAB2	0
5576	PRKAR2A	0.028180354
5577	PRKAR2B	0
5584	PRKCI	0
5585	PKN1	0
5586	PKN2	0
5606	MAP2K3	0
5634	PRPS2	0.023655914
5635	PRPSAP1	0
5649	RELN	0.001570048
5650	KLK7	0.043791822
5653	KLK6	0.000578035
5681	PSKH1	0.035398916
5682	PSMA1	0.020017109
5684	PSMA3	0.012861137
5706	PSMC6	0.001388889
5709	PSMD3	0.000570613
5721	PSME2	0.000157729
5723	PSPH	0
5725	PTBP1	0.000154799
5739	PTGIR	0.02325
5757	PTMA	0
5801	PTPRR	0.036866359
5802	PTPRS	0.018499127
5806	PTX3	0.018570183
5810	RAD1	0
5813	PURA	0.014652015
5820	PVT1	0.01272217
5829	PXN	0.017387467
5831	PYCR1	0
5862	RAB2A	0.007568113
5863	RGL2	0.011787072
5870	RAB6A	0.03983308
5879	RAC1	0.040106141
5885	RAD21	0
5886	RAD23A	0.006687243
5887	RAD23B	0.011798287
5898	RALA	0
5901	RAN	0
5902	RANBP1	0.012252592
5905	RANGAP1	0
5910	RAP1GDS1	0.010449219
5920	RARRES3	0.019184028
5922	RASA2	0.000568182
5927	KDM5A	0
5929	RBBP5	0.002090592
5930	RBBP6	0.001196809
5950	RBP4	0.004746835
5962	RDX	0
5965	RECQL	0.006224066
5976	UPF1	0.001476015
5982	RFC2	0
5984	RFC4	0
5985	RFC5	0.021106383
5987	TRIM27	0.012873134
5997	RGS2	0.012037915
6004	RGS16	0.044799406
6016	RIT1	0
6035	RNASE1	0.041966967
6046	BRD2	0
6119	RPA3	0.000163934
6128	RPL6	0.004153355
6150	MRPL23	0.035326087
6152	RPL24	0.002093023
6156	RPL30	0.007575758
6157	RPL27A	0.047608536
6167	RPL37	0.021772152
6173	RPL36A	0.004947368
6182	MRPL12	0
6184	RPN1	0
6192	RPS4Y1	0.001560624
6197	RPS6KA3	0.034119497
6231	RPS26	0
6240	RRM1	0
6259	RYK	0.028064516
6278	S100A7	0.045333333
6279	S100A8	0
6280	S100A9	0
6300	MAPK12	0.02649919
6303	SAT1	0
6307	SC4MOL	0
6311	ATXN2	0
6318	SERPINB4	0.00698152
6338	SCNN1B	0.001660735
6342	SCP2	0.001589242
6362	CCL18	0.001408451
6364	CCL20	0.016053812
6382	SDC1	0
6383	SDC2	0.000443787
6386	SDCBP	0
6391	SDHC	0
6396	SEC13	0.010896818
6400	SEL1L	0
6402	SELL	0
6414	SEPP1	0.005439331
6421	SFPQ	0.01037182
6429	SRSF4	0
6432	SRSF7	0.000163399
6439	SFTPB	0.001555024
6449	SGTA	0
6464	SHC1	0.034639498
6472	SHMT2	0
6478	SIAH2	0.001875733
6480	ST6GAL1	0
6495	SIX1	0
6506	SLC1A2	0.039054157
6512	SLC1A7	0.00399137
6520	SLC3A2	0.042010503
6521	SLC4A1	0
6523	SLC5A1	0.016399287
6526	SLC5A3	0.02875502
6566	SLC16A1	0
6576	SLC25A1	0
6581	SLC22A3	0.010613437
6590	SLPI	0
6610	SMPD2	0.035046729
6617	SNAPC1	0.022696817
6619	SNAPC3	0.0093412
6624	FSCN1	0
6625	SNRNP70	0.036027714
6634	SNRPD3	0
6635	SNRPE	0.017460317
6636	SNRPF	0
6637	SNRPG	0.001571947
6647	SOD1	0
6648	SOD2	0.000567376
6650	SOLH	0
6658	SOX3	0.021458863
6659	SOX4	0
6675	UAP1	0.002105263
6678	SPARC	0
6690	SPINK1	0
6696	SPP1	0
6713	SQLE	0
6723	SRM	0.01925412
6728	SRP19	0.00015625
6733	SRPK2	0
6742	SSBP1	0.007048008
6758	SSX5	0.000162338
6759	SSX4	0
6774	STAT3	0
6781	STC1	0
6782	HSPA13	0.031528662
6788	STK3	0.026362897
6790	AURKA	0
6794	STK11	0.041534989
6809	STX3	0
6817	SULT1A1	0
6856	SYPL1	0.013091922
6868	ADAM17	0
6874	TAF4	0.019237435
6879	TAF7	0.025327869
6881	TAF10	0.020819113
6886	TAL1	0.032912391
6897	TARS	0
6907	TBL1X	0.031015188
6921	TCEB1	0
6940	ZNF354A	0
6953	TCP10	0.022502099
6990	DYNLT3	0.00130719
6996	TDG	0
7013	TERF1	0.019948409
7020	TFAP2A	0
7021	TFAP2B	0.002293578
7035	TFPI	0
7037	TFRC	0.00157385
7047	TGM4	0
7052	TGM2	0
7058	THBS2	0
7068	THRB	0.037068304
7070	THY1	0
7071	KLF10	0.00138539
7075	TIE1	0
7076	TIMP1	0
7083	TK1	0
7086	TKT	0.007560484
7103	TSPAN8	0
7122	CLDN5	0.00291807
7123	CLEC3B	0.014665445
7127	TNFAIP2	0.011859583
7133	TNFRSF1B	0.048384728
7150	TOP1	0.015855856
7153	TOP2A	0
7158	TP53BP1	0.008902077
7163	TPD52	0.011775878
7165	TPD52L2	0.001181102
7167	TPI1	0
7182	NR2C2	0.031284916
7184	HSP90B1	0
7203	CCT3	0
7204	TRIO	0
7262	PHLDA2	0.048571429
7266	DNAJC7	0.01632471
7272	TTK	0.001192053
7276	TTR	0
7280	TUBB2A	0.001474201
7283	TUBG1	0.023275145
7288	TULP2	0.015118397
7301	TYRO3	0
7307	U2AF1	0
7322	UBE2D2	0.007040816
7324	UBE2E1	0
7327	UBE2G2	0
7328	UBE2H	0.000155521
7336	UBE2V2	0.02190396
7357	UGCG	0
7364	UGT2B7	0.001302083
7366	UGT2B15	0
7368	UGT8	0
7374	UNG	0
7381	UQCRB	0
7388	UQCRH	0
7392	USF2	0
7416	VDAC1	0
7422	VEGFA	0
7424	VEGFC	0.00029985
7430	EZR	0.001404853
7436	VLDLR	0.046381093
7448	VTN	0
7450	VWF	0.001547619
7474	WNT5A	0.011344137
7494	XBP1	0.017910448
7514	XPO1	0.001195219
7525	YES1	0.031553785
7529	YWHAB	0
7531	YWHAE	0.0413273
7533	YWHAH	0
7593	MZF1	0
7644	ZNF91	0
7678	ZNF124	0
7694	ZNF135	0.004081633
7700	ZNF141	0.02114237
7704	ZBTB16	0
7705	ZNF146	0
7706	TRIM25	0.008738828
7755	ZNF205	0.015656109
7756	ZNF207	0.025429272
7803	PTP4A1	0
7805	LAPTM5	0.025877551
7850	IL1R2	0
7851	MALL	0.001203209
7852	CXCR4	0
7874	USP7	0
7922	SLC39A7	0
7941	PLA2G7	0.021489002
7979	SHFM1	0
8045	RASSF7	0.0264013
8087	FXR1	0
8099	CDK2AP1	0
8106	PABPN1	0.00123119
8140	SLC7A5	0
8165	AKAP1	0
8202	NCOA3	0
8241	RBM10	0.003329634
8270	LAGE3	0.010459433
8295	TRRAP	0
8301	PICALM	0.004086022
8334	HIST1H2AC	0
8337	HIST2H2AA3	0
8339	HIST1H2BG	0.0025
8349	HIST2H2BE	0
8351	HIST1H3D	0
8357	HIST1H3H	0
8364	HIST1H4C	0
8368	HIST1H4L	0
8399	PLA2G10	0.000157978
8405	SPOP	0.049488304
8440	NCK2	0.016068223
8445	DYRK2	0.013745387
8459	TPST2	0.00669413
8473	OGT	0.00030303
8475	EPR1	0
8500	PPFIA1	0.016039427
8525	DGKZ	0
