Probe Set ID	Unigene(Avadis)	Gene Title	Gene Symbol	Fold change	p-value
242271_at	Hs.164073	solute carrier family 26, member 9	SLC26A9	22.940903	0.009065812
204470_at	Hs.789	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	CXCL1	21.629421	0.000482632
1556066_at	Hs.103915	jumonji domain containing 3	JMJD3	18.329874	0.003096791
210390_s_at	Hs.272493	chemokine (C-C motif) ligand 14 /// chemokine (C-C motif) ligand 15	CCL14 /// CCL15	18.306015	0.00116991
218995_s_at	Hs.506423	endothelin 1	EDN1	17.91334	0.001328453
1554911_at	Hs.335891	ATP-binding cassette, sub-family C (CFTR/MRP), member 11	ABCC11	17.793304	0.008680057
209211_at	Hs.508234	Kruppel-like factor 5 (intestinal)	KLF5	17.438139	0.006976385
231524_at	Hs.157818	potassium voltage-gated channel, shaker-related subfamily, beta member 1	KCNAB1	16.44426	0.009652038
214576_at	Hs.248189	keratin, hair, acidic, 6	KRTHA6	15.588261	0.004297777
215078_at	Hs.487046	superoxide dismutase 2, mitochondrial	SOD2	15.336155	0.04053986
219085_s_at	Hs.466919	gem (nuclear organelle) associated protein 7	GEMIN7	15.177833	0.014601738
1557419_a_at	Hs.268785	Acyl-CoA synthetase long-chain family member 4	ACSL4	14.583235	0.045303013
244780_at	Hs.210043	sphingosine-1-phosphate phosphotase 2	SGPP2	14.561279	0.021081932
1554675_a_at	Hs.501586	chromosome 10 open reading frame 94	C10orf94	14.495718	0.01609592
219106_s_at	Hs.50550	kelch repeat and BTB (POZ) domain containing 10	KBTBD10	14.471539	0.027874675
227180_at	Hs.274256	ELOVL family member 7, elongation of long chain fatty acids (yeast)	ELOVL7	14.263981	0.012211616
216056_at	Hs.502328	CD44 antigen (homing function and Indian blood group system)	CD44	14.223682	0.015540298
237459_at	Hs.506415	PCTAIRE protein kinase 2	PCTK2	13.876315	0.002858423
243296_at	Hs.489615	Pre-B-cell colony enhancing factor 1	PBEF1	13.088568	0.01114703
242041_at	Hs.370147	hypothetical protein FLJ22490	FLJ22490	12.708986	0.04297078
242728_at	Hs.35490	KIAA0350 protein	KIAA0350	12.484035	0.00583858
213524_s_at	Hs.432132	putative lymphocyte G0/G1 switch gene	G0S2	12.361475	0.009866529
229158_at	Hs.105448	WNK lysine deficient protein kinase 4	WNK4	12.2755	0.014136653
237687_at	Hs.31795	hypothetical protein LOC283737	LOC283737	11.931514	0.000523158
201631_s_at	Hs.76095	immediate early response 3	IER3	11.797563	0.001608011
209706_at	Hs.55999	NK3 transcription factor related, locus 1 (Drosophila)	NKX3-1	11.583379	0.004413112
218810_at	Hs.471918	hypothetical protein FLJ23231	FLJ23231	11.518754	0.013053256
244414_at	Hs.428214	Mastermind-like 2 (Drosophila)	MAML2	11.412802	0.012582229
225316_at	Hs.75668	hypothetical protein FLJ14490	FLJ14490	11.350459	0.0149667
225934_at	Hs.515698	hypothetical protein LOC148413 /// similar to hypothetical protein LOC148413	LOC148413 /// LOC440746	11.276399	0.005910575
204533_at	Hs.413924	chemokine (C-X-C motif) ligand 10	CXCL10	10.768303	0.014406499
205767_at	Hs.115263	epiregulin	EREG	10.380767	0.004942891
244860_at	Hs.167451	KIAA0999 protein	KIAA0999	10.186745	0.035084084
236474_at	Hs.435535	Zinc finger protein 395	ZNF395	9.662576	0.013729965
219500_at	Hs.502977	cardiotrophin-like cytokine	CLC	9.513154	0.010135462
202509_s_at	Hs.525607	tumor necrosis factor, alpha-induced protein 2	TNFAIP2	9.41378	0.008313274
206596_s_at	Hs.89606	neural retina leucine zipper	NRL	9.364329	0.011022689
1556378_a_at	Hs.521524	hypothetical gene supported by BC032955 /// hypothetical gene supported by AK127288; AY343901	LOC401530 /// LOC440896	9.249133	0.041586805
236655_at	Hs.368433	Tumor protein D52	TPD52	8.975194	0.00747334
234153_at	Hs.434494	Synaptojanin 2	SYNJ2	8.893204	0.021210402
1563692_at	Hs.1650	Solute carrier family 26, member 3	SLC26A3	8.745375	0.002787564
242542_at	Hs.102471	Phosphatase and actin regulator 2	PHACTR2	8.593981	0.012412355
228377_at	Hs.446164	kelch-like 14 (Drosophila)	KLHL14	8.517651	0.008506702
233178_at	Hs.112148	TGFB-induced factor 2-like, Y-linked	TGIF2LY	8.451575	0.000103115
1555445_at	Hs.491813	carbonic anhydrase VIII	CA8	8.324224	0.006289438
202638_s_at	Hs.515126	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor	ICAM1	8.215631	0.003756771
37892_at	Hs.523446	collagen, type XI, alpha 1	COL11A1	8.1895485	0.040406175
236982_at	Hs.474010	Pituitary tumor-transforming 1 interacting protein	PTTG1IP	8.18451	0.02283326
230170_at	Hs.248156	oncostatin M	OSM	8.1164255	0.025345948
205912_at	Hs.501135	pancreatic lipase	PNLIP	8.095153	0.014454939
205599_at	Hs.531251	TNF receptor-associated factor 1	TRAF1	8.048773	0.022272415
1569168_at	Hs.171909	U2(RNU2) small nuclear RNA auxiliary factor 1-like 2	U2AF1L2	7.9770937	0.004151225
235549_at	Hs.148741	IBR domain containing 2	IBRDC2	7.9041886	0.03389696
242329_at		hypothetical LOC401317	LOC401317	7.9033422	0.004946673
209210_s_at	Hs.509343	pleckstrin homology domain containing, family C (with FERM domain) member 1	PLEKHC1	7.885272	0.03469965
241590_at	Hs.484363	Ring finger protein 130	RNF130	7.842454	0.01958703
244610_x_at	Hs.475688	Ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)	UBE2E2	7.800974	0.001051419
236889_at	Hs.507162	Hypothetical protein FLJ12750	FLJ12750	7.7504015	0.009127215
221801_x_at	Hs.521461	neurofilament, light polypeptide 68kDa	NEFL	7.7401376	0.004426745
1560781_at	Hs.377188	hypothetical protein FLJ35709	FLJ35709	7.7148776	0.004738498
215870_s_at	Hs.319438	phospholipase A2, group V	PLA2G5	7.7137647	0.009067115
212012_at	Hs.332197	Melanoma associated gene	D2S448	7.647834	0.004453984
205990_s_at	Hs.152213	wingless-type MMTV integration site family, member 5A	WNT5A	7.5743976	0.024070365
242320_at	Hs.220950	Forkhead box O3A	FOXO3A	7.4925575	0.004991268
205266_at	Hs.2250	leukemia inhibitory factor (cholinergic differentiation factor)	LIF	7.4741306	0.04092236
240463_at	Hs.501252	Transforming, acidic coiled-coil containing protein 2	TACC2	7.4690547	0.03742207
220091_at	Hs.244378	solute carrier family 2 (facilitated glucose transporter), member 6	SLC2A6	7.425881	0.005378979
232504_at	Hs.406790	hypothetical protein LOC285628	LOC285628	7.4246683	0.012125849
211586_s_at	Hs.268942	ATPase, Ca++ transporting, plasma membrane 2	ATP2B2	7.4070034	0.010285217
209098_s_at	Hs.224012	jagged 1 (Alagille syndrome)	JAG1	7.3394084	0.027966028
201041_s_at	Hs.171695	dual specificity phosphatase 1	DUSP1	7.229186	0.010041559
206036_s_at	Hs.370620	v-rel reticuloendotheliosis viral oncogene homolog (avian)	REL	7.1590843	0.000868224
209038_s_at	Hs.523774	EH-domain containing 1	EHD1	7.1284947	0.04781552
202549_at	Hs.182625	VAMP (vesicle-associated membrane protein)-associated protein B and C	VAPB	7.062546	0.044416953
219102_at	Hs.439184	reticulocalbin 3, EF-hand calcium binding domain	RCN3	6.9635077	0.011145994
1559136_s_at	Hs.303154	Iduronate 2-sulfatase (Hunter syndrome) /// Clone 161455-2-3 B cell expressed mRNA from chromosome X.	IDS	6.9575605	0.004265309
241252_at	Hs.99480	Hypothetical protein LOC157570	LOC157570	6.953601	0.004294655
206186_at	Hs.396566	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	MPP3	6.518718	0.019830558
238893_at	Hs.136888	hypothetical protein LOC338758	LOC338758	6.4978423	0.007144898
227481_at	Hs.16064	membrane associated guanylate kinase interacting protein-like 1	MAGI1	6.481087	0.039700802
200800_s_at	Hs.520028	heat shock 70kDa protein 1A /// heat shock 70kDa protein 1B	HSPA1A /// HSPA1B	6.446104	0.001987051
206907_at	Hs.1524	tumor necrosis factor (ligand) superfamily, member 9	TNFSF9	6.4459987	0.007577817
242982_x_at	Hs.285724	integrin, beta 8	ITGB8	6.4422884	0.040679142
202643_s_at	Hs.211600	tumor necrosis factor, alpha-induced protein 3	TNFAIP3	6.428659	0.011004321
225491_at	Hs.502338	solute carrier family 1 (glial high affinity glutamate transporter), member 2	SLC1A2	6.4255514	0.008037209
235682_s_at	Hs.502612	heat shock 27kDa protein family, member 7 (cardiovascular)	HSPB7	6.422964	0.013660433
239884_at	Hs.127013	Ca2+-dependent secretion activator	CADPS	6.315174	0.03143978
217517_x_at	Hs.285197	SFRS protein kinase 2	SRPK2	6.288349	0.001884045
205792_at	Hs.194679	WNT1 inducible signaling pathway protein 2	WISP2	6.169192	0.035163503
207433_at	Hs.193717	interleukin 10	IL10	6.1208067	0.02739026
209636_at	Hs.73090	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	NFKB2	6.1094146	0.02121749
215630_at	Hs.98910	Raft-linking protein	RAFTLIN	6.109047	0.00305604
212561_at	Hs.501857	RAB6 interacting protein 1	RAB6IP1	6.091858	0.001087008
203304_at	Hs.533336	BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)	BAMBI	5.98668	0.032604452
203096_s_at	Hs.113912	Rap guanine nucleotide exchange factor (GEF) 2	RAPGEF2	5.924491	0.02897159
1552711_a_at	Hs.27475	hypothetical protein FLJ32499	FLJ32499	5.884112	0.01600338
241107_at	Hs.132868	Ubiquitin specific protease 32	USP32	5.8821297	0.003441205
212930_at	Hs.506276	ATPase, Ca++ transporting, plasma membrane 1	ATP2B1	5.878018	0.001048493
207560_at	Hs.459187	solute carrier family 28 (sodium-coupled nucleoside transporter), member 1	SLC28A1	5.8476167	0.049238566
1562792_at	Hs.134190	Hypothetical protein LOC152519	LOC152519	5.823894	0.004994019
221085_at	Hs.241382	tumor necrosis factor (ligand) superfamily, member 15	TNFSF15	5.794663	0.04673323
230188_at	Hs.4285	hypothetical protein LOC348938	LOC348938	5.77093	0.000349042
204200_s_at	Hs.1976	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	PDGFB	5.7479897	0.011207146
231779_at	Hs.424542	interleukin-1 receptor-associated kinase 2	IRAK2	5.7073827	0.022049863
1553523_at	Hs.449637	NACHT, leucine rich repeat and PYD containing 14	NALP14	5.6556916	0.009361641
1563465_at	Hs.195979	polycystic kidney disease 1 like 1	PKD1L1	5.647604	0.014420101
1555053_at	Hs.177193	synaptotagmin IX	SYT9	5.6290894	0.004540298
227006_at	Hs.348037	protein phosphatase 1, regulatory (inhibitor) subunit 14A	PPP1R14A	5.5923944	0.003560867
219497_s_at	Hs.370549	B-cell CLL/lymphoma 11A (zinc finger protein)	BCL11A	5.483163	0.011054178
209355_s_at	Hs.405156	phosphatidic acid phosphatase type 2B	PPAP2B	5.4809604	0.009225088
240655_at	Hs.150693	Activated leukocyte cell adhesion molecule	ALCAM	5.4022303	0.007007299
214955_at	Hs.370885	transmembrane protease, serine 6	TMPRSS6	5.373366	0.005416052
202014_at	Hs.76556	protein phosphatase 1, regulatory (inhibitor) subunit 15A	PPP1R15A	5.349925	0.02999365
238987_at	Hs.272011	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	B4GALT1	5.3436646	0.022449648
202628_s_at	Hs.414795	serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	SERPINE1	5.3132997	1.51581E-05
1557895_at	Hs.375092	FLJ35934 protein	FLJ35934	5.241652	0.048109002
232935_at	Hs.507798	Lipoma HMGIC fusion partner	LHFP	5.1629105	0.038339
238138_at	Hs.390650	similar to High mobility group protein 4 (HMG-4) (High mobility group protein 2a) (HMG-2a)	LOC389352	5.1604786	0.017544635
237938_at	Hs.488293	Epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	EGFR	5.1423674	0.043886747
1564601_at	Hs.322826	hypothetical protein LOC286123	LOC286123	5.1283245	0.003185432
208571_at	Hs.458747	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A /// acidic (leucine-rich) nuclear phosphoprotein 32 family, member D /// acidic (leucine-rich) nuclear phosphoprotein 32 family, member C	ANP32A /// ANP32D /// ANP32C	5.1017914	0.009118249
222227_at	Hs.189826	Zinc finger protein 236	ZNF236	5.0888743	0.044139147
1555938_x_at	Hs.533317	vimentin	VIM	5.063848	0.014353858
1553886_at	Hs.528323	hypothetical protein MGC35338	MGC35338	5.0062494	0.03520914
1559953_at	Hs.8765	DEAD (Asp-Glu-Ala-Asp) box polypeptide 42	DDX42	4.9846196	0.011486329
1554999_at	Hs.480068	RasGEF domain family, member 1B	RASGEF1B	4.9768534	0.027486462
1555315_a_at	Hs.446125	male germ cell-associated kinase	MAK	4.9655724	0.020484108
210628_x_at	Hs.466766	latent transforming growth factor beta binding protein 4	LTBP4	4.9623113	0.001762866
204924_at	Hs.519033	toll-like receptor 2	TLR2	4.952658	0.001490273
202760_s_at	Hs.259461	PALM2-AKAP2 protein	PALM2-AKAP2	4.934797	0.028121043
204463_s_at	Hs.183713	endothelin receptor type A	EDNRA	4.915306	0.031380072
209742_s_at	Hs.75535	myosin, light polypeptide 2, regulatory, cardiac, slow	MYL2	4.899976	0.044946443
231070_at	Hs.310225	chromosome 6 open reading frame 71	C6orf71	4.885361	0.008968758
210450_at	Hs.81221	hypothetical protein LOC90925	LOC90925	4.8378873	0.015981965
1561600_at	Hs.335205	Slingshot homolog 2 (Drosophila)	SSH2	4.8191366	0.041211516
205508_at	Hs.436646	sodium channel, voltage-gated, type I, beta	SCN1B	4.7703032	0.013993496
1566959_at	Hs.429434	GRB2-associated binding protein 2	GAB2	4.7491035	0.02684383
227845_s_at	Hs.7423	src homology 2 domain-containing transforming protein D	SHD	4.7377934	0.035518378
201236_s_at	Hs.519162	BTG family, member 2	BTG2	4.7172046	0.012698341
201502_s_at	Hs.81328	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	NFKBIA	4.7139993	0.014038898
202734_at	Hs.515094	thyroid hormone receptor interactor 10	TRIP10	4.691319	0.027026638
204958_at	Hs.153640	polo-like kinase 3 (Drosophila)	PLK3	4.679834	0.001619477
205143_at	Hs.169047	chondroitin sulfate proteoglycan 3 (neurocan)	CSPG3	4.677614	0.011502583
233681_at	Hs.307025	keratin associated protein 3-3	KRTAP3-3	4.650549	0.014486484
240594_at	Hs.269092	Chromodomain protein, Y-like	CDYL	4.636918	0.03188337
209239_at	Hs.431926	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)	NFKB1	4.618498	0.000169237
237409_at	Hs.380277	Death-associated protein kinase 1	DAPK1	4.6184573	0.019945938
226968_at	Hs.97858	kinesin family member 1B	KIF1B	4.5918937	0.017044868
243890_at	Hs.497626	Plexin A2	PLXNA2	4.5708966	0.045317963
227225_at	Hs.523057	hypothetical gene supported by AK125693	LOC439985	4.555916	0.038352646
1560861_at	Hs.316931	Src family associated phosphoprotein 1	SCAP1	4.5256424	0.04997575
1555689_at	Hs.838	CD80 antigen (CD28 antigen ligand 1, B7-1 antigen)	CD80	4.4592505	0.024619814
1553949_at	Hs.352612	IQ motif and Sec7 domain 3	IQSEC3	4.446297	0.024483483
1565804_at	Hs.484779	Homeobox C14	LOC360030	4.410808	0.030573646
236582_at	Hs.369606	Cleavage and polyadenylation specific factor 6, 68kDa	CPSF6	4.3783255	0.042986393
206568_at	Hs.3017	transition protein 1 (during histone to protamine replacement)	TNP1	4.328627	0.016460447
1558299_at	Hs.128846	Protein tyrosine phosphatase, non-receptor type substrate 1	PTPNS1	4.322761	0.001688206
210722_at	Hs.73923	pancreatic lipase-related protein 1	PNLIPRP1	4.287868	0.01269542
240254_at	Hs.34024	TRAF2 and NCK interacting kinase	TNIK	4.2848434	0.036480732
217299_s_at	Hs.492208	Nijmegen breakage syndrome 1 (nibrin)	NBS1	4.223053	0.024249101
209034_at	Hs.75969	proline-rich nuclear receptor coactivator 1	PNRC1	4.2164392	0.027264183
225188_at	Hs.471162	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	RAPH1	4.1775227	0.049426414
231384_at	Hs.411472	Glutamate receptor, ionotropic, N-methyl D-aspartate 2A	GRIN2A	4.1359644	0.04023539
231127_at	Hs.369920	RAP1B, member of RAS oncogene family	RAP1B	4.1147366	0.02066153
209928_s_at	Hs.442619	musculin (activated B-cell factor-1)	MSC	4.095696	0.035386045
1561537_at	Hs.369054	hypothetical gene supported by BC039496	LOC388906	4.095181	0.002858266
1558111_at	Hs.478000	muscleblind-like (Drosophila)	MBNL1	4.08622	0.038913757
213005_s_at	Hs.493272	ankyrin repeat domain 15	ANKRD15	4.067219	0.007555476
241932_at	Hs.508545	Phosphoglycerate dehydrogenase like 1	PHGDHL1	4.064403	0.021392923
1558333_at	Hs.116254	chromosome 22 open reading frame 15	C22orf15	4.0419035	0.03937377
241784_x_at	Hs.480101	DNA helicase HEL308	HEL308	3.9955056	0.000311259
203010_at	Hs.437058	signal transducer and activator of transcription 5A	STAT5A	3.9368136	0.020161573
240786_at	Hs.436100	Notch homolog 4 (Drosophila)	NOTCH4	3.915167	0.008681432
209866_s_at	Hs.28391	latrophilin 3	LPHN3	3.9069238	0.035582237
1558834_s_at	Hs.514662	hypothetical protein MGC26989	MGC26989	3.8812692	0.03522922
231899_at	Hs.376289	KIAA1726 protein	KIAA1726	3.8741605	0.003715212
214421_x_at	Hs.282624	cytochrome P450, family 2, subfamily C, polypeptide 9	CYP2C9	3.860774	0.03771275
231907_at	Hs.159472	V-abl Abelson murine leukemia viral oncogene homolog 2 (arg, Abelson-related gene)	ABL2	3.8397212	0.01599513
236584_at	Hs.107101	hypothetical protein FLJ31031	FLJ31031	3.8341944	0.025467083
210626_at	Hs.463506	A kinase (PRKA) anchor protein 1	AKAP1	3.8159978	0.005130813
219736_at	Hs.519514	tripartite motif-containing 36	TRIM36	3.811349	0.01146525
239400_at	Hs.434138	Tachykinin 4 (hemokinin)	TAC4	3.8074133	0.010493119
243215_at	Hs.8546	Notch homolog 3 (Drosophila)	NOTCH3	3.7974353	0.013068418
1563203_at	Hs.458986	Zinc finger protein 291	ZNF291	3.7901492	0.048975565
215253_s_at	Hs.282326	Down syndrome critical region gene 1	DSCR1	3.787291	0.030674383
217475_s_at	Hs.474596	LIM domain kinase 2	LIMK2	3.7835577	0.01426951
244026_at	Hs.192221	Elongation factor, RNA polymerase II, 2	ELL2	3.7562459	0.001459689
234268_at	Hs.524341	solute carrier family 2 (facilitated glucose transporter), member 13	SLC2A13	3.7517347	0.022440486
240859_at	Hs.482660	zinc finger, FYVE domain containing 16	ZFYVE16	3.7476099	0.009009101
210549_s_at	Hs.169191	chemokine (C-C motif) ligand 23	CCL23	3.7375548	0.04836033
231647_s_at	Hs.415950	immunoglobulin superfamily receptor translocation associated 2	IRTA2	3.734198	0.042032287
1557049_at	Hs.421430	Hypothetical protein LOC149478	LOC149478	3.723772	0.003327707
204103_at	Hs.75703	chemokine (C-C motif) ligand 4	CCL4	3.715391	0.012680836
209892_at	Hs.390420	fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)	FUT4	3.6896346	0.005828349
209959_at	Hs.279522	nuclear receptor subfamily 4, group A, member 3	NR4A3	3.6628907	0.04964156
201925_s_at	Hs.527653	decay accelerating factor for complement (CD55, Cromer blood group system)	DAF	3.6570923	0.002409984
1561155_at	Hs.425633	Creatine kinase, mitochondrial 1 (ubiquitous)	CKMT1	3.6456828	0.012104513
1561523_at	Hs.512805	NYD-SP28 protein	NYD-SP28	3.631179	0.025686022
218033_s_at	Hs.459952	stannin	SNN	3.62435	0.018344266
216627_s_at	Hs.272011	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	B4GALT1	3.6203122	0.020937325
232716_at	Hs.126667	Endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2	EDG2	3.6060028	0.019780882
210512_s_at	Hs.73793	vascular endothelial growth factor	VEGF	3.6050117	0.021956097
233109_at	Hs.101302	Collagen, type XII, alpha 1	COL12A1	3.595982	0.009258391
238235_at	Hs.416108	CDC2-related protein kinase 7	CRK7	3.5938725	0.00538617
213568_at	Hs.253247	odd-skipped related 2 (Drosophila)	OSR2	3.5875158	0.023744097
1563082_at	Hs.434660	Hypothetical protein LOC285045	LOC285045	3.5845644	0.00987551
1565602_at	Hs.407643	Protocadherin 9	PCDH9	3.559217	0.043979783
202912_at	Hs.441047	adrenomedullin	ADM	3.5299172	0.04289387
229160_at	Hs.10653	melanoma associated antigen (mutated) 1-like 1	MUM1L1	3.509136	0.04711258
1561167_at	Hs.504765	Ets variant gene 6 (TEL oncogene)	ETV6	3.5079312	0.03558546
225571_at	Hs.133421	Leukemia inhibitory factor receptor	LIFR	3.5012944	0.044345576
206022_at	Hs.522615	Norrie disease (pseudoglioma)	NDP	3.4793015	0.010046656
239914_at	Hs.277035	Monoglyceride lipase	MGLL	3.4704046	0.016275791
207536_s_at	Hs.193418	tumor necrosis factor receptor superfamily, member 9	TNFRSF9	3.461407	0.010400399
242078_at	Hs.444414	Lymphoid nuclear protein related to AF4	LAF4	3.4484046	0.031129098
207442_at	Hs.2233	colony stimulating factor 3 (granulocyte)	CSF3	3.4426105	0.004231114
213324_at	Hs.195659	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)	SRC	3.4322617	0.002486332
1557057_a_at	Hs.131469	hypothetical protein LOC133491	LOC133491	3.4230604	0.008586872
1557538_at	Hs.159799	Thyroid hormone receptor associated protein 2	THRAP2	3.4007447	0.004414658
203986_at	Hs.109590	genethonin 1	GENX-3414	3.3878956	0.000210429
206813_at	Hs.483811	cardiotrophin 1	CTF1	3.383981	0.037437804
240419_at	Hs.44424	Solute carrier family 6 (neurotransmitter transporter), member 15	SLC6A15	3.3785756	0.011616182
1569843_at	Hs.440364	dynein, cytoplasmic, intermediate polypeptide 1	DNCI1	3.3739097	0.04931379
1563085_at	Hs.282376	Ribosomal protein S4, Y-linked 1	RPS4Y1	3.3697624	0.03429928
202071_at	Hs.252189	syndecan 4 (amphiglycan, ryudocan)	SDC4	3.3499095	0.000957037
237320_at	Hs.445236	hypothetical protein LOC346653	LOC346653	3.3071704	0.00647782
1559156_at	Hs.162458	Protein inhibitor of activated STAT, 1	PIAS1	3.2936983	0.010808246
1557705_a_at	Hs.435767	Phosphate cytidylyltransferase 1, choline, alpha isoform	PCYT1A	3.2818074	0.04201938
221345_at	Hs.248056	G protein-coupled receptor 43	GPR43	3.2724495	0.001569551
200799_at	Hs.520028	heat shock 70kDa protein 1A	HSPA1A	3.2595062	0.005190897
224836_at	Hs.516994	tumor protein p53 inducible nuclear protein 2	TP53INP2	3.2529986	0.005594452
243290_at	Hs.484047	KIBRA protein	KIBRA	3.2487898	0.036508072
207862_at	Hs.379613	uroplakin 2	UPK2	3.248568	0.016086116
214478_at	Hs.444488	secreted phosphoprotein 2, 24kDa	SPP2	3.247289	0.016500989
202068_s_at	Hs.213289	low density lipoprotein receptor (familial hypercholesterolemia)	LDLR	3.2415252	0.01892816
221496_s_at	Hs.474978	transducer of ERBB2, 2	TOB2	3.2343562	0.03943912
242387_at	Hs.289293	hypothetical protein INM01	INM01	3.2336862	0.014550691
1553585_a_at	Hs.546265	melanoma antigen family A, 5	MAGEA5	3.2262652	0.00940006
207282_s_at	Hs.2830	myogenin (myogenic factor 4)	MYOG	3.223368	0.005040868
208100_x_at	Hs.516316	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C /// sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C	SEMA6C	3.219069	0.005835805
226084_at	Hs.335079	microtubule-associated protein 1B	MAP1B	3.2087402	0.009102977
226762_at	Hs.349150	purine-rich element binding protein B	PURB	3.1991146	0.0453592
227529_s_at	Hs.371240	A kinase (PRKA) anchor protein (gravin) 12	AKAP12	3.1775646	0.00167917
214530_x_at	Hs.175437	erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)	EPB41	3.1698494	0.02299688
233474_at	Hs.448912	hypothetical protein LOC284240	LOC284240	3.1634128	0.001399174
227347_x_at	Hs.154029	hairy and enhancer of split 4 (Drosophila)	HES4	3.1439495	0.027593477
209545_s_at	Hs.103755	receptor-interacting serine-threonine kinase 2	RIPK2	3.1348786	0.04955212
204057_at	Hs.137427	Interferon regulatory factor 8 /// Interferon regulatory factor 8	IRF8	3.1278462	0.024550779
222168_at	Hs.459538	Aldehyde dehydrogenase 1 family, member A3	ALDH1A3	3.117205	0.006881279
207422_at	Hs.177984	a disintegrin and metalloproteinase domain 20	ADAM20	3.1124356	0.011262042
240702_at	Hs.210385	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1	HERC1	3.1103933	0.025057036
1558852_at	Hs.200943	NMDA receptor regulated 2	NARG2	3.0881042	0.01479198
232701_at	Hs.471200	Neuropilin 2	NRP2	3.0789208	0.03112814
238886_at	Hs.74137	Transmembrane trafficking protein	TMP21	3.076108	0.020608654
207768_at	Hs.3052	early growth response 4	EGR4	3.0751636	0.046625905
237718_at	Hs.249718	eukaryotic translation initiation factor 4E	EIF4E	3.0748951	0.003262848
224807_at	Hs.515351	KIAA1533	KIAA1533	3.0729392	0.029041812
206034_at	Hs.368077	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 8	SERPINB8	3.0621214	0.022015609
235042_at	Hs.447868	cardiomyopathy associated 1	CMYA1	3.0612776	0.042621527
223767_at	Hs.306199	G protein-coupled receptor 84	GPR84	3.0544498	0.011300326
