EntrezID	Symbol	Description	Location	Type	EnsemblID	log2 | Resting Teff RPKM	log2 | Activated Teff RPKM	log2 | Resting Treg RPKM	log2 | Activated Treg RPKM	LR rest | CD25 vs CD4	LR act | CD25 vs CD4	LR CD4 | act vs rest	LR CD25 | act vs rest
3575	IL7R	interleukin 7 receptor	Plasma Membrane	transmembrane receptor	ENSG00000168685	9.665670331	8.666286066	9.323598065	5.970924166	-0.342072267	-2.6953619	-0.999384266	-3.352673899
8013	NR4A3	nuclear receptor subfamily 4, group A, member 3	Nucleus	ligand-dependent nuclear receptor	ENSG00000119508	0.703151725	1.567702673	1.814337072	5.123422728	1.111185347	3.555720055	0.864550948	3.309085656
55790	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	Cytoplasm	enzyme	ENSG00000147408	4.358136951	3.38941933	5.284622784	2.001447387	0.926485833	-1.387971943	-0.968717622	-3.283175398
8501	SLC43A1	solute carrier family 43, member 1	Plasma Membrane	transporter	ENSG00000149150	0	1.844494246	0.165368984	3.430196277	0.165368984	1.585702031	1.844494246	3.264827293
27033	ZBTB32	zinc finger and BTB domain containing 32	Nucleus	transcription regulator	ENSG00000011590	0	0	0	3.262461582	0	3.262461582	0	3.262461582
152579	SCFD2	sec1 family domain containing 2	unknown	transporter	ENSG00000184178	1.265109623	2.969524857	0.935734713	4.146114223	-0.32937491	1.176589366	1.704415234	3.210379509
3099	HK2	hexokinase 2	Cytoplasm	kinase	ENSG00000159399	0.693595127	2.587000033	0.899276164	4.082217755	0.205681037	1.495217723	1.893404906	3.182941591
4542	MYO1F	myosin IF	unknown	other	ENSG00000142347	2.91999951	2.084144571	3.893733901	0.721707721	0.973734391	-1.362436851	-0.835854938	-3.17202618
9456	HOMER1	homer homolog 1 (Drosophila)	Plasma Membrane	other	ENSG00000152413	0	2.184529873	0	3.169406436	0	0.984876563	2.184529873	3.169406436
467	ATF3	activating transcription factor 3	Nucleus	transcription regulator	ENSG00000162772	0.564012524	2.245990369	0.813650849	3.974987735	0.249638325	1.728997366	1.681977845	3.161336886
56895	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	Cytoplasm	enzyme	ENSG00000026652	2.965789513	0	3.139379377	0	0.173589865	0	-2.965789513	-3.139379377
1491	CTH	cystathionase (cystathionine gamma-lyase)	Cytoplasm	enzyme	ENSG00000116761	0.998173127	1.136484887	0.740124664	3.879053651	-0.258048463	2.742568763	0.13831176	3.138928986
152789	JAKMIP1	janus kinase and microtubule interacting protein 1	Cytoplasm	other	ENSG00000152969	0	0.46706231	0	3.106256545	0	2.639194235	0.46706231	3.106256545
7037	TFRC	transferrin receptor (p90, CD71)	Plasma Membrane	transporter	ENSG00000072274	4.701707377	5.698962628	5.010679841	8.099079761	0.308972464	2.400117133	0.997255251	3.08839992
100170841	C17ORF96	chromosome 17 open reading frame 96	unknown	other	ENSG00000179294	0	0.352195152	0	3.061279598	0	2.709084447	0.352195152	3.061279598
440712	C1ORF186	chromosome 1 open reading frame 186	unknown	other	ENSG00000196533	0	0	3.057336075	0	3.057336075	0	0	-3.057336075
4069	LYZ	lysozyme (renal amyloidosis)	Extracellular Space	enzyme	ENSG00000090382	2.883818248	2.78227409	3.852767983	0.798469092	0.968949734	-1.983804998	-0.101544158	-3.054298891
119559	SFXN4	sideroflexin 4	Cytoplasm	transporter	ENSG00000183605	0.898344253	2.542520064	0.273513459	3.321242631	-0.624830793	0.778722567	1.644175812	3.047729172
1545	CYP1B1	cytochrome P450, family 1, subfamily B, polypeptide 1	Cytoplasm	enzyme	ENSG00000138061	0	1.923254627	0	3.041707823	0	1.118453196	1.923254627	3.041707823
8140	SLC7A5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	Plasma Membrane	transporter	ENSG00000103257	3.577635003	4.219954659	3.304324847	6.343553999	-0.273310156	2.12359934	0.642319656	3.039229151
284018	C17ORF58	chromosome 17 open reading frame 58	unknown	other	ENSG00000186665	0	1.864389494	0	3.013816529	0	1.149427035	1.864389494	3.013816529
57835	SLC4A5	solute carrier family 4, sodium bicarbonate cotransporter, member 5	unknown	transporter	ENSG00000188687	1.56044858	2.599569851	0.735704709	3.718109103	-0.824743872	1.118539252	1.03912127	2.982404394
1043	CD52	CD52 molecule	Plasma Membrane	other	ENSG00000169442	5.955847467	5.864580068	6.614079154	3.643582909	0.658231687	-2.220997159	-0.091267399	-2.970496245
3820	KLRB1	killer cell lectin-like receptor subfamily B, member 1	Plasma Membrane	transmembrane receptor	ENSG00000111796	6.824936353	6.393218759	7.186805841	4.244185547	0.361869488	-2.149033213	-0.431717594	-2.942620295
6275	S100A4	S100 calcium binding protein A4	Cytoplasm	other	ENSG00000196154	5.734580295	4.760211005	6.39515172	3.465326926	0.660571426	-1.294884079	-0.974369289	-2.929824794
5422	POLA1	polymerase (DNA directed), alpha 1, catalytic subunit	Nucleus	enzyme	ENSG00000101868	0	2.707779439	0.350582272	3.260095302	0.350582272	0.552315863	2.707779439	2.90951303
6541	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	Plasma Membrane	transporter	ENSG00000139514	4.033566224	4.980831961	3.309920924	6.214157979	-0.7236453	1.233326018	0.947265737	2.904237055
89978	ATPBD4	ATP binding domain 4	unknown	other	ENSG00000134146	0.342538432	2.690097237	0.472595141	3.368101313	0.130056709	0.678004075	2.347558805	2.895506172
7993	UBXN8	UBX domain protein 8	unknown	other	ENSG00000104691	0.708253623	2.528639218	0.770483518	3.655240449	0.062229895	1.12660123	1.820385596	2.884756931
841	CASP8	caspase 8, apoptosis-related cysteine peptidase	Nucleus	peptidase	ENSG00000064012	5.768464013	5.201337582	6.161760389	3.296184577	0.393296376	-1.905153005	-0.567126431	-2.865575811
9214	FAIM3	Fas apoptotic inhibitory molecule 3	unknown	other	ENSG00000162894	6.154655778	6.281947139	6.429673695	3.583656561	0.275017918	-2.698290577	0.127291361	-2.846017134
3595	IL12RB2	interleukin 12 receptor, beta 2	Plasma Membrane	transmembrane receptor	ENSG00000081985	0	2.780683855	2.091541883	4.926641602	2.091541883	2.145957747	2.780683855	2.835099719
143098	MPP7	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)	Plasma Membrane	other	ENSG00000150054	4.397027884	3.495928991	5.038078836	2.226463164	0.641050953	-1.269465828	-0.901098892	-2.811615672
128611	ZNF831	zinc finger protein 831	unknown	other	ENSG00000124203	3.706906796	2.737614444	3.840713389	1.039933424	0.133806593	-1.69768102	-0.969292352	-2.800779965
665	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like	Cytoplasm	other	ENSG00000104765	6.03954647	5.299487674	6.094380962	3.296732098	0.054834493	-2.002755576	-0.740058795	-2.797648864
7804	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	Plasma Membrane	transmembrane receptor	ENSG00000157193	1.055828837	2.583557977	1.088213446	3.869221234	0.032384609	1.285663256	1.52772914	2.781007788
7402	UTRN	utrophin	Plasma Membrane	transmembrane receptor	ENSG00000152818	4.809038766	3.872569169	4.237896281	1.457632534	-0.571142485	-2.414936635	-0.936469596	-2.780263746
9021	SOCS3	suppressor of cytokine signaling 3	Cytoplasm	other	ENSG00000184557	2.660867198	3.176741752	2.23041445	5.006371861	-0.430452748	1.829630109	0.515874554	2.775957411
4063	LY9	lymphocyte antigen 9	Plasma Membrane	other	ENSG00000122224	3.576639081	4.291579704	3.163932373	0.390749931	-0.412706707	-3.900829774	0.714940624	-2.773182443
2124	EVI2B	ecotropic viral integration site 2B	Plasma Membrane	other	ENSG00000185862	7.883933325	8.292844216	8.199937754	5.445997834	0.31600443	-2.846846382	0.408910891	-2.75393992
81855	SFXN3	sideroflexin 3	Cytoplasm	transporter	ENSG00000107819	4.649857048	3.770717928	4.63534873	1.882413308	-0.014508318	-1.88830462	-0.87913912	-2.752935422
7293	TNFRSF4	tumor necrosis factor receptor superfamily, member 4	Plasma Membrane	transmembrane receptor	ENSG00000186827	3.730555202	4.055018278	2.814777257	5.545593237	-0.915777945	1.490574959	0.324463076	2.73081598
51147	ING4	inhibitor of growth family, member 4	Nucleus	other	ENSG00000111653	3.759874315	2.958266679	3.704086467	0.973392622	-0.055787848	-1.984874057	-0.801607636	-2.730693845
641	BLM	Bloom syndrome, RecQ helicase-like	Nucleus	enzyme	ENSG00000197299	0.150491449	2.41147477	0.775020124	3.457632534	0.624528676	1.046157764	2.260983321	2.68261241
8600	TNFSF11	tumor necrosis factor (ligand) superfamily, member 11	Extracellular Space	cytokine	ENSG00000120659	0	1.276806176	1.243016032	3.895753647	1.243016032	2.618947471	1.276806176	2.652737615
162394	SLFN5	schlafen family member 5	Nucleus	enzyme	ENSG00000166750	5.462215572	5.717222575	6.282913124	3.650198199	0.820697551	-2.067024377	0.255007003	-2.632714925
1237	CCR8	chemokine (C-C motif) receptor 8	Plasma Membrane	G-protein coupled receptor	ENSG00000179934	0.782214044	1.235228574	1.947864354	4.563765201	1.16565031	3.328536626	0.45301453	2.615900846
51744	CD244	CD244 molecule, natural killer cell receptor 2B4	Plasma Membrane	other	ENSG00000122223	0.767911634	0	3.365473262	0.751424336	2.597561628	0.751424336	-0.767911634	-2.614048926
54800	KLHL24	kelch-like 24 (Drosophila)	unknown	other	ENSG00000114796	5.328332093	4.828395066	5.244657806	2.641190362	-0.083674287	-2.187204704	-0.499937028	-2.603467444
901	CCNG2	cyclin G2	Nucleus	other	ENSG00000138764	4.774843271	4.015960934	6.180057622	3.579346495	1.405214351	-0.436614439	-0.758882337	-2.600711127
55100	WDR70	WD repeat domain 70	unknown	other	ENSG00000082068	2.488723472	3.470660554	1.67718474	4.277264402	-0.811538733	0.806603848	0.981937081	2.600079662
4603	MYBL1	v-myb myeloblastosis viral oncogene homolog (avian)-like 1	Nucleus	transcription regulator	ENSG00000185697	3.127271351	3.635746649	3.150596368	0.558577778	0.023325017	-3.07716887	0.508475298	-2.59201859
245812	CNPY4	canopy 4 homolog (zebrafish)	unknown	other	ENSG00000166997	3.89109157	3.607620194	4.603179228	2.022246409	0.712087659	-1.585373785	-0.283471376	-2.58093282
1678	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)	Cytoplasm	transporter	ENSG00000126953	0	2.446124332	1.061427027	3.638061663	1.061427027	1.19193733	2.446124332	2.576634636
25901	CCDC28A	coiled-coil domain containing 28A	unknown	other	ENSG00000024862	4.84257421	4.275431828	5.235316046	2.671986878	0.392741836	-1.60344495	-0.567142382	-2.563329168
4331	MNAT1	menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)	Nucleus	other	ENSG00000020426	2.606700678	2.968445389	1.884382039	4.447063293	-0.722318638	1.478617903	0.361744712	2.562681253
2206	MS4A2	membrane-spanning 4-domains, subfamily A, member 2 (Fc fragment of IgE, high affinity I, receptor for; beta polypeptide)	Plasma Membrane	transmembrane receptor	ENSG00000149534	0	0	4.69569283	2.209317668	4.69569283	2.209317668	0	-2.486375162
3002	GZMB	granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)	Cytoplasm	peptidase	ENSG00000100453	0	0	0.920785705	3.388775925	0.920785705	3.388775925	0	2.46799022
1875	E2F5	E2F transcription factor 5, p130-binding	Nucleus	transcription regulator	ENSG00000133740	0	2.891747949	1.274435637	3.741306706	1.274435637	0.849558757	2.891747949	2.466871069
26275	HIBCH	3-hydroxyisobutyryl-Coenzyme A hydrolase	unknown	enzyme	ENSG00000198130	0.148170058	2.656817061	1.028746887	3.469940418	0.880576829	0.813123356	2.508647004	2.441193531
203197	C9ORF91	chromosome 9 open reading frame 91	Cytoplasm	other	ENSG00000157693	1.681340705	2.825363685	1.482469487	3.920906264	-0.198871218	1.095542579	1.14402298	2.438436777
55651	NHP2	NHP2 ribonucleoprotein homolog (yeast)	Nucleus	other	ENSG00000145912	3.310441706	4.277312153	3.055077025	5.471679442	-0.255364681	1.194367289	0.966870447	2.416602417
994	CDC25B	cell division cycle 25 homolog B (S. pombe)	Nucleus	phosphatase	ENSG00000101224	5.672781067	5.222421495	5.957297647	3.550360324	0.28451658	-1.672061171	-0.450359572	-2.406937323
7421	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	Nucleus	ligand-dependent nuclear receptor	ENSG00000111424	1.379971617	0.263302606	1.494857029	3.898730011	0.114885412	3.635427405	-1.116669011	2.403872982
1435	CSF1	colony stimulating factor 1 (macrophage)	Extracellular Space	cytokine	ENSG00000184371	0.628069838	2.869919202	1.526801001	3.930286734	0.898731163	1.060367532	2.241849364	2.403485733
54865	GPATCH4	G patch domain containing 4	unknown	other	ENSG00000160818	3.720419245	4.389245722	3.500505912	5.903991645	-0.219913334	1.514745923	0.668826477	2.403485733
84807	NFKBID	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta	unknown	other	ENSG00000167604	2.537246371	3.214041113	1.883269232	4.282044346	-0.653977139	1.068003233	0.676794742	2.398775114
79613	TMCO7	transmembrane and coiled-coil domains 7	unknown	other	ENSG00000103047	1.264346898	2.713154181	0.801535908	3.189797142	-0.46281099	0.476642961	1.448807283	2.388261235
23301	EHBP1	EH domain binding protein 1	unknown	other	ENSG00000115504	2.234494387	3.198581008	0.946698581	3.331710094	-1.287795806	0.133129086	0.964086621	2.385011513
134145	FAM173B	family with sequence similarity 173, member B	unknown	other	ENSG00000150756	1.202933972	2.968982953	1.005960936	3.387296477	-0.196973036	0.418313525	1.766048981	2.381335542
10667	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial	Cytoplasm	enzyme	ENSG00000145982	2.628889003	2.880536348	0.980012735	3.341896049	-1.648876267	0.461359701	0.251647345	2.361883314
55640	FLVCR2	feline leukemia virus subgroup C cellular receptor family, member 2	Plasma Membrane	transporter	ENSG00000119686	0.678985035	1.052024811	1.469930637	3.828475554	0.790945602	2.776450743	0.373039776	2.358544917
10360	NPM3	nucleophosmin/nucleoplasmin 3	Nucleus	other	ENSG00000107833	1.982266736	2.801245511	1.51842782	3.872670034	-0.463838917	1.071424523	0.818978775	2.354242214
55163	PNPO	pyridoxamine 5-phosphate oxidase	unknown	enzyme	ENSG00000108439	1.195334532	2.852526308	1.152566349	3.498600957	-0.042768183	0.646074649	1.657191776	2.346034609
286530	P2RY8	purinergic receptor P2Y, G-protein coupled, 8	Plasma Membrane	G-protein coupled receptor	ENSG00000182162	6.364081385	5.778835757	6.267486913	3.923023326	-0.096594473	-1.855812431	-0.585245628	-2.344463586
9725	TMEM63A	transmembrane protein 63A	unknown	other	ENSG00000196187	4.422140738	3.885474713	4.066848594	1.724022645	-0.355292143	-2.161452068	-0.536666025	-2.342825949
4601	MXI1	MAX interactor 1	Nucleus	transcription regulator	ENSG00000119950	5.899950348	4.90816935	5.589267868	3.259464057	-0.31068248	-1.648705293	-0.991780998	-2.329803811
51154	MRTO4	mRNA turnover 4 homolog (S. cerevisiae)	Cytoplasm	other	ENSG00000053372	2.635324035	3.399068773	1.973986802	4.30114587	-0.661337234	0.902077097	0.763744738	2.327159069
83667	SESN2	sestrin 2	Cytoplasm	other	ENSG00000130766	2.45258044	2.363617858	2.269455097	4.589777503	-0.183125344	2.226159645	-0.088962582	2.320322406
9473	C1ORF38	chromosome 1 open reading frame 38	unknown	other	ENSG00000130775	2.66404261	2.730114247	3.361139912	1.046651267	0.697097302	-1.683462979	0.066071637	-2.314488644
11329	STK38	serine/threonine kinase 38	Cytoplasm	kinase	ENSG00000112079	6.866688909	6.031068541	7.271231704	4.960487913	0.404542795	-1.070580628	-0.835620368	-2.310743791
6932	TCF7	transcription factor 7 (T-cell specific, HMG-box)	Nucleus	transcription regulator	ENSG00000081059	7.63814969	6.844781688	7.000106986	4.712800721	-0.638042704	-2.131980966	-0.793368002	-2.287306264
130617	ZFAND2B	zinc finger, AN1-type domain 2B	unknown	other	ENSG00000158552	3.953847661	3.550340676	3.732769186	1.455755247	-0.221078475	-2.094585429	-0.403506986	-2.277013939
5295	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	Cytoplasm	kinase	ENSG00000145675	6.645548322	5.85365294	6.880925747	4.62748839	0.235377424	-1.22616455	-0.791895382	-2.253437357
51301	GCNT4 (includes EG:51301)	glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	unknown	enzyme	ENSG00000176928	4.019701478	3.2710222	4.600460751	2.349237951	0.580759272	-0.92178425	-0.748679278	-2.2512228
5530	PPP3CA	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform	Cytoplasm	phosphatase	ENSG00000138814	4.902518226	4.558988784	5.867367403	3.625479906	0.964849178	-0.933508878	-0.343529441	-2.241887497
7076	TIMP1	TIMP metallopeptidase inhibitor 1	Extracellular Space	other	ENSG00000102265	3.722097664	3.224166419	3.223799277	0.985718285	-0.498298387	-2.238448133	-0.497931246	-2.238080991
9846	GAB2	GRB2-associated binding protein 2	Cytoplasm	other	ENSG00000033327	2.919713278	1.060323922	3.664407811	1.431020804	0.744694533	0.370696882	-1.859389355	-2.233387006
220972	40245	membrane-associated ring finger (C3HC4) 8	Cytoplasm	other	ENSG00000165406	3.76070226	3.245833291	3.724691443	1.498458548	-0.036010817	-1.747374743	-0.514868969	-2.226232896
340481	ZDHHC21	zinc finger, DHHC-type containing 21	Plasma Membrane	other	ENSG00000175893	0	2.362981707	0.779224484	3.004366559	0.779224484	0.641384852	2.362981707	2.225142075
51170	HSD17B11	hydroxysteroid (17-beta) dehydrogenase 11	Cytoplasm	enzyme	ENSG00000198189	5.910696447	6.120131911	6.406571575	4.188961021	0.495875128	-1.93117089	0.209435464	-2.217610554
3455	IFNAR2	interferon (alpha, beta and omega) receptor 2	Plasma Membrane	transmembrane receptor	ENSG00000159110	5.289438528	4.336614287	6.040566461	3.82471864	0.751127932	-0.511895647	-0.952824241	-2.21584782
8531	CSDA	cold shock domain protein A	Nucleus	transcription regulator	ENSG00000060138	3.199735779	3.176510682	2.368391477	4.577991315	-0.831344302	1.401480633	-0.023225097	2.209599839
6653	SORL1	sortilin-related receptor, L(DLR class) A repeats-containing	Plasma Membrane	transporter	ENSG00000137642	5.730593179	5.313590439	5.410211273	3.209075893	-0.320381906	-2.104514546	-0.41700274	-2.20113538
114659	LRRC37B	leucine rich repeat containing 37B	unknown	other	ENSG00000185158	4.002454309	3.126916617	4.344694206	2.14686028	0.342239897	-0.980056337	-0.875537692	-2.197833926
3587	IL10RA	interleukin 10 receptor, alpha	Plasma Membrane	transmembrane receptor	ENSG00000110324	6.521030126	5.73598298	7.233880544	5.037975028	0.712850418	-0.698007952	-0.785047146	-2.195905516
5567	PRKACB	protein kinase, cAMP-dependent, catalytic, beta	Cytoplasm	kinase	ENSG00000142875	5.644859363	6.098627643	6.145721626	3.950592943	0.500862263	-2.1480347	0.45376828	-2.195128682
55871	CBWD1	COBW domain containing 1	unknown	other	ENSG00000172785	1.922970705	2.776090969	1.770031311	3.963916469	-0.152939394	1.187825501	0.853120264	2.193885158
4088	SMAD3	SMAD family member 3	Nucleus	transcription regulator	ENSG00000166949	4.856104561	5.456824713	5.586754422	3.394721915	0.730649861	-2.062102798	0.600720153	-2.192032507
57658	CALCOCO1	calcium binding and coiled-coil domain 1	Nucleus	transcription regulator	ENSG00000012822	4.011031996	4.188543997	4.575296459	2.384859768	0.564264463	-1.803684229	0.177512001	-2.190436691
6533	SLC6A6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	Plasma Membrane	transporter	ENSG00000131389	4.23718783	3.295314996	4.831154835	2.647344126	0.593967005	-0.64797087	-0.941872834	-2.183810709
199857	ALG14	asparagine-linked glycosylation 14 homolog (S. cerevisiae)	unknown	other	ENSG00000172339	0.608932417	1.152821347	1.163425323	3.342610211	0.554492906	2.189788864	0.54388893	2.179184888
56925	LXN	latexin	Cytoplasm	other	ENSG00000079257	2.174911814	1.165805972	3.214477989	1.037834375	1.039566175	-0.127971597	-1.009105842	-2.176643614
8784	TNFRSF18	tumor necrosis factor receptor superfamily, member 18	Plasma Membrane	transmembrane receptor	ENSG00000186891	3.416428891	3.555927566	3.029932062	5.201560145	-0.386496828	1.645632579	0.139498675	2.171628083
84532	ACSS1	acyl-CoA synthetase short-chain family member 1	Cytoplasm	enzyme	ENSG00000154930	4.642446769	3.665536591	4.469508132	2.298241696	-0.172938637	-1.367294895	-0.976910178	-2.171266436
7318	UBA7	ubiquitin-like modifier activating enzyme 7	Cytoplasm	enzyme	ENSG00000182179	4.887351029	4.457378956	4.212528207	2.049547796	-0.674822822	-2.407831161	-0.429972073	-2.162980412
9788	MTSS1	metastasis suppressor 1	Cytoplasm	other	ENSG00000170873	2.161404916	2.242983615	3.242483781	1.08119202	1.081078865	-1.161791595	0.081578699	-2.161291761
5687	PSMA6	proteasome (prosome, macropain) subunit, alpha type, 6	Cytoplasm	peptidase	ENSG00000100902	2.564687947	2.450575186	2.421666992	4.577972016	-0.143020955	2.12739683	-0.114112761	2.156305024
51439	FAM8A1	family with sequence similarity 8, member A1	unknown	other	ENSG00000137414	3.964672967	3.292820855	3.959519399	1.805053805	-0.005153568	-1.48776705	-0.671852112	-2.154465593
11031	RAB31	RAB31, member RAS oncogene family	Cytoplasm	enzyme	ENSG00000168461	0	0	3.180707284	1.030605457	3.180707284	1.030605457	0	-2.150101826
55423	SIRPG	signal-regulatory protein gamma	Plasma Membrane	other	ENSG00000089012	2.883264777	2.936816109	3.059494156	0.910738075	0.176229379	-2.026078035	0.053551332	-2.148756081
1232	CCR3	chemokine (C-C motif) receptor 3	Plasma Membrane	G-protein coupled receptor	ENSG00000183625	0	0	3.22619141	1.079921445	3.22619141	1.079921445	0	-2.146269965
11156	PTP4A3	protein tyrosine phosphatase type IVA, member 3	Plasma Membrane	phosphatase	ENSG00000184489	2.397304235	2.652092655	1.125262501	3.268078726	-1.272041735	0.615986071	0.25478842	2.142816226
256987	SERINC5	serine incorporator 5	Plasma Membrane	transporter	ENSG00000164300	3.574050503	3.673879032	3.454918932	1.321495846	-0.119131571	-2.352383186	0.09982853	-2.133423085
55110	MAGOHB	mago-nashi homolog B (Drosophila)	Nucleus	other	ENSG00000111196	0.902136562	1.998146382	1.456405776	3.586079449	0.554269214	1.587933067	1.09600982	2.129673673
55303	GIMAP4	GTPase, IMAP family member 4	unknown	other	ENSG00000133574	8.007840489	8.16288364	7.904911656	5.775441163	-0.102928833	-2.387442477	0.15504315	-2.129470494
23112	TNRC6B	trinucleotide repeat containing 6B	unknown	other	ENSG00000100354	4.221858177	3.590716077	4.212598425	2.091776013	-0.009259752	-1.498940064	-0.6311421	-2.120822412
27244	SESN1	sestrin 1	Nucleus	other	ENSG00000080546	5.852701032	5.50906701	5.664041951	3.553001446	-0.188659081	-1.956065564	-0.343634021	-2.111040505
23177	CEP68	centrosomal protein 68kDa	Cytoplasm	other	ENSG00000011523	3.723119244	3.553588914	3.72048776	1.611687016	-0.002631484	-1.941901898	-0.16953033	-2.108800744
