Ref Seq	Gene Symbol	Regulation	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_assignment
NM_153341	RNF19B	up	2405312	0.591484818	8.839472576	8.991833602	1.21251E-10	2.06216E-07	13.72101279	NM_153341 // RNF19B // ring finger protein 19B // 1p35.1 // 127544 /// ENST00000373456 // RNF19B // ring finger protein 19B // 1p35.1 // 127544 /// ENST00000235150 // RNF19B // ring finger protein 19B // 1p35.1 // 127544 /// ENST00000356990 // RNF19B // ring finger protein 19B // 1p35.1 // 127544 /// AK131439 // RNF19B // ring finger protein 19B // 1p35.1 // 127544
NM_006502	POLH	up	2908100	0.646132386	9.768323843	8.596303538	3.64382E-10	5.68071E-07	12.7423896	NM_006502 // POLH // polymerase (DNA directed), eta // 6p21.1 // 5429 /// ENST00000372236 // POLH // polymerase (DNA directed), eta // 6p21.1 // 5429 /// AB024313 // POLH // polymerase (DNA directed), eta // 6p21.1 // 5429 /// ENST00000372226 // POLH // polymerase (DNA directed), eta // 6p21.1 // 5429
NM_018440	PAG1	up	3142217	0.64960285	7.321884238	8.285534319	8.76864E-10	1.26187E-06	11.9568407	NM_018440 // PAG1 // phosphoprotein associated with glycosphingolipid microdomains 1 // 8q21.13 // 55824 /// ENST00000220597 // PAG1 // phosphoprotein associated with glycosphingolipid microdomains 1 // 8q21.13 // 55824 /// AK289818 // PAG1 // phosphoprotein associated with glycosphingolipid microdomains 1 // 8q21.13 // 55824
NM_021783	EDA2R	up	4011096	0.653107518	8.717791441	8.238683353	1.002E-09	1.33896E-06	11.83717224	NM_021783 // EDA2R // ectodysplasin A2 receptor // Xq12 // 60401 /// ENST00000374719 // EDA2R // ectodysplasin A2 receptor // Xq12 // 60401 /// ENST00000396050 // EDA2R // ectodysplasin A2 receptor // Xq12 // 60401 /// BC034919 // EDA2R // ectodysplasin A2 receptor // Xq12 // 60401 /// ENST00000253392 // EDA2R // ectodysplasin A2 receptor // Xq12 // 60401
NM_004864	GDF15	up	3824993	1.258392169	7.81270053	8.076257051	1.59439E-09	1.98852E-06	11.41983165	NM_004864 // GDF15 // growth differentiation factor 15 // 19p13.11 // 9518 /// ENST00000252809 // GDF15 // growth differentiation factor 15 // 19p13.11 // 9518 /// BC008962 // GDF15 // growth differentiation factor 15 // 19p13.11 // 9518
NM_001010887	ASAH3L	up	3164312	0.626739012	6.145374219	7.984175197	2.07754E-09	2.42916E-06	11.18155903	NM_001010887 // ASAH3L // N-acylsphingosine amidohydrolase 3-like // 9p22.1 // 340485 /// ENST00000340967 // ASAH3L // N-acylsphingosine amidohydrolase 3-like // 9p22.1 // 340485 /// BC092487 // ASAH3L // N-acylsphingosine amidohydrolase 3-like // 9p22.1 // 340485 /// ENST00000380376 // ASAH3L // N-acylsphingosine amidohydrolase 3-like // 9p22.1 // 340485
NM_003842	TNFRSF10B	up	3127703	0.659299296	9.489512558	7.762734399	3.94187E-09	4.33791E-06	10.6037128	NM_003842 // TNFRSF10B // tumor necrosis factor receptor superfamily, member 10b // 8p22-p21 // 8795 /// NM_147187 // TNFRSF10B // tumor necrosis factor receptor superfamily, member 10b // 8p22-p21 // 8795 /// ENST00000276431 // TNFRSF10B // tumor necrosis factor receptor superfamily, member 10b // 8p22-p21 // 8795 /// ENST00000347739 // TNFRSF10B // tumor necrosis factor receptor superfamily, member 10b // 8p22-p21 // 8795 /// AF016266 // TNFRSF10B // tumor necrosis factor receptor superfamily, member 10b // 8p22-p21 // 8795
NM_003841	TNFRSF10C	up	3089816	0.717596864	6.676424608	7.335881693	1.3751E-08	1.42918E-05	9.471462556	NM_003841 // TNFRSF10C // tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain // 8p22-p21 // 8794 /// ENST00000356864 // TNFRSF10C // tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain // 8p22-p21 // 8794 /// ENST00000312659 // TNFRSF10C // tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain // 8p22-p21 // 8794 /// AF016267 // TNFRSF10C // tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain // 8p22-p21 // 8794
NM_033285	TP53INP1	up	3145149	0.992962107	9.67089152	7.154665896	2.35011E-08	2.31399E-05	8.983941356	NM_033285 // TP53INP1 // tumor protein p53 inducible nuclear protein 1 // 8q22 // 94241 /// ENST00000342697 // TP53INP1 // tumor protein p53 inducible nuclear protein 1 // 8q22 // 94241 /// ENST00000378776 // TP53INP1 // tumor protein p53 inducible nuclear protein 1 // 8q22 // 94241 /// AK125880 // TP53INP1 // tumor protein p53 inducible nuclear protein 1 // 8q22 // 94241
NM_174942	GAS2L3	down	3428268	-1.13503988	8.409527297	-7.065976861	3.0583E-08	2.80046E-05	8.743961535	NM_174942 // GAS2L3 // growth arrest-specific 2 like 3 // 12q23.1 // 283431 /// ENST00000266754 // GAS2L3 // growth arrest-specific 2 like 3 // 12q23.1 // 283431 /// AK095594 // GAS2L3 // growth arrest-specific 2 like 3 // 12q23.1 // 283431
NM_004628	XPC	up	2663810	0.476920519	7.968959145	7.056731871	3.14356E-08	2.80046E-05	8.718895424	NM_004628 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508 /// ENST00000285021 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508 /// D21089 // XPC // xeroderma pigmentosum, complementation group C // 3p25 // 7508
NM_017772	TBC1D22B	up	2905432	0.380244289	7.718349956	6.819020515	6.39065E-08	5.43438E-05	8.071259891	NM_017772 // TBC1D22B // TBC1 domain family, member 22B // 6p21.2 // 55633 /// ENST00000373491 // TBC1D22B // TBC1 domain family, member 22B // 6p21.2 // 55633 /// ENST00000394449 // TBC1D22B // TBC1 domain family, member 22B // 6p21.2 // 55633 /// BC047658 // TBC1D22B // TBC1 domain family, member 22B // 6p21.2 // 55633
NM_001001342	BLOC1S2	up	3303392	0.546630074	9.484173667	6.579152754	1.31335E-07	0.000106827	7.412114953	NM_001001342 // BLOC1S2 // biogenesis of lysosome-related organelles complex-1, subunit 2 // 10q24.31 // 282991 /// NM_173809 // BLOC1S2 // biogenesis of lysosome-related organelles complex-1, subunit 2 // 10q24.31 // 282991 /// ENST00000358848 // BLOC1S2 // biogenesis of lysosome-related organelles complex-1, subunit 2 // 10q24.31 // 282991 /// ENST00000370376 // BLOC1S2 // biogenesis of lysosome-related organelles complex-1, subunit 2 // 10q24.31 // 282991 /// AY278457 // BLOC1S2 // biogenesis of lysosome-related organelles complex-1, subunit 2 // 10q24.31 // 282991
NM_002886	RAP2B	up	2648378	0.440533881	9.356733649	6.456698975	1.89993E-07	0.000148099	7.073678063	NM_002886 // RAP2B // RAP2B, member of RAS oncogene family // 3q25.2 // 5912 /// ENST00000323534 // RAP2B // RAP2B, member of RAS oncogene family // 3q25.2 // 5912 /// BC012362 // RAP2B // RAP2B, member of RAS oncogene family // 3q25.2 // 5912
NM_138578	BCL2L1	up	3902489	0.419007185	10.03218446	6.333146806	2.76006E-07	0.000206541	6.731025976	NM_138578 // BCL2L1 // BCL2-like 1 // 20q11.21 // 598 /// NM_001191 // BCL2L1 // BCL2-like 1 // 20q11.21 // 598 /// ENST00000376062 // BCL2L1 // BCL2-like 1 // 20q11.21 // 598 /// ENST00000307677 // BCL2L1 // BCL2-like 1 // 20q11.21 // 598 /// ENST00000376055 // BCL2L1 // BCL2-like 1 // 20q11.21 // 598 /// ENST00000376060 // BCL2L1 // BCL2-like 1 // 20q11.21 // 598 /// BC019307 // BCL2L1 // BCL2-like 1 // 20q11.21 // 598
NM_145172	WDR63	up	2344731	0.77821001	6.046015076	6.236952306	3.69343E-07	0.000264062	6.463505221	NM_145172 // WDR63 // WD repeat domain 63 // 1p22.3 // 126820 /// ENST00000294664 // WDR63 // WD repeat domain 63 // 1p22.3 // 126820 /// AY049724 // WDR63 // WD repeat domain 63 // 1p22.3 // 126820 /// ENST00000370596 // WDR63 // WD repeat domain 63 // 1p22.3 // 126820 /// ENST00000326813 // WDR63 // WD repeat domain 63 // 1p22.3 // 126820
NM_016545	IER5	up	2370355	0.466026916	9.355193715	6.226609606	3.81104E-07	0.000264062	6.434706074	NM_016545 // IER5 // immediate early response 5 // 1q25.3 // 51278 /// ENST00000367577 // IER5 // immediate early response 5 // 1q25.3 // 51278 /// BC000128 // IER5 // immediate early response 5 // 1q25.3 // 51278 /// AF178984 // IER5 // immediate early response 5 // 1q25.3 // 51278 /// AJ251089 // IER5 // immediate early response 5 // 1q25.3 // 51278
NM_003844	TNFRSF10A	up	3127775	0.575127229	7.604935734	6.16113129	4.64811E-07	0.00031056	6.252231809	NM_003844 // TNFRSF10A // tumor necrosis factor receptor superfamily, member 10a // 8p21 // 8797 /// ENST00000221132 // TNFRSF10A // tumor necrosis factor receptor superfamily, member 10a // 8p21 // 8797 /// BC012866 // TNFRSF10A // tumor necrosis factor receptor superfamily, member 10a // 8p21 // 8797
NM_033632	FBXW7	up	2789957	0.722669264	7.95778469	6.118028453	5.29766E-07	0.000341754	6.131978289	NM_033632 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// NM_018315 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// NM_001013415 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// ENST00000281708 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// ENST00000393956 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// ENST00000263981 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// ENST00000296555 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294 /// BC117244 // FBXW7 // F-box and WD repeat domain containing 7 // 4q31.3 // 55294
NM_012396	PHLDA3	up	2450855	0.571109808	9.415848471	6.052814463	6.45788E-07	0.000396823	5.949848215	NM_012396 // PHLDA3 // pleckstrin homology-like domain, family A, member 3 // 1q31 // 23612 /// ENST00000367311 // PHLDA3 // pleckstrin homology-like domain, family A, member 3 // 1q31 // 23612 /// ENST00000367309 // PHLDA3 // pleckstrin homology-like domain, family A, member 3 // 1q31 // 23612 /// BC068273 // PHLDA3 // pleckstrin homology-like domain, family A, member 3 // 1q31 // 23612
NM_020375	C12orf5	up	3401756	0.846170503	9.065983125	6.046871711	6.57553E-07	0.000396823	5.933240622	NM_020375 // C12orf5 // chromosome 12 open reading frame 5 // 12p13.3 // 57103 /// ENST00000179259 // C12orf5 // chromosome 12 open reading frame 5 // 12p13.3 // 57103 /// AY425618 // C12orf5 // chromosome 12 open reading frame 5 // 12p13.3 // 57103
NM_004295	TRAF4	up	3715839	0.479139576	8.793993857	6.006066332	7.44357E-07	0.00043517	5.819160901	NM_004295 // TRAF4 // TNF receptor-associated factor 4 // 17q11-q12 // 9618 /// ENST00000262395 // TRAF4 // TNF receptor-associated factor 4 // 17q11-q12 // 9618 /// BC001769 // TRAF4 // TNF receptor-associated factor 4 // 17q11-q12 // 9618 /// ENST00000262396 // TRAF4 // TNF receptor-associated factor 4 // 17q11-q12 // 9618 /// ENST00000394925 // TRAF4 // TNF receptor-associated factor 4 // 17q11-q12 // 9618 /// ENST00000394924 // TRAF4 // TNF receptor-associated factor 4 // 17q11-q12 // 9618
NM_198433	AURKA	down	3910785	-1.392715065	9.18560355	-5.994711935	7.70495E-07	0.000436801	5.787403828	NM_198433 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// NM_003600 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// NM_198434 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// NM_198436 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// NM_198435 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// NM_198437 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// NR_001587 // AURKAPS1 // aurora kinase A pseudogene 1 // 1q41 // 6791 /// ENST00000395915 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000347343 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000395914 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000312783 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000395913 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000395909 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000371356 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000395911 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// AF011468 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790 /// ENST00000395907 // AURKA // aurora kinase A // 20q13.2-q13.3 // 6790
BC026012	C6orf128	up	2952198	0.464530213	6.024446229	5.922806056	9.58794E-07	0.000527562	5.586163715	BC026012 // C6orf128 // chromosome 6 open reading frame 128 // 6p21.2 // 221468 /// BC029657 // C6orf128 // chromosome 6 open reading frame 128 // 6p21.2 // 221468 /// ENST00000357219 // C6orf128 // chromosome 6 open reading frame 128 // 6p21.2 // 221468 /// ENST00000336655 // C6orf128 // chromosome 6 open reading frame 128 // 6p21.2 // 221468 /// ENST00000356757 // C6orf128 // chromosome 6 open reading frame 128 // 6p21.2 // 221468 /// AK098666 // C6orf128 // chromosome 6 open reading frame 128 // 6p21.2 // 221468
NM_002006	FGF2	up	2742109	0.259702919	10.89114183	5.901150606	1.02408E-06	0.000547385	5.52551753	NM_002006 // FGF2 // fibroblast growth factor 2 (basic) // 4q26-q27 // 2247 /// ENST00000264498 // FGF2 // fibroblast growth factor 2 (basic) // 4q26-q27 // 2247 /// ENST00000394350 // FGF2 // fibroblast growth factor 2 (basic) // 4q26-q27 // 2247 /// J04513 // FGF2 // fibroblast growth factor 2 (basic) // 4q26-q27 // 2247
NM_015516	TSKU	up	3341024	0.494685204	8.949434321	5.877803371	1.09947E-06	0.000571356	5.46011453	NM_015516 // TSKU // tsukushin // 11q13.5 // 25987 /// ENST00000333090 // TSKU // tsukushin // 11q13.5 // 25987 /// AY358317 // TSKU // tsukushin // 11q13.5 // 25987 /// BT007440 // TSKU // tsukushin // 11q13.5 // 25987
NM_024808	C13orf34	down	3493391	-1.175900992	7.150779727	-5.838052026	1.24084E-06	0.000627395	5.348716231	NM_024808 // C13orf34 // chromosome 13 open reading frame 34 // 13q22.1 // 79866 /// ENST00000377815 // C13orf34 // chromosome 13 open reading frame 34 // 13q22.1 // 79866 /// ENST00000390667 // C13orf34 // chromosome 13 open reading frame 34 // 13q22.1 // 79866 /// BX648605 // C13orf34 // chromosome 13 open reading frame 34 // 13q22.1 // 79866
NM_005819	STX6	up	2446567	0.359144165	9.046941719	5.727064363	1.7396E-06	0.000856433	5.037448783	NM_005819 // STX6 // syntaxin 6 // 1q25.3 // 10228 /// ENST00000258301 // STX6 // syntaxin 6 // 1q25.3 // 10228 /// BC039118 // STX6 // syntaxin 6 // 1q25.3 // 10228 /// ENST00000358073 // STX6 // syntaxin 6 // 1q25.3 // 10228
NM_024430	PSTPIP2	up	3806211	0.513309908	7.636753297	5.71777478	1.78951E-06	0.000858413	5.011382757	NM_024430 // PSTPIP2 // proline-serine-threonine phosphatase interacting protein 2 // 18q12 // 9050 /// ENST00000282045 // PSTPIP2 // proline-serine-threonine phosphatase interacting protein 2 // 18q12 // 9050 /// BC035395 // PSTPIP2 // proline-serine-threonine phosphatase interacting protein 2 // 18q12 // 9050 /// ENST00000360076 // PSTPIP2 // proline-serine-threonine phosphatase interacting protein 2 // 18q12 // 9050
NM_000557	GDF5	up	3903952	0.713943588	7.108607441	5.680168174	2.00663E-06	0.000938499	4.905844383	NM_000557 // GDF5 // growth differentiation factor 5 // 20q11.2 // 8200 /// ENST00000374372 // GDF5 // growth differentiation factor 5 // 20q11.2 // 8200 /// ENST00000374369 // GDF5 // growth differentiation factor 5 // 20q11.2 // 8200 /// BC032495 // GDF5 // growth differentiation factor 5 // 20q11.2 // 8200
NM_172037	RDH10	up	3103293	0.918765336	9.120328919	5.578795924	2.73234E-06	0.001246745	4.62125776	NM_172037 // RDH10 // retinol dehydrogenase 10 (all-trans) // 8q21.11 // 157506 /// ENST00000240285 // RDH10 // retinol dehydrogenase 10 (all-trans) // 8q21.11 // 157506 /// BC067131 // RDH10 // retinol dehydrogenase 10 (all-trans) // 8q21.11 // 157506
NM_001077195	ZNF436	up	2401333	0.322597705	8.399488778	5.509324197	3.37601E-06	0.001503773	4.426185493	NM_001077195 // ZNF436 // zinc finger protein 436 // 1p36 // 80818 /// NM_030634 // ZNF436 // zinc finger protein 436 // 1p36 // 80818 /// ENST00000314011 // ZNF436 // zinc finger protein 436 // 1p36 // 80818 /// ENST00000374608 // ZNF436 // zinc finger protein 436 // 1p36 // 80818 /// BC056400 // ZNF436 // zinc finger protein 436 // 1p36 // 80818 /// ENST00000374609 // ZNF436 // zinc finger protein 436 // 1p36 // 80818 /// ENST00000360017 // ZNF436 // zinc finger protein 436 // 1p36 // 80818
NM_005044	PRKX	up	3997946	0.34400513	8.017762832	5.462173711	3.89713E-06	0.001695524	4.293791209	NM_005044 // PRKX // protein kinase, X-linked // Xp22.3 // 5613 /// ENST00000262848 // PRKX // protein kinase, X-linked // Xp22.3 // 5613 /// BC041073 // PRKX // protein kinase, X-linked // Xp22.3 // 5613 /// BC074851 // PRKY // protein kinase, Y-linked // Yp11.2 // 5616
NM_018676	THSD1	up	3514879	0.83684095	8.012450409	5.422365179	4.39914E-06	0.001840431	4.182022847	NM_018676 // THSD1 // thrombospondin, type I, domain containing 1 // 13q14.3 // 55901 /// NM_199263 // THSD1 // thrombospondin, type I, domain containing 1 // 13q14.3 // 55901 /// NR_002816 // THSD1P // thrombospondin, type I, domain containing 1 pseudogene // 13q14.3 // 374500 /// ENST00000258613 // THSD1 // thrombospondin, type I, domain containing 1 // 13q14.3 // 55901 /// ENST00000349258 // THSD1 // thrombospondin, type I, domain containing 1 // 13q14.3 // 55901 /// AB044385 // THSD1 // thrombospondin, type I, domain containing 1 // 13q14.3 // 55901 /// NR_002793 // LOC220115 // TPTE pseudogene // 13q14.3 // 220115 /// ENST00000378095 // THSD1 // thrombospondin, type I, domain containing 1 // 13q14.3 // 55901 /// BC041842 // TPTEps1 // TPTE pseudogene 1 // 13q14.3 // 440140 /// ENST00000258589 // LOC100134095 // hypothetical protein LOC100134095 // --- // 100134095
NM_024417	FDXR	up	3770457	0.496716294	8.411188996	5.420294405	4.42695E-06	0.001840431	4.176209242	NM_024417 // FDXR // ferredoxin reductase // 17q24-q25 // 2232 /// NM_004110 // FDXR // ferredoxin reductase // 17q24-q25 // 2232 /// ENST00000293195 // FDXR // ferredoxin reductase // 17q24-q25 // 2232 /// BC034763 // FDXR // ferredoxin reductase // 17q24-q25 // 2232
NM_170725	PGBD2	up	2390518	0.514154506	5.967402283	5.398859322	4.72535E-06	0.001921779	4.116034089	NM_170725 // PGBD2 // piggyBac transposable element derived 2 // 1q44 // 267002 /// NM_001017434 // PGBD2 // piggyBac transposable element derived 2 // 1q44 // 267002 /// NM_203477 // MGC70863 // similar to RPL23AP7 protein // 22q13.33 // 284942 /// ENST00000329291 // PGBD2 // piggyBac transposable element derived 2 // 1q44 // 267002 /// ENST00000355360 // PGBD2 // piggyBac transposable element derived 2 // 1q44 // 267002 /// ENST00000395612 // MGC70863 // similar to RPL23AP7 protein // 22q13.33 // 284942 /// BC063785 // PGBD2 // piggyBac transposable element derived 2 // 1q44 // 267002 /// ENST00000307164 // FLJ45055 // 60S ribosomal pseudogene // 8p23.3 // 644128
NM_148977	PANK1	up	3299705	0.293878419	7.763426172	5.387400128	4.89302E-06	0.001947631	4.083866866	NM_148977 // PANK1 // pantothenate kinase 1 // 10q23.31 // 53354 /// NM_148978 // PANK1 // pantothenate kinase 1 // 10q23.31 // 53354 /// NM_138316 // PANK1 // pantothenate kinase 1 // 10q23.31 // 53354 /// ENST00000307534 // PANK1 // pantothenate kinase 1 // 10q23.31 // 53354 /// ENST00000342512 // PANK1 // pantothenate kinase 1 // 10q23.31 // 53354 /// ENST00000322191 // PANK1 // pantothenate kinase 1 // 10q23.31 // 53354 /// AY027661 // PANK1 // pantothenate kinase 1 // 10q23.31 // 53354 /// ENST00000371774 // PANK1 // pantothenate kinase 1 // 10q23.31 // 53354
NM_001761	CCNF	down	3644764	-0.842208402	8.371305632	-5.372795104	5.11535E-06	0.001993709	4.042871717	NM_001761 // CCNF // cyclin F // 16p13.3 // 899 /// NR_003574 // ABCA17P // ATP-binding cassette, sub-family A (ABC1), member 17 (pseudogene) // 16p13.3 // 650655 /// ENST00000293968 // CCNF // cyclin F // 16p13.3 // 899 /// BC012349 // CCNF // cyclin F // 16p13.3 // 899 /// ENST00000397066 // CCNF // cyclin F // 16p13.3 // 899
