Gene set	Gene class	Symbol	ID_Type	EntrezGeneID	Gene Name	TU Coordinates	ER? Binding Sites Coordinates in 10 kb from primary gene	ER? Binding Sites Coordinates in 10 kb from primary genes
1	2	PKNOX1	Symbol	5316	PBX/knotted 1 homeobox 1	chr21:43267711-43326757		chr21:43299818-43300122; chr21:43300138-43300382;
1	2	ST3GAL1	Symbol	6482	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	chr8:134536277-134540033		chr8:134536818-134537157; chr8:134537195-134537441;
1	3	NPNT	Symbol	255743	nephronectin	chr4:107036053-107112277		chr4:107036251-107036420;
1	3	TGFBRAP1	Symbol	9392	transforming growth factor, beta receptor associated protein 1	chr2:105249973-105312580		chr2:105261648-105261776;
1	3	SEMA3E	Symbol	9723	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E	chr7:82831157-83116260		chr7:83118136-83118245;
1	3	HOXC13	Symbol	3229	homeobox C13	chr12:52618842-52626595		chr12:52618860-52618991;
1	3	HEY1	Symbol	23462	hairy/enhancer-of-split related with YRPW motif 1	chr8:80838799-80842653		chr8:80840173-80840368; chr8:80840378-80840569;
1	3	RIMS3	Symbol	9783	regulating synaptic membrane exocytosis 3	chr1:40858938-40903911		chr1:40900011-40900175;
1	3	FCAR	Symbol	2204	Fc fragment of IgA, receptor for	chr19:60077360-60092251		chr19:60096757-60096891;
1	3	CD97	Symbol	976	CD97 molecule	chr19:14353212-14380535		chr19:14352855-14353075;
1	3	METTL2A	Symbol	339175	methyltransferase like 2A	chr17:57854977-57881186		chr17:57854782-57854958; chr17:57854978-57855293;
1	3	CCRN4L	Symbol	25819	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	chr4:140156392-140186543		chr4:140169014-140169172;
1	3	RAD54B	Symbol	25788	RAD54 homolog B (S. cerevisiae)	chr8:95453363-95556486		chr8:95528661-95528835;
1	3	IRS1	Symbol	3667	insulin receptor substrate 1	chr2:227304276-227371750		chr2:227364758-227364861; chr2:227367323-227367475;
1	3	HS6ST2	Symbol	90161	heparan sulfate 6-O-sulfotransferase 2	chrX:131587718-131923093		chrX:131873750-131873929;
1	3	BARD1	Symbol	580	BRCA1 associated RING domain 1	chr2:215301519-215382673		chr2:215382607-215382781;
1	3	ANKRD33	Symbol	341405	ankyrin repeat domain 33	chr12:50568059-50571772		chr12:50564782-50564922;
1	4	RIPK4	Symbol	54101	receptor-interacting serine-threonine kinase 4	chr21:42032597-42060318		chr21:42060181-42060560;
1	4	NUAK1	Symbol	9891	NUAK family, SNF1-like kinase, 1	chr12:104981254-105057941		chr12:105057381-105057605;
1	Multiple_ER_beta_sites	CLDN9	Symbol	9080	claudin 9	chr16:3002457-3004507	chr16:3003243-3003440; chr16:3010917-3011196;	chr16:2999845-3000103; chr16:3000121-3000402; chr16:3010876-3011175;
1	Multiple_ER_beta_sites	PLEKHF1	Symbol	79156	pleckstrin homology domain containing, family F (with FYVE domain) member 1	chr19:34848166-34858223		chr19:34854113-34854581; chr19:34859560-34859709;
1	Multiple_ER_beta_sites	GPR81	Symbol	27198	G protein-coupled receptor 81	chr12:121670776-121781082		chr12:121660858-121660948; chr12:121661680-121661859; chr12:121729377-121729519;
1	Multiple_ER_beta_sites	ATP2C2	Symbol	9914	ATPase, Ca++ transporting, type 2C, member 2	chr16:82959633-83055294	chr16:82961182-82961475; chr16:83051901-83052484; chr16:83053672-83053792;	chr16:82961176-82961463; chr16:83051897-83052485;
1	Multiple_ER_beta_sites	LOC145837	Symbol	145837	hypothetical LOC145837	chr15:67641112-67650833		chr15:67633641-67633829; chr15:67656494-67656648;
1	Multiple_ER_beta_sites	CSRNP1	Symbol	64651	cysteine-serine-rich nuclear protein 1	chr3:39158350-39170105	chr3:39149279-39149449; chr3:39157975-39158155;	chr3:39157573-39157752; chr3:39157969-39158192; chr3:39167817-39167987;
1	Multiple_ER_beta_sites	HES1	Symbol	3280	hairy and enhancer of split 1, (Drosophila)	chr3:195336627-195339090		chr3:195334795-195335068; chr3:195338209-195338436; chr3:195341670-195342012; chr3:195342089-195342483; chr3:195349021-195349173;
1	Multiple_ER_beta_sites	CLCF1	Symbol	23529	cardiotrophin-like cytokine factor 1	chr11:66888214-66897782		chr11:66902850-66902932; chr11:66903614-66903909;
1	Multiple_ER_beta_sites	IER2	Symbol	9592	immediate early response 2	chr19:13122281-13126718		chr19:13123359-13123537; chr19:13124800-13124986; chr19:13127485-13127706; chr19:13132539-13132709; chr19:13134505-13134645;
1	Multiple_ER_beta_sites	TNFRSF12A	Symbol	51330	tumor necrosis factor receptor superfamily, member 12A	chr16:3010313-3012384	chr16:3003243-3003440; chr16:3010917-3011196;	chr16:3000121-3000402; chr16:3010876-3011175;
1	Multiple_ER_beta_sites	TNS3	Symbol	64759	tensin 3	chr7:47281276-47545724	chr7:47331425-47331827; chr7:47333729-47333911; chr7:47412249-47412499; chr7:47481258-47481562; chr7:47481621-47482236; chr7:47538659-47538861; chr7:47545082-47545239; chr7:47548192-47548449;	chr7:47331422-47331859; chr7:47333727-47333892; chr7:47333920-47334071; chr7:47412115-47412521; chr7:47481273-47482197; chr7:47538595-47538785; chr7:47548263-47548456;
1	Multiple_ER_beta_sites	MIDN	Symbol	90007	midnolin	chr19:1199551-1210142	chr19:1205655-1205792; chr19:1210553-1210693; chr19:1213326-1213600;	chr19:1204515-1204753; chr19:1211811-1212007; chr19:1213300-1213618;
1	Multiple_ER_beta_sites	SPIRE2	Symbol	84501	spire homolog 2 (Drosophila)	chr16:88422407-88465228		chr16:88416663-88416873; chr16:88421678-88422026;
1	Multiple_ER_beta_sites	C14orf4	Symbol	64207	chromosome 14 open reading frame 4	chr14:76560638-76564787		chr14:76563705-76563947; chr14:76570058-76570213;
1	Multiple_ER_beta_sites	SIK1	Symbol	150094	salt-inducible kinase 1	chr21:43658826-43671430	chr21:43656801-43656922; chr21:43673385-43673567; chr21:43675396-43675508;	chr21:43656825-43656950; chr21:43675050-43675226; chr21:43675351-43675479;
1	Multiple_ER_beta_sites	PNPLA7	Symbol	375775	patatin-like phospholipase domain containing 7	chr9:139474225-139564807		chr9:139516356-139516541; chr9:139528076-139528919;
1	Multiple_ER_beta_sites	SNX29	Symbol	92017	sorting nexin 29	chr16:12053555-12575647		chr16:12060555-12060715; chr16:12259334-12259510; chr16:12259540-12259712;
1	Multiple_ER_beta_sites	VASN	Symbol	114990	vasorin	chr16:4361849-4373530		chr16:4359016-4359346; chr16:4361526-4361792; chr16:4365130-4365303; chr16:4378023-4378195;
1	Multiple_ER_beta_sites	BCL3	Symbol	602	B-cell CLL/lymphoma 3	chr19:49943817-49955141		chr19:49934228-49934379; chr19:49937191-49937501; chr19:49942620-49942979; chr19:49943101-49943269; chr19:49943553-49943784;
1	Multiple_ER_beta_sites	NFIC	Symbol	4782	nuclear factor I/C (CCAAT-binding transcription factor)	chr19:3310615-3414603	chr19:3335944-3336100; chr19:3340989-3341210;	chr19:3338710-3338932;
1	Multiple_ER_beta_sites	WWP2	Symbol	11060	WW domain containing E3 ubiquitin protein ligase 2	chr16:68353774-68501812		chr16:68353601-68353737; chr16:68372285-68372451;
1	Multiple_ER_beta_sites	RASEF	Symbol	158158	RAS and EF-hand domain containing	chr9:84787136-84867863	chr9:84846526-84846761; chr9:84864358-84864609; chr9:84867560-84867792;	chr9:84846510-84846730; chr9:84867576-84867767;
1	Multiple_ER_beta_sites	GDF15	Symbol	9518	growth differentiation factor 15	chr19:18357967-18360986		chr19:18348861-18348987; chr19:18352045-18352304;
1	Multiple_ER_beta_sites	EIF2C2	Symbol	27161	eukaryotic translation initiation factor 2C, 2	chr8:141610445-141714827		chr8:141669004-141669127; chr8:141714163-141714425;
1	Multiple_ER_beta_sites	FAM174B	Symbol	400451	family with sequence similarity 174, member B	chr15:90961682-91000035	chr15:90981365-90981572; chr15:90983491-90983623; chr15:90988805-90989073; chr15:90989754-90990104;	chr15:90983489-90983597; chr15:90988930-90989108; chr15:90989683-90990150;
1	Multiple_ER_beta_sites	PRKCD	Symbol	5580	protein kinase C, delta	chr3:53170262-53201773		chr3:53164879-53165185; chr3:53165417-53165572; chr3:53170004-53170184;
1	Multiple_ER_beta_sites	JUNB	Symbol	3726	jun B proto-oncogene	chr19:12763309-12765125		chr19:12755537-12755898; chr19:12755912-12756227; chr19:12758389-12758596; chr19:12762004-12762267;
1	Multiple_ER_beta_sites	LMCD1	Symbol	29995	LIM and cysteine-rich domains 1	chr3:8518510-8584806		chr3:8517416-8517661; chr3:8518160-8518308;
1	Multiple_ER_beta_sites	TOM1L2	Symbol	146691	target of myb1-like 2 (chicken)	chr17:17687546-17816509	chr17:17681481-17681703; chr17:17684389-17684566;	chr17:17684365-17684557;
1	Multiple_ER_beta_sites	CRISPLD2	Symbol	83716	cysteine-rich secretory protein LCCL domain containing 2	chr16:83411087-83500617	chr16:83419000-83419161; chr16:83433096-83433342; chr16:83447263-83447441;	chr16:83418952-83419101; chr16:83433115-83433266; chr16:83442496-83442695;
1	Multiple_ER_beta_sites	B4GALT1	Symbol	2683	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	chr9:33100638-33157356		chr9:33096921-33097130; chr9:33153945-33154103;
1	Multiple_ER_beta_sites	ATP6V0A4	Symbol	50617	ATPase, H+ transporting, lysosomal V0 subunit a4	chr7:138041578-138109322		chr7:138088136-138088359; chr7:138109103-138109259;
1	Multiple_ER_beta_sites	KIAA1199	Symbol	57214	KIAA1199	chr15:78858766-79031054	chr15:78905195-78905361;	chr15:78958115-78958424; chr15:79022708-79022918;
1	Multiple_ER_beta_sites	GAB2	Symbol	9846	GRB2-associated binding protein 2	chr11:77603989-77730574		chr11:77648834-77649162; chr11:77700711-77700870;
1	Multiple_ER_beta_sites	ZCCHC8	Symbol	55596	zinc finger, CCHC domain containing 8	chr12:121523387-121551471		chr12:121518573-121518707; chr12:121551616-121551757;
1	Multiple_ER_beta_sites	GFRA1	Symbol	2674	GDNF family receptor alpha 1	chr10:117806433-118021809		chr10:117830141-117830342; chr10:117892935-117893149; chr10:118020603-118020872;
1	Multiple_ER_beta_sites	SPATS2	Symbol	65244	spermatogenesis associated, serine-rich 2	chr12:48046954-48207474		chr12:48047286-48047481; chr12:48179319-48179484;
1	Multiple_ER_beta_sites	DNAJB6	Symbol	10049	DnaJ (Hsp40) homolog, subfamily B, member 6	chr7:156822470-156871779	chr7:156814966-156815185; chr7:156859117-156859302;	chr7:156814919-156815211; chr7:156869720-156869866;
1	Multiple_ER_beta_sites	DCDC2	Symbol	51473	doublecortin domain containing 2	chr6:24279961-24466259		chr6:24414799-24414980; chr6:24432225-24432414;
1	Multiple_ER_beta_sites	ABAT	Symbol	18	4-aminobutyrate aminotransferase	chr16:8675944-8785933		chr16:8675310-8675413; chr16:8680571-8680842;
1	Multiple_ER_beta_sites	EPS15L1	Symbol	58513	epidermal growth factor receptor pathway substrate 15-like 1	chr19:16333407-16443762		chr19:16414669-16414802; chr19:16426044-16426178; chr19:16434696-16434978; chr19:16435492-16435762; chr19:16435785-16436132;
1	Multiple_ER_beta_sites	SVIL	Symbol	6840	supervillin	chr10:29786282-29963907		chr10:29951601-29951755; chr10:29959314-29959626;
1	Multiple_ER_beta_sites	USP10	Symbol	9100	ubiquitin specific peptidase 10	chr16:83291055-83371028		chr16:83327181-83327313; chr16:83328835-83328968; chr16:83377648-83378094;
1	Multiple_ER_beta_sites	PODXL	Symbol	5420	podocalyxin-like	chr7:130835560-130891916	chr7:130895472-130895647;	chr7:130880130-130880441;
1	Multiple_ER_beta_sites	FXR1	Symbol	8087	fragile X mental retardation, autosomal homolog 1	chr3:182113145-182177647		chr3:182112681-182112928; chr3:182123086-182123219;
1	Multiple_ER_beta_sites	C3orf26	Symbol	84319	chromosome 3 open reading frame 26	chr3:101019370-101380137		chr3:101228364-101228512; chr3:101305526-101305703; chr3:101305737-101305977;
1	Multiple_ER_beta_sites	BANP	Symbol	54971	BTG3 associated nuclear protein	chr16:86542538-86668425	chr16:86536746-86537013; chr16:86605411-86605665; chr16:86607974-86608135; chr16:86608206-86608464;	chr16:86536752-86536984; chr16:86608013-86608491;
1	Multiple_ER_beta_sites	PIGB	Symbol	9488	phosphatidylinositol glycan anchor biosynthesis, class B	chr15:53398424-53435138	chr15:53437148-53437347;	chr15:53438029-53438197;
1	Multiple_ER_beta_sites	MAOA	Symbol	4128	monoamine oxidase A	chrX:43400352-43491012	chrX:43438349-43438471;	chrX:43399143-43399280;
2	1	PLAC1	Symbol	10761	placenta-specific 1	chrX:133527538-133620179		chrX:133532281-133532491; chrX:133620337-133620457;
2	1	SOX3	Symbol	6658	SRY (sex determining region Y)-box 3	chrX:139412817-139414891		chrX:139418033-139418196;
2	1	RAB26	Symbol	25837	RAB26, member RAS oncogene family	chr16:2138651-2144142		chr16:2137959-2138192;
2	1	IL17RB	Symbol	55540	interleukin 17 receptor B	chr3:53855616-53874867		chr3:53855413-53855565;
2	1	NRIP1	Symbol	8204	nuclear receptor interacting protein 1	chr21:15255426-15358997		chr21:15299556-15299869; chr21:15359760-15359944;
2	1	HSPB8	Symbol	26353	heat shock 22kDa protein 8	chr12:118100977-118116934		chr12:118093469-118093723;
2	1	RCAN1	Symbol	1827	regulator of calcineurin 1	chr21:34810653-34821131		chr21:34816600-34816746;
2	1	GPRC5C	Symbol	55890	G protein-coupled receptor, family C, group 5, member C	chr17:69939261-69955163		chr17:69939024-69939155;
2	1	CAPN5	Symbol	726	calpain 5	chr11:76455639-76514846		chr11:76462937-76463055;
2	1	ABCC5	Symbol	10057	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	chr3:185120417-185218421		chr3:185218740-185218848;
2	2	MYB	Symbol	4602	v-myb myeloblastosis viral oncogene homolog (avian)	chr6:135544145-135582003		chr6:135536530-135536832; chr6:135545263-135545539; chr6:135574173-135574370;
2	2	KRT13	Symbol	3860	keratin 13	chr17:36910758-36915391		chr17:36916283-36916456; chr17:36916532-36916752;
2	2	DHRS3	Symbol	9249	dehydrogenase/reductase (SDR family) member 3	chr1:12550525-12600407		chr1:12583102-12583241; chr1:12598509-12599087; chr1:12582911-12583075;
2	2	EFNA1	Symbol	1942	ephrin-A1	chr1:153366972-153374010		chr1:153363581-153363774;
2	2	BMP7	Symbol	655	bone morphogenetic protein 7	chr20:55177215-55275114		chr20:55166612-55168393; chr20:55272044-55273219;
2	2	PPL	Symbol	5493	periplakin	chr16:4872508-4927137		chr16:4935663-4936116;
2	2	GRAMD1A	Symbol	57655	GRAM domain containing 1A	chr19:40183085-40209213		chr19:40182944-40183354; chr19:40189160-40189538;
2	2	EDN1	Symbol	1906	endothelin 1	chr6:12398514-12405413		chr6:12396471-12396853;
2	2	VTCN1	Symbol	79679	V-set domain containing T cell activation inhibitor 1	chr1:117487731-117555072		chr1:117525789-117526146;
2	2	ANKRD13D	Symbol	338692	ankyrin repeat domain 13 family, member D	chr11:66813394-66826530		chr11:66827524-66827819;
2	2	STC2	Symbol	8614	stanniocalcin 2	chr5:172674331-172689112		chr5:172689325-172689590;
2	2	RAPGEFL1	Symbol	51195	Rap guanine nucleotide exchange factor (GEF)-like 1	chr17:35587767-35605432		chr17:35590522-35590766;
2	2	MICB	Symbol	4277	MHC class I polypeptide-related sequence B	chr6:31573833-31586880		chr6:31585749-31586181;
2	2	VWF	Symbol	7450	von Willebrand factor	chr12:5928300-6104097		chr12:6044614-6044948;
2	2	TSC22D3	Symbol	1831	TSC22 domain family, member 3	chrX:106843107-106846367		chrX:106855613-106856006;
2	2	CALML5	Symbol	51806	calmodulin-like 5	chr10:5530657-5531533		chr10:5520127-5520768; chr10:5525776-5526130; chr10:5528516-5528941; chr10:5535534-5535785;
2	2	MYEOV	Symbol	26579	myeloma overexpressed (in a subset of t(11;14) positive multiple myelomas)	chr11:68818197-68821330		chr11:68825758-68826462;
2	2	PLOD2	Symbol	5352	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	chr3:147269917-147361972		chr3:147316194-147316453; chr3:147360875-147361290; chr3:147361495-147361887;
2	2	RET	Symbol	5979	ret proto-oncogene	chr10:42892522-42942958		chr10:42897521-42897898; chr10:42898050-42898224; chr10:42901783-42902010; chr10:42926230-42926755;
2	2	IRS2	Symbol	8660	insulin receptor substrate 2	chr13:109204184-109236915		chr13:109194154-109194308;
2	2	IGFBP4	Symbol	3487	insulin-like growth factor binding protein 4	chr17:35853201-35867508		chr17:35858349-35858761;
2	2	SLC2A1	Symbol	6513	solute carrier family 2 (facilitated glucose transporter), member 1	chr1:43163632-43197434		chr1:43175944-43176395;
2	2	SFXN2	Symbol	118980	sideroflexin 2	chr10:104464287-104488936		chr10:104460491-104460710;
2	2	TFF1	Symbol	7031	trefoil factor 1	chr21:42655459-42659713		chr21:42656517-42657103; chr21:42657680-42658057; chr21:42659511-42660183; chr21:42668611-42668991; chr21:42669475-42669906;
2	2	CTSD	Symbol	1509	cathepsin D	chr11:1730560-1741798		chr11:1750459-1750635;
2	2	SLC29A1	Symbol	2030	solute carrier family 29 (nucleoside transporters), member 1	chr6:44295219-44309866		chr6:44313726-44314054;
2	2	AFAP1L2	Symbol	84632	actin filament associated protein 1-like 2	chr10:116044572-116154505		chr10:116099494-116099823;
2	3	XBP1	Symbol	7494	X-box binding protein 1	chr22:27520547-27526560		chr22:27527721-27527858;
2	3	MYC	Symbol	4609	v-myc myelocytomatosis viral oncogene homolog (avian)	chr8:128817497-128822855		chr8:128819996-128820153;
2	3	CROT	Symbol	54677	carnitine O-octanoyltransferase	chr7:86812886-86867048		chr7:86843451-86843688;
2	3	KIAA0907	Symbol	22889	KIAA0907	chr1:154149459-154170812		chr1:154150828-154150980; chr1:154174708-154174885;
2	3	CLDN23	Symbol	137075	claudin 23	chr8:8597075-8599027		chr8:8596770-8597064;
2	3	SLCO2A1	Symbol	6578	solute carrier organic anion transporter family, member 2A1	chr3:135134229-135231610		chr3:135190253-135190486; chr3:135231203-135231461;
2	3	SH3BP4	Symbol	23677	SH3-domain binding protein 4	chr2:235525366-235629097		chr2:235554791-235554971;
2	3	PHLDB1	Symbol	23187	pleckstrin homology-like domain, family B, member 1	chr11:117982422-118033951		chr11:118022569-118022711;
2	3	IGDCC3	Symbol	9543	immunoglobulin superfamily, DCC subclass, member 3	chr15:63406518-63457431		chr15:63420599-63420711;
2	3	LATS2	Symbol	26524	LATS, large tumor suppressor, homolog 2 (Drosophila)	chr13:20445175-20533722		chr13:20533676-20533839;
2	3	BMF	Symbol	90427	Bcl2 modifying factor	chr15:38167382-38185579		chr15:38172642-38172763;
2	Multiple_ERb_sites	GREB1	Symbol	9687	growth regulation by estrogen in breast cancer 1	chr2:11591692-11645806	chr2:11588557-11588986; chr2:11589893-11590309; chr2:11597069-11597491; chr2:11608640-11608770;	chr2:11588562-11589009; chr2:11589994-11590260; chr2:11597016-11597740; chr2:11611687-11611818; chr2:11616877-11617074;
2	Multiple_ERb_sites	PKIB	Symbol	5570	protein kinase (cAMP-dependent, catalytic) inhibitor beta	chr6:122834760-123089217		chr6:122932848-122933035; chr6:122972692-122972851; chr6:122973426-122973585; chr6:122973622-122973808; chr6:122974021-122974192; chr6:122983798-122984027; chr6:122984051-122984336; chr6:122985686-122985943; chr6:123054825-123055186; chr6:123059595-123060
2	Multiple_ERb_sites	CAPN8	Symbol	388743	calpain 8	chr1:221870293-221919996		chr1:221909571-221909816; chr1:221920010-221920199;
2	Multiple_ERb_sites	CALCR	Symbol	799	calcitonin receptor	chr7:92891734-93041686	chr7:92903251-92903381; chr7:93019179-93019471; chr7:93019512-93019741;	chr7:93019131-93019448; chr7:93019534-93019809;
2	Multiple_ERb_sites	ADORA1	Symbol	134	adenosine A1 receptor	chr1:201363458-201403156	chr1:201367590-201367746; chr1:201405092-201405369;	chr1:201398711-201398899; chr1:201405460-201405626;
2	Multiple_ERb_sites	CHD9	Symbol	80205	chromodomain helicase DNA binding protein 9	chr16:51646445-51918915		chr16:51636993-51637159; chr16:51646096-51646315; chr16:51690804-51691302; chr16:51691481-51691633; chr16:51721737-51721890;
2	Multiple_ERb_sites	PDZK1	Symbol	5174	PDZ domain containing 1	chr1:144439082-144475430		chr1:144434844-144435242; chr1:144437769-144438333; chr1:144455418-144455690;
2	Multiple_ERb_sites	KRT15	Symbol	3866	keratin 15	chr17:36923523-36928796		chr17:36916283-36916456; chr17:36916532-36916752; chr17:36931511-36931671;
2	Multiple_ERb_sites	DEPDC6	Symbol	64798	DEP domain containing 6	chr8:120955080-121132338		chr8:120955315-120955442; chr8:121063975-121064457;
2	Multiple_ERb_sites	DHRS2	Symbol	10202	dehydrogenase/reductase (SDR family) member 2	chr14:23175412-23184688		chr14:23179615-23179874; chr14:23186281-23186522;
2	Multiple_ERb_sites	MACF1	Symbol	23499	microtubule-actin crosslinking factor 1	chr1:39319704-39725376		chr1:39355301-39355495; chr1:39381089-39381433; chr1:39417242-39417471;
2	Multiple_ERb_sites	DOK7	Symbol	285489	docking protein 7	chr4:3434830-3466007		chr4:3432822-3433177; chr4:3433282-3433452; chr4:3434750-3434983; chr4:3438512-3438758; chr4:3456330-3456851; chr4:3458338-3458489;
2	Multiple_ERb_sites	DSCAM	Symbol	1826	Down syndrome cell adhesion molecule	chr21:40306212-41140909	chr21:40364554-40365126; chr21:40368541-40368704; chr21:40608141-40608472; chr21:40612383-40612889; chr21:40614849-40615178; chr21:40618289-40618901; chr21:40632929-40633249; chr21:40634257-40634424; chr21:40676339-40676745; chr21:40737995-40738228;	chr21:40300609-40300873; chr21:40308486-40308828; chr21:40348126-40348325; chr21:40364310-40364546; chr21:40364666-40365162; chr21:40608112-40608404; chr21:40609717-40609838; chr21:40612324-40612832; chr21:40614784-40615214; chr21:40618128-40618632; chr21
2	Multiple_ERb_sites	FREM2	Symbol	341640	FRAS1 related extracellular matrix protein 2	chr13:38159172-38359267		chr13:38156946-38157239; chr13:38360775-38360961;
2	Multiple_ERb_sites	WISP2	Symbol	8839	WNT1 inducible signaling pathway protein 2	chr20:42777298-42789866		chr20:42776726-42776965; chr20:42792548-42792721;
2	Multiple_ERb_sites	CELSR2	Symbol	1952	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)	chr1:109594163-109619901		chr1:109584098-109584573; chr1:109590442-109590686; chr1:109594871-109595141; chr1:109616726-109616997; chr1:109618858-109619261;
2	Multiple_ERb_sites	CAP2	Symbol	10486	CAP, adenylate cyclase-associated protein, 2 (yeast)	chr6:17501714-17666002		chr6:17497559-17497923; chr6:17502033-17502485; chr6:17581202-17581424;
2	Multiple_ERb_sites	SGK3	Symbol	23678	serum/glucocorticoid regulated kinase family, member 3	chr8:67787444-67936811	chr8:67787841-67787987; chr8:67788722-67789320; chr8:67816624-67816816;	chr8:67787089-67787249; chr8:67788688-67789011; chr8:67789016-67789203; chr8:67789479-67789618;
2	Multiple_ERb_sites	NAV2	Symbol	89797	neuron navigator 2	chr11:19328846-20099723	chr11:19398091-19398283; chr11:19972975-19973516; chr11:20009780-20010434; chr11:20013834-20014166; chr11:20014591-20014826; chr11:20020291-20020460;	chr11:19368107-19368335; chr11:19897548-19897758; chr11:19972952-19973615; chr11:20009850-20010339; chr11:20010357-20010553; chr11:20013830-20014163; chr11:20014557-20014759;
2	Multiple_ERb_sites	C6orf141	Symbol	135398	chromosome 6 open reading frame 141	chr6:49626337-49637584		chr6:49617771-49617940; chr6:49629823-49629968;
2	Multiple_ERb_sites	C1QTNF6	Symbol	114904	C1q and tumor necrosis factor related protein 6	chr22:35906151-35914276		chr22:35904424-35904524; chr22:35904627-35904796; chr22:35904946-35905151; chr22:35909316-35909596; chr22:35915194-35915429; chr22:35915944-35916087; chr22:35916393-35916573; chr22:35922625-35922776; chr22:35922841-35923159; chr22:35923595-35923734; chr22
2	Multiple_ERb_sites	GOLSYN	Symbol	55638	Golgi-localized protein	chr8:110655580-110724595		chr8:110651908-110652051; chr8:110662486-110662661;
