Probe Set ID	Gene Title	Gene Symbol	Chromosomal Location	Entrez Gene
201088_at	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	KPNA2	17q23.1-q23.3	3838
201105_at	lectin, galactoside-binding, soluble, 1 (galectin 1)	LGALS1	22q13.1	3956
201128_s_at	ATP citrate lyase	ACLY	17q12-q21	47
201137_s_at	major histocompatibility complex, class II, DP beta 1	HLA-DPB1	6p21.3	3115
201145_at	HCLS1 associated protein X-1	HAX1	1q21.3	10456
201154_x_at	ribosomal protein L4	RPL4	15q22	6124
201162_at	insulin-like growth factor binding protein 7	IGFBP7	4q12	3490
201163_s_at	insulin-like growth factor binding protein 7	IGFBP7	4q12	3490
201175_at	thioredoxin domain containing 14	TXNDC14	11cen-q22.3	51075
201185_at	HtrA serine peptidase 1	HTRA1	10q26.3	5654
201200_at	cellular repressor of E1A-stimulated genes 1	CREG1	1q24	8804
201202_at	proliferating cell nuclear antigen	PCNA	20pter-p12	5111
201241_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	DDX1	2p24	1653
201268_at	non-metastatic cells 2, protein (NM23B) expressed in	NME2	17q21.3	4831
201288_at	Rho GDP dissociation inhibitor (GDI) beta	ARHGDIB	12p12.3	397
201289_at	cysteine-rich, angiogenic inducer, 61	CYR61	1p31-p22	3491
201292_at	topoisomerase (DNA) II alpha 170kDa	TOP2A	17q21-q22	7153
201313_at	enolase 2 (gamma, neuronal)	ENO2	12p13	2026
201315_x_at	interferon induced transmembrane protein 2 (1-8D)	IFITM2	11p15.5	10581
201327_s_at	chaperonin containing TCP1, subunit 6A (zeta 1)	CCT6A	7p11.2	908
201400_at	proteasome (prosome, macropain) subunit, beta type, 3	PSMB3	17q12	5691
201427_s_at	selenoprotein P, plasma, 1	SEPP1	5q31	6414
201433_s_at	phosphatidylserine synthase 1	PTDSS1	8q22	9791
201475_x_at	methionine-tRNA synthetase	MARS	12q13.2	4141
201487_at	cathepsin C	CTSC	11q14.1-q14.3	1075
201506_at	transforming growth factor, beta-induced, 68kDa	TGFBI	5q31	7045
201524_x_at	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	UBE2N	12q22	7334
201525_at	apolipoprotein D	APOD	3q26.2-qter	347
201531_at	zinc finger protein 36, C3H type, homolog (mouse)	ZFP36	19q13.1	7538
201570_at	sorting and assembly machinery component 50 homolog (S. cerevisiae)	SAMM50	22q13.31	25813
201577_at	non-metastatic cells 1, protein (NM23A) expressed in	NME1	17q21.3	4830
201578_at	podocalyxin-like	PODXL	7q32-q33	5420
201584_s_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39	DDX39	19p13.12	10212
201586_s_at	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)	SFPQ	1p34.3	6421
201595_s_at	likely ortholog of mouse immediate early response, erythropoietin 4	LEREPO4	2q32.1	55854
201631_s_at	immediate early response 3	IER3	6p21.3	8870
201690_s_at	tumor protein D52	TPD52	8q21	7163
201714_at	tubulin, gamma 1	TUBG1	17q21	7283
201721_s_at	lysosomal associated multispanning membrane protein 5	LAPTM5	1p34	7805
201725_at	chromosome 10 open reading frame 7	C10orf7	10p13	8872
201756_at	replication protein A2, 32kDa	RPA2	1p35	6118
201761_at	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	MTHFD2	2p13.1	10797
201842_s_at	EGF-containing fibulin-like extracellular matrix protein 1	EFEMP1	2p16	2202
201890_at	ribonucleotide reductase M2 polypeptide	RRM2	2p25-p24	6241
201891_s_at	beta-2-microglobulin	B2M	15q21-q22.2	567
201909_at	ribosomal protein S4, Y-linked 1	RPS4Y1	Yp11.3	6192
201930_at	MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)	MCM6	2q21	4175
202041_s_at	fibroblast growth factor (acidic) intracellular binding protein	FIBP	11q13.1	9158
202042_at	histidyl-tRNA synthetase	HARS	5q31.3	3035
202094_at	baculoviral IAP repeat-containing 5 (survivin)	BIRC5	17q25	332
202095_s_at	baculoviral IAP repeat-containing 5 (survivin)	BIRC5	17q25	332
202112_at	von Willebrand factor	VWF	12p13.3	7450
202188_at	nucleoporin 93kDa	NUP93	16q13	9688
202237_at	nicotinamide N-methyltransferase	NNMT	11q23.1	4837
202283_at	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1	SERPINF1	17p13.1	5176
202291_s_at	matrix Gla protein	MGP	12p13.1-p12.3	4256
202295_s_at	cathepsin H	CTSH	15q24-q25	1512
202309_at	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	MTHFD1	14q24	4522
202411_at	interferon, alpha-inducible protein 27	IFI27	14q32	3429
202433_at	solute carrier family 35, member B1	SLC35B1	17q21.33	10237
202503_s_at	KIAA0101	KIAA0101	15q22.31	9768
202546_at	vesicle-associated membrane protein 8 (endobrevin)	VAMP8	2p12-p11.2	8673
202589_at	thymidylate synthetase	TYMS	18p11.32	7298
202596_at	endosulfine alpha	ENSA	1q21.2	2029
202672_s_at	activating transcription factor 3	ATF3	1q32.3	467
202712_s_at	creatine kinase, mitochondrial 1B /// creatine kinase, mitochondrial 1A	CKMT1B /// CKMT1A	15q15	1159 /// 548596
202737_s_at	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM4	19p13.11	25804
202743_at	phosphoinositide-3-kinase, regulatory subunit 3 (p55, gamma)	PIK3R3	1p34.1	8503
202747_s_at	integral membrane protein 2A	ITM2A	Xq13.3-Xq21.2	9452
202768_at	FBJ murine osteosarcoma viral oncogene homolog B	FOSB	19q13.32	2354
202803_s_at	integrin, beta 2 (antigen CD18 (p95), lymphocyte function-associated antigen 1; macrophage antigen 1 (mac-1) beta subunit)	ITGB2	21q22.3	3689
202836_s_at	thioredoxin-like 4A	TXNL4A	18q23	10907
202838_at	fucosidase, alpha-L- 1, tissue	FUCA1	1p34	2517
202878_s_at	complement component 1, q subcomponent, receptor 1	C1QR1	20p11.21	22918
202899_s_at	splicing factor, arginine/serine-rich 3	SFRS3	6p21	6428
202953_at	complement component 1, q subcomponent, beta polypeptide	C1QB	1p36.3-p34.1	713
202957_at	hematopoietic cell-specific Lyn substrate 1	HCLS1	3q13	3059
203022_at	ribonuclease H2, large subunit	RNASEH2A	19p13.13	10535
203150_at	Rab9 effector protein with kelch motifs	RABEPK	9q33.3	10244
203259_s_at	HD domain containing 2	HDDC2	6q13-q24.3	51020
203320_at	lymphocyte adaptor protein	LNK	12q24	10019
203344_s_at	retinoblastoma binding protein 8	RBBP8	18q11.2	5932
203410_at	adaptor-related protein complex 3, mu 2 subunit	AP3M2	8p11.2	10947
203414_at	monocyte to macrophage differentiation-associated	MMD	17q	23531
203416_at	CD53 antigen	CD53	1p13	963
203455_s_at	spermidine/spermine N1-acetyltransferase	SAT	Xp22.1	6303
203562_at	fasciculation and elongation protein zeta 1 (zygin I)	FEZ1	11q24.2	9638
203645_s_at	CD163 antigen	CD163	12p13.3	9332
203721_s_at	WD repeat domain 50	WDR50	17q21.33	51096
203797_at	visinin-like 1	VSNL1	2p24.3	7447
203861_s_at	actinin, alpha 2	ACTN2	1q42-q43	88
203915_at	chemokine (C-X-C motif) ligand 9	CXCL9	4q21	4283
203932_at	major histocompatibility complex, class II, DM beta /// major histocompatibility complex, class II, DM beta	HLA-DMB	6p21.3	3109
203936_s_at	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	MMP9	20q11.2-q13.1	4318
204026_s_at	ZW10 interactor	ZWINT	10q21-q22	11130
204033_at	thyroid hormone receptor interactor 13	TRIP13	5p15.33	9319
204041_at	monoamine oxidase B	MAOB	Xp11.23	4129
204086_at	preferentially expressed antigen in melanoma	PRAME	22q11.22	23532
204122_at	TYRO protein tyrosine kinase binding protein	TYROBP	19q13.1	7305
204126_s_at	CDC45 cell division cycle 45-like (S. cerevisiae)	CDC45L	22q11.21	8318
204127_at	replication factor C (activator 1) 3, 38kDa	RFC3	13q12.3-q13	5983
204135_at	downregulated in ovarian cancer 1	DOC1	3q12.1	11259
204232_at	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide	FCER1G	1q23	2207
204247_s_at	cyclin-dependent kinase 5	CDK5	7q36	1020
204319_s_at	regulator of G-protein signalling 10	RGS10	10q25	6001
204411_at	kinesin family member 21B	KIF21B	1pter-q31.3	23046
204424_s_at	LIM domain only 3 (rhombotin-like 2)	LMO3	12p12.3	55885
204580_at	matrix metallopeptidase 12 (macrophage elastase)	MMP12	11q22.3	4321
204620_s_at	chondroitin sulfate proteoglycan 2 (versican)	CSPG2	5q14.3	1462
204695_at	cell division cycle 25A	CDC25A	3p21	993
204767_s_at	flap structure-specific endonuclease 1	FEN1	11q12	2237
204768_s_at	flap structure-specific endonuclease 1	FEN1	11q12	2237
204806_x_at	major histocompatibility complex, class I, F	HLA-F	6p21.3	3134
204915_s_at	SRY (sex determining region Y)-box 11	SOX11	2p25	6664
205113_at	neurofilament 3 (150kDa medium)	NEF3	8p21	4741
205143_at	chondroitin sulfate proteoglycan 3 (neurocan)	CSPG3	19p12	1463
205229_s_at	coagulation factor C homolog, cochlin (Limulus polyphemus)	COCH	14q12-q13	1690
205348_s_at	dynein, cytoplasmic, intermediate polypeptide 1	DNCI1	7q21.3-q22.1	1780
205547_s_at	transgelin	TAGLN	11q23.2	6876
205630_at	corticotropin releasing hormone	CRH	8q13	1392
205721_at	GDNF family receptor alpha 2	GFRA2	8p21	2675
205774_at	coagulation factor XII (Hageman factor)	F12	5q33-qter	2161
205859_at	lymphocyte antigen 86	LY86	6p25.1	9450
205890_s_at	ubiquitin D	UBD	6p21.3	10537
206001_at	neuropeptide Y	NPY	7p15.1	4852
206059_at	zinc finger protein 91 (HPF7, HTF10)	ZNF91	19p13.1-p12	7644
206102_at	DNA replication complex GINS protein PSF1	PSF1	20p11.21	9837
206186_at	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	MPP3	17q12-q21	4356
206196_s_at	RaP2 interacting protein 8	RPIP8	17q21.31	10900
206245_s_at	influenza virus NS1A binding protein	IVNS1ABP	1q25.1-q31.1	10625
206376_at	solute carrier family 6, member 15	SLC6A15	12q21.3	55117
206462_s_at	neurotrophic tyrosine kinase, receptor, type 3	NTRK3	15q25	4916
206634_at	sine oculis homeobox homolog 3 (Drosophila)	SIX3	2p16-p21	6496
207030_s_at	cysteine and glycine-rich protein 2	CSRP2	12q21.1	1466
207076_s_at	argininosuccinate synthetase	ASS	9q34.1	445
207260_at	FEV (ETS oncogene family)	FEV	2q36	54738
208091_s_at	EGFR-coamplified and overexpressed protein /// EGFR-coamplified and overexpressed protein	ECOP	7p11.2	81552
208212_s_at	anaplastic lymphoma kinase (Ki-1)	ALK	2p23	238
208306_x_at	Major histocompatibility complex, class II, DR beta 3	HLA-DRB1	6p21.3	3123
208308_s_at	glucose phosphate isomerase	GPI	19q13.1	2821
208679_s_at	actin related protein 2/3 complex, subunit 2, 34kDa	ARPC2	2q36.1	10109
208690_s_at	PDZ and LIM domain 1 (elfin)	PDLIM1	10q22-q26.3	9124
208692_at	ribosomal protein S3	RPS3	11q13.3-q13.5	6188
208729_x_at	major histocompatibility complex, class I, B	HLA-B	6p21.3	3106
208747_s_at	complement component 1, s subcomponent	C1S	12p13	716
208758_at	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	ATIC	2q35	471
208761_s_at	SMT3 suppressor of mif two 3 homolog 1 (yeast)	SUMO1	2q33	7341
208787_at	mitochondrial ribosomal protein L3	MRPL3	3q21-q23	11222
208812_x_at	major histocompatibility complex, class I, C	HLA-C	6p21.3	3107
208813_at	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	GOT1	10q24.1-q25.1	2805
208846_s_at	voltage-dependent anion channel 3	VDAC3	8p11.2	7419
208851_s_at	Thy-1 cell surface antigen	THY1	11q22.3-q23	7070
208894_at	major histocompatibility complex, class II, DR alpha /// major histocompatibility complex, class II, DR alpha	HLA-DRA	6p21.3	3122
208905_at	cytochrome c, somatic	CYCS	7p15.3	54205
208910_s_at	complement component 1, q subcomponent binding protein	C1QBP	17p13.3	708
208912_s_at	2,3-cyclic nucleotide 3 phosphodiesterase	CNP	17q21	1267
208949_s_at	lectin, galactoside-binding, soluble, 3 (galectin 3) /// galectin-3 internal gene	LGALS3 /// GALIG	14q21-q22	3958 /// 81625
208974_x_at	karyopherin (importin) beta 1	KPNB1	17q21.32	3837
208982_at	Platelet/endothelial cell adhesion molecule (CD31 antigen)	PECAM1	17q23	5175
208991_at	signal transducer and activator of transcription 3 (acute-phase response factor)	STAT3	17q21.31	6774
209026_x_at	tubulin, beta polypeptide	TUBB	6p21.33	203068
209047_at	aquaporin 1 (channel-forming integral protein, 28kDa)	AQP1	7p14	358
209101_at	connective tissue growth factor	CTGF	6q23.1	1490
209116_x_at	hemoglobin, beta /// hemoglobin, beta	HBB	11p15.5	3043
209138_x_at	Immunoglobulin lambda constant 1 (Mcg marker) /// Dehydrogenase/reductase (SDR family) member 4 like 2 /// Immunoglobulin lambda joining 3	IGLV3-25 /// DHRS4 /// IGLC2	22q11.2 /// 14q11.2	10901 /// 28793 /// 3538
209140_x_at	major histocompatibility complex, class I, B	HLA-B	6p21.3	3106
209189_at	v-fos FBJ murine osteosarcoma viral oncogene homolog	FOS	14q24.3	2353
209201_x_at	chemokine (C-X-C motif) receptor 4	CXCR4	2q21	7852
209295_at	tumor necrosis factor receptor superfamily, member 10b	TNFRSF10B	8p22-p21	8795
209312_x_at	major histocompatibility complex, class II, DR beta 1 /// major histocompatibility complex, class II, DR beta 1	HLA-DRB1	6p21.3	3123
209374_s_at	immunoglobulin heavy constant mu	IGHM	14q32.33	3507
209392_at	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)	ENPP2	8q24.1	5168
209435_s_at	rho/rac guanine nucleotide exchange factor (GEF) 2	ARHGEF2	1q21-q22	9181
209503_s_at	proteasome (prosome, macropain) 26S subunit, ATPase, 5	PSMC5	17q23-q25	5705
209609_s_at	mitochondrial ribosomal protein L9	MRPL9		65005
209619_at	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	CD74	5q32	972
209662_at	centrin, EF-hand protein, 3 (CDC31 homolog, yeast)	CETN3	5q14.3	1070
209728_at	major histocompatibility complex, class II, DR beta 4 /// major histocompatibility complex, class II, DR beta 4	HLA-DRB4	6p21.3	3126
209757_s_at	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)	MYCN	2p24.1	4613
209849_s_at	RAD51 homolog C (S. cerevisiae)	RAD51C	17q22-q23	5889
209853_s_at	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	PSME3	17q21	10197
209901_x_at	allograft inflammatory factor 1	AIF1	6p21.3	199
209924_at	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	CCL18	17q11.2	6362
209988_s_at	achaete-scute complex-like 1 (Drosophila)	ASCL1	12q22-q23	429
210052_s_at	TPX2, microtubule-associated, homolog (Xenopus laevis)	TPX2	20q11.2	22974
210072_at	chemokine (C-C motif) ligand 19	CCL19	9p13	6363
210338_s_at	heat shock 70kDa protein 8	HSPA8	11q24.1	3312
210347_s_at	B-cell CLL/lymphoma 11A (zinc finger protein)	BCL11A	2p16.1	53335
210396_s_at	PI-3-kinase-related kinase SMG-1 pseudogene /// bolA-like 2 (E. coli) /// PI-3-kinase-related kinase SMG-1 pseudogene	LOC440354 /// BOLA2 /// LOC595101	16p11.2	440354 /// 552900 /// 595101
210445_at	fatty acid binding protein 6, ileal (gastrotropin)	FABP6	5q33.3-q34	2172
210448_s_at	purinergic receptor P2X, ligand-gated ion channel, 5	P2RX5	17p13.3	5026
210495_x_at	fibronectin 1	FN1	2q34	2335
210592_s_at	spermidine/spermine N1-acetyltransferase	SAT	Xp22.1	6303
210609_s_at	tumor protein p53 inducible protein 3	TP53I3	2p23.3	9540
210764_s_at	cysteine-rich, angiogenic inducer, 61	CYR61	1p31-p22	3491
210839_s_at	ectonucleotide pyrophosphatase/phosphodiesterase 2 (autotaxin)	ENPP2	8q24.1	5168
210915_x_at	T cell receptor beta variable 19 /// T cell receptor beta constant 1	TRBV19 /// TRBC1	7q34	28568 /// 28639
210982_s_at	major histocompatibility complex, class II, DR alpha	HLA-DRA	6p21.3	3122
210983_s_at	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)	MCM7	7q21.3-q22.1	4176
211026_s_at	monoglyceride lipase /// monoglyceride lipase	MGLL	3q21.3	11343
211430_s_at	immunoglobulin heavy locus /// immunoglobulin heavy constant gamma 1 (G1m marker) /// immunoglobulin heavy constant gamma 2 (G2m marker) /// immunoglobulin heavy constant gamma 3 (G3m marker) /// immunoglobulin heavy constant mu	IGH@ /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM	14q32.33	3492 /// 3500 /// 3501 /// 3502 /// 3507
211529_x_at	HLA-G histocompatibility antigen, class I, G	HLA-G	6p21.3	3135
211696_x_at	hemoglobin, beta /// hemoglobin, beta	HBB	11p15.5	3043
211710_x_at	ribosomal protein L4 /// ribosomal protein L4	RPL4	15q22	6124
211714_x_at	tubulin, beta polypeptide /// tubulin, beta polypeptide	TUBB	6p21.33	203068
211716_x_at	Rho GDP dissociation inhibitor (GDI) alpha /// Rho GDP dissociation inhibitor (GDI) alpha	ARHGDIA	17q25.3	396
211719_x_at	fibronectin 1 /// fibronectin 1	FN1	2q34	2335
211748_x_at	prostaglandin D2 synthase 21kDa (brain) /// prostaglandin D2 synthase 21kDa (brain)	PTGDS	9q34.2-q34.3	5730
211762_s_at	karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	KPNA2	17q23.1-q23.3	3838
211911_x_at	major histocompatibility complex, class I, B /// major histocompatibility complex, class I, B	HLA-B	6p21.3	3106
211919_s_at	chemokine (C-X-C motif) receptor 4 /// chemokine (C-X-C motif) receptor 4	CXCR4	2q21	7852
211955_at	RAN binding protein 5	RANBP5	13q32.2	3843
211971_s_at	leucine-rich PPR-motif containing	LRPPRC	2p21	10128
211981_at	collagen, type IV, alpha 1	COL4A1	13q34	1282
211990_at	major histocompatibility complex, class II, DP alpha 1	HLA-DPA1	6p21.3	3113
211991_s_at	major histocompatibility complex, class II, DP alpha 1	HLA-DPA1	6p21.3	3113
211998_at	H3 histone, family 3B (H3.3B)	H3F3B	17q25	3021
212077_at	caldesmon 1	CALD1	7q33	800
212097_at	caveolin 1, caveolae protein, 22kDa	CAV1	7q31.1	857
212187_x_at	prostaglandin D2 synthase 21kDa (brain)	PTGDS	9q34.2-q34.3	5730
212205_at	H2A histone family, member V	H2AFV	7p13	94239
212333_at	DKFZP564F0522 protein	DKFZP564F0522	2p22.3	25940
212354_at	sulfatase 1	SULF1	8q13.2-q13.3	23213
212408_at	torsin A interacting protein 1	TOR1AIP1	1q24.2	26092
212411_at	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)	IMP4	2q21.1	92856
212464_s_at	fibronectin 1	FN1	2q34	2335
212589_at	Sterol carrier protein 2	SCP2	1p32	6342
212591_at	RNA binding motif protein 34	RBM34	1q42.3	23029
212605_s_at	Nudix (nucleoside diphosphate linked moiety X)-type motif 3	NUDT3	6p21.2	11165
212671_s_at	major histocompatibility complex, class II, DQ alpha 1 /// major histocompatibility complex, class II, DQ alpha 2	HLA-DQA1 /// HLA-DQA2	6p21.3	3117 /// 3118
212998_x_at	major histocompatibility complex, class II, DQ beta 1 /// major histocompatibility complex, class II, DQ beta 1	HLA-DQB1	6p21.3	3119
213009_s_at	tripartite motif-containing 37	TRIM37	17q23.2	4591
213011_s_at	triosephosphate isomerase 1	TPI1	12p13	7167
213047_x_at	SET translocation (myeloid leukemia-associated)	SET	9q34	6418
213093_at	protein kinase C, alpha	PRKCA	17q22-q23.2	5578
213125_at	olfactomedin-like 2B	OLFML2B	1q23.3	25903
213131_at	olfactomedin 1	OLFM1	9q34.3	10439
213179_at	RCD1 required for cell differentiation1 homolog (S. pombe)	RQCD1	2q35	9125
213193_x_at	T cell receptor beta variable 19 /// T cell receptor beta variable 19 /// T cell receptor beta constant 1 /// T cell receptor beta constant 1	TRBV19 /// TRBC1	7q34	28568 /// 28639
213260_at	Forkhead box C1	FOXC1	6p25	2296
213293_s_at	tripartite motif-containing 22	TRIM22	11p15	10346
213453_x_at	glyceraldehyde-3-phosphate dehydrogenase	GAPDH	12p13	2597
213601_at	slit homolog 1 (Drosophila)	SLIT1	10q23.3-q24	6585
213603_s_at	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	RAC2	22q13.1	5880
213620_s_at	intercellular adhesion molecule 2	ICAM2	17q23-q25	3384
213708_s_at	MAX-like protein X	MLX	17q21.1	6945
213849_s_at	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform	PPP2R2B	5q31-5q32	5521
213872_at	Chromosome 6 open reading frame 62	C6orf62	6p22.2	81688
213920_at	cut-like 2 (Drosophila)	CUTL2	12q24.11-q24.12	23316
213921_at	somatostatin	SST	3q28	6750
213932_x_at	Major histocompatibility complex, class I, A	HLA-A	6p21.3	3105
213943_at	twist homolog 1 (acrocephalosyndactyly 3; Saethre-Chotzen syndrome) (Drosophila)	TWIST1	7p21.2	7291
213960_at	CDNA FLJ37610 fis, clone BRCOC2011398
213975_s_at	lysozyme (renal amyloidosis) /// leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	LYZ /// LILRB1	12q15 /// 19q13.4	10859 /// 4069
214359_s_at	heat shock 90kDa protein 1, beta	HSPCB	6p12	3326
214434_at	heat shock 70kDa protein 12A	HSPA12A		259217
214459_x_at	major histocompatibility complex, class I, C	HLA-C	6p21.3	3107
214636_at	calcitonin-related polypeptide, beta	CALCB	11p15.2-p15.1	797
214669_x_at	Immunoglobulin kappa variable 1-5	IGKC	2p12	3514
214677_x_at	immunoglobulin lambda locus /// immunoglobulin lambda constant 1 (Mcg marker) /// immunoglobulin lambda constant 2 (Kern-Oz- marker) /// immunoglobulin lambda variable 3-25 /// immunoglobulin lambda variable 2-14 /// immunoglobulin lambda joining 3	IGL@ /// IGLC1 /// IGLC2 /// IGLV3-25 /// IGLV2-14 /// IGLJ3	22q11.1-q11.2 /// 22q11.2	28793 /// 28815 /// 28831 /// 3535 /// 3537 /// 3538
214710_s_at	cyclin B1	CCNB1	5q12	891
214836_x_at	immunoglobulin kappa constant /// immunoglobulin kappa variable 1-5	IGKC /// IGKV1-5	2p12	28299 /// 3514
215049_x_at	CD163 antigen	CD163	12p13.3	9332
215051_x_at	allograft inflammatory factor 1	AIF1	6p21.3	199
215091_s_at	general transcription factor IIIA	GTF3A	13q12.3-q13.1	2971
215115_x_at	neurotrophic tyrosine kinase, receptor, type 3	NTRK3	15q25	4916
215121_x_at	immunoglobulin lambda locus /// immunoglobulin lambda constant 1 (Mcg marker) /// immunoglobulin lambda constant 2 (Kern-Oz- marker) /// immunoglobulin lambda variable 3-25 /// immunoglobulin lambda variable 2-14	IGL@ /// IGLC1 /// IGLC2 /// IGLV3-25 /// IGLV2-14	22q11.1-q11.2 /// 22q11.2	28793 /// 28815 /// 3535 /// 3537 /// 3538
215193_x_at	major histocompatibility complex, class II, DR beta 1	HLA-DRB1	6p21.3	3123
215228_at	nescient helix loop helix 2	NHLH2	1p12-p11	4808
215311_at	MRNA full length insert cDNA clone EUROIMAGE 21920
215313_x_at	major histocompatibility complex, class I, A	HLA-A	6p21.3	3105
215379_x_at	immunoglobulin lambda locus /// immunoglobulin lambda constant 1 (Mcg marker) /// immunoglobulin lambda constant 2 (Kern-Oz- marker) /// immunoglobulin lambda variable 3-25 /// immunoglobulin lambda variable 2-14 /// immunoglobulin lambda joining 3	IGL@ /// IGLC1 /// IGLC2 /// IGLV3-25 /// IGLV2-14 /// IGLJ3	22q11.1-q11.2 /// 22q11.2	28793 /// 28815 /// 28831 /// 3535 /// 3537 /// 3538
215380_s_at	chromosome 7 open reading frame 24	C7orf24	7p15-p14	79017
215543_s_at	like-glycosyltransferase	LARGE	22q12.3	9215
216032_s_at	chromosome 20 open reading frame 47	C20orf47	20pter-q12	51614
216231_s_at	beta-2-microglobulin	B2M	15q21-q22.2	567
216442_x_at	fibronectin 1	FN1	2q34	2335
216526_x_at	major histocompatibility complex, class I, C	HLA-C	6p21.3	3107
216598_s_at	chemokine (C-C motif) ligand 2	CCL2	17q11.2-q21.1	6347
216834_at	regulator of G-protein signalling 1	RGS1	1q31	5996
216945_x_at	PAS domain containing serine/threonine kinase	PASK	2q37.3	23178
217022_s_at	immunoglobulin heavy constant alpha 1 /// immunoglobulin heavy constant alpha 2 (A2m marker) /// hypothetical protein MGC27165	IGHA1 /// IGHA2 /// MGC27165	14q32.33	283650 /// 3493 /// 3494
217028_at	chemokine (C-X-C motif) receptor 4	CXCR4	2q21	7852
217232_x_at	hemoglobin, beta	HBB	11p15.5	3043
217377_x_at	neurotrophic tyrosine kinase, receptor, type 3	NTRK3	15q25	4916
217398_x_at	glyceraldehyde-3-phosphate dehydrogenase	GAPDH	12p13	2597
217436_x_at	HLA-G histocompatibility antigen, class I, G /// major histocompatibility complex, class I, H (pseudogene)	HLA-G /// HLA-H	6p21.3	3135 /// 3136
217478_s_at	major histocompatibility complex, class II, DM alpha	HLA-DMA	6p21.3	3108
217757_at	alpha-2-macroglobulin	A2M	12p13.3-p12.3	2
217767_at	complement component 3	C3	19p13.3-p13.2	718
