Probe Set ID	Gene Title	Gene Symbol	Chromosomal Location	Entrez Gene
205737_at	potassium voltage-gated channel, KQT-like subfamily, member 2	KCNQ2	20q13.3	3785
205743_at	SH3 and cysteine rich domain	STAC	3p22.3	6769
206001_at	neuropeptide Y	NPY	7p15.1	4852
206051_at	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)	ELAVL4	1p34	1996
206104_at	ISL1 transcription factor, LIM/homeodomain, (islet-1)	ISL1	5q11.2	3670
206163_at	mab-21-like 1 (C. elegans)	MAB21L1	13q13	4081
206374_at	dual specificity phosphatase 8	DUSP8	11p15.5	1850
206381_at	sodium channel, voltage-gated, type II, alpha 2	SCN2A2	2q23-q24	6326
206408_at	leucine rich repeat transmembrane neuronal 2	LRRTM2	5q31.2	26045
206450_at	dopamine beta-hydroxylase (dopamine beta-monooxygenase)	DBH	9q34	1621
206502_s_at	insulinoma-associated 1	INSM1	20p11.2	3642
207009_at	paired-like homeobox 2b	PHOX2B	4p12	8929
207074_s_at	solute carrier family 18 (vesicular monoamine), member 1	SLC18A1	8p21.3	6570
207789_s_at	dipeptidyl-peptidase 6	DPP6	7q36.2	1804
208605_s_at	neurotrophic tyrosine kinase, receptor, type 1	NTRK1	1q21-q22	4914
208711_s_at	cyclin D1	CCND1	11q13	595
208712_at	cyclin D1	CCND1	11q13	595
209032_s_at	immunoglobulin superfamily, member 4	IGSF4	11q23.2	23705
209070_s_at	regulator of G-protein signalling 5	RGS5	1q23.1	8490
209071_s_at	regulator of G-protein signalling 5	RGS5	1q23.1	8490
209118_s_at	tubulin, alpha 3	TUBA3	12q12-12q14.3	7846
209164_s_at	cytochrome b-561	CYB561	17q11-qter	1534
209197_at	synaptotagmin XI	SYT11	1q21.2	23208
209198_s_at	synaptotagmin XI	SYT11	1q21.2	23208
209570_s_at	DNA segment on chromosome 4 (unique) 234 expressed sequence	D4S234E	4p16.3	27065
209598_at	paraneoplastic antigen MA2	PNMA2	8p21.2	10687
209602_s_at	GATA binding protein 3	GATA3	10p15	2625
209603_at	GATA binding protein 3	GATA3	10p15	2625
209604_s_at	GATA binding protein 3	GATA3	10p15	2625
209699_x_at	aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)	AKR1C2	10p15-p14	1646
209710_at	GATA binding protein 2	GATA2	3q21.3	2624
209755_at	nicotinamide nucleotide adenylyltransferase 2	NMNAT2	1q25	23057
209771_x_at	CD24 molecule	CD24	6q21	934
209794_at	SLIT-ROBO Rho GTPase activating protein 3	SRGAP3	3p25.3	9901
209871_s_at	amyloid beta (A4) precursor protein-binding, family A, member 2 (X11-like)	APBA2	15q11-q12	321
210016_at	myelin transcription factor 1-like	MYT1L	2p25.3	23040
210105_s_at	FYN oncogene related to SRC, FGR, YES	FYN	6q21	2534
210139_s_at	peripheral myelin protein 22	PMP22	17p12-p11.2	5376
210221_at	cholinergic receptor, nicotinic, alpha 3	CHRNA3	15q24	1136
210222_s_at	reticulon 1	RTN1	14q23.1	6252
210230_at	CDNA: FLJ23438 fis, clone HRC13275
210302_s_at	mab-21-like 2 (C. elegans)	MAB21L2	4q31	10586
210341_at	myelin transcription factor 1	MYT1	20q13.33	4661
210432_s_at	sodium channel, voltage-gated, type III, alpha	SCN3A	2q24	6328
211587_x_at	cholinergic receptor, nicotinic, alpha 3	CHRNA3	15q24	1136
212062_at	ATPase, Class II, type 9A	ATP9A	20q13.2	10079
212063_at	CD44 molecule (Indian blood group)	CD44	11p13	960
212079_s_at	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	MLL	11q23	4297
212104_s_at	RNA binding motif protein 9	RBM9	22q13.1	23543
212124_at	retinoic acid induced 17	RAI17	10q22.3	57178
212233_at	3UTR of hypothetical protein (ORF1)
212240_s_at	phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha)	PIK3R1	5q13.1	5295
212309_at	cytoplasmic linker associated protein 2	CLASP2	3p22.3	23122
212358_at	CLIP-170-related protein	CLIPR-59	19q13.12	25999
212382_at	CDNA FLJ37747 fis, clone BRHIP2022986
212386_at	CDNA FLJ37747 fis, clone BRHIP2022986
212387_at	CDNA FLJ37747 fis, clone BRHIP2022986
212560_at	chromosome 11 open reading frame 32	C11orf32		442871
212599_at	autism susceptibility candidate 2	AUTS2	7q11.22	26053
212646_at	raft-linking protein	RAFTLIN	3p24.3	23180
212701_at	Clone 23962 mRNA sequence
212741_at	monoamine oxidase A	MAOA	Xp11.3	4128
212758_s_at	transcription factor 8 (represses interleukin 2 expression)	TCF8	10p11.2	6935
212764_at
212843_at	neural cell adhesion molecule 1	NCAM1	11q23.1	4684
212899_at	cell division cycle 2-like 6 (CDK8-like)	CDC2L6	6q21	23097
213156_at	Homo sapiens, clone IMAGE:4214654, mRNA
213241_at	plexin C1	PLXNC1	12q23.3	10154
213245_at	adenylate cyclase 1 (brain)	ADCY1	7p13-p12	107
213268_at	calmodulin binding transcription activator 1	CAMTA1	1p36.31-p36.23	23261
213411_at	MRNA; cDNA DKFZp434E0528 (from clone DKFZp434E0528)
213476_x_at	tubulin, beta 3	TUBB3	16q24.3	10381
213484_at	Clone 23700 mRNA sequence
213558_at	piccolo (presynaptic cytomatrix protein)	PCLO	7q11.23-q21.3	27445
213609_s_at	seizure related 6 homolog (mouse)-like	SEZ6L	22q12.1	23544
213657_s_at	Zinc finger protein 710 /// MRNA full length insert cDNA clone EUROIMAGE 375854	ZNF710	15q26.1	374655
213666_at	septin 6	SEPT6	Xq24	23157
213668_s_at	SRY (sex determining region Y)-box 4	SOX4	6p22.3	6659
213675_at	CDNA FLJ25106 fis, clone CBR01467
213676_at	chromosome 6 open reading frame 137	C6orf137	6p21.1	441151
213847_at	peripherin	PRPH	12q12-q13	5630
213894_at	hypothetical protein LOC221981	KIAA0960	7p21.3	221981
213939_s_at	RUN and FYVE domain containing 3	RUFY3	4q13.3	22902
214023_x_at	tubulin, beta 2B	TUBB2B	6p25	347733
214240_at	galanin	GAL	11q13.2	51083
214451_at	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	TFAP2B	6p21-p12	7021
214607_at	p21 (CDKN1A)-activated kinase 3	PAK3	Xq22.3-q23	5063
214608_s_at	eyes absent homolog 1 (Drosophila)	EYA1	8q13.3	2138
214609_at	paired-like (aristaless) homeobox 2a	PHOX2A	11q13.2	401
214762_at	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2	ATP6V1G2	6p21.3	534
214811_at	RIMS binding protein 2	RIMBP2	12q24.33	23504
214870_x_at	nuclear pore complex interacting protein /// KIAA0220-like protein /// hypothetical protein LOC339047 /// similar to nuclear pore complex interacting protein /// similar to nuclear pore complex interacting protein /// similar to nuclear pore complex interacting protein	NPIP /// LOC23117 /// LOC339047 /// LOC440341 /// LOC642778 /// LOC642799	16p13-p11 /// 16p12.1 /// 16p13.11	23117 /// 339047 /// 440341 /// 642778 /// 642799 /// 9284
215715_at	solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2	SLC6A2	16q12.2	6530
216215_s_at	Ribosomal protein L41	RPL41	12q13	6171
216379_x_at	CD24 molecule	CD24	6q21	934
217838_s_at	Enah/Vasp-like	EVL	14q32.2	51466
217890_s_at	parvin, alpha	PARVA	11p15.3	55742
217897_at	FXYD domain containing ion transport regulator 6	FXYD6	11q23.3	53826
218237_s_at	solute carrier family 38, member 1	SLC38A1	12q13.11	81539
218353_at	regulator of G-protein signalling 5	RGS5	1q23.1	8490
218469_at	gremlin 1, cysteine knot superfamily, homolog (Xenopus laevis)	GREM1	15q13-q15	26585
218820_at	chromosome 14 open reading frame 132	C14orf132	14q32.2	56967
219112_at	Rap guanine nucleotide exchange factor (GEF) 6	RAPGEF6	5q31.1	51735
219300_s_at	contactin associated protein-like 2	CNTNAP2	7q35-q36	26047
219301_s_at	contactin associated protein-like 2	CNTNAP2	7q35-q36	26047
219714_s_at	calcium channel, voltage-dependent, alpha 2/delta 3 subunit	CACNA2D3	3p21.1	55799
219791_s_at	putative protein product of Nbla00301	NBLA00301	4q34.1	79804
221207_s_at	neurobeachin	NBEA	13q13	26960
221217_s_at	ataxin 2-binding protein 1	A2BP1	16p13.3	54715
221236_s_at	stathmin-like 4 /// stathmin-like 4	STMN4	8p21.2	81551
221261_x_at	melanoma antigen family D, 4 /// melanoma antigen family D, 4 /// similar to melanoma antigen family D, 4 isoform 1 /// similar to melanoma antigen family D, 4 isoform 1	MAGED4 /// LOC653210	Xp11.22	653210 /// 81557
221501_x_at	hypothetical protein LOC339047	LOC339047	16p13.11	339047
221538_s_at	plexin A1	PLXNA1	3q21.3	5361
221792_at	RAB6B, member RAS oncogene family	RAB6B	3q22.1	51560
221933_at	neuroligin 4, X-linked	NLGN4X	Xp22.32-p22.31	57502
222095_s_at	chromosome 1 open reading frame 76	C1orf76	1q25.2	148753
266_s_at	CD24 molecule	CD24	6q21	934
