ENSEMBL ID	GENESYMBOL	CYTOBAND	FOLD-CHANGE	P-VALUE
ENSG00000100302	RASD2	22q13.1	4.478684378	0.000623673
ENSG00000207031	SNORD59	NA	3.025628798	0.000627457
ENSG00000006704	GTF2IRD1	7q11.23	2.122515369	0.00063046
ENSG00000153707	PTPRD	9p23-p24.3	3.922599384	0.000633393
ENSG00000209651		NA	2.485607213	0.000647278
ENSG00000114268	PFKFB4	3p22-p21	4.634450637	0.000656919
ENSG00000197561	ELA2	19p13.3	2.108143879	0.000660414
ENSG00000104419	NDRG1	8q24.3	4.847429781	0.000662599
ENSG00000212979	NA	NA	3.308441263	0.000663001
ENSG00000108846	ABCC3	17q22	3.451595336	0.000670273
ENSG00000114023	FAM162A	3q21.1	2.941135667	0.000670709
ENSG00000121318	TAS2R10	12p13	3.01421014	0.000671809
ENSG00000207563		NA	6.567283186	0.000678613
ENSG00000179862	CITED4	1p34.2; 1p35-p34	2.236792869	0.000697793
ENSG00000204528	PSORS1C3	NA	2.533482154	0.000701603
ENSG00000209637		NA	3.042259743	0.000736449
ENSG00000209626		NA	3.232685893	0.000747413
ENSG00000012817	SMCY	Yq11	8.929937017	0.000749133
ENSG00000206152		22q11.21	2.017350365	0.000755263
ENSG00000176945	MUC20	NA	2.487799123	0.000779135
ENSG00000101040	PRKCBP1	20q13.12	2.814239283	0.000785567
ENSG00000104689	TNFRSF10A	8p21	2.32454228	0.000787627
ENSG00000165246	NLGN4Y	NA	3.623724644	0.000790757
ENSG00000183878	UTY	NA	6.50553783	0.00079511
ENSG00000214252		NA	2.169022472	0.000814468
ENSG00000169021	UQCRFS1	NA	2.077259805	0.000815873
ENSG00000213859	KCTD11	17p13.1	3.416300782	0.000817998
ENSG00000199851	U3	NA	3.002303864	0.000818509
ENSG00000102287	GABRE	Xq28	2.895548509	0.000827275
ENSG00000176728	CYorf14	NA	2.176945062	0.000832794
ENSG00000207362	U6	NA	3.620912548	0.000835588
ENSG00000211640	IGLV6-57	NA	2.518733239	0.000841286
ENSG00000214660		NA	2.874361799	0.000847784
ENSG00000164970	C9orf25	9p13.3	2.177264479	0.000848542
ENSG00000147145	LPAR4	Xq13-q21.1	2.616893115	0.000854939
ENSG00000202422		NA	3.077751318	0.000862231
ENSG00000211198		NA	3.394784511	0.000875214
ENSG00000142949	PTPRF	1p34	2.512946575	0.000878981
ENSG00000130684	ZNF337	20p11.21	2.272084778	0.000887571
ENSG00000209971		NA	2.340754016	0.000903178
ENSG00000155897	ADCY8	NA	5.973252327	0.000912205
ENSG00000168010	ATG16L2	11q13.4	2.137337889	0.000912713
ENSG00000187821	HELT	4q35.1	2.313820048	0.000920186
ENSG00000201563		NA	2.332946678	0.000922862
ENSG00000210069		NA	2.787026397	0.000955624
ENSG00000188193	NA	NA	2.456237389	0.000965627
ENSG00000200897	SNORD74	NA	2.528584516	0.00097685
ENSG00000179954		NA	2.613506354	0.000983186
ENSG00000210401		NA	3.145123496	0.000985569
ENSG00000151640	DPYSL4	10q26	2.585634464	0.000986215
ENSG00000101928	MOSPD1	Xq26.3	-3.426854647	3.10E-07
ENSG00000120053	GOT1	10q24.1-q25.1	-3.478961387	4.25E-07
ENSG00000187325	TAF9B	NA	-6.117561359	5.43E-07
ENSG00000162551	ALPL	1p36.12	-5.095887165	5.89E-07
ENSG00000140105	WARS	14q32.31	-3.871949134	7.09E-07
ENSG00000072506	HSD17B10	Xp11.2	-3.732140589	7.99E-07
ENSG00000001630	CYP51A1	7q21.2; 7q21.2-q21.3	-3.362952341	1.32E-06
ENSG00000158985	CDC42SE2	5q31.1	-3.142813509	2.31E-06
ENSG00000115234	SNX17	2p23-p22	-2.454473062	2.62E-06
ENSG00000172893	DHCR7	11q13.2-q13.5	-3.664653173	2.63E-06
ENSG00000165675	ENOX2	Xq25-q26.2	-3.030022136	2.80E-06
ENSG00000198252	STYX	NA	-4.527344218	2.92E-06
ENSG00000120253	NUP43	6q25.1	-3.844177627	3.92E-06
ENSG00000134440	NARS	18q21.2-q21.3	-2.977727359	4.03E-06
ENSG00000132434	LANCL2	7q31.1-q31.33	-6.9654827	4.04E-06
ENSG00000067064	IDI1	10p15.3	-6.011548532	4.27E-06
ENSG00000167112	TRUB2	9q34.11	-2.619681948	4.46E-06
ENSG00000130164	LDLR	19p13.3	-8.738970507	4.84E-06
ENSG00000130119	GNL3L	Xp11.22	-3.787060144	4.88E-06
ENSG00000160752	FDPS	1q22	-3.497065941	5.38E-06
ENSG00000204604	ZNF468	19q13.41	-3.518360551	5.50E-06
ENSG00000115561	RNF103	NA	-2.515961769	6.42E-06
ENSG00000115758	ODC1	2p25	-9.300715244	7.10E-06
ENSG00000124299	PEPD	19q12-q13.2	-3.300401786	7.25E-06
ENSG00000105676	ARMC6	19p13.11	-2.398351864	7.34E-06
ENSG00000119328	C9orf6	9q31.3	-2.085909646	8.62E-06
ENSG00000117448	AKR1A1	1p33-p32	-2.748688335	8.69E-06
ENSG00000196305	IARS	9q21	-3.032224699	8.95E-06
ENSG00000099204	ABLIM1	10q25	-3.637611995	9.00E-06
ENSG00000181852	RNF41	12q13.2	-2.697784295	9.93E-06
ENSG00000103018	CYB5B	16q22.1	-3.213833079	1.08E-05
ENSG00000101365	IDH3B	20p13	-2.103784115	1.08E-05
ENSG00000104522	TSTA3	8q24.3	-3.793422333	1.10E-05
ENSG00000100413	POLR3H	22q13.2	-2.266636953	1.10E-05
ENSG00000126953	TIMM8A	Xq22.1	-5.621882626	1.12E-05
ENSG00000052802	SC4MOL	4q32-q34	-7.494090154	1.13E-05
ENSG00000100357	ADSL	22q13.1; 22q13.2	-2.216446183	1.15E-05
ENSG00000146731	CCT6A	7p11.2	-3.694438211	1.16E-05
ENSG00000113161	HMGCR	5q13.3-q14	-6.076848535	1.18E-05
ENSG00000155096	AZIN1	8q22.3	-3.545301527	1.21E-05
ENSG00000185900		8p11.21	-3.762765374	1.24E-05
ENSG00000114054	PCCB	3q21-q22	-3.22337417	1.27E-05
ENSG00000187446		15q13.3	-2.682209017	1.27E-05
ENSG00000111652	COPS7A	12p13.31	-2.233472255	1.35E-05
ENSG00000169567	HINT1	5q31.2	-3.04375028	1.38E-05
ENSG00000102743	SLC25A15	13q14	-3.011390916	1.43E-05
ENSG00000112972	HMGCS1	5p14-p13	-6.50943202	1.51E-05
ENSG00000184886	PIGW	17q12	-4.110431923	1.52E-05
ENSG00000137133	HINT2	9p13.3	-2.768724807	1.55E-05
ENSG00000137168	PPIL1	6p21.1	-3.204994024	1.56E-05
ENSG00000145362	ANK2	4q25-q27	-3.002453009	1.57E-05
ENSG00000187778	MCRS1	12q13.12	-2.719481604	1.57E-05
ENSG00000198860	TSEN15	1q25	-2.739336821	1.71E-05
ENSG00000146733	PSPH	7p15.2-p15.1	-3.875345669	1.75E-05
ENSG00000185813	PCYT2	17q25.3	-2.260601455	1.88E-05
ENSG00000132570	PCBD2	5q31.1	-2.305106382	1.89E-05
ENSG00000123505	AMD1	6q21-q22	-3.842956555	1.90E-05
ENSG00000107669	ATE1	10q26.13	-2.762236155	1.93E-05
ENSG00000092607	TBX15	1p11.1	-2.524460318	2.02E-05
ENSG00000144283	PK4P	2q23-q31	-3.445663143	2.11E-05
ENSG00000136144	RCBTB1	13q14	-3.545436687	2.14E-05
ENSG00000065150	IPO5	13q32.2	-3.131495198	2.27E-05
ENSG00000147862	NFIB	9p24.1	-5.771608064	2.41E-05
ENSG00000124702	KLHDC3	6p21.1	-2.640113586	2.41E-05
ENSG00000144043	TEX261	2p13.3	-2.434971692	2.52E-05
ENSG00000115902	SLC1A4	2p15-p13	-3.887861071	2.53E-05
ENSG00000114999	TTL	2q13	-2.760810119	2.62E-05
ENSG00000169740	ZNF32	10q22-q25	-2.850098276	2.63E-05
ENSG00000126005	EIF6	20q12	-2.375358059	2.67E-05
ENSG00000104343	UBE2W	8q21.11	-3.071226684	2.71E-05
ENSG00000214736	TOMM6	6p21.31	-2.819481741	2.73E-05
ENSG00000198431	TXNRD1	12q23-q24.1	-4.812266922	2.78E-05
ENSG00000156253	C21orf6	21q22.11	-2.874395005	2.80E-05
ENSG00000079459	FDFT1	8p23.1-p22	-3.925128812	2.82E-05
ENSG00000166986	MARS	12q13.2	-2.476950435	2.83E-05
ENSG00000213189		NA	-4.24309898	2.84E-05
ENSG00000162377	C1orf163	1p32.3	-3.160475578	2.99E-05
ENSG00000163249	CCNYL1	2q33.3	-2.688310912	3.13E-05
ENSG00000120437	ACAT2	6q25.3	-4.301147679	3.14E-05
ENSG00000108439	PNPO	17q21.32	-2.51414002	3.20E-05
ENSG00000128626	MRPS12	19q13.1-q13.2	-2.441419146	3.26E-05
ENSG00000116133	DHCR24	1p33-p31.1	-5.224809126	3.31E-05
ENSG00000111641	NOP2	12p13	-2.63529597	3.34E-05
ENSG00000108395	TRIM37	17q23.2	-2.498115186	3.36E-05
ENSG00000168803	ADAL	15q15.3	-2.976410128	3.41E-05
ENSG00000147419	CCDC25	8p21.1	-2.910902801	3.41E-05
ENSG00000115109	EPB41L5	2q14.2	-3.146031974	3.56E-05
ENSG00000160991	ORAI2	7q22.1	-2.438484835	3.62E-05
ENSG00000198911	SREBF2	22q13	-2.490945287	3.75E-05
ENSG00000171202	TMEM126A	11q14.1	-3.425623663	3.77E-05
ENSG00000115946	PNO1	2p14	-3.96598256	3.97E-05
ENSG00000166411	IDH3A	15q25.1-q25.2	-3.059657148	4.09E-05
ENSG00000213977	TAX1BP3	17p13	-3.102981295	4.27E-05
ENSG00000132591	ERAL1	17q11.2	-2.121586254	4.52E-05
ENSG00000055070	C1orf144	1p36.13	-2.351837423	4.72E-05
ENSG00000109919	MTCH2	11p11.2	-2.27932503	4.93E-05
ENSG00000138449	SLC40A1	2q32	-7.983584655	4.94E-05
ENSG00000065457	ADAT1	16q23.1	-2.96505733	4.98E-05
ENSG00000156697	UTP14A	Xq25	-2.927484773	4.99E-05
ENSG00000133706	LARS	5q32	-3.332619636	5.03E-05
ENSG00000160049	DFFA	1p36.3-p36.2	-2.16950363	5.04E-05
ENSG00000170633	RNF34	12q24.31	-2.047348454	5.06E-05
ENSG00000163754	GYG1	3q24-q25.1	-2.817427201	5.07E-05
ENSG00000105393	C19orf62	19p13.11	-2.130962197	5.23E-05
ENSG00000198538	ZNF28	19q	-2.671796263	5.23E-05
ENSG00000165669	C10orf84	10q26.11	-2.081158244	5.23E-05
ENSG00000138442	WDR12	2q33.1	-2.943756486	5.31E-05
ENSG00000153956	CACNA2D1	7q21-q22	-8.213525854	5.35E-05
ENSG00000133316	WDR74	NA	-2.199466051	5.46E-05
ENSG00000136718	IMP4	2q21.1	-2.252525336	5.46E-05
ENSG00000184655		NA	-3.259735711	5.50E-05
ENSG00000132603	NIP7	16q22.1	-2.510538182	5.51E-05
ENSG00000135999	EPC2	2q23.1	-2.948654251	5.67E-05
ENSG00000084090	STARD7	2q11.2	-2.246763597	6.09E-05
ENSG00000179950	PUF60	8q24.2-qter	-2.366604018	6.09E-05
ENSG00000111481	COPZ1	12q13.2-q13.3	-2.678264292	6.14E-05
ENSG00000130713	EXOSC2	9q34	-2.924189215	6.50E-05
ENSG00000160211	G6PD	Xq28	-2.776338224	6.62E-05
ENSG00000127540	UQCR	19p13.3	-2.389535167	6.68E-05
ENSG00000069956	MAPK6	15q21	-2.475339943	6.82E-05
ENSG00000107951	MTPAP	10p11.23	-2.891136384	6.82E-05
ENSG00000198356	ASNA1	19q13.3	-2.446300557	6.92E-05
ENSG00000215301	DDX3X	Xp11.3-p11.23	-2.185517606	7.06E-05
ENSG00000174442	ZWILCH	15q22.31	-5.391232022	7.09E-05
ENSG00000162623	TYW3	1p31.1	-3.459107861	7.09E-05
ENSG00000100714	MTHFD1	14q24	-2.862875635	7.16E-05
ENSG00000106355	LSM5	7p14.3	-3.734922567	7.41E-05
ENSG00000129480	C14orf126	14q12	-2.942127972	7.49E-05
ENSG00000013275	PSMC4	NA	-2.514334626	7.50E-05
ENSG00000116199	FAM20B	1q25	-3.150021481	7.70E-05
ENSG00000186328		NA	-3.122608425	7.81E-05
ENSG00000198042	MAK16	8p12	-3.791017195	7.98E-05
ENSG00000119705	C14orf156	14q24.3	-2.294667308	8.09E-05
ENSG00000133935	C14orf1	14q24.3	-3.262210777	8.20E-05
ENSG00000148110	HIATL1	9q22.32	-3.27927449	8.23E-05
ENSG00000143575	HAX1	1q21.3	-3.283626419	8.25E-05
ENSG00000148153	C9orf80	9q32	-2.124183401	8.33E-05
ENSG00000130348	QRSL1	6q21	-2.445741057	8.33E-05
ENSG00000176087	SLC35A4	5q31.3	-2.518983491	8.75E-05
ENSG00000065060	UHRF1BP1	6p21	-2.064310517	8.85E-05
ENSG00000136261	BZW2	7p21.1	-3.488866352	9.00E-05
ENSG00000144635	DYNC1LI1	3p22.3	-2.547257839	9.03E-05
ENSG00000133731	IMPA1	8q21.13-q21.3	-3.500165971	9.40E-05
ENSG00000165832	TRUB1	10q25.3	-2.561679524	9.57E-05
ENSG00000198876	WDR40A	9p13.3	-2.379879179	9.72E-05
ENSG00000145391	SETD7	4q28	-4.371585654	9.76E-05
ENSG00000149428	HYOU1	11q23.1-q23.3	-3.383254409	9.82E-05
ENSG00000116237	ICMT	1p36.21	-2.091698624	9.87E-05
ENSG00000149346	C20orf94	20p12.2	-2.598339597	9.95E-05
ENSG00000013503	POLR3B	12q23.3	-3.162506255	0.000101174
ENSG00000105447	GRWD1	19q13.32	-2.043069573	0.000101641
ENSG00000147383	NSDHL	Xq28	-2.365491538	0.000104943
ENSG00000143493	INTS7	1p36.13-q42.3	-4.104505252	0.000105969
ENSG00000066855	MTFR1	8q13.1	-3.6677238	0.000107601
ENSG00000141076	CIRH1A	16q22.1	-2.341589746	0.000108778
ENSG00000171865	RNASEH1	2p25	-2.687509771	0.000110992
ENSG00000100296	THOC5	22q12.2	-2.156661866	0.00011136
ENSG00000163683	C4orf34	4p14	-3.688668142	0.000112236
ENSG00000116120	FARSLB	2q36.1	-4.185577431	0.00011442
ENSG00000104341	LAPTM4B	8q22.1	-2.951189716	0.000116681
ENSG00000156256	USP16	21q22.11	-2.905460148	0.000116813
ENSG00000114648	KLHL18	3p21.31	-2.187525751	0.000117807
ENSG00000159131	GART	21q22.1; 21q22.11	-2.73526068	0.000119038
ENSG00000152332	UHMK1	1q23.3	-2.537785264	0.000119922
ENSG00000173163	COMMD1	2p15	-2.930641846	0.000120301
ENSG00000184500	PROS1	3q11.2	-2.418124178	0.000121283
ENSG00000177600	RPLP2	11p15.5-p15.4	-2.218531442	0.000122039
ENSG00000104549	SQLE	8q24.1	-4.09191639	0.000122919
ENSG00000135763	KIAA0133	1q42.13	-2.48567613	0.000124082
ENSG00000215570		NA	-4.457567569	0.000128441
ENSG00000100461	RBM23	14q11.2	-2.216121019	0.000128878
ENSG00000138190	EXOC6	10q23.33	-3.716470956	0.000129333
ENSG00000115350	POLE4	2p12	-2.577418245	0.000131199
ENSG00000172123	SLFN12	17q12	-3.455968337	0.000134272
ENSG00000182400	TRAPPC6B	14q21.1	-3.147213388	0.000135765
ENSG00000123609	NMI	2q23	-2.86588026	0.000136059
ENSG00000104691	UBXN8	8p12-p11.2	-3.078935546	0.000137139
ENSG00000101361	NOL5A	20p13	-2.425143304	0.000141678
ENSG00000104687	GSR	8p21.1	-2.204872145	0.000143042
ENSG00000196922	ZNF252	NA	-4.06962727	0.000143337
ENSG00000102317	RBM3	Xp11.2	-2.456827671	0.000145901
ENSG00000197025	ZNF542	NA	-2.475311347	0.000147189
ENSG00000120159	C9orf82	9p21.2	-2.103011394	0.000147246
ENSG00000181924	CHCHD8	11q13.4	-2.122454069	0.000149858
ENSG00000160818	GPATCH4	1q22	-2.717515631	0.000151715
ENSG00000183665	TRMT12	8q24.13	-2.809788748	0.000151954
ENSG00000100897	WDR23	14q12	-2.018697863	0.000153172
ENSG00000214139	NA	NA	-3.648495481	0.000153252
ENSG00000100462	PRMT5	14q11.2-q21	-2.109534965	0.000153794
ENSG00000168497	SDR	2q32-q33	-3.529608899	0.000153897
ENSG00000164338	UTP15	5q13.2	-3.909981189	0.000156319
ENSG00000162999	DUSP19	2q32.1	-2.348679733	0.000158352
ENSG00000144840	RABL3	3q13.33	-2.970155231	0.000159884
ENSG00000120658	ENOX1	13q14.11	-2.33090736	0.000161634
ENSG00000198791	CNOT7	8p22-p21.3	-2.806538143	0.000165345
ENSG00000132963	POMP	13q12.3	-2.065281353	0.000166103
ENSG00000179241	LDLRAD3	11p13	-2.254733099	0.000166608
ENSG00000187097	ENTPD5	14q24	-2.270022609	0.000167006
ENSG00000053770	C14orf108	14q23.1	-2.579551053	0.000168287
ENSG00000147164	SNX12	Xq13.1	-2.092588057	0.000170296
ENSG00000078177	N4BP2	4p14	-3.175436675	0.000173053
ENSG00000175899	A2M	12p13.3-p12.3	-21.10912685	0.000174336
ENSG00000150756	FAM173B	5p15.2	-2.603089652	0.000175899
ENSG00000142507	PSMB6	17p13	-3.638162543	0.000176598
ENSG00000213246	SUPT4H1	17q21-q23	-2.167880149	0.000177547
ENSG00000065833	ME1	6q12	-3.870182682	0.000177606
ENSG00000188725	C5orf43	5q12.1	-2.62765949	0.000179722
ENSG00000165874	FAM35A	10q23.2	-2.760695302	0.0001805
ENSG00000158483	FAM86C	11q13.4	-2.309093619	0.000181254
ENSG00000116688	MFN2	1p36.22	-2.148867706	0.000181323
ENSG00000165732	DDX21	10q21	-2.976176321	0.000184741
ENSG00000198301	SDAD1	4q21.1	-3.447188044	0.000186407
ENSG00000095574	IKZF5	10q26	-2.217055675	0.000187722
ENSG00000110700	RPS13	11p15	-5.537193736	0.000190684
ENSG00000209199		NA	-4.617979173	0.000190717
ENSG00000119725	ZNF410	14q24.3	-2.331120098	0.000191061
ENSG00000104381	GDAP1	8q21.11	-2.610561235	0.000196139
ENSG00000154642	C21orf91	21q21.1	-3.455836588	0.000196471
ENSG00000086189	DIMT1L	5q11-q14	-2.811522645	0.000200601
ENSG00000151576	QTRTD1	3q13.31	-2.46137874	0.000202798
ENSG00000131467	PSME3	17q21	-2.589996234	0.000203821
ENSG00000170802	FOXN2	2p22-p16	-2.385938186	0.000206488
ENSG00000138074	SLC5A6	2p23	-2.340402504	0.000207401
ENSG00000106692	FKTN	9q31-q33	-3.111197542	0.000210443
ENSG00000163684	RPP14	3p14.3	-2.909067287	0.000211414
ENSG00000143222	UFC1	1q23.3	-2.614656938	0.000212054
ENSG00000081014	AP4E1	15q21.2	-2.629235434	0.000214536
ENSG00000115827	C2orf37	2q31.1	-2.461503857	0.000214833
ENSG00000113387	SUB1	5p13.3	-2.685532784	0.000217395
ENSG00000124333	VAMP7	Xq28; Yq12	-2.437789123	0.000218276
ENSG00000180771		NA	-2.082295764	0.000219031
ENSG00000166226	CCT2	12q15	-2.501147257	0.000221733
ENSG00000167720	SRR	17p13	-2.99975914	0.000230755
ENSG00000185414	MRPL30	2q11.2	-2.625920671	0.000234532
ENSG00000053372	MRTO4	1p36.13	-2.385158268	0.000238556
ENSG00000123106	CCDC91	12p11.22	-2.370793488	0.000238658
ENSG00000136868	SLC31A1	9q31-q32	-2.150807389	0.000239887
ENSG00000114302	PRKAR2A	3p21.3-p21.2	-2.485455029	0.000242515
ENSG00000149313	AASDHPPT	11q22	-2.347800788	0.000244314
ENSG00000169230	PRELID1	5q35.3	-3.583841085	0.000244381
ENSG00000197747	S100A10	1q21	-2.47370192	0.000245272
ENSG00000104643	MTMR9	8p23-p22	-2.232752493	0.000246902
ENSG00000006530	AGK	7q34	-2.354966711	0.000251275
ENSG00000185238	PRMT3	11p15.1	-2.621343955	0.000251958
ENSG00000171566	PLRG1	4q31.2-q32.1	-2.707466211	0.000253019
ENSG00000153561	RMND5A	2p11.2	-3.576379913	0.000254641
ENSG00000111906	HDDC2	6q13-q24.3	-3.172081855	0.000256581
ENSG00000148429	USP6NL	10p13	-2.093405316	0.000258773
