Gene ID	Gene Name	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value(%)
XM_589254	Bos taurus similar to Homo sapiens hydroxyacylglutathione hydrolase-like (HAGHL), transcript variant 2	6.211857137	3368.259593	542.2306918	1.966806151	0
XM_876445	Bos taurus similar to Homo sapiens ankyrin repeat domain 2 (stretch responsive muscle) (ANKRD2)	6.189485608	26778.77312	4326.494125	5.279865091	0
AW311722	Bos taurus similar to Homo sapiens Down syndrome critical region gene 1-like 1 (DSCR1L1)	6.147913387	9076.863318	1476.413662	3.595388048	0
XM_597666	Bos taurus similar to Homo sapiens hypothetical protein LOC196541 (LOC196541)	6.134527708	45248.68547	7376.066687	67.03463718	0
XM_866154	Bos taurus similar to Homo sapiens TROVE domain family, member 2 (TROVE2), transcript variant 2	6.111731073	171.6786585	28.09002171	1.864565606	0
CB424254	Bos taurus similar to Homo sapiens chromosome 14 open reading frame 1 (C14orf1)	6.108449762	942.2044894	154.2460896	1.998214871	0
XM_602088	Bos taurus similar to Homo sapiens solute carrier family 35, member E4 (SLC35E4)	6.106013044	858.5428054	140.6061204	2.743498938	0
XM_589501	Bos taurus similar to Homo sapiens mannosidase, endo-alpha-like (MANEAL), transcript variant 2	6.104264159	313.2872092	51.32268215	2.73816041	0
CB434119	Bos taurus similar to Homo sapiens mannose-6-phosphate receptor binding protein 1 (M6PRBP1)	6.093504937	4952.925671	812.8204904	2.247294921	0
NM_001035481	Bos taurus similar to Homo sapiens chromosome 1 open reading frame 77 (C1orf77)	6.067560826	7780.867833	1282.371625	1.545175876	0
NM_001017942	Bos taurus arginase, type II (ARG2)	6.026572627	14433.62988	2394.998081	6.985198338	0
NM_173959	Bos taurus stearoyl-coenzyme A desaturase (SCD)	6.023531839	14.76959622	2.451982759	2.575228562	0
XM_588859	Bos taurus similar to Homo sapiens colony stimulating factor 3 receptor (granulocyte) (CSF3R), transcript variant 4	6.018977817	17.12891038	2.845817164	2.390869425	0
AW631621	Bos taurus similar to Homo sapiens adenosine monophosphate deaminase (isoform E) (AMPD3), transcript variant 1	6.014661239	4902.243946	815.0490529	4.041804967	0
XM_869794	Bos taurus similar to PREDICTED: Homo sapiens chromosome 14 open reading frame 125 (C14orf125)	5.9400605	1318.950547	222.0432851	1.512830781	0
XM_596750	PREDICTED: Bos taurus similar to Peptidyl-prolyl cis-trans isomerase A (PPIase) (Rotamase) (Cyclophilin A) (Cyclosporin A-binding protein) (P31) (LOC518557)	5.888765781	7.902702839	1.341996461	1.874150047	0
BE683736	Unidentified transcripts on BTA10 position 25050967-25052087	5.870400483	1602.756847	273.0234252	3.234276696	0
XM_582296	PREDICTED: Bos taurus caspase-3 (LOC408016)	5.853046149	327.7210262	55.99153293	1.691179294	0
CB434788	Bos taurus similar to Homo sapiens leucine rich repeat neuronal 5 (LRRN5), transcript variant 2	5.81355687	14.26221105	2.453267659	2.652230057	0
BF077042	Bos taurus similar to Homo sapiens dihydropyrimidinase-like 2 (DPYSL2)	5.793562963	1827.002119	315.3503519	2.778353158	0
AW445540	Unidentified transcripts on BTA21 position 34601033-34599866	5.777263127	54.84737033	9.493659736	5.044918365	0
XM_866467	PREDICTED: Bos taurus similar to P antigen family, member 3 (prostate associated) (LOC614827)	5.757810872	79.43316098	13.7957225	3.039164376	0
XM_873417	Bos taurus similar to Homo sapiens SH3-domain kinase binding protein 1 (SH3KBP1), transcript variant 1	5.745710268	306.0518276	53.2661435	1.950763898	0
NM_001034529	Bos taurus similar to Homo sapiens brix domain containing 2 (BXDC2)	5.726594256	458.6507963	80.09137295	1.647150693	0
XM_876979	Bos taurus similar to Homo sapiens glutamate-cysteine ligase, catalytic subunit (GCLC)	5.709311439	373.5666978	65.43112979	2.758569972	0
NM_174792	Bos taurus ferritin, light polypeptide (FTL)	5.707794813	36385.41383	6374.688478	2.488811375	0
XM_869454	Bos taurus similar to Homo sapiens hypothetical protein MGC72075 (MGC72075)	5.678556662	217.0353993	38.2201697	3.935812077	0
XM_870893	PREDICTED: Bos taurus similar to synaptopodin 2-like (LOC504877)	5.676783384	41.13023678	7.245341947	2.410304994	0
XM_586639	Bos taurus similar to Homo sapiens radial spokehead-like 3 (RSHL3)	5.671841289	6.272742783	1.105944695	1.759749635	0
XM_617685	Bos taurus similar to Homo sapiens tousled-like kinase 1 (TLK1)	5.667612518	185.1820175	32.67372583	2.014712631	0
XM_873181	Bos taurus similar to Homo sapiens GTP binding protein overexpressed in skeletal muscle (GEM), transcript variant 1	5.661458076	1553.049545	274.3197113	3.141842281	0
XM_586889	Bos taurus similar to Homo sapiens coiled-coil domain containing 112 (CCDC112), transcript variant 2	5.657716428	136.7188638	24.16502586	2.458245356	0
BM256003	Bos taurus similar to Homo sapiens RAB10, member RAS oncogene family (RAB10)	5.644818025	10937.84222	1937.678446	1.538966108	0
XM_590223	Bos taurus similar to Homo sapiens zinc finger protein 690 (ZNF690)	5.644172343	11.02942568	1.954126311	1.841251233	0
EE897343	Unidentified transcripts	5.638363637	5.309910861	0.941746791	1.736357394	0
XM_595024	Bos taurus similar to Homo sapiens alpha-kinase 3 (ALPK3)	5.616814866	19727.70049	3512.257562	1.630143786	0
XM_612111	Bos taurus similar to Homo sapiens chromosome 18 open reading frame 17 (C18orf17)	5.615564117	751.181193	133.7677173	2.120270808	0
XM_590066	Bos taurus similar to Homo sapiens transmembrane protein 16B (TMEM16B)	5.614264195	17.93473508	3.19449432	2.31974614	0
XM_864068	PREDICTED: Bos taurus similar to v-raf murine sarcoma viral oncogene homolog B1, transcript variant 2 (LOC536051)	5.608986299	149.7896226	26.705293	1.849032274	0
XM_588170	Bos taurus similar to Homo sapiens alanyl-tRNA synthetase (AARS)	5.542275799	17361.84942	3132.620976	1.590737786	0
NM_001038513	Bos taurus similar to CG18335-PA (MGC133833)	5.528473222	250.2891157	45.27273726	3.796672791	0
CB431087	Unidentified transcripts on BTA27 position 7464245-7465053	5.504023976	245.6372166	44.62866035	3.220279154	0
XM_595463	PREDICTED: Bos taurus similar to histone 1, H2bg (LOC517295)	5.495085568	8.456055406	1.538839623	1.957156191	0
XM_618174	Bos taurus similar to Homo sapiens chromosome 9 open reading frame 65 (C9orf65)	5.488791897	36.64832715	6.676938721	2.875386244	0
XM_864885	Bos taurus similar to Homo sapiens N-terminal asparagine amidase (NTAN1)	5.478131137	17142.15789	3129.198163	1.894992364	0
XM_604169	Bos taurus similar to Homo sapiens malic enzyme 3, NADP(+)-dependent, mitochondrial (ME3), nuclear gene encoding mitochondrial protein, transcript variant 1	5.463497186	5149.082685	942.4517868	3.459243152	0
XM_864509	Bos taurus similar to Homo sapiens RCD1 required for cell differentiation1 homolog (S. pombe) (RQCD1)	5.436490952	645.2810936	118.6944114	1.800602574	0
CB420305	Bos taurus similar to Homo sapiens ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast) (UBE2E2)	5.416532537	607.5724327	112.169996	1.973893174	0
XM_584307	Bos taurus similar to Homo sapiens ADAMTS-like 4 (ADAMTSL4), transcript variant 1	5.407825815	4030.688956	745.34371	2.005585617	0
XM_877874	Bos taurus similar to Homo sapiens ATX1 antioxidant protein 1 homolog (yeast) (ATOX1)	5.406398198	20014.61848	3702.02448	2.094428826	0
XM_866121	Bos taurus similar to Homo sapiens solute carrier family 16, member 7 (monocarboxylic acid transporter 2) (SLC16A7)	5.400952722	2439.881141	451.7501387	5.931750586	0
BM435669	Bos taurus similar to PREDICTED: Homo sapiens EGF-like-domain, multiple 5 (EGFL5)	5.387753806	984.9865038	182.8195087	1.992541467	0.305172829
XM_604853	Bos taurus similar to Homo sapiens tubulin tyrosine ligase-like family, member 6 (TTLL6)	5.363988805	6.152285625	1.146960937	1.756896363	0.305172829
XM_869670	Bos taurus similar to Homo sapiens stearoyl-CoA desaturase 5 (SCD5)	5.345700735	3920.808712	733.4508432	3.917900927	0.305172829
AW484151	Bos taurus similar to Homo sapiens exportin 4 (XPO4)	5.332882688	1777.166707	333.2469156	2.861508277	0.305172829
XM_613750	Bos taurus similar to Homo sapiens thrombospondin, type I, domain containing 4 (THSD4)	5.328914204	6.923703566	1.299270977	1.712943054	0.305172829
NM_174570	Bos taurus platelet-activating factor acetylhydrolase 2, 40kDa (PAFAH2)	5.313712729	2406.353365	452.8572558	2.847211905	0.305172829
XM_592096	Bos taurus similar to Homo sapiens zinc finger protein 513 (ZNF513)	5.310443646	1284.217765	241.8287154	1.489806742	0.305172829
XM_870377	Bos taurus similar to Homo sapiens DnaJ (Hsp40) homolog, subfamily C, member 15 (DNAJC15)	5.302791201	4260.76784	803.4953063	1.820517578	0.305172829
XM_610528	Bos taurus similar to Homo sapiens hypothetical protein BC004337 (LOC90826)	5.298635998	813.3647324	153.5045496	1.58751275	0.305172829
XM_864568	PREDICTED: Bos taurus similar to cDNA sequence BC021395, transcript variant 2 (LOC504355)	5.296796044	147.9266613	27.92757358	2.125672349	0.305172829
BI683243	Bos taurus similar to Homo sapiens kelch-like 3 (Drosophila) (KLHL3)	5.292555855	1959.770757	370.2881577	5.459009124	0.305172829
XM_584428	Bos taurus similar to Homo sapiens WD repeat domain 17 (WDR17), transcript variant 1	5.289902568	400.5987802	75.72895248	2.358627739	0.305172829
XM_589504	Bos taurus similar to Homo sapiens DIP2 disco-interacting protein 2 homolog B (Drosophila) (DIP2B)	5.288770864	89.46875489	16.91673873	2.738545833	0.305172829
CB441263	Bos taurus similar to Homo sapiens membrane bound O-acyltransferase domain containing 2 (MBOAT2)	5.283729795	635.7170956	120.3159738	4.197140679	0.305172829
XM_864361	Bos taurus similar to Homo sapiens eyes absent homolog 3 (Drosophila) (EYA3)	5.264772677	237.2138464	45.056807	2.380432404	0.305172829
XM_587915	Bos taurus similar to Homo sapiens potassium voltage-gated channel, Shab-related subfamily, member 1 (KCNB1)	5.258182809	230.4040852	43.81819605	2.334043517	0.305172829
XM_871812	PREDICTED: Bos taurus PDZ and LIM domain 5, transcript variant 5 (PDLIM5)	5.257554503	483.6315005	91.98791951	2.404211927	0.305172829
XM_863923	Bos taurus similar to Homo sapiens PDZ and LIM domain 5 (PDLIM5), transcript variant 1	5.255358111	53.78554743	10.234421	3.477187597	0.305172829
CB169018	Unidentified transcripts on BTA22 position 39242294-39240775	5.251545466	25751.3327	4903.572266	1.37538721	0.305172829
XM_586213	PREDICTED: Bos taurus similar to Mitogen-activated protein kinase kinase kinase 14 (NF-kappa beta-inducing kinase) (Serine/threonine-protein kinase NIK) (HsNIK) (LOC509279)	5.221873847	16.96768194	3.249347348	3.053764359	0.305172829
XM_607500	Bos taurus similar to Homo sapiens Kell blood group, metalloendopeptidase (KEL)	5.220511645	23.24704703	4.453020817	3.031379968	0.305172829
NM_001035102	Bos taurus similar to Homo sapiens solute carrier family 39 (metal ion transporter), member 5 (SLC39A5)	5.216546008	39.89688445	7.648141968	2.182443788	0.305172829
NM_001035416	Bos taurus similar to Homo sapiens LIM domain binding 3 (LDB3)	5.214284343	52942.21369	10153.30393	1.259580259	0.305172829
XM_869232	Bos taurus similar to Homo sapiens nucleolar and spindle associated protein 1 (NUSAP1), transcript variant 1	5.213774122	594.4191218	114.0093736	2.605016163	0.305172829
XM_615751	Bos taurus similar to Homo sapiens microtubule associated serine/threonine kinase 2 (MAST2)	5.202174944	21257.19623	4086.213259	1.786116486	0.305172829
NM_001035079	Bos taurus similar to Homo sapiens palmdelphin (PALMD)	5.197887164	30214.71399	5812.883781	3.456939349	0.305172829
XM_870478	Bos taurus similar to Homo sapiens transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila) (TLE2)	5.196187316	4204.786328	809.2060721	2.45517703	0.305172829
CB535242	Bos taurus similar to Homo sapiens zinc fingers and homeoboxes 1 (ZHX1), transcript variant 2	5.19448821	303.0212516	58.33515053	1.945276961	0.305172829
BM258473	Bos taurus similar to Homo sapiens RAS protein activator like 2 (RASAL2), transcript variant 1	5.191012481	234.2445273	45.12501717	3.337763035	0.305172829
XM_870885	Bos taurus similar to Homo sapiens myosin, heavy polypeptide 7B, cardiac muscle, beta (MYH7B)	5.189235257	4753.776018	916.0841207	3.632418196	0.305172829
XM_616258	Bos taurus similar to Homo sapiens ADAM metallopeptidase with thrombospondin type 1 motif, 20 (ADAMTS20), transcript variant 1	5.182417017	104.4239356	20.14965899	2.301918024	0.305172829
XM_596132	Bos taurus similar to Homo sapiens G protein-coupled receptor 115 (GPR115)	5.17772478	5.524323504	1.066940353	1.847682158	0.305172829
XM_588627	Bos taurus similar to Homo sapiens leucine rich repeat neuronal 3 (LRRN3)	5.173038269	397.0017783	76.74441164	4.435720517	0.305172829
XM_866479	Bos taurus similar to Homo sapiens annexin A7 (ANXA7), transcript variant 2	5.156368585	1079.692023	209.3900011	2.019054777	0.305172829
XM_588015	Bos taurus similar to Homo sapiens homer homolog 2 (Drosophila) (HOMER2), transcript variant 1	5.130546763	38773.38496	7557.359235	1.792944454	0.305172829
XM_606399	Bos taurus similar to Homo sapiens hypothetical protein LOC51057 (LOC51057)	5.118121419	8.390932789	1.639455594	2.182014528	0.305172829
NM_001040560	Bos taurus similar to Homo sapiens zinc finger, HIT type 2 (ZNHIT2)	5.117662914	1038.772821	202.9779682	1.841901606	0.305172829
CB458990	Unidentified transcripts on BTA28 position 10657806-10656900	5.110919425	844.7704848	165.2873807	2.74823616	0.305172829
XM_585999	Bos taurus similar to Homo sapiens ribosomal protein S19 binding protein 1 (RPS19BP1)	5.108339208	3464.978095	678.2983575	1.347844988	0.305172829
XM_869223	Bos taurus similar to Homo sapiens phosphatase and actin regulator 3 (PHACTR3), transcript variant 3	5.107520143	775.9651082	151.9260006	3.24858132	0.305172829
XM_585495	Bos taurus similar to Homo sapiens phosphofructokinase, liver (PFKL), transcript variant 2	5.104611602	3124.007106	611.9970233	1.929230542	0.305172829
XM_612760	Bos taurus similar to Homo sapiens FYVE, RhoGEF and PH domain containing 1 (faciogenital dysplasia) (FGD1)	5.098576276	615.119092	120.6452662	2.302573931	0.305172829
XM_590807	Bos taurus similar to Homo sapiens chondroitin polymerizing factor (CHPF)	5.093281343	1455.446366	285.7580935	2.133017242	0.305172829
NM_176661	Bos taurus CD97 antigen (CD97)	5.091807809	1971.903603	387.2698415	2.730324445	0.305172829
XM_580825	Bos taurus similar to Homo sapiens family with sequence similarity 107, member A (FAM107A)	5.088662336	50.44672192	9.913552639	1.794812293	0.305172829
NM_001015560	Bos taurus protein geranylgeranyltransferase type I, beta subunit (PGGT1B)	5.087903981	206.8813368	40.66140745	1.981903675	0.305172829
XM_585586	Bos taurus similar to Homo sapiens leucine rich repeat containing 8 family, member D (LRRC8D)	5.085174256	587.1531589	115.4637244	2.515900068	0.305172829
XM_879256	Bos taurus similar to Homo sapiens TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa (TAF10)	5.079262138	943.3443381	185.7246806	1.812247051	0.305172829
CB457042	Unidentified transcripts	5.078926668	7.693528585	1.514794185	2.246631025	0.305172829
XM_875818	PREDICTED: Bos taurus similar to RIM binding protein 2 (RIM-BP2), transcript variant 4 (LOC527119)	5.063724321	19.62749358	3.876098368	2.285322948	0.305172829
XM_876454	Bos taurus similar to Homo sapiens hypothetical protein LOC25900, isoform 3 (HOM-TES-103), transcript variant 2	5.06328118	205.1196083	40.51120232	3.192528782	0.305172829
BF042553	Unidentified transcripts	5.058013185	3999.840304	790.7927793	1.408983297	0.305172829
CB166919	Bos taurus similar to Homo sapiens zinc finger, FYVE domain containing 26 (ZFYVE26)	5.057997517	7340.239199	1451.214473	2.962316983	0.305172829
NM_001025320	Bos taurus similar to Homo sapiens PTK9 protein tyrosine kinase 9 (PTK9), transcript variant 2	5.055077231	24.71545856	4.889234611	1.784513083	0.305172829
XM_599363	Bos taurus similar to Homo sapiens disrupter of silencing 10 (SAS10)	5.047091058	84.49916679	16.74215223	2.507425024	0.305172829
XM_584953	Bos taurus similar to Homo sapiens LATS, large tumor suppressor, homolog 2 (Drosophila) (LATS2)	5.043810925	1828.101575	362.4445092	1.945824539	0.305172829
XM_613433	Bos taurus similar to Homo sapiens chloride intracellular channel 4 (CLIC4)	5.039218416	75.82541377	15.04705839	2.552505586	0.305172829
XM_613236	Bos taurus similar to Homo sapiens mindbomb homolog 1 (Drosophila) (MIB1)	5.037236299	169.8430115	33.71749931	2.412301439	0.305172829
NM_001034679	Bos taurus similar to Homo sapiens Down syndrome critical region gene 1 (DSCR1), transcript variant 3	5.032683137	3234.389027	642.6768661	3.226266035	0.305172829
XM_868121	Bos taurus similar to Homo sapiens cell division cycle 34 (CDC34)	5.020699511	1690.674819	336.7408895	1.326821912	0.305172829
XM_615205	Bos taurus similar to Homo sapiens gephyrin (GPHN), transcript variant 1	5.018893021	449.4890817	89.55940679	1.90391601	0.305172829
XM_591156	Bos taurus similar to Homo sapiens melanoma associated antigen (mutated) 1 (MUM1)	5.008835422	1319.649698	263.4643759	1.592477432	0.305172829
BG691481	Bos taurus similar to Homo sapiens WD repeat domain 48 (WDR48)	5.004694799	837.7642471	167.3956716	1.609300001	0.305172829
XM_875024	Bos taurus similar to Homo sapiens makorin, ring finger protein, 2 (MKRN2)	4.998187135	34.32914893	6.868320055	2.454809637	0.305172829
AV613243	Bos taurus similar to Homo sapiens spastic ataxia of Charlevoix-Saguenay (sacsin) (SACS)	4.99573674	738.6450843	147.8550858	2.921469531	0.305172829
XM_599903	Bos taurus similar to Homo sapiens lipin 3 (LPIN3)	4.995646037	20.27286885	4.05810754	2.249083207	0.305172829
BM087146	Bos taurus similar to Homo sapiens ets variant gene 5 (ets-related molecule) (ETV5)	4.991835443	73.59265456	14.74260428	2.308416749	0.305172829
NM_001034397	Bos taurus similar to Homo sapiens microfibrillar-associated protein 1 (MFAP1)	4.988501747	1317.29558	264.0663764	1.453402329	0.305172829
XM_600195	PREDICTED: Bos taurus similar to CD163 antigen isoform a (LOC521922)	4.986976737	10.84052021	2.173765948	2.123350681	0.305172829
XM_589445	PREDICTED: Bos taurus similar to Centaurin-delta 1 (Cnt-d1) (Arf-GAP, Rho-GAP, ankyrin repeat and pleckstrin homology domains-containing protein 2) (PARX protein) (LOC512010)	4.984247284	8.99482566	1.804650762	1.966977249	0.305172829
XM_615696	Bos taurus similar to Homo sapiens Tax1 (human T-cell leukemia virus type I) binding protein 1 (TAX1BP1)	4.981267598	87.78224038	17.62247031	1.876240651	0.305172829
XM_867914	Bos taurus similar to Homo sapiens proliferation-inducing protein 38 (PIG38)	4.978941902	974.1958215	195.6632234	3.869774066	0.305172829
CB464153	Bos taurus similar to Homo sapiens enabled homolog (Drosophila) (ENAH), transcript variant 2	4.973409875	365.6112775	73.51320054	2.236461941	0.305172829
XM_606541	Bos taurus similar to Homo sapiens calcium binding protein 39-like (CAB39L), transcript variant 2	4.972617098	1965.415292	395.247664	4.015220003	0.305172829
AW356133	Bos taurus similar to Homo sapiens nucleoporin like 1 (NUPL1), transcript variant 3	4.968811819	649.9640322	130.8087438	1.855635462	0.305172829
XM_593945	Bos taurus similar to Homo sapiens tigger transposable element derived 5 (TIGD5)	4.968398622	74.45178368	14.98506648	2.207986569	0.305172829
NM_174405	Bos taurus 5-nucleotidase, cytosolic II (NT5C2)	4.968226468	7772.842625	1564.51053	3.127413375	0.305172829
XM_870103	PREDICTED: Bos taurus similar to Monocarboxylate transporter 2 (MCT 2) (LOC617782)	4.967875531	1382.527249	278.2934557	6.61780662	0.305172829
XM_865631	Bos taurus similar to Homo sapiens ribosomal protein S6 kinase, 52kDa, polypeptide 1 (RPS6KC1)	4.957590702	1054.19078	212.6417535	1.73369846	0.305172829
CB425508	Bos taurus similar to Homo sapiens transcription factor Dp-1 (TFDP1)	4.955877532	685.297552	138.2797593	1.543004431	0.305172829
XM_592159	PREDICTED: Bos taurus similar to Transducin-like enhancer protein 3 (ESG3), transcript variant 3 (LOC514326)	4.955232982	278.5848272	56.22032873	3.322541998	0.305172829
XM_580918	PREDICTED: Bos taurus similar to nucleoporin 188kDa, transcript variant 1 (LOC504751)	4.949752006	1578.110631	318.8262016	1.458619451	0.305172829
NM_001034583	Bos taurus similar to Homo sapiens component of oligomeric golgi complex 4 (COG4)	4.946143999	12.93125639	2.61441163	1.945488676	0.305172829
AW425364	Bos taurus similar to Homo sapiens yippee-like 5 (Drosophila) (YPEL5)	4.944295851	4250.072412	859.5910398	1.746293572	0.305172829
XM_596033	PREDICTED: Bos taurus similar to Odorant-binding protein precursor (OBP) (LOC517854)	4.939648772	4.422840571	0.895375517	1.527453946	0.305172829
XM_582286	Bos taurus similar to Homo sapiens squamous cell carcinoma antigen recognised by T cells 3 (SART3)	4.93745024	469.709148	95.13192543	2.047307524	0.305172829
XM_869856	PREDICTED: Bos taurus similar to integral membrane protein TMIE (LOC617572)	4.935109865	21.76971942	4.411192458	3.737268999	0.305172829
NM_001034679	Bos taurus similar to Homo sapiens Down syndrome critical region gene 1 (DSCR1), transcript variant 2	4.926666893	111439.8619	22619.72735	2.797346531	0.305172829
