Location	Fold Change	ProbeSet ID	UniGene ID	Gene Symbol	Gene Name
Plasma Membrane	15.3	211844_s_at	Hs.471200	NRP2	neuropilin 2
Plasma Membrane	13.9	201195_s_at	Hs.513797	SLC7A5	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5
Plasma Membrane	13.3	210119_at	Hs.411299	KCNJ15	potassium inwardly-rectifying channel, subfamily J, member 15
Plasma Membrane	11.6	220091_at	Hs.244378	SLC2A6	solute carrier family 2 (facilitated glucose transporter), member 6
Plasma Membrane	11	203504_s_at	Hs.429294	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1
Plasma Membrane	9.3	209921_at	Hs.390594	SLC7A11	solute carrier family 7, (cationic amino acid transporter, y+ system) member 11
Plasma Membrane	8.8	214632_at	Hs.471200	NRP2	neuropilin 2
Plasma Membrane	8.4	205173_x_at	Hs.34341	CD58	CD58 molecule
Plasma Membrane	8	216942_s_at	Hs.34341	CD58	CD58 molecule
Plasma Membrane	7.5	203066_at	Hs.287537	GALNAC4S-6ST	B cell RAG associated protein
Plasma Membrane	7	218182_s_at	Hs.439060	CLDN1	claudin 1
Plasma Membrane	7	204786_s_at	Hs.708195	IFNAR2	interferon (alpha, beta and omega) receptor 2
Plasma Membrane	7	203717_at	Hs.368912	DPP4	dipeptidyl-peptidase 4
Plasma Membrane	6.8	219213_at	Hs.517227	JAM2	junctional adhesion molecule 2
Plasma Membrane	6.5	211676_s_at	Hs.520414	IFNGR1	interferon gamma receptor 1
Plasma Membrane	6.4	213100_at	Hs.522997	UNC5B	unc-5 homolog B (C. elegans)
Plasma Membrane	6.3	206271_at	Hs.657724	TLR3	toll-like receptor 3
Plasma Membrane	6.3	227314_at	Hs.482077	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)
Plasma Membrane	6.1	202727_s_at	Hs.520414	IFNGR1	interferon gamma receptor 1
Plasma Membrane	6.1	202446_s_at	Hs.130759	PLSCR1	phospholipid scramblase 1
Plasma Membrane	6	225566_at	Hs.471200	NRP2	neuropilin 2
Plasma Membrane	5.7	209681_at	Hs.30246	SLC19A2	solute carrier family 19 (thiamine transporter), member 2
Plasma Membrane	5.5	227669_at	Hs.517768	BRP44	brain protein 44
Plasma Membrane	5.3	226218_at	Hs.635723	IL7R	interleukin 7 receptor
Plasma Membrane	5.3	210405_x_at	Hs.521456	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b
Plasma Membrane	5.2	219229_at	Hs.311187	SLCO3A1	solute carrier organic anion transporter family, member 3A1
Plasma Membrane	5.2	204715_at	Hs.591976	PANX1	pannexin 1
Plasma Membrane	5	205715_at	Hs.714863	BST1	bone marrow stromal cell antigen 1
Plasma Membrane	4.8	207510_at	Hs.525572	BDKRB1	bradykinin receptor B1
Plasma Membrane	4.8	200924_s_at	Hs.502769	SLC3A2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2
Plasma Membrane	4.6	204271_s_at	Hs.82002	EDNRB	endothelin receptor type B
Plasma Membrane	4.6	204806_x_at	Hs.519972	HLA-F	major histocompatibility complex, class I, F
Plasma Membrane	4.6	213909_at	Hs.288467	LRRC15	leucine rich repeat containing 15
Plasma Membrane	4.5	213194_at	Hs.13640	ROBO1	roundabout, axon guidance receptor, homolog 1 (Drosophila)
Plasma Membrane	4.5	202952_s_at	Hs.655388	ADAM12	ADAM metallopeptidase domain 12
Plasma Membrane	4.3	223249_at	Hs.258576	CLDN12	claudin 12
Plasma Membrane	4.3	203441_s_at	Hs.464829	CDH2	cadherin 2, type 1, N-cadherin (neuronal)
Plasma Membrane	4.3	230425_at	Hs.116092	EPHB1	EPH receptor B1
Plasma Membrane	4.3	205327_s_at	Hs.470174	ACVR2A	activin A receptor, type IIA
Plasma Membrane	4.2	203233_at	Hs.513457	IL4R	interleukin 4 receptor
Plasma Membrane	4.2	209131_s_at	Hs.714805	SNAP23	synaptosomal-associated protein, 23kDa
Plasma Membrane	4.2	209294_x_at	Hs.521456	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b
Plasma Membrane	4.1	221875_x_at	Hs.519972	HLA-F	major histocompatibility complex, class I, F
Plasma Membrane	4.1	209147_s_at	Hs.696231	PPAP2A	phosphatidic acid phosphatase type 2A
Plasma Membrane	4.1	211799_x_at	Hs.654404	HLA-C	major histocompatibility complex, class I, C
Plasma Membrane	4	203868_s_at	Hs.109225	VCAM1	vascular cell adhesion molecule 1
Plasma Membrane	3.9	212110_at	Hs.491232	SLC39A14	solute carrier family 39 (zinc transporter), member 14
Plasma Membrane	3.8	223499_at	Hs.632102	C1QTNF5	C1q and tumor necrosis factor related protein 5
Plasma Membrane	3.8	208729_x_at	Hs.654404	HLA-B	major histocompatibility complex, class I, B
Plasma Membrane	3.7	204396_s_at	Hs.524625	GRK5	G protein-coupled receptor kinase 5
Plasma Membrane	3.7	1554557_at	Hs.478429	ATP11B	ATPase, class VI, type 11B
Plasma Membrane	3.7	203125_x_at	Hs.505545	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2
Plasma Membrane	3.7	211529_x_at	Hs.512152	HLA-G	major histocompatibility complex, class I, G
Plasma Membrane	3.7	214544_s_at	Hs.714805	SNAP23	synaptosomal-associated protein, 23kDa
Plasma Membrane	3.6	209655_s_at	Hs.8769	TMEM47	transmembrane protein 47
Plasma Membrane	3.6	221872_at	Hs.131269	RARRES1	retinoic acid receptor responder (tazarotene induced) 1
Plasma Membrane	3.6	215716_s_at	Hs.506276	ATP2B1	ATPase, Ca++ transporting, plasma membrane 1
Plasma Membrane	3.5	232060_at	Hs.654491	ROR1	receptor tyrosine kinase-like orphan receptor 1
Plasma Membrane	3.4	207177_at	Hs.654365	PTGFR	prostaglandin F receptor (FP)
Plasma Membrane	3.4	32042_at	Hs.171458	ENOX2	ecto-NOX disulfide-thiol exchanger 2
Plasma Membrane	3.3	228239_at	Hs.656195	FAM165B	family with sequence similarity 165, member B
Plasma Membrane	3.3	211911_x_at	Hs.549053	HLA-B	major histocompatibility complex, class I, B
Plasma Membrane	3.3	227396_at	Hs.318547	PTPRJ	protein tyrosine phosphatase, receptor type, J
Plasma Membrane	3.3	235198_at	Hs.714731	OSTM1	osteopetrosis associated transmembrane protein 1
Plasma Membrane	3.2	209610_s_at	Hs.654352	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
Plasma Membrane	3.2	224341_x_at	Hs.174312	TLR4	toll-like receptor 4
Plasma Membrane	3.2	211528_x_at	Hs.512152	HLA-G	major histocompatibility complex, class I, G
Plasma Membrane	3.2	204932_at	Hs.81791	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b
Plasma Membrane	3.2	201875_s_at	Hs.493919	MPZL1	myelin protein zero-like 1
Plasma Membrane	3.1	203971_at	Hs.532315	SLC31A1	solute carrier family 31 (copper transporters), member 1
Plasma Membrane	3.1	203987_at	Hs.591863	FZD6	frizzled homolog 6 (Drosophila)
Plasma Membrane	3.1	226825_s_at	Hs.479766	TMEM165	transmembrane protein 165
Plasma Membrane	3.1	209545_s_at	Hs.103755	RIPK2	receptor-interacting serine-threonine kinase 2
Plasma Membrane	3.1	210594_x_at	Hs.493919	MPZL1	myelin protein zero-like 1
Plasma Membrane	3.1	210087_s_at	Hs.493919	MPZL1	myelin protein zero-like 1
Plasma Membrane	3.1	209295_at	Hs.521456	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b
Plasma Membrane	3.1	226045_at	Hs.593446	FRS2	fibroblast growth factor receptor substrate 2
Plasma Membrane	3.1	208456_s_at	Hs.502004	RRAS2	related RAS viral (r-ras) oncogene homolog 2
Plasma Membrane	3.1	219125_s_at	Hs.292154	RAG1AP1	recombination activating gene 1 activating protein 1
Plasma Membrane	3	212811_x_at	Hs.654352	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
Plasma Membrane	3	230875_s_at	Hs.29189	ATP11A	ATPase, class VI, type 11A
Plasma Membrane	3	208925_at	Hs.709386	CLDND1	claudin domain containing 1
Plasma Membrane	3	218196_at	Hs.226780	OSTM1	osteopetrosis associated transmembrane protein 1
Plasma Membrane	3	213353_at	Hs.421474	ABCA5	ATP-binding cassette, sub-family A (ABC1), member 5
Plasma Membrane	3	218901_at	Hs.477869	PLSCR4	phospholipid scramblase 4
Plasma Membrane	2.9	204785_x_at	Hs.708195	IFNAR2	interferon (alpha, beta and omega) receptor 2
Plasma Membrane	2.9	210946_at	Hs.696231	PPAP2A	phosphatidic acid phosphatase type 2A
Plasma Membrane	2.9	205618_at	Hs.190341	PRRG1	proline rich Gla (G-carboxyglutamic acid) 1
Plasma Membrane	2.8	219134_at	Hs.132314	ELTD1	EGF, latrophilin and seven transmembrane domain containing 1
Plasma Membrane	2.8	202234_s_at	Hs.75231	SLC16A1	solute carrier family 16, member 1 (monocarboxylic acid transporter 1)
Plasma Membrane	2.8	204191_at	Hs.529400	IFNAR1	interferon (alpha, beta and omega) receptor 1
Plasma Membrane	2.7	1555780_a_at	Hs.647068	RHEB	Ras homolog enriched in brain
Plasma Membrane	2.7	1558115_at	Hs.714748	RECK	reversion-inducing-cysteine-rich protein with kazal motifs
Plasma Membrane	2.7	218856_at	Hs.443577	TNFRSF21	tumor necrosis factor receptor superfamily, member 21
Plasma Membrane	2.7	201642_at	Hs.634632	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)
Plasma Membrane	2.7	210514_x_at	Hs.512152	HLA-G	major histocompatibility complex, class I, G
Plasma Membrane	2.7	208783_s_at	Hs.510402	CD46	CD46 molecule, complement regulatory protein
Plasma Membrane	2.7	201647_s_at	Hs.349656	SCARB2	scavenger receptor class B, member 2
Plasma Membrane	2.6	220092_s_at	Hs.165859	ANTXR1	anthrax toxin receptor 1
Plasma Membrane	2.6	220253_s_at	Hs.654804	LRP12	low density lipoprotein-related protein 12
Plasma Membrane	2.6	201874_at	Hs.493919	MPZL1	myelin protein zero-like 1
Plasma Membrane	2.6	204204_at	Hs.24030	SLC31A2	solute carrier family 31 (copper transporters), member 2
Plasma Membrane	2.6	212930_at	Hs.506276	ATP2B1	ATPase, Ca++ transporting, plasma membrane 1
Plasma Membrane	2.6	204726_at	Hs.654386	CDH13	cadherin 13, H-cadherin (heart)
Plasma Membrane	2.6	225243_s_at	Hs.476432	SLMAP	sarcolemma associated protein
Plasma Membrane	2.6	226353_at	Hs.401537	SPPL2A	signal peptide peptidase-like 2A
Plasma Membrane	2.6	203304_at	Hs.714756	BAMBI	BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)
Plasma Membrane	2.5	215707_s_at	Hs.472010	PRNP	prion protein
Plasma Membrane	2.5	202514_at	Hs.292549	DLG1	discs, large homolog 1 (Drosophila)
Plasma Membrane	2.5	225059_at	Hs.464438	AGTRAP	angiotensin II receptor-associated protein
Plasma Membrane	2.5	211530_x_at	Hs.512152	HLA-G	major histocompatibility complex, class I, G
Plasma Membrane	2.5	227059_at	Hs.444329	GPC6	glypican 6
Plasma Membrane	2.5	219572_at	Hs.708214	CADPS2	Ca++-dependent secretion activator 2
Plasma Membrane	2.5	218095_s_at	Hs.479766	TMEM165	transmembrane protein 165
Plasma Membrane	2.5	211535_s_at	Hs.264887	FGFR1	fibroblast growth factor receptor 1
Plasma Membrane	2.5	212196_at	Hs.532082	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)
Plasma Membrane	2.5	1555736_a_at	Hs.464438	AGTRAP	angiotensin II receptor-associated protein
Plasma Membrane	2.4	235068_at	Hs.649522	ZDHHC21	zinc finger, DHHC-type containing 21
Plasma Membrane	2.4	201302_at	Hs.422986	ANXA4	annexin A4
Plasma Membrane	2.4	243463_s_at	Hs.491234	RIT1	Ras-like without CAAX 1
Plasma Membrane	2.4	203440_at	Hs.464829	CDH2	cadherin 2, type 1, N-cadherin (neuronal)
Plasma Membrane	2.4	226651_at	Hs.591761	HOMER1	homer homolog 1 (Drosophila)
Plasma Membrane	2.4	224709_s_at	Hs.508829	CDC42SE2	CDC42 small effector 2
Plasma Membrane	2.4	209900_s_at	Hs.75231	SLC16A1	solute carrier family 16, member 1 (monocarboxylic acid transporter 1)
Plasma Membrane	2.4	203124_s_at	Hs.505545	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2
Plasma Membrane	2.4	200620_at	Hs.523262	TMEM59 (includes	Etransmembrane protein 59
Plasma Membrane	2.4	209656_s_at	Hs.8769	TMEM47	transmembrane protein 47
Plasma Membrane	2.3	1558116_x_at	Hs.714748	RECK	reversion-inducing-cysteine-rich protein with kazal motifs
Plasma Membrane	2.3	203042_at	Hs.496684	LAMP2	lysosomal-associated membrane protein 2
Plasma Membrane	2.3	224793_s_at	Hs.494622	TGFBR1	transforming growth factor, beta receptor 1
Plasma Membrane	2.3	225847_at	Hs.444099	AADACL1	arylacetamide deacetylase-like 1
Plasma Membrane	2.3	212632_at	Hs.593148	STX7	syntaxin 7
Plasma Membrane	2.3	213728_at	Hs.494419	LAMP1	lysosomal-associated membrane protein 1
Plasma Membrane	2.2	209882_at	Hs.491234	RIT1	Ras-like without CAAX 1
Plasma Membrane	2.2	202351_at	Hs.436873	ITGAV	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)
Plasma Membrane	2.2	203045_at	Hs.494457	NINJ1	ninjurin 1
Plasma Membrane	2.2	212111_at	Hs.523855	STX12	syntaxin 12
Plasma Membrane	2.2	202947_s_at	Hs.59138	GYPC	glycophorin C (Gerbich blood group)
Plasma Membrane	2.2	200821_at	Hs.496684	LAMP2	lysosomal-associated membrane protein 2
Plasma Membrane	2.2	219492_at	Hs.335393	CHIC2	cysteine-rich hydrophobic domain 2
Plasma Membrane	2.2	236217_at	Hs.532315	SLC31A1	solute carrier family 31 (copper transporters), member 1
Plasma Membrane	2.2	203123_s_at	Hs.505545	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2
Plasma Membrane	2.1	214459_x_at	Hs.654404	HLA-C	major histocompatibility complex, class I, C
Plasma Membrane	2.1	200973_s_at	Hs.5062	TSPAN3	tetraspanin 3
Plasma Membrane	2.1	228181_at	Hs.519469	SLC30A1	solute carrier family 30 (zinc transporter), member 1
Plasma Membrane	2.1	217456_x_at	Hs.650174	HLA-E	major histocompatibility complex, class I, E
Plasma Membrane	2.1	223090_x_at	Hs.24135	VEZT	vezatin, adherens junctions transmembrane protein
Plasma Membrane	2.1	211075_s_at	Hs.446414	CD47	CD47 molecule
Plasma Membrane	2	221584_s_at	Hs.144795	KCNMA1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1
Plasma Membrane	2	203041_s_at	Hs.496684	LAMP2	lysosomal-associated membrane protein 2
Cytoplasm	297.9	210538_s_at	Hs.127799	BIRC3	baculoviral IAP repeat-containing 3
Cytoplasm	240.1	204224_s_at	Hs.86724	GCH1	GTP cyclohydrolase 1
Cytoplasm	166.5	204802_at	Hs.1027	RRAD	Ras-related associated with diabetes
Cytoplasm	159.9	221477_s_at	Hs.487046	SOD2	superoxide dismutase 2, mitochondrial
Cytoplasm	131.6	202411_at	Hs.532634	IFI27	interferon, alpha-inducible protein 27
Cytoplasm	129.6	220892_s_at	Hs.494261	PSAT1	phosphoserine aminotransferase 1
Cytoplasm	119	204939_s_at	Hs.170839	PLN	phospholamban
Cytoplasm	89.2	202902_s_at	Hs.181301	CTSS	cathepsin S
Cytoplasm	77.7	215223_s_at	Hs.487046	SOD2	superoxide dismutase 2, mitochondrial
Cytoplasm	70.5	204803_s_at	Hs.1027	RRAD	Ras-related associated with diabetes
Cytoplasm	51.4	216841_s_at	Hs.487046	SOD2	superoxide dismutase 2, mitochondrial
Cytoplasm	43.6	202901_x_at	Hs.181301	CTSS	cathepsin S
Cytoplasm	43.4	209928_s_at	Hs.442619	MSC (includes EG:	9musculin (activated B-cell factor-1)
Cytoplasm	38.1	204285_s_at	Hs.96	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
Cytoplasm	32	202295_s_at	Hs.148641	CTSH	cathepsin H
Cytoplasm	29.4	226181_at	Hs.34851	TUBE1	tubulin, epsilon 1
Cytoplasm	29.2	202887_s_at	Hs.523012	DDIT4	DNA-damage-inducible transcript 4
Cytoplasm	27	223062_s_at	Hs.494261	PSAT1	phosphoserine aminotransferase 1
Cytoplasm	26.3	213256_at	Hs.132441	3-Mar	membrane-associated ring finger (C3HC4) 3
Cytoplasm	25.7	204415_at	Hs.511731	IFI6	interferon, alpha-inducible protein 6
Cytoplasm	24.1	204286_s_at	Hs.96	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
Cytoplasm	23.6	212816_s_at	Hs.533013	CBS (includes EG:	8cystathionine-beta-synthase
Cytoplasm	21.8	202847_at	Hs.75812	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
Cytoplasm	20.1	204493_at	Hs.591054	BID	BH3 interacting domain death agonist
Cytoplasm	18.4	239629_at	Hs.390736	CFLAR	CASP8 and FADD-like apoptosis regulator
Cytoplasm	18.3	202626_s_at	Hs.699154	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog
Cytoplasm	17.3	232617_at	Hs.181301	CTSS	cathepsin S
Cytoplasm	15.6	217127_at	Hs.19904	CTH	cystathionase (cystathionine gamma-lyase)
Cytoplasm	15.2	202660_at	Hs.512235	ITPR2	inositol 1,4,5-triphosphate receptor, type 2
Cytoplasm	14.1	238669_at	Hs.201978	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)
Cytoplasm	14.1	211862_x_at	Hs.390736	CFLAR	CASP8 and FADD-like apoptosis regulator
Cytoplasm	13.6	235489_at	Hs.656339	RHOJ	ras homolog gene family, member J
Cytoplasm	13.2	201502_s_at	Hs.81328	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
Cytoplasm	13	240983_s_at	Hs.274873	CARS	cysteinyl-tRNA synthetase
Cytoplasm	12.2	202625_at	Hs.699154	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog
Cytoplasm	11.9	1553972_a_at	Hs.533013	CBS (includes EG:	8cystathionine-beta-synthase
Cytoplasm	11.8	221087_s_at	Hs.474737	APOL3 (includes	EGapolipoprotein L, 3
Cytoplasm	10.8	213112_s_at	Hs.437277	SQSTM1	sequestosome 1
Cytoplasm	10.1	207076_s_at	Hs.160786	ASS1	argininosuccinate synthetase 1
Cytoplasm	9.6	209193_at	Hs.81170	PIM1	pim-1 oncogene
Cytoplasm	9.5	200628_s_at	Hs.497599	WARS	tryptophanyl-tRNA synthetase
Cytoplasm	9.3	218319_at	Hs.7886	PELI1	pellino homolog 1 (Drosophila)
