FeatureID	Gene Symbol	Gene name	Gene Index U Cluster	RefSeq Acc	GenBank Acc	MGI	NSC	ESC	MAPC	K-means clustering	K-means clustering (similarity)
Z00057504-1	Gcnt1	glucosaminyl (N-acetyl) transferase 1, core 2	U038894	NM_010265.1	AK017462	MGI:95676	3.1135	3.7397	4.6602	3	0.746830959
Z00026952-1	Ppp1R16B	protein phosphatase 1, regulatory (inhibitor) subunit 16B	U265676		AK048574	MGI:2151841	3.7424	2.6312	4.1748	3	0.861645685
Z00006481-1	Dkk1	dickkopf homolog 1 (Xenopus laevis)	U038966	NM_010051.2	AF030433	MGI:1329040	1.8229	2.1362	3.3341	3	0.727669386
Z00032132-1	Speer4C	spermatogenesis associated glutamate (E)-rich protein 4c	U025943	NM_198666.1		MGI:1914023	2.0498	2.2479	3.5447	3	0.738146328
Z00025734-1	Ptger3	prostaglandin E receptor 3 (subtype EP3)	U004023	NM_011196.1	BC058742	MGI:97795	2.425	2.485	3.9193	3	0.779459765
Z00061687-1	Galntl2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2	U015469	NM_030166.1	AB175682		1.2257	1.3183	2.7169	3	0.765791551
Z00025480-1	Bmper	BMP-binding endothelial regulator	U010170	NM_028472.1	AF454954	MGI:1920480	3.196	2.9564	4.4383	3	0.710419851
Z00057693-1	Stard8	START domain containing 8	U020044	NM_199018.1	AK172910		2.608	2.9813	4.0882	3	0.696772157
Z00015446-1	Tcfec	transcription factor EC	U027061	NM_031198.1	AF077742	MGI:1333760	2.4907	2.6817	3.9652	3	0.723639061
Z00061724-1	1810015C04Rik	RIKEN cDNA 1810015C04 gene	U016119	NM_025459.2	AK007506		2.9819	3.225	4.4511	3	0.707540184
Z00038561-1	Myh7,Myh6	myosin, heavy polypeptide 7, cardiac muscle, beta	U035567	NM_010856.2	AJ223362	MGI:97255	3.9648	3.0256	4.49	3	0.757937787
Z00010489-1	Slc39A8	solute carrier family 39 (metal ion transporter), member 8	U003893	NM_026228.2	AK014895	MGI:1914797	2.6031	2.6816	4.0506	3	0.735001682
Z00050134-1	Amph	amphiphysin	U014580	NM_175007.1	AK047144		4.079	3.9874	5.4186	3	0.714431751
Z00049707-1	Chn2	chimerin (chimaerin) 2	U006885	NM_023543.1	AJ279014	MGI:1917243	3.7437	2.9756	4.3917	3	0.676240557
Z00012639-1	Asz1	ankyrin repeat, SAM and basic leucine zipper domain containing 1	U027067	NM_023729.2	AF459789	MGI:1921318	2.7029	2.6392	4.0396	3	0.699625245
Z00000793-1	Loc329416	Mus musculus nitric oxide synthase trafficker (LOC329416), mRNA	U001866	NM_181547.2	AJ564264		2.3595	2.35	3.7501	3	0.72099445
Z00035152-1	Rasd1	Mus musculus RAS, dexamethasone-induced 1 (Rasd1), mRNA	U032860	NM_009026.1	AF009246	MGI:1270848	1.9076	2.1017	3.2928	3	0.651806018
Z00023878-1	Krt1-23	keratin complex 1, acidic, gene 23	U033392	NM_033373.1	AF102849	MGI:2148866	2.2215	2.1505	3.5323	3	0.681708922
Z00020854-1	2310026E23Rik	RIKEN cDNA 2310026E23 gene	U004641	NM_026279.1	AK014057		3.2582	2.5888	3.9634	3	0.627815342
Z00034069-1	6330406L22Rik	RIKEN cDNA 6330406L22 gene	U011735	NM_027521.2	AK018130		3.0311	3.7056	4.3935	3	0.647163806
Z00013134-1	Gata4	GATA binding protein 4	U035668	NM_008092.2	AB075549	MGI:95664	1.9967	2.1312	3.3413	3	0.634484073
Z00024786-1	Cyp26A1	cytochrome P450, family 26, subfamily a, polypeptide 1	U019416	NM_007811.1	AF115769	MGI:1096359	2.4779	2.6832	3.8137	3	0.610309914
Z00034703-1	Tspan8	tetraspanin 8	U012029	NM_146010.1	AK077301	MGI:2384918	2.3793	2.1167	3.4515	3	0.589082945
Z00034204-1	5730557B15Rik	RIKEN cDNA 5730557B15 gene	U036059	NM_026153.1	AK002572		2.6507	2.7128	3.9833	3	0.647171192
Z00026923-1	Foxa2	forkhead box A2	U023461	NM_010446.1	L10409	MGI:1347476	3.5995	3.6354	4.9283	3	0.653281219
Z00001841-1	Flrt3	fibronectin leucine rich transmembrane protein 3	U023422	NM_178382.2	AK017456		3.4017	3.0417	4.3703	3	0.571383516
Z00005503-1	Hs3St1	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	U026144	NM_010474.1	AF019385	MGI:1201606	2.8547	2.8412	4.1644	3	0.656543156
Z00033798-1	Chi3L4,Chi3L3	chitinase 3-like 4	U064577	NM_009892.1	AY049765	MGI:1330860	3.681	3.639	4.962	3	0.644841209
Z00017406-1	1110007F12Rik	Mus musculus RIKEN cDNA 1110007F12 gene (1110007F12Rik), mRNA	U006666	NM_197986.1	AK003535		1.9386	2.5833	3.2594	3	0.616999475
Z00036750-1	Vcp	valosin containing protein	U024980	NM_009503.2	AK010612	MGI:99919	4.1309	4.115	5.4336	3	0.651791698
Z00035904-1	Gpld1	glycosylphosphatidylinositol specific phospholipase D1	U014668	NM_008156.1	AF050666		3.6354	3.6672	4.9427	3	0.637249742
Z00024899-1	Tuft1	tuftelin 1	U024341	NM_011656.1	AF002860		2.7269	3.0802	4.0327	3	0.569690098
Z00053359-1	Loc434760	PREDICTED: Mus musculus similar to RIKEN cDNA 4930539I12 (LOC434760), mRNA	U246240	XM_486653.1			2.775	2.9034	4.079	3	0.603545152
Z00032183-1	Ptk6	PTK6 protein tyrosine kinase 6	U023778	NM_009184.1	S74391	MGI:99683	2.1611	2.095	3.3979	3	0.619192942
Z00011072-1	Clu	clusterin	U015783	NM_013492.1	AF248057	MGI:88423	3.2751	3.4344	4.5724	3	0.590152353
Z00061212-1	Col27A1	Mus musculus procollagen, type XXVII, alpha 1 (Col27a1), mRNA	U004401	NM_025685.2	AK003879		3.1836	3.2079	4.479	3	0.630301794
Z00027428-1	Sesn1	sestrin 1	U011444	XM_125538.4	AK003296	MGI:2155278	3.8184	3.7672	5.0527	3	0.610648898
Z00003568-1	Pdzk2	PDZ domain containing 2	U030763	NM_133226.1	AF334612	MGI:2429554	2.8265	2.6007	3.8823	3	0.554647777
Z00029055-1	C630028C02Rik,Dab1	RIKEN cDNA C630028C02 gene	U004573	NM_010014.1	AK005640		3.9225	3.898	5.1763	3	0.615354749
Z00049965-1	Rab15	RAB15, member RAS oncogene family	U034093	NM_134050.2	AK009315		3.3286	3.8233	4.6055	3	0.559035287
Z00014203-1	Pcanap6	prostate cancer associated protein 6	U000791	NM_145977.1	AK035428	MGI:1922082	2.6684	2.9943	3.9415	3	0.547006768
Z00005319-1	Thbd	thrombomodulin	U023463	NM_009378.1	AK044928	MGI:98736	2.6735	3.2831	3.9282	3	0.572678845
Z00035601-1	Lrp2	low density lipoprotein receptor-related protein 2	U022710	XM_130308.3	AF197160	MGI:95794	3.432	3.8539	4.6754	3	0.528636607
Z00052502-1	1200002N14Rik	RIKEN cDNA 1200002N14 gene	U032101	NM_027878.1	AK004552		2.7016	2.8015	3.936	3	0.555613371
Z00029198-1	A830092I05Rik	RIKEN cDNA A830092I05 gene	U037776		BC027186		3.671	3.4966	4.7305	3	0.528794696
Z00051485-1	Xlr4	X-linked lymphocyte-regulated 4	U092314	NM_021365.1	AL136330		3.3261	3.4386	4.5589	3	0.550728663
Z00025416-1	Pga5	pepsinogen 5, group I	U038809	NM_021453.2	AF240776	MGI:1915935	2.8319	3.0022	4.0637	3	0.535674348
Z00042044-1	2310030G06Rik	RIKEN cDNA 2310030G06 gene	U030847	NM_025865.2	AK007611		2.6352	3.1264	3.8665	3	0.530809659
Z00010470-1	S100G	S100 calcium binding protein G	U039850	NM_009789.1	AF028071	MGI:104528	2.0001	1.9527	3.1702	3	0.556620777
Z00051763-1	Prkaa2	protein kinase, AMP-activated, alpha 2 catalytic subunit	U025319	NM_178143.1	AK009231		3.1708	2.7775	3.986	3	0.484466684
Z00054855-1	9130012O13Rik	RIKEN cDNA 9130012O13 gene	U009504	XM_134330.1	AK036427		1.6154	1.7979	2.8183	3	0.510492922
Z00031713-1	A630050E04Rik	RIKEN cDNA A630050E04 gene	U022752		AK087955	MGI:2685403	1.9835	1.958	3.1551	3	0.548648478
Z00019035-1	Wfdc1	WAP four-disulfide core domain 1	U009878	NM_023395.1	AK009971	MGI:1915116	2.6699	2.6604	3.8546	3	0.552898227
Z00055295-1	1700049K14Rik	RIKEN cDNA 1700049K14 gene	U015760	NM_028525.1	AK006746		3.8252	3.7956	4.9897	3	0.544540742
Z00031168-1	Speer4F	spermatogenesis associated glutamate (E)-rich protein 4f	U005311	NM_027609.1	AK042121	MGI:1918185	2.0391	2.0896	3.2266	3	0.533170069
Z00007762-1	Atf3	activating transcription factor 3	U022200	NM_007498.2	AK217100	MGI:109384	2.9872	2.9078	4.0913	3	0.517055112
Z00011446-1	Stra6	stimulated by retinoic acid gene 6	U010564	NM_009291.1	AF062476		3.1855	3.1667	4.3452	3	0.536204872
Z00034757-1	Afp	alpha fetoprotein	U046009	NM_007423.2	AK010934	MGI:87951	1.6358	1.916	2.8109	3	0.477668393
Z00062212-1	Adamts9	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 9	U027655		AK030699		3.7073	3.0112	4.1842	3	0.539793052
Z00054277-1	Ptpn14	protein tyrosine phosphatase, non-receptor type 14	U001269	NM_008976.1	AF170902	MGI:102467	2.6586	3.1761	3.8298	3	0.50298151
Z00052399-1	Art1	ADP-ribosyltransferase 1	U028938		AJ297547	MGI:107511	2.9109	3.0237	4.0803	3	0.499759413
Z00009506-1	Ptger4	prostaglandin E receptor 4 (subtype EP4)	U035981	NM_008965.1	AK034348	MGI:104311	3.0964	3.5442	4.2616	3	0.483384967
Z00034167-1	Sec24D	SEC24 related gene family, member D (S. cerevisiae)	U042480	NM_027135.2	AK009425	MGI:1916858	3.7775	4.0686	4.9253	3	0.457635977
Z00017351-1	Man1A	mannosidase 1, alpha	U031796	NM_008548.2	AK028996	MGI:104677	3.0637	3.3346	4.2042	3	0.452896739
Z00031126-1	Xlr3B,Xlr3A	X-linked lymphocyte-regulated 3b	U106853	NM_011726.1	BC003812	MGI:109505	2.7244	2.8366	3.8586	3	0.471743483
Z00058747-1	Isg20	interferon-stimulated protein	U008254	NM_020583.4	AF217484	MGI:1928895	3.5449	3.6181	4.6781	3	0.481866653
Z00022592-1	Tek	endothelial-specific receptor tyrosine kinase	U004508	NM_013690.1	BC050824	MGI:98664	2.0549	2.5162	3.1803	3	0.463613714
Z00009880-1	Gfpt1	glutamine fructose-6-phosphate transaminase 1	U007127	NM_013528.2	AF334736	MGI:95698	2.9024	3.2178	4.0275	3	0.442059505
Z00044389-1	8430417A20Rik	RIKEN cDNA 8430417A20 gene	U007198	NM_175209.1	AK018421		2.5918	2.6462	3.7154	3	0.480000018
Z00066510-1	Loc434363	PREDICTED: Mus musculus LOC434363 (LOC434363), mRNA	U190308	XM_486176.1	AK040596		4.2858	4.2849	5.4019	3	0.493544941
Z00040250-1	Speer5-Ps1	Mus musculus spermatogenesis associated glutamate (E)-rich protein 5, pseudogene 1 (Speer5-ps1) on chromosome 10	U011478	NR_001582.1	AK050324	MGI:1917615	2.4377	2.8613	3.5527	3	0.449143513
Z00008324-1	Espn	espin	U025838	NM_019585.2	AF134857		2.9833	3.0763	4.0965	3	0.460011242
Z00018815-1	Leprel1	leprecan-like 1	U036933	NM_173379.1	AJ430350	MGI:2146663	2.8325	2.6026	3.7122	3	0.419954897
Z00064341-1	Ryr2	ryanodine receptor 2, cardiac	U034507	NM_023868.1	AF295105	MGI:99685	2.2991	2.7855	3.3861	3	0.450749656
Z00029432-1	Loc434335	PREDICTED: Mus musculus hypothetical gene supported by AK082312 (LOC434335), mRNA	U009611	XM_489240.1	AK018703		3.1425	3.0297	4.115	3	0.42643186
Z00023461-1	Nalp4E	NACHT, leucine rich repeat and PYD containing 4E	U007640	NM_001004194.1	AF285581	MGI:3056600	2.92	3.1328	4.0022	3	0.413594424
Z00026227-1	Stard10	START domain containing 10	U131530	NM_019990.1	AB031550	MGI:1860093	2.4848	2.8141	3.5637	3	0.412142675
Z00055483-1	Lama1	laminin, alpha 1	U018186	NM_008480.1	AK051116	MGI:99892	3.9939	4.1113	5.0665	3	0.421407541
Z00016756-1	Kdelr3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	U016429	NM_134090.1	AK208352		3.661	3.5843	4.6536	3	0.425068948
Z00041583-1	A130022J15Rik	RIKEN cDNA A130022J15 gene	U027671	NM_175313.2	AK037507		3.1525	3.4985	4.2165	3	0.404715183
Z00012423-1	Abcb10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	U030385	NM_019552.1	AF266284	MGI:1860508	3.933	3.9392	4.9924	3	0.444587661
Z00045066-1	1700001L23Rik	RIKEN cDNA 1700001L23 gene	U010194	NM_029299.1	AB120716		2.3219	2.5536	3.3781	3	0.393240133
Z00013910-1	Fxyd3	FXYD domain-containing ion transport regulator 3	U028412	NM_008557.1	BC002039	MGI:107497	2.3458	2.3657	3.3996	3	0.435008458
Z00035296-1	Hdc	Mus musculus histidine decarboxylase (Hdc), mRNA	U023303	NM_008230.4	AF109137	MGI:96062	1.9552	1.8084	2.8601	3	0.3902837
Z00005059-1	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	U040640	NM_011058.1	AK035501	MGI:97530	3.141	2.8907	3.9408	3	0.373100355
Z00063049-1	1700027H10Rik	RIKEN cDNA 1700027H10 gene	U053425		AK080646		3.0841	3.111	4.1326	3	0.428224248
Z00040016-1	Tead4	TEA domain family member 4	U041049	NM_011567.1	D87965	MGI:106907	2.5274	2.8411	3.5739	3	0.389491416
Z00005421-1	Msx2	homeo box, msh-like 2	U034788	NM_013601.1	AK045272	MGI:97169	2.0366	2.4664	3.0829	3	0.41297055
Z00036203-1	Myl3	myosin, light polypeptide 3	U040726	NM_010859.1	AK002312	MGI:97268	2.2775	2.3501	3.3218	3	0.41031361
Z00004839-1	As3Mt	arsenic (+3 oxidation state) methyltransferase	U019533	NM_020577.1	AF166383	MGI:1929882	2.6386	3.1563	3.682	3	0.44247261
Z00024703-1	Dkkl1	dickkopf-like 1	U028521	NM_015789.2	AF177399	MGI:1354963	3.16	3.1936	4.201	3	0.419824999
Z00040295-1	9330128J19Rik	RIKEN cDNA 9330128J19 gene	U035062	XM_197073.4	AK033386		1.6063	1.6825	2.6457	3	0.405354106
Z00035352-1	Lrpap1	low density lipoprotein receptor-related protein associated protein 1	U026104	NM_013587.1	AJ639614	MGI:96829	3.8786	4.1738	4.9159	3	0.381658435
Z00010305-1	Dnajc3	DnaJ (Hsp40) homolog, subfamily C, member 3	U043422	NM_008929.2	AK004033	MGI:107373	2.9746	3.2068	4.0117	3	0.37943898
Z00044874-1	9530027K23Rik	RIKEN cDNA 9530027K23 gene	U030196	NM_176838.2	AK020578		2.614	3.1321	3.6504	3	0.439795906
Z00011993-1	Cdc42Ep1	CDC42 effector protein (Rho GTPase binding) 1	U016408	NM_027219.1	AK007896	MGI:1929763	4.3383	3.6802	4.7154	3	0.475854325
Z00010554-1	Slc34A2	solute carrier family 34 (sodium phosphate), member 2	U005581	NM_011402.1	AF081499	MGI:1342284	2.0937	2.0369	3.0718	3	0.404122554
Z00063926-1	Isl2	insulin related protein 2 (islet 2)	U010520	NM_027397.1	AF035962	MGI:109156	2.6709	2.5038	3.5366	3	0.370875634
Z00017622-1	Col4A1	procollagen, type IV, alpha 1	U029581	NM_009931.1	BC002269	MGI:88454	3.8802	4.2432	4.9036	3	0.383458443
Z00061980-1	6230426I18Rik	RIKEN cDNA 6230426I18 gene	U022406		AK046328		2.7571	2.7439	3.7647	3	0.409783308
Z00060840-1	Plscr1	phospholipid scramblase 1	U043016	NM_011636.1	AF159593	MGI:893575	3.5922	3.7711	4.6057	3	0.365291403
Z00037396-1	Apol2	apolipoprotein L, 2	U036370	XM_139463.3	AK036408	MGI:2444921	2.0445	2.3871	3.0574	3	0.373140449
Z00004764-1	Atp1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	U024436	NM_144900.1	AK088000	MGI:88105	3.2814	3.7692	4.2894	3	0.41582174
Z00004770-1	Dab2	disabled homolog 2 (Drosophila)	U043423	NM_001008702.1	AK002850	MGI:109175	2.6731	2.9163	3.6795	3	0.357768089
Z00018366-1	Lisch7	liver-specific bHLH-Zip transcription factor	U028408	NM_017405.1	BC004672	MGI:1927471	3.0506	3.5742	4.0555	3	0.430228403
Z00012208-1	Tinagl	tubulointerstitial nephritis antigen-like	U025574	NM_023476.1	AB047402	MGI:2137617	2.4655	2.5548	3.4692	3	0.373297886
Z00043170-1	6330505N24Rik	RIKEN cDNA 6330505N24 gene	U024208	XM_130991.4	AK031946		2.7669	2.9698	3.7703	3	0.356057621
Z00035390-1	Hebp1	heme binding protein 1	U027961	NM_013546.1	AB013095	MGI:1333880	3.531	3.3282	4.3279	3	0.339660459
Z00060081-1	Gm101	gene model 101, (NCBI)	U021701	XM_129482.3		MGI:2684947	2.2523	2.1606	3.1545	3	0.358970292
Z00054946-1	Ctsh	cathepsin H	U010845	NM_007801.1	AK017638	MGI:107285	3.1166	3.1745	4.0991	3	0.364759747
Z00024500-1	Apod	apolipoprotein D	U036966	NM_007470.1	AK004320		3.1479	2.479	3.4578	3	0.468968254
Z00013642-1	Wdr45	WD repeat domain 45	U019664	NM_172372.1	AF229635	MGI:1859606	3.1683	3.4756	4.1433	3	0.343978684
Z00036498-1	Arhgap6	Rho GTPase activating protein 6	U020407	NM_009707.1	AF012273	MGI:1196332	3.3342	3.4058	4.308	3	0.353938161
Z00016177-1	Plod2	procollagen lysine, 2-oxoglutarate 5-dioxygenase 2	U010857	NM_011961.1	AF080572	MGI:1347007	4.3812	3.8589	4.8323	3	0.388675912
Z00040077-1	C130076O07Rik	RIKEN cDNA C130076O07 gene	U013910	NM_176930.2	AJ543321		3.8966	3.3127	4.2857	3	0.419562282
Z00055591-1	4933402E13Rik	RIKEN cDNA 4933402E13 gene	U019890	XM_135885.1	AK212678		2.7459	2.8806	3.7175	3	0.338918769
Z00054042-1	Glipr2	GLI pathogenesis-related 2	U004253	NM_027450.2	AK017557	MGI:1917770	3.6521	3.9817	4.6224	3	0.345808157
Z00034739-1	Gm542	gene model 542, (NCBI)	U036956	XM_148692.3	AK045789	MGI:2685388	3.774	3.8502	4.743	3	0.348890324
Z00056162-1	Anxa4	annexin A4	U027573	NM_013471.1	AK032703	MGI:88030	2.4533	2.8485	3.4196	3	0.362510986
Z00056690-1	Mrpl38	mitochondrial ribosomal protein L38	U033644	NM_024177.2	AK010798	MGI:1926269	3.9307	3.8558	4.818	3	0.338646306
Z00020345-1	Art3	ADP-ribosyltransferase 3	U005805	NM_181728.1	AJ311769		2.3589	2.2068	3.162	3	0.3129711
Z00021721-1	Elmo3	engulfment and cell motility 3, ced-12 homolog (C. elegans)	U009743	NM_172760.1	AK037067	MGI:2679007	2.2446	2.6681	3.1998	3	0.368045853
Z00034776-1	Ggta1	glycoprotein galactosyltransferase alpha 1, 3	U022545	NM_010283.1	AF297615	MGI:95704	3.0526	3.4407	4.0071	3	0.354532491
Z00048078-1	Rbp4	retinol binding protein 4, plasma	U041230	NM_011255.1	AK004839	MGI:97879	2.8023	2.6163	3.5703	3	0.306972409
Z00043608-1	5730537D05Rik	RIKEN cDNA 5730537D05 gene	U024176	NM_027495.2	AK004282		2.5783	2.7698	3.5297	3	0.318814634
Z00054994-1	Lama4	laminin, alpha 4	U011407	NM_010681.1	AK031189	MGI:109321	3.2194	3.0646	4.0138	3	0.307804877
Z00035850-1	Cklfsf7	chemokine-like factor super family 7	U031401	NM_133978.1	AF188504		2.6561	2.8825	3.602	3	0.315594723
Z00025746-1	Prss35	protease, serine, 35	U010826	NM_178738.1	AK030671		3.4949	2.9155	3.8545	3	0.408721059
Z00030677-1	Map3K5	mitogen activated protein kinase kinase kinase 5	U011315	NM_008580.1	AB006787	MGI:1346876	2.1978	2.4768	3.1307	3	0.313639376
Z00034641-1	Sparc	secreted acidic cysteine rich glycoprotein	U032790	NM_009242.1	AK003162	MGI:98373	4.4611	4.7577	5.3909	3	0.315409151
Z00009019-1	E330017A01Rik	RIKEN cDNA E330017A01 gene	U037138	NM_175011.1	AF119390		1.6808	1.6599	2.5883	3	0.331136599
Z00000966-1	Abhd5	abhydrolase domain containing 5	U011178	NM_026179.1	AK004873	MGI:1914719	2.8194	2.9341	3.7473	3	0.308307456
Z00004843-1	Mum1L1	melanoma associated antigen (mutated) 1-like 1	U020248	NM_175541.2	AK035086		3.2375	3.1497	4.0706	3	0.301157121
Z00030644-1	6230405M12Rik	RIKEN cDNA 6230405M12 gene	U060075	NM_183310.1	AK031754		2.8906	2.3127	3.2309	3	0.403519777
Z00055545-1	Pcgf5	polycomb group ring finger 5	U019398	NM_029508.1	AK002387		3.6113	3.6995	4.5289	3	0.305219634
Z00062479-1	2900052P03Rik	RIKEN cDNA 2900052P03 gene	U033351	XM_484074.1	AK002579		3.7473	3.4311	4.3476	3	0.288453423
Z00014587-1	Frmpd1	FERM and PDZ domain containing 1	U004268	XM_204152.3	AK122409		3.9358	3.728	4.6445	3	0.277631467
Z00025429-1	Nxf7	nuclear RNA export factor 7	U041251	NM_130888.1	AJ305317	MGI:2159343	2.6005	2.5945	3.5078	3	0.32511898
Z00041393-1	4933405A16Rik	RIKEN cDNA 4933405A16 gene	U024659	NM_028943.1	AK041477		1.9234	2.2988	2.836	3	0.33110803
Z00003613-1	Slc7A6	solute carrier family 7 (cationic amino acid transporter, y+ system), member 6	U009769	NM_178798.2	AK030762	MGI:2142598	3.1462	3.3235	4.0554	3	0.288875243
Z00012149-1	Lepre1	leprecan 1	U004736	NM_019782.1	AF165163	MGI:1888921	3.4641	3.6541	4.3724	3	0.288331242
Z00007931-1	Gdf9	growth differentiation factor 9	U012594	NM_008110.1	BC052667	MGI:95692	3.1844	2.6326	3.5393	3	0.385927357
Z00037678-1	D17H6S56E-3	Mus musculus DNA segment, Chr 17, human D6S56E 3 (D17H6S56E-3), mRNA	U017882	NM_138582.1	AK012123	MGI:1306798	1.7752	1.8936	2.6797	3	0.289721636
Z00012272-1	Cd9	CD9 antigen	U027871	NM_007657.3	AK002251	MGI:88348	4.3488	4.4904	5.251	3	0.285406624
Z00048538-1	Prickle1	prickle like 1 (Drosophila)	U036564	XM_128308.5	AK004304		2.9013	3.2965	3.8031	3	0.334881686
Z00021183-1	Phactr2	phosphatase and actin regulator 2	U031548		AK208724		2.9382	2.6109	3.5106	3	0.281991172
Z00018172-1	Inadl	InaD-like (Drosophila)	U004523	NM_001005784.1	AF060539	MGI:1277960	2.3529	2.6632	3.2498	3	0.30125071
Z00034912-1	Cited1	Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1	U039587	NM_007709.3	AK200406	MGI:108023	3.8918	3.5012	4.3951	3	0.3008746
Z00025731-1	Gp38	glycoprotein 38	U025752	NM_010329.1	AJ250246	MGI:103098	3.1288	3.5331	4.0223	3	0.335887547
Z00018855-1	6030458H05	Mus musculus hypothetical protein 6030458H05 (6030458H05), mRNA	U029965	NM_177766.2	AK031600		3.3243	3.4767	4.2146	3	0.275932359
