EntrezGene.ID	HUGO.gene.symbol	agilent	affy	coefficient	NMSE
9353	SLIT2	NM_004787	209897_s_at	-0.45	0.79
1841	DTYMK	NM_012145	203270_at	0.45	0.79
9631	NUP155	NM_004298	206550_s_at	0.46	0.79
5424	POLD1	NM_002691	203422_at	0.44	0.79
6631	SNRPC	NM_003093	201342_at	0.44	0.79
10186	LHFP	NM_005780	218656_s_at	-0.45	0.8
4521	NUDT1	NM_002452	204766_s_at	0.45	0.8
3479	IGF1	X57025	209540_at	-0.45	0.8
4172	MCM3	NM_002388	201555_at	0.45	0.8
2205	FCER1A	NM_002001	211734_s_at	-0.45	0.8
55732	C1orf112	NM_018186	220840_s_at	0.43	0.81
9077	DIRAS3	NM_004675	215506_s_at	-0.45	0.81
5557	PRIM1	NM_000946	205053_at	0.45	0.81
54963	UCKL1	NM_017859	218533_s_at	0.44	0.81
54512	EXOSC4	NM_019037	218695_at	0.44	0.81
79901	CYBRD1	Contig52737_RC	217889_s_at	-0.44	0.81
10161	P2RY5	NM_005767	218589_at	-0.44	0.81
29097	CNIH4	NM_014184	218728_s_at	0.41	0.82
6513	SLC2A1	NM_006516	201250_s_at	0.44	0.82
51123	ZNF706	NM_016096	218059_at	0.43	0.82
857	CAV1	NM_001753	203065_s_at	-0.42	0.83
51110	LACTB2	NM_016027	218701_at	0.38	0.83
51204	CCDC44	NM_016360	221069_s_at	0.41	0.83
54845	RBM35A	NM_017697	219121_s_at	0.4	0.83
283	ANG	NM_001145	205141_at	-0.41	0.83
79652	C16orf30	Contig26371_RC	219315_s_at	-0.41	0.84
56944	OLFML3	NM_020190	218162_at	-0.4	0.84
3297	HSF1	NM_005526	202344_at	0.39	0.84
27235	COQ2	NM_015697	213379_at	0.39	0.84
2487	FRZB	NM_001463	203698_s_at	-0.4	0.84
3251	HPRT1	NM_000194	202854_at	0.4	0.84
5119	PCOLN3	NM_002768	201933_at	0.4	0.84
6839	SUV39H1	NM_003173	218619_s_at	0.4	0.85
27303	RBMS3	NM_014483	206767_at	-0.38	0.85
10468	FST	NM_013409	204948_s_at	-0.38	0.85
26289	AK5	NM_012093	219308_s_at	-0.4	0.85
55038	CDCA4	NM_017955	218399_s_at	0.39	0.85
7283	TUBG1	NM_001070	201714_at	0.38	0.86
23212	RRS1	D25218	209567_at	0.38	0.86
65094	JMJD4	Contig52872_RC	218560_s_at	0.39	0.86
55379	LRRC59	NM_018509	222231_s_at	0.37	0.86
10956	NA	NM_006812	215399_s_at	-0.3	0.86
51022	GLRX2	NM_016066	219933_at	0.37	0.86
54915	YTHDF1	NM_017798	221741_s_at	0.37	0.86
54861	SNRK	D43636	209481_at	-0.37	0.86
79000	C1orf135	Contig25124_RC	220011_at	0.35	0.87
79776	ZFHX4	Contig48790_RC	219779_at	-0.38	0.87
79971	GPR177	Contig53944_RC	221958_s_at	-0.34	0.87
7718	ZNF165	NM_003447	206683_at	0.34	0.87
201254	STRA13	U95006	209478_at	0.36	0.87
1848	DUSP6	NM_001946	208893_s_at	-0.34	0.87
9037	SEMA5A	NM_003966	205405_at	-0.38	0.87
5433	POLR2D	NM_004805	203664_s_at	0.39	0.87
29087	THYN1	NM_014174	218491_s_at	-0.32	0.87
79864	C11orf63	Contig27559_RC	220141_at	-0.36	0.88
358	AQP1	NM_000385	209047_at	-0.32	0.88
6634	SNRPD3	NM_004175	202567_at	0.36	0.88
2621	GAS6	NM_000820	202177_at	-0.35	0.88
56270	WDR45L	NM_019613	209076_s_at	0.34	0.88
5187	PER1	NM_002616	202861_at	-0.36	0.88
2098	ESD	AF112219	215096_s_at	-0.33	0.88
81887	LAS1L	Contig40237_RC	208117_s_at	0.36	0.88
1811	SLC26A3	NM_000111	206143_at	-0.32	0.88
54535	CCHCR1	NM_019052	42361_g_at	0.3	0.88
55526	DHTKD1	Contig173	209916_at	0.3	0.88
57161	PELI2	NM_021255	219132_at	-0.34	0.88
2353	FOS	NM_005252	209189_at	-0.35	0.88
51279	C1RL	NM_016546	218983_at	-0.35	0.88
60436	TGIF2	AF055012	218724_s_at	0.35	0.88
3028	HSD17B10	NM_004493	202282_at	0.34	0.88
26519	TIMM10	NM_012456	218408_at	0.34	0.88
25960	GPR124	AB040964	221814_at	-0.34	0.88
10252	SPRY1	AF041037	212558_at	-0.35	0.89
6199	RPS6KB2	NM_003952	203777_s_at	0.32	0.89
9824	ARHGAP11A	NM_014783	204492_at	0.27	0.89
55630	SLC39A4	NM_017767	219215_s_at	0.35	0.89
7049	TGFBR3	NM_003243	204731_at	-0.33	0.89
8607	RUVBL1	NM_003707	201614_s_at	0.27	0.89
2581	GALC	NM_000153	204417_at	-0.34	0.89
862	RUNX1T1	NM_004349	205528_s_at	-0.35	0.89
8458	TTF2	NM_003594	204407_at	0.33	0.89
9775	EIF4A3	NM_014740	201303_at	0.33	0.89
3181	HNRPA2B1	NM_002137	205292_s_at	0.33	0.89
26039	SS18L1	AB014593	213140_s_at	0.32	0.89
10580	SORBS1	NM_015385	218087_s_at	-0.34	0.89
7056	THBD	NM_000361	203888_at	-0.31	0.89
8322	FZD4	NM_012193	218665_at	-0.35	0.9
1003	CDH5	NM_001795	204677_at	-0.33	0.9
2152	F3	NM_001993	204363_at	-0.33	0.9
55068	NA	NM_017993	219501_at	-0.3	0.9
64785	GINS3	AL137379	218719_s_at	0.35	0.9
79042	TSEN34	Contig3597_RC	218132_s_at	0.32	0.9
8805	TRIM24	NM_015905	204391_x_at	0.32	0.9
1478	CSTF2	NM_001325	204459_at	0.32	0.9
1746	DLX2	NM_004405	207147_at	-0.32	0.9
57125	PLXDC1	NM_020405	219700_at	-0.28	0.9
22998	NA	AB029025	212328_at	-0.31	0.9
79915	C17orf41	Contig36210_RC	220223_at	0.3	0.9
7026	NR2F2	M64497	215073_s_at	-0.32	0.91
7474	WNT5A	Contig40434_RC	213425_at	-0.31	0.91
55857	C20orf19	NM_018474	219961_s_at	-0.33	0.91
114625	ERMAP	NM_018538	219905_at	-0.29	0.91
8857	FCGBP	NM_003890	203240_at	-0.31	0.91
26872	STEAP1	NM_012449	205542_at	-0.3	0.91
7226	TRPM2	NM_003307	205708_s_at	0.29	0.91
29844	TFPT	NM_013342	218996_at	0.27	0.91
4719	NDUFS1	NM_005006	203039_s_at	0.3	0.92
4013	LOH11CR2A	NM_014622	210102_at	-0.3	0.92
3396	ICT1	NM_001545	204868_at	0.29	0.92
397	ARHGDIB	NM_001175	201288_at	-0.28	0.92
10436	EMG1	U72514	209233_at	0.3	0.92
51582	AZIN1	NM_015878	201772_at	0.29	0.92
10598	AHSA1	NM_012111	201491_at	0.29	0.92
333	APLP1	NM_005166	209462_at	0.27	0.92
51142	CHCHD2	NM_016139	217720_at	0.29	0.92
27123	DKK2	NM_014421	219908_at	-0.29	0.92
55020	NA	NM_017931	218272_at	-0.28	0.92
23460	ABCA6	Contig35210_RC	217504_at	-0.27	0.92
64321	SOX17	Contig37354_RC	219993_at	-0.28	0.93
7098	TLR3	NM_003265	206271_at	-0.27	0.93
6338	SCNN1B	NM_000336	205464_at	0.29	0.93
3692	ITGB4BP	NM_002212	210213_s_at	0.26	0.93
10253	SPRY2	NM_005842	204011_at	-0.29	0.93
2669	GEM	NM_005261	204472_at	-0.28	0.93
79679	VTCN1	Contig52970_RC	219768_at	-0.26	0.93
79618	HMBOX1	Contig1982_RC	219269_at	-0.27	0.93
8772	FADD	NM_003824	202535_at	0.27	0.93
9986	RCE1	NM_005133	205333_s_at	0.26	0.93
58500	ZNF250	X16282	213858_at	0.25	0.93
11081	KERA	NM_007035	220504_at	-0.32	0.93
7064	THOP1	NM_003249	203235_at	0.21	0.93
55799	CACNA2D3	NM_018398	219714_s_at	-0.26	0.93
49855	ZNF291	AL137612	209741_x_at	-0.26	0.93
54606	DDX56	NM_019082	217754_at	0.2	0.93
7164	TPD52L1	NM_003287	203786_s_at	0.26	0.93
80775	TMEM177	Contig49309_RC	218897_at	0.27	0.93
667	DST	NM_001723	204455_at	-0.25	0.94
2781	GNAZ	NM_002073	204993_at	0.26	0.94
23464	GCAT	NM_014291	205164_at	0.25	0.94
79763	ISOC2	Contig2889_RC	218893_at	0.26	0.94
4649	MYO9A	NM_006901	219027_s_at	-0.25	0.94
53820	DSCR6	NM_018962	207267_s_at	0.23	0.94
3638	INSIG1	NM_005542	201625_s_at	0.28	0.94
11171	STRAP	NM_007178	200870_at	0.25	0.94
10992	SF3B2	NM_006842	200619_at	0.25	0.94
6832	SUPV3L1	NM_003171	212894_at	0.25	0.94
55922	NKRF	NM_017544	205004_at	0.24	0.94
10557	RPP38	NM_006414	205562_at	0.27	0.94
3216	HOXB6	NM_018952	205366_s_at	-0.25	0.94
54785	C17orf59	NM_017622	219417_s_at	-0.24	0.95
1933	EEF1B2	X60656	200705_s_at	-0.24	0.95
8161	COIL	NM_004645	203653_s_at	0.23	0.95
594	BCKDHB	NM_000056	213321_at	-0.26	0.95
6286	S100P	NM_005980	204351_at	0.23	0.95
3954	LETM1	NM_012318	218939_at	0.23	0.95
51087	YBX2	NM_015982	219704_at	0.2	0.95
10953	TOMM34	NM_006809	201870_at	0.2	0.95
