CLONEID	NAME	UniGene Id	GeneBank Id
271899	PK428 Ser-Thr protein kinase related to the myotonic dystrophy protein kinase	Hs.44708	N35241
249755	KIAA1340 KIAA1340 protein	Hs.51743	H85476
362729	KIAA0193 KIAA0193 gene product	Hs.75137	AA018658
280236	MTMR6 myotubularin related protein 6	Hs.79877	N49192
292731	HBXAP hepatitis B virus x associated protein	Hs.20509	N69398
305809	PHCA phytoceramidase, alkaline	Hs.23862	N90051
195138	KIAA0205 KIAA0205 gene product	Hs.3610	R91263
740457	MGC12685 hypothetical protein MGC12685	Hs.431	AA478036
279152	PRO0149 PRO0149 protein	Hs.64056	N46831
361565	GLUD1 glutamate dehydrogenase 1	Hs.77508	AA017175
343744	H1F0 H1 histone family, member 0	Hs.226117	W69399
340558	ARPC5 actin related protein 2/3 complex, subunit 5, 16kDa	Hs.82425	W55964
66792	BART1 binder of Arl Two	Hs.9552	T64938
487172	B4GALT1 UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	Hs.198248	AA043795
109153	COPA coatomer protein complex, subunit alpha	Hs.75887	T81091
66728	FECH ferrochelatase (protoporphyria)	Hs.26	T64893
261836	TCF12 transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	Hs.21704	H98856
325062	SLC20A1 solute carrier family 20 (phosphate transporter), member 1	Hs.78452	W46972
813254	F2R coagulation factor II (thrombin) receptor	Hs.128087	AA455910
471498	GNS glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)	Hs.334534	AA035347
49464	UNG uracil-DNA glycosylase	Hs.78853	H15111
50883	MGC2752 hypothetical protein MGC2752	Hs.7845	H18428
324891	DEGS degenerative spermatocyte homolog, lipid desaturase (Drosophila)	Hs.185973	W49667
259996	FLJ20481 hypothetical protein FLJ20481	Hs.102500	N32611
49352	ANXA7 annexin A7	Hs.78637	H15446
784224	FGFR4 fibroblast growth factor receptor 4	Hs.165950	AA446876
295564	RAB31 RAB31, member RAS oncogene family	Hs.223025	N72559
120881	RAB31 RAB31, member RAS oncogene family	Hs.223025	T96082
487831	Homo sapiens cDNA FLJ14059 fis, clone HEMBB1000573	Hs.289047	AA045083
486591	SEMA3C sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	Hs.171921	AA042990
362853	PTK9 protein tyrosine kinase 9	Hs.82643	AA019459
788518	PXMP3 peroxisomal membrane protein 3, 35kDa (Zellweger syndrome)	Hs.180612	AA452566
110281	STX7 syntaxin 7	Hs.8906	T71551
165857	INPP4B inositol polyphosphate-4-phosphatase, type II, 105kDa	Hs.153687	R86720
271989	FLJ25604 hypothetical protein FLJ25604	Hs.220745	N31935
489031	KIAA1463 KIAA1463 protein	Hs.21104	AA057073
298134	FZD1 frizzled homolog 1 (Drosophila)	Hs.94234	N70776
141726	ESTs, Weakly similar to cytokine receptor-like factor 2; cytokine receptor CRL2 precusor [Homo sapiens] [H.sapiens]	Hs.269392	R69584
324901	WNT5A wingless-type MMTV integration site family, member 5A	Hs.152213	W49672
810057	CSDA cold shock domain protein A	Hs.198726	AA455300
265060	KIT v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	Hs.81665	N20798
324510	FLJ21069 hypothetical protein FLJ21069	Hs.341806	AA284277
156473	EPHX2 epoxide hydrolase 2, cytoplasmic	Hs.113	R73524
491415	JAM1 junctional adhesion molecule 1	Hs.12284	AA150422
264162	HSPC157 HSPC157 protein	Hs.279842	N20480
203008	FLJ10956 hypothetical protein FLJ10956	Hs.144407	H54262
201757	PAPSS2 3-phosphoadenosine 5-phosphosulfate synthase 2	Hs.274230	R99758
324664	SLC9A7 solute carrier family 9 (sodium/hydrogen exchanger), isoform 7	Hs.154353	W47115
592243	TCN1 transcobalamin I (vitamin B12 binding protein, R binder family)	Hs.2012	AA155640
788421	MADH4 MAD, mothers against decapentaplegic homolog 4 (Drosophila)	Hs.75862	AA456439
810459	FZD8 frizzled homolog 8 (Drosophila)	Hs.302634	AA457138
856519	ALDH3A2 aldehyde dehydrogenase 3 family, member A2	Hs.159608	AA633569
150361	IGF1R insulin-like growth factor 1 receptor	Hs.239176	H00849
325070	LXN latexin protein	Hs.109276	W46976
796398	ZIM2 zinc finger, imprinted 2	Hs.201776	AA459941
773724	FADD Fas (TNFRSF6)-associated via death domain	Hs.86131	AA430751
823876	PPP2CB protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	Hs.80350	AA490473
770192	LGALS9 lectin, galactoside-binding, soluble, 9 (galectin 9)	Hs.81337	AA434102
811024	BST2 bone marrow stromal cell antigen 2	Hs.118110	AA485371
815542	MX1 myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)	Hs.76391	AA456886
782513	G1P3 interferon, alpha-inducible protein (clone IFI-6-16)	Hs.265827	AA432030
753587	BTN3A3 butyrophilin, subfamily 3, member A3	Hs.167741	AA478585
841340	TAP1 transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	Hs.352018	AA487429
611443	MB myoglobin	Hs.118836	AA176581
68977	PSMB10 proteasome (prosome, macropain) subunit, beta type, 10	Hs.9661	T53775
268736	PLSCR1 phospholipid scramblase 1	Hs.198282	N25945
291097	FKBP11 FK506 binding protein 11, 19 kDa	Hs.24048	N72137
471196	ITM3 integral membrane protein 3	Hs.111577	AA034213
789369	ID4 inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	Hs.34853	AA453341
66560	IGL@ immunoglobulin lambda locus	Hs.181125	T67053
344134	IGLL1 immunoglobulin lambda-like polypeptide 1	Hs.348935	W73587
768497	CCL18 chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	Hs.16530	AA425047
299679	PSPHL phosphoserine phosphatase-like	Hs.76845	N75028
247925	DRIM down-regulated in metastasis	Hs.178614	N58318
587388	LIPH lipase, member H	Hs.68864	AA132858
430235	H2BFQ H2B histone family, member Q	Hs.2178	AA010223
66317	H1F2 H1 histone family, member 2	Hs.7644	T66815
268178	CANX calnexin	Hs.155560	N30157
83297	FZD6 frizzled homolog 6 (Drosophila)	Hs.114218	T68333
826459	PPP6C protein phosphatase 6, catalytic subunit	Hs.80324	AA521083
503682	C9orf12 chromosome 9 open reading frame 12	Hs.16603	AA129973
842851	DKFZP564L2423 hypothetical protein DKFZp564L2423	Hs.18627	AA486290
32517	FLJ10509 hypothetical protein FLJ10509	Hs.274319	R18902
363086			AA019332
810891	LAMA5 laminin, alpha 5	Hs.11669	AA459289
884641	ARFRP1 ADP-ribosylation factor related protein 1	Hs.244367	AA629904
162479	ELF3 E74-like factor 3 (ets domain transcription factor, epithelial-specific )	Hs.166096	H27938
123614	C20orf55 chromosome 20 open reading frame 55	Hs.19002	R00846
809815	ENTPD6 ectonucleoside triphosphate diphosphohydrolase 6 (putative function)	Hs.12330	AA455523
194161	MGC20576 hypothetical protein MGC20576	Hs.374303	H50993
491565	CITED2 Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	Hs.82071	AA115076
809488	RAI17 retinoic acid induced 17	Hs.7252	AA443116
840158	HK1 hexokinase 1	Hs.118625	AA485271
364209	ANK3 ankyrin 3, node of Ranvier (ankyrin G)	Hs.75893	AA021558
203003	NME4 non-metastatic cells 4, protein expressed in	Hs.9235	H54417
839566	RANBP6 RAN binding protein 6	Hs.167496	AA489790
502977	LIG3 ligase III, DNA, ATP-dependent	Hs.100299	AA149292
108422	SH3YL1 likely ortholog of mouse Sh3 domain YSC-like 1	Hs.25213	T77847
843134	PBP prostatic binding protein	Hs.80423	AA485909
377051	LOC91689 hypothetical gene supported by AL449243	Hs.306083	AA047785
753917	TM9SF2 transmembrane 9 superfamily member 2	Hs.28757	AA479100
502428	CLN5 ceroid-lipofuscinosis, neuronal 5	Hs.30213	AA156959
753285	GYG glycogenin	Hs.174071	AA411678
770391	POLR2C polymerase (RNA) II (DNA directed) polypeptide C, 33kDa	Hs.79402	AA427495
767798	ATOX1 ATX1 antioxidant protein 1 homolog (yeast)	Hs.279910	AA418694
739109	AP2S1 adaptor-related protein complex 2, sigma 1 subunit	Hs.119591	AA421518
356992	HSPC023 HSPC023 protein	Hs.279945	W92963
810725	ATP6V0B ATPase, H+ transporting, lysosomal 21kDa, V0 subunit c	Hs.7476	AA457717
68636	MGC2477 hypothetical protein MGC2477	Hs.9061	T49801
78869	ADRM1 adhesion regulating molecule 1	Hs.90107	T46897
511428	FXYD3 FXYD domain containing ion transport regulator 3	Hs.301350	AA126009
251019	CDH1 cadherin 1, type 1, E-cadherin (epithelial)	Hs.194657	H97778
416386			W86859
513077	NQO1 NAD(P)H dehydrogenase, quinone 1	Hs.80706	AA062638
813387	NQO1 NAD(P)H dehydrogenase, quinone 1	Hs.80706	AA455538
82874	LOC51189 ATPase inhibitor precursor	Hs.241336	T69273
950688	ATP6V1G1 ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G isoform 1	Hs.90336	AA608567
250667	RAB9A RAB9A, member RAS oncogene family	Hs.330994	H98534
71672	ETFA electron-transfer-flavoprotein, alpha polypeptide (glutaric aciduria II)	Hs.169919	T57919
784744	MPHOSPH6 M-phase phosphoprotein 6	Hs.152720	AA478524
343607	LOC55829 AD-015 protein	Hs.32148	W69583
825451	P115 vesicle docking protein p115	Hs.325948	AA504342
591465	KIAA0233 KIAA0233 gene product	Hs.79077	AA160695
841470	CTSH cathepsin H	Hs.288181	AA487231
743114	HSPBP1 hsp70-interacting protein	Hs.53066	AA401391
234237	PIR Pirin	Hs.279663	H69334
503639	MGC2628 hypothetical protein MGC2628	Hs.171637	AA133665
342211	LOC129642 hypothetical protein BC016005	Hs.356547	W63789
897770			AA598508
455123	KIAA0429 KIAA0429 gene product	Hs.77694	AA676805
796198	EFNB2 ephrin-B2	Hs.30942	AA461108
1031045	SLC4A3 solute carrier family 4, anion exchanger, member 3	Hs.1176	AA609880
43884	PPIF peptidylprolyl isomerase F (cyclophilin F)	Hs.173125	H05115
741474	GPI glucose phosphate isomerase	Hs.279789	AA401111
204335	CD24 CD24 antigen (small cell lung carcinoma cluster 4 antigen)	Hs.286124	H59915
784589	MMP15 matrix metalloproteinase 15 (membrane-inserted)	Hs.80343	AA443300
77728	SLC20A2 solute carrier family 20 (phosphate transporter), member 2	Hs.347527	T55870
137581	CTL2 CTL2 gene	Hs.105509	R39578
293950	PIP5K1A phosphatidylinositol-4-phosphate 5-kinase, type I, alpha	Hs.149255	N64014
147447	JAM1 junctional adhesion molecule 1	Hs.12284	R81173
856454	SLC3A2 solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	Hs.79748	AA630794
787857	STX5A syntaxin 5A	Hs.302300	AA452148
809609	FLJ20452 hypothetical protein FLJ20452	Hs.351327	AA458486
625234	KDELR3 KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	Hs.250696	AA181085
486787	CNN3 calponin 3, acidic	Hs.194662	AA043227
826135	STK38 serine/threonine kinase 38	Hs.8724	AA521346
757383	DKFZP434L0718 hypothetical protein DKFZp434L0718	Hs.59236	AA437140
773233	DATF1 death associated transcription factor 1	Hs.155313	AA425259
813751	SIAT4C sialyltransferase 4C (beta-galactosidase alpha-2,3-sialytransferase)	Hs.75268	AA453813
80221	CPA3 carboxypeptidase A3 (mast cell)	Hs.646	T64223
809694	CRABP1 cellular retinoic acid binding protein 1	Hs.346950	AA454702
248261	GLDC glycine dehydrogenase (decarboxylating; glycine decarboxylase, glycine cleavage system protein P)	Hs.380791	N58494
490361	SDC2 syndecan 2 (heparan sulfate proteoglycan 1, cell surface-associated, fibroglycan)	Hs.1501	AA122056
136235	GSTP1 glutathione S-transferase pi	Hs.226795	R33642
809557	MCM3 MCM3 minichromosome maintenance deficient 3 (S. cerevisiae)	Hs.179565	AA455786
263013	PLOD2 procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase) 2	Hs.41270	H99816
771323	PLOD procollagen-lysine, 2-oxoglutarate 5-dioxygenase (lysine hydroxylase, Ehlers-Danlos syndrome type VI)	Hs.75093	AA476240
142788	SERPINH2 serine (or cysteine) proteinase inhibitor, clade H (heat shock protein 47), member 2	Hs.9930	R71093
813742	PTK7 PTK7 protein tyrosine kinase 7	Hs.90572	AA453789
155716	NRG1 neuregulin 1	Hs.172816	R72075
855800	PREP prolyl endopeptidase	Hs.86978	AA664056
256260	RFC3 replication factor C (activator 1) 3, 38kDa	Hs.115474	H94617
759164	NEK4 NIMA (never in mitosis gene a)-related kinase 4	Hs.1087	AA442692
66686	RPL10 ribosomal protein L10	Hs.29797	T67270
826166	HRIHFB2206 HRIHFB2206 protein	Hs.82508	AA521422
80915	SDHA succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	Hs.469	T70043
811020	LOC157378 hypothetical protein BC017881	Hs.187646	AA485369
795685	PNAS-131 hypothetical protein PNAS-131	Hs.37883	AA459936
782164	MDS029 uncharacterized hematopoietic stem/progenitor cells protein MDS029	Hs.43549	AA431199
460673	HEAB ATP/GTP-binding protein	Hs.87465	AA700336
687397	ABCD3 ATP-binding cassette, sub-family D (ALD), member 3	Hs.76781	AA234671
813280	ADSL adenylosuccinate lyase	Hs.75527	AA455931
246304	BTG3 BTG family, member 3	Hs.77311	N52496
487373	ATP5G1 ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9), isoform 1	Hs.80986	AA046489
784830	D123 D123 gene product	Hs.82043	AA448289
841338	PRNPIP prion protein interacting protein	Hs.151032	AA487428
22918	EBNA1BP2 EBNA1 binding protein 2	Hs.346868	R45255
949932	NSEP1 nuclease sensitive element binding protein 1	Hs.74497	AA599175
809588	GGH gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	Hs.78619	AA455800
949988	LC27 putative integral membrane transporter	Hs.296398	AA600214
429959	LC27 putative integral membrane transporter	Hs.296398	AA033947
795543	PRDX4 peroxiredoxin 4	Hs.83383	AA459663
261393	HSPC163 HSPC163 protein	Hs.108854	H98963
884655	GARS glycyl-tRNA synthetase	Hs.293885	AA629909
32231	FLJ12442 hypothetical protein FLJ12442	Hs.84753	R17469
840788	TMSB10 thymosin, beta 10	Hs.76293	AA486085
745214	KDELR2 KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	Hs.372755	AA626867
248256	KIAA1691 KIAA1691 protein	Hs.94761	N58487
257197	NRBF-2 nuclear receptor binding factor-2	Hs.27181	N30573
68950	CCNE1 cyclin E1	Hs.9700	T54121
144881	CALU calumenin	Hs.7753	R78585
587992	LANP-L lecuine-rich acidic protein-like protein	Hs.71331	AA130595
767817	POLR2F polymerase (RNA) II (DNA directed) polypeptide F	Hs.46405	AA418689
124781	SQLE squalene epoxidase	Hs.71465	R01118
756595	S100A10 S100 calcium binding protein A10 (annexin II ligand, calpactin I, light polypeptide (p11))	Hs.119301	AA444051
73702			T54544
121551	LAD1 ladinin 1	Hs.18141	T97710
773137	STK24 serine/threonine kinase 24 (STE20 homolog, yeast)	Hs.168913	AA425401
487861	MAFG v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)	Hs.252229	AA045436
46182	CTPS CTP synthase	Hs.251871	H09613
306771	TMSNB thymosin, beta, identified in neuroblastoma cells	Hs.56145	N91887
841093	CUL1 cullin 1	Hs.14541	AA486790
212198	TP53BP2 tumor protein p53 binding protein, 2	Hs.44585	H69077
711552	CBR1 carbonyl reductase 1	Hs.88778	AA280846
204257	ADAM9 a disintegrin and metalloproteinase domain 9 (meltrin gamma)	Hs.2442	H59230
144932	CDK2AP1 CDK2-associated protein 1	Hs.3436	R78607
146123	PTPRK protein tyrosine phosphatase, receptor type, K	Hs.79005	R78776
810612	S100A11 S100 calcium binding protein A11 (calgizzarin)	Hs.256290	AA464731
300289	KIP2 DNA-dependent protein kinase catalytic subunit-interacting protein 2	Hs.129867	N79761
290597	KIAA1971 similar to junction-mediating and regulatory protein p300 JMY	Hs.203418	N71692
324210	SR-BP1 type I sigma receptor	Hs.24447	W47484
302292	EXT2 exostoses (multiple) 2	Hs.75334	N78831
248849	FLJ10697 hypothetical protein FLJ10697	Hs.380730	H80748
470781	Homo sapiens cDNA FLJ31360 fis, clone MESAN2000572	Hs.180059	AA031989
415064	Homo sapiens cDNA FLJ14761 fis, clone NT2RP3003302	Hs.250848	W93120
323238	CXCL1 chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	Hs.789	W42723
773301	CDH3 cadherin 3, type 1, P-cadherin (placental)	Hs.2877	AA425217
366950	SLPI secretory leukocyte protease inhibitor (antileukoproteinase)	Hs.251754	AA026192
460666	TONDU TONDU	Hs.9030	AA700322
563598	GABRP gamma-aminobutyric acid (GABA) A receptor, pi	Hs.70725	AA101225
666879	ANXA8 annexin A8	Hs.87268	AA235002
592540	KRT5 keratin 5 (epidermolysis bullosa simplex, Dowling-Meara/Kobner/Weber-Cockayne types)	Hs.195850	AA160507
377275	TRIM29 tripartite motif-containing 29	Hs.82237	AA055485
366889	KRT17 keratin 17	Hs.2785	AA026100
488017	MFGE8 milk fat globule-EGF factor 8 protein	Hs.3745	AA054753
785744	ZDHHC5 zinc finger, DHHC domain containing 5	Hs.27239	AA448941
140574	CX3CL1 chemokine (C-X3-C motif) ligand 1	Hs.80420	R66139
298122	FZD7 frizzled homolog 7 (Drosophila)	Hs.173859	N69049
253733	Homo sapiens cDNA FLJ11796 fis, clone HEMBA1006158, highly similar to Homo sapiens transcription factor forkhead-like 7 (FKHL7) gene	Hs.284186	N22552
854338	CHI3L2 chitinase 3-like 2	Hs.154138	AA668821
544639	ESTs	Hs.95612	AA074677
810603	FLJ14525 hypothetical protein FLJ14525	Hs.26812	AA464028
487722	B3GNT5 UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	Hs.136414	AA043551
358885	Homo sapiens cDNA FLJ11796 fis, clone HEMBA1006158, highly similar to Homo sapiens transcription factor forkhead-like 7 (FKHL7) gene	Hs.284186	W94629
625623	SLC5A6 solute carrier family 5 (sodium-dependent vitamin transporter), member 6	Hs.321579	AA186605
814260	FVT1 follicular lymphoma variant translocation 1	Hs.74050	AA458992
302933	FLJ22678 hypothetical protein FLJ22678	Hs.7718	N90109
81289	ACTG2 actin, gamma 2, smooth muscle, enteric	Hs.378774	T60048
841203	VCL vinculin	Hs.75350	AA486727
784109	SGCE sarcoglycan, epsilon	Hs.110708	AA432066
270505	MMP14 matrix metalloproteinase 14 (membrane-inserted)	Hs.2399	N33214
460403	LAMC2 laminin, gamma 2	Hs.54451	AA677534
208001	CD59 CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)	Hs.278573	H60548
223350	CP ceruloplasmin (ferroxidase)	Hs.296634	H86554
504207	RCL putative c-Myc-responsive	Hs.109752	AA132086
238907	CABC1 chaperone, ABC1 activity of bc1 complex like (S. pombe)	Hs.273186	H67202
743220	FLJ12517 hypothetical protein FLJ12517	Hs.184343	AA400122
897956	PRAME preferentially expressed antigen in melanoma	Hs.30743	AA598817
125722	DGUOK deoxyguanosine kinase	Hs.77494	R07506
669443	HSF2 heat shock transcription factor 2	Hs.158195	AA250730
278242	PDK3 pyruvate dehydrogenase kinase, isoenzyme 3	Hs.193124	N63567
898262	UBE1 ubiquitin-activating enzyme E1 (A1S9T and BN75 temperature sensitivity complementing)	Hs.2055	AA598670
194804	PITPN phosphotidylinositol transfer protein	Hs.79709	R89807
815534	ICAP-1A integrin cytoplasmic domain-associated protein 1	Hs.173274	AA456882
124447	BRP17 likely ortholog of mouse brain protein 17	Hs.375161	R01094
288896	KCNK1 potassium channel, subfamily K, member 1	Hs.79351	N62620
148225	GALNT3 UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)	Hs.278611	H13688
359835	SAT spermidine/spermine N1-acetyltransferase	Hs.28491	AA010811
258790	CCK cholecystokinin	Hs.80247	N30191
812105	AF1Q ALL1-fused gene from chromosome 1q	Hs.75823	AA456008
202535	MT1G metallothionein 1G	Hs.334409	H53339
297392	MT1L metallothionein 1L	Hs.380778	N80129
247117	AGXT alanine-glyoxylate aminotransferase (oxalosis I; hyperoxaluria I; glycolicaciduria; serine-pyruvate aminotransferase)	Hs.144567	N57872
345626	FABP7 fatty acid binding protein 7, brain	Hs.26770	W72051
307119	ESTs	Hs.356545	N93715
897546	PEMT phosphatidylethanolamine N-methyltransferase	Hs.15192	AA489583
809657	Homo sapiens cDNA FLJ31373 fis, clone NB9N42000342	Hs.281434	AA454682
245296	RAD52 RAD52 homolog (S. cerevisiae)	Hs.89571	N53449
810519	MGC3207 hypothetical protein MGC3207	Hs.372737	AA464543
503335	FLJ11196 hypothetical protein FLJ11196	Hs.6166	AA130193
768443	MGST1 microsomal glutathione S-transferase 1	Hs.355733	AA495935
145503	CDKN2D cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)	Hs.29656	R77517
45376	ACAA2 acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	Hs.356176	H07926
262932	MGC29654 hypothetical protein MGC29654	Hs.353192	H99699
795582	BRP44l brain protein 44-like	Hs.108725	AA459690
321488	CDC42EP4 CDC42 effector protein (Rho GTPase binding) 4	Hs.3903	W32509
140100	LOC55862 uncharacterized hypothalamus protein HCDASE	Hs.239218	R65792
81129	MYH9 myosin, heavy polypeptide 9, non-muscle	Hs.146550	T69926
52096	PDGFRA platelet-derived growth factor receptor, alpha polypeptide	Hs.74615	H23235
375834	LOX lysyl oxidase	Hs.102267	AA037732
138991	COL6A3 collagen, type VI, alpha 3	Hs.80988	R62603
897910	OSF-2 osteoblast specific factor 2 (fasciclin I-like)	Hs.136348	AA598653
51582	LMO7 LIM domain only 7	Hs.5978	H22825
725630	PEA15 phosphoprotein enriched in astrocytes 15	Hs.194673	AA293211
68049	Human insulin-like growth factor binding protein 5 (IGFBP5) mRNA	Hs.180324	T52829
489384			AA054451
45542	Human insulin-like growth factor binding protein 5 (IGFBP5) mRNA	Hs.180324	H08560
205049	H11 protein kinase H11	Hs.111676	H57493
359191	H11 protein kinase H11	Hs.111676	AA010110
882483	IFRD1 interferon-related developmental regulator 1	Hs.7879	AA676598
128506	SENP3 sentrin/SUMO-specific protease 3	Hs.118926	R10154
156211	ATP6V1B1 ATPase, H+ transporting, lysosomal 56/58kDa, V1 subunit B, isoform 1 (Renal tubular acidosis with deafness)	Hs.64173	AI668571
796079	MAPK3 mitogen-activated protein kinase 3	Hs.861	AA460363
356835	MGC10500 hypothetical protein MGC10500	Hs.271599	W84592
795382	EPAC Rap1 guanine-nucleotide-exchange factor directly activated by cAMP	Hs.8578	AA453497
809894	ACAS2 acetyl-Coenzyme A synthetase 2 (ADP forming)	Hs.14779	AA455146
505274	KIAA0857 KIAA0857 protein	Hs.24557	AA142980
220376	MEN1 multiple endocrine neoplasia I	Hs.240443	H86813
39808	PIK3R1 phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	Hs.6241	R54049
196992	AKR1C1 aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)	Hs.306098	R93124
82734	FACL2 fatty-acid-Coenzyme A ligase, long-chain 2	Hs.154890	T73556
140806	PAM peptidylglycine alpha-amidating monooxygenase	Hs.83920	R66309
811064	FLJ20811 hypothetical protein FLJ20811	Hs.83530	AA485442
197888	GNB2L1 guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	Hs.5662	R96220
32684	RPL32 ribosomal protein L32	Hs.169793	R20424
67363			T49282
272262	Ells1 hypothetical protein Ells1	Hs.7913	N35592
810809	Homo sapiens cDNA FLJ33034 fis, clone THYMU2000236	Hs.349607	AA458882
162199	PTPRM protein tyrosine phosphatase, receptor type, M	Hs.154151	H26353
301995	Homo sapiens cDNA FLJ37284 fis, clone BRAMY2013590	Hs.348490	N89738
460487	LTF lactotransferrin	Hs.105938	AA677706
196005	AQP3 aquaporin 3	Hs.234642	R91904
753692	ABLIM1 actin binding LIM protein 1	Hs.158203	AA406601
897271	KL klotho	Hs.94592	AA677655
504791	GSTA4 glutathione S-transferase A4	Hs.169907	AA152346
161998	NPAS2 neuronal PAS domain protein 2	Hs.321164	H26181
342008	KRT13 keratin 13	Hs.74070	W60057
327676	KRT13 keratin 13	Hs.74070	W23757
725680	TFAP2C transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	Hs.61796	AA394236
51865	CA2 carbonic anhydrase II	Hs.155097	H23187
897655	SSFA2 sperm specific antigen 2	Hs.351355	AA496804
133114	FZD4 frizzled homolog 4 (Drosophila)	Hs.19545	R26141
299197	BC008967 hypothetical gene BC008967	Hs.6349	N75498
809981	GPX4 glutathione peroxidase 4 (phospholipid hydroperoxidase)	Hs.2706	AA454856
785293	HRASLS3 HRAS-like suppressor 3	Hs.37189	AA476438
150702	HOXB5 homeo box B5	Hs.22554	H02243
1031076	HOXB6 homeo box B6	Hs.98428	AA610066
31072	PCSK1 proprotein convertase subtilisin/kexin type 1	Hs.78977	R17394
322148	CHGB chromogranin B (secretogranin 1)	Hs.2281	W37768
199180	PON3 paraoxonase 3	Hs.296259	R95740
