SPOT	NOBS	NREL	BETAUNADJ	SEUNADJ	PLRUNADJ	Well ID	Clone IMAGE	Title	Gene	Map
3976	99	45	0.85	0.29	0	205511	366971	topoisomerase (DNA) II alpha (170kD)	TOP2A	17q21-q22
6282	99	45	1.18	0.39	0	157720	44255	mitochondrial ribosomal protein L3	MRPL3	3q21-q23
2410	99	45	1.07	0.36	0	157708	42352	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6	SLC25A6	Xp22.32 or Yp
4308	99	45	1.1	0.39	0	28435	47900	interferon-gamma receptor alpha chain
6330	98	45	1.78	0.63	0	201407	787857	syntaxin 5A	STX5A	11cen-q12.1
6325	99	45	1.03	0.38	0	201385	842846	tissue inhibitor of metalloproteinase 2	TIMP2	17q25
3788	99	45	-1.97	0.7	0	27992	1257548	DNA Ligase III=Nucleotide excision repair and DNA alkylation repair protein	LIG3	17q11.2-q12
5601	97	44	1.63	0.57	0	200158	321661	protein phosphatase 2, regulatory subunit B (B56), gamma isoform	PPP2R5C	3p21
7286	99	45	0.76	0.25	0	201360	815526	myb-related gene B=B-myb	MYBL2	20q13.1
181	98	45	2.26	0.76	0	208593	611407	hyaluronan-binding protein 2	HABP2	10q24.1-q25.3
6178	99	45	1.29	0.45	0	27595	625812	CDC21 Homolog	MCM4	8q12-q13
2402	98	45	0.78	0.27	0	157680	34357	actin, beta	ACTB	7p15-p12
28	92	42	-2.65	0.99	0	200871	232933	dihydropyrimidinase	DPYS	8q22
3087	99	45	0.87	0.29	0	208790	781047	BUB1=putative mitotic checkpoint protein ser/thr kinase	BUB1	2q14
3434	99	45	1.29	0.45	0	201424	125183	single-stranded DNA-binding protein 1	SSBP1	7q34
6845	99	45	-2.76	0.96	0	201722	380263	ESTs
1439	99	45	-0.87	0.35	0	28854	724888	Cytochrome P450 IVB1	CYP4B1	1p34-p12
583	99	45	-1.78	0.64	0	207301	501651	Homo sapiens cDNA: FLJ21893 fis, clone HEP03412		2
3568	98	44	1.23	0.38	0	208868	220372	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	HS3ST1	4p16
3921	99	45	1.88	0.64	0	201453	166195	ribonuclease/angiogenin inhibitor	RNH	11p15.5
5905	97	43	0.92	0.33	0	202989	179232	pyrophosphatase (inorganic)	PP	10q11.1-q24
2798	99	45	1.6	0.57	0	27323	346635	CD103 alpha=Integrin alpha-E	ITGAE	17p13
3833	98	45	1.47	0.52	0	28562	612274	tubulin-alpha-4	TUBA1	2q
2011	98	44	1.65	0.6	0.01	202789	344282	Fas (TNFRSF6) associated factor 1	FAF1	1p33
5934	98	44	3.42	1.23	0.01	207703	268005	myosin X	MYO10	5p15.1-p14.3
1512	99	45	1.22	0.34	0.01	201572	628336	Homo sapiens, clone MGC:12401 IMAGE:3933998, mRNA, complete cds
6005	98	44	1.92	0.69	0.01	209237	788764	crystallin, beta A4	CRYBA4	22q12.1
3849	98	44	-2.2	0.81	0.01	150009	1951226	ESTs, Highly similar to RPC1_HUMAN DNA-DIRECTED RNA POLYMERASE III LARGEST SUBUNIT [H.sapiens]		22
743	99	45	-1.58	0.59	0.01	202569	66774	hypothetical protein IMPACT	IMPACT	18q11.2-q12.1
1509	99	45	1.83	0.61	0.01	201566	810859	NK4=Natural killer cells protein-4=increased after activation of T cells by mitogens or activation of NK cells by IL-2	NK4	16p13.3
3607	97	44	-1.94	0.65	0.01	202214	342593	homeo box D1	HOXD1	2q31-q37
6844	99	45	-0.97	0.37	0.01	201720	759873	37 kDa leucine-rich repeat (LRR) protein	P37NB	7q22.1-7q31.33
2459	99	45	2.02	0.74	0.01	201397	612274	tubulin-alpha-4	TUBA1	2q
2655	99	45	1.16	0.42	0.01	202281	204614	eukaryotic translation initiation factor 4A, isoform 1	EIF4A1	17p13
1891	99	45	-3.17	1.16	0.01	28634	712848	MADD=DENN=MAP kinase-activating death domain protein	MADD	11p11.2
4122	99	45	1.67	0.62	0.01	202443	951117	serine hydroxymethyltransferase 2 (mitochondrial)	SHMT2	12q12-q14
6391	99	45	1.97	0.72	0.01	205393	490482	zinc finger protein 220	ZNF220	8p11
700	99	45	-1.15	0.43	0.01	209203	80221	carboxypeptidase A3 (mast cell)	CPA3	3q21-q25
5354	98	45	-1.53	0.56	0.01	201080	812126	glycophorin B (includes Ss blood group)	GYPB	4q28-q31
4614	98	44	-3.1	1.15	0.01	202567	67033	ESTs, Weakly similar to FAAH_HUMAN FATTY-ACID AMIDE HYDROLASE [H.sapiens]		1
6210	98	44	1.1	0.42	0.01	27911	1047276	mitotic feedback control protein Madp2 homolog	MAD2L1	4q27
458	97	45	1.43	0.52	0.01	28803	243882	protein phosphatase Wip1	PPM1D	17
2408	99	45	0.93	0.33	0.01	157704	41511	ESTs, Moderately similar to A31226 translation initiation factor eIF-2 beta chain [H.sapiens]		20
2037	99	45	1.13	0.39	0.01	202985	129725	ESTs, Highly similar to B47214 IGKJRB protein [H.sapiens]		4
6346	99	45	2.08	0.74	0.01	201751	263200	Human mRNA for unknown product, partial cds
7624	98	44	0.85	0.31	0.01	27284	327289	KIAA0175=putative kinase	KIAA0175	9
2467	99	45	1.28	0.49	0.01	201425	785616	signal sequence receptor, alpha (translocon-associated protein alpha)	SSR1	6pter-p25.1
4896	99	45	1.22	0.46	0.01	201480	207029	prothymosin, alpha (gene sequence 28)	PTMA	2q35-q36
3071	99	45	-0.97	0.39	0.01	208434	755299	immediate early protein	ETR101	19p13.2
7169	97	43	1.77	0.68	0.01	27882	955999	nuclear cap binding protein
7373	98	44	2.42	0.87	0.01	205446	341680	lysyl oxidase	LOX	5q23.3-q31.2
2936	99	45	-2.09	0.76	0.01	201276	756163	bcr=break point cluster gene	BCR	22q11.23
3003	99	45	-1.73	0.63	0.01	202982	344820	kinesin family member 3A	KIF3A	5q31
3315	99	45	0.82	0.29	0.01	28230	293934	CAS=chromosome segregation gene homolog	CSE1L	20q13
1105	99	45	-2.55	1.03	0.01	207450	782362	hypothetical protein DKFZp434D1428	DKFZp434D142
2881	97	44	-1.43	0.68	0.01	150008		EST, Highly similar to MR11_HUMAN DOUBLE-STRAND BREAK REPAIR PROTEIN MRE11A [H.sapiens]
4107	99	45	1.28	0.48	0.01	201909	824527	guanylate kinase 1	GUK1	1q32-q41
2638	99	45	-0.7	0.26	0.01	202211	898108	adenovirus 5 E1A binding protein	BS69	10p14
7487	99	45	0.8	0.3	0.01	202254	415698	galactosylceramidase (Krabbe disease)	GALC	14q31
3033	99	45	-1.13	0.47	0.01	207710	364865	hypothetical protein FLJ21062	FLJ21062	7
4894	99	45	1.64	0.65	0.01	201464	740554	radixin	RDX	11q23
6007	99	45	0.67	0.25	0.01	209253	50480	arginase, type II	ARG2	14q24.1-q24.3
6878	99	45	-2.09	0.84	0.01	203000	342994	ESTs		16
3601	97	44	-2.65	0.98	0.01	209390	51716	Human DNA sequence from cosmid U237H1 contains Ras like GTPase and ESTs
5796	97	44	-0.33	0.12	0.01	28964	365681	GATA-3=T-cell specific transcription factor	GATA3	10p15
5305	99	45	0.98	0.37	0.01	28842	123971	DHFR=Dihydrofolate reductase	DHFR	5q11.2-q13.2
5379	99	45	1.34	0.52	0.01	201574	68103	myosin, light polypeptide 1, alkali; skeletal, fast	MYL1	2q33-q34
3046	98	44	-2.2	0.88	0.01	207760	289025	ESTs, Weakly similar to I54374 gene NF2 protein [H.sapiens]		3
4873	99	45	-1.07	0.42	0.01	200906	187266	eukaryotic translation initiation factor 2B, subunit 2 (beta, 39kD)	EIF2B2	14q24.3
3765	99	45	2.22	0.83	0.01	27322	346610	14-3-3 sigma	SFN	1p
4570	98	44	-1.64	0.65	0.01	209211	854401	protein kinase, cGMP-dependent, type I	PRKG1	10q11.2
191	99	45	1.7	0.65	0.01	208625	855864	PTK2 protein tyrosine kinase 2	PTK2	8q24-qter
5640	54	25	-3.58	1.65	0.01	157381	2219720	EST
2131	99	45	0.75	0.28	0.01	209221	586706	carcinoembryonic antigen-related cell adhesion molecule 5	CEACAM5	19q13.1-q13.2
2110	90	42	-1.34	0.54	0.01	208747	82738	deoxyribonuclease I-like 3	DNASE1L3	3p21.1-3p14.3
4151	99	45	-0.87	0.35	0.01	209569	50635	ESTs		8
6251	98	44	0.8	0.32	0.01	28756	788256	Mitotic kinesin-like protein-1	KNSL5	15
3978	99	45	1.06	0.41	0.01	205515	359119	ckshs2=homolog of Cks1=p34Cdc28/Cdc2-associated protein	CKS2	9q22
6977	99	45	1.87	0.72	0.01	209258	856454	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2	SLC3A2	11q13
7699	95	41	0.73	0.28	0.01	28550	815526	myb-related gene B=B-myb	MYBL2	20q13.1
7598	98	44	0.6	0.23	0.01	26896	78039	Ferritin light chain	FTL	19q13.3-q13.4
3673	96	43	-1.55	0.63	0.01	200366	729942	small proline-rich protein 2C	SPRR2C	1q21-q22
5194	83	40	1.09	0.43	0.01	27240	302185	mitotic feedback control protein Madp2 homolog	MAD2L1	4q27
6822	99	45	1.43	0.57	0.01	201340	48799	ATPase, Na+/K+ transporting, beta 2 polypeptide	ATP1B2	17p13.1
6630	99	45	0.53	0.21	0.01	26895	78039	Ferritin light chain	FTL	19q13.3-q13.4
6957	99	45	1.09	0.43	0.01	208798	744047	polo (Drosophia)-like kinase	PLK	16p12.1-q12.2
5465	99	45	1.03	0.39	0.01	207674	124447	KIAA1184 protein	KIAA1184	2
7648	97	43	0.83	0.32	0.01	27956	840856	Ferritin light chain	FTL	19q13.3-q13.4
6741	99	45	0.68	0.26	0.01	28581	789182	PCNA=proliferating cell nuclear antigen	PCNA	20pter-p12
4116	96	42	1	0.4	0.01	202419	172440	RAB6A, member RAS oncogene family	RAB6A	2q14-q21
6176	99	45	0.43	0.16	0.01	27591	624924	MMP-1=Matrix metalloproteinase 1=FIB-CL=Type I collagenase 55 kD	MMP1	11q22.3
6811	81	38	-1.78	0.68	0.01	201294	179890	arachidonate 5-lipoxygenase	ALOX5	10q11.2
5425	99	45	1.66	0.67	0.01	207318	428789	hypothetical protein FLJ14753	FLJ14753	9
6723	97	43	1.7	0.68	0.01	28413	755663	RAR-beta-2=Retinoic acid receptor	RARB	3p24
1887	99	45	-0.87	0.36	0.01	28614	898062	p55CDC	CDC20	9q13-q21
993	95	43	-0.88	0.37	0.01	200866	244703	EST
5877	97	43	1.12	0.43	0.01	201721	700302	osteoclast stimulating factor 1	OSTF1	12q24.1-24.2
4374	96	43	-0.81	0.32	0.01	200647	810934	WD repeat domain 1	WDR1	4p
6522	99	45	1.23	0.46	0.01	202271	784224	FGFR4=Fibroblast growth factor receptor 4	FGFR4	5q35.1-qter
3289	84	39	0.7	0.28	0.01	27842	840681	invariant chain=Ia-associated invariant gamma-chain	CD74	5q32
3981	99	45	0.84	0.35	0.01	205533	323474	ADP-ribosylation factor 1	ARF1	1q42
6476	99	45	1.16	0.43	0.01	208899	882484	chaperonin containing TCP1, subunit 7 (eta)	CCT7	2p24.3-p24.1
5868	98	44	0.94	0.36	0.01	201679	842894	ATPase, Na+/K+ transporting, beta 3 polypeptide	ATP1B3	3q22-q23
2875	99	45	0.82	0.32	0.01	28593	786067	cdc25B=M-phase inducer phosphatase 2	CDC25B	20p13
5594	96	45	1.47	0.57	0.01	200120	283954	Ric (Drosophila)-like, expressed in neurons	RIN	18q12.3
3929	99	45	1.64	0.64	0.01	201481	22731	proteolipid protein 1 (Pelizaeus-Merzbacher disease, spastic paraplegia 2, uncomplicated)	PLP1	Xq22
6608	54	26	0.97	0.33	0.01	157572	2293489	ESTs
1976	99	45	1.13	0.4	0.01	201303	810117	annexin A11	ANXA11	10q22-q23
6072	99	45	0.9	0.36	0.01	205183	232826	actin related protein 2/3 complex, subunit 3 (21 kD)	ARPC3	12q24
4515	99	45	1.26	0.51	0.01	208321	769890	nucleoside phosphorylase	NP	14q13.1
3660	98	44	1.07	0.41	0.01	200316	810504	proteolipid protein 2 (colonic epithelium-enriched)	PLP2	Xp11.23
962	99	45	-0.33	0.13	0.01	28975	365681	GATA-3=T-cell specific transcription factor	GATA3	10p15
2549	99	45	-2.08	0.91	0.01	207805	347436	ESTs
6047	99	45	1.86	0.73	0.01	202205	815294	LPAP=lymphoid-restricted phosphoprotein=CD45 phosphatase binding protein and putative substrate	PTPRCAP	11q13.3
711	98	45	1.65	0.58	0.01	202049	843312	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 17 (72kD)	DDX17	22q13.1
6407	99	45	-1.19	0.48	0.01	205461	487117	Osteoglycin=osteoinductive factor (OIF)=keratan sulfate proteoglycan mimecan (not 3’ end)	OGN	9q22
3510	98	45	-2.1	0.88	0.01	207780	322679	ESTs		2
3934	99	45	0.7	0.28	0.01	201503	789182	PCNA=proliferating cell nuclear antigen	PCNA	20pter-p12
3379	99	45	0.94	0.37	0.01	157723	45233	chaperonin containing TCP1, subunit 6A (zeta 1)	CCT6A	7
7375	98	44	-1.11	0.47	0.01	205462	284689	oxysterol-binding protein-related protein 1	FLJ10217	18q11
722	99	45	-1.04	0.44	0.01	202095	85682	EST
7292	99	45	0.55	0.22	0.01	201384	825470	topoisomerase (DNA) II alpha (170kD)	TOP2A	17q21-q22
7271	98	44	1.82	0.75	0.01	200814	135692	phospholipase A2, group V	PLA2G5	1p36-p34
4409	99	45	1.12	0.44	0.01	201557	712683	nck=cytoplasmic protein with src homology	NCK1	3q21
4660	99	45	0.92	0.36	0.01	157044	1984923	EST
3541	97	43	-1.3	0.58	0.01	208478	471641	oxidative 3 alpha hydroxysteroid dehydrogenase; retinol dehydrogenase; 3-hydroxysteroid epimerase	RODH	12
861	99	45	0.93	0.39	0.01	27513	530495	CD59=LY-6-like protein regulating complement membrane attack	CD59	11p13
4533	99	45	1.9	0.77	0.01	208681	435024	gene from NF2/meningioma region of 22q12		22q12
536	99	45	2.61	1.08	0.02	201543	80549	pbx-2 = pre-B cell leukemia transcription factor-2	PBX2	6p21.3
94	98	45	1.08	0.45	0.02	202671	246449	ESTs, Weakly similar to T12543 hypothetical protein DKFZp434M154.1 [H.sapiens]		1
6002	98	44	0.99	0.37	0.02	209231	770835	branched chain keto acid dehydrogenase E1, beta polypeptide (maple syrup urine disease)	BCKDHB	6p21-p22
6753	99	45	1.16	0.49	0.02	150020	1631867	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen, 80kD)	XRCC5	2q35
2103	99	45	-1.06	0.46	0.02	208433	85541	signal transducer and activator of transcription 6, interleukin-4 induced	STAT6	12q13
5150	98	44	1.27	0.52	0.02	156877	1862436	EST
5558	98	44	0.89	0.37	0.02	202088	700792	CIP2=Cdi1=KAP1 phosphatase=G1/S cell cycle gene	CDKN3	14q22
6626	99	45	1.41	0.57	0.02	157644	21567	ESTs		2
6101	99	45	1.21	0.48	0.02	157094	1985603	ESTs
2639	99	45	-1.39	0.58	0.02	202213	773217	Conserved gene telomeric to alpha globin cluster	CGTHBA	16p13.3
4847	97	44	-1.34	0.54	0.02	200518	132381	KIAA0305 gene product	KIAA0305	5p15.2-q14.3
2184	94	42	-1.18	0.48	0.02	205115	258589	c-rel=NF-kB family member frequently amplified in diffuse large cell lymphoma	REL	2p13-p12
1014	98	45	0.95	0.4	0.02	200944	340558	actin related protein 2/3 complex, subunit 5 (16 kD)	ARPC5	1
3772	99	45	0.59	0.21	0.02	27348	268151	phosphoglycerate mutase brain isoform (PGAM1)	PGAM1	10q25.3
5319	98	45	-1.92	0.8	0.02	28894	298303	TECK chemokine	SCYA25	19p13.2
2882	94	42	-1.33	0.68	0.02	150010	1987790	spermidine/spermine N1-acetyltransferase	SAT	Xp22.1
4376	97	43	0.85	0.36	0.02	200663	204614	eukaryotic translation initiation factor 4A, isoform 1	EIF4A1	17p13
1348	99	45	1.43	0.62	0.02	27436	486480	RBPJK=CBF1=KBF2=Su(H) homolog in notch signaling pathway		4
977	94	42	-1.4	0.58	0.02	200510	753770	KIAA0335 gene product	KIAA0335	10cen-q26.11
6566	99	45	1.98	0.85	0.02	200331	126243	hydroxymethylbilane synthase	HMBS	11q23.3
1748	99	45	1.75	0.74	0.02	157005	1983983	EST
268	99	45	-2.18	0.98	0.02	209511	51338	Homo sapiens, clone IMAGE:3610040, mRNA		10
3055	77	38	0.78	0.33	0.02	208378	884644	EST
1685	99	45	-1.19	0.53	0.02	202074	767345	Homo sapiens clone TCCCTA00151 mRNA sequence		5
29	93	42	-1.79	0.8	0.02	200873	123730	src family associated phosphoprotein 1	SCAP1	17q21.3
6760	52	26	-1.12	0.5	0.02	150046	971212	human immunodeficiency virus type I enhancer-binding protein 2	HIVEP2	6q23-q24
3054	98	44	0.88	0.37	0.02	208364	788256	Mitotic kinesin-like protein-1	KNSL5	15
474	97	44	-0.76	0.35	0.02	28859	342181	BCL-2	BCL2	18q21.3
1433	99	45	-1.12	0.48	0.02	28830	418129	NuMA=coiled-coil nuclear protein	NUMA1	11q13
1255	99	45	-1.21	0.53	0.02	209586	85582	target of myb1 (chicken) homolog-like 2	TOM1L2	17p11.2
4512	99	45	2.36	1.02	0.02	208303	230882	paired box gene 6 (aniridia, keratitis)	PAX6	11p13
7246	99	45	0.81	0.34	0.02	157713	43231	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	PSMD2	3q26.1-q26.33
5252	91	43	0.65	0.29	0.02	28052	1357243	lamin B1	LMNB1	5q23.3-q31.1
7509	94	44	-0.99	0.42	0.02	205226	810088	hypothetical protein FLJ20258	FLJ20258	19q13.4
2309	98	44	0.96	0.41	0.02	27601	626746	Protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), beta isoform	PPP2R1B	11q23
887	99	45	-2.25	0.99	0.02	27817	796533	uridine phosphorylase	UP	7
4461	98	44	-0.94	0.43	0.02	207337	140071	frizzled-related protein	FRZB	2qter
5512	99	45	1.02	0.42	0.02	208728	252515	kynureninase (L-kynurenine hydrolase)	KYNU	2p14-q21.3
2961	99	45	-2.2	0.97	0.02	201662	712840	STAT5B	STAT5B	17q11.2
7333	97	44	0.81	0.36	0.02	202894	240694	ESTs
7275	98	44	1.25	0.54	0.02	200834	127519	26S proteasome-associated pad1 homolog	POH1	2p14-q14.3
4123	99	45	-2.2	0.94	0.02	202445	797059	nucleosome assembly protein 1-like 3	NAP1L3	Xq21.3-q22
6347	99	45	1.11	0.49	0.02	201765	843352	proteasome (prosome, macropain) subunit, beta type, 7	PSMB7	9q34.11-q34.12
6526	99	45	0.89	0.37	0.02	202279	81331	fatty acid binding protein 5 (psoriasis-associated)
6248	99	45	1.56	0.65	0.02	28762	731648	CCAAT-binding protein (Hap2)	NFYA	6p21.3
32	94	42	-1.71	0.78	0.02	200891	165857	inositol polyphosphate-4-phosphatase, type II, 105kD	INPP4B	4q28.1-q31.1
6907	99	45	1.6	0.68	0.02	207726	256720	EST
379	99	45	0.94	0.42	0.02	27433	486108	phosphoglycerate mutase brain isoform (PGAM1)
4000	99	45	2.02	0.81	0.02	207431	809430	ankyrin repeat and SOCS box-containing 1	ASB1	2q37
4286	98	44	-0.68	0.3	0.02	28055		PMS4=DNA mismatch repair protein	PMS2L2	7q11-q22
6316	98	45	1.78	0.8	0.02	200863	27787	CALL=neural cell adhesion molecule	CHL1	3p26
2440	99	45	-1.2	0.55	0.02	200843	327304	H326	H326	1q22-q23
3098	99	45	0.68	0.3	0.02	209220	229901	cathepsin O	CTSO	4q31-q32
829	99	45	-1.41	0.63	0.02	27005	146227	Smad4=DPC4=Homologue of Mothers Against Decapentaplegic (MAD)=required for TGF beta signaling=tumor suppressor in pancreatic cancer	MADH4	18q21.1
6959	98	45	0.58	0.25	0.02	208802	268736	phospholipid scramblase 1	PLSCR1	3q23
3971	96	43	1.31	0.57	0.02	205489	810762	SNARE protein	YKT6	6
3803	99	45	0.73	0.32	0.02	28346	202961	CENP-F kinetochore protein=mitosin=cell-cycle-dependent 350K nuclear protein=AH antigen	CENPF	1q32-q41
7342	97	43	0.85	0.35	0.02	202924	198904	APMCF1 protein	APMCF1	3p13-q23
551	96	44	0.67	0.3	0.02	201609	897567	Lactate dehydrogenase A	LDHA	11p15.4
1115	98	45	-2.05	0.92	0.02	207974	246228	chromosome 7 open reading frame 2	C7orf2	7q36
4638	97	43	1.69	0.77	0.02	200167	753923	PKC beta =Protein kinase C, beta	PRKCB1	16p11.2
5823	98	44	1.73	0.78	0.02	200737	48136	adaptor-related protein complex 4, mu 1 subunit	AP4M1	7
5021	99	45	1.52	0.69	0.02	208606	220655	kinase suppressor of ras	KSR	17q11.2
2555	99	45	-2.26	1.07	0.02	207829	364613	Homo sapiens cDNA FLJ11477 fis, clone HEMBA1001746, weakly similar to Homo sapiens squamous cell carcinoma antigen recognized by T cell (SART-2) mRNA
1309	99	45	1.05	0.45	0.03	27178	270469	PAX-3=Paired box homeotic gene 3	UBE2V1	20q13.2
5312	99	45	0.77	0.32	0.03	28868	236034	UCP2=UCPH=Mitochondrial uncoupling protein 2	UCP2	11q13
908	99	45	-0.88	0.42	0.03	28183	156520	TSG-6=tumor necrosis factor-inducible gene	TNFAIP6	2p14-q21.3
6680	99	45	0.41	0.18	0.03	27955	1184197	GFI-1=growth factor independent 1=zinc finger transcription factor=near retroviral insertion in mouse B leukemia/lymphoma	GFI1	1p22
5699	98	45	1.22	0.55	0.03	27522	545458	mic-A=MHC class I chain-related protein A	MICA	6p21.3
3363	94	43	0.74	0.32	0.03	157655	23019	guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1	GNAS1	20q13.2-q13.3
1558	99	45	1.04	0.47	0.03	207328	428223	microtubule-associated protein, RP/EB family, member 1	MAPRE1	20q11.1-11.23
2061	99	45	0.75	0.33	0.03	207689	264938	Homo sapiens cDNA FLJ13545 fis, clone PLACE1006867		6
4796	99	45	-1.76	0.78	0.03	28647	823794	nek3 protein kinase
3831	99	45	-1.17	0.53	0.03	28546	701112	XP-C repair complementing protein (p125)	XPC	3p25
6616	80	36	-1	0.47	0.03	157600	2550130	EST
1989	98	44	1.69	0.78	0.03	201641	843287	myeloid cell leukemia sequence 1 (BCL2-related)	MCL1	1q21
5989	94	42	0.74	0.33	0.03	208797	531319	serine/threonine kinase 12	STK12	17p13.1
5721	99	45	-0.67	0.34	0.03	27806	786081	pbx-3 = pre-B cell leukemia transcription factor-3	PBX3	9q33-q34
3095	69	31	2.29	1.02	0.03	208818	124575	Pyrin (MEFV)=Marenostrin=Zinc finger protein mutated in familial mediterranean fever	ZNF200	16p13.3
6418	99	45	1.5	0.67	0.03	207799	345056	KIAA1404 protein	KIAA1404	20
5618	98	45	0.98	0.45	0.03	157001	1983835	EST, Weakly similar to ribosomal protein S10 [H.sapiens]
5745	98	45	1.95	0.87	0.03	28190	182264	CD62P=P-selectin=gmp140=PADGEM
2978	99	45	-1.68	0.8	0.03	202788	309894	SH2-B homolog	DKFZP547G111
