Affy ID	Gene Symbol	Gene name	Cellular location	Family	UniGene ID	RefSeq Transcript ID	MSC	MAPC- 1	MAPC-2	ESC
1455223_at	Imp-1	IGF-II mRNA-binding protein 1	Nucleus	other	Mm.294769	NM_009951	12.1	1420.9	1267.8	2174.9
1435783_at	Kiaa0888	KIAA0888 protein			---	XM_619141	0.7	621.7	434.5	1691.9
1416579_a_at	Tacstd1	tumor-associated calcium signal transducer 1	Plasma Membrane	other	Mm.4259	NM_008532	2.5	285.8	915.3	2731.6
1427238_at	Fbxo15	F-box protein 15			Mm.28369	NM_015798	19.6	2720.6	2290.3	1580.4
1418488_s_at	Ripk4	receptor-interacting serine-threonine kinase 4	Nucleus	kinase	Mm.35290	NM_023663	0.5	94.1	1035.4	445.1
1456673_at	Al022943	expressed sequence AL022943			---	---	0.8	360.7	560.3	1053.0
1453599_at	2610206G21Rik	RIKEN cDNA 2610206G21 gene			---	---	4.3	470.7	680.9	1367.9
1451021_a_at	Klf5	Kruppel-like factor 5 (intestinal)	Nucleus	transcription regulator	Mm.30262	NM_009769	6.8	1170.6	1056.9	689.5
1416236_a_at	Eva1	epithelial V-like antigen 1			Mm.33240	NM_007962	1.6	1665.4	2275.3	420.9
1438968_x_at	Spint2	serine peptidase inhibitor, Kunitz type, 2	Extracellular Space	other	Mm.295230	NM_011464	3.3	30.8	877.6	1669.9
1452840_at	1500009L16Rik	RIKEN cDNA 1500009L16 gene			Mm.271188	---	10.0	529.6	1952.4	709.1
1417482_at	Tex19	testis expressed gene 19	Unknown	other	Mm.12669	NM_028602	3.7	543.1	346.8	782.6
1448562_at	Upp1	uridine phosphorylase 1	Cytoplasm	enzyme	Mm.4610	NM_009477	71.1	4069.4	1936.7	3371.7
1450853_at	Tle4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)	Nucleus	transcription regulator	Mm.103638	NM_011600	2.2	364.5	375.3	1868.4
1435493_at	Dsp	desmoplakin	Plasma Membrane	other	---	XM_621314	5.5	1113.7	649.4	459.8
1416006_at	Mdk	midkine (neurite growth-promoting factor 2)	Extracellular Space	growth factor	Mm.906	NM_001012335 /// NM_001012336 /// NM_010784	30.8	2321.7	3491.1	1266.3
1423175_s_at	Pard6B	par-6 partitioning defective 6 homolog beta (C. elegans)	Plasma Membrane	other	Mm.292834	NM_021409	0.8	520.2	733.8	285.3
1416896_at	Rps6Ka1	ribosomal protein S6 kinase, 90kDa, polypeptide 1	Cytoplasm	kinase	Mm.301827	NM_009097	22.7	1034.5	1366.7	915.1
1417872_at	Fhl1	four and a half LIM domains 1	Cytoplasm	other	Mm.3126	NM_010211	22.5	2155.7	2731.4	898.1
1455936_a_at	Rbpms	RNA binding protein with multiple splicing	Unknown	other	Mm.323997	NM_019733	8.6	447.3	475.0	1267.2
1419018_at	Psx1	reproductive homeobox on X chromosome, 6			Mm.10105	NM_008955	1.5	211.6	631.6	253.8
1450995_at	Folr1	folate receptor 1 (adult)	Plasma Membrane	transporter	Mm.2135	NM_008034	11.7	604.4	446.4	608.1
1415977_at	Isyna1	myo-inositol 1-phosphate synthase A1	Unknown	enzyme	Mm.29357	NM_023627	12.5	550.6	532.1	1587.8
1424067_at	Icam1	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor	Plasma Membrane	transmembrane receptor	Mm.90364	NM_010493	4.5	275.5	588.6	317.4
1447831_s_at	Mtmr7	myotubularin related protein 7			Mm.383205	NM_019433	10.7	615.1	596.2	469.9
1424265_at	Npl	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)			Mm.24887	NM_028749	0.7	513.1	816.6	220.2
1426215_at	Ddc	dopa decarboxylase (aromatic L-amino acid decarboxylase)	Cytoplasm	enzyme	Mm.12906	NM_016672	13.4	447.5	609.0	526.0
1417388_at	Bex2	brain expressed X-linked 2			Mm.94160	NM_009749	4.9	267.7	365.7	760.7
1429759_at	Rps6Ka6	ribosomal protein S6 kinase, 90kDa, polypeptide 6	Cytoplasm	kinase	Mm.37617	NM_025949	108.7	2368.6	3215.2	3291.4
1438169_a_at	Frmd4B	FERM domain containing 4B	Unknown	other	Mm.27789	NM_145148	14.4	1226.3	460.4	534.3
1429268_at	2610318N02Rik	RIKEN cDNA 2610318N02 gene			Mm.379177	NM_183287	3.2	221.6	297.7	347.3
1420994_at	B3Gnt5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5			Mm.33935	NM_054052	4.0	578.1	1158.0	275.6
1434170_at	Wdr40B	WD repeat domain 40B			Mm.55685	NM_178739	0.8	134.5	254.3	819.9
1434628_a_at	Rhpn2	rhophilin, Rho GTPase binding protein 2			---	NM_027897	10.2	1147.2	1961.5	396.7
1434739_at	Fmr1Nb	fragile X mental retardation 1 neighbor			Mm.284945	NM_174993	5.4	33.7	544.0	352.0
1418362_at	Zfp42	zinc finger protein 42	Nucleus	transcription regulator	Mm.285848	NM_009556	3.3	369.5	111.1	1152.1
1451255_at	Lisch7	lipolysis stimulated lipoprotein receptor	Nucleus	transcription regulator	Mm.4067	NM_017405	6.1	587.6	766.2	298.0
1415903_at	Slc38A1	solute carrier family 38, member 1	Unknown	transporter	Mm.103568	NM_134086	32.1	2024.8	1373.9	795.6
1424448_at	Trim6	tripartite motif-containing 6			Mm.274843	NM_001013616	10.9	203.8	533.9	1261.7
1418091_at	Tfcp2L1	transcription factor CP2-like 1			Mm.24621	NM_023755	2.3	158.1	237.5	509.4
1426980_s_at	E130012A19Rik	RIKEN cDNA E130012A19 gene			Mm.24506	NM_175332	1.4	591.3	287.6	177.7
1416049_at	Gldc	glycine dehydrogenase (decarboxylating; glycine decarboxylase, glycine cleavage system protein P)	Cytoplasm	enzyme	Mm.274852	NM_138595	6.0	124.9	399.0	1284.5
1441779_at	9530006C21Rik	RIKEN cDNA 9530006C21 gene			---	---	1.2	142.0	196.8	274.6
1448845_at	Rpp25	ribonuclease P 25kDa subunit			Mm.274421	NM_133982	1.9	227.8	114.4	305.2
1436619_at	D630045M09Rik	RIKEN cDNA D630045M09 gene			Mm.26170	XM_488684	19.2	655.1	656.3	465.4
1450079_at	Nrk	Nik related kinase	Unknown	kinase	Mm.22367	NM_013724	1.9	169.9	450.9	168.1
1444038_at	Au015836	expressed sequence AU015836			Mm.328014	XM_358252	16.3	762.1	793.5	410.0
1435091_at	Znf568	zinc finger protein 568			Mm.322432	XM_145503	85.0	1485.9	1607.1	1456.0
1417845_at	Cldn6	claudin 6	Plasma Membrane	other	Mm.86421	NM_018777	6.3	25.5	419.0	495.8
1421201_a_at	Tro	trophinin	Plasma Membrane	other	Mm.3597	NM_001002272 /// NM_019548 /// NM_207679	24.1	725.8	187.7	503.3
1435789_x_at	Rims2	regulating synaptic membrane exocytosis 2	Cytoplasm	other	Mm.309296	NM_053271	69.0	569.3	1618.3	1741.1
1433902_at	Ta-Krp	kelch repeat and BTB (POZ) domain containing 8			Mm.333275	NM_001008785	35.1	531.9	679.0	859.3
1448194_a_at	H19	H19, imprinted maternally expressed untranslated mRNA	Unknown	other	Mm.14802	NR_001592	9.6	30.6	458.8	351.6
1460252_s_at	Znf35	zinc finger protein 35 (clone HF.10)			Mm.290595	NM_009544	13.8	297.9	279.1	713.9
1428459_at	4930569K13Rik	RIKEN cDNA 4930569K13 gene			Mm.31283	NM_029948	2.4	147.4	146.2	136.5
1418076_at	St14	suppression of tumorigenicity 14 (colon carcinoma)	Plasma Membrane	peptidase	Mm.243926	NM_011176	7.9	25.8	377.8	289.7
1451320_at	Arhgap8	Rho GTPase activating protein 8	Cytoplasm	other	Mm.128411	NM_028455	2.8	172.0	337.8	133.9
1443924_at	Wnk3	WNK lysine deficient protein kinase 3			Mm.101344	XM_205148 /// XM_621111	7.5	206.7	160.2	221.9
1453282_at	Cxadr	coxsackie virus and adenovirus receptor	Plasma Membrane	G-protein coupled receptor	Mm.66222	NM_001025192 /// NM_009988	9.8	662.8	866.6	209.0
1419706_a_at	Akap12	A kinase (PRKA) anchor protein (gravin) 12	Cytoplasm	transporter	Mm.27481	NM_031185	258.2	2915.8	3871.4	3104.7
1422610_s_at	Imp-3	IGF-II mRNA-binding protein 3	Nucleus	other	Mm.281018	NM_023670	58.9	1231.7	770.2	770.3
1426236_a_at	Glul	glutamate-ammonia ligase (glutamine synthetase)	Cytoplasm	enzyme	Mm.210745	NM_008131	177.2	4208.2	4301.9	2086.0
1421498_a_at	2010204K13Rik	RIKEN cDNA 2010204K13 gene			Mm.45111	---	120.7	2054.0	2090.1	1435.2
1455137_at	Rapgef5	Rap guanine nucleotide exchange factor (GEF) 5	Unknown	other	Mm.227642	NM_175930	6.9	92.0	230.9	310.3
1423169_at	Taf7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	Nucleus	transcription regulator	Mm.236009	NM_011901 /// NM_175770	22.8	230.3	431.3	353.1
1417551_at	Cln3	ceroid-lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)	Cytoplasm	other	Mm.268930	NM_009907	1.1	81.0	114.4	171.2
1436114_at	G630064H08Rik	RIKEN cDNA G630064H08 gene			Mm.23293	XM_488860	3.9	167.0	181.2	126.7
1417507_at	Cyb561	cytochrome b-561	Cytoplasm	enzyme	Mm.149403	NM_007805	12.1	171.9	258.6	211.7
1419056_at	Rtn2	reticulon 2			Mm.24142	NM_001025364 /// NM_013648	1.7	62.0	141.6	100.6
1418086_at	Ppp1R14A	protein phosphatase 1, regulatory (inhibitor) subunit 14A	Unknown	other	Mm.2343	NM_026731	1.2	30.2	152.6	139.6
1417693_a_at	Gab1	GRB2-associated binding protein 1	Cytoplasm	other	Mm.277409	NM_021356	265.7	3347.6	2027.9	4135.4
1434169_at	Flj43806	hypothetical protein FLJ43806			Mm.255986	NM_144531	3.2	104.2	113.5	110.8
1428825_at	Nr6A1	nuclear receptor subfamily 6, group A, member 1	Nucleus	ligand-dependent nuclear receptor	Mm.242728	NM_010264	35.8	377.5	461.7	549.5
1429313_at	Ror1	receptor tyrosine kinase-like orphan receptor 1			Mm.57252	NM_013845	0.8	120.4	46.9	129.0
1451139_at	Slc39A4	solute carrier family 39 (zinc transporter), member 4			Mm.276829	NM_028064	8.1	77.9	213.8	267.7
1433789_at	Ai197429	expressed sequence AI197429			Mm.84664	---	216.4	2247.6	1692.3	3020.3
1435342_at	Kcnk6	potassium channel, subfamily K, member 6			Mm.24877	XM_355877	15.6	736.8	663.6	203.0
1457078_at	D030014N22Rik	zinc finger protein 473			Mm.260404	NM_178734	15.9	150.5	257.6	391.7
1417945_at	Pou5F1	POU domain, class 5, transcription factor 1	Nucleus	transcription regulator	Mm.17031	NM_013633	3.9	74.9	128.8	1611.1
1453285_at	2600017H02Rik	transmembrane protein 88			Mm.45683	NM_025915	26.4	265.3	313.4	416.2
1429053_at	Kiaa0802	KIAA0802			Mm.33421	NM_172963	80.0	1172.2	1655.1	739.0
1426243_at	Cth	cystathionase (cystathionine gamma-lyase)	Cytoplasm	enzyme	Mm.28301	NM_145953	63.8	304.6	854.1	2084.6
1451244_a_at	Znf22	zinc finger protein 22 (KOX 15)			Mm.18810	NM_026057	54.9	764.1	375.8	488.9
1422663_at	Orc1L	origin recognition complex, subunit 1-like (yeast)	Nucleus	other	Mm.294154	NM_001014425 /// NM_011015	58.9	537.3	490.8	525.2
1450985_a_at	Tjp2	tight junction protein 2 (zona occludens 2)	Plasma Membrane	kinase	Mm.104744	NM_011597	345.4	2710.6	2629.0	3083.3
1428223_at	1700018O18Rik	major facilitator superfamily domain containing 2			Mm.331842	NM_029662	1.5	224.2	25.2	70.5
1427176_s_at	Flj36445	hypothetical protein FLJ36445			Mm.227325	NM_153577	6.4	86.8	128.2	234.2
1452249_at	Prickle1	prickle-like 1 (Drosophila)			Mm.150314	XM_128308	40.4	597.8	547.2	359.7
1436197_at	Cdc42Bpg	CDC42 binding protein kinase gamma (DMPK-like)			Mm.329622	XM_140553	34.2	183.5	670.9	312.1
1437250_at	Dsu	dilute suppressor			Mm.45760	NM_001005423	99.9	428.2	1166.9	1025.9
1452257_at	Bdh	3-hydroxybutyrate dehydrogenase, type 1	Cytoplasm	enzyme	Mm.293470	NM_175177	8.2	51.4	179.4	136.3
1429185_at	Sgef	Src homology 3 domain-containing guanine nucleotide exchange factor			---	---	9.8	102.6	180.3	126.8
1437424_at	Flj13815	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)			Mm.268854	XM_143616	35.2	181.1	433.6	486.6
1432750_at	2810409C01Rik	RIKEN cDNA 2810409C01 gene			---	---	4.3	38.2	127.9	98.5
1435200_at	6330419J24Rik	RIKEN cDNA 6330419J24 gene			Mm.233168	NM_183030	2.2	47.0	89.1	88.4
1449204_at	Gjb5	gap junction protein, beta 5 (connexin 31.1)			Mm.26859	NM_010291	2.0	208.1	126.8	66.6
1418788_at	Tek	TEK tyrosine kinase, endothelial (venous malformations, multiple cutaneous and mucosal)	Plasma Membrane	kinase	Mm.14313	NM_013690	4.1	421.1	288.3	79.9
1438872_at	Flj36180	hypothetical protein FLJ36180			Mm.64542	NM_177742	8.1	77.7	134.4	225.3
1416333_at	Dok2	docking protein 2, 56kDa	Plasma Membrane	other	Mm.243323	NM_010071	17.9	111.1	229.6	203.5
1442434_at	Dkfzp761P0423	hypothetical protein DKFZp761P0423			Mm.244971	NM_172911	41.1	398.5	234.9	310.4
1425108_a_at	Loc57228	small trans-membrane and glycosylated protein			Mm.26282	NM_001033872 /// NM_174992	11.1	73.0	164.4	417.1
1456795_at	D330027G24Rik	RIKEN cDNA D330027G24 gene			Mm.101339	---	82.5	356.6	845.6	546.8
1452864_at	Med12L	mediator of RNA polymerase II transcription, subunit 12 homolog (yeast)-like			---	---	5.7	254.6	236.5	82.6
1429021_at	Epha4	EPH receptor A4			Mm.3249	NM_007936	4.3	45.3	171.5	73.9
1416988_at	Msh2	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	Nucleus	other	Mm.4619	NM_008628	300.5	2149.2	1538.7	2752.1
1436097_x_at	Arhgap9	Rho GTPase activating protein 9			Mm.227198	NM_146011	6.6	63.4	108.9	112.0
1448126_at	Fam60A	family with sequence similarity 60, member A	Unknown	other	Mm.344857	NM_019643	139.9	854.9	869.5	2963.2
1454944_at	Hic2	hypermethylated in cancer 2			Mm.261602	NM_178922	51.9	317.6	377.7	415.3
1437226_x_at	Marcksl1	MARCKS-like 1	Cytoplasm	other	Mm.2769	NM_010807	386.6	2122.1	2454.6	3688.3
1434773_a_at	Slc2A1	solute carrier family 2 (facilitated glucose transporter), member 1	Plasma Membrane	transporter	Mm.21002	NM_011400	453.9	2469.0	2856.2	4911.4
1457039_at	Cecr2	cat eye syndrome chromosome region, candidate 2	Unknown	other	---	---	7.9	90.5	91.1	188.9
1433992_at	Apxl	apical protein-like (Xenopus laevis)			Mm.40796	XM_486797	27.3	162.3	241.4	638.4
1416368_at	Gsta4	glutathione S-transferase A4	Cytoplasm	enzyme	Mm.2662	NM_010357	186.0	1184.4	1029.9	4848.7
1433683_at	Flj21918	RNA binding motif protein 35B			Mm.3107	NM_176838	2.5	265.3	242.2	59.8
1450990_at	Gpc3	glypican 3	Plasma Membrane	other	Mm.22515	NM_016697	5.3	40.3	110.5	154.1
1441069_at	Zdhhc23	zinc finger, DHHC-type containing 23			Mm.327852	NM_001007460	1.5	32.1	75.9	75.0
1416326_at	Crip1	cysteine-rich protein 1 (intestinal)	Cytoplasm	other	Mm.272368	NM_007763	42.7	719.1	825.3	287.7
1439284_at	E230025E14Rik	RIKEN cDNA E230025E14 gene			---	---	14.4	129.3	124.2	156.2
1448873_at	Ocln	occludin	Plasma Membrane	other	Mm.4807	NM_008756	0.8	31.2	67.5	121.0
1426880_at	Kiaa1217	KIAA1217			Mm.237935	XM_619731 /// XM_622875	87.8	417.4	654.8	805.5
1453487_at	Dhdh	dihydrodiol dehydrogenase (dimeric)			Mm.34208	NM_027903	2.3	48.0	66.5	69.1
1438474_at	Ankrd35	ankyrin repeat domain 35			Mm.39732	XM_143418 /// XM_289760	8.9	99.3	86.6	151.0
1416200_at	C9Orf26	chromosome 9 open reading frame 26 (NF-HEV)			Mm.182359	NM_133775	7.4	94.7	136.8	84.5
1418152_at	Nsbp1	nucleosomal binding protein 1	Nucleus	transcription regulator	Mm.298443	NM_016710	271.0	1726.5	2003.8	1526.1
1417884_at	Slc16A6	solute carrier family 16 (monocarboxylic acid transporters), member 6	Plasma Membrane	transporter	Mm.265874	NM_001029842 /// NM_134038	17.3	195.2	190.0	138.1
1448901_at	Cpxm	carboxypeptidase X (M14 family)			Mm.112701	NM_019696	11.6	226.0	179.0	106.5
1439775_at	Brwd3	bromodomain and WD repeat domain containing 3			Mm.100112	XM_356350	25.5	290.8	357.0	181.2
1424456_at	Pvrl2	poliovirus receptor-related 2 (herpesvirus entry mediator B)	Plasma Membrane	other	Mm.4341	NM_008990	47.8	628.5	714.6	301.4
1441279_at	C430002E04Rik	RIKEN cDNA C430002E04 gene			---	---	9.2	90.8	91.5	152.6
1418085_at	Prkcz	protein kinase C, zeta	Cytoplasm	kinase	Mm.28561	NM_008860	7.4	24.5	135.9	84.9
1422612_at	Hk2	hexokinase 2	Cytoplasm	kinase	Mm.255848	NM_013820	430.4	3100.0	3438.9	2257.3
1425891_a_at	Grtp1	growth hormone regulated TBC protein 1			Mm.34901	NM_025768	65.4	542.5	585.4	377.2
1436340_at	9630041G16Rik	RIKEN cDNA 9630041G16 gene			---	---	4.5	71.6	56.7	65.0
1426873_s_at	Jup	junction plakoglobin	Plasma Membrane	other	Mm.299774	NM_010593	6.7	58.3	90.1	89.0
1423854_a_at	Rasl11B	RAS-like, family 11, member B	Unknown	enzyme	Mm.293316	XM_355606	26.0	166.4	259.9	171.9
1443733_x_at	Pold3	polymerase (DNA-directed), delta 3, accessory subunit	Nucleus	transcription regulator	Mm.37562	NM_133692	183.7	922.5	999.8	951.2
1429251_at	Prdm2	PR domain containing 2, with ZNF domain	Nucleus	transcription regulator	Mm.332020	XM_204027	213.2	1245.0	1286.5	1094.8
1419140_at	Acvr2B	activin A receptor, type IIB	Plasma Membrane	kinase	Mm.8940	NM_007397	4.7	67.0	57.6	204.2
1417965_at	Plekha1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	Cytoplasm	other	Mm.323554	NM_133942	196.0	710.1	1279.1	1684.0
1452831_s_at	Ppat	phosphoribosyl pyrophosphate amidotransferase	Cytoplasm	enzyme	Mm.202337	XM_620209	258.0	1252.7	1305.3	1956.5
1435155_at	Cgn	cingulin	Plasma Membrane	other	Mm.87634	XM_131052	7.0	51.2	93.3	290.8
1451391_at	C10Orf137	chromosome 10 open reading frame 137			Mm.174044	NM_145995 /// NM_178115	72.2	449.6	367.0	384.3
1429795_at	1700001L05Rik	RIKEN cDNA 1700001L05 gene			---	---	1.5	75.6	64.8	45.5
1434456_at	Gm440	gene model 440, (NCBI)			Mm.332192	NM_198620	15.0	73.7	205.7	109.6
1448554_s_at	Myh6	myosin, heavy polypeptide 6, cardiac muscle, alpha (cardiomyopathy, hypertrophic 1)	Cytoplasm	other	Mm.290003	NM_010856	2.4	200.8	68.0	49.2
1454824_s_at	Mtus1	mitochondrial tumor suppressor 1			Mm.149438	NM_001005863 /// NM_001005864 /// NM_001005865 /// NM_178902	4.6	28.7	101.7	59.4
1420967_at	Slc25A15	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15	Cytoplasm	transporter	Mm.200907	NM_011017 /// NM_181325	170.9	864.5	816.6	946.6
1430128_a_at	C19Orf32	chromosome 19 open reading frame 32			Mm.28147	NM_139292	15.4	102.3	241.3	109.7
1448519_at	Tead2	TEA domain family member 2	Nucleus	transcription regulator	Mm.3019	NM_011565	51.6	348.9	206.3	305.3
1456481_at	Chr3Syt	family with sequence similarity 62 (C2 domain containing), member C			Mm.258310	NM_177775	6.6	156.1	95.8	68.0
1452070_at	Dedd2	death effector domain containing 2	Nucleus	other	Mm.280594	NM_026117 /// NM_207677	16.5	90.1	136.2	155.2
1433746_at	Wdr3	WD repeat domain 3			Mm.24591	NM_175552	607.1	2885.1	2753.6	3809.6
1433557_at	Cbx7 (Mgi:1196439)	chromobox homolog 7			Mm.323442	NM_144811	49.3	235.7	284.6	647.0
1448953_at	Blm	Bloom syndrome	Nucleus	enzyme	Mm.12932	NM_007550	134.4	696.4	678.3	633.5
1418649_at	Egln3	egl nine homolog 3 (C. elegans)	Unknown	enzyme	Mm.133037	NM_028133	35.2	166.0	216.3	271.9
1458161_at	Kcnq1Ot1	KCNQ1 overlapping transcript 1	Unknown	other	---	NR_001461	6.1	62.8	60.8	68.4
1434007_at	Gyltl1B	glycosyltransferase-like 1B			Mm.31158	NM_172670	2.3	127.0	132.1	45.0
1424759_at	Arrdc4	arrestin domain containing 4			Mm.251199	NM_025549	57.3	334.3	305.2	282.4
1424634_at	Tceal1	transcription elongation factor A (SII)-like 1	Nucleus	transcription regulator	Mm.40713	NM_146236	6.5	50.7	78.3	61.9
1415932_x_at	Atp9A	ATPase, Class II, type 9A			Mm.330819	NM_015731	27.4	161.0	169.5	150.7
1448928_at	Hdac6	histone deacetylase 6	Nucleus	transcription regulator	Mm.29854	NM_010413	117.2	1130.2	1315.0	532.4
1434350_at	Axud1	AXIN1 up-regulated 1			Mm.125196	NM_153287	71.5	336.4	339.1	410.0
1417656_at	Mybl2	v-myb myeloblastosis viral oncogene homolog (avian)-like 2	Nucleus	transcription regulator	Mm.4594	NM_008652	139.6	765.3	486.3	1071.6
1416945_at	Ptov1	prostate tumor overexpressed gene 1	Nucleus	other	Mm.42855	NM_133949	45.2	349.7	302.0	225.0
1418402_at	Adam19	ADAM metallopeptidase domain 19 (meltrin beta)	Plasma Membrane	peptidase	Mm.89940	NM_009616	73.3	847.2	746.6	343.2
1428213_at	C10Orf86	chromosome 10 open reading frame 86			Mm.21714	XM_133876	296.2	1152.0	1378.5	1536.0
1432474_a_at	Krtcap3	keratinocyte associated protein 3			Mm.374818	NM_027221	16.5	96.7	118.5	101.4
1415802_at	Slc16A1	solute carrier family 16 (monocarboxylic acid transporters), member 1	Plasma Membrane	transporter	Mm.9086	NM_009196	727.8	5845.4	5738.5	3017.8
1423938_at	Llgl2	lethal giant larvae homolog 2 (Drosophila)	Cytoplasm	other	Mm.290450	NM_145438	28.0	121.6	172.8	225.0
1438757_at	C130069I09Rik	RIKEN cDNA C130069I09 gene			Mm.129275	XM_133337	21.6	156.1	86.2	503.2
1425179_at	Shmt1	serine hydroxymethyltransferase 1 (soluble)	Cytoplasm	enzyme	Mm.364956	NM_009171	226.8	893.2	1025.6	1601.7
1455185_s_at	Phf16	PHD finger protein 16			---	---	117.8	396.6	630.4	649.7
1419194_s_at	Gmfg	glia maturation factor, gamma	Cytoplasm	growth factor	Mm.194536	NM_022024	2.7	26.6	60.2	182.6
1423523_at	Aass	aminoadipate-semialdehyde synthase	Unknown	enzyme	Mm.18651	NM_013930	1.8	47.4	85.9	39.6
1416042_s_at	Nasp	nuclear autoantigenic sperm protein (histone-binding)	Nucleus	other	Mm.257181	NM_016777	388.9	1616.9	1571.1	3740.9
1453351_at	Tbx20	T-box 20			Mm.31452	NM_020496 /// NM_194263	5.9	188.0	221.3	55.9
1451518_at	Bc021921	zinc finger protein 709			Mm.358893	NM_145624	2.2	52.4	43.0	40.6
1418449_at	Lad1	ladinin 1	Extracellular Space	other	Mm.36726	NM_133664	17.8	50.4	155.9	160.0
1421836_at	Map7	microtubule-associated protein 7	Cytoplasm	other	---	---	14.5	36.1	143.1	470.9
1456694_x_at	Ptpn6	protein tyrosine phosphatase, non-receptor type 6	Cytoplasm	phosphatase	Mm.271799	NM_013545	40.8	161.9	222.8	209.5
1436158_at	Eif4Ebp2	eukaryotic translation initiation factor 4E binding protein 2	Cytoplasm	other	Mm.259516	NM_010124	174.1	676.8	755.5	759.0
1449048_s_at	Rab4A	RAB4A, member RAS oncogene family	Cytoplasm	enzyme	Mm.9221	NM_009003	42.9	432.6	338.5	198.9
1451428_x_at	Egfl7	EGF-like-domain, multiple 7			Mm.268933	NM_178444 /// NM_198724 /// NM_198725	45.0	205.0	378.1	205.9
1434432_at	Rffl	ring finger and FYVE-like domain containing 1			Mm.341608	NM_001007465 /// NM_026097	82.1	1009.6	1161.5	348.8
1436345_at	Flj10901	chromosome 1 open reading frame 106			Mm.36763	NM_028872	38.6	149.6	235.6	179.3
1418924_at	Rassf7	Ras association (RalGDS/AF-6) domain family 7			Mm.21202	NM_025886	42.7	213.5	298.2	193.9
1428219_at	Rybp	RING1 and YY1 binding protein	Nucleus	transcription regulator	Mm.321633	NM_019743	937.8	3147.8	4553.7	3584.4
1418643_at	Tm4Sf13	tetraspanin 13			Mm.254663	NM_025359	13.8	28.1	135.8	397.3
1453212_at	1110003H10Rik	zinc finger protein 383			Mm.333743	XM_145500	61.4	248.0	272.6	381.4
1426954_at	Trim33	tripartite motif-containing 33			Mm.195036	NM_053170	556.7	1891.7	2327.8	3158.2
1436584_at	Spry2	sprouty homolog 2 (Drosophila)	Plasma Membrane	other	Mm.89982	NM_011897	181.1	730.4	674.4	1171.4
1416916_at	Elf3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )			Mm.3963	NM_007921	31.4	206.0	375.3	146.3
1426601_at	Slc37A1	solute carrier family 37 (glycerol-3-phosphate transporter), member 1			Mm.311395	NM_153062	3.0	37.4	43.3	77.3
1452608_at	Mycbp	c-myc binding protein	Nucleus	other	Mm.347916	NM_019660	226.3	1033.8	829.0	861.3
