CloneID	UGCluster	Name	Symbol	Redundant (Y=1, N=0)	CSR. Activated=2, Quiescent=-2, cell cycle=0
121136	Hs.35453	chromosome 8 open reading frame 13	C8orf13	0	2
27516	Hs.13572	calcium modulating ligand	CAMLG	0	-2
30170	Hs.74552	caspase 3, apoptosis-related cysteine protease	CASP3	0	0
786084	Hs.77254	chromobox homolog 1 (HP1 beta homolog Drosophila )	CBX1	0	2
814270	Hs.85137	cyclin A2	CCNA2	1	0
950690	Hs.85137	cyclin A2	CCNA2	0	0
856289	Hs.194698	cyclin B2	CCNB2	0	0
455128	Hs.1973	cyclin F	CCNF	0	0
823691	Hs.79069	cyclin G2	CCNG2	0	-2
120362	Hs.143601	cyclin L2	CCNL2	0	-2
884425	Hs.1600	chaperonin containing TCP1, subunit 5 (epsilon)	CCT5	0	2
1031142	Hs.22116	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	CDC14B	1	-2
731127	Hs.22116	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	CDC14B	1	-2
781061	Hs.22116	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	CDC14B	0	-2
712505	Hs.334562	cell division cycle 2, G1 to S and G2 to M	CDC2	0	0
898286	Hs.334562	cell division cycle 2, G1 to S and G2 to M	CDC2	1	0
366057	Hs.1634	cell division cycle 25A	CDC25A	0	0
415102	Hs.656	cell division cycle 25C	CDC25C	0	0
204214	Hs.69563	CDC6 cell division cycle 6 homolog (S. cerevisiae)	CDC6	0	0
731095	Hs.234545	cell division cycle associated 1	CDCA1	0	0
814072	Hs.34045	cell division cycle associated 4	CDCA4	0	2
753198	Hs.333893	cell division cycle associated 7	CDCA7	0	0
2308346	Hs.19192	cyclin-dependent kinase 2	CDK2	0	2
301018	Hs.50905	cyclin-dependent kinase-like 5	CDKL5	0	0
268652	Hs.179665	cyclin-dependent kinase inhibitor 1A (p21, Cip1)	CDKN1A	0	-2
147744	Hs.106070	cyclin-dependent kinase inhibitor 1C (p57, Kip2)	CDKN1C	0	-2
700792	Hs.84113	cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase)	CDKN3	0	0
2017415	Hs.1594	centromere protein A, 17kDa	CENPA	0	0
435076	Hs.77204	centromere protein F, 350/400ka (mitosin)	CENPF	0	0
431477	Hs.283077	centromere protein J	CENPJ	0	2
429784	Hs.433212	CGI-121 protein	CGI-121	0	2
246524	Hs.20295	CHK1 checkpoint homolog (S. pombe)	CHEK1	0	2
71902	Hs.24641	cytoskeleton associated protein 2	CKAP2	1	0
825228	Hs.24641	cytoskeleton associated protein 2	CKAP2	0	0
812244	Hs.15159	chemokine-like factor	CKLF	0	2
725454	Hs.83758	CDC28 protein kinase regulatory subunit 2	CKS2	0	0
288888	Hs.44563	hypothetical protein CL640	CL640	0	2
824755	Hs.211614	chloride channel 6	CLCN6	0	-2
1915913	Hs.54570	chloride intracellular channel 2	CLIC2	0	-2
470279	Hs.31622	contactin associated protein 1	CNTNAP1	0	-2
1602675	Hs.15591	COP9 subunit 6 (MOV34 homolog, 34 kD)	COPS6	0	2
511647	Hs.17377	coronin, actin binding protein, 1C	CORO1C	0	2
813490	Hs.17377	coronin, actin binding protein, 1C	CORO1C	1	2
144849	Hs.289092	coactosin-like 1 (Dictyostelium)	COTL1	0	2
489823	Hs.16297	COX17 homolog, cytochrome c oxidase assembly protein (yeast)	COX17	0	2
85313	Hs.82506	cell cycle progression 8 protein	CPR8	0	-2
768262	Hs.155481	cartilage associated protein	CRTAP	0	-2
1475574	Hs.173894	colony stimulating factor 1 (macrophage)	CSF1	0	-2
73527	Hs.173894	colony stimulating factor 1 (macrophage)	CSF1	1	-2
949938	Hs.304682	cystatin C (amyloid angiopathy and cerebral hemorrhage)	CST3	0	-2
269997	Hs.64837	cystinosis, nephropathic	CTNS	0	-2
1571993	Hs.11590	cathepsin F	CTSF	0	-2
295843	Hs.82568	cytochrome P450, family 27, subfamily A, polypeptide 1	CYP27A1	0	-2
624390	Hs.6879	DC13 protein	DC13	0	2
43198	Hs.709	deoxycytidine kinase	DCK	0	2
896978	Hs.115660	DNA cross-link repair 1B (PSO2 homolog, S. cerevisiae)	DCLRE1B	0	2
281898	Hs.405925	differential display and activated by p53	DDA3	0	0
703633	Hs.405925	differential display and activated by p53	DDA3	1	0
245774	Hs.93675	decidual protein induced by progesterone	DEPP	0	-2
462961	Hs.83765	dihydrofolate reductase	DHFR	0	2
244205	Hs.83765	dihydrofolate reductase	DHFR	1	0
768172	Hs.83765	dihydrofolate reductase	DHFR	1	0
199558	Hs.124696	dehydrogenase/reductase (SDR family) member 6	DHRS6	0	-2
743182	Hs.5790	hypothetical protein dJ37E16.5		0	0
509943	Hs.4747	dyskeratosis congenita 1, dyskerin	DKC1	0	0
1724716	Hs.355920	DKFZP434B103 protein	DKFZP434B103	0	-2
462333	Hs.59461	DKFZP434C245 protein	DKFZP434C245	0	0
823655	Hs.323583	hypothetical protein DKFZp434L142	DKFZp434L142	0	-2
1636060	Hs.267120	dactylidin	DKFZP434O1427	0	-2
136070	Hs.288771	DKFZP586A0522 protein	DKFZP586A0522	1	-2
70152	Hs.288771	DKFZP586A0522 protein	DKFZP586A0522	0	-2
2062453	Hs.427525	DKFZP727G051 protein	DKFZP727G051	0	2
359504	Hs.270753	hypothetical protein DKFZp761L1417	DKFZp761L1417	0	2
1540236	Hs.104859	hypothetical protein DKFZp762E1312	DKFZp762E1312	1	0
66406	Hs.104859	hypothetical protein DKFZp762E1312	DKFZp762E1312	0	0
196148	Hs.14478	hypothetical protein DKFZp762H185	DKFZp762H185	0	-2
773383	Hs.20149	deleted in lymphocytic leukemia, 1	DLEU1	0	2
270136	Hs.43628	deleted in lymphocytic leukemia, 2	DLEU2	0	2
686172	Hs.77695	discs, large homolog 7 (Drosophila)	DLG7	0	0
755228	Hs.166161	dynamin 1	DNM1	0	-2
752770	Hs.17834	downstream neighbor of SON	DONSON	0	0
767268	Hs.458134	dipeptidylpeptidase 7	DPP7	0	-2
841620	Hs.173381	dihydropyrimidinase-like 2	DPYSL2	0	-2
240748	Hs.29106	dual specificity phosphatase 22	DUSP22	0	-2
773678	Hs.367676	dUTP pyrophosphatase	DUT	0	2
768260	Hs.96055	E2F transcription factor 1	E2F1	0	0
22918	Hs.346868	EBNA1 binding protein 2	EBNA1BP2	0	2
306921	Hs.433779	eukaryotic translation elongation factor 1 epsilon 1	EEF1E1	0	2
795229	Hs.121073	EF-hand domain (C-terminal) containing 1	EFHC1	0	0
2017769	Hs.433317	eukaryotic translation initiation factor 4E binding protein 1	EIF4EBP1	0	2
25988	Hs.433750	eukaryotic translation initiation factor 4 gamma, 1	EIF4G1	0	2
272262	Hs.7913	hypothetical protein Ells1	Ells1	0	0
109863	Hs.29191	epithelial membrane protein 2	EMP2	0	2
502682	Hs.102948	enigma (LIM domain protein)	ENIGMA	0	2
1637756	Hs.254105	enolase 1, (alpha)	ENO1	0	2
392678	Hs.254105	enolase 1, (alpha)	ENO1	1	2
153541	Hs.78436	EphB1	EPHB1	0	2
248454	Hs.93659	protein disulfide isomerase related protein (calcium-binding protein, intestinal-related)	ERP70	0	2
263200	Hs.173374	endothelial and smooth muscle cell-derived neuropilin-like protein	ESDN	0	2
265494	Hs.173374	endothelial and smooth muscle cell-derived neuropilin-like protein	ESDN	1	2
782460	Hs.173374	endothelial and smooth muscle cell-derived neuropilin-like protein	ESDN	1	2
447208	Hs.47504	exonuclease 1	EXO1	0	0
770992	Hs.77256	enhancer of zeste homolog 2 (Drosophila)	EZH2	0	0
310519	Hs.47913	coagulation factor X	F10	0	-2
1928791	Hs.62192	coagulation factor III (thromboplastin, tissue factor)	F3	0	2
298409	Hs.49881	fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)	FABP3	0	-2
1758590	Hs.268012	fatty-acid-Coenzyme A ligase, long-chain 3	FACL3	1	-2
310493	Hs.268012	fatty-acid-Coenzyme A ligase, long-chain 3	FACL3	1	-2
49944	Hs.268012	fatty-acid-Coenzyme A ligase, long-chain 3	FACL3	0	-2
782503	Hs.132898	fatty acid desaturase 1	FADS1	0	-2
128329	Hs.184641	fatty acid desaturase 2	FADS2	1	-2
878174	Hs.184641	fatty acid desaturase 2	FADS2	0	-2
770424	Hs.8047	Fanconi anemia, complementation group G	FANCG	0	0
358643	Hs.23111	phenylalanine-tRNA synthetase-like	FARSL	0	2
68894	Hs.111903	Fc fragment of IgG, receptor, transporter, alpha	FCGRT	0	-2
770394	Hs.111903	Fc fragment of IgG, receptor, transporter, alpha	FCGRT	1	-2
80410	Hs.335918	farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)	FDPS	0	-2
951142	Hs.4756	flap structure-specific endonuclease 1	FEN1	0	0
842767	Hs.21331	hypothetical protein FLJ10036	FLJ10036	0	2
773147	Hs.86211	hypothetical protein FLJ10156	FLJ10156	0	0
1664710	Hs.104650	hypothetical protein FLJ10292	FLJ10292	0	2
824126	Hs.30738	hypothetical protein FLJ10407	FLJ10407	0	2
292936	Hs.48855	hypothetical protein FLJ10468	FLJ10468	0	0
346834	Hs.42484	hypothetical protein FLJ10618	FLJ10618	0	-2
626206	Hs.334828	hypothetical protein FLJ10719	FLJ10719	0	0
773605	Hs.8768	hypothetical protein FLJ10849	FLJ10849	0	-2
307328	Hs.34579	hypothetical protein FLJ10948	FLJ10948	0	-2
277808	Hs.29716	hypothetical protein FLJ10980	FLJ10980	0	0
1572724	Hs.23363	hypothetical protein FLJ10983	FLJ10983	0	2
462861	Hs.274448	hypothetical protein FLJ11029	FLJ11029	0	0
809383	Hs.12151	hypothetical protein FLJ11286	FLJ11286	0	-2
435619	Hs.374421	hypothetical protein FLJ12643	FLJ12643	0	2
1880814	Hs.323537	hypothetical protein FLJ12953 similar to Mus musculus D3Mm3e	FLJ12953	0	2
346308	Hs.47125	hypothetical protein FLJ13912	FLJ13912	0	0
290057	Hs.26812	hypothetical protein FLJ14525	FLJ14525	1	-2
810603	Hs.26812	hypothetical protein FLJ14525	FLJ14525	0	-2
1697632	Hs.246875	hypothetical protein FLJ20059	FLJ20059	0	-2
124242	Hs.10346	hypothetical protein FLJ20154	FLJ20154	0	-2
812137	Hs.50848	hypothetical protein FLJ20331	FLJ20331	0	2
590253	Hs.79828	hypothetical protein FLJ20333	FLJ20333	0	0
645565	Hs.133260	hypothetical protein FLJ20354	FLJ20354	0	0
882355	Hs.32471	hypothetical protein FLJ20364	FLJ20364	0	0
549572	Hs.426696	hypothetical protein FLJ20516	FLJ20516	0	0
858915	Hs.289069	hypothetical protein FLJ21016	FLJ21016	0	-2
1696374	Hs.255416	hypothetical protein FLJ21986	FLJ21986	0	-2
838446	Hs.31297	duodenal cytochrome b	FLJ23462	0	-2
782259	Hs.38178	hypothetical protein FLJ23468	FLJ23468	1	2
814769	Hs.38178	hypothetical protein FLJ23468	FLJ23468	0	0
1618978	Hs.165607	hypothetical protein FLJ25416	FLJ25416	0	0
320865	Hs.124740	hypothetical protein FLJ30532	FLJ30532	0	2
1941536	Hs.350388	hypothetical protein FLJ30574	FLJ30574	0	-2
1474390	Hs.30818	hypothetical protein FLJ31033	FLJ31033	0	-2
365177	Hs.380474	hypothetical protein FLJ32731	FLJ32731	0	-2
788596	Hs.98133	hypothetical protein FLJ32915	FLJ32915	0	2
824913	Hs.99807	hypothetical protein FLJ40629	FLJ40629	0	0
767172	Hs.8963	hypothetical protein FLJ90754	FLJ90754	0	-2
489509	Hs.28264	hypothetical protein FLJ90798	FLJ90798	0	-2
2321104	Hs.58414	filamin C, gamma (actin binding protein 280)	FLNC	0	2
564803	Hs.239	forkhead box M1	FOXM1	0	0
815072	Hs.9081	phenylalanyl-tRNA synthetase beta-subunit	FRSB	0	2
823659	Hs.257267	FYVE and coiled-coil domain containing 1	FYCO1	0	-2
81409	Hs.336429	GABA(A) receptor-associated protein like 1	GABARAPL1	0	-2
298231	Hs.167017	gamma-aminobutyric acid (GABA) B receptor, 1	GABBR1	0	-2
1582149	Hs.294088	GAJ protein	GAJ	0	0
42558	Hs.75335	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	GATM	0	-2
627401	Hs.17839	TNF-induced protein	GG2-1	0	-2
809588	Hs.78619	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	GGH	0	2
196012	Hs.239189	glutaminase	GLS	0	-2
193883	Hs.234896	geminin, DNA replication inhibitor	GMNN	1	0
813586	Hs.234896	geminin, DNA replication inhibitor	GMNN	0	0
1636447	Hs.83381	guanine nucleotide binding protein (G protein), gamma 11	GNG11	0	2
1656488	Hs.272529	glycosylphosphatidylinositol specific phospholipase D1	GPLD1	0	2
486493	Hs.17270	G protein-coupled receptor 124	GPR124	0	-2
214990	Hs.290070	gelsolin (amyloidosis, Finnish type)	GSN	0	-2
2019372	Hs.122552	G-2 and S-phase expressed 1	GTSE1	0	0
785897	Hs.122552	G-2 and S-phase expressed 1	GTSE1	1	0
256664	Hs.147097	H2A histone family, member X	H2AFX	0	0
2315147	Hs.119192	H2A histone family, member Z	H2AFZ	0	2
249949	Hs.301005	histone H2A.F/Z variant	H2AV	0	-2
1679531	Hs.159226	hyaluronan synthase 2	HAS2	0	2
2116188	Hs.9028	histone deacetylase 5	HDAC5	0	-2
511388	Hs.6679	headcase homolog (Drosophila)	HECA	0	-2
789091	Hs.28777	histone 1, H2ac	HIST1H2AC	0	0
970591	Hs.427696	high-mobility group box 1	HMGB1	0	2
290111	Hs.77910	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	HMGCS1	1	-2
704519	Hs.77910	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	HMGCS1	0	-2
73252	Hs.77910	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)	HMGCS1	1	-2
1845630	Hs.181163	high-mobility group nucleosomal binding domain 2	HMGN2	0	2
241826	Hs.181163	high-mobility group nucleosomal binding domain 2	HMGN2	1	2
128947	Hs.72550	hyaluronan-mediated motility receptor (RHAMM)	HMMR	0	0
471568	Hs.109706	hematological and neurological expressed 1	HN1	0	0
795803	Hs.109706	hematological and neurological expressed 1	HN1	1	0
489208	Hs.172035	HN1 like	HN1L	0	2
855723	Hs.172035	HN1 like	HN1L	1	2
327350	Hs.232400	heterogeneous nuclear ribonucleoprotein A2/B1	HNRPA2B1	0	2
453790	Hs.15265	heterogeneous nuclear ribonucleoprotein R	HNRPR	0	2
260696	Hs.154762	HIV-1 rev binding protein 2	HRB2	0	2
755581	Hs.258730	heme-regulated initiation factor 2-alpha kinase	HRI	0	2
825695	Hs.279918	hypothetical protein HSPC111	HSPC111	0	2
796469	Hs.5199	HSPC150 protein similar to ubiquitin-conjugating enzyme	HSPC150	0	0
786690	Hs.150555	protein predicted by clone 23733	HSU79274	0	2
221295	Hs.180919	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	ID2	0	2
756405	Hs.76884	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	ID3	0	2
44975	Hs.76038	isopentenyl-diphosphate delta isomerase	IDI1	0	-2
588840	Hs.20315	interferon-induced protein with tetratricopeptide repeats 1	IFIT1	0	0
809946	Hs.315177	interferon-related developmental regulator 2	IFRD2	0	2
796996	Hs.3631	immunoglobulin (CD79A) binding protein 1	IGBP1	0	-2
138265	Hs.82112	interleukin 1 receptor, type I	IL1R1	1	-2
146671	Hs.82112	interleukin 1 receptor, type I	IL1R1	0	-2
2018581	Hs.82065	interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST	0	-2
753743	Hs.82065	interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST	1	-2
840460	Hs.362807	interleukin 7 receptor	IL7R	0	2
242952	Hs.75117	interleukin enhancer binding factor 2, 45kDa	ILF2	0	0
814428	Hs.91579	U3 snoRNP protein 4 homolog	IMP4	0	2
207288	Hs.56205	insulin induced gene 1	INSIG1	0	-2
471835	Hs.61790	importin 4	IPO4	0	2
73784	Hs.227730	integrin, alpha 6	ITGA6	0	2
859478	Hs.87149	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	ITGB3	0	0
276091	Hs.78877	inositol 1,4,5-trisphosphate 3-kinase B	ITPKB	0	-2
141815	Hs.91143	jagged 1 (Alagille syndrome)	JAG1	0	-2
2027560	Hs.301613	JTV1 gene	JTV1	0	2
1474284	Hs.323949	kangai 1 (suppression of tumorigenicity 6, prostate; CD82 antigen (R2 leukocyte antigen, antigen detected by monoclonal and antibody IA4))	KAI1	0	-2
298769	Hs.285818	similar to Caenorhabditis elegans protein C42C1.9	KEO4	0	2
788721	Hs.154797	KIAA0090 protein	KIAA0090	0	2
51918	Hs.155314	KIAA0095 gene product	KIAA0095	0	2
342640	Hs.81892	KIAA0101 gene product	KIAA0101	0	0
41525	Hs.7911	KIAA0323 protein	KIAA0323	0	-2
502067	Hs.16950	KIAA0342 gene product	KIAA0342	0	-2
813828	Hs.23311	KIAA0367 protein	KIAA0367	0	-2
768940	Hs.27973	KIAA0874 protein	KIAA0874	0	-2
487013	Hs.155182	KIAA1036 protein	KIAA1036	0	-2
305920	Hs.6606	hypothetical protein KIAA1109	KIAA1109	0	-2
502586	Hs.306867	KIAA1228 protein	KIAA1228	0	-2
1581420	Hs.152925	KIAA1268 protein	KIAA1268	0	-2
754581	Hs.288348	KIAA1305 protein	KIAA1305	0	-2
1670954	Hs.22941	KIAA1363 protein	KIAA1363	0	2
200741	Hs.22941	KIAA1363 protein	KIAA1363	1	2
32887	Hs.22941	KIAA1363 protein	KIAA1363	1	2
1916769	Hs.156667	KIAA1536 protein	KIAA1536	0	-2
462845	Hs.156667	KIAA1536 protein	KIAA1536	1	-2
50276	Hs.17767	KIAA1554 protein	KIAA1554	0	-2
877884	Hs.298573	KIAA1720 protein	KIAA1720	0	2
1859050	Hs.172792	KIAA1946 protein	KIAA1946	0	-2
769942	Hs.119324	kinesin family member 22	KIF22	0	0
788256	Hs.270845	kinesin family member 23	KIF23	0	0
292933	Hs.20830	kinesin family member C1	KIFC1	0	0
265060	Hs.81665	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	KIT	0	-2
746080	Hs.272239	kelch-like 5 (Drosophila)	KLHL5	0	-2
739230	Hs.26002	LIM domain binding 1	LDB1	0	-2
825295	Hs.213289	low density lipoprotein receptor (familial hypercholesterolemia)	LDLR	0	-2
854701	Hs.85226	lipase A, lysosomal acid, cholesterol esterase (Wolman disease)	LIPA	0	-2
1591599	Hs.89497	lamin B1	LMNB1	0	0
815501	Hs.76084	lamin B2	LMNB2	0	2
773308	Hs.184164	hypothetical protein BC014003	LOC115106	0	2
429811	Hs.60293	similar to hypothetical protein FLJ10883	LOC115294	0	-2
827141	Hs.180591	mitotic phosphoprotein 44	LOC129401	0	2
280763	Hs.163725	adult retina protein	LOC153222	0	-2
757431	Hs.163725	adult retina protein	LOC153222	1	-2
815297	Hs.163725	adult retina protein	LOC153222	1	-2
1623191	Hs.99480	hypothetical protein LOC157570	LOC157570	1	0
229560	Hs.99480	hypothetical protein LOC157570	LOC157570	1	0
811069	Hs.99480	hypothetical protein LOC157570	LOC157570	0	0
1502490	Hs.94795	hypothetical protein LOC169611	LOC169611	0	-2
196634	Hs.5957	hypothetical protein LOC201562	LOC201562	0	2
746245	Hs.5957	hypothetical protein LOC201562	LOC201562	1	2
295650	Hs.342655	hypothetical protein LOC201895	LOC201895	0	-2
1895046	Hs.150011	hypothetical protein LOC221810	LOC221810	0	-2
823815	Hs.432790	hypothetical protein LOC253263	LOC253263	0	-2
264502	Hs.20575	hypothetical protein LOC283431	LOC283431	0	0
130895	Hs.90790	hypothetical protein LOC284018	LOC284018	0	-2
283124	Hs.17567	hypothetical protein LOC284436	LOC284436	0	-2
665445	Hs.350475	hypothetical protein LOC285362	LOC285362	0	-2
530237	Hs.4094	hypothetical protein LOC339924	LOC339924	0	-2
308466	Hs.279582	GTP-binding protein Sara	LOC51128	0	2
771142	Hs.98571	complement C1r-like proteinase	LOC51279	0	-2
1600239	Hs.433180	HSPC037 protein	LOC51659	0	0
772925	Hs.46967	HSPCO34 protein	LOC51668	0	2
274512	Hs.22350	hypothetical protein LOC56757	LOC56757	0	-2
61626	Hs.193384	putatative 28 kDa protein	LOC56902	0	2
756554	Hs.24983	hypothetical protein from EUROIMAGE 2021883	LOC56926	0	2
418240	Hs.28893	hypothetical protein LOC90110	LOC90110	0	0
2316683	Hs.13413	hypothetical protein BC015148	LOC93081	0	2
882506	Hs.83354	lysyl oxidase-like 2	LOXL2	0	2
783698	Hs.81412	lipin 1	LPIN1	0	-2
461144	Hs.24279	leucine-rich repeats and immunoglobulin-like domains 2	LRIG2	0	-2
810551	Hs.446467	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)	LRP1	0	-2
796176	Hs.111632	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM3	0	2
50175	Hs.76719	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM4	0	2
462806	Hs.93199	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	LSS	1	-2
770355	Hs.93199	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	LSS	0	-2
471855	Hs.79914	lumican	LUM	0	-2
366009	Hs.425427	hypothetical protein FLJ20425	LYAR	0	2
767163	Hs.425427	hypothetical protein FLJ20425	LYAR	1	0
814701	Hs.79078	MAD2 mitotic arrest deficient-like 1 (yeast)	MAD2L1	0	0
277414	Hs.30250	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	MAF	0	-2
487793	Hs.30250	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	MAF	1	-2
823688	Hs.25253	mannosidase, alpha, class 1A, member 1	MAN1A1	0	-2
340630	Hs.248	mitogen-activated protein kinase kinase kinase 8	MAP3K8	0	2
590774	Hs.178695	mitogen-activated protein kinase 13	MAPK13	0	0
428223	Hs.234279	microtubule-associated protein, RP/EB family, member 1	MAPRE1	0	2
328889	Hs.69547	myelin basic protein	MBP	0	-2
809557	Hs.179565	MCM3 minichromosome maintenance deficient 3 (S. cerevisiae)	MCM3	0	2
843049	Hs.154443	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)	MCM4	0	0
531402	Hs.77171	MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)	MCM5	0	0
700721	Hs.77171	MCM5 minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)	MCM5	1	0
1587847	Hs.155462	MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)	MCM6	0	0
