EntrezGene.ID	HUGO.gene.symbol	agilent	affy	coefficient	NMSE
79921	TCEAL4	Contig3659_RC	202371_at	0.54	0.71
54898	ELOVL2	AL080199	213712_at	0.53	0.71
1345	COX6C	NM_004374	201754_at	0.54	0.71
5937	RBMS1	NM_016839	207266_x_at	-0.54	0.71
400451	NA	AL110139	51158_at	0.54	0.72
3898	LAD1	NM_005558	203287_at	-0.54	0.72
2530	FUT8	NM_004480	203988_s_at	0.51	0.72
51306	C5orf5	NM_016603	218518_at	0.53	0.72
25837	RAB26	NM_014353	219562_at	0.53	0.72
10982	MAPRE2	X94232	202501_at	-0.52	0.72
1632	DCI	NM_001919	209759_s_at	0.52	0.72
7905	REEP5	M73547	208873_s_at	0.53	0.73
1101	CHAD	NM_001267	206869_at	0.53	0.73
323	APBB2	U62325	213419_at	0.51	0.73
28958	CCDC56	NM_014019	218026_at	0.52	0.73
1476	CSTB	NM_000100	201201_at	-0.52	0.73
9435	CHST2	NM_004267	203921_at	-0.52	0.73
7371	UCK2	NM_012474	209825_s_at	-0.52	0.73
2737	GLI3	NM_000168	205201_at	0.52	0.73
8685	MARCO	NM_006770	205819_at	-0.52	0.73
3295	HSD17B4	NM_000414	201413_at	0.5	0.74
11013	TMSL8	D82345	205347_s_at	-0.48	0.74
51604	PIGT	NM_015937	217770_at	0.51	0.74
6663	SOX10	NM_006941	209842_at	-0.52	0.74
85377	MICALL1	Contig55538_RC	221779_at	-0.52	0.74
58495	OVOL2	AL079276	211778_s_at	0.51	0.74
1116	CHI3L1	NM_001276	209395_at	-0.51	0.74
11001	SLC27A2	NM_003645	205768_s_at	0.5	0.74
25841	ABTB2	AL050374	213497_at	-0.5	0.74
64080	RBKS	Contig54394_RC	57540_at	0.5	0.74
375035	SFT2D2	AL035297	214838_at	-0.49	0.75
10479	SLC9A6	NM_006359	203909_at	-0.46	0.75
5002	SLC22A18	NM_002555	204981_at	0.5	0.75
8645	KCNK5	NM_003740	219615_s_at	-0.51	0.75
79885	HDAC11	AL137362	219847_at	0.5	0.75
11254	SLC6A14	NM_007231	219795_at	-0.47	0.75
122616	C14orf79	AF038188	213512_at	0.51	0.75
79650	C16orf57	Contig56298_RC	218060_s_at	-0.51	0.75
23321	TRIM2	AB011089	202341_s_at	-0.51	0.75
23327	NEDD4L	AB007899	212448_at	0.5	0.75
22977	AKR7A3	NM_012067	206469_x_at	0.5	0.75
8581	LY6D	X82693	206276_at	-0.5	0.75
8842	PROM1	NM_006017	204304_s_at	-0.5	0.75
4953	ODC1	NM_002539	200790_at	-0.5	0.75
55544	RBM38	X75315	212430_at	-0.49	0.75
55663	ZNF446	NM_017908	219900_s_at	0.5	0.75
27124	PIB5PA	U45975	213651_at	0.49	0.75
6715	SRD5A1	NM_001047	211056_s_at	-0.5	0.76
51809	GALNT7	NM_017423	218313_s_at	0.49	0.76
89927	C16orf45	Contig1239_RC	212736_at	0.49	0.76
1827	DSCR1	NM_004414	208370_s_at	-0.45	0.76
51706	CYB5R1	NM_016243	202263_at	0.48	0.76
3383	ICAM1	NM_000201	202638_s_at	-0.49	0.76
5806	PTX3	NM_002852	206157_at	-0.5	0.76
9501	RPH3AL	NM_006987	221614_s_at	0.49	0.76
3613	IMPA2	NM_014214	203126_at	-0.49	0.76
7568	ZNF20	AL080125	213916_at	0.47	0.76
6280	S100A9	NM_002965	203535_at	-0.49	0.76
22929	SEPHS1	NM_012247	208941_s_at	-0.49	0.76
81563	C1orf21	Contig56307	221272_s_at	0.49	0.76
1389	CREBL2	NM_001310	201990_s_at	0.47	0.76
1410	CRYAB	NM_001885	209283_at	-0.49	0.76
10884	MRPS30	NM_016640	218398_at	0.48	0.77
55614	C20orf23	AK000142	219570_at	0.49	0.77
1824	DSC2	Contig49790_RC	204750_s_at	-0.49	0.77
7851	MALL	U17077	209373_at	-0.49	0.77
2743	GLRB	NM_000824	205280_at	0.48	0.77
427	ASAH1	NM_004315	210980_s_at	0.47	0.77
5241	PGR	NM_000926	208305_at	0.51	0.77
51364	ZMYND10	NM_015896	205714_s_at	0.47	0.77
6926	TBX3	NM_016569	219682_s_at	0.47	0.77
5193	PEX12	NM_000286	205094_at	0.47	0.77
8531	CSDA	NM_003651	201161_s_at	-0.48	0.77
23	ABCF1	AF027302	200045_at	-0.46	0.77
7545	ZIC1	NM_003412	206373_at	-0.48	0.77
819	CAMLG	NM_001745	203538_at	0.47	0.77
2947	GSTM3	NM_000849	202554_s_at	0.48	0.77
5825	ABCD3	NM_002858	202850_at	0.48	0.77
5860	QDPR	NM_000320	209123_at	0.47	0.78
59342	SCPEP1	Contig51742_RC	218217_at	-0.47	0.78
51806	CALML5	NM_017422	220414_at	-0.44	0.78
79603	LASS4	Contig55127_RC	218922_s_at	0.44	0.78
21	ABCA3	NM_001089	204343_at	0.48	0.78
54847	SIDT1	NM_017699	219734_at	0.46	0.78
8537	BCAS1	NM_003657	204378_at	0.47	0.78
10874	NMU	NM_006681	206023_at	-0.41	0.78
54149	C21orf91	NM_017447	220941_s_at	-0.46	0.78
9929	JOSD1	NM_014876	201751_at	-0.46	0.79
5317	PKP1	NM_000299	221854_at	-0.48	0.79
7388	UQCRH	NM_006004	202233_s_at	-0.46	0.79
64764	CREB3L2	AL080209	212345_s_at	-0.45	0.79
10127	ZNF263	NM_005741	203707_at	0.46	0.79
80347	COASY	U18919	201913_s_at	0.44	0.79
126353	C19orf21	Contig53480_RC	212925_at	0.45	0.79
50865	HEBP1	NM_015987	218450_at	0.45	0.79
54812	AFTPH	Contig44143	217939_s_at	0.46	0.79
64087	MCCC2	AL079298	209624_s_at	0.46	0.79
8884	SLC5A6	AL096737	204087_s_at	-0.44	0.79
5269	SERPINB6	S69272	211474_s_at	0.46	0.79
4321	MMP12	NM_002426	204580_at	-0.44	0.79
8190	MIA	NM_006533	206560_s_at	-0.43	0.79
6769	STAC	NM_003149	205743_at	-0.46	0.79
51368	TEX264	NM_015926	218548_x_at	0.44	0.79
23541	SEC14L2	NM_012429	204541_at	0.45	0.8
9185	REPS2	NM_004726	205645_at	0.44	0.8
185	AGTR1	NM_000685	205357_s_at	0.45	0.8
7368	UGT8	NM_003360	208358_s_at	-0.47	0.8
399665	FAM102A	AL049365	212400_at	0.43	0.8
12	SERPINA3	NM_001085	202376_at	0.43	0.8
55975	KLHL7	NM_018846	220238_s_at	-0.45	0.8
25864	ABHD14A	AL050015	210006_at	0.43	0.8
4851	NOTCH1	NM_017617	218902_at	-0.45	0.8
9091	PIGQ	NM_004204	204144_s_at	0.45	0.8
1299	COL9A3	NM_001853	204724_s_at	-0.43	0.8
2800	GOLGA1	NM_002077	203384_s_at	0.43	0.8
8326	FZD9	NM_003508	207639_at	-0.47	0.8
6376	CX3CL1	NM_002996	203687_at	-0.45	0.8
8399	PLA2G10	NM_003561	207222_at	0.44	0.8
5327	PLAT	NM_000931	201860_s_at	0.45	0.8
22885	ABLIM3	NM_014945	205730_s_at	0.45	0.8
11094	C9orf7	NM_017586	219223_at	0.44	0.8
5321	PLA2G4A	M68874	210145_at	-0.42	0.8
57348	TTYH1	NM_020659	219415_at	-0.45	0.81
6787	NEK4	NM_003157	204634_at	0.44	0.81
123872	LRRC50	AL137334	222068_s_at	0.42	0.81
10421	CD2BP2	NM_006110	202257_s_at	0.44	0.81
5971	RELB	NM_006509	205205_at	-0.42	0.81
6833	ABCC8	NM_000352	210246_s_at	0.43	0.81
11122	PTPRT	NM_007050	205948_at	0.44	0.81
23650	TRIM29	NM_012101	211002_s_at	-0.41	0.81
79629	OCEL1	Contig49281_RC	205441_at	0.4	0.81
8722	CTSF	NM_003793	203657_s_at	0.44	0.81
57110	HRASLS	NM_020386	219984_s_at	-0.43	0.81
6697	SPR	NM_003124	203458_at	0.37	0.82
2919	CXCL1	NM_001511	204470_at	-0.43	0.82
27250	PDCD4	AL049932	212593_s_at	0.42	0.82
23245	ASTN2	AB014534	215407_s_at	0.43	0.82
10265	IRX5	NM_005853	210239_at	0.44	0.82
2824	GPM6B	Contig448_RC	209170_s_at	-0.43	0.82
10644	IGF2BP2	NM_006548	218847_at	-0.4	0.82
7436	VLDLR	NM_003383	209822_s_at	-0.41	0.82
25825	BACE2	NM_012105	217867_x_at	-0.43	0.82
10827	C5orf3	NM_018691	218588_s_at	0.43	0.82
4828	NMB	M21551	205204_at	-0.43	0.82
6720	SREBF1	NM_004176	202308_at	0.42	0.82
10477	UBE2E3	NM_006357	210024_s_at	-0.42	0.82
3066	HDAC2	NM_001527	201833_at	-0.43	0.82
55224	ETNK2	NM_018208	219268_at	0.4	0.82
875	CBS	NM_000071	212816_s_at	-0.36	0.82
3872	KRT17	NM_000422	205157_s_at	-0.4	0.82
753	C18orf1	NM_004338	207996_s_at	0.42	0.82
136	ADORA2B	NM_000676	205891_at	-0.42	0.82
2013	EMP2	NM_001424	204975_at	0.42	0.82
1917	EEF1A2	NM_001958	204540_at	0.43	0.83
3576	IL8	NM_000584	202859_x_at	-0.42	0.83
419	ART3	NM_001179	210147_at	-0.43	0.83
55650	PIGV	NM_017837	51146_at	0.42	0.83
23107	MRPS27	D87453	212145_at	0.41	0.83
25818	KLK5	NM_012427	222242_s_at	-0.41	0.83
8309	ACOX2	NM_003500	205364_at	0.41	0.83
1047	CLGN	NM_004362	205830_at	0.37	0.83
10002	NR2E3	NM_014249	208388_at	0.41	0.83
60487	TRMT11	Contig54010_RC	218877_s_at	-0.41	0.83
10656	KHDRBS3	NM_006558	209781_s_at	-0.4	0.83
55240	STEAP3	NM_018234	218424_s_at	-0.41	0.83
3315	HSPB1	NM_001540	201841_s_at	0.41	0.83
10273	STUB1	NM_005861	217934_x_at	0.41	0.83
2171	FABP5	NM_001444	202345_s_at	-0.41	0.84
55184	C20orf12	NM_018152	219951_s_at	0.4	0.84
5783	PTPN13	NM_006264	204201_s_at	0.39	0.84
1877	E4F1	NM_004424	218524_at	0.4	0.84
11098	PRSS23	NM_007173	202458_at	0.41	0.84
10202	DHRS2	NM_005794	214079_at	0.39	0.84
80223	RAB11FIP1	Contig1682_RC	219681_s_at	0.41	0.84
79627	OGFRL1	Contig39960_RC	219582_at	-0.41	0.84
6948	TCN2	NM_000355	204043_at	-0.4	0.84
3097	HIVEP2	NM_006734	212641_at	-0.4	0.84
8985	PLOD3	NM_001084	202185_at	-0.41	0.84
3892	KRT86	X99142	215189_at	-0.41	0.84
10575	CCT4	NM_006430	200877_at	-0.4	0.84
51004	COQ6	NM_015940	218760_at	0.4	0.84
4071	TM4SF1	M90657	215034_s_at	-0.4	0.84
1718	DHCR24	D13643	200862_at	0.38	0.84
1381	CRABP1	NM_004378	205350_at	-0.4	0.84
9368	SLC9A3R1	NM_004252	201349_at	0.41	0.84
92104	TTC30A	AL049329	213679_at	0.4	0.84
9518	GDF15	NM_004864	221577_x_at	0.4	0.84
6364	CCL20	NM_004591	205476_at	-0.36	0.84
3306	HSPA2	U56725	211538_s_at	0.4	0.84
79605	PGBD5	Contig53598_RC	219225_at	-0.41	0.84
23336	DMN	AB002351	212730_at	-0.39	0.84
1356	CP	NM_000096	204846_at	-0.4	0.84
54619	CCNJ	NM_019084	219470_x_at	-0.38	0.84
9200	PTPLA	NM_014241	219654_at	-0.4	0.84
51302	CYP39A1	NM_016593	220432_s_at	-0.34	0.84
5191	PEX7	NM_000288	205420_at	0.4	0.85
706	TSPO	NM_007311	202096_s_at	-0.39	0.85
7159	TP53BP2	NM_005426	203120_at	-0.4	0.85
55218	EXDL2	NM_018199	218363_at	0.4	0.85
79669	C3orf52	Contig53814_RC	219474_at	0.39	0.85
10140	TOB1	NM_005749	202704_at	0.37	0.85
11226	GALNT6	Contig49342_RC	219956_at	0.4	0.85
6652	SORD	NM_003104	201563_at	0.39	0.85
3418	IDH2	NM_002168	210046_s_at	-0.4	0.85
10200	MPHOSPH6	NM_005792	203740_at	-0.4	0.85
7345	UCHL1	NM_004181	201387_s_at	-0.38	0.85
6564	SLC15A1	NM_005073	207254_at	-0.34	0.85
54458	PRR13	NM_018457	217794_at	0.39	0.85
51103	NDUFAF1	NM_016013	204125_at	0.35	0.85
11042	NA	NM_006780	215043_s_at	0.39	0.85
10040	TOM1L1	NM_005486	204485_s_at	0.38	0.85
1117	CHI3L2	U49835	213060_s_at	-0.38	0.85
112398	EGLN2	NM_017555	220956_s_at	0.39	0.85
9258	MFHAS1	NM_004225	213457_at	-0.32	0.85
374	AREG	NM_001657	205239_at	0.38	0.85
2982	GUCY1A3	NM_000856	221942_s_at	-0.38	0.85
688	KLF5	NM_001730	209211_at	-0.39	0.85
1960	EGR3	NM_004430	206115_at	0.37	0.86
7993	UBXD6	NM_005671	215983_s_at	0.38	0.86
25823	TPSG1	NM_012467	220339_s_at	0.37	0.86
4485	MST1	L11924	205614_x_at	0.36	0.86
23528	ZNF281	NM_012482	218401_s_at	0.38	0.86
1672	DEFB1	NM_005218	210397_at	-0.39	0.86
28960	DCPS	NM_014026	218774_at	-0.38	0.86
5268	SERPINB5	NM_002639	204855_at	-0.36	0.86
934	CD24	NM_013230	209772_s_at	-0.36	0.86
55450	CAMK2N1	NM_018584	218309_at	0.37	0.86
6261	RYR1	NM_000540	205485_at	-0.35	0.86
2627	GATA6	NM_005257	210002_at	-0.37	0.86
57180	ACTR3B	NM_020445	218868_at	-0.39	0.86
4036	LRP2	NM_004525	205710_at	0.35	0.86
29116	MYLIP	NM_013262	220319_s_at	0.37	0.86
57211	GPR126	AL080079	213094_at	-0.38	0.86
4435	CITED1	NM_004143	207144_s_at	0.38	0.86
54913	RPP25	NM_017793	219143_s_at	-0.37	0.86
9982	FGFBP1	NM_005130	205014_at	-0.33	0.86
11170	FAM107A	NM_007177	209074_s_at	-0.36	0.86
3294	HSD17B2	NM_002153	204818_at	-0.38	0.87
6583	SLC22A4	NM_003059	205896_at	0.32	0.87
79170	ATAD4	Contig61975	219127_at	0.37	0.87
79745	CLIP4	Contig48631	219944_at	-0.28	0.87
2813	GP2	NM_016295	214324_at	0.35	0.87
6723	SRM	NM_003132	201516_at	-0.35	0.87
1360	CPB1	NM_001871	205509_at	0.35	0.87
5016	OVGP1	NM_002557	205432_at	0.34	0.87
5271	SERPINB8	NM_002640	206034_at	-0.36	0.87
347902	AMIGO2	Contig49079_RC	222108_at	0.36	0.87
79719	NA	Contig57044_RC	202851_at	0.36	0.87
55258	NA	NM_018271	219044_at	0.36	0.87
8563	THOC5	NM_003678	209418_s_at	-0.36	0.87
83464	APH1B	Contig53314_RC	221036_s_at	0.38	0.87
23532	PRAME	NM_006115	204086_at	-0.35	0.88
6834	SURF1	NM_003172	204295_at	0.36	0.88
6019	RLN2	NM_005059	214519_s_at	0.34	0.88
214	ALCAM	NM_001627	201951_at	0.36	0.88
55333	SYNJ2BP	NM_018373	219156_at	0.35	0.88
10525	HYOU1	NM_006389	200825_s_at	-0.35	0.88
2232	FDXR	NM_004110	207813_s_at	0.36	0.88
274	BIN1	NM_004305	210202_s_at	-0.36	0.88
10307	APBB3	NM_006051	204650_s_at	0.35	0.88
8986	RPS6KA4	NM_003942	204632_at	-0.34	0.88
56938	ARNTL2	NM_020183	220658_s_at	-0.35	0.88
9510	ADAMTS1	NM_006988	222162_s_at	-0.32	0.88
2770	GNAI1	NM_002069	209576_at	-0.34	0.88
4350	MPG	NM_002434	203686_at	0.34	0.88
863	CBFA2T3	NM_005187	208056_s_at	0.34	0.88
2891	GRIA2	NM_000826	205358_at	0.33	0.88
10309	UNG2	X52486	210021_s_at	0.34	0.88
7037	TFRC	NM_003234	207332_s_at	-0.34	0.88
3574	IL7	NM_000880	206693_at	-0.34	0.89
55293	UEVLD	NM_018314	220775_s_at	0.34	0.89
27165	GLS2	NM_013267	205531_s_at	0.25	0.89
55188	RIC8B	NM_018157	219446_at	0.34	0.89
11202	KLK8	NM_007196	206125_s_at	-0.36	0.89
51181	DCXR	NM_016286	217973_at	0.3	0.89
827	CAPN6	NM_014289	202965_s_at	-0.33	0.89
390	RND3	Contig3682_RC	212724_at	-0.34	0.89
54438	GFOD1	NM_018988	219821_s_at	-0.34	0.89
10079	ATP9A	AB014511	212062_at	0.33	0.89
4285	MIPEP	NM_005932	36830_at	0.36	0.89
8324	FZD7	NM_003507	203706_s_at	-0.33	0.89
9052	GPRC5A	NM_003979	203108_at	0.35	0.89
9508	ADAMTS3	AB002364	214913_at	-0.29	0.89
10519	CIB1	NM_006384	201953_at	0.32	0.89
7138	TNNT1	NM_003283	213201_s_at	0.33	0.89
51735	RAPGEF6	NM_016340	219112_at	0.33	0.89
54970	TTC12	NM_017868	219587_at	0.29	0.89
2591	GALNT3	NM_004482	203397_s_at	-0.34	0.89
2348	FOLR1	NM_000802	204437_s_at	-0.33	0.89
2954	GSTZ1	NM_001513	209531_at	0.33	0.89
23318	ZCCHC11	D83776	212704_at	-0.29	0.89
10267	RAMP1	NM_005855	204916_at	0.33	0.89
25984	KRT23	NM_015515	218963_s_at	-0.34	0.89
6496	SIX3	NM_005413	206634_at	-0.26	0.89
786	CACNG1	NM_000727	206612_at	0.33	0.89
22976	PAXIP1	U80735	212825_at	0.31	0.89
283232	TMEM80	Contig52603_RC	221951_at	0.33	0.89
629	CFB	NM_001710	202357_s_at	0.33	0.9
7286	TUFT1	NM_020127	205807_s_at	0.32	0.9
5562	PRKAA1	NM_006251	209799_at	-0.27	0.9
9851	KIAA0753	NM_014804	204711_at	0.34	0.9
79622	C16orf33	Contig52526_RC	218493_at	0.31	0.9
55316	RSAD1	NM_018346	218307_at	0.33	0.9
6271	S100A1	NM_006271	205334_at	-0.33	0.9
55859	BEX1	NM_018476	218332_at	0.32	0.9
3595	IL12RB2	NM_001559	206999_at	-0.34	0.9
5100	PCDH8	NM_002590	206935_at	-0.36	0.9
2861	GPR37	NM_005302	209631_s_at	-0.32	0.9
26278	SACS	NM_014363	213262_at	-0.3	0.9
55506	H2AFY2	NM_018649	218445_at	-0.31	0.9
64215	DNAJC1	Contig3538_RC	218409_s_at	0.31	0.9
3096	HIVEP1	NM_002114	204512_at	-0.3	0.91
23059	CLUAP1	AB014543	204577_s_at	0.31	0.91
79602	ADIPOR2	Contig41209_RC	201346_at	0.29	0.91
56683	C21orf59	NM_017835	218123_at	0.3	0.91
22943	DKK1	NM_012242	204602_at	-0.32	0.91
6277	S100A6	NM_014624	217728_at	-0.31	0.91
65983	GRAMD3	AL157454	218706_s_at	-0.31	0.91
4255	MGMT	NM_002412	204880_at	0.31	0.91
10406	WFDC2	NM_006103	203892_at	0.31	0.91
3760	KCNJ3	NM_002239	207142_at	0.29	0.91
23552	CCRK	NM_012119	205271_s_at	0.28	0.91
9722	NOS1AP	AB007933	215153_at	0.23	0.91
23613	PRKCBP1	AB032951	209049_s_at	0.3	0.91
202	AIM1	U83115	212543_at	-0.28	0.91
51207	DUSP13	NM_016364	219963_at	0.3	0.91
83988	NCALD	AF052142	211685_s_at	-0.28	0.91
2920	CXCL2	NM_002089	209774_x_at	-0.23	0.91
8870	IER3	NM_003897	201631_s_at	0.29	0.91
55245	C20orf44	NM_018244	217935_s_at	0.29	0.91
6666	SOX12	NM_006943	204432_at	0.29	0.91
80279	CDK5RAP3	AK000260	218740_s_at	0.3	0.92
1644	DDC	NM_000790	205311_at	-0.26	0.92
5441	POLR2L	NM_021128	202586_at	0.29	0.92
9022	CLIC3	NM_004669	219529_at	-0.29	0.92
7769	ZNF226	NM_015919	219603_s_at	0.29	0.92
27239	GPR162	NM_019858	205056_s_at	0.27	0.92
26504	CNNM4	NM_020184	218900_at	0.3	0.92
3400	ID4	NM_001546	209291_at	-0.3	0.92
1733	DIO1	NM_000792	206457_s_at	0.28	0.92
25915	C3orf60	AL049955	209177_at	0.28	0.92
1525	CXADR	NM_001338	203917_at	-0.29	0.92
1475	CSTA	NM_005213	204971_at	-0.3	0.92
2155	F7	NM_019616	207300_s_at	0.29	0.92
4188	MDFI	NM_005586	205375_at	-0.29	0.92
3622	ING2	NM_001564	205981_s_at	0.29	0.92
25980	C20orf4	NM_015511	218089_at	0.2	0.92
8310	ACOX3	NM_003501	204242_s_at	0.29	0.92
54820	NDE1	NM_017668	218414_s_at	0.28	0.92
5816	PVALB	NM_002854	205336_at	0.23	0.92
60686	C14orf93	Contig51318_RC	219009_at	0.25	0.92
8792	TNFRSF11A	NM_003839	207037_at	-0.3	0.92
54894	RNF43	NM_017763	218704_at	0.28	0.92
5737	PTGFR	NM_000959	207177_at	-0.22	0.92
1501	CTNND2	U96136	209618_at	0.27	0.92
7764	ZNF217	NM_006526	203739_at	0.28	0.93
8405	SPOP	NM_003563	208927_at	0.27	0.93
1847	DUSP5	NM_004419	209457_at	0.28	0.93
4488	MSX2	NM_002449	205555_s_at	0.3	0.93
7163	TPD52	NM_005079	201691_s_at	0.26	0.93
25790	CCDC19	NM_012337	220308_at	0.29	0.93
5803	PTPRZ1	NM_002851	204469_at	-0.26	0.93
23635	SSBP2	NM_012446	203787_at	0.26	0.93
6548	SLC9A1	S68616	209453_at	0.27	0.93
8187	ZNF239	NM_005674	206261_at	0.27	0.93
2588	GALNS	NM_000512	206335_at	-0.23	0.93
54903	MKS1	NM_017777	218630_at	0.25	0.93
55163	PNPO	Contig55446_RC	218511_s_at	0.26	0.93
55101	NA	NM_018035	218038_at	0.27	0.93
4682	NUBP1	NM_002484	203978_at	0.24	0.93
3779	KCNMB1	NM_004137	209948_at	-0.22	0.93
64849	SLC13A3	AF154121	205243_at	-0.27	0.94
4691	NCL	NM_005381	200610_s_at	-0.26	0.94
64428	NARFL	Contig41536_RC	218742_at	0.2	0.94
23266	LPHN2	NM_012302	206953_s_at	-0.25	0.94
29104	N6AMT1	NM_013240	220311_at	0.22	0.94
1783	DYNC1LI2	NM_006141	203590_at	-0.25	0.94
8987	NA	NM_003943	203986_at	0.24	0.94
79852	ABHD9	Contig21225_RC	220013_at	-0.27	0.94
57586	SYT13	AB037848	221859_at	0.24	0.94
8785	MATN4	NM_003833	207123_s_at	-0.21	0.94
10331	B3GNT3	NM_014256	204856_at	-0.24	0.94
5357	PLS1	NM_002670	205190_at	0.25	0.94
54880	BCOR	Contig26100_RC	219433_at	0.23	0.94
55790	NA	NM_018371	219049_at	-0.25	0.94
4139	MARK1	NM_018650	221047_s_at	-0.24	0.94
81539	SLC38A1	Contig58438_RC	218237_s_at	0.24	0.95
10810	WASF3	NM_006646	204042_at	-0.18	0.95
926	CD8B	NM_004931	215332_s_at	-0.24	0.95
50805	IRX4	NM_016358	220225_at	-0.23	0.95
58513	EPS15L1	NM_021235	221056_x_at	0.23	0.95
6304	SATB1	NM_002971	203408_s_at	-0.24	0.95
79446	WDR25	Contig50337_RC	219609_at	0.21	0.95
23366	NA	AB020702	213424_at	0.23	0.95
55699	IARS2	NM_018060	217900_at	0.23	0.95
