Probe Set ID	Status	Gene Symbol	Gene Name	RefSeq Transcript ID	Chrom . Loc.
204855_at	Basal	SERPINB5	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 5	NM_002639	18q21.3
205014_at	Basal	HBP17	heparin-binding growth factor binding protein	NM_005130	4p16-p15
226185_at	Basal	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	NM_001263	4q21.23
216379_x_at	Basal	CD24	CD24 antigen (small cell lung carcinoma cluster 4 antigen)	NM_013230	6q21
216905_s_at	Basal	ST14	suppression of tumorigenicity 14 (colon carcinoma, matriptase, epithin)	NM_021978	11q24-q25
208651_x_at	Basal	CD24	CD24 antigen (small cell lung carcinoma cluster 4 antigen)	NM_013230	6q21
209873_s_at	Basal	PKP3	plakophilin 3	NM_007183	11p15
226187_at	Basal	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	NM_001263	4q21.23
227747_at	Basal	LOC196264	hypothetical protein LOC196264		11q23.3
202826_at	Basal	SPINT1	serine protease inhibitor, Kunitz type 1	NM_003710 /// NM_181642	15q14
209771_x_at	Basal	CD24	CD24 antigen (small cell lung carcinoma cluster 4 antigen)	NM_013230	6q21
205709_s_at	Basal	CDS1	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	NM_001263	4q21.23
221664_s_at	Basal	F11R	F11 receptor	NM_016946 /// NM_144501 /// NM_144502 /// NM_144503 /// NM_144504	1q21.2-q21.3
201130_s_at	Basal	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	NM_004360	16q22.1
234970_at	Basal	MTAC2D1	membrane targeting (tandem) C2 domain containing 1	NM_152332	14q32.12
209772_s_at	Basal	CD24	CD24 antigen (small cell lung carcinoma cluster 4 antigen)	NM_013230	6q21
200696_s_at	Basal	GSN	gelsolin (amyloidosis, Finnish type)	NM_000177 /// NM_198252	9q33
236279_at	Basal	FAM31C	family with sequence similarity 31, member C	NM_139161 /// NM_174881 /// NM_174882	19p13.3
202005_at	Basal	ST14	suppression of tumorigenicity 14 (colon carcinoma, matriptase, epithin)	NM_021978	11q24-q25
1552797_s_at	Basal	PROM2	prominin 2	NM_144707	2q11.2
222242_s_at	Basal	KLK5	kallikrein 5	NM_012427	19q13.3-q13.4
212543_at	Basal	AIM1	absent in melanoma 1	XM_166300	6q21
202489_s_at	Basal	FXYD3	FXYD domain containing ion transport regulator 3	NM_005971 /// NM_021910	19q13.13
204679_at	Basal	KCNK1	potassium channel, subfamily K, member 1	NM_002245	1q42-q43
221532_s_at	Basal	REC14	recombination protein REC14	NM_025234	15q24.1
203143_s_at	Basal	KIAA0040	KIAA0040 gene product	NM_014656	1q24-25
238742_x_at	Basal		Transcribed sequences
204734_at	Basal	KRT15	keratin 15	NM_002275	17q21.2
224746_at	Basal	KIAA1522	KIAA1522 protein	XM_036299	1p34.3
210582_s_at	Basal	LIMK2	LIM domain kinase 2	NM_005569 /// NM_016733	22q12.2
219919_s_at	Basal	SSH-3	slingshot 3	NM_017857 /// NM_018276	11q13.1
209885_at	Basal	RHOD	ras homolog gene family, member D	NM_014578	11q14.3
226535_at	Basal	ITGB6	integrin, beta 6		2q24.3
219513_s_at	Basal	SH2D3A	SH2 domain containing 3A	NM_005490	19p13.3
211778_s_at	Basal	ZNF339	zinc finger protein 339	NM_021220	20pter-q11.23
202917_s_at	Basal	S100A8	S100 calcium binding protein A8 (calgranulin A)	NM_002964	1q21
201510_at	Basal	ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	NM_004433	1q32.2
1553132_a_at	Basal	MTAC2D1	membrane targeting (tandem) C2 domain containing 1	NM_152332	14q32.12
224832_at	Basal	DUSP16	dual specificity phosphatase 16	NM_030640	12p13
202193_at	Basal	LIMK2	LIM domain kinase 2	NM_005569 /// NM_016733	22q12.2
201963_at	Basal	ACSL1	acyl-CoA synthetase long-chain family member 1	NM_001995	4q34-q35
204678_s_at	Basal	KCNK1	potassium channel, subfamily K, member 1	NM_002245	1q42-q43
220638_s_at	Basal	CBLC	Cas-Br-M (murine) ecotropic retroviral transforming sequence c	NM_012116	19q13.2
204019_s_at	Basal	SH3YL1	SH3 domain containing, Ysc84-like 1 (S. cerevisiae)	NM_015677	2p25.3
203287_at	Basal	LAD1	ladinin 1	NM_005558	1q25.1-q32.3
230430_at	Basal	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	NM_001246 /// NM_203468	9q34
207275_s_at	Basal	ACSL1	acyl-CoA synthetase long-chain family member 1	NM_001995	4q34-q35
229396_at	Basal	OVOL1	ovo-like 1(Drosophila)	NM_004561	11q13
1552478_a_at	Basal	IRF6	interferon regulatory factor 6	NM_006147	1q32.3-q41
219850_s_at	Basal	EHF	ets homologous factor	NM_012153	11p12
225391_at	Basal	LOC93622	hypothetical protein BC006130	NM_138699	4p16.1
220948_s_at	Basal	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	NM_000701 /// NM_001001586	1p13
213892_s_at	Basal	APRT	adenine phosphoribosyltransferase	NM_000485	16q24
235075_at	Basal	DSG3	desmoglein 3 (pemphigus vulgaris antigen)	NM_001944	18q12.1-q12.2
202525_at	Basal	PRSS8	protease, serine, 8 (prostasin)	NM_002773	16p11.2
225230_at	Basal	MGC54289	hypothetical protein MGC54289	NM_178454	1p13.2
219127_at	Basal	MGC11242	hypothetical protein MGC11242	NM_024320	17q21.32
202286_s_at	Basal	TACSTD2	tumor-associated calcium signal transducer 2	NM_002353	1p32-p31
203407_at	Basal	PPL	periplakin	NM_002705	16p13.3
206683_at	Basal	ZNF165	zinc finger protein 165	NM_003447	6p21.3
225301_s_at	Basal	MYO5B	myosin VB	XM_371116	18q21
232202_at	Basal		CDNA: FLJ21274 fis, clone COL01781
207655_s_at	Basal	BLNK	B-cell linker	NM_013314	10q23.2-q23.33
212420_at	Basal	ELF1	E74-like factor 1 (ets domain transcription factor)	NM_172373	13q13
201131_s_at	Basal	CDH1	cadherin 1, type 1, E-cadherin (epithelial)	NM_004360	16q22.1
236489_at	Basal		Transcribed sequences
218792_s_at	Basal	BSPRY	B-box and SPRY domain containing	NM_017688	9q33.1
229842_at	Basal	ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	NM_004433	1q32.2
224336_s_at	Basal	DUSP16	dual specificity phosphatase 16	NM_030640	12p13
212331_at	Basal	RBL2	retinoblastoma-like 2 (p130)	NM_005611	16q12.2
242320_at	Basal		Clone IMAGE:4769230, mRNA	NM_001455 /// NM_201559
239012_at	Basal	IBRDC2	IBR domain containing 2	NM_182757	6p22.3
31846_at	Basal	RHOD	ras homolog gene family, member D	NM_014578	11q14.3
203219_s_at	Basal	APRT	adenine phosphoribosyltransferase	NM_000485	16q24
1566766_a_at	Basal		MRNA full length insert cDNA clone EUROIMAGE 2344436
202181_at	Basal	KIAA0247	KIAA0247	NM_014734	14q24.1
205490_x_at	Basal	GJB3	gap junction protein, beta 3, 31kDa (connexin 31)	NM_001005752 /// NM_024009	1p34
218704_at	Basal	FLJ20315	hypothetical protein FLJ20315	NM_017763	17q23.2
224097_s_at	Basal	F11R	F11 receptor	NM_016946 /// NM_144501 /// NM_144502 /// NM_144503 /// NM_144504	1q21.2-q21.3
227134_at	Basal	SYTL1	synaptotagmin-like 1	NM_032872	1p35.3
206687_s_at	Basal	PTPN6	protein tyrosine phosphatase, non-receptor type 6	NM_002831 /// NM_080548 /// NM_080549	12p13
219916_s_at	Basal	RNF39	ring finger protein 39	NM_025236 /// NM_170769 /// NM_170770	6p21.3
212165_at	Basal	C1orf37	chromosome 1 open reading frame 37	NM_138391	1q32.1
210827_s_at	Basal	ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	NM_004433	1q32.2
225150_s_at	Basal	RTKN	rhotekin	NM_001015055 /// NM_001015056 /// NM_033046	2p13.1
205595_at	Basal	DSG3	desmoglein 3 (pemphigus vulgaris antigen)	NM_001944	18q12.1-q12.2
215243_s_at	Basal	GJB3	gap junction protein, beta 3, 31kDa (connexin 31)	NM_001005752 /// NM_024009	1p34
202376_at	Basal	SERPINA3	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3	NM_001085	14q32.1
226755_at	Basal		Nasopharyngeal carcinoma-associated antigen NPC-A-5 mRNA, complete cds		1q32.2
1555827_at	Basal	CCNL1	cyclin L1	NM_020307	3q25.32
225299_at	Basal	MYO5B	myosin VB	XM_371116	18q21
200706_s_at	Basal	LITAF	lipopolysaccharide-induced TNF factor	NM_004862	16p13.3-p12
226907_at	Basal	PPP1R14C	protein phosphatase 1, regulatory (inhibitor) subunit 14C	NM_030949	6q24.3-q25.3
219630_at	Basal	MAP17	membrane-associated protein 17	NM_005764	1p33
209020_at	Basal	C20orf111	chromosome 20 open reading frame 111	NM_016470	20q13.11
206561_s_at	Basal	AKR1B10	aldo-keto reductase family 1, member B10 (aldose reductase)	NM_020299	7q33
228256_s_at	Basal	TIGA1	TIGA1	NM_053000	5q21-q22
221531_at	Basal	REC14	recombination protein REC14	NM_025234	15q24.1
213285_at	Basal	LOC161291	hypothetical protein LOC161291	XM_090844	14q23.1
229498_at	Basal		Transcribed sequences
236113_at	Basal		Transcribed sequence with weak  similarity to protein sp:P39194 (H.sapiens) ALU7-HUMAN Alu subfamily SQ sequence contamination warning entry
1566465_at	Basal	KCNK1	potassium channel, subfamily K, member 1	NM_002245	1q42-q43
1553589_a_at	Basal	MAP17	membrane-associated protein 17	NM_005764	1p33
204351_at	Basal	S100P	S100 calcium binding protein P	NM_005980	4p16
208763_s_at	Basal	DSIPI	delta sleep inducing peptide, immunoreactor	NM_001015881 /// NM_004089 /// NM_198057	xq22.3
238689_at	Basal	GPR110	G protein-coupled receptor 110	NM_025048 /// NM_153840	6p21.1
220318_at	Basal	EPN3	epsin 3	NM_017957	17q21.33
225987_at	Basal	FLJ23153	likely ortholog of mouse tumor necrosis-alpha-induced adipose-related protein	NM_024636	7q21.13
203124_s_at	Basal	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	NM_000617	12q13
202768_at	Basal	FOSB	FBJ murine osteosarcoma viral oncogene homolog B	NM_006732	19q13.32
242354_at	Basal		Transcribed sequences
218531_at	Basal	FLJ21749	hypothetical protein FLJ21749	NM_025124	11q13.1
218780_at	Basal	HOOK2	hook homolog 2 (Drosophila)	NM_013312	19p13.2
211002_s_at	Basal	TRIM29	tripartite motif-containing 29	NM_012101 /// NM_058193	11q22-q23
227804_at	Basal	LOC116238	hypothetical protein BC014072	NM_138463	17q11.2
200704_at	Basal	LITAF	lipopolysaccharide-induced TNF factor	NM_004862	16p13.3-p12
211695_x_at	Basal	MUC1	mucin 1, transmembrane	NM_002456 /// NM_182741	1q21
238513_at	Basal	TMG4	transmembrane gamma-carboxyglutamic acid protein 4	NM_024081	11p13
235141_at	Basal	MRVLDC2	MARVEL (membrane-associating) domain containing 2	NM_144724	5q13.1
226026_at	Basal	DIRC2	disrupted in renal carcinoma 2	NM_032839	3q21.1
224879_at	Basal	C9orf123	chromosome 9 open reading frame 123	NM_033428	9p24.1
208083_s_at	Basal	ITGB6	integrin, beta 6	NM_000888	2q24.3
219388_at	Basal	TFCP2L3	transcription factor CP2-like 3	NM_024915	8q22.3
212202_s_at	Basal	DKFZP564G2022	DKFZP564G2022 protein	NM_015497	15q14
219377_at	Basal	C18orf11	chromosome 18 open reading frame 11	NM_022751	18q12.1
205977_s_at	Basal	EPHA1	EphA1	NM_005232	7q34
51192_at	Basal	SSH-3	slingshot 3	NM_017857 /// NM_018276	11q13.1
226926_at	Basal	ZD52F10	hypothetical gene ZD52F10	NM_033317	19q13.13
1554555_a_at	Basal	FLJ21148	hypothetical protein FLJ21148	NM_024860	16q13
212531_at	Basal	LCN2	lipocalin 2 (oncogene 24p3)	NM_005564	9q34
209348_s_at	Basal	MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	NM_005360	16q22-q23
223628_at	Basal	DKFZp434N035	hypothetical protein DKFZp434N035	NM_032262	22q11.21
202712_s_at	Basal	CKMT1	creatine kinase, mitochondrial 1 (ubiquitous)	NM_020990	15q15
232151_at	Basal		MRNA full length insert cDNA clone EUROIMAGE 2344436
210715_s_at	Basal	SPINT2	serine protease inhibitor, Kunitz type, 2	NM_021102	19q13.1
211025_x_at	Basal	COX5B	cytochrome c oxidase subunit Vb	NM_001862	2cen-q13
204733_at	Basal	KLK6	kallikrein 6 (neurosin, zyme)	NM_001012964 /// NM_001012965 /// NM_001012966 /// NM_002774	19q13.3
224727_at	Basal	LOC284361	hypothetical protein LOC284361	NM_175063 /// NM_206538	19q13.33-q13.41
209171_at	Basal	ITPA	inosine triphosphatase (nucleoside triphosphate pyrophosphatase)	NM_033453 /// NM_181493	20p
224189_x_at	Basal	EHF	ets homologous factor	NM_012153	11p12
217528_at	Basal	CLCA2	chloride channel, calcium activated, family member 2	NM_006536	1p31-p22
219411_at	Basal	ELMO3	engulfment and cell motility 3 (ced-12 homolog, C. elegans)	NM_024712	16q22.1
203123_s_at	Basal	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	NM_000617	12q13
219395_at	Basal	FLJ21918	hypothetical protein FLJ21918	NM_024939	16q22.1
210135_s_at	Mesenchymal	SHOX2	short stature homeobox 2	NM_003030 /// NM_006884	3q25-q26.1
239367_at	Mesenchymal	BDNF	brain-derived neurotrophic factor	NM_001709 /// NM_170731 /// NM_170732 /// NM_170733 /// NM_170734 /// NM_170735	11p13
223266_at	Mesenchymal	ALS2CR2	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 2	NM_018571	2q33-q34
209409_at	Mesenchymal	GRB10	growth factor receptor-bound protein 10	NM_001001549 /// NM_001001550 /// NM_001001555 /// NM_005311	7p12-p11.2
206805_at	Mesenchymal	SEMA3A	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A	NM_006080	7p12.1
204589_at	Mesenchymal	ARK5	AMP-activated protein kinase family member 5	NM_014840	12q24.11
221571_at	Mesenchymal	TRAF3	TNF receptor-associated factor 3	NM_003300 /// NM_145725 /// NM_145726	14q32.33
204141_at	Mesenchymal	TUBB	tubulin, beta polypeptide	NM_001069	6p25
203390_s_at	Mesenchymal	KIF3C	kinesin family member 3C	NM_002254	2p23
225285_at	Mesenchymal	BCAT1	branched chain aminotransferase 1, cytosolic	NM_005504	12pter-q12
225093_at	Mesenchymal	UTRN	utrophin (homologous to dystrophin)	NM_007124	6q24
206290_s_at	Mesenchymal	RGS7	regulator of G-protein signalling 7	NM_002924	1q43
201029_s_at	Mesenchymal	CD99	CD99 antigen	NM_002414	xp22.32; yp11.3
202998_s_at	Mesenchymal	LOXL2	lysyl oxidase-like 2	NM_002318	8p21.3-p21.2
224733_at	Mesenchymal	CKLFSF3	chemokine-like factor super family 3	NM_144601 /// NM_181553 /// NM_181554 /// NM_181555	16q22.1
204235_s_at	Mesenchymal	GULP1	GULP, engulfment adaptor PTB domain containing 1	NM_016315	2q32.3-q33
209013_x_at	Mesenchymal	TRIO	triple functional domain (PTPRF interacting)	NM_007118	5p15.1-p14
205100_at	Mesenchymal	GFPT2	glutamine-fructose-6-phosphate transaminase 2	NM_005110	5q34-q35
227481_at	Mesenchymal	MAGI1	membrane associated guanylate kinase interacting protein-like 1	NM_173515	6q25.2
227966_s_at	Mesenchymal	LOC90557	hypothetical protein BC016861	NM_138770 /// NM_207310	2q21.2
243423_at	Mesenchymal		Transcribed sequences
235391_at	Mesenchymal	LOC137392	similar to CG6405 gene product	NM_145269	8q22.1
212419_at	Mesenchymal	C10orf56	chromosome 10 open reading frame 56	NM_153367	10q23.1
226517_at	Mesenchymal	BCAT1	branched chain aminotransferase 1, cytosolic	NM_005504	12pter-q12
208178_x_at	Mesenchymal	TRIO	triple functional domain (PTPRF interacting)	NM_007118	5p15.1-p14
209462_at	Mesenchymal	APLP1	amyloid beta (A4) precursor-like protein 1	NM_005166	19q13.1
222862_s_at	Mesenchymal	AK5	adenylate kinase 5	NM_012093 /// NM_174858	1p31
241457_at	Mesenchymal		Transcribed sequences	NM_012304
209156_s_at	Mesenchymal	COL6A2	collagen, type VI, alpha 2	NM_001849 /// NM_058174 /// NM_058175	21q22.3
201037_at	Mesenchymal	PFKP	phosphofructokinase, platelet	NM_002627	10p15.3-p15.2
212792_at	Mesenchymal	KIAA0877	KIAA0877 protein	XM_371891 /// XM_374422	7p14.3-p14.2
212423_at	Mesenchymal	C10orf56	chromosome 10 open reading frame 56	NM_153367	10q23.1
209012_at	Mesenchymal	TRIO	triple functional domain (PTPRF interacting)	NM_007118	5p15.1-p14
204396_s_at	Mesenchymal	GRK5	G protein-coupled receptor kinase 5	NM_005308	10q24-qter
213058_at	Mesenchymal		CDNA FLJ30991 fis, clone HLUNG1000041
58780_s_at	Mesenchymal	FLJ10357	hypothetical protein FLJ10357	NM_018071	14q11.2
226084_at	Mesenchymal	MAP1B	microtubule-associated protein 1B	NM_005909 /// NM_032010	5q13
204035_at	Mesenchymal	SCG2	secretogranin II (chromogranin C)	NM_003469	2q35-q36
212233_at	Mesenchymal	MAP1B	microtubule-associated protein 1B	NM_005909 /// NM_032010	5q13
235004_at	Mesenchymal	RBM24	RNA binding motif protein 24	NM_153020	6p22.3
203320_at	Mesenchymal	LNK	lymphocyte adaptor protein	NM_005475	12q24
204115_at	Mesenchymal	GNG11	guanine nucleotide binding protein (G protein), gamma 11	NM_004126	7q31-q32
212764_at	Mesenchymal	TCF8	transcription factor 8 (represses interleukin 2 expression)		10p11.2
202986_at	Mesenchymal	ARNT2	aryl-hydrocarbon receptor nuclear translocator 2	NM_014862	15q24
238129_s_at	Mesenchymal	FZD2	frizzled homolog 2 (Drosophila)		17q21.1
212771_at	Mesenchymal	C10orf38	chromosome 10 open reading frame 38	XM_167709	10p13
218076_s_at	Mesenchymal	ARHGAP17	Rho GTPase activating protein 17	NM_001006634 /// NM_018054	16p12.2
227599_at	Mesenchymal	LOC151963	similar to BcDNA:GH11415 gene product		3q29
206924_at	Mesenchymal	IL11	interleukin 11	NM_000641	19q13.3-q13.4
220326_s_at	Mesenchymal	FLJ10357	hypothetical protein FLJ10357	NM_018071	14q11.2
209598_at	Mesenchymal	PNMA2	paraneoplastic antigen MA2		8p21.1
223614_at	Mesenchymal	DKFZp761D112	hypothetical protein DKFZp761D112		8q21.3
219371_s_at	Mesenchymal	KLF2	Kruppel-like factor 2 (lung)	NM_016270	19p13.13-p13.11
225275_at	Mesenchymal	EDIL3	EGF-like repeats and discoidin I-like domains 3	NM_005711	5q14
219043_s_at	Mesenchymal	PDCL3	phosducin-like 3	NM_024065 /// XM_211858	2q12.1
228367_at	Mesenchymal	HAK	heart alpha-kinase	NM_052947	18q21.31-q21.32
230720_at	Mesenchymal	MGC33993	hypothetical protein MGC33993	NM_152737	6p23
226997_at	Mesenchymal		CDNA FLJ10196 fis, clone HEMBA1004776
207876_s_at	Mesenchymal	FLNC	filamin C, gamma (actin binding protein 280)	NM_001458	7q32-q35
