Chromosome	TCM score	Gene Symbol	Title	ProbeSet Affymetrix HG-U133A&B	Cytoband	Position (kb)
1	3.524	CGI-63	nuclear receptor binding factor 1	218664_at	1p35.3	29207
1	3.97	PEF	PEF protein with a long N-terminal hydrophobic domain (peflin)	217923_at	1p35.2	31598
1	4.401	KPNA6	karyopherin alpha 6 (importin alpha 7)	212101_at	1p35.2	32140
1	4.758	DKFZp451J0118	taxilin	212300_at	1p35.2	32165
1	5.044	EIF3S2	eukaryotic translation initiation factor 3, subunit 2 beta, 36kDa	208756_at	1p35.2	32196
1	5.23	HDAC1	histone deacetylase 1	201209_at	1p35.1	32301
1	5.692	MLP	MARCKS-like protein	200644_at	1p35.1	32301
1	5.195	FLJ10276	hypothetical protein FLJ10276	218004_at	1p35.1	32333
1	4.44	ARCH	archease	228970_at	1p35.1	32589
1	4.873	RBBP4	retinoblastoma binding protein 4	210371_s_at	1p35.1	32647
1	4.646	SYNCOILIN	intermediate filament protein syncoilin	237333_at	1p35.1	32649
1	3.757	KIAA1522	KIAA1522 protein	224746_at	1p35.1	32742
1	4.003	FLJ12903	hypothetical protein FLJ12903	222610_s_at	1p35.1	32796
1	3.66	BCLP	beta-casein-like protein	225536_at	1p35.1	32862
1	3.645	ZNF258	zinc finger protein 258	227594_at	1p34.3	34881
1	3.704	ZNF262	zinc finger protein 262	202051_s_at	1p34.3	35314
1	3.654	PKD1-like	polycystic kidney disease 1-like	222468_at	1p34.3	35326
1	3.901	NCDN	neurochondrin	209556_at	1p34.3	35459
1	3.461	FLJ38984	hypothetical protein FLJ38984	212791_at	1p34.3	35607
1	4.941	EIF2C3	eukaryotic translation initiation factor 2C, 3	219426_at	1p34.3	35948
1	3.657	ADPRHL2	ADP-ribosylhydrolase like 2	223097_at	1p34.3	35986
1	3.866	NOR1	oxidored-nitro domain-containing protein	227359_at	1p34.3	36311
1	4.609	FLJ11730	hypothetical protein FLJ11730	218165_at	1p34.3	37386
1	3.634	DNALI1	dynein, axonemal, light intermediate polypeptide 1	205186_at	1p34.3	37452
1	3.501	HUMAUANTIG	nucleolar GTPase	227081_at	1p34.3	37459
1	4.314	FLJ23476	ischemia/reperfusion inducible protein	222703_s_at	1p34.3	37696
1	3.929	FLJ45459	FLJ45459 protein	225480_at	1p34.3	37701
1	3.748	SF3A3	splicing factor 3a, subunit 3, 60kDa	203818_s_at	1p34.3	37836
1	3.546	SCMH1	sex comb on midleg homolog 1 (Drosophila)	221216_s_at	1p34.2	40906
1	3.566	KIAA1041	KIAA1041 protein	206015_s_at	1p34.2	42055
1	4.638	PPIH	peptidyl prolyl isomerase H (cyclophilin H)	204228_at	1p34.2	42543
1	4.041	NSEP1	nuclease sensitive element binding protein 1	208628_s_at	1p34.2	42579
1	4.371	MGC955	hypothetical protein MGC955	62212_at	1p34.2	42654
1	3.471	LOC51058	hypothetical protein LOC51058	232780_s_at	1p34.2	42730
1	6.026	EBNA1BP2	EBNA1 binding protein 2	201323_at	1p34.2	43043
1	3.445	MGC17299	hypothetical protein MGC17299	225822_at	1p34.2	43152
1	4.917	CDC20	CDC20 cell division cycle 20 homolog (S. cerevisiae)	202870_s_at	1p34.2	43239
1	5.05	ELOVL1	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1	218028_at	1p34.2	43242
1	4.329	MED8	mediator of RNA polymerase II transcription, subunit 8 homolog (yeast)	213126_at	1p34.2	43263
1	4.045	KIAA0467	KIAA0467 protein	215364_s_at	1p34.2	43327
1	3.946	PTPRF	protein tyrosine phosphatase, receptor type, F	215066_at	1p34.2	43468
1	3.812	JMJD2	jumonji domain containing 2	203205_at	1p34.2	43583
1	4.491	IPO13	importin 13	203546_at	1p34.1	43846
1	4.37	DPH2L2	diptheria toxin resistance protein required for diphthamide biosynthesis-like 2 (S. cerevisiae)	204514_at	1p34.1	43851
1	4.624	ATP6V0B	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit c /// ATPase, H+ transporting, lysosomal 21kDa, V0 subunit c	200078_s_at	1p34.1	43855
1	3.441	DMAP1	DNA methyltransferase 1 associated protein 1	224163_s_at	1p34.1	44098
1	3.763	PRNPIP	prion protein interacting protein	208973_at	1p34.1	44100
1	3.905	KIF2C	kinesin family member 2C	209408_at	1p34.1	44646
1	3.906	MUTYH	mutY homolog (E. coli)	207727_s_at	1p34.1	45208
1	3.959	LOC51249	hypothetical protein LOC51249	223335_at	1p34.1	45572
1	3.997	RNF11	ring finger protein 11	208924_at	1p32.3	51108
1	4.085	EPS15	epidermal growth factor receptor pathway substrate 15	217886_at	1p32.3	51190
1	3.798	OSBPL9	oxysterol binding protein-like 9	218047_at	1p32.3	51623
1	4.181	TLP19	endoplasmic reticulum thioredoxin superfamily member, 18 kDa	223017_at	1p32.3	51855
1	3.652	MGC23908	similar to RNA polymerase B transcription factor 3	225976_at	1p32.3	51923
1	3.456	FLJ14936	hypothetical protein FLJ14936	223230_at	1p32.3	52253
1	3.757	C1orf8	chromosome 1 open reading frame 8	200620_at	1p32.3	53867
1	3.849	MRPL37	mitochondrial ribosomal protein L37	222993_at	1p32.3	54048
1	3.915	ALG6	asparagine-linked glycosylation 6 homolog (yeast, alpha-1,3-glucosyltransferase)	219649_at	1p31.3	63264
1	4.779	PGM1	phosphoglucomutase 1	201968_s_at	1p31.3	63495
1	3.903	KIAA1579	hypothetical protein FLJ10770	201648_at	1p31.3	64668
1	3.734	MI-ER1	mesoderm induction early response 1	225475_at	1p31.2	66822
1	3.433	PAI-RBP1	PAI-1 mRNA-binding protein	217724_at	1p31.2	67246
1	3.498	FPGT	fucose-1-phosphate guanylyltransferase	205140_at	1p31.1	74042
1	3.49	CRYZ	crystallin, zeta (quinone reductase)	202950_at	1p31.1	74541
1	4.083	ACADM	acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	202502_at	1p31.1	75651
1	3.481	PRKACB	protein kinase, cAMP-dependent, catalytic, beta	202741_at	1p31.1	84126
1	3.764	GNG5	guanine nucleotide binding protein (G protein), gamma 5	207157_s_at	1p22.3	84386
1	3.616	SPATA1	spermatogenesis associated 1	218923_at	1p22.3	84441
1	4.315	CTBS	chitobiase, di-N-acetyl-	218924_s_at	1p22.3	84442
1	3.712	gm117	gm117	228135_at	1p22.3	85140
1	4.203	BCL10	B-cell CLL/lymphoma 10	205263_at	1p22.3	85154
1	3.412	GBP3	guanylate binding protein 3	223434_at	1p22.2	88939
1	3.488	GBP1	guanylate binding protein 1, interferon-inducible, 67kDa	231578_at	1p22.2	88986
1	4.083	GBP2	guanylate binding protein 2, interferon-inducible	242907_at	1p22.2	89038
1	3.392	GBP5	guanylate binding protein 5	229625_at	1p22.2	89193
1	4.73	LRRC5	leucine rich repeat containing 5	218684_at	1p22.2	89867
1	3.469	FLJ20403	hypothetical protein FLJ20403	227680_at	1p22.2	89960
1	4.029	CDC7	CDC7 cell division cycle 7 (S. cerevisiae)	204510_at	1p22.2	91462
1	4.152	GLMN	glomulin, FKBP associated protein	237388_at	1p22.1	92187
1	5.455	FLJ13150	hypothetical protein FLJ13150	222893_s_at	1p22.1	92318
1	3.926	EVI5	ecotropic viral integration site 5	209717_at	1p22.1	92446
1	3.655	RPL5	ribosomal protein L5	200937_s_at	1p22.1	92773
1	4.988	M96	likely ortholog of mouse metal response element binding transcription factor 2	209705_at	1p22.1	93075
1	4.837	CGI-100	CGI-100 protein	202194_at	1p22.1	93089
1	5.316	DR1	down-regulator of transcription 1, TBP-binding (negative cofactor 2)	209187_at	1p22.1	93299
1	6.033	FLJ20275	hypothetical protein FLJ20275	215017_s_at	1p22.1	93491
1	3.443	BCAR3	breast cancer anti-estrogen resistance 3	204032_at	1p22.1	93499
1	5.823	HSU15552	acidic 82 kDa protein mRNA	202776_at	1p22.1	93807
1	4.841	GCLM	glutamate-cysteine ligase, modifier subunit	203925_at	1p22.1	93825
1	4.984	PARG1	PTPL1-associated RhoGAP 1	203910_at	1p22.1	94110
1	4.741	ABCD3	ATP-binding cassette, sub-family D (ALD), member 3	202850_at	1p21.3	94455
1	3.639	MGC45474	hypothetical protein MGC45474	228221_at	1p21.3	94828
1	3.489	CNN3	calponin 3, acidic	228297_at	1p21.3	94834
1	3.505	SNX7	sorting nexin 7	205573_s_at	1p21.3	98666
1	3.441	SLC35A3	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3	209865_at	1p21.2	99951
1	3.93	HIAT1	hippocampus abundant transcript 1	225222_at	1p21.2	100011
1	3.47	SLC30A7	solute carrier family 30 (zinc transporter), member 7	226217_at	1p21.2	100907
1	3.46	VAV3	vav 3 oncogene	218807_at	1p13.3	107468
1	3.424	DKFZp586G0123	calcium-binding transporter	204342_at	1p13.3	108032
1	4.956	STXBP3	syntaxin binding protein 3	203310_at	1p13.3	108698
1	3.854	MCLC	Mid-1-related chloride channel 1	213628_at	1p13.3	108819
1	3.989	KIAA0893	KIAA0893 protein	203855_at	1p13.3	108859
1	5.56	AD-020	protein x 013	222495_at	1p13.3	108937
1	3.386	KIAA1324	maba1	243349_at	1p13.3	109005
1	4.773	SARS	seryl-tRNA synthetase	200802_at	1p13.3	109077
1	3.473	CELSR2	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)	204029_at	1p13.3	109116
1	3.5	PSMA5	proteasome (prosome, macropain) subunit, alpha type, 5	201274_at	1p13.3	109243
1	3.476	FLJ39035	hypothetical protein FLJ39035	227981_at	1p13.3	109341
1	4.611	GSTM4	glutathione S-transferase M4	204149_s_at	1p13.3	109499
1	4.392	GSTM2	glutathione S-transferase M2 (muscle)	204418_x_at	1p13.3	109512
1	4.346	GSTM1	glutathione S-transferase M1	215333_x_at	1p13.3	109531
1	3.963	GSTM3	glutathione S-transferase M3 (brain)	202554_s_at	1p13.3	109578
1	3.482	AHCYL1	S-adenosylhomocysteine hydrolase-like 1	200848_at	1p13.3	109864
1	3.383	ATP5F1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1	243501_at	1p13.2	111303
1	3.608	CAPZA1	capping protein (actin filament) muscle Z-line, alpha 1	227364_at	1p13.2	112511
1	3.709	FLJ11220	hypothetical protein FLJ11220	222789_at	1p13.2	113606
1	3.622	HIPK1	homeodomain interacting protein kinase 1	212293_at	1p13.2	113818
1	3.799	PEX11B	peroxisomal biogenesis factor 11B	202658_at	1q21.1	143271
1	4.246	RPC62	polymerase (RNA) III (DNA directed) (62kD)	209382_at	1q21.1	143342
1	4.84	ZNF364	zinc finger protein 364	212742_at	1q21.1	143435
1	4.084	LOC149013	hypothetical protein LOC149013	213612_x_at	1q21.1	143974
1	3.757	CHD1L	chromodomain helicase DNA binding protein 1-like	212539_at	1q21.1	144272
1	4.779	BCL9	B-cell CLL/lymphoma 9	204129_at	1q21.1	144604
1	4.532	ACP6	lysophosphatidic acid phosphatase	218795_at	1q21.1	144626
1	4.514	HIST2H2AA	histone 2, H2aa	214290_s_at	1q21.2	147039
1	4.099	HIST2H4	histone 2, H4	230795_at	1q21.2	147048
1	3.558	HIST2H2BE	histone 2, H2be	202708_s_at	1q21.2	147072
1	4.593	CGI-143	CGI-143 protein	219345_at	1q21.2	147088
1	5.434	SF3B4	splicing factor 3b, subunit 4, 49kDa	209044_x_at	1q21.2	147111
1	3.659	ZA20D1	zinc finger, A20 domain containing 1	227436_at	1q21.2	147129
1	5.055	VPS45A	vacuolar protein sorting 45A (yeast)	209268_at	1q21.2	147333
1	4.068	ANP32E	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	221505_at	1q21.2	147407
1	4.193	APH-1A	likely ortholog of C. elegans anterior pharynx defective 1A	218389_s_at	1q21.2	147454
1	4.452	MRPS21	mitochondrial ribosomal protein S21	222997_s_at	1q21.2	147482
1	3.781	PRPF3	PRP3 pre-mRNA processing factor 3 homolog (yeast)	202251_at	1q21.2	147535
1	3.986	FLJ12528	threonyl-tRNA synthetase	221189_s_at	1q21.2	147693
1	4.187	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)	214056_at	1q21.2	147765
1	5.997	ENSA	endosulfine alpha	202596_at	1q21.2	147811
1	5.396	GPP34R	GPP34-related protein	218361_at	1q21.2	147835
1	4.331	ARNT	aryl hydrocarbon receptor nuclear translocator	230619_at	1q21.2	147998
1	3.774	SETDB1	SET domain, bifurcated 1	203155_at	1q21.3	148153
1	5.107	LASS2	LAG1 longevity assurance homolog 2 (S. cerevisiae)	222212_s_at	1q21.3	148154
1	5.597	HTCD37	TcD37 homolog	209586_s_at	1q21.3	148224
1	3.748	FLJ20519	hypothetical protein FLJ20519	239536_at	1q21.3	148238
1	3.471	SPEC1	small protein effector 1 of Cdc42	222537_s_at	1q21.3	148241
1	4.144	TCFL1	transcription factor-like 1	202261_at	1q21.3	148365
1	3.44	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha	207391_s_at	1q21.3	148438
1	4.428	KIAA1441	KIAA1441 protein	234924_s_at	1q21.3	148480
1	3.744	RFX5	regulatory factor X, 5 (influences HLA class II expression)	202963_at	1q21.3	148529
1	4.288	PSMB4	proteasome (prosome, macropain) subunit, beta type, 4	202244_at	1q21.3	148589
1	4.497	POGZ	pogo transposable element with ZNF domain	212153_at	1q21.3	148591
1	3.999	TUFT1	tuftelin 1	205807_s_at	1q21.3	148772
1	4.44	SNX27	sorting nexin family member 27	221498_at	1q21.3	148887
1	3.921	TDRKH	tudor and KH domain containing	223530_at	1q21.3	148962
1	4.029	MCSP	mitochondrial capsule selenoprotein	206406_at	1q21.3	150073
1	3.52	SPRR3	small proline-rich protein 3	218990_s_at	1q21.3	150192
1	3.878	PGLYRPIbeta	peptidoglycan recognition protein-I-beta precursor	220944_at	1q21.3	150519
1	3.623	S100A12	S100 calcium binding protein A12 (calgranulin C)	205863_at	1q21.3	150562
1	3.603	LOC200186	hypothetical protein LOC200186	226307_at	1q21.3	151137
1	5.023	SLC39A1	solute carrier family 39 (zinc transporter), member 1	217778_at	1q21.3	151148
1	4.229	CREB3L4	cAMP responsive element binding protein 3-like 4	226455_at	1q21.3	151162
1	4.637	RAB13	RAB13, member RAS oncogene family	202252_at	1q21.3	151170
1	5.827	NICE-3	NICE-3 protein	223034_s_at	1q21.3	151396
1	5.811	HAX1	HS1 binding protein	201145_at	1q21.3	151463
1	4.481	ADAR	adenosine deaminase, RNA-specific	201786_s_at	1q22	151771
1	5.937	PMVK	phosphomevalonate kinase	203515_s_at	1q22	152114
1	5.084	PBXIP1	pre-B-cell leukemia transcription factor interacting protein 1	214177_s_at	1q22	152133
1	5.557	PYGO2	pygopus 2	225370_at	1q22	152146
1	4.853	SHC1	SHC (Src homology 2 domain containing) transforming protein 1	201469_s_at	1q22	152152
1	5.005	CKS1B	CDC28 protein kinase regulatory subunit 1B	201897_s_at	1q22	152167
1	6.396	PP591	FAD-synthetase	212541_at	1q22	152179
1	5.376	ZFP67	zinc finger protein 67 homolog (mouse)	235145_at	1q22	152207
1	4.306	FLJ32934	hypothetical protein FLJ32934	242988_at	1q22	152212
1	6.467	ADAM15	a disintegrin and metalloproteinase domain 15 (metargidin)	217007_s_at	1q22	152245
1	6.691	EFNA4	ephrin-A4	205107_s_at	1q22	152258
1	4.436	EFNA3	ephrin-A3	210132_at	1q22	152276
1	7.36	EFNA1	ephrin-A1	202023_at	1q22	152323
1	5.868	LOC55974	stromal cell protein	219125_s_at	1q22	152327
1	6.73	DPM3	dolichyl-phosphate mannosyltransferase polypeptide 3	219373_at	1q22	152329
1	5.383	KCP2	keratinocytes associated protein 2	233122_at	1q22	152359
1	5.021	MUC1	mucin 1, transmembrane	213693_s_at	1q22	152375
1	3.838	MTX1	metaxin 1	213448_at	1q22	152417
1	5.627	GBA	glucosidase, beta; acid (includes glucosylceramidase)	209093_s_at	1q22	152421
1	6.613	C1orf2	chromosome 1 open reading frame 2	203550_s_at	1q22	152433
1	6.67	SCAMP3	secretory carrier membrane protein 3	201771_at	1q22	152442
1	7.525	CLK2	CDC-like kinase 2	203229_s_at	1q22	152449
1	5.254	FLJ35976	hypothetical protein FLJ35976	230256_at	1q22	152503
1	5.034	FDPS	farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)	201275_at	1q22	152506
1	4.564	RUSC1	RUN and SH3 domain containing 1	206949_s_at	1q22	152517
1	6.871	ASH1L	ash1 (absent, small, or homeotic)-like (Drosophila)	226447_at	1q22	152521
1	6.811	FLJ10504	misato	222584_at	1q22	152801
1	7.753	YAP	YY1 associated protein	217836_s_at	1q22	152846
1	7.124	DAP3	death associated protein 3	208822_s_at	1q22	152918
1	5.582	FLJ20203	hypothetical protein FLJ20203	223555_at	1q22	152951
1	5.155	RIT1	Ras-like without CAAX 1	236224_at	1q22	153084
1	7.679	KIAA0907	KIAA0907 protein	202220_at	1q22	153099
1	3.546	ARHGEF2	rho/rac guanine nucleotide exchange factor (GEF) 2	235595_at	1q22	153154
1	7.569	SSR2	signal sequence receptor, beta (translocon-associated protein beta)	200652_at	1q22	153195
1	7.506	C1orf6	chromosome 1 open reading frame 6 /// chromosome 1 open reading frame 6	224513_s_at	1q22	153221
1	6.509	MAPBPIP	mitogen-activated protein-binding protein-interacting protein	218291_at	1q22	153241
1	7.531	RAB25	RAB25, member RAS oncogene family	218186_at	1q22	153254
1	4.171	FLJ12287	hypothetical protein FLJ12287 similar to semaphorins	219259_at	1q22	153363
1	4.568	KIAA0446	KIAA0446 gene product	212683_at	1q22	153398
1	5.813	PMF1	polyamine-modulated factor 1	202337_at	1q22	153422
1	3.645	BGLAP	bone gamma-carboxyglutamate (gla) protein (osteocalcin)	206956_at	1q22	153429
1	6.227	EST1B	Est1p-like protein B	34868_at	1q22	153435
1	3.888	MGC13102	hypothetical protein MGC13102	223544_at	1q22	153478
1	5.178	MGC31963	kidney predominant protein NCU-G1	225401_at	1q22	153479
1	3.677	CCT3	chaperonin containing TCP1, subunit 3 (gamma)	200910_at	1q22	153495
1	4.102	APOA1BP	apolipoprotein A-I binding protein	224634_at	1q23.1	153781
1	5.779	FLJ20249	hypothetical protein FLJ20249	224632_at	1q23.1	153782
1	3.572	CD1E	CD1E antigen, e polypeptide	215784_at	1q23.1	155543
1	4.282	IFIX	interferon-inducible protein X	216748_at	1q23.1	156126
1	3.399	IFI16	interferon, gamma-inducible protein 16	206332_s_at	1q23.1	156238
1	3.64	AIM2	absent in melanoma 2	206513_at	1q23.1	156249
1	3.409	IGSF8	immunoglobulin superfamily, member 8	225025_at	1q23.2	157277
1	3.563	NCSTN	nicastrin	208759_at	1q23.2	157544
1	6.731	F11R	F11 receptor	223000_s_at	1q23.3	158182
1	3.848	LOC257106	hypothetical protein LOC257106	226219_at	1q23.3	158233
1	4.595	LNIR	Ig superfamily receptor LNIR	223540_at	1q23.3	158258
1	3.974	MGC33338	hypothetical protein MGC33338	227582_at	1q23.3	158286
1	6.358	PFDN2	prefoldin 2	218336_at	1q23.3	158287
1	5.275	NIT1	nitrilase 1	202891_at	1q23.3	158307
1	6.456	DEDD	death effector domain containing	215158_s_at	1q23.3	158307
1	7.18	HSPC155	hypothetical protein HSPC155	217797_at	1q23.3	158344
1	6.022	USP21	ubiquitin specific protease 21	234735_s_at	1q23.3	158351
1	6.518	B4GALT3	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3	210243_s_at	1q23.3	158357
1	6.08	NDUFS2	NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)	201966_at	1q23.3	158398
1	4.778	FLJ12770	hypothetical protein FLJ12770	226059_at	1q23.3	158416
1	4.302	SDHC	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa	210131_x_at	1q23.3	158549
1	3.405	KIS	kinase interacting with leukemia-associated gene (stathmin)	224691_at	1q23.3	159686
1	3.835	ALDH9A1	aldehyde dehydrogenase 9 family, member A1	201612_at	1q24.1	162818
1	4.34	CREG	cellular repressor of E1A-stimulated genes	201200_at	1q24.2	164697
1	3.474	MGC12538	hypothetical protein MGC12538	225356_at	1q24.2	165409
1	3.513	FLJ10706	hypothetical protein FLJ10706	231111_at	1q24.2	167007
1	3.659	PACE-1	ezrin-binding partner PACE-1	41329_at	1q24.2	167009
1	3.817	FMO4	flavin containing monooxygenase 4	206263_at	1q24.3	168550
1	3.508	KIAA0040	KIAA0040 gene product	203143_s_at	1q25.1	172366
1	3.866	FLJ10244	Ral-A exchange factor RalGPS2	227224_at	1q25.2	176128
1	3.838	FAM20B	family with sequence similarity 20, member B	202915_s_at	1q25.2	176283
1	3.561	TOR3A	torsin family 3, member A	218459_at	1q25.2	176303
1	4.845	LAP1B	lamina-associated polypeptide 1B	212408_at	1q25.2	177128
1	5.166	CAP350	centrosome-associated protein 350	213165_at	1q25.2	177323
1	4.947	ACBD6	acyl-Coenzyme A binding domain containing 6	225317_at	1q25.2-1q25.3	177496
1	4.156	XPR1	xenotropic and polytropic retrovirus receptor	222581_at	1q25.3	178094
1	4.228	STX6	syntaxin 6	212799_at	1q25.3	178181
1	3.526	MR1	major histocompatibility complex, class I-related	210224_at	1q25.3	178264
1	3.477	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	211963_s_at	1q25.3	180835
1	4.192	C1orf19	chromosome 1 open reading frame 19	225399_at	1q25.3	181282
1	4.419	C1orf22	chromosome 1 open reading frame 22	223243_s_at	1q25.3	181900
1	3.52	RNF2	ring finger protein 2	205215_at	1q25.3	182310
1	4.032	C1orf25	chromosome 1 open reading frame 25	223404_s_at	1q25.3	182327
1	4.231	C1orf26	chromosome 1 open reading frame 26	223548_at	1q25.3	182499
1	3.458	PRG4	proteoglycan 4, (megakaryocyte stimulating factor, articular superficial zone protein, camptodactyly, arthropathy, coxa vara, pericarditis syndrome)	228709_at	1q31.1	183520
1	3.718	C1orf27	chromosome 1 open reading frame 27	218721_s_at	1q31.1	183614
1	3.578	KIF14	kinesin family member 14	236641_at	1q32.1	197808
1	3.743	DKFZP564B1023	hypothetical protein DKFZp564B1023	228385_at	1q32.1	197901
1	3.693	LAD1	ladinin 1	203287_at	1q32.1	198638
1	5.003	LOC127829	hypothetical protein BC015408	225347_at	1q32.1	199390
1	3.399	RABIF	RAB interacting factor	204477_at	1q32.1	200136
1	3.808	C3IP1	kelch-like protein C3IP1	225068_at	1q32.1	200148
1	3.452	PEPP3	phosphoinositol 3-phosphate-binding protein-3	229245_at	1q32.1	201365
1	3.941	PIK3C2B	phosphoinositide-3-kinase, class 2, beta polypeptide	204484_at	1q32.1	201569
1	3.824	NUCKS	nuclear ubiquitous casein kinase and cyclin-dependent kinase substrate	226880_at	1q32.1	202864
1	4.122	RAB7L1	RAB7, member RAS oncogene family-like 1	218699_at	1q32.1	202914
1	3.989	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	201460_at	1q32.1	203990
1	3.689	TOSO	regulator of Fas-induced apoptosis	221601_s_at	1q32.1	204161
1	4.264	IRF6	interferon regulatory factor 6	202597_at	1q32.2	207038
1	3.897	MGC29875	hypothetical protein MGC29875	220251_at	1q32.2	207109
1	5.071	FLJ10876	hypothetical protein FLJ10876	222605_at	1q32.3	208568
1	3.38	TRAF5	TNF receptor-associated factor 5	204352_at	1q32.3	208627
1	3.566	MGC14801	hypothetical protein MGC14801 /// hypothetical protein MGC14801	224443_at	1q32.3	208644
1	3.38	NEK2	NIMA (never in mitosis gene a)-related kinase 2	204641_at	1q32.3	208915
1	4.074	KIAA0205	KIAA0205 gene product	227476_at	1q32.3	208996
1	3.599	DKFZP434B168	DKFZP434B168 protein	218783_at	1q32.3	209170
1	4.1	RAMP	RA-regulated nuclear matrix-associated protein	222680_s_at	1q32.3	209332
1	5.404	PPP2R5A	protein phosphatase 2, regulatory subunit B (B56), alpha isoform	202187_s_at	1q32.3	209591
1	3.665	FLJ10874	hypothetical protein FLJ10874	222752_s_at	1q32.3	209594
