Affy ID	Experiment	Control	T score	P value	fold change	annotation
201778_s_at	9790.9475	14464.3925	-7.063735	0.000001	0.67838	gb:NM_014774.1 /DB_XREF=gi:7662159 /GEN=KIAA0494 /FEA=FLmRNA /CNT=279 /TID=Hs.62515.0 /TIER=FL+Stack /STK=76 /UG=Hs.62515 /LL=9813 /DEF=Homo sapiens KIAA0494 gene product (KIAA0494), mRNA. /PROD=KIAA0494 gene product /FL=gb:AB007963.1 gb:BC002525.1 gb:NM_014774.1
222824_at	7860.785	11949.51	-10.368978	0	0.673003	Consensus includes gb:AW237290 /FEA=EST /DB_XREF=gi:6569679 /DB_XREF=est:xm69e05.x1 /CLONE=IMAGE:2689472 /UG=Hs.301957 nudix (nucleoside diphosphate linked moiety X)-type motif 5 /FL=gb:NM_014142.1
201776_s_at	3855.265	5693.6025	-6.761225	0.000002	0.697849	gb:AK001487.1 /DB_XREF=gi:7022773 /FEA=FLmRNA /CNT=279 /TID=Hs.62515.0 /TIER=Stack /STK=14 /UG=Hs.62515 /LL=9813 /UG_GENE=KIAA0494 /UG_TITLE=KIAA0494 gene product /DEF=Homo sapiens cDNA FLJ10625 fis, clone NT2RP2005540, highly similar to Homo sapiens mRNA for KIAA0494 protein. /FL=gb:AB007963.1 gb:BC002525.1 gb:NM_014774.1
201347_x_at	15775.9225	23527.7775	-8.509603	0	0.68706	gb:NM_012203.1 /DB_XREF=gi:6912395 /GEN=GRHPR /FEA=FLmRNA /CNT=320 /TID=Hs.155742.0 /TIER=FL+Stack /STK=168 /UG=Hs.155742 /LL=9380 /DEF=Homo sapiens glyoxylate reductasehydroxypyruvate reductase (GRHPR), mRNA. /PROD=glyoxylate reductasehydroxypyruvate reductase /FL=gb:NM_012203.1 gb:BC000605.1 gb:AF146018.1 gb:AF113215.1 gb:AF113251.1 gb:AF134895.1 gb:BC003131.1
220520_s_at	9851.9925	15186.8025	-15.569383	0	0.640787	gb:NM_017681.1 /DB_XREF=gi:8923134 /GEN=FLJ20130 /FEA=FLmRNA /CNT=5 /TID=Hs.163629.0 /TIER=FL /STK=0 /UG=Hs.163629 /LL=54830 /DEF=Homo sapiens hypothetical protein FLJ20130 (FLJ20130), mRNA. /PROD=hypothetical protein FLJ20130 /FL=gb:NM_017681.1
208579_x_at	52728.14	87528.87	-7.700514	0	0.591569	gb:NM_017445.1 /DB_XREF=gi:11036645 /GEN=H2BFS /FEA=FLmRNA /CNT=3 /TID=Hs.306200.0 /TIER=FL /STK=0 /UG=Hs.306200 /LL=54145 /DEF=Homo sapiens H2B histone family, member S (H2BFS), mRNA. /PROD=H2B histone family, member S /FL=gb:NM_017445.1
208527_x_at	14076.62	25453.3775	-10.282395	0	0.546621	gb:NM_003523.1 /DB_XREF=gi:4504266 /GEN=H2BFH /FEA=FLmRNA /CNT=4 /TID=Hs.182138.0 /TIER=FL /STK=0 /UG=Hs.182138 /LL=8344 /DEF=Homo sapiens H2B histone family, member H (H2BFH), mRNA. /PROD=H2B histone family, member H /FL=gb:NM_003523.1
219785_s_at	4037.8	6748.9675	-6.248668	0.000007	0.617252	gb:NM_024735.1 /DB_XREF=gi:13376055 /GEN=FLJ22477 /FEA=FLmRNA /CNT=19 /TID=Hs.118944.0 /TIER=FL /STK=0 /UG=Hs.118944 /LL=79791 /DEF=Homo sapiens hypothetical protein FLJ22477 (FLJ22477), mRNA. /PROD=hypothetical protein FLJ22477 /FL=gb:NM_024735.1
218702_at	1572.5275	2257.64375	-6.214513	0.000007	0.692149	gb:NM_017827.1 /DB_XREF=gi:8923420 /GEN=FLJ20450 /FEA=FLmRNA /CNT=70 /TID=Hs.14220.0 /TIER=FL+Stack /STK=22 /UG=Hs.14220 /LL=54938 /DEF=Homo sapiens hypothetical protein FLJ20450 (FLJ20450), mRNA. /PROD=hypothetical protein FLJ20450 /FL=gb:AB029948.1 gb:NM_017827.1
201765_s_at	4973.2675	8635.6925	-9.023385	0	0.54467	gb:AL523158 /DB_XREF=gi:12786651 /DB_XREF=AL523158 /CLONE=CS0DC001YM06 (3 prime) /FEA=FLmRNA /CNT=192 /TID=Hs.119403.0 /TIER=Stack /STK=50 /UG=Hs.119403 /LL=3073 /UG_GENE=HEXA /UG_TITLE=hexosaminidase A (alpha polypeptide) /FL=gb:NM_000520.2
222846_at	2329.995	3597.2625	-6.102977	0.000009	0.599397	Consensus includes gb:AB038995.1 /DEF=Homo sapiens mRNA for RAB-8b protein, complete cds. /FEA=mRNA /PROD=RAB-8b protein /DB_XREF=gi:7209511 /UG=Hs.321245 RAB-8b protein /FL=gb:AB038995.1 gb:NM_016530.1
218125_s_at	2205.74	3841.78	-5.997819	0.000011	0.622952	gb:NM_018246.1 /DB_XREF=gi:8922717 /GEN=FLJ10853 /FEA=FLmRNA /CNT=179 /TID=Hs.72085.0 /TIER=FL+Stack /STK=47 /UG=Hs.72085 /LL=55246 /DEF=Homo sapiens hypothetical protein FLJ10853 (FLJ10853), mRNA. /PROD=hypothetical protein FLJ10853 /FL=gb:NM_018246.1
218280_x_at	13323.065	21903.9675	-5.775432	0.000018	0.560962	gb:NM_003516.1 /DB_XREF=gi:4504250 /GEN=H2AFO /FEA=FLmRNA /CNT=109 /TID=Hs.795.0 /TIER=FL+Stack /STK=70 /UG=Hs.795 /LL=8337 /DEF=Homo sapiens H2A histone family, member O (H2AFO), mRNA. /PROD=H2A histone family, member O /FL=gb:L19779.1 gb:NM_003516.1 gb:BC001629.1
205164_at	6099.6125	9199.8825	-7.680068	0	0.656744	gb:NM_014291.1 /DB_XREF=gi:7657117 /GEN=GCAT /FEA=FLmRNA /CNT=53 /TID=Hs.54609.0 /TIER=FL+Stack /STK=30 /UG=Hs.54609 /LL=23464 /DEF=Homo sapiens glycine C-acetyltransferase (2-amino-3-ketobutyrate coenzyme A ligase) (GCAT), mRNA. /PROD=glycine C-acetyltransferase(2-amino-3-ketobutyrate coenzyme A ligase) /FL=gb:NM_014291.1 gb:AF077740.1
209622_at	2576.42	3925.06	-5.474958	0.000034	0.680797	gb:AB020739.1 /DB_XREF=gi:10640970 /FEA=FLmRNA /CNT=78 /TID=Hs.153003.0 /TIER=FL /STK=0 /UG=Hs.153003 /LL=8576 /UG_GENE=STK16 /DEF=Homo sapiens mRNA for F5-2, complete cds. /PROD=F5-2 /FL=gb:BC002618.1 gb:AB020739.1 gb:NM_003691.1 gb:AF203910.1 gb:AF060798.1
206110_at	14148.46	20485.975	-5.399896	0.000039	0.641946	gb:NM_003536.1 /DB_XREF=gi:4504294 /GEN=H3FK /FEA=FLmRNA /CNT=65 /TID=Hs.70937.0 /TIER=FL /STK=6 /UG=Hs.70937 /LL=8357 /DEF=Homo sapiens H3 histone family, member K (H3FK), mRNA. /PROD=H3 histone family, member K /FL=gb:NM_003536.1
219245_s_at	2071.65	3229.545	-5.360624	0.000043	0.633125	gb:AI309636 /DB_XREF=gi:4004507 /DB_XREF=qo77g11.x1 /CLONE=IMAGE:1914596 /FEA=FLmRNA /CNT=41 /TID=Hs.33533.0 /TIER=Stack /STK=20 /UG=Hs.33533 /LL=79676 /UG_GENE=FLJ13491 /UG_TITLE=hypothetical protein FLJ13491 /FL=gb:NM_024623.1
205791_x_at	332.5225	696.495	-5.174875	0.000064	0.410725	gb:NM_006300.1 /DB_XREF=gi:5454181 /GEN=ZNF230 /FEA=FLmRNA /CNT=28 /TID=Hs.193583.0 /TIER=FL+Stack /STK=12 /UG=Hs.193583 /LL=7773 /DEF=Homo sapiens zinc finger protein 230 (ZNF230), mRNA. /PROD=zinc finger protein 230 /FL=gb:NM_006300.1 gb:U95044.1
208546_x_at	14681.57	22838.5825	-7.243735	0.000001	0.617917	gb:NM_003524.1 /DB_XREF=gi:4504268 /GEN=H2BFJ /FEA=FLmRNA /CNT=3 /TID=Hs.249216.0 /TIER=FL /STK=0 /UG=Hs.249216 /LL=8345 /DEF=Homo sapiens H2B histone family, member J (H2BFJ), mRNA. /PROD=H2B histone family, member J /FL=gb:NM_003524.1
212871_at	3838.12	5582.27875	-7.305636	0.000001	0.699356	gb:NM_003668.1 /DB_XREF=gi:4506034 /GEN=MAPKAPK5 /FEA=FLmRNA /CNT=97 /TID=Hs.30327.0 /TIER=FL+Stack /STK=13 /UG=Hs.30327 /LL=8550 /DEF=Homo sapiens mitogen-activated protein kinase-activated protein kinase 5 (MAPKAPK5), mRNA. /PROD=mitogen-activated protein kinase-activatedprotein kinase 5 /FL=gb:NM_003668.1
214554_at	379.30125	618.93375	-5.0682	0.00008	0.602018	gb:NM_003511.1 /DB_XREF=gi:4504242 /GEN=H2AFI /FEA=FLmRNA /CNT=4 /TID=Hs.233568.0 /TIER=FL /STK=1 /UG=Hs.233568 /LL=8332 /DEF=Homo sapiens H2A histone family, member I (H2AFI), mRNA. /PROD=H2A histone family, member I /FL=gb:NM_003511.1
208576_s_at	1886.6625	3496.36125	-4.995448	0.000094	0.556438	gb:NM_003537.1 /DB_XREF=gi:4504296 /GEN=H3FL /FEA=FLmRNA /CNT=2 /TID=Hs.248177.0 /TIER=FL /STK=0 /UG=Hs.248177 /LL=8358 /DEF=Homo sapiens H3 histone family, member L (H3FL), mRNA. /PROD=H3 histone family, member L /FL=gb:NM_003537.1
203303_at	2489.14125	6642.6475	-5.375156	0.000042	0.368312	gb:NM_006520.1 /DB_XREF=gi:5730086 /GEN=TCTE1L /FEA=FLmRNA /CNT=110 /TID=Hs.75307.0 /TIER=FL+Stack /STK=29 /UG=Hs.75307 /LL=6990 /DEF=Homo sapiens t-complex-associated-testis-expressed 1-like (TCTE1L), mRNA. /PROD=t-complex-associated-testis-expressed 1-like /FL=gb:BC000968.2 gb:U02556.1 gb:NM_006520.1
208583_x_at	4241.195	6205.5375	-4.956689	0.000102	0.696531	gb:NM_021066.1 /DB_XREF=gi:10800143 /GEN=H2AFE /FEA=FLmRNA /CNT=3 /TID=Hs.274590.0 /TIER=FL /STK=0 /UG=Hs.274590 /LL=8331 /DEF=Homo sapiens H2A histone family, member E (H2AFE), mRNA. /PROD=H2A histone family, member E /FL=gb:NM_021066.1
214522_x_at	2688.5425	3985.575	-4.944745	0.000105	0.66909	gb:NM_021065.1 /DB_XREF=gi:10800129 /GEN=H2AFG /FEA=FLmRNA /CNT=5 /TID=Hs.239458.0 /TIER=FL /STK=0 /UG=Hs.239458 /LL=3013 /DEF=Homo sapiens H2A histone family, member G (H2AFG), mRNA. /PROD=H2A histone family, member G /FL=gb:NM_021065.1
208490_x_at	14984.175	27348.415	-10.238187	0	0.543665	gb:NM_003522.1 /DB_XREF=gi:4504264 /GEN=H2BFG /FEA=FLmRNA /CNT=4 /TID=Hs.182137.0 /TIER=FL /STK=0 /UG=Hs.182137 /LL=8343 /DEF=Homo sapiens H2B histone family, member G (H2BFG), mRNA. /PROD=H2B histone family, member G /FL=gb:NM_003522.1
222391_at	6644.7175	10904.26	-4.665073	0.000193	0.610619	Consensus includes gb:AL080250 /DEF=Human DNA sequence from clone RP1-234P15 on chromosome 6q13-14.3. Contains the 5 end of the COL12A1 gene for collagen type XII alpha 1, the gene for liver specific cytochrome c oxidase VIIa and the 3 end of the gene for a novel protein similar t... /FEA=mRNA_1 /DB_XREF=gi:5804917 /UG=Hs.108530 hypothetical protein FLJ10856 /FL=gb:NM_018247.1
224518_s_at	1451.87375	2195.21125	-8.435824	0	0.655413	gb:BC006436.1 /DEF=Homo sapiens, clone MGC:13105, mRNA, complete cds. /FEA=mRNA /PROD=Unknown (protein for MGC:13105) /DB_XREF=gi:13623632 /FL=gb:BC006436.1
204727_at	1367.65125	2034.76125	-4.571181	0.000237	0.624889	gb:AW772140 /DB_XREF=gi:7704203 /DB_XREF=hn68b03.x1 /CLONE=IMAGE:3033005 /FEA=FLmRNA /CNT=54 /TID=Hs.72160.0 /TIER=ConsEnd /STK=3 /UG=Hs.72160 /LL=11169 /UG_GENE=AND-1 /UG_TITLE=AND-1 protein /FL=gb:NM_007086.1
209078_s_at	10855.29	15249.05	-7.752568	0	0.689274	gb:AF276920.1 /DB_XREF=gi:9280552 /GEN=TRX2 /FEA=FLmRNA /CNT=177 /TID=Hs.211929.0 /TIER=FL /STK=0 /UG=Hs.211929 /LL=25828 /DEF=Homo sapiens thioredoxin 2 (TRX2) mRNA, complete cds. /PROD=thioredoxin 2 /FL=gb:NM_012473.1 gb:AF276920.1 gb:U78678.1
219056_at	1864.625	2990.7475	-4.536368	0.000256	0.62618	gb:NM_024570.1 /DB_XREF=gi:13375741 /GEN=FLJ11712 /FEA=FLmRNA /CNT=52 /TID=Hs.14920.0 /TIER=FL /STK=6 /UG=Hs.14920 /LL=79621 /DEF=Homo sapiens hypothetical protein FLJ11712 (FLJ11712), mRNA. /PROD=hypothetical protein FLJ11712 /FL=gb:NM_024570.1
219094_at	725.1225	1747.995	-7.855829	0	0.44548	gb:NM_014154.1 /DB_XREF=gi:7661763 /GEN=HSPC056 /FEA=FLmRNA /CNT=39 /TID=Hs.175038.0 /TIER=FL /STK=0 /UG=Hs.175038 /LL=29067 /DEF=Homo sapiens HSPC056 protein (HSPC056), mRNA. /PROD=HSPC056 protein /FL=gb:NM_014154.1 gb:AF161541.1
209911_x_at	30026.42	42555.7875	-4.519072	0.000266	0.674855	gb:BC002842.1 /DB_XREF=gi:12803984 /FEA=FLmRNA /CNT=36 /TID=Hs.180779.0 /TIER=FL /STK=0 /UG=Hs.180779 /LL=3017 /UG_GENE=H2BFB /DEF=Homo sapiens, H2B histone family, member B, clone MGC:3802, mRNA, complete cds. /PROD=H2B histone family, member B /FL=gb:BC002842.1 gb:NM_021063.1
204867_at	3237.7875	4583.315	-5.877316	0.000015	0.676365	gb:NM_005258.2 /DB_XREF=gi:6382072 /GEN=GCHFR /FEA=FLmRNA /CNT=42 /TID=Hs.83081.0 /TIER=FL+Stack /STK=13 /UG=Hs.83081 /LL=2644 /DEF=Homo sapiens GTP cyclohydrolase I feedback regulatory protein (GCHFR), mRNA. /PROD=GTP cyclohydrolase I feedback regulatoryprotein /FL=gb:NM_005258.2
205235_s_at	1315.44375	3166.1375	-4.398636	0.000347	0.423771	gb:NM_016195.1 /DB_XREF=gi:7705347 /GEN=MPHOSPH1 /FEA=FLmRNA /CNT=49 /TID=Hs.240.0 /TIER=FL /STK=1 /UG=Hs.240 /LL=9585 /DEF=Homo sapiens M-phase phosphoprotein 1 (MPHOSPH1), mRNA. /PROD=M-phase phosphoprotein 1 /FL=gb:NM_016195.1 gb:AL117496.1
218577_at	14951.7975	22781.2175	-4.397743	0.000347	0.681859	gb:NM_017768.1 /DB_XREF=gi:8923306 /GEN=FLJ20331 /FEA=FLmRNA /CNT=84 /TID=Hs.50848.0 /TIER=FL+Stack /STK=26 /UG=Hs.50848 /LL=55631 /DEF=Homo sapiens hypothetical protein FLJ20331 (FLJ20331), mRNA. /PROD=hypothetical protein FLJ20331 /FL=gb:NM_017768.1 gb:BC003407.1
201619_at	25971.46	43799.985	-11.229362	0	0.615229	gb:NM_006793.1 /DB_XREF=gi:5802973 /GEN=PRDX3 /FEA=FLmRNA /CNT=464 /TID=Hs.75454.0 /TIER=FL+Stack /STK=108 /UG=Hs.75454 /LL=10935 /DEF=Homo sapiens peroxiredoxin 3 (PRDX3), nuclear gene encoding mitochondrial protein, mRNA. /PROD=peroxiredoxin 3 /FL=gb:BC002685.1 gb:D49396.1 gb:NM_006793.1
202333_s_at	18489.025	25553.1275	-4.305411	0.000426	0.697712	gb:AA877765 /DB_XREF=gi:2986730 /DB_XREF=nr06f05.s1 /CLONE=IMAGE:1161057 /FEA=FLmRNA /CNT=187 /TID=Hs.811.0 /TIER=Stack /STK=14 /UG=Hs.811 /LL=7320 /UG_GENE=UBE2B /UG_TITLE=ubiquitin-conjugating enzyme E2B (RAD6 homolog) /FL=gb:NM_003337.1 gb:M74525.1
220892_s_at	19324.4125	34584.77	-4.606441	0.000219	0.47554	gb:NM_021154.1 /DB_XREF=gi:10863954 /GEN=PSA /FEA=FLmRNA /CNT=3 /TID=Hs.286049.0 /TIER=FL /STK=0 /UG=Hs.286049 /LL=29968 /DEF=Homo sapiens phosphoserine aminotransferase (PSA), mRNA. /PROD=phosphoserine aminotransferase /FL=gb:AF113132.1 gb:NM_021154.1
209398_at	49022.7925	83803.895	-6.724046	0.000003	0.590374	gb:BC002649.1 /DB_XREF=gi:12803628 /FEA=FLmRNA /CNT=154 /TID=Hs.7644.0 /TIER=FL+Stack /STK=86 /UG=Hs.7644 /LL=3006 /UG_GENE=H1F2 /DEF=Homo sapiens, H1 histone family, member 2, clone MGC:3992, mRNA, complete cds. /PROD=H1 histone family, member 2 /FL=gb:BC002649.1 gb:NM_005319.1
222958_s_at	5273.675	9748.605	-5.058896	0.000082	0.502432	Consensus includes gb:AK000490.1 /DEF=Homo sapiens cDNA FLJ20483 fis, clone KAT07613. /FEA=mRNA /DB_XREF=gi:7020614 /UG=Hs.133260 hypothetical protein FLJ20354 /FL=gb:NM_017779.1
204312_x_at	1463.69125	3712.625	-9.833257	0	0.382751	gb:AI655737 /DB_XREF=gi:4739716 /DB_XREF=tt14h05.x1 /CLONE=IMAGE:2240793 /FEA=FLmRNA /CNT=72 /TID=Hs.79194.0 /TIER=Stack /STK=10 /UG=Hs.79194 /LL=1385 /UG_GENE=CREB1 /UG_TITLE=cAMP responsive element binding protein 1 /FL=gb:NM_004379.1 gb:M27691.1
204313_s_at	2210.1075	5176.2375	-10.85235	0	0.42715	gb:AA161486 /DB_XREF=gi:1735796 /DB_XREF=zq42d09.s1 /CLONE=IMAGE:632369 /FEA=FLmRNA /CNT=72 /TID=Hs.79194.0 /TIER=Stack /STK=11 /UG=Hs.79194 /LL=1385 /UG_GENE=CREB1 /UG_TITLE=cAMP responsive element binding protein 1 /FL=gb:NM_004379.1 gb:M27691.1
200941_at	12579.2725	17916.65	-6.619216	0.000003	0.671929	gb:AK026575.1 /DB_XREF=gi:10439459 /FEA=FLmRNA /CNT=478 /TID=Hs.250899.0 /TIER=Stack /STK=81 /UG=Hs.250899 /LL=3281 /UG_GENE=HSBP1 /UG_TITLE=heat shock factor binding protein 1 /DEF=Homo sapiens cDNA: FLJ22922 fis, clone KAT06722. /FL=gb:AF068754.1 gb:NM_001537.1
206951_at	1679.2575	3054.645	-4.384543	0.000357	0.608257	gb:NM_003545.2 /DB_XREF=gi:5579467 /GEN=H4FJ /FEA=FLmRNA /CNT=8 /TID=Hs.240135.0 /TIER=FL /STK=0 /UG=Hs.240135 /LL=8367 /DEF=Homo sapiens H4 histone family, member J (H4FJ), mRNA. /PROD=H4 histone family, member J /FL=gb:NM_003545.2
203584_at	10542.175	15017.84	-3.947393	0.000944	0.682528	gb:NM_014673.1 /DB_XREF=gi:7661909 /GEN=KIAA0103 /FEA=FLmRNA /CNT=119 /TID=Hs.154387.0 /TIER=FL+Stack /STK=27 /UG=Hs.154387 /LL=9694 /DEF=Homo sapiens KIAA0103 gene product (KIAA0103), mRNA. /PROD=KIAA0103 gene product /FL=gb:D14659.1 gb:NM_014673.1
202807_s_at	841.1975	1310.9575	-3.946695	0.000946	0.64031	gb:NM_005488.1 /DB_XREF=gi:4885636 /GEN=TOM1 /FEA=FLmRNA /CNT=129 /TID=Hs.9482.0 /TIER=FL+Stack /STK=63 /UG=Hs.9482 /LL=10043 /DEF=Homo sapiens target of myb1 (chicken) homolog (TOM1), mRNA. /PROD=target of myb1 (chicken) homolog /FL=gb:NM_005488.1
221258_s_at	2997.14	5220.2775	-3.939393	0.000961	0.551725	gb:NM_031217.1 /DB_XREF=gi:13654289 /GEN=DKFZP434G2226 /FEA=FLmRNA /CNT=1 /TID=HsAffx.900177.66 /TIER=FL /STK=0 /DEF=Homo sapiens hypothetical protein DKFZp434G2226 (DKFZP434G2226), mRNA. /PROD=hypothetical protein DKFZp434G2226 /FL=gb:NM_031217.1
222697_s_at	3606.195	5875.9425	-3.924921	0.000993	0.683482	Consensus includes gb:AI521709 /FEA=EST /DB_XREF=gi:4435844 /DB_XREF=est:ti82a03.x1 /CLONE=IMAGE:2138476 /UG=Hs.266514 hypothetical protein FLJ11342 /FL=gb:NM_018394.1
220238_s_at	8604.1825	13205.5	-3.906399	0.001035	0.683312	gb:NM_018846.1 /DB_XREF=gi:9055325 /GEN=SBBI26 /FEA=FLmRNA /CNT=20 /TID=Hs.26481.0 /TIER=FL+Stack /STK=12 /UG=Hs.26481 /LL=55975 /DEF=Homo sapiens SBBI26 protein (SBBI26), mRNA. /PROD=SBBI26 protein /FL=gb:NM_018846.1 gb:AF111113.1
205094_at	2808.18625	3813.86625	-3.887458	0.001079	0.694707	gb:NM_000286.1 /DB_XREF=gi:4505720 /GEN=PEX12 /FEA=FLmRNA /CNT=47 /TID=Hs.25913.0 /TIER=FL+Stack /STK=20 /UG=Hs.25913 /LL=5193 /DEF=Homo sapiens peroxisomal biogenesis factor 12 (PEX12), mRNA. /PROD=peroxisomal biogenesis factor 12 /FL=gb:NM_000286.1 gb:U91521.1 gb:AB004546.1
201977_s_at	1659.7525	2408.9025	-3.849499	0.001174	0.689536	gb:AI539425 /DB_XREF=gi:4453560 /DB_XREF=te46d03.x1 /CLONE=IMAGE:2089733 /FEA=FLmRNA /CNT=213 /TID=Hs.63510.0 /TIER=Stack /STK=8 /UG=Hs.63510 /LL=9812 /UG_GENE=KIAA0141 /UG_TITLE=KIAA0141 gene product /FL=gb:D50931.1 gb:NM_014773.1
208725_at	2407.055	3622.5525	-3.833429	0.001217	0.644661	gb:AL031668 /DB_XREF=gi:11497492 /FEA=FLmRNA /CNT=318 /TID=Hs.12163.0 /TIER=Stack /STK=15 /UG=Hs.12163 /LL=8894 /UG_GENE=EIF2S2 /UG_TITLE=eukaryotic translation initiation factor 2, subunit 2 (beta, 38kD ) /DEF=Human DNA sequence from clone RP1-64K7 on chromosome 20q11.21-11.23. Contains the EIF2B2 gene for eukaryotic translation initiation factor 2 subunit 2 (beta, 38kD), a putative novel gene, the gene for heterogenous nuclear ribonucleoprotein RALY or... /FL=gb:BC000461.1 gb:NM_003908.1 gb:M29536.1 gb:BC000934.2
205046_at	1045.04625	4054.9375	-3.812024	0.001277	0.306986	gb:NM_001813.1 /DB_XREF=gi:4502780 /GEN=CENPE /FEA=FLmRNA /CNT=75 /TID=Hs.75573.0 /TIER=FL /STK=0 /UG=Hs.75573 /LL=1062 /DEF=Homo sapiens centromere protein E (312kD) (CENPE), mRNA. /PROD=centromere protein E /FL=gb:NM_001813.1
222825_at	5507.8975	8879.3075	-3.616813	0.001972	0.664435	Consensus includes gb:BF435752 /FEA=EST /DB_XREF=gi:11448067 /DB_XREF=est:nab41c07.x1 /CLONE=IMAGE:3268237 /UG=Hs.30532 CGI-77 protein /FL=gb:AF151836.1 gb:NM_016023.1
204458_at	663.46	1130.51375	-4.302987	0.000428	0.664078	gb:AL110209.1 /DB_XREF=gi:5817129 /GEN=DKFZp564A0122 /FEA=FLmRNA /CNT=74 /TID=Hs.6770.0 /TIER=Stack /STK=41 /UG=Hs.6770 /LL=23659 /DEF=Homo sapiens mRNA; cDNA DKFZp564A0122 (from clone DKFZp564A0122); partial cds. /PROD=hypothetical protein /FL=gb:NM_012320.1 gb:AB017494.1
