Target ID	UniGene ID	GenBank ID	Entrez ID	t-test	fold change (clear cell/nose)
HOXD1		3890735	3231	0.001958046	9.186068694
CP		6940364	1356	0.001456178	9.164405912
FBLN1		580739	2192	0.003657405	9.161288279
MERTK		7550066	10461	1.12E-05	9.000331483
DUSP5		5390161	1847	1.10E-06	8.961486429
RCOR2		2140553	283248	2.53E-05	8.861802262
AKR1C3		7210632	8644	0.006276201	8.728781929
IGF2BP3		1770243	10643	1.49E-06	8.476537159
UNC5A		1980634	90249	0.004177782	8.416996803
SLC45A4		3310632	57210	0.000736736	8.400467005
TSPAN1		2510358	10103	0.000139228	7.929701079
CRB3		4670402	92359	0.00127506	7.892269383
JAG1		1010376	182	5.30E-05	7.859168785
ACSM3		6580735	6296	1.79E-05	7.845677156
BCMO1		3890072	53630	0.000122056	7.786173706
SLC34A2		4490037	10568	0.002519273	7.700263708
LITAF		3180672	9516	0.002855236	7.660005849
CHKA		3460424	1119	2.10E-07	7.559303492
TOP2A		3990619	7153	1.26E-05	7.426588953
KCNJ2		60719	3759	5.06E-05	7.413924334
TMEM97		3420541	27346	2.16E-05	7.38990738
TRIM55		3800500	84675	0.009554951	7.380250211
FLJ22184		7550368	80164	0.000324527	7.364587985
NKD2		7210647	85409	0.001266251	7.188604431
CCNE1		3990026	898	0.001344836	7.145654987
FGFR4		70520	2264	2.39E-05	7.055360349
AURKA		4730605	6790	5.63E-05	7.048065219
APBB1IP		1820722	54518	0.003977324	7.027358091
AURKA		5420309	6790	5.38E-05	6.968440333
ASRGL1		6770270	80150	0.00232971	6.888763498
FAM107B		6040603	83641	5.36E-05	6.881223637
BCL2		4150201	596	0.002336103	6.878655427
CMTM8		2480037	152189	7.61E-07	6.850693479
PLS1		6330187	5357	0.000342657	6.823639832
LRRC26		7150270	389816	0.002698818	6.813620484
TJP3		3450524	27134	2.58E-05	6.788787242
E2F2		5340338	1870	3.14E-05	6.755741434
C1ORF116		730491	79098	0.004209495	6.697561116
CNKSR3		5420731	154043	3.80E-06	6.68918901
ARG2		5720725	384	0.008071903	6.668035974
MLXIPL		5560148	51085	0.003324438	6.648119532
DEPDC1B		7330338	55789	2.71E-06	6.640975881
KIAA1026		4640184	23254	0.000415364	6.624474146
KIF12		4490358	113220	0.000100782	6.551262166
WDR91		7150367	29062	9.75E-07	6.548546926
PRAME		2690519	23532	0.000169258	6.494371816
SFN		3710040	2810	0.005008558	6.467832789
TNF		2640301	7124	0.005229031	6.457444222
LOC389816		2140541	389816	0.006449641	6.386629984
C9ORF58		5420482	83543	0.000964371	6.371935174
LOC388564		5860050	388564	0.001755019	6.359672999
CENTA2		3990433	55803	0.001866221	6.28704452
SLC44A3		4230500	126969	0.000967983	6.168447209
SPSB2		380551	84727	0.000532621	6.142063849
CCNE1		2070131	898	0.000707434	6.140145317
DLL3		4210382	10683	5.86E-06	6.139404217
NUAK2		840356	81788	9.11E-05	6.077664449
RGS20		6400403	8601	0.000733009	6.07578259
ATP6V1B1		2850482	525	0.001504792	6.053698472
CDCA5		130022	113130	0.000158008	6.009529092
SLC25A15		5310615	10166	0.00010498	5.979783854
SLC4A11		7150209	83959	0.001987549	5.930299272
KIAA1712		5690181	80817	5.76E-06	5.894154371
PNKD		4730349	25953	0.000347024	5.856583383
LOC642559		5820538	642559	0.001542798	5.832659465
WNT7B		1500500	7477	0.000385023	5.777411843
KLHL13		7380142	90293	0.000650193	5.776896755
C5ORF39		7330523	389289	3.05E-05	5.747549864
F12		3610735	2161	0.00048352	5.717533234
LINCR		6220494	93082	0.00902061	5.705419447
GGT1		6940341	2678	0.000609976	5.702239914
GRB7		5900243	2886	0.006024917	5.636957702
KIFC1		5090095	3833	8.63E-05	5.620420967
ABCC4		2450201	10257	2.07E-05	5.618508175
KIAA0101		5090754	9768	0.000348602	5.54631237
AURKB		6770026	9212	0.00046601	5.531662228
METTL7B		5310142	196410	0.006754449	5.513512362
CAPN12		3710253	147968	0.000658373	5.509418559
HOXB7		2470328	3217	0.001318203	5.499513293
CCDC99		520528	54908	9.28E-07	5.459287013
LRG1		6660162	116844	0.001201177	5.44290153
CKB		4150066	1152	3.78E-05	5.402268812
EML1		1170093	2009	0.000363548	5.371973809
GPR160		7510367	26996	1.91E-05	5.304768806
SLC7A5		270152	8140	0.002330784	5.293988078
MAP7		5820491	9053	0.003929785	5.291297143
FAM149A		50463	25854	0.002181049	5.262420178
ABHD3		5050241	171586	6.84E-05	5.258910052
CITED4		5810142	163732	0.008639539	5.241262325
PODXL2		3360669	50512	0.000104201	5.236680154
MGAT4A		6220593	11320	0.000123496	5.211098816
SYNE2		160121	23224	0.000226015	5.20278047
ASB9		4480091	140462	0.000307851	5.166836567
SLC20A2		6590037	6575	0.002272261	5.159544272
LOC387882		5810743	387882	9.36E-06	5.154143388
CTH		60138	1491	0.000380552	5.153616293
TKT		6860202	7086	2.46E-08	5.135004226
MCM2		6770408	4171	8.60E-06	5.120417276
CDC25B		4760338	994	0.000613452	5.012211267
LOC728014		4760601	728014	3.81E-05	5.001140494
KNTC1		3190524	9735	6.07E-07	4.991623521
	Hs.384600	1340482	0	0.001246269	4.961789162
RHPN2		5960475	85415	0.00189666	4.930372136
RNASET2		2850100	8635	3.57E-05	4.917310199
MGLL		3830327	11343	1.09E-06	4.91545884
BCL2L1		670673	598	9.08E-05	4.886336
CCNE1		870497	898	0.005315764	4.872021804
LOC651816		1570746	651816	0.00034155	4.847919687
ABHD11		6110592	83451	0.000111841	4.836848027
SYTL2		6760037	54843	0.001298506	4.818311546
MCM4		6020170	4173	0.000124471	4.795786837
CDKN2AIP		5090440	55602	0.00184484	4.789411476
EHF		5090132	26298	0.007190599	4.785450155
PRRG2		3060605	5639	0.005137946	4.755386393
C12ORF56		6040452	115749	0.006269038	4.754883518
BIN1		650553	274	0.001073807	4.748138928
TMEM27		1820184	57393	0.007390401	4.742241181
	Hs.355933	520747	0	3.62E-05	4.741675644
CENPA		2600392	1058	0.000104095	4.735469568
HES6		610201	55502	0.001777798	4.732529619
TMC6		4290209	11322	0.006182972	4.716041107
DCPS		1500129	28960	0.000497218	4.713573578
FAM80B		6960333	57494	6.46E-05	4.711146595
FOXC1		5090750	2296	0.005954602	4.70124902
TACC2		3140743	10579	0.001024337	4.689931496
SYNE2		10634	23224	1.06E-05	4.686670879
BIN1		5130440	274	0.00129233	4.670700282
TSPAN33		4250753	340348	0.00813212	4.588390753
UHRF1		2940110	29128	0.00603143	4.586848651
C20ORF177		770221	63939	3.69E-08	4.583923388
CENPM		1450192	79019	7.19E-05	4.568990948
GGT1		4260092	2678	0.001255616	4.563190305
STMN1		3460707	3925	7.50E-07	4.528315134
C19ORF48		2850630	84798	9.72E-08	4.525383545
MITF		3190427	4286	3.69E-06	4.493263008
GCHFR		5670475	2644	0.008034276	4.450839081
CDT1		2630433	81620	3.58E-06	4.450663256
TBC1D8		620619	11138	1.10E-06	4.446427871
HS3ST1		4230332	9957	0.000199461	4.441399358
TXNDC12		7160274	51060	0.000113352	4.441388437
MGC61598		3800482	441478	0.000257499	4.429362461
NETO2		1580161	81831	0.00087218	4.425043643
UGT2B7		6400221	7364	0.001885999	4.422313902
TROAP		4760646	10024	7.83E-06	4.415375832
PRIM1		2140273	5557	0.000140377	4.408518288
LOC731049		4610608	731049	0.000392702	4.398497191
GRTP1		360706	79774	9.55E-05	4.391900387
EML1		6250612	2009	0.000620784	4.384132208
ACVR1B		4570240	91	0.00098934	4.37111286
SLC34A2		4760296	10568	0.001328079	4.36758327
MGLL		160612	11343	4.48E-06	4.360353316
LOC648814		7550025	648814	0.000276001	4.36004042
FBL		4880360	2091	2.49E-07	4.350962563
MTHFD2		6620689	10797	0.000129135	4.339495096
RBKS		4200209	64080	0.000667593	4.337365478
FBXL16		6840390	146330	0.002479095	4.33638394
C10ORF58		5960168	84293	1.07E-06	4.331722284
KAZALD1		1450202	81621	6.91E-05	4.315854901
KIF13B		5290209	23303	0.000222772	4.302576705
SEMA4D		4880408	10507	0.000848086	4.295995232
LOC646817		4050315	646817	0.00317798	4.284084022
L2HGDH		7040433	79944	4.80E-11	4.271731004
ARID3A		6510553	1820	0.000577052	4.266215975
C1ORF135		150129	79000	0.00011518	4.263232106
HRK		290437	8739	0.009506262	4.259313547
ST3GAL4		4200754	6484	0.000198659	4.250576892
C17ORF58		3440703	284018	0.001084721	4.250065477
GPR110		7000255	266977	0.001889521	4.250062844
AHCY		3710537	191	1.23E-08	4.23683886
SDC1		6590592	6382	3.98E-06	4.234266054
	Hs.553187	6620390	0	0.0044096	4.230875071
C11ORF1		610400	64776	4.27E-07	4.224069578
CDCA8		4830634	55143	0.000530663	4.211532542
ECH1		5360553	1891	0.000753632	4.207241213
SLC29A2		20609	3177	0.000319093	4.20048311
C8ORF31		2450142	286122	0.002160353	4.200001179
ISG20		6330132	3669	0.004508442	4.191263614
TSPAN12		2370671	23554	0.001765214	4.180315565
CENPF		4780129	1063	0.000136457	4.179936841
POU4F1		7400598	5457	0.0012001	4.179400973
ARID3B		5960670	10620	1.21E-08	4.171483933
PCBD1		3850600	5092	0.000595453	4.163970692
CSF2RA		4010719	1438	0.002532005	4.163288593
GGT1		830224	2678	0.000272302	4.15298963
FCGBP		130609	8857	0.009367696	4.132694056
TIMELESS		4180050	8914	7.19E-08	4.120045877
RAPGEF3		4050300	10411	0.004949495	4.116926738
SLC25A29		6760154	123096	0.000435347	4.116109462
BRI3BP		6840348	140707	6.30E-05	4.112903912
PSRC1		1070762	84722	0.000155123	4.089863666
C17ORF58		3450176	284018	0.001300021	4.086079429
CTH		1470576	1491	7.65E-05	4.079554098
ASB9		130110	140462	0.000839825	4.068929249
PLEKHA1		3930541	59338	0.001135964	4.046538228
LOC731314		4120538	731314	0.000358519	4.035650952
AVPI1		990500	60370	5.14E-05	4.032934854
CKS1B		4210088	1163	9.89E-05	4.027061879
LOC644624		7380397	644624	0.002615286	4.017368995
C19ORF48		2650349	84798	8.10E-06	4.007127245
FLJ35767		2680390	400629	9.46E-05	4.002711229
NP		6840075	4860	0.000553812	4.002029053
PPP2R5A		5870746	5525	0.000336861	4.000386758
PCK2		1780446	5106	0.001038543	3.998885985
DDIT3		830619	1649	0.00266974	3.994625
LOC642252		360059	642252	0.000195396	3.985702065
MLXIPL		5870010	51085	0.000757057	3.965315948
ASF1B		2630673	55723	0.000676174	3.965003871
LOC652545		1190070	652545	1.17E-07	3.961051065
PRKAB1		1260440	5564	0.001421584	3.959554694
LOC728014		3930326	728014	0.000199924	3.954471954
LOC728441		4230075	728441	0.001497076	3.94163491
ZNRF3		1340253	84133	5.57E-05	3.93559313
SUSD4		6020070	55061	0.002841937	3.927892883
SLC45A4		7150753	57210	0.000762868	3.926945312
EIF4E3		4850670	317649	0.002409493	3.926447014
CLCF1		5290397	23529	0.000866863	3.916225073
LOC728226		5910079	728226	0.000870272	3.914117686
EEF2K		3420300	29904	0.001770461	3.912702641
C21ORF70		2600519	85395	2.83E-07	3.911602458
FAM83D		150543	81610	0.002070913	3.896576274
TYMS		5910364	7298	8.41E-05	3.894119762
NUP62CL		7100541	54830	0.00335952	3.893496148
HMGB2		7610537	3148	0.000177383	3.886474837
SULT1C2		1470689	6819	0.000360776	3.885784375
MID1IP1		150438	58526	0.000390005	3.882691356
ARSE		3940630	415	0.0015147	3.882601733
CBX2		6590278	84733	0.004387467	3.882450681
CTH		6220504	1491	8.22E-05	3.864126432
CTDSPL		1770170	10217	0.000928245	3.863320836
UBE2C		4260368	11065	0.003884459	3.856876152
SLC5A6		5050040	8884	3.39E-06	3.838013028
CDC45L		2320170	8318	0.002782551	3.831937249
PLAGL2		4180209	5326	2.01E-07	3.822476767
SESTD1		670202	91404	0.003574207	3.822033724
ASB13		5050575	79754	0.00013558	3.819163013
TLCD1		1430681	116238	6.21E-05	3.805416067
PCBD1		3140021	5092	2.30E-07	3.778249853
THOC3		2480328	84321	5.91E-05	3.772627532
SPIRE2		6040014	84501	2.06E-06	3.760789015
TSEN54		4890092	283989	2.04E-06	3.748189438
CKS1B		2450358	1163	0.000426086	3.742799678
BRP44L		1990563	51660	1.51E-07	3.726023345
GPSM2		1070292	29899	0.001419807	3.720680682
SBK1		3850767	388228	0.004706895	3.713141202
KRT86		4280672	3892	1.82E-05	3.704495221
GUSB		3610553	2990	2.83E-05	3.703691328
TK1		4730196	7083	4.48E-05	3.700921788
NGEF		1170450	25791	0.004359091	3.699171212
UPP1		7570673	7378	2.51E-05	3.67686871
QPRT		2940291	23475	0.002199347	3.67467529
SLC3A2		5420575	6520	0.00791762	3.67400218
SYTL2		2100274	54843	0.005214591	3.664699072
MRPS12		5310465	6183	0.000400845	3.664207128
HMMR		4060064	3161	0.003501415	3.663431685
GGTLC2		840475	91227	0.00159908	3.65698838
RALY		7200333	22913	8.20E-05	3.650169112
WDR40B		2140397	139170	0.00912493	3.649678051
CENPN		3890475	55839	0.00076423	3.649264465
SMOX		3710553	54498	2.69E-07	3.647885077
KIF2C		1470647	11004	0.000258624	3.643021731
KIAA0513		5870301	9764	0.002622889	3.631007018
ANKRD34B		3390451	340120	0.001461972	3.611766441
POR		1230754	5447	0.001442128	3.604956987
SLC39A4		4040750	55630	0.004036734	3.601875376
C18ORF56		1450682	494514	4.26E-05	3.601197498
GULP1		3870072	51454	0.002958604	3.592156692
RFC4		7210435	5984	0.000139211	3.587556321
PRIM1		6200390	5557	1.48E-05	3.587411115
PECR		6200255	55825	0.000251664	3.576371957
KIF20A		1050195	10112	0.001360867	3.575154038
HEXIM2		1070358	124790	5.39E-06	3.568858297
E2F5		6650196	1875	8.38E-08	3.56658283
RPUSD1		6290181	113000	1.14E-06	3.564381445
TRIM45		6290431	80263	7.69E-06	3.558836997
FBXO5		4010097	26271	0.000210844	3.551304715
OIP5		7000161	11339	0.002064569	3.548603487
LOC346887		7150491	346887	2.84E-06	3.546358119
ARHGAP8		6760482	23779	0.000828378	3.545477388
BRI3BP		6450474	140707	2.87E-05	3.545476641
PELI2		3840491	57161	0.000294719	3.54328507
TMEM139		1850170	135932	0.006436235	3.538625283
GAS2L3		6400356	283431	3.65E-05	3.536193194
MYLIP		4830424	29116	0.000157906	3.535687858
CCDC51		4290259	79714	0.002031135	3.528120348
RAD51AP1		4150196	10635	0.002387955	3.521800543
RIPK2		4150520	8767	0.001912233	3.520325635
SPC25		1070411	57405	0.000154577	3.51633547
DNMT3B		6060653	1789	0.0001127	3.513705358
BCL2L12		6420379	83596	5.44E-05	3.51113964
C11ORF75		4900747	56935	0.000268935	3.507142594
LRPPRC		6380064	10128	2.02E-06	3.504133396
CSE1L		4920139	1434	0.000654389	3.495135801
CEBPA		1430280	1050	0.00944137	3.488403826
SAC3D1		4210692	29901	3.56E-07	3.487043695
MRRF		1980138	92399	3.86E-06	3.472970279
TRIB1		4810520	10221	0.006438138	3.469417473
LOC644624		6940730	644624	0.000255177	3.46606622
TPX2		6290358	22974	0.002655775	3.465201714
CEBPG		4230431	1054	0.000324982	3.465076973
PAFAH1B3		1510521	5050	7.75E-05	3.445822055
SFMBT1		2650433	51460	4.48E-06	3.439318424
DCI		2100079	1632	0.002730782	3.436746519
CCNB2		5360070	9133	0.009817819	3.432618627
OTX1		1740438	5013	2.27E-10	3.430431295
PILRB		1570039	29990	0.000183678	3.426143314
POLE		2000010	5426	4.08E-07	3.419173199
MLLT6		4640392	4302	1.12E-05	3.416733147
VGF		2850619	7425	0.008699757	3.413544246
LOC440928		1340100	440928	0.000605514	3.40868836
C1ORF97		6510360	84791	7.70E-05	3.403229149
SLC25A29		2710463	123096	0.000738986	3.396468057
PCBD1		4860184	5092	1.35E-07	3.392140512
TRIM9		2120112	114088	0.008547853	3.390259782
HIST3H2A		1500192	92815	0.001071045	3.383952337
FAM64A		5870193	54478	0.002590351	3.379973924
TFAP2A		4640204	7020	0.001126555	3.377613995
PAQR4		3460132	124222	0.001347105	3.367204195
SLC25A15		6590546	10166	0.000716029	3.363775982
BIK		6280440	638	0.002212554	3.363491674
DIAPH1		3940670	1729	6.49E-06	3.356806335
FAM100B		520278	283991	5.77E-06	3.356250358
KIAA1026		1990427	23254	0.000720097	3.354351902
KREMEN2		1690360	79412	0.007356082	3.342562984
NUAK2		380202	81788	0.00377097	3.337136012
SCARB1		1170338	949	6.26E-07	3.329520747
MCM7		730274	4176	0.000237532	3.32919457
LOC81691		3060703	81691	0.000108186	3.327542857
LOC145837		4050674	145837	0.000219637	3.327442618
LBR		5080524	3930	0.000170222	3.324684021
ETV4		70209	2118	0.000164135	3.323320338
TMEM99		3310471	147184	2.96E-05	3.317593592
ZNF695		1710044	57116	1.14E-05	3.313250054
PTK6		6330608	5753	0.003054691	3.310627326
CENPM		3930324	79019	0.000108119	3.298856927
C9ORF142		4180445	286257	2.06E-07	3.297790956
HES4		5260070	57801	0.009048465	3.297234954
TOP1MT		4220239	116447	4.49E-05	3.297003104
C21ORF70		620440	85395	6.73E-07	3.296468172
CMTM7		2140239	112616	0.000100457	3.293165921
EIF2C2		290468	27161	0.000496258	3.291348506
FER1L3		6510707	26509	2.47E-05	3.287287687
LOC728715		6770746	728715	4.40E-06	3.284510964
TNFSF9		5420441	8744	0.004742206	3.28417748
LOC143666		2600136	143666	2.01E-05	3.283724276
LOC644624		2570356	644624	0.000449648	3.275006449
MERTK		4730315	10461	0.000127497	3.274364333
	Hs.535392	5090021	0	0.001513177	3.271216178
CBS		1230047	875	0.000750384	3.271080139
IL17RB		1070152	55540	0.007052839	3.269880717
WDR51A		6660446	25886	6.01E-06	3.255475831
ZNF581		3890482	51545	1.11E-05	3.252412762
TTK		5870725	7272	0.007514505	3.24995248
PKMYT1		2510678	9088	4.87E-06	3.247774685
IPO4		4830500	79711	3.62E-07	3.246423895
EZH2		4180524	2146	3.56E-06	3.236937953
TACC2		5570286	10579	0.000567154	3.23540869
FRAT2		7330026	23401	3.13E-06	3.228662401
MPZL2		4810026	10205	0.006259701	3.226640921
RAB3IP		1990390	117177	2.38E-06	3.223681394
CENPM		6100079	79019	0.000324815	3.2221727
	Hs.551128	5900246	0	0.003636636	3.221604731
	Hs.279842	6960300	0	5.77E-08	3.22141798
ANKRD57		2510224	65124	0.003650367	3.212227651
SRGAP3		1230487	9901	0.009067364	3.20903136
STK40		3840521	83931	9.96E-06	3.206067424
C7ORF20		2900504	51608	0.000102902	3.20312067
DNMT3B		4390746	1789	0.000735015	3.201343938
C14ORF72		2850176	145200	0.000697476	3.177400341
MUTYH		5670037	4595	3.63E-05	3.177247986
DECR2		380148	26063	1.79E-05	3.171345308
FGFR4		6660240	2264	0.00013974	3.170241267
SEMA4B		5080280	10509	0.006321359	3.167285757
ACSM3		3840632	6296	1.75E-06	3.16390587
	Hs.538259	4890324	0	0.002955324	3.154325562
POLE2		1170326	5427	0.001896991	3.149329631
KIF11		4060176	3832	0.001809796	3.147304272
C17ORF53		4570224	78995	0.000456176	3.145077553
SNF1LK		1690678	150094	0.007181442	3.138325038
C14ORF94		4810112	54930	1.19E-07	3.137467578
CCDC59		1780730	29080	1.40E-07	3.132303242
HMGCR		6550603	3156	0.005775182	3.131750827
ZMYND19		4860437	116225	1.40E-05	3.130038381
H1F0		630278	3005	0.000470029	3.128929744
ADPRHL1		3390735	113622	0.006059241	3.127977198
CSF2RA		1980689	1438	0.006283053	3.126160967
LOC653479		1710280	653479	5.51E-06	3.124272636
TGFBR3		3190379	7049	0.007651905	3.123931603
LOC728554		1430093	728554	3.10E-07	3.123521275
CMTM6		1470520	54918	1.10E-05	3.116536115
PDXK		5890131	8566	0.00022578	3.116065135
LOC650826		1230066	650826	0.000197187	3.114142929
IRX5		3310022	10265	0.009089933	3.103602068
APPL2		4180100	55198	5.89E-06	3.10109314
GUCY1B3		360102	2983	0.004025774	3.098886239
FZD9		6200132	8326	0.00424515	3.096691871
SLC25A25		10487	114789	0.000104064	3.096494034
CCDC90A		6270373	63933	2.33E-06	3.070283939
MFHAS1		4260243	9258	0.000686213	3.067619943
DGCR5		60491	0	0.001852587	3.065904987
DKFZP564J102		6200176	25854	0.002276749	3.061895424
LASS6		5690064	253782	9.33E-08	3.061707529
CDC25A		2480341	993	0.000126751	3.060587801
WDR68		4220180	10238	4.41E-05	3.056393762
CCDC86		650300	79080	4.70E-05	3.05159873
UCKL1		3930086	54963	1.68E-05	3.048334009
C19ORF51		3520612	352909	0.004033643	3.041980943
C11ORF54		2470463	28970	0.000978773	3.039938265
BCL2L12		7550753	83596	0.000202824	3.037616997
CPM		2510152	1368	0.000297852	3.035678811
TRIP13		5700373	9319	0.003750244	3.034185752
ABHD11		1940068	83451	0.000673615	3.032279834
MELK		160097	9833	0.001391688	3.031786436
FOXM1		990730	2305	0.000190894	3.029664454
TIGA1		150441	114915	0.002047566	3.026125464
TFAM		650326	7019	0.000185374	3.025167512
LYAR		6220148	55646	0.00309711	3.010377223
ORC1L		6660333	4998	9.58E-06	3.009518913
RPLP0		1470349	6175	2.22E-06	3.008592514
CKAP2L		6380324	150468	0.006041448	3.005748268
CDK2		4590064	1017	0.000355319	3.00049902
ZWINT		3800474	11130	0.005259037	3.000429204
WARS		3710068	7453	0.005654942	3.000407575
LOC647859		6040546	647859	0.005337257	2.998233101
TMEM116		2070736	89894	1.86E-05	2.994192952
LACTB2		4050711	51110	0.001595355	2.991763612
PLS1		6840739	5357	0.003028666	2.991332392
CYFIP2		6100768	26999	0.001747047	2.981797319
CDK5RAP3		650601	80279	0.003595717	2.980489901
MRPS2		5080347	51116	1.97E-08	2.980182377
SFMBT1		1780152	51460	1.76E-06	2.979628736
NPM3		1050619	10360	3.48E-05	2.976207886
THOC6		3450364	79228	7.15E-06	2.97614354
PSPH		3800520	5723	0.000551685	2.960963836
C17ORF58		650168	284018	0.006965272	2.960145816
FOXD2		510180	2306	3.80E-06	2.959523076
CCNB1IP1		6450397	57820	0.000736568	2.949028859
C8ORF55		1470706	51337	7.79E-05	2.946823979
LAPTM4B		580132	55353	1.46E-05	2.944431018
PIM3		2190452	415116	9.07E-05	2.938446205
BOLA2		6370468	552900	1.32E-05	2.935497661
SYTL1		2760437	84958	0.001745817	2.929529007
PKN3		4730170	29941	6.14E-08	2.928886452
LMNB2		7570148	84823	2.71E-05	2.925049269
MCM5		7330253	4174	3.92E-05	2.924944325
GPR110		6650202	266977	0.004177949	2.924712025
PLK4		3190470	10733	0.001764834	2.92092663
C12ORF45		7510608	121053	1.64E-07	2.918802269
GTF2IRD1		4200577	9569	0.000149073	2.916163699
NT5DC3		6330348	51559	0.000151141	2.910640315
CAPN12		6400022	147968	0.002152371	2.910406922
RACGAP1		2190010	29127	0.000295402	2.909045252
POLM		7570553	27434	0.005040775	2.907741371
TMEM118		4860086	84900	0.004944091	2.90519053
LOC652838		540433	652838	0.000333377	2.90480937
PRKCH		3290731	5583	0.001135537	2.902078076
RPS6KA5		6220438	9252	0.000751619	2.901964453
USP42		7400465	84132	1.09E-06	2.896694911
ACSM3		4180292	6296	4.18E-07	2.894412685
HAPLN3		4900086	145864	0.002517983	2.893217614
IQCD		7210255	115811	0.00011497	2.892306726
	Hs.163426	380471	0	1.01E-05	2.892178427
