RefSeq	Definition	Gene ID	Symbol	Name	Synonyms	Chr	Fold Change	p Value	Cluster Id
NM_007207	Homo sapiens dual specificity phosphatase 10 (DUSP10), transcript variant 1, mRNA.	11221	DUSP10	dual specificity phosphatase 10	MKP-5|MKP5	1	2.512	0.00000053	1
NM_144728	Homo sapiens dual specificity phosphatase 10 (DUSP10), transcript variant 2, mRNA.	11221	DUSP10	dual specificity phosphatase 10	MKP-5|MKP5	1	2.512	0.00000053	1
NM_144729	Homo sapiens dual specificity phosphatase 10 (DUSP10), transcript variant 3, mRNA.	11221	DUSP10	dual specificity phosphatase 10	MKP-5|MKP5	1	2.512	0.00000053	1
NM_178234	Homo sapiens tumor suppressor candidate 3 (TUSC3), transcript variant 2, mRNA.	7991	TUSC3	tumor suppressor candidate 3	D8S1992|M33|MGC13453|MRT7|N33|OST3A	8	2.403	0.00083	1
NM_012323	Homo sapiens v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian) (MAFF), transcript variant 1, mRNA.	23764	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	U-MAF|hMafF	22	2.213	0.000000415	1
NM_152878	Homo sapiens v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian) (MAFF), transcript variant 2, mRNA.	23764	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)	U-MAF|hMafF	22	2.213	0.000000415	1
NM_002356	Homo sapiens myristoylated alanine-rich protein kinase C substrate (MARCKS), mRNA.	4082	MARCKS	myristoylated alanine-rich protein kinase C substrate	80K-L|FLJ14368|FLJ90045|MACS|PKCSL|PRKCSL	6	2.148	0.000834	1
NM_002185	Homo sapiens interleukin 7 receptor (IL7R), mRNA.	3575	IL7R	interleukin 7 receptor	CD127|CDW127|IL-7R-alpha|IL7RA|ILRA	5	2.074	1.94E-09	1
NM_002727	Homo sapiens serglycin (SRGN), mRNA.	5552	SRGN	serglycin	FLJ12930|MGC9289|PPG|PRG|PRG1	10	1.975	1.65E-08	1
NM_012081	Homo sapiens elongation factor, RNA polymerase II, 2 (ELL2), mRNA.	22936	ELL2	elongation factor, RNA polymerase II, 2	-	5	1.788	0.00000966	1
NM_004240	Homo sapiens thyroid hormone receptor interactor 10 (TRIP10), mRNA.	9322	TRIP10	thyroid hormone receptor interactor 10	CIP4|HSTP|STOT|STP	19	1.784	0.000000416	1
NM_005230	Homo sapiens ELK3, ETS-domain protein (SRF accessory protein 2) (ELK3), mRNA.	2004	ELK3	ELK3, ETS-domain protein (SRF accessory protein 2)	ERP|NET|SAP2	12	1.73	0.000078	1
NM_000919	Homo sapiens peptidylglycine alpha-amidating monooxygenase (PAM), transcript variant 1, mRNA.	5066	PAM	peptidylglycine alpha-amidating monooxygenase	PAL|PHM	5	1.69	0.0000754	1
NM_138766	Homo sapiens peptidylglycine alpha-amidating monooxygenase (PAM), transcript variant 2, mRNA.	5066	PAM	peptidylglycine alpha-amidating monooxygenase	PAL|PHM	5	1.69	0.0000754	1
NM_138821	Homo sapiens peptidylglycine alpha-amidating monooxygenase (PAM), transcript variant 3, mRNA.	5066	PAM	peptidylglycine alpha-amidating monooxygenase	PAL|PHM	5	1.69	0.0000754	1
NM_138822	Homo sapiens peptidylglycine alpha-amidating monooxygenase (PAM), transcript variant 4, mRNA.	5066	PAM	peptidylglycine alpha-amidating monooxygenase	PAL|PHM	5	1.69	0.0000754	1
NM_001270	Homo sapiens chromodomain helicase DNA binding protein 1 (CHD1), mRNA.	1105	CHD1	chromodomain helicase DNA binding protein 1	DKFZp686E2337	5	1.656	5.03E-09	1
NM_005904	Homo sapiens SMAD family member 7 (SMAD7), mRNA.	4092	SMAD7	SMAD family member 7	CRCS3|FLJ16482|MADH7|MADH8	18	1.629	0.000000815	1
NM_004972	Homo sapiens Janus kinase 2 (a protein tyrosine kinase) (JAK2), mRNA.	3717	JAK2	Janus kinase 2 (a protein tyrosine kinase)	JTK10	9	1.626	0.0000366	1
NM_002985	Homo sapiens chemokine (C-C motif) ligand 5 (CCL5), mRNA.	6352	CCL5	chemokine (C-C motif) ligand 5	D17S136E|MGC17164|RANTES|SCYA5|SISd|TCP228	17	1.596	0.0000114	1
NM_003290	Homo sapiens tropomyosin 4 (TPM4), mRNA.	7171	TPM4	tropomyosin 4	-	19	1.561	0.000276	1
NM_001149	Homo sapiens ankyrin 3, node of Ranvier (ankyrin G) (ANK3), transcript variant 2, mRNA.	288	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	ANKYRIN-G|FLJ45464	10	1.559	0.000000197	1
NM_020987	Homo sapiens ankyrin 3, node of Ranvier (ankyrin G) (ANK3), transcript variant 1, mRNA.	288	ANK3	ankyrin 3, node of Ranvier (ankyrin G)	ANKYRIN-G|FLJ45464	10	1.559	0.000000197	1
NM_004430	Homo sapiens early growth response 3 (EGR3), mRNA.	1960	EGR3	early growth response 3	MGC138484|PILOT	8	1.495	0.000000422	1
NM_000958	Homo sapiens prostaglandin E receptor 4 (subtype EP4) (PTGER4), mRNA.	5734	PTGER4	prostaglandin E receptor 4 (subtype EP4)	EP4|EP4R|MGC126583	5	1.494	4.67E-08	1
NM_000574	Homo sapiens CD55 molecule, decay accelerating factor for complement (Cromer blood group) (CD55), transcript variant 1, mRNA.	1604	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	CR|CROM|DAF|TC	1	1.493	0.000000261	1
NM_006889	Homo sapiens CD86 molecule (CD86), transcript variant 2, mRNA.	942	CD86	CD86 molecule	B7-2|B70|CD28LG2|LAB72|MGC34413	3	1.478	0.0000329	1
NM_175862	Homo sapiens CD86 molecule (CD86), transcript variant 1, mRNA.	942	CD86	CD86 molecule	B7-2|B70|CD28LG2|LAB72|MGC34413	3	1.478	0.0000329	1
NM_005665	Homo sapiens ecotropic viral integration site 5 (EVI5), mRNA.	7813	EVI5	ecotropic viral integration site 5	NB4S	1	1.464	0.000012	1
NM_001002812	Homo sapiens phosphodiesterase 4D interacting protein (PDE4DIP), transcript variant 2, mRNA.	9659	PDE4DIP	phosphodiesterase 4D interacting protein	CMYA2|DKFZp781J054|MGC75440|MMGL	1	1.46	0.000111	1
NM_014644	Homo sapiens phosphodiesterase 4D interacting protein (PDE4DIP), transcript variant 1, mRNA.	9659	PDE4DIP	phosphodiesterase 4D interacting protein	CMYA2|DKFZp781J054|MGC75440|MMGL	1	1.46	0.000111	1
XM_058720							1.452	0.0000263	1
XM_933305							1.452	0.0000263	1
XM_939866							1.452	0.0000263	1
XM_944368							1.452	0.0000263	1
NM_000964	Homo sapiens retinoic acid receptor, alpha (RARA), transcript variant 1, mRNA.	5914	RARA	retinoic acid receptor, alpha	NR1B1|RAR	17	1.442	0.000000333	1
NM_001024809	Homo sapiens retinoic acid receptor, alpha (RARA), transcript variant 2, mRNA.	5914	RARA	retinoic acid receptor, alpha	NR1B1|RAR	17	1.442	0.000000333	1
NM_001033603							1.442	0.000000333	1
NM_002656	Homo sapiens pleiomorphic adenoma gene-like 1 (PLAGL1), transcript variant 1, mRNA.	5325	PLAGL1	pleiomorphic adenoma gene-like 1	DKFZp781P1017|LOT1|MGC126275|MGC126276|ZAC|ZAC1	6	1.44	0.0000359	1
NM_006718	Homo sapiens pleiomorphic adenoma gene-like 1 (PLAGL1), transcript variant 2, mRNA.	5325	PLAGL1	pleiomorphic adenoma gene-like 1	DKFZp781P1017|LOT1|MGC126275|MGC126276|ZAC|ZAC1	6	1.44	0.0000359	1
NM_006558	Homo sapiens KH domain containing, RNA binding, signal transduction associated 3 (KHDRBS3), mRNA.	10656	KHDRBS3	KH domain containing, RNA binding, signal transduction associated 3	Etle|SALP|SLM-2|SLM2|T-STAR|TSTAR|etoile	8	1.421	0.0000199	1
NM_001001870	Homo sapiens chromosome 17 open reading frame 91 (C17orf91), transcript variant 2, mRNA.	84981	C17orf91	chromosome 17 open reading frame 91	DKFZp686O06159|MGC14376|MGC149751	17	1.405	0.00000725	1
NM_032895	Homo sapiens chromosome 17 open reading frame 91 (C17orf91), transcript variant 1, mRNA.	84981	C17orf91	chromosome 17 open reading frame 91	DKFZp686O06159|MGC14376|MGC149751	17	1.405	0.00000725	1
NM_000572	Homo sapiens interleukin 10 (IL10), mRNA.	3586	IL10	interleukin 10	CSIF|IL-10|IL10A|MGC126450|MGC126451|TGIF	1	1.404	0.00000408	1
NM_003244	Homo sapiens TGFB-induced factor homeobox 1 (TGIF1), transcript variant 4, mRNA.	7050	TGIF1	TGFB-induced factor homeobox 1	HPE4|MGC39747|MGC5066|TGIF	18	1.387	0.0000877	1
NM_170695	Homo sapiens TGFB-induced factor homeobox 1 (TGIF1), transcript variant 1, mRNA.	7050	TGIF1	TGFB-induced factor homeobox 1	HPE4|MGC39747|MGC5066|TGIF	18	1.387	0.0000877	1
NM_173207	Homo sapiens TGFB-induced factor homeobox 1 (TGIF1), transcript variant 2, mRNA.	7050	TGIF1	TGFB-induced factor homeobox 1	HPE4|MGC39747|MGC5066|TGIF	18	1.387	0.0000877	1
NM_173208	Homo sapiens TGFB-induced factor homeobox 1 (TGIF1), transcript variant 3, mRNA.	7050	TGIF1	TGFB-induced factor homeobox 1	HPE4|MGC39747|MGC5066|TGIF	18	1.387	0.0000877	1
NM_173209	Homo sapiens TGFB-induced factor homeobox 1 (TGIF1), transcript variant 5, mRNA.	7050	TGIF1	TGFB-induced factor homeobox 1	HPE4|MGC39747|MGC5066|TGIF	18	1.387	0.0000877	1
NM_173210	Homo sapiens TGFB-induced factor homeobox 1 (TGIF1), transcript variant 6, mRNA.	7050	TGIF1	TGFB-induced factor homeobox 1	HPE4|MGC39747|MGC5066|TGIF	18	1.387	0.0000877	1
NM_173211	Homo sapiens TGFB-induced factor homeobox 1 (TGIF1), transcript variant 7, mRNA.	7050	TGIF1	TGFB-induced factor homeobox 1	HPE4|MGC39747|MGC5066|TGIF	18	1.387	0.0000877	1
NM_174886	Homo sapiens TGFB-induced factor homeobox 1 (TGIF1), transcript variant 8, mRNA.	7050	TGIF1	TGFB-induced factor homeobox 1	HPE4|MGC39747|MGC5066|TGIF	18	1.387	0.0000877	1
NM_023070	Homo sapiens zinc finger protein 643 (ZNF643), mRNA.	65243	ZNF643	zinc finger protein 643	FLJ34293|RP11-656D10.1	1	1.374	0.0000173	1
NM_003693	Homo sapiens scavenger receptor class F, member 1 (SCARF1), transcript variant 1, mRNA.	8578	SCARF1	scavenger receptor class F, member 1	KIAA0149|MGC47738|SREC	17	1.369	0.000403	1
NM_145349	Homo sapiens scavenger receptor class F, member 1 (SCARF1), transcript variant 2, mRNA.	8578	SCARF1	scavenger receptor class F, member 1	KIAA0149|MGC47738|SREC	17	1.369	0.000403	1
NM_145350	Homo sapiens scavenger receptor class F, member 1 (SCARF1), transcript variant 3, mRNA.	8578	SCARF1	scavenger receptor class F, member 1	KIAA0149|MGC47738|SREC	17	1.369	0.000403	1
NM_145351	Homo sapiens scavenger receptor class F, member 1 (SCARF1), transcript variant 4, mRNA.	8578	SCARF1	scavenger receptor class F, member 1	KIAA0149|MGC47738|SREC	17	1.369	0.000403	1
NM_145352	Homo sapiens scavenger receptor class F, member 1 (SCARF1), transcript variant 5, mRNA.	8578	SCARF1	scavenger receptor class F, member 1	KIAA0149|MGC47738|SREC	17	1.369	0.000403	1
NM_002123	Homo sapiens major histocompatibility complex, class II, DQ beta 1 (HLA-DQB1), mRNA.	3119	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	CELIAC1|HLA-DQB|IDDM1	6	1.364	0.0000117	1
NM_005907	Homo sapiens mannosidase, alpha, class 1A, member 1 (MAN1A1), mRNA.	4121	MAN1A1	mannosidase, alpha, class 1A, member 1	HUMM3|HUMM9|MAN9	6	1.359	0.000000738	1
NM_001561	Homo sapiens tumor necrosis factor receptor superfamily, member 9 (TNFRSF9), mRNA.	3604	TNFRSF9	tumor necrosis factor receptor superfamily, member 9	4-1BB|CD137|CDw137|ILA|MGC2172	1	1.345	0.0000393	1
XM_933294							1.34	0.000228	1
XM_944359							1.34	0.000228	1
NM_025140	Homo sapiens coiled-coil domain containing 92 (CCDC92), mRNA.	80212	CCDC92	coiled-coil domain containing 92	FLJ22471	12	1.338	0.000164	1
NM_002445	Homo sapiens macrophage scavenger receptor 1 (MSR1), transcript variant SR-AII, mRNA.	4481	MSR1	macrophage scavenger receptor 1	CD204|SCARA1|SR-A|phSR1|phSR2	8	1.326	0.00000238	1
NM_001781	Homo sapiens CD69 molecule (CD69), mRNA.	969	CD69	CD69 molecule	CLEC2C	12	1.311	0.0000105	1
NM_001002810	Homo sapiens phosphodiesterase 4D interacting protein (PDE4DIP), transcript variant 4, mRNA.	9659	PDE4DIP	phosphodiesterase 4D interacting protein	CMYA2|DKFZp781J054|MGC75440|MMGL	1	1.31	0.000334	1
NM_022359	Homo sapiens phosphodiesterase 4D interacting protein (PDE4DIP), transcript variant 3, mRNA.	9659	PDE4DIP	phosphodiesterase 4D interacting protein	CMYA2|DKFZp781J054|MGC75440|MMGL	1	1.31	0.000334	1
XM_927826	PREDICTED: Homo sapiens hypothetical LOC653513 (LOC653513), mRNA.	653513	LOC653513	hypothetical LOC653513	-	1	1.31	0.000334	1
NM_005668	Homo sapiens ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 (ST8SIA4), transcript variant 1, mRNA.	7903	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	MGC34450|MGC61459|PST|PST1|SIAT8D|ST8SIA-IV	5	1.31	0.0000221	1
NM_001006639	Homo sapiens transcription elongation factor A (SII)-like 1 (TCEAL1), transcript variant 2, mRNA.	9338	TCEAL1	transcription elongation factor A (SII)-like 1	SIIR|p21|pp21	X	1.305	0.0000248	1
NM_001006640	Homo sapiens transcription elongation factor A (SII)-like 1 (TCEAL1), transcript variant 3, mRNA.	9338	TCEAL1	transcription elongation factor A (SII)-like 1	SIIR|p21|pp21	X	1.305	0.0000248	1
NM_004780	Homo sapiens transcription elongation factor A (SII)-like 1 (TCEAL1), transcript variant 1, mRNA.	9338	TCEAL1	transcription elongation factor A (SII)-like 1	SIIR|p21|pp21	X	1.305	0.0000248	1
NM_014950	Homo sapiens zinc finger and BTB domain containing 1 (ZBTB1), transcript variant 2, mRNA.	22890	ZBTB1	zinc finger and BTB domain containing 1	KIAA0997	14	1.305	0.0000391	1
NM_003644	Homo sapiens growth arrest-specific 7 (GAS7), transcript variant a, mRNA.	8522	GAS7	growth arrest-specific 7	KIAA0394|MGC1348|MLL/GAS7	17	1.293	0.00000259	1
NM_201432	Homo sapiens growth arrest-specific 7 (GAS7), transcript variant b, mRNA.	8522	GAS7	growth arrest-specific 7	KIAA0394|MGC1348|MLL/GAS7	17	1.293	0.00000259	1
NM_201433	Homo sapiens growth arrest-specific 7 (GAS7), transcript variant c, mRNA.	8522	GAS7	growth arrest-specific 7	KIAA0394|MGC1348|MLL/GAS7	17	1.293	0.00000259	1
NM_018951	Homo sapiens homeobox A10 (HOXA10), transcript variant 1, mRNA.	3206	HOXA10	homeobox A10	HOX1|HOX1.8|HOX1H|MGC12859|PL	7	1.282	0.000278	1
NM_153715	Homo sapiens homeobox A10 (HOXA10), transcript variant 2, mRNA.	3206	HOXA10	homeobox A10	HOX1|HOX1.8|HOX1H|MGC12859|PL	7	1.282	0.000278	1
NM_173354	Homo sapiens SNF1-like kinase (SNF1LK), mRNA.	150094	SIK1	salt-inducible kinase 1	MSK|SIK|SNF1LK	21	1.279	0.0000318	1
NM_000110	Homo sapiens dihydropyrimidine dehydrogenase (DPYD), mRNA.	1806	DPYD	dihydropyrimidine dehydrogenase	DHP|DHPDHASE|DPD|MGC132008|MGC70799	1	1.276	0.000329	1
NM_002228	Homo sapiens jun oncogene (JUN), mRNA.	3725	JUN	jun oncogene	AP-1|AP1|c-Jun	1	1.271	0.000125	1
NM_152876	Homo sapiens Fas (TNF receptor superfamily, member 6) (FAS), transcript variant 6, mRNA.	355	FAS	Fas (TNF receptor superfamily, member 6)	ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6	10	1.271	0.000233	1
NM_001154	Homo sapiens annexin A5 (ANXA5), mRNA.	308	ANXA5	annexin A5	ANX5|ENX2|PP4	4	1.27	0.000159	1
NM_152877	Homo sapiens Fas (TNF receptor superfamily, member 6) (FAS), transcript variant 7, mRNA.	355	FAS	Fas (TNF receptor superfamily, member 6)	ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6	10	1.268	0.000256	1
NM_001001323	Homo sapiens ATPase, Ca++ transporting, plasma membrane 1 (ATP2B1), transcript variant 1, mRNA.	490	ATP2B1	ATPase, Ca++ transporting, plasma membrane 1	PMCA1|PMCA1kb	12	1.265	0.0000301	1
NM_001682	Homo sapiens ATPase, Ca++ transporting, plasma membrane 1 (ATP2B1), transcript variant 2, mRNA.	490	ATP2B1	ATPase, Ca++ transporting, plasma membrane 1	PMCA1|PMCA1kb	12	1.265	0.0000301	1
NM_001206	Homo sapiens Kruppel-like factor 9 (KLF9), mRNA.	687	KLF9	Kruppel-like factor 9	BTEB|BTEB1	9	1.262	0.0000238	1
XM_945818							1.245	0.000217	1
NM_012223	Homo sapiens myosin IB (MYO1B), transcript variant 2, mRNA.	4430	MYO1B	myosin IB	myr1	2	1.243	0.000992	1
NM_000543	Homo sapiens sphingomyelin phosphodiesterase 1, acid lysosomal (SMPD1), transcript variant 1, mRNA.	6609	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal	ASM|NPD	11	1.239	0.000000277	1
NM_001007593	Homo sapiens sphingomyelin phosphodiesterase 1, acid lysosomal (SMPD1), transcript variant 2, mRNA.	6609	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal	ASM|NPD	11	1.239	0.000000277	1
NM_006765	Homo sapiens tumor suppressor candidate 3 (TUSC3), transcript variant 1, mRNA.	7991	TUSC3	tumor suppressor candidate 3	D8S1992|M33|MGC13453|MRT7|N33|OST3A	8	1.233	0.000834	1
NM_000043	Homo sapiens Fas (TNF receptor superfamily, member 6) (FAS), transcript variant 1, mRNA.	355	FAS	Fas (TNF receptor superfamily, member 6)	ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6	10	1.231	0.000184	1
NM_152873	Homo sapiens Fas (TNF receptor superfamily, member 6) (FAS), transcript variant 4, mRNA.	355	FAS	Fas (TNF receptor superfamily, member 6)	ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6	10	1.231	0.000184	1
NM_014782	Homo sapiens armadillo repeat containing, X-linked 2 (ARMCX2), mRNA.	9823	ARMCX2	armadillo repeat containing, X-linked 2	ALEX2|KIAA0512|MGC13343|MGC8742	X	1.231	0.000251	1
NM_177949	Homo sapiens armadillo repeat containing, X-linked 2 (ARMCX2), mRNA.	9823	ARMCX2	armadillo repeat containing, X-linked 2	ALEX2|KIAA0512|MGC13343|MGC8742	X	1.231	0.000251	1
XM_942240							1.229	0.000182	1
NM_002988	Homo sapiens chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated) (CCL18), mRNA.	6362	CCL18	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	AMAC-1|AMAC1|CKb7|DC-CK1|DCCK1|MIP-4|PARC|SCYA18	17	1.225	0.000114	1
NM_006731	Homo sapiens fukutin (FKTN), transcript variant 2, mRNA.	2218	FKTN	fukutin	CMD1X|FCMD|LGMD2M|MGC126857|MGC134944|MGC134945|MGC138243	9	1.215	0.0000602	1
NM_003447	Homo sapiens zinc finger protein 165 (ZNF165), mRNA.	7718	ZNF165	zinc finger protein 165	LD65|ZSCAN7	6	1.214	0.000212	1
NM_005408	Homo sapiens chemokine (C-C motif) ligand 13 (CCL13), mRNA.	6357	CCL13	chemokine (C-C motif) ligand 13	CKb10|MCP-4|MGC17134|NCC-1|NCC1|SCYA13|SCYL1	17	1.213	0.0000561	1
NM_005328	Homo sapiens hyaluronan synthase 2 (HAS2), mRNA.	3037	HAS2	hyaluronan synthase 2	MGC126241|MGC126242	8	1.212	0.000372	1
NM_004198	Homo sapiens cholinergic receptor, nicotinic, alpha 6 (CHRNA6), mRNA.	8973	CHRNA6	cholinergic receptor, nicotinic, alpha 6	CHNRA6	8	1.21	0.000413	1
NM_000081	Homo sapiens lysosomal trafficking regulator (LYST), mRNA.	1130	LYST	lysosomal trafficking regulator	CHS|CHS1	1	1.205	0.000527	1
NM_003679	Homo sapiens kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) (KMO), mRNA.	8564	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	dJ317G22.1	1	1.204	0.00000545	1
NM_005588	Homo sapiens meprin A, alpha (PABA peptide hydrolase) (MEP1A), mRNA.	4224	MEP1A	meprin A, alpha (PABA peptide hydrolase)	PPHA	6	1.204	0.000673	1
NM_001198	Homo sapiens PR domain containing 1, with ZNF domain (PRDM1), transcript variant 1, mRNA.	639	PRDM1	PR domain containing 1, with ZNF domain	BLIMP1|MGC118922|MGC118923|MGC118924|MGC118925|PRDI-BF1	6	1.2	0.0000223	1
NM_182907	Homo sapiens PR domain containing 1, with ZNF domain (PRDM1), transcript variant 2, mRNA.	639	PRDM1	PR domain containing 1, with ZNF domain	BLIMP1|MGC118922|MGC118923|MGC118924|MGC118925|PRDI-BF1	6	1.2	0.0000223	1
NM_006832	Homo sapiens fermitin family homolog 2 (Drosophila) (FERMT2), transcript variant 1, mRNA.	10979	FERMT2	fermitin family homolog 2 (Drosophila)	DKFZp686G11125|FLJ34213|FLJ44462|KIND2|MIG2|PLEKHC1|UNC112|UNC112B|mig-2	14	1.199	9.92E-08	1
NM_003821	Homo sapiens receptor-interacting serine-threonine kinase 2 (RIPK2), mRNA.	8767	RIPK2	receptor-interacting serine-threonine kinase 2	CARD3|CARDIAK|CCK|GIG30|RICK|RIP2	8	1.197	0.0000496	1
NM_006823	Homo sapiens protein kinase (cAMP-dependent, catalytic) inhibitor alpha (PKIA), transcript variant 6, mRNA.	5569	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	PRKACN1	8	1.192	0.000507	1
NM_181839	Homo sapiens protein kinase (cAMP-dependent, catalytic) inhibitor alpha (PKIA), transcript variant 7, mRNA.	5569	PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	PRKACN1	8	1.192	0.000507	1
NM_000663	Homo sapiens 4-aminobutyrate aminotransferase (ABAT), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.	18	ABAT	4-aminobutyrate aminotransferase	FLJ17813|GABA-AT|GABAT|NPD009	16	1.189	0.000385	1
NM_020686	Homo sapiens 4-aminobutyrate aminotransferase (ABAT), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.	18	ABAT	4-aminobutyrate aminotransferase	FLJ17813|GABA-AT|GABAT|NPD009	16	1.189	0.000385	1
NM_152874	Homo sapiens Fas (TNF receptor superfamily, member 6) (FAS), transcript variant 8, mRNA.	355	FAS	Fas (TNF receptor superfamily, member 6)	ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6	10	1.189	0.0000502	1
NM_198474	Homo sapiens olfactomedin-like 1 (OLFML1), mRNA.	283298	OLFML1	olfactomedin-like 1	UNQ564	11	1.182	0.000296	1
NM_002069	Homo sapiens guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1 (GNAI1), mRNA.	2770	GNAI1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	Gi	7	1.18	0.00019	1
NM_000099	Homo sapiens cystatin C (CST3), mRNA.	1471	CST3	cystatin C	ARMD11|MGC117328	20	1.18	0.000487	1
NM_001792	Homo sapiens cadherin 2, type 1, N-cadherin (neuronal) (CDH2), mRNA.	1000	CDH2	cadherin 2, type 1, N-cadherin (neuronal)	CD325|CDHN|CDw325|NCAD	18	1.179	0.00007	1
NM_000943	Homo sapiens peptidylprolyl isomerase C (cyclophilin C) (PPIC), mRNA.	5480	PPIC	peptidylprolyl isomerase C (cyclophilin C)	CYPC|MGC3673	5	1.178	0.000000106	1
NM_014398	Homo sapiens lysosomal-associated membrane protein 3 (LAMP3), mRNA.	27074	LAMP3	lysosomal-associated membrane protein 3	CD208|DC-LAMP|DCLAMP|LAMP|TSC403	3	1.178	0.0000355	1
NM_007256	Homo sapiens solute carrier organic anion transporter family, member 2B1 (SLCO2B1), mRNA.	11309	SLCO2B1	solute carrier organic anion transporter family, member 2B1	DKFZp686E0517|KIAA0880|OATP-B|OATP2B1|OATPB|SLC21A9	11	1.172	0.000397	1
NM_000601	Homo sapiens hepatocyte growth factor (hepapoietin A; scatter factor) (HGF), transcript variant 1, mRNA.	3082	HGF	hepatocyte growth factor (hepapoietin A; scatter factor)	F-TCF|HGFB|HPTA|SF	7	1.17	0.0000867	1
NM_001010932	Homo sapiens hepatocyte growth factor (hepapoietin A; scatter factor) (HGF), transcript variant 3, mRNA.	3082	HGF	hepatocyte growth factor (hepapoietin A; scatter factor)	F-TCF|HGFB|HPTA|SF	7	1.17	0.0000867	1
NM_002845	Homo sapiens protein tyrosine phosphatase, receptor type, M (PTPRM), transcript variant 2, mRNA.	5797	PTPRM	protein tyrosine phosphatase, receptor type, M	MGC166994|PTPRL1|R-PTP-MU|RPTPM|RPTPU|hR-PTPu	18	1.167	0.0000241	1
