Probe Set ID	UniGene ID	Gene Title	Gene Symbol	Tstat	pval	FDR	Chromosomal Location
207961_x_at	Hs.78344	myosin, heavy polypeptide 11, smooth muscle	MYH11	6.194809374	0.0000303822	0.005641727	chr16p13.13-p13.12
226700_at	Hs.351558	heat shock protein, alpha-crystallin-related, B6	HSPB6	6.187751676	0.0001567889	0.02752313	chr19q13.13
212873_at	Hs.196914	minor histocompatibility antigen HA-1	HA-1	6.1759303	0.0000495007	0.007070673	chr19p13.3
227232_at	Hs.241471	Enah/Vasp-like	EVL	6.173676696	0.0000186833	0.010459265	chr14q32.2
209116_x_at	Hs.155376	hemoglobin, beta	HBB	6.170873626	0.0000184650	0.004285996	chr11p15.5
218300_at	Hs.330418	hypothetical protein MGC4606	MGC4606	6.133847758	0.0000293751	0.005523608	chr16p11.2
204959_at	Hs.153837	myeloid cell nuclear differentiation antigen	MNDA	6.133802727	0.0000192196	0.004326271	chr1q22
209120_at	Hs.347991	nuclear receptor subfamily 2, group F, member 2	NR2F2	6.106654639	0.0000339949	0.005964638	chr15q26
212198_s_at	Hs.79305	transmembrane 9 superfamily protein member 4	TM9SF4	6.098986291	0.0000204501	0.004511781	chr20q11.21
201102_s_at	Hs.368741	phosphofructokinase, liver	PFKL	6.070935742	0.0001841638	0.014026165	chr21q22.3
214868_at	Hs.405659	piwi-like 1 (Drosophila)	PIWIL1	6.068908988	0.0006481635	0.026835112	chr12q24.33
205881_at	Hs.127476	zinc finger protein 74 (Cos52)	ZNF74	6.068051357	0.0000287335	0.005519556	chr22q11.21
210306_at	Hs.300863	l(3)mbt-like (Drosophila)	L3MBTL	6.047359948	0.0000316210	0.005711338	chr20q13.12
219929_s_at	Hs.169575	zinc finger, FYVE domain containing 21	ZFYVE21	6.043949011	0.0000224752	0.004769658	chr14q32.33
217770_at	Hs.437388	phosphatidylinositol glycan, class T	PIGT	6.040527068	0.0000364861	0.006112934	chr20q12-q13.12
214770_at	Hs.436887	macrophage scavenger receptor 1	MSR1	6.030598065	0.0000242194	0.005002593	chr8p22
204820_s_at	Hs.167741	butyrophilin, subfamily 3, member A3	BTN3A3	6.029622213	0.0000427445	0.006568803	chr6p21.3
223557_s_at	Hs.22791	transmembrane protein with EGF-like and two follistatin-like domains 2	TMEFF2	6.010234505	0.0002646436	0.034244885	chr2q32.3
202120_x_at	Hs.119591	adaptor-related protein complex 2, sigma 1 subunit	AP2S1	6.006415229	0.0001093266	0.010689646	chr19q13.2-q13.3
203168_at	Hs.42853	cAMP responsive element binding protein-like 1	CREBL1	5.995815863	0.0019836907	0.047275488	chr6p21.3
213397_x_at	Hs.283749	ribonuclease, RNase A family, 4	RNASE4	5.984796732	0.0001410961	0.012029276	chr14q11.1
200784_s_at	Hs.162757	low density lipoprotein-related protein 1 (alpha-2-macroglobulin receptor)	LRP1	5.976097314	0.0000255240	0.00517047	chr12q13-q14
203192_at	Hs.107911	ATP-binding cassette, sub-family B (MDR/TAP), member 6	ABCB6	5.969896196	0.0002195425	0.015098966	chr2q36
211133_x_at	Hs.511766	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3	LILRB3	5.952278253	0.0000354643	0.006073515	chr19q13.4
212421_at	Hs.454533	chromosome 22 open reading frame 9	C22orf9	5.949866583	0.0000503919	0.007106848	chr22q13.31
203150_at	Hs.19012	Rab9 effector p40	RAB9P40	5.933572549	0.0006360446	0.026682776	chr9q33.3
203482_at	Hs.447458	chromosome 10 open reading frame 6	C10orf6	5.925121361	0.0000658413	0.00810575	chr10q24.32
215256_x_at	Hs.21036	sorting nexin 26	SNX26	5.921521384	0.0000724667	0.008498815	chr19q13.12
36030_at	Hs.15243	HOM-TES-103 tumor antigen-like	HOM-TES-103	5.914427821	0.0000326241	0.005769551	chr12p13.3
236420_s_at	Hs.58785	transmembrane protein 16D	TMEM16D	5.905482495	0.0000288915	0.013630173	chr12q23.1
207029_at	Hs.1048	KIT ligand	KITLG	5.893109857	0.0000398292	0.00628411	chr12q22
224521_s_at	Hs.512781	hypothetical protein MGC13183 /// hypothetical protein MGC13183	MGC13183	5.886044067	0.0000538370	0.018819554	chr12p13.33
220317_at	Hs.481028	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)	LRAT	5.87411572	0.0000344988	0.006005758	chr4q32.1
205878_at	Hs.2815	POU domain, class 6, transcription factor 1	POU6F1	5.86316611	0.0000311878	0.005696376	chr12q13.13
210316_at	Hs.415048	fms-related tyrosine kinase 4	FLT4	5.859324997	0.0001204363	0.011097877	chr5q34-q35
239476_at	Hs.6241	phosphoinositide-3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)	PIK3R1	5.85907775	0.0001189151	0.024704876	chr5q13.1
202025_x_at	Hs.166160	acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3-oxoacyl-Coenzyme A thiolase)	ACAA1	5.855525882	0.0000317823	0.005711338	chr3p23-p22
204300_at	Hs.119316	PET112-like (yeast)	PET112L	5.853519548	0.0000324307	0.005769551	chr4q27-q28
219491_at	Hs.148438	leucine rich repeat and fibronectin type III domain containing 4	LRFN4	5.826188731	0.0000890396	0.009584876	chr11q13.2
216373_at	Hs.434489	hypothetical protein FLJ90013	FLJ90013	5.824794555	0.0000526286	0.007329519	chr4p15.33
209730_at	Hs.32981	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	SEMA3F	5.824208613	0.0000363567	0.006112934	chr3p21.3
209522_s_at	Hs.12068	carnitine acetyltransferase	CRAT	5.821787087	0.0006656907	0.027173228	chr9q34.1
213471_at	Hs.434931	nephronophthisis 4	NPHP4	5.811122996	0.0000350058	0.006046782	chr1p36.22
211704_s_at	Hs.460717	spindlin family, member 2 /// spindlin family, member 2	SPIN2	5.809688088	0.0020454987	0.048029345	chrxp11.23-p11.21
215122_at	Hs.198301	T-box 6	TBX6	5.804407134	0.0000389277	0.00628411	chr16p11.2
218740_s_at	Hs.20157	CDK5 regulatory subunit associated protein 3	CDK5RAP3	5.772753029	0.0000434451	0.006581843	chr17q21.32
211715_s_at	Hs.434560	3-hydroxybutyrate dehydrogenase (heart, mitochondrial) /// 3-hydroxybutyrate dehydrogenase (heart, mitochondrial)	BDH	5.767558951	0.0000437155	0.006581843	chr3q29
235306_at	Hs.95834	human immune associated nucleotide 6	hIAN6	5.745859253	0.0000401532	0.017485958	chr7q36.1
208306_x_at	Hs.308026	major histocompatibility complex, class II, DR beta 3	HLA-DRB3	5.741565439	0.0000446725	0.006636254	chr6p21.3
213125_at	Hs.43658	olfactomedin-like 2B	OLFML2B	5.728575923	0.0000464734	0.006812946	chr1q23.3
203617_x_at	Hs.181128	ELK1, member of ETS oncogene family	ELK1	5.727954414	0.0000400459	0.00628411	chrxp11.2
223517_at	Hs.321687	F-box protein 44	FBXO44	5.693248661	0.0000535895	0.018819554	chr1p36.22
214368_at	Hs.99491	RAS guanyl releasing protein 2 (calcium and DAG-regulated)	RASGRP2	5.689317167	0.0000799999	0.009047345	chr11q13
214094_at	Hs.118962	far upstream element (FUSE) binding protein 1	FUBP1	5.683244639	0.0004864223	0.023309565	chr1p31.1
230148_at	Hs.122440	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)	AHSA2	5.680996279	0.0000457669	0.017565939	chr2p16.1-p15
204857_at	Hs.7345	MAD1 mitotic arrest deficient-like 1 (yeast)	MAD1L1	5.664876277	0.0000454830	0.006711905	chr7p22
228788_at	Hs.71791	yippee-like 1 (Drosophila)	YPEL1	5.663629157	0.0000489168	0.018462028	chr22q11.2
209770_at	Hs.284283	butyrophilin, subfamily 3, member A1	BTN3A1	5.659495269	0.0003562929	0.019724939	chr6p22.1
204829_s_at	Hs.433159	folate receptor 2 (fetal)	FOLR2	5.638307565	0.0021205784	0.049221717	chr11q13.3-q13.5
220296_at	Hs.13785	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)	GALNT10	5.637855041	0.0000499705	0.007092316	chr5q33.2
201692_at	Hs.24447	opioid receptor, sigma 1	OPRS1	5.63398711	0.0007725713	0.029128946	chr9p13.3
203506_s_at	Hs.409226	trinucleotide repeat containing 11 (THR-associated protein, 230kDa subunit)	TNRC11	5.626449874	0.0011475392	0.036167775	chrxq13
206031_s_at	---	ubiquitin specific protease 5 (isopeptidase T)	USP5	5.614417291	0.0001491394	0.012400277	chr12p13
231991_at	Hs.382151	chromosome 20 open reading frame 160	C20orf160	5.614233096	0.0000772493	0.022427057	chr20q11.2
207711_at	Hs.23213	KIAA0889 protein	KIAA0889	5.607720619	0.0000569849	0.007650842	chr20q11.23
204083_s_at	Hs.300772	tropomyosin 2 (beta)	TPM2	5.604100584	0.0001706895	0.013730954	chr9p13.2-p13.1
64371_at	Hs.134093	splicing factor, arginine/serine-rich 14	SFRS14	5.600305319	0.0000710707	0.008423772	chr19p12
209153_s_at	Hs.371282	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	TCF3	5.588743376	0.0004785322	0.023242925	chr19p13.3
206773_at	Hs.159590	lymphocyte antigen 6 complex, locus H	LY6H	5.586108734	0.0001095844	0.010689646	chr8q24.3
210086_at	Hs.272367	hairless homolog (mouse)	HR	5.57651396	0.0000792446	0.009047345	chr8p21.2
203469_s_at	Hs.77313	cyclin-dependent kinase (CDC2-like) 10	CDK10	5.570003828	0.0000573393	0.007650842	chr16q24
203615_x_at	Hs.142	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	SULT1A1	5.567688893	0.0002212318	0.015168333	chr16p12.1
218511_s_at	Hs.327335	pyridoxine-5-phosphate oxidase	PNPO	5.564822834	0.0000935001	0.009781282	chr17q21.32
228405_at	Hs.149152	rhophilin, Rho GTPase binding protein 1	RHPN1	5.56473736	0.0000546731	0.018819554	chr8q24.3
202310_s_at	Hs.172928	collagen, type I, alpha 1	COL1A1	5.563098642	0.0000916913	0.009775877	chr17q21.3-q22.1
218164_at	Hs.103147	sperm protein SSP411	SSP411	5.55831549	0.0004978306	0.023452768	chr17q21.33
53987_at	Hs.6343	RAN binding protein 10	RANBP10	5.553130437	0.0000654611	0.00810575	chr16q22.1
227720_at	Hs.334715	hypothetical protein FLJ25555	FLJ25555	5.548247717	0.0000731459	0.022379539	chr17q11.2
206317_s_at	Hs.118634	ATP-binding cassette, sub-family B (MDR/TAP), member 8	ABCB8	5.527186691	0.0000937514	0.009781282	chr7q36
217914_at	Hs.26440	two pore segment channel 1	TPCN1	5.515068855	0.0010125438	0.033881429	chr12q24.13
205301_s_at	Hs.380271	8-oxoguanine DNA glycosylase	OGG1	5.512449343	0.0000743634	0.0086756	chr3p26.2
207224_s_at	Hs.274470	sialic acid binding Ig-like lectin 7	SIGLEC7	5.509796317	0.0001068940	0.010689646	chr19q13.3
208480_s_at	Hs.442182	ATP-binding cassette, sub-family C (CFTR/MRP), member 6	ABCC6	5.508158356	0.0000939368	0.009781282	chr16p13.1
51200_at	Hs.30783	hypothetical protein FLJ20850	FLJ20850	5.495319207	0.0000657791	0.00810575	chr19p13.11
218908_at	Hs.298351	alveolar soft part sarcoma chromosome region, candidate 1	ASPSCR1	5.48563021	0.0002817777	0.017297114	chr17q25
206583_at	Hs.116532	hypothetical protein FLJ20344	FLJ20344	5.48180949	0.0000686828	0.00832595	chrxp11.3
207813_s_at	Hs.69745	ferredoxin reductase	FDXR	5.472134937	0.0006565777	0.027059908	chr17q24-q25
202592_at	Hs.94672	biogenesis of lysosome-related organelles complex-1, subunit 1	BLOC1S1	5.470419856	0.0001475593	0.012314849	chr12q13-q14
244802_at	Hs.355697	glutamate dehydrogenase 1	GLUD1	5.460385854	0.0000907369	0.022762183	chr10q23.3
214703_s_at	Hs.200661	mannosidase, alpha, class 2B, member 2	MAN2B2	5.457117517	0.0000684345	0.00832595	chr4p16.1
243099_at	Hs.436677	NFAT activation molecule 1	NFAM1	5.447038248	0.0001075084	0.023667615	chr22q13.2
225380_at	Hs.433279	hypothetical protein BC007901	LOC91461	5.439469745	0.0001115496	0.024057532	chr2p22.1
223343_at	Hs.188011	membrane-spanning 4-domains, subfamily A, member 7	MS4A7	5.431362957	0.0001782353	0.030120427	chr11q12
239958_at	Hs.131417 /// Hs.193725	MRNA; cDNA DKFZp727C191 (from clone DKFZp727C191) /// proteasome (prosome, macropain) 26S subunit, non-ATPase, 5	PSMD5	5.42766922	0.0000702065	0.022080907	chr9q34.11
218466_at	Hs.325860	TBC1 domain family, member 17	TBC1D17	5.417273265	0.0000773035	0.008925155	chr19q13.33
210625_s_at	Hs.78921	A kinase (PRKA) anchor protein 1	AKAP1	5.41379735	0.0000798007	0.009047345	chr17q21-q23
235564_at	Hs.250693	zinc finger protein 117 (HPF9)	ZNF117	5.401846648	0.0001110813	0.024057532	chr7q11.2
219958_at	Hs.155071	chromosome 20 open reading frame 46	C20orf46	5.39890425	0.0001228674	0.011203297	chr20p13
210073_at	Hs.408614	sialyltransferase 8A (alpha-N-acetylneuraminate: alpha-2,8-sialyltransferase, GD3 synthase)	SIAT8A	5.398810064	0.0002736081	0.017077899	chr12p12.1-p11.2
218638_s_at	Hs.435953	spondin 2, extracellular matrix protein	SPON2	5.39595109	0.0002142998	0.015016487	chr4p16.3
201362_at	Hs.197298	influenza virus NS1A binding protein	IVNS1ABP	5.379196329	0.0003394365	0.019245966	chr1q25.1-q31.1
206092_x_at	---	chromosome 20 open reading frame 41	C20orf41	5.373456766	0.0002958425	0.017641715	chr20q13.3
218892_at	Hs.410314	dachsous 1 (Drosophila)	DCHS1	5.37026345	0.0001914849	0.014173243	chr11p15.4
225558_at	Hs.418057	G protein-coupled receptor kinase interactor 2	GIT2	5.368925326	0.0001563369	0.02752313	chr12q24.1
223922_x_at	Hs.371612	membrane-spanning 4-domains, subfamily A, member 6A	MS4A6A	5.358727592	0.0000937121	0.022762183	chr11q12.1
209200_at	Hs.368950	MADS box transcription enhancer factor 2, polypeptide C (myocyte enhancer factor 2C)	MEF2C	5.350378898	0.0001117752	0.010689646	chr5q14
214081_at	Hs.125036	plexin domain containing 1	PLXDC1	5.34958712	0.0000878532	0.009503073	chr17q21.1
229112_at	---	hypothetical protein LOC285813	LOC285813	5.348737921	0.0001013816	0.023444689	chr6p23
225191_at	Hs.437351	cold inducible RNA binding protein	CIRBP	5.346828134	0.0001883443	0.030618626	chr19p13.3
203238_s_at	Hs.8546	Notch homolog 3 (Drosophila)	NOTCH3	5.34428788	0.0002138582	0.015016487	chr19p13.2-p13.1
221572_s_at	Hs.436194	solute carrier family 26, member 6	SLC26A6	5.342884557	0.0000932136	0.009781282	chr3p21.3
206698_at	Hs.78919	Kell blood group precursor (McLeod phenotype)	XK	5.342783332	0.0000821080	0.009057493	chrxp21.1
235874_at	Hs.98381	protease, serine, 35	PRSS35	5.337285826	0.0001240262	0.02477482	chr6q14.2
229957_at	Hs.433307	branched chain keto acid dehydrogenase E1, alpha polypeptide (maple syrup urine disease)	BCKDHA	5.332816818	0.0000964968	0.022762183	chr19q13.1-q13.2
201720_s_at	Hs.436200	Lysosomal-associated multispanning membrane protein-5	LAPTM5	5.329890054	0.0001881874	0.014026165	chr1p34
226792_s_at	Hs.528713	kinesin family member C2	KIFC2	5.327762638	0.0003233447	0.036794678	chr8q24.3
218630_at	Hs.408843	hypothetical protein FLJ20345	FLJ20345	5.313120833	0.0001048715	0.010622058	chr17q23.2
219796_s_at	Hs.165619	mucin and cadherin-like	MUCDHL	5.301334926	0.0001286896	0.011562866	chr11p15.5
211736_at	Hs.27346	Sp2 transcription factor /// Sp2 transcription factor	SP2	5.289628609	0.0001231795	0.011203297	chr17q21.32
206093_x_at	Hs.411644	tenascin XB	TNXB	5.271662924	0.0001765514	0.013924763	chr6p21.3
212189_s_at	Hs.208680	component of oligomeric golgi complex 4	COG4	5.257824869	0.0001865485	0.014026165	chr16q22.1
206259_at	Hs.2351	protein C (inactivator of coagulation factors Va and VIIIa)	PROC	5.254707812	0.0001433023	0.012115503	chr2q13-q14
220954_s_at	Hs.349256	paired immunoglobin-like type 2 receptor beta	PILRB	5.252530127	0.0001671712	0.013695129	chr7q22.1
224210_s_at	Hs.436924	peroxisomal membrane protein 4, 24kDa	PXMP4	5.243528813	0.0001292611	0.02523377	chr20q11.22
209683_at	Hs.4863	family with sequence similarity 49, member A	FAM49A	5.236775749	0.0001113558	0.010689646	chr2p24.3-p24.2
203608_at	Hs.5299	aldehyde dehydrogenase 5 family, member A1 (succinate-semialdehyde dehydrogenase)	ALDH5A1	5.235947076	0.0001060342	0.010689646	chr6p22.2-p22.3
209473_at	Hs.444105	ectonucleoside triphosphate diphosphohydrolase 1	ENTPD1	5.223143623	0.0002653657	0.016703794	chr10q24
217989_at	Hs.282984	dehydrogenase/reductase (SDR family) member 8	DHRS8	5.214478338	0.0001098983	0.010689646	chr4q22.1
203206_at	Hs.156016	KIAA0140	KIAA0140	5.20881245	0.0007613165	0.028851047	chr10q26.13
217227_x_at	Hs.449591 /// Hs.449597 /// Hs.449601 /// Hs.458262 /// Hs.512116	VL1 gene for anti-17beta-estradiol immunoglobulin light chain variable region, clone F2 /// Clone P2-147 anti-oxidized LDL immunoglobulin light chain Fab mRNA, partial cds /// immunoglobulin lambda joining 3 /// immunoglobulin lambda constant 2 (Kern-Oz- marker) /// immunoglobulin lambda variable group	IGLJ3 /// IGLC2 /// IGLV@	5.20500608	0.0001073796	0.010689646	chr22q11.1-q11.2 /// chr22q11.2
204378_at	Hs.400556	breast carcinoma amplified sequence 1	BCAS1	5.204809764	0.0001216383	0.011154187	chr20q13.2-q13.3
217123_x_at	Hs.247975	pro-melanin-concentrating hormone-like 1	PMCHL1	5.204051502	0.0001083445	0.010689646	chr5p14.3
239010_at	Hs.3821	neurobeachin	NBEA	5.189867982	0.0001517785	0.027496198	chr13q13
216961_s_at	Hs.355584	RPA interacting protein	RIP	5.184875751	0.0001472009	0.012314849	chr17p13.2
222046_at	Hs.111801	arsenate resistance protein ARS2	ARS2	5.184101957	0.0001408606	0.012029276	chr7q21
220751_s_at	Hs.10235	chromosome 5 open reading frame 4	C5orf4	5.172298915	0.0001139500	0.010851061	chr5q31-q32
212235_at	Hs.301685	plexin D1	PLXND1	5.163470367	0.0004933198	0.023428183	chr3q21.3
202237_at	Hs.364345	nicotinamide N-methyltransferase	NNMT	5.157778036	0.0001169039	0.010966771	chr11q23.1
227297_at	Hs.222	integrin, alpha 9	ITGA9	5.153958881	0.0001336564	0.025649574	chr3p21.3
207006_s_at	---	protein predicted by clone 23882	HSU79303	5.149835901	0.0005872881	0.025419738	chr19q13.42
