Probe Set	Gene Symbol	Gene Symbol before 2008	T:N Ratio	T Mean	N Mean	T SD	N SD
1557432_at	RASAL2	RASAL2	0.336381956	-0.72536177	1.033487212	0.920574396	0.532847134
1558397_at	---	---	0.207560271	-1.026434421	1.323753469	0.787551648	0.625603099
1558444_at	---	LOC644450	0.178696156	-0.825348105	1.698468688	1.095698098	1.153398668
1558523_at	FAM184A	C6orf60	0.37689629	-0.555975513	0.748737721	0.395136983	0.721973419
1559394_a_at	---	ROR1	0.348583255	-0.621637234	0.876795403	0.630640154	0.761847448
1559605_a_at	LOC285043	LOC285043	0.285365992	-0.67760265	1.036890819	0.44511807	0.722642052
1560049_at	---	CUGBP2	0.192345818	-1.161937571	1.643755224	1.185178447	0.502444588
1560169_at	---	PIP5K1B	0.359677712	-0.436054338	0.900400464	0.327919083	0.701646226
1561135_at	---	FLJ34870	0.252820775	-0.691339149	1.299474455	0.656944411	0.674654933
1562921_at	---	LOC646927	0.234057304	-0.987958155	1.559137175	1.154767115	0.675146252
1564796_at	EMP1	EMP1	0.157340604	-0.843566906	1.282991108	0.577050199	1.366426843
1566968_at	---	SPRY4	0.31597502	-0.70133093	1.019276426	0.821465203	0.760908737
1568596_a_at	TROAP	TROAP	3.635074627	0.777324075	-0.894022418	0.805227445	0.261814473
1569095_at	LOC731424	---	0.321770524	-0.67504357	0.892512052	0.536454405	0.813514617
200606_at	DSP	DSP	8.066520495	1.316112025	-1.534233142	1.277522956	0.799913545
200671_s_at	SPTBN1	SPTBN1	0.300542408	-0.647888414	1.144299128	0.643134227	0.573094629
200762_at	DPYSL2	DPYSL2	0.360151596	-0.70225705	1.049743722	1.022758779	0.243130957
200795_at	SPARCL1	SPARCL1	0.323930526	-0.830754433	1.044649264	1.015018683	0.37085445
200878_at	EPAS1	EPAS1	0.22405706	-1.017308734	1.440594503	1.018069056	0.329661856
200904_at	HLA-E	HLA-E	0.32704739	-0.784622111	1.029245957	0.91800789	0.384690767
200911_s_at	TACC1	TACC1	0.306431815	-0.815228415	1.041747257	0.774505876	0.20970237
200984_s_at	CD59	CD59	0.438187622	-0.72538662	0.571172012	0.699856418	0.367801812
200985_s_at	CD59	CD59	0.400448252	-0.741594787	0.67381087	0.603142506	0.216208104
201013_s_at	PAICS	PAICS	3.799200695	0.740250234	-1.010695877	0.79160173	0.337736962
201014_s_at	PAICS	PAICS	5.435125163	0.853467132	-1.30919315	1.055968931	0.442786108
201041_s_at	DUSP1	DUSP1	0.269226983	-1.004791501	1.034346023	0.789758518	0.426099344
201061_s_at	STOM	STOM	0.32252613	-0.783194841	0.98981648	0.69891456	0.166148649
201147_s_at	TIMP3	TIMP3	0.321283923	-0.9409553	0.999318521	1.1431886	0.474990068
201148_s_at	TIMP3	TIMP3	0.357887109	-0.702337274	0.888268214	0.834785778	0.62425578
201150_s_at	TIMP3	TIMP3	0.218556692	-1.190635976	1.375734888	1.174127173	0.311879441
201250_s_at	SLC2A1	SLC2A1	12.43830832	1.106828856	-1.726358381	1.740363328	0.390419573
201278_at	DAB2	DAB2	0.370326045	-0.797022748	0.845779936	0.879960679	0.282599843
201291_s_at	TOP2A	TOP2A	32.13241763	1.857239035	-2.839377966	1.647142752	0.821457713
201292_at	TOP2A	TOP2A	23.59660705	1.5786934	-2.466182604	1.602963837	0.410411522
201328_at	ETS2	ETS2	0.319575295	-0.702168462	1.07847604	0.826284073	0.428743494
201348_at	GPX3	GPX3	0.187569081	-1.090413994	1.785015059	1.156657689	0.512553796
201425_at	ALDH2	ALDH2	0.356200345	-0.821215992	0.928771053	0.943636599	0.332565432
201432_at	CAT	CAT	0.356168084	-0.766266924	0.880304186	0.774891961	0.295688013
201496_x_at	MYH11	MYH11	0.246070802	-0.972588416	1.282403608	0.872053518	0.50467029
201497_x_at	MYH11	MYH11	0.234449042	-1.157812212	1.497437066	1.278012917	0.414084662
201531_at	ZFP36	ZFP36	0.229130161	-0.966609378	1.205698994	0.821467069	0.773129158
201539_s_at	FHL1	FHL1	0.180171438	-1.207797231	1.669368741	1.106637174	0.866417464
201540_at	FHL1	FHL1	0.143300288	-1.457599887	1.944402155	1.219734927	0.26844136
201548_s_at	JARID1B	JARID1B	2.89927396	0.609402149	-0.788164473	0.723029111	0.401278
201563_at	SORD	SORD	4.365223137	0.788153992	-1.138264484	0.921299385	0.536371883
201577_at	NME1 /// NME2	NME1	4.064181209	0.792650234	-1.194938751	0.725890559	0.561604979
201578_at	PODXL	PODXL	0.29348066	-0.806830469	1.051862044	0.647999928	0.402540396
201690_s_at	TPD52	TPD52	3.59735425	0.796226907	-0.86450835	0.810464506	0.375999331
201709_s_at	NIPSNAP1	NIPSNAP1	2.34581349	0.530056598	-0.613103644	0.549806488	0.284773616
201710_at	MYBL2	MYBL2	4.10279869	0.764279645	-1.029995539	0.913829346	0.203460316
201774_s_at	NCAPD2	CNAP1	3.172174498	0.567750678	-0.958813831	0.750700159	0.387376974
201809_s_at	ENG	ENG	0.318588202	-0.77309708	1.039769141	0.876718537	0.475826183
201810_s_at	SH3BP5	SH3BP5	0.394496851	-0.616694228	0.84145558	0.744034083	0.420412923
201811_x_at	SH3BP5	SH3BP5	0.408453172	-0.62867811	0.825019779	0.769545424	0.264996242
201842_s_at	EFEMP1	EFEMP1	0.286875052	-1.221465875	1.097929148	1.449345078	0.289836662
201843_s_at	EFEMP1	EFEMP1	0.20684828	-1.472908988	1.450010627	1.484649182	0.365020696
201890_at	RRM2	RRM2	13.60971027	1.284530079	-2.143858625	1.592016835	0.753309826
201897_s_at	CKS1B	CKS1B	4.731718765	0.895851556	-1.122983748	0.922838763	0.379578332
202014_at	PPP1R15A	PPP1R15A	0.237927775	-0.904224936	1.213592342	0.821276798	0.785276752
202068_s_at	LDLR	LDLR	0.259659316	-0.952441511	1.374166832	1.199057405	0.596549724
202094_at	BIRC5	BIRC5	4.926751939	0.827046135	-1.134231163	1.02271432	0.246266036
202095_s_at	BIRC5	BIRC5	15.4967819	1.474610602	-2.024247892	1.525385964	0.464165419
202107_s_at	MCM2	MCM2	6.139942695	0.913622132	-1.352379975	1.223894459	0.431464818
202112_at	VWF	VWF	0.208236802	-1.050814667	1.412453856	0.920323017	0.448000948
202156_s_at	CUGBP2	CUGBP2	0.367547038	-0.770363044	0.941149639	0.984852065	0.282329269
202157_s_at	CUGBP2	CUGBP2	0.373066951	-0.797447056	0.903245598	1.054311264	0.27304452
202177_at	GAS6 /// LOC100133684	GAS6	0.334491948	-0.758253217	1.027710893	0.893287627	0.393961587
202222_s_at	DES	DES	0.323132491	-0.720121676	1.023530253	0.670657147	0.647560085
202240_at	PLK1	PLK1	3.210090714	0.6271374	-0.839800713	0.80406307	0.214391434
202503_s_at	KIAA0101	KIAA0101	13.19993868	1.341917069	-2.158299547	1.305604256	0.753003344
202524_s_at	SPOCK2	SPOCK2	0.226900469	-0.922752013	1.568756548	1.095745464	0.422892292
202552_s_at	CRIM1	CRIM1	0.409191713	-0.610357757	0.823072778	0.74843081	0.358031749
202580_x_at	FOXM1	FOXM1	10.60527458	1.232499032	-1.648352726	1.441230031	0.295718109
202587_s_at	AK1	AK1	0.32926686	-0.726854466	0.990619066	0.7599528	0.493321494
202589_at	TYMS	TYMS	7.988603855	0.959347191	-1.729698402	1.269953726	0.783753468
202705_at	CCNB2	CCNB2	14.01896838	1.374103925	-2.017341802	1.448027845	0.468357921
202747_s_at	ITM2A	ITM2A	0.412678996	-0.624091178	0.856941984	0.858142339	0.386135785
202759_s_at	AKAP2 /// PALM2 /// PALM2-AKAP2	AKAP2 /// PALM2-AKAP2	0.20037549	-1.132811946	1.46486358	0.975609669	0.432897162
202760_s_at	PALM2-AKAP2	AKAP2 /// PALM2-AKAP2	0.256504402	-0.876680025	1.223765205	0.915503101	0.66593867
202768_at	FOSB	FOSB	0.101598165	-1.639255755	2.16151871	1.399870875	1.210287844
202779_s_at	LOC731049 /// UBE2S	UBE2S /// LOC651816	5.689588628	1.055503891	-1.170669509	1.101519676	0.686656624
202870_s_at	CDC20	CDC20	17.29905497	1.497724887	-2.151121341	1.531126907	0.451235401
202877_s_at	CD93	CD93	0.271639406	-0.846966423	1.115538718	0.799672475	0.612580475
202878_s_at	CD93	CD93	0.216276295	-1.066396399	1.387132374	0.986524082	0.393974245
202910_s_at	CD97	CD97	0.284029274	-0.947571946	1.142271529	1.024514662	0.388794875
202954_at	UBE2C	PAK3 /// UBE2C	15.20201378	1.424437183	-1.957521593	1.456428587	0.358914383
202992_at	C7	C7	0.194628132	-1.321011515	1.524435103	1.530372312	0.739325759
203022_at	RNASEH2A	RNASEH2A	4.515698763	0.787069596	-1.120399899	0.948541024	0.368555049
203046_s_at	TIMELESS	TIMELESS	4.364795339	0.883997969	-1.050235537	0.849396604	0.34379486
203060_s_at	PAPSS2	PAPSS2	0.318057491	-0.807188917	1.21422975	1.087792249	0.277463125
203065_s_at	CAV1	CAV1	0.151915065	-1.367471896	1.846800317	1.214064422	0.431471275
203088_at	FBLN5	FBLN5	0.212577143	-1.258708497	1.465990327	1.236718017	0.585987365
203139_at	DAPK1	DAPK1	0.423130303	-0.595942078	0.87600788	0.833650561	0.36624091
203145_at	SPAG5	SPAG5	6.448972362	1.026078718	-1.259072525	1.131628904	0.338480975
203185_at	RASSF2	RASSF2	0.353042566	-0.956778882	0.816148722	1.035214165	0.39053589
203213_at	CDC2	CDC2	7.338821476	0.968531591	-1.537568951	1.324200357	0.4963879
203214_x_at	CDC2	CDC2	7.679251766	0.993341375	-1.560065386	1.235140351	0.354373436
203228_at	PAFAH1B3	PAFAH1B3	5.000470203	0.996066992	-1.147985355	0.795446763	0.340183325
203296_s_at	ATP1A2	ATP1A2	0.200619957	-0.941867264	1.396648161	0.596476922	0.665101578
203320_at	SH2B3	SH2B3	0.402163159	-0.701200229	0.756647409	0.720720924	0.288546563
203323_at	CAV2	CAV2	0.144885373	-1.440639717	1.881404274	1.318341951	0.350972811
203324_s_at	CAV2	CAV2	0.264738343	-1.017155134	1.31623411	1.260645095	0.435598844
203329_at	PTPRM	PTPRM	0.342541252	-0.777874767	0.959185348	0.777176251	0.273298473
203358_s_at	EZH2	EZH2	7.42769602	1.028141876	-1.462783084	1.345568188	0.463394174
203362_s_at	MAD2L1	MAD2L1	13.63901506	1.281698229	-2.050953743	1.374854474	0.453656144
203418_at	CCNA2	CCNA2	8.208206172	1.006196467	-1.572870988	1.283152042	0.229204929
203432_at	TMPO	TMPO	3.4527173	0.623022016	-0.949503431	0.870914546	0.296171783
203435_s_at	MME	MME	0.32992977	-0.950790681	1.266049934	1.106715325	0.471486563
203543_s_at	KLF9	KLF9	0.235788769	-1.033460711	1.212054571	1.090633893	0.87899193
203549_s_at	LPL	LPL	0.330792173	-1.169355016	1.727787171	1.842243087	0.373834451
203554_x_at	PTTG1	PTTG1	6.361282817	0.909464304	-1.448459476	1.198236355	0.427072465
203571_s_at	C10orf116	C10orf116	0.134716559	-1.58007063	1.84753321	1.318033863	0.472458632
203744_at	HMGB3	HMGB3	10.67843974	1.239312939	-1.561429314	1.539059918	0.550906604
203755_at	BUB1B	BUB1B	11.86190331	1.262060798	-1.90672779	1.359320745	0.50539244
203764_at	DLGAP5	DLG7	18.08881699	1.40215341	-2.274209984	1.534368806	0.361151182
203766_s_at	LMOD1	LMOD1	0.223124594	-0.940428732	1.306763472	0.710051023	0.522197398
203799_at	CD302	CD302	0.229559026	-1.109481466	1.330090425	1.107812549	0.310468663
203819_s_at	IGF2BP3	IGF2BP3	25.44104067	1.848163002	-1.970588151	2.013339982	0.368840986
203820_s_at	IGF2BP3	IGF2BP3	19.23945602	1.625361955	-1.793525068	1.986770685	0.30012697
203821_at	HBEGF	HBEGF	0.203298316	-1.011922288	1.398737617	0.999713754	0.805043832
203835_at	LRRC32	LRRC32	0.201783768	-0.928091593	1.360689421	0.72404467	0.816586329
203845_at	KAT2B	PCAF	0.380486037	-0.765248789	0.805742323	0.767054423	0.266563852
203865_s_at	ADARB1	ADARB1	0.151156593	-1.254139485	1.697707449	0.861237208	0.382301928
203881_s_at	DMD	DMD	0.284264098	-0.900666165	1.098010256	0.812285105	0.416886204
203887_s_at	THBD	THBD	0.223234987	-1.290520684	1.585410388	1.488570206	0.621298911
203888_at	THBD	THBD	0.216380729	-1.24031277	1.537107025	1.240394975	0.584892549
203910_at	ARHGAP29	ARHGAP29	0.313364509	-0.829451019	1.095453982	0.932880901	0.378275668
203913_s_at	HPGD	HPGD	0.145918228	-1.61364109	1.969909912	1.665292093	0.734325068
203914_x_at	HPGD	HPGD	0.113943574	-1.733937611	2.176005558	1.637653239	0.620741855
203934_at	KDR	KDR	0.33923536	-0.890554571	1.180460782	1.165627819	0.547796761
203967_at	CDC6	CDC6	6.407164527	0.987785504	-1.291444488	1.222224831	0.179568797
203968_s_at	CDC6	CDC6	4.847918528	0.86252283	-1.122434851	1.015618852	0.218532373
203980_at	FABP4	FABP4	0.09152719	-2.10906445	2.660015515	1.722454109	0.629835719
204018_x_at	HBA1 /// HBA2	HBA1 /// HBA2	0.140511328	-1.482893149	2.034183989	1.630267437	0.715318079
204023_at	RFC4	RFC4	6.466213282	0.940650979	-1.370654373	1.255961319	0.442808568
204026_s_at	ZWINT	ZWINT	6.560488882	1.065582378	-1.646913796	1.036587835	0.855728887
204033_at	TRIP13	TRIP13	9.243095741	1.233566021	-1.632394747	1.317914256	0.602181846
204041_at	MAOB	MAOB	0.371167373	-0.957740212	1.224993997	1.278146009	0.472399581
204072_s_at	FRY	FRY	0.226879241	-1.001923527	1.550520227	1.126951479	0.431709033
204073_s_at	C11orf9	C11orf9	0.313422497	-0.686221511	1.356750622	1.041408757	0.425480823
204092_s_at	AURKA	AURKA	6.805881999	0.984478746	-1.495938312	1.158967431	0.457071486
204126_s_at	CDC45L	CDC45L	5.677395281	0.911520701	-1.213756064	1.14546128	0.349655648
204146_at	RAD51AP1	RAD51AP1	6.70870921	0.926800102	-1.465516776	1.240972202	0.473145466
204154_at	CDO1	CDO1	0.329085808	-0.942235572	1.470518904	1.341473116	0.695034794
204162_at	NDC80	KNTC2	11.39718341	1.176822227	-1.847387396	1.522781154	0.544046651
204174_at	ALOX5AP	ALOX5AP	0.276252565	-1.209812359	1.224808157	1.432675098	0.518824977
204215_at	C7orf23	C7orf23	0.373926812	-0.770001124	0.829342464	0.874596204	0.33064136
204223_at	PRELP	PRELP	0.242088103	-0.955584891	1.205248184	0.847825948	0.638218269
204236_at	FLI1	FLI1	0.351750445	-0.797209955	0.960711198	1.018048165	0.437040456
204249_s_at	LMO2	LMO2	0.28723624	-0.880674378	1.11354372	0.914867088	0.512937145
204271_s_at	EDNRB	EDNRB	0.114811589	-1.387979952	2.019658131	0.998180205	0.628822953
204273_at	EDNRB	EDNRB	0.077677003	-1.808293842	2.493232604	1.263281783	0.678869726
204318_s_at	GTSE1	GTSE1	7.640551353	1.122775114	-1.412032242	1.22294539	0.247561955
204320_at	COL11A1	COL11A1	40.78218042	1.455018409	-2.516286647	2.328864613	0.635578708
204343_at	ABCA3	ABCA3	0.21560864	-0.974084797	1.503103939	1.069558277	0.540203929
204348_s_at	AK3L1 /// AK3L2	AK3L1	8.666030648	1.059634788	-1.597043168	1.578570491	0.576528439
204368_at	SLCO2A1	SLCO2A1	0.193139718	-1.049408802	1.781473627	1.208510408	0.580817177
204396_s_at	GRK5	GRK5	0.235262099	-0.867912236	1.44049133	0.792622105	0.346289659
204422_s_at	FGF2	FGF2	0.240675554	-0.818164421	1.192273109	0.643218884	0.779527419
204438_at	MRC1 /// MRC1L1	MRC1 /// MRC1L1	0.236887194	-1.147385294	1.353647938	1.408221723	0.449792488
204440_at	CD83	CD83	0.286747605	-0.887333434	1.122860782	0.896338962	0.646434784
204444_at	KIF11	KIF11	7.762342436	1.043619261	-1.556897404	1.18780448	0.382309155
204446_s_at	ALOX5	ALOX5	0.204687115	-1.336320288	1.497690859	1.620849278	0.507585841
204464_s_at	EDNRA	EDNRA	0.369465609	-0.785584147	0.872958522	0.934387332	0.459150376
204468_s_at	TIE1	TIE1	0.201413186	-1.072406837	1.470933593	0.981233982	0.537433325
204482_at	CLDN5	CLDN5	0.298334618	-0.74419267	1.152037722	0.89592678	0.616062729
204497_at	ADCY9	ADCY9	0.323153216	-0.676719323	1.109254129	0.777296117	0.290340249
204519_s_at	PLLP	PLLP	0.237450593	-0.951362384	1.44268858	1.087933586	0.465311284
204558_at	RAD54L	RAD54L	3.266316718	0.721271931	-0.788918064	0.81052831	0.264022391
204570_at	COX7A1	COX7A1	0.37587355	-0.734938214	1.087764335	1.076036852	0.418162684
204575_s_at	MMP19	MMP19 /// LOC652543	0.17678065	-1.173910418	1.28645035	0.944796002	1.06922244
204579_at	FGFR4	FGFR4	0.313854358	-0.658851077	1.369784364	0.963128165	0.49801681
204580_at	MMP12	MMP12	48.3783927	1.936402232	-3.246316466	2.505516712	1.278929719
204603_at	EXO1	EXO1	4.953020117	0.828021629	-1.094218525	1.09509508	0.201120886
204641_at	NEK2	NEK2	13.66168064	1.377265389	-1.92478735	1.37417365	0.294734463
204642_at	S1PR1	EDG1	0.19657039	-1.004126743	1.372732564	0.640624583	0.566558456
204661_at	CD52	CD52	0.31419972	-1.020023144	1.106200059	1.293885935	0.521059871
204675_at	SRD5A1	SRD5A1	5.85670733	0.945414863	-1.41417288	0.982669412	0.5649204
204677_at	CDH5	CDH5	0.162774915	-1.18556962	1.747776293	0.979839077	0.39139551
204681_s_at	RAPGEF5	RAPGEF5	0.400988006	-0.569101197	0.898458262	0.75248186	0.337492875
204682_at	LTBP2	LTBP2	0.344314869	-0.740121004	0.903405093	0.887357165	0.609597546
204683_at	ICAM2	ICAM2	0.369450435	-0.690710624	0.918746811	0.862225382	0.449343105
204695_at	CDC25A	CDC25A	3.648947184	0.717009694	-0.942161272	0.902428862	0.408774448
204709_s_at	KIF23	KIF23	8.125509829	1.108632521	-1.41561832	1.420602122	0.280913533
204712_at	WIF1	WIF1	0.244974851	-1.006269589	2.478138956	2.256454551	0.601559136
204719_at	ABCA8	ABCA8	0.0866353	-1.827556378	2.360893414	1.320139198	0.391980076
204731_at	TGFBR3	TGFBR3	0.203765686	-0.984017015	1.697959486	1.177241773	0.59648125
204755_x_at	HLF	HLF	0.323391864	-0.809170363	1.184313744	1.092073136	0.546701056
204767_s_at	FEN1	FEN1	3.983942457	0.77448057	-1.064536154	0.856051184	0.486364924
204768_s_at	FEN1	FEN1	4.05123104	0.742704175	-1.052036139	0.921465646	0.397006868
204777_s_at	MAL	MAL	0.345562759	-0.714062862	1.124622985	1.062109129	0.57710854
204781_s_at	FAS	FAS	0.344495521	-0.873039594	0.84283444	0.940869457	0.527981093
204787_at	VSIG4	VSIG4	0.250378275	-1.102312842	1.238489463	1.299206022	0.5869632
204790_at	SMAD7	SMAD7	0.34612759	-0.804682651	0.912047717	0.954952801	0.501973214
204796_at	EML1	EML1	0.328984504	-0.709042003	1.148950605	0.93741141	0.498955274
204802_at	RRAD	RRAD	0.166964487	-1.196468399	1.649005896	1.203904067	1.019633336
204803_s_at	RRAD	RRAD	0.195121063	-1.109964594	1.442136425	1.145297881	1.030866331
204811_s_at	CACNA2D2	CACNA2D2	0.215776822	-1.089017893	1.90272782	1.550560296	0.418771758
204822_at	TTK	TTK	18.14773295	1.48695332	-2.13266852	1.625111922	0.342182134
204825_at	MELK	MELK	11.32567692	1.187012989	-1.965760407	1.342975863	0.493348077
204894_s_at	AOC3	AOC3	0.151603204	-1.379673341	1.727575174	1.136846684	0.362146127
204931_at	TCF21	TCF21	0.082656813	-1.756604973	2.213938646	1.014021844	0.597651489
204955_at	SRPX	SRPX	0.241333509	-1.153141173	1.232678173	1.218044201	0.549439952
204962_s_at	CENPA	CENPA	12.5641618	1.252715106	-1.872446467	1.447289324	0.333909731
204975_at	EMP2	EMP2	0.176006814	-1.151240258	1.758879548	1.196159028	0.403478262
204992_s_at	PFN2	PFN2	4.678101132	0.988600805	-1.096468804	0.90529441	0.522951407
205003_at	DOCK4	DOCK4	0.265736172	-0.92839165	1.191098522	0.902731119	0.316339592
205019_s_at	VIPR1	VIPR1	0.13403714	-1.077452129	2.051949376	1.003868573	0.935983398
205024_s_at	RAD51	RAD51	4.086878072	0.751867015	-1.056956003	0.885105414	0.275169893
205043_at	CFTR	CFTR	0.311901578	-1.018868966	0.951555469	1.066978721	0.676523798
205046_at	CENPE	CENPE	5.527250501	0.914090931	-1.28594751	1.012066924	0.353519315
205083_at	AOX1	AOX1	0.246659635	-0.972636453	1.026481204	0.754908516	0.85401174
205116_at	LAMA2	LAMA2	0.418955902	-0.625546862	0.656111827	0.562816743	0.455237467
205158_at	RNASE4	RNASE4	0.296643517	-0.91390394	1.059907808	0.94145568	0.498562781
205200_at	CLEC3B	CLEC3B	0.115014433	-1.485111158	2.303147929	1.396650105	0.703185777
205206_at	KAL1	KAL1	0.202544602	-1.225442806	1.66191272	1.426674075	0.469491305
205237_at	FCN1	FCN1	0.223552128	-1.071948309	1.115657067	0.813254154	0.790752762
205259_at	NR3C2	NR3C2	0.270180652	-1.064034352	1.335170664	1.151603352	0.365358312
205289_at	BMP2	BMP2	0.261533657	-1.114626248	1.522242965	1.518472245	0.609249264
205290_s_at	BMP2	BMP2	0.229715649	-1.070522125	1.652196347	1.464127943	0.623150936
205316_at	---	SLC15A2	0.299320537	-0.985427667	1.173303098	1.252250437	0.372689734
205326_at	RAMP3	RAMP3	0.153931193	-1.081637382	1.699927111	0.719570139	0.690065391
205339_at	STIL	STIL	5.364294966	0.87502173	-1.281158634	1.022573343	0.297520268
205357_s_at	AGTR1	AGTR1	0.238813243	-1.011133533	1.737956057	1.403322712	0.545080398
205382_s_at	CFD	CFD	0.196744368	-1.079066572	1.545049819	1.149558731	0.713037631
205392_s_at	CCL14 /// CCL15	CCL14 /// CCL15	0.234370619	-0.942185389	1.249911144	1.056454649	1.062813306
205393_s_at	CHEK1	CHEK1	5.396576644	0.92117385	-1.12059393	1.134602644	0.206294181
205394_at	CHEK1	CHEK1	7.827791533	1.056545515	-1.406320666	1.326790458	0.200687928
205407_at	RECK	RECK	0.235535081	-1.005189862	1.289082569	0.877477027	0.416548204
205414_s_at	RICH2	KIAA0672	0.313614616	-0.684556699	1.211118359	0.912015909	0.358434053
205430_at	BMP5	BMP5	0.267525569	-0.942304345	1.353775031	1.172573643	0.666267233
205498_at	GHR	GHR	0.342381313	-0.940572937	1.256608039	1.347664272	0.528931384
205518_s_at	CMAH	CMAH	0.212099744	-1.254598946	1.427753055	1.483737545	0.859032295
205608_s_at	ANGPT1	ANGPT1	0.218768502	-1.110352756	1.411140749	1.166134496	0.657317301
205609_at	ANGPT1	ANGPT1	0.192370479	-1.166617212	1.575942245	1.135858588	0.50100612
205632_s_at	PIP5K1B	PIP5K1B	0.238638826	-1.145252857	1.425090739	1.310220913	0.487740078
205637_s_at	SH3GL3	SH3GL3	0.405763498	-0.499827061	0.995780822	0.794620199	0.522993201
205640_at	ALDH3B1	ALDH3B1	0.365482543	-0.797113731	0.978297114	1.046502104	0.439165868
205651_x_at	RAPGEF4	RAPGEF4	0.323755779	-0.596624041	1.000978968	0.639556071	0.755306142
205694_at	TYRP1	TYRP1	0.317603132	-0.728261459	1.23966424	1.025127124	0.827194604
205700_at	HSD17B6	HSD17B6	0.123942109	-1.61856071	1.972815457	1.423574609	0.586999865
205726_at	DIAPH2	DIAPH2	0.401474182	-0.737490465	0.837252513	0.914838685	0.258703359
205756_s_at	F8	F8	0.275016242	-0.869953225	1.039102682	0.872680031	0.781187481
205774_at	F12	F12	4.015077087	0.825099245	-0.913455938	0.910665146	0.270607963
205779_at	RAMP2	RAMP2	0.245027516	-0.730390944	1.288325299	0.745220141	0.812429154
205792_at	WISP2	WISP2	0.193877839	-1.069704073	1.49000657	0.982926766	0.770451441
205805_s_at	ROR1	ROR1	0.334429648	-0.728877323	0.961836613	0.657966578	0.403413247
205819_at	MARCO	MARCO	0.164651025	-1.393111805	1.684601885	1.368258413	0.768051908
205846_at	PTPRB	PTPRB	0.168686884	-1.130365153	1.648119334	0.85196836	0.629692951
205856_at	SLC14A1	SLC14A1	0.195699385	-0.727181553	1.274434182	0.460979733	1.188510382
