Clone ID	Access. N°	Status	Symbol	Name	Function	Chrom. Loc.
258313	NM_002581	down	PAPPA	pregnancy-associated plasma protein A	protease	9q33.1
1185650	NM_002613	down	PDPK1	3-phosphoinositide dependent protein kinase-1	signal transduction	16p13.3
509735	NM_002634	down	PHB	prohibitin	tumor suppressor - cell proliferation	17q21
345430	NM_006218	down	PIK3CA	phosphoinositide-3-kinase, catalytic, alpha polypeptide	signal transduction	3q26.3
66800	NM_002773	down	PRSS8	protease, serine, 8 (prostasin)	protease	16p11.2
122004	NM_002785	down	PSG11	pregnancy specific beta-1-glycoprotein 11	plasma glycoprotein	19q13.2
139392	NM_031246	down	PSG2	pregnancy specific beta-1-glycoprotein 2	cell migration	19q13.1-q13.2
358993	NM_002803	down	PSMC2	proteasome (prosome, macropain) 26S subunit, ATPase, 2	protease	7q22.1-q22.3
270794	NM_013341	down	PTD004	hypothetical protein PTD004	GTP binding activity	2q31.1
117755	NM_002838	down	PTPRC	protein tyrosine phosphatase, receptor type, C	signal transduction	1q31-q32
37506	NM_002847	down	PTPRN2	protein tyrosine phosphatase, receptor type, N polypeptide 2	signal transduction	7q36
212414	NM_000965	down	RARB	retinoic acid receptor, beta	transcription factor	3p24
755663	NM_000965	down	RARB	retinoic acid receptor, beta	signal transduction	3p24
376473	NM_005614	down	RHEB2	Ras homolog enriched in brain 2	signal transduction	7q36
357239	NM_002947	down	RPA3	replication protein A3, 14kDa	DNA processing	7p22
43442	NM_002948	down	RPL15	ribosomal protein L15	translation	3p24.1
545580	NM_000992	down	RPL29	ribosomal protein L29	translation	3p21.3-p21.2
321259	NM_000993	down	RPL31	ribosomal protein L31	translation	2q11.2
257284	NM_001000	down	RPL39	ribosomal protein L39	translation	xq22-q24
530368	NM_000969	down	RPL5	ribosomal protein L5	translation	1p22.1
544885	NM_000969	down	RPL5	ribosomal protein L5	translation	1p22.1
549200	NM_000969	down	RPL5	ribosomal protein L5	translation	1p22.1
123948	NM_000970	down	RPL6	ribosomal protein L6	translation	12q24.1
67721	NM_005617	down	RPS14	ribosomal protein S14	translation	5q31-q33
192242	NM_001022	down	RPS19	ribosomal protein S19	translation	19q13.2
345676	NM_001024	down	RPS21	ribosomal protein S21	translation	20q13.3
70825	NM_001025	down	RPS23	ribosomal protein S23	translation	5q14.1
321973	NM_015920	down	RPS27L	ribosomal protein S27-like	translation	15q21.3
43493	NM_001031	down	RPS28	ribosomal protein S28	translation	19p13.2
323863	NM_001006	down	RPS3A	ribosomal protein S3A	translation	4q31.2-q31.3
73590	NM_001011	down	RPS7	ribosomal protein S7	translation	2p25
510231	NM_001034	down	RRM2	ribonucleotide reductase M2 polypeptide	DNA processing	2p25-p24
72497	NM_001036	down	RYR3	ryanodine receptor 3	transporter	15q14-q15
25222	NM_004589	down	SCO1	SCO cytochrome oxidase deficient homolog 1 (yeast)	metabolism	17p12-p13
346610	NM_006142	down	SFN	stratifin	cell proliferation	1p35.3
509751	NM_003769	down	SFRS9	splicing factor, arginine/serine-rich 9	RNA processing	12q24.23
255348	NM_003064	down	SLPI	secretory leukocyte protease inhibitor (antileukoproteinase)	cell proliferation	20q12
284256	NM_003092	down	SNRPB2	small nuclear ribonucleoprotein polypeptide B	RNA processing	20p12.2-p11.22
486702	NM_003135	down	SRP19	signal recognition particle 19kDa	RNA processing	5q21-q22
321510	NM_006947	down	SRP72	signal recognition particle 72kDa	RNA processing	4q11
72789	NM_003145	down	SSR2	signal sequence receptor, beta (translocon-associated protein beta)	signal sequence binding activity	1q21-q23
153589	NM_003155	down	STC1	stanniocalcin 1	signal transduction	8p21-p11.2
321907	NM_002354	down	TACSTD1	tumor-associated calcium signal transducer 1	cell adhesion	2p21
509588	NM_005644	down	TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	transcription factor	1p35.2
376755	NM_015472	down	TAZ	transcriptional co-activator with PDZ-binding motif (TAZ)	transcription factor	3q23-q24
34917	NM_006930	down	TCEB1L	S-phase kinase-associated protein 1A (p19A)	translation	5q31
376284	NM_006519	down	TCTEL1	t-complex-associated-testis-expressed 1-like 1	cytoskeleton	6q25.2-q25.3
754034	NM_000460	down	THPO	thrombopoietin	cell proliferation	3q27
511778	NM_014220	down	TM4SF1	transmembrane 4 superfamily member 1	membrane protein	3q21-q25
356783	NM_003963	down	TM4SF5	transmembrane 4 superfamily member 5	membrane protein	17p13.3
301128	NM_003280	down	TNNC1	troponin C, slow	muscle contraction	3p21.3-p14.3
236338	NM_000546	down	TP53	tumor protein p53 (Li-Fraumeni syndrome)	tumor suppressor	17p13.1
358683	NM_000366	down	TPM1	tropomyosin 1 (alpha)	muscle contraction	15q22.1
37630	NM_001069	down	TUBB	tubulin, beta polypeptide	cytoskeleton	6p21.3
416946	NM_003329	down	TXN	thioredoxin	metabolism	9q31
512000	NM_003340	down	UBE2D3	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	protease	4q22.2
121076	NM_004788	down	UBE4A	ubiquitination factor E4A (UFD2 homolog, yeast)	protease	11q23.3
345648	NM_032828	down	UBF-FL	ubiquitin UBF-fl	protease	19q13.43
257445	NM_006002	down	UCHL3	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)	protease	13q21.33
36607	NM_006830	down	UQCR	ubiquinol-cytochrome c reductase (6.4kD) subunit	metabolism	19p13.3
547443	NM_003941	down	WASL	Wiskott-Aldrich syndrome-like	signal transduction	7q31.3
587547	NM_021141	down	XRCC5	X-ray repair complementing defective repair in Chinese hamster cells 5	DNA processing	2q35
39821	NM_018672	up	ABCA5	ATP-binding cassette, sub-family A (ABC1), member 5	transporter	17q24.3
754479	NM_006820	up	C1ORF29	chromosome 1 open reading frame 29	miscellaneous	1p31.1
122743	NM_001942	up	DSG1	desmoglein 1	cell adhesion	18q12.1
62429	BF676987	up	EST	EST	NA	NA
254505	BM706111	up	EST	EST	NA	NA
277339	N34418	up	EST	EST	NA	NA
433155	NM_000130	up	F5	coagulation factor V (proaccelerin, labile factor)	cell adhesion	1q23
796475	NM_004468	up	FHL3	four and a half LIM domains 3	development	1p34
43207	NM_001495	up	GFRA2	GDNF family receptor alpha 2	kinase	8p21
823859	NM_004004	up	GJB2	gap junction protein, beta 2, 26kDa (connexin 26)	cell-cell signaling	13q11-q12
611075	NM_005522	up	HOXA1	homeo box A1	transcription factor	7p15.3
150361	NM_000875	up	IGF1R	insulin-like growth factor 1 receptor	cell proliferation	15q25-q26
24125	NM_003870	up	IQGAP1	IQ motif containing GTPase activating protein 1	signal transduction	15q26.1
35262	NM_002199	up	IRF2	interferon regulatory factor 2	cell proliferation	4q34.1-q35.1
158239	NM_003573	up	LTBP4	latent transforming growth factor beta binding protein 4	extracellular matrix component	19q13.1-q13.2
35483	NM_021257	up	NGB	neuroglobin	transporter	14q24
2048801	NM_006180	up	NTRK2	neurotrophic tyrosine kinase, receptor, type 2	kinase	9q22.1
200521	NM_016816	up	OAS1	2,5-oligoadenylate synthetase 1, 40/46kDa	ATP binding activity	12q24.1
45900	NM_004716	up	PCSK7	proprotein convertase subtilisin/kexin type 7	protein folding	11q23-q24
897956	NM_006115	up	PRAME	preferentially expressed antigen in melanoma	immun system	22q11.22
1705397	NM_005621	up	S100A12	S100 calcium binding protein A12 (calgranulin C)	signal transduction	1q21
205612	NM_080424	up	SP110	SP110 nuclear body protein	transcription factor	2q37.1
191548	NM_003189	up	TAL1	T-cell acute lymphocytic leukemia 1	cell proliferation	1p32
156505	NM_003200	up	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	transcription factor	19p13.3
80384	NM_005428	up	VAV1	vav 1 oncogene	transcription factor	19p13.2
2272404	NM_013304	up	ZDHHC1	zinc finger, DHHC domain containing 1	transcription factor	16q23.1
