Probe Set ID	Gene Title	Gene Symbol	RefSeq Transcript ID
92864_at	NA	NA	NA
92980_at	NA	NA	NA
93304_at	NA	NA	NA
93524_i_at	NA	NA	NA
93572_at	NA	NA	NA
93650_i_at	Proline-rich salivary protein	NA	NA
93707_f_at	NA	NA	NA
93818_g_at	NA	NA	NA
94106_at	Transcribed locus	NA	NA
94786_at	NA	NA	NA
94961_at	NA	NA	NA
95164_at	NA	NA	NA
95482_at	NA	NA	NA
95514_at	NA	NA	NA
95634_at	NA	NA	NA
95697_at	NA	NA	NA
95807_at	NA	NA	NA
95943_at	NA	NA	NA
95959_at	NA	NA	NA
95972_at	NA	NA	NA
95986_at	NA	NA	NA
95990_at	NA	NA	NA
95997_at	13 days embryo heart cDNA, RIKEN full-length enriched library, clone:D330049O10 product:unclassifiable, full insert sequence	NA	NA
96308_r_at	Similar to 60S ribosomal protein L34	NA	XM_485407
96391_at	Transcribed locus, moderately similar to XP_328828.1 Neurospora crassa NCU08122.1 gene	NA	NA
96424_at	Transcribed locus	NA	NA
96485_at	NA	NA	NA
96489_at	NA	NA	NA
96931_at	NA	NA	NA
96970_at	NA	NA	NA
97120_at	NA	NA	NA
97148_at	NA	NA	NA
97693_at	NA	NA	NA
98117_at	NA	NA	NA
98358_at	NA	NA	NA
98530_at	NA	NA	NA
98570_at	NA	NA	NA
98826_at	NA	NA	NA
98892_at	NA	NA	NA
98971_at	NA	NA	NA
99472_at	NA	NA	NA
99654_s_at	NA	NA	NA
99819_at	NA	NA	NA
99963_at	NA	NA	NA
95677_at	RIKEN cDNA 0610009C03 gene	0610009C03Rik	NM_025645
99166_at	RIKEN cDNA 0610012G03 gene	0610012G03Rik	NM_025320
94907_f_at	RIKEN cDNA 1110001J03 gene	1110001J03Rik	NM_025363
98061_at	RIKEN cDNA 1110001K21 gene	1110001K21Rik	NM_025839
160240_at	RIKEN cDNA 1110003E01 gene	1110003E01Rik	NM_133697
92565_at	RIKEN cDNA 1110005A23 gene	1110005A23Rik	NM_025364
160333_at	RIKEN cDNA 1110008F13 gene	1110008F13Rik	NM_026124
96709_at	RIKEN cDNA 1110008P14 gene	1110008P14Rik	NM_198001
93336_at	RIKEN cDNA 1110014C03 gene	1110014C03Rik	NM_026775
97843_at	RIKEN cDNA 1110034E15 gene	1110034E15Rik	NA
95596_at	RIKEN cDNA 1110054H05 gene	1110054H05Rik	XM_126489
92941_at	RIKEN cDNA 1110054M08 gene	1110054M08Rik	NA
93054_at	RIKEN cDNA 1110054N06 gene	1110054N06Rik	NM_175134
160387_at	RIKEN cDNA 1110055L24 gene	1110055L24Rik	NM_025422
162360_f_at	RIKEN cDNA 1110061O04 gene	1110061O04Rik	NM_026849
160664_at	RIKEN cDNA 1200004M23 gene	1200004M23Rik	NM_026169
98462_s_at	RIKEN cDNA 1200014P03 gene	1200014P03Rik	NM_029091
95078_at	RIKEN cDNA 1200015F23 gene	1200015F23Rik	XM_203936
93975_at	RIKEN cDNA 1300002F13 gene	1300002F13Rik	NM_133753
161729_f_at	RIKEN cDNA 1300006C06 gene	1300006C06Rik	NM_028792
103531_f_at	RIKEN cDNA 1300013B24 gene	1300013B24Rik	NM_026184
160787_at	RIKEN cDNA 1500010J02 gene	1500010J02Rik	XM_488515
102072_g_at	RIKEN cDNA 1500034J01 gene	1500034J01Rik	XM_356085
102312_r_at	RIKEN cDNA 1500034J01 gene	1500034J01Rik	XM_356085
161719_f_at	RIKEN cDNA 1500034J01 gene	1500034J01Rik	XM_356085
97404_at	RIKEN cDNA 1500034J01 gene	1500034J01Rik	XM_356085
97413_at	RIKEN cDNA 1600029D21 gene	1600029D21Rik	NM_029639
104726_at	RIKEN cDNA 1700013L23 gene	1700013L23Rik	NM_027062
95551_at	RIKEN cDNA 1700020M16 gene	1700020M16Rik	XM_127811
97685_at	RIKEN cDNA 1700023D09 gene	1700023D09Rik	NA
104593_at	RIKEN cDNA 1700023O11 gene	1700023O11Rik	NM_029339
96811_at	RIKEN cDNA 1700093E07 gene	1700093E07Rik	NM_133685
160486_at	RIKEN cDNA 1810010N17 gene	1810010N17Rik	NM_025455
97265_at	RIKEN cDNA 1810013D10 gene	1810013D10Rik	XM_485608
95137_at	RIKEN cDNA 1810014L12 gene	1810014L12Rik	NM_133706
97277_at	RIKEN cDNA 1810015M01 gene	1810015M01Rik	NM_026933
160556_at	RIKEN cDNA 1810020G14 gene	1810020G14Rik	NM_025461
97775_at	Expressed sequence AA511254	1810021J13Rik	NM_025464
101386_at	RIKEN cDNA 1810030J14 gene	1810030J14Rik	NM_025470
161169_f_at	RIKEN cDNA 1810030O07 gene	1810030O07Rik	NM_175141
162356_r_at	RIKEN cDNA 1810042K04 gene	1810042K04Rik	NM_025604
160983_at	RIKEN cDNA 1810044D09 gene	1810044D09Rik	NA
94453_at	RIKEN cDNA 1810046J19 gene	1810046J19Rik	NM_025559
94925_at	RIKEN cDNA 1810055D05 gene	1810055D05Rik	NM_026332
97422_at	RIKEN cDNA 2010002H18 gene	2010002H18Rik	NM_198653
161562_f_at	RIKEN cDNA 2210018M03 gene	2210018M03Rik	XM_355849
160434_at	RIKEN cDNA 2310004K06 gene	2310004K06Rik	NM_020050
160872_f_at	RIKEN cDNA 2310008H09 gene	2310008H09Rik	NM_023197
102783_at	RIKEN cDNA 2310009E04 gene /// similar to hypothetical protein FLJ10986	2310009E04Rik /// LOC435793	NM_029347 /// XM_487808
98942_r_at	RIKEN cDNA 2310032D16 gene	2310032D16Rik	NM_027096 /// NM_028802
96871_at	RIKEN cDNA 2310042G06 gene	2310042G06Rik	NM_025531
101404_at	RIKEN cDNA 2310061I09 gene	2310061I09Rik	NM_027159
96271_at	RIKEN cDNA 2310075C12 gene	2310075C12Rik	NM_133739
95501_at	RIKEN cDNA 2410001C21 gene	2410001C21Rik	NM_025542
104513_at	RIKEN cDNA 2410004N09 gene	2410004N09Rik	NA
162003_at	RIKEN cDNA 2410005K20 gene	2410005K20Rik	NM_025546
94053_at	RIKEN cDNA 2410006F12 gene	2410006F12Rik	NM_028020
97256_at	RIKEN cDNA 2410011G03 gene	2410011G03Rik	NM_025551
100912_at	RIKEN cDNA 2410012M04 gene	2410012M04Rik	NM_027193
96294_s_at	RIKEN cDNA 2410015N17 gene	2410015N17Rik	NM_023203
98920_g_at	RIKEN cDNA 2410018G23 gene	2410018G23Rik	NM_027194
102120_f_at	RIKEN cDNA 2410018L13 gene	2410018L13Rik	NM_028362
96780_at	RIKEN cDNA 2410022L05 gene	2410022L05Rik	NM_025556
96552_at	RIKEN cDNA 2410118I19 gene	2410118I19Rik	XM_129726
97865_g_at	RIKEN cDNA 2510049I19 gene	2510049I19Rik	NM_026455
102057_r_at	RIKEN cDNA 2610002J02 gene	2610002J02Rik	XM_131827
94520_at	RIKEN cDNA 2610003J06 gene	2610003J06Rik	NM_028101
101053_at	RIKEN cDNA 2610031L17 gene	2610031L17Rik	NM_133701
102368_at	RIKEN cDNA 2610208E05 gene	2610208E05Rik	NM_175364
93428_at	RIKEN cDNA 2610300B10 gene	2610300B10Rik	XM_283661
92282_at	RIKEN cDNA 2610304G08 gene	2610304G08Rik	NM_027434
94273_at	RIKEN cDNA 2610311I19 gene	2610311I19Rik	NM_023311
98538_at	RIKEN cDNA 2610507B11 gene	2610507B11Rik	NM_001002004
100955_at	RIKEN cDNA 2700084L22 gene	2700084L22Rik	NM_026024
96493_at	RIKEN cDNA 2810002I04 gene	2810002I04Rik	NM_172414
99006_at	RIKEN cDNA 2810040C05 gene	2810040C05Rik	NA
160278_at	RIKEN cDNA 2810428I15 gene	2810428I15Rik	NM_025577
101741_at	RIKEN cDNA 2810433D01 gene	2810433D01Rik	XM_484087
99185_at	RIKEN cDNA 2810443J12 gene	2810443J12Rik	NM_026044
102099_f_at	RIKEN cDNA 2900008M13 gene	2900008M13Rik	XM_110121
96658_at	RIKEN cDNA 2900010J23 gene	2900010J23Rik	NM_175190
98476_at	RIKEN cDNA 2900054D09 gene	2900054D09Rik	NA
97462_at	RIKEN cDNA 3110006P09 gene	3110006P09Rik	NM_026521
161928_at	RIKEN cDNA 3110079O15 gene	3110079O15Rik	XM_129926
161108_r_at	RIKEN cDNA 4732472I07 gene	4732472I07Rik	XM_195168
96647_at	RIKEN cDNA 4833420K19 gene	4833420K19Rik	NM_029775
95445_at	RIKEN cDNA 4833439L19 gene	4833439L19Rik	NM_133797
99163_at	RIKEN cDNA 4921506J03 gene	4921506J03Rik	XM_356498
103563_at	RIKEN cDNA 4930555L03 gene	4930555L03Rik	NA
95123_at	RIKEN cDNA 4930566A11 gene	4930566A11Rik	NA
96090_g_at	RIKEN cDNA 4931406C07 gene	4931406C07Rik	NM_133732
104284_at	RIKEN cDNA 5031439G07 gene	5031439G07Rik	XM_128281
96613_at	RIKEN cDNA 5730536A07 gene	5730536A07Rik	NM_026635
160119_at	RIKEN cDNA 5730592L21 gene	5730592L21Rik	NM_029720
100290_f_at	RIKEN cDNA 6230416J20 gene	6230416J20Rik	NM_173400
161737_at	RIKEN cDNA 6230425C22 gene	6230425C22Rik	XM_109904
161613_at	RIKEN cDNA 6330407G04 gene	6330407G04Rik	NM_134078
103424_at	RIKEN cDNA 6330442E10 gene	6330442E10Rik	NM_178745
103198_at	RIKEN cDNA 6330512M04 gene	6330512M04Rik	NM_177265
101607_at	RIKEN cDNA 6720425G15 gene	6720425G15Rik	XM_203601
95914_at	RIKEN cDNA 6720461J16 gene	6720461J16Rik	NM_175551
101929_at	RIKEN cDNA 6720463E02 gene	6720463E02Rik	NM_026556
104091_at	RIKEN cDNA 9430079M16 gene	9430079M16Rik	NM_175414
98346_at	RIKEN cDNA 9530051K01 gene	9530051K01Rik	XM_485965
160963_at	RIKEN cDNA 9630050M13 gene	9630050M13Rik	XM_194000
102977_at	nonagouti	a	NM_015770
94995_at	RIKEN cDNA A030007L17 gene	A030007L17Rik	NM_026637
160598_at	RIKEN cDNA A230106M15 gene	A230106M15Rik	NM_175474
97826_at	RIKEN cDNA A430096B05 gene	A430096B05Rik	XM_488307
104475_at	Hypothetical protein 6030458H05	AA408278	NA
97687_at	Expressed sequence AA408865	AA408865	NA
103751_at	expressed sequence AA409316	AA409316	NM_134087
98878_r_at	achalasia, adrenocortical insufficiency, alacrimia	Aaas	NM_153416
98064_at	angio-associated migratory protein	Aamp	NM_146110
92511_at	arylalkylamine N-acetyltransferase	Aanat	NM_009591
103389_at	aminoadipate-semialdehyde synthase	Aass	NM_013930
103273_s_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	Abcc8	NA
103401_at	acyl-Coenzyme A dehydrogenase, short chain	Acads	NM_007383
161469_r_at	acyl-Coenzyme A dehydrogenase, short chain	Acads	NM_007383
99910_at	amiloride-sensitive cation channel 1, neuronal (degenerin)	Accn1	NM_007384
103219_at	acid phosphatase, prostate	Acpp	NM_019807 /// NM_207668
93207_at	preproacrosin	Acr	NM_013455
99456_at	proacrosin binding protein	Acrbp	NM_016845
95659_at	actin-like 6A	Actl6a	NM_019673
93903_at	activin receptor IIB	Acvr2b	NM_007397
93205_at	adenosine deaminase	Ada	NM_007398
93206_g_at	adenosine deaminase	Ada	NM_007398
162388_r_at	A disintegrin and metalloprotease domain 5	Adam5	NM_007401
101626_at	a disintegrin and metalloprotease domain 7	Adam7	NM_007402
103241_at	adenylate cyclase 2	Adcy2	NM_153534
92527_at	adenylate cyclase 9	Adcy9	NM_009624
104271_at	adrenomedullin receptor	Admr	NM_007412
99039_g_at	adenylosuccinate synthetase, non muscle	Adss	NM_007422
93720_at	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)	Agpat1	NM_018862
97921_at	agrin	Agrn	NM_021604
96024_at	S-adenosylhomocysteine hydrolase	Ahcy	NM_016661
93799_at	expressed sequence AI316787	AI316787	NM_199199
160883_at	Expressed sequence AI325464	AI325464	NM_178882
161008_at	expressed sequence AI428936	AI428936	NM_153577
161857_r_at	expressed sequence AI428936	AI428936	NM_153577
101235_f_at	Expressed sequence AI450241	AI450241	NA
97610_f_at	Expressed sequence AI450241	AI450241	NA
160672_at	expressed sequence AI462438	AI462438	NM_133840
104034_at	expressed sequence AI464131	AI464131	XM_283952
95528_at	expressed sequence AI507495	AI507495	NM_213728
96801_at	adenylate kinase 1	Ak1	NM_021515
92796_at	alkaline phosphatase 2, liver	Akp2	NM_007431
162331_f_at	aldehyde dehydrogenase family 3, subfamily A1	Aldh3a1	NM_007436
99548_at	aldehyde dehydrogenase family 3, subfamily A1	Aldh3a1	NM_007436
93781_at	aldehyde reductase (aldose reductase)-like 6	Aldrl6	NM_019977
96423_at	aristaless 3	Alx3	NM_007441
98094_f_at	autocrine motility factor receptor	Amfr	NM_011787
102114_f_at	angiopoietin-like 4	Angptl4	NM_020581
100569_at	annexin A2	Anxa2	NM_007585
93083_at	annexin A5	Anxa5	NM_009673
161439_f_at	adaptor-related protein complex AP-1, mu subunit 1	Ap1m1	NM_007456
97526_at	adaptor-related protein complex 3, mu 1 subunit	Ap3m1	NM_018829
94388_at	adaptor-related protein complex 3, sigma 2 subunit	Ap3s2	NM_009682
92727_at	amyloid beta (A4) precursor protein-binding, family  A, member 2	Apba2	NM_007461
101621_at	androgen-binding protein eta	Apbh	NM_020563
102582_at	adenomatosis polyposis coli 2	Apc2	NM_011789
93559_at	apurinic/apyrimidinic endonuclease 1	Apex1	NM_009687
102943_at	autophagy 7-like (S. cerevisiae)	Apg7l	NM_028835
93498_s_at	amyloid beta (A4) precursor-like protein 2	Aplp2	NM_009691
99359_at	Hypothetical LOC403343	Apoa4	NM_007468
97236_r_at	apolipoprotein B editing complex 2	Apobec2	NM_009694
94318_at	apolipoprotein H	Apoh	NM_013475
93840_at	apolipoprotein M	Apom	NM_018816
161330_r_at	adenine phosphoribosyl transferase	Aprt	NM_009698
103612_at	aquaporin 2	Aqp2	NM_009699
102200_at	aquaporin 8	Aqp8	NM_007474
100518_at	ADP-ribosylation factor 2	Arf2	NM_007477
100883_at	ADP-ribosylation factor 4-like	Arfl4	NM_025404
101866_at	ADP-ribosylation factor related protein 1	Arfrp1	NM_029702
93631_at	rho/rac guanine nucleotide exchange factor (GEF) 2	Arhgef2	NM_008487
92805_s_at	ADP-ribosylation factor-like 4	Arl4	NM_007487
92294_at	ADP-ribosylation factor-like 5	Arl5	NM_182994
95749_at	arginine-rich, mutated in early stage tumors	Armet	NM_029103
92910_at	aryl hydrocarbon receptor nuclear translocator 2	Arnt2	NM_007488
95144_at	actin related protein 2/3 complex, subunit 1A	Arpc1a	NM_019767
161645_r_at	activating transcription factor 3	Atf3	NM_007498
102569_at	atonal homolog 1 (Drosophila)	Atoh1	NM_007500
101811_at	atonal homolog 7 (Drosophila)	Atoh7	NM_016864
160500_at	ATPase, Na+/K+ transporting, beta 1 polypeptide	Atp1b1	NM_009721
99570_s_at	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	Atp2a2	NM_009722
93404_g_at	ATPase, Ca++ transporting, ubiquitous	Atp2a3	NM_016745
92798_at	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	Atp5c1	NM_020615
161047_at	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	Atp5d	NM_025313
161494_f_at	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	Atp5d	NM_025313
162343_f_at	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	Atp5d	NM_025313
94279_at	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	Atp5d	NM_025313
96898_at	ATP synthase, H+ transporting, mitochondrial  F0 complex, subunit b, isoform 1	Atp5f1	NM_009725
96919_at	ATPase, H+ transporting, V0 subunit C	Atp6v0c	NM_009729
92603_at	ATPase, H+ transporting, V0 subunit D isoform 1	Atp6v0d1	NM_013477
95746_at	ATPase, H+ transporting, V1 subunit A, isoform 1	Atp6v1a1	NM_007508
160609_at	ATPase, Cu++ transporting, alpha polypeptide	Atp7a	NM_009726
100335_at	ATPase, Cu++ transporting, beta polypeptide	Atp7b	NM_007511
97176_at	ATPase, class I, type 8B, member 1	Atp8b1	NM_001001488
104727_at	Expressed sequence AW495713	AW495713	NA
99239_at	axin2	Axin2	NM_015732
96340_at	RIKEN cDNA B230114J08 gene	B230114J08Rik	NM_030018
93088_at	beta-2 microglobulin	B2m	NM_009735
104273_at	bile acid-Coenzyme A: amino acid N-acyltransferase	Baat	NM_007519
92528_at	brain-specific angiogenesis inhibitor 1	Bai1	NM_174991
103098_at	brain-specific angiogenesis inhibitor 1-associated protein 2	Baiap2	NM_130862
100714_at	bagpipe homeobox gene 1 homolog (Drosophila)	Bapx1	NM_007524
93921_at	HLA-B-associated transcript 3	Bat3	NM_057171
97873_at	CDNA sequence BC004012	BC004012	NM_138671
160625_f_at	cDNA sequence BC004636	BC004636	NM_145524
93004_r_at	cDNA sequence BC018242	BC018242	NM_144935
95564_at	cDNA sequence BC018601	BC018601	NM_134033
103988_at	cDNA sequence BC023754	BC023754	XM_148895
96001_at	cDNA sequence BC024322	BC024322	NM_173748
103879_at	cDNA sequence BC024806	BC024806	NM_172291
101470_at	cDNA sequence BC028975	BC028975	NM_146254
103485_at	cDNA sequence BC030046	BC030046	XM_147850
160366_at	cDNA sequence BC031181	BC031181	NM_001001181
104643_at	cDNA sequence BC037006	BC037006	XM_109956
96518_at	cDNA sequence BC037006	BC037006	XM_109956
92670_at	cDNA sequence BC037527	BC037527	NM_172259
97101_at	cDNA sequence BC037527	BC037527	NM_172259
161895_s_at	cDNA sequence BC054822	BC054822	XM_354626
95909_at	CDNA sequence BC057079	BC057079	XM_283973
92700_at	brevican	Bcan	NM_007529
93252_at	B-cell receptor-associated protein 31	Bcap31	NM_012060
98870_at	B-cell leukemia/lymphoma 2	Bcl2	NM_009741 /// NM_177410
96044_at	Bcl2-like 10	Bcl2l10	NM_013479
99418_at	BCL2-like 11 (apoptosis facilitator)	Bcl2l11	NM_009754 /// NM_207680 /// NM_207681
97284_at	BCL2-like 13 (apoptosis facilitator)	Bcl2l13	NM_153516
101189_at	BH3 interacting (with BCL2 family) domain, apoptosis agonist	Bid3	NM_007545
162221_i_at	bleomycin hydrolase	Blmh	NM_178645
95557_at	bone morphogenetic protein 1	Bmp1	NM_009755
99865_at	bone morphogenic protein receptor, type II (serine/threonine kinase)	Bmpr2	NM_007561
161599_i_at	block of proliferation 1	Bop1	NM_013481
103232_at	BPY2 interacting protein 1	Bpy2ip1	NM_173013
93057_at	basic transcription factor 3	Btf3	NM_145455
97095_at	Budding uninhibited by benzimidazoles 1 homolog (S. cerevisiae)	Bub1	NM_009772
101961_at	budding uninhibited by benzimidazoles 3 homolog (S. cerevisiae)	Bub3	NM_009774
95042_at	RIKEN cDNA C030002N13 gene	C030002N13Rik	NM_145550
101599_at	RIKEN cDNA C030018P15 gene	C030018P15Rik	NA
94662_at	RIKEN cDNA C030048B08 gene	C030048B08Rik	NM_172991
160386_at	RIKEN cDNA C130052I12 gene	C130052I12Rik	NM_146047
98562_at	complement component 1, q subcomponent, alpha polypeptide	C1qa	NM_007572
161549_f_at	C1q and tumor necrosis factor related protein 1	C1qtnf1	NM_019959
160973_at	RIKEN cDNA C330027C09 gene	C330027C09Rik	NM_172616
103308_at	expressed sequence C79407	C79407	NM_172578
95994_at	Expressed sequence C80012	C80012	NA
96481_at	expressed sequence C80638	C80638	NM_178877
95982_at	RIKEN cDNA C920021L13 gene	C920021L13Rik	NA
92445_at	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	Cacna1a	NM_007578
98300_at	calcium channel, voltage dependent, alpha2/delta subunit 3	Cacna2d3	NM_009785
94182_at	calcium channel, voltage-dependent, gamma subunit 2	Cacng2	NM_007583
92596_at	calcyclin binding protein	Cacybp	NM_009786
93293_at	calmodulin 2	Calm2	NM_007589
93660_at	calcium/calmodulin-dependent protein kinase II alpha	Camk2a	NM_009792 /// NM_177407
104455_at	calcium/calmodulin-dependent protein kinase IV	Camk4	NM_009793
162415_f_at	Calcium activated nucleotidase 1	Cant1	NM_029502
99833_at	calpain 9 (nCL-4)	Capn9	NM_023709
93499_at	capping protein (actin filament) muscle Z-line, alpha 1	Capza1	NM_009797
103046_at	carbonic anhydrase 4	Car4	NM_007607
98137_at	carbonic anhydrase 5a, mitochondrial	Car5a	NM_007608
103837_at	caspase 14	Casp14	NM_009809
161263_f_at	caspase 2	Casp2	NM_007610
160430_at	catenin beta	Catnb	NM_007614
102833_at	chromobox homolog 2 (Drosophila Pc class)	Cbx2	NM_007623
97723_at	chromobox homolog 2 (Drosophila Pc class)	Cbx2	NM_007623
96055_at	cholecystokinin	Cck	NM_031161
101344_at	cholecystokinin B receptor	Cckbr	NM_007627
94166_g_at	chemokine (C-C motif) ligand 1	Ccl1	NM_011329
98478_at	cyclin G2	Ccng2	NM_007635
94696_at	chemokine (C-C motif) receptor 4	Ccr4	NM_009916
99535_at	CCR4 carbon catabolite repression 4-like (S. cerevisiae)	Ccrn4l	NM_009834
93907_f_at	CCR4 carbon catabolite repression 4-like (S. cerevisiae) /// intracisternal A particles /// hypothetical protein LOC280487 /// similar to RIKEN cDNA 2610524H06 gene	Ccrn4l /// Iap /// LOC280487 /// LOC434662	NM_009834 /// NM_010490 /// NM_183299 /// XM_486526
162351_f_at	copper chaperone for superoxide dismutase	Ccs	NM_016892
162382_f_at	copper chaperone for superoxide dismutase	Ccs	NM_016892
98153_at	chaperonin subunit 3 (gamma)	Cct3	NM_009836
98446_s_at	chaperonin subunit 3 (gamma)	Cct3	NM_009836
101011_at	chaperonin subunit 4 (delta)	Cct4	NM_009837
103480_at	CD4 antigen	Cd4	NM_013488
95020_at	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	Cd47	NM_010581
102935_at	cell division cycle 25 homolog C (S. cerevisiae)	Cdc25c	NM_009860
161457_at	cell division cycle 2-like 1	Cdc2l1	NM_007661
94105_at	cell division cycle 42 homolog (S. cerevisiae)	Cdc42	NM_009861
95371_g_at	cadherin 4	Cdh4	NM_009867
96155_at	CDK5 regulatory subunit associated protein 3	Cdk5rap3	NM_030248
98789_at	cyclin-dependent kinase inhibitor 2A	Cdkn2a	NM_009877
161773_i_at	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2	Cds2	NM_138651
160326_at	carnitine deficiency-associated gene expressed in ventricle 3	Cdv3	NM_175565 /// NM_175833
160441_at	CEA-related cell adhesion molecule 11	Ceacam11	NM_023289
98770_at	centromere autoantigen C1	Cenpc1	NM_007683
101145_at	Centrosomal protein 2	Cep2	XM_358344
101426_at	ceramide kinase	Cerk	NM_145475
103945_at	cripto, FRL-1, cryptic family 1	Cfc1	NM_007685
92425_at	chromodomain helicase DNA binding protein 1-like	Chd1l	NM_026539
160825_at	checkpoint with forkhead and ring finger domains	Chfr	NM_172717
92422_at	chromogranin A	Chga	NM_007693
93994_at	choline phosphotransferase 1	Chpt1	NM_144807
101131_at	cholinergic receptor, nicotinic, alpha polypeptide 7	Chrna7	NM_007390
93705_at	cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)	Chrnb1	NM_009601
92966_g_at	cholinergic receptor, nicotinic, epsilon polypeptide	Chrne	NM_009603
99994_at	cell death-inducing DNA fragmentation factor, alpha subunit-like effector A	Cidea	NM_007702
102329_at	cell death-inducing DNA fragmentation factor, alpha subunit-like effector B	Cideb	NM_009894
95374_f_at	cartilage intermediate layer protein 2	Cilp2	XM_146393
95375_r_at	cartilage intermediate layer protein 2	Cilp2	XM_146393
162383_r_at	Cytokine inducible SH2-containing protein	Cish	NM_009895
160705_at	Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 1	Cited1	NM_007709
97276_at	cytoskeleton-associated protein 1	Ckap1	NM_025548
160312_at	chemokine-like factor super family 6	Cklfsf6	NM_026036
161569_f_at	creatine kinase, muscle	Ckm	NM_007710
95376_at	Chloride channel 1	Clcn1	NM_013491
94464_at	chloride channel 3	Clcn3	NM_007711 /// NM_173876
103782_at	chloride channel Ka	Clcnka	NM_024412
160884_at	chloride intracellular channel 3	Clic3	NM_027085
94254_at	chloride intracellular channel 4 (mitochondrial)	Clic4	NM_013885
94255_g_at	chloride intracellular channel 4 (mitochondrial)	Clic4	NM_013885
97928_at	ceroid-lipofuscinosis, neuronal 6	Cln6	XM_134858
100579_s_at	clathrin, light polypeptide (Lca)	Clta	NM_016760
98593_at	cytidine monophospho-N-acetylneuraminic acid synthetase	Cmas	NM_009908
102213_at	cardiomyopathy associated 1	Cmya1	NM_011724
99942_s_at	calponin 1	Cnn1	NM_009922
92495_at	CCR4-NOT transcription complex, subunit 4	Cnot4	NM_016877
99638_at	procollagen, type XVIII, alpha 1	Col18a1	NM_009929
