Acc	Symbol	name	Unigene	LLID	Function	Chromosome	Cytoband	0440gpr MPP vs ST	0462gpr ST vs MPP	4562gpr MPP vs ST	4563gpr ST vs MPP	4582gpr ST vs MPP	4583gpr MPP vs ST	Pass	Fold change	1/fold change	Score(d)	Numerator(r)	Denominator(s+s0)	q-value (%)
AV086464	Rab27b	RAB27b, member RAS oncogene family	Mm.246753	80718		18		-1.6494	-2.368	-2.3318	-0.5754	-1.119	-0.9099	6	0.395809635	2.526467051	-2.507413636	-1.49225	0.595135154	2.163399585
BG075744	Mllt3	myeloid/lymphoid or mixed lineage-leukemia translocation to 3 homolog (Drosophila)	Mm.288898	70122		4	4 C4	-0.7198	-0.8548	-0.7089	-1.413	-1.2059	-1.3055	6	0.497586615	2.009700363	-2.488784211	-1.03465	0.415725074	2.163399585
AV048302	Siah2	seven in absentia 2	Mm.2847	20439	seven in absentia 2	3		-0.7698	-1.0271	-0.9742	-2.7095	-1.3539	-1.6788	6	0.407112445	2.45632383	-2.454660641	-1.418883333	0.578036454	2.163399585
BG074787	Cd9	CD9 antigen	Mm.210676	12527		6		-0.7328	-0.8721	-0.9516	-0.6992	-1.3655	-1.0659	6	0.524472127	1.906679017	-2.435703605	-0.94785	0.389148334	2.163399585
AV028955	Cttn	cortactin	Mm.205601	13043		7		-2.2235	-2.1638	-1.0147	-0.0437	-1.7998	-2.1265	6	0.403101832	2.480762729	-2.426462443	-1.562	0.643735494	2.163399585
AV060358				NA	AA189817 EST:lymph node:Mus musculus	NA		-1.4021	-0.9532	-1.2946	-0.3348	-1.7683	-2.0553	6	0.438259967	2.281750733	-2.422293199	-1.301383333	0.537252606	2.163399585
AW548342				NA		NA		-0.8124	-1.3839	-1.2099	-0.4626	-1.6126	-1.0412	6	0.487253801	2.052318519	-2.379815325	-1.0871	0.456800151	2.163399585
AA064119	Thy1	thymus cell antigen 1, theta	Mm.3951	21838		9		-1.8453	-2.5108	-0.5812	-1.0982	-1.2972	-0.8756	6	0.423534106	2.361084939	-2.375487751	-1.36805	0.57590278	2.163399585
AV083871				NA	Mouse germline IgM chain gene, mu-delta region	NA		-1.3603	-2.0172	-0.7049	-0.7879	-0.9607	-1.0726	6	0.469746487	2.128807833	-2.367289905	-1.1506	0.48604102	2.163399585
BG064672	Procr	protein C receptor, endothelial	Mm.3243	19124		2	2 H1-3	-1.2705	-1.6622	-1.3812	-3.086	-1.1198	-0.5324	6	0.397283336	2.517095257	-2.35937528	-1.508683333	0.639441867	2.163399585
BG067986	Pcdh7	protocadherin 7	Mm.332387	54216		5	5 C1	-0.6034	-2.1067	-0.9473	-1.5393	-1.1375	-0.8577	6	0.459901845	2.174377012	-2.346839596	-1.19865	0.510750714	3.549327443
BG069404	D2Ertd750e	DNA segment, Chr 2, ERATO Doi 750, expressed	Mm.252695	51944		2	2 E5	-1.246	-2.1801	-0.4034		-1.4051	-1.3887	5	0.526308517	1.900026252	-2.336463601	-1.245043333	0.532875125	3.549327443
AV000290				NA	AI467607 EST:mammary gland:Mus musculus	NA		-1.0077	-1.1201	-1.1768	-0.335	-1.062	-1.1679	6	0.519425404	1.92520426	-2.328723285	-0.97825	0.420079967	3.549327443
AV031741				NA	aldehyde dehydrogenase 1, liver cytosolic (class 1)	NA		-2.2716	-3.1229	-0.4132	-0.3152	-2.5317	-1.8843	6	0.386732985	2.585763403	-2.31438674	-1.756483333	0.75894115	3.549327443
BG073809	Bgn	biglycan	Mm.2608	12111		X		-1.0777	-0.4768	-1.4291	-0.8191	-1.8836	-2.4824	6	0.430077373	2.325163011	-2.314274816	-1.36145	0.588283635	3.549327443
AW553739	Ttk	Ttk protein kinase	Mm.1904	22137		9	9 E3.1	-0.8846	-0.9448	-0.6954	-0.5705	-0.9166	-0.817	6	0.574906294	1.739413901	-2.312162183	-0.804816667	0.348079677	3.549327443
BG075712	Itm2a	integral membrane protein 2A	Mm.193	16431		X		-0.9718	-0.7733	-1.1028	-0.8952	-0.6566	-1.741	6	0.505294262	1.979044837	-2.296954087	-1.02345	0.445568332	3.549327443
BG071321	Ehd3	EH-domain containing 3	Mm.18526	57440		17		-1.1649	-1.4143	-0.9816	-0.6215	-0.8127	-0.6832	6	0.528282872	1.892925275	-2.293138109	-0.946366667	0.412695015	3.549327443
AV029862		Adult male cerebellum cDNA, RIKEN full-length enriched library, clone:1500009L16 product:hypothetical protein, full insert sequence	Mm.271188					-2.6161	-1.3915	-1.0976	-0.0359	-3.0796	-1.8245	6	0.397936928	2.512961046	-2.276891468	-1.6742	0.735300748	3.549327443
BG074855	Pbx1	pre B-cell leukemia transcription factor 1	Mm.43358	NA		NA		-1.591	-1.4152	-0.8357	-1.0198	-0.8285	-0.4635	6	0.508122336	1.968029999	-2.237732232	-1.025616667	0.458328594	3.549327443
AU043501	Rab38	Rab38, member of RAS oncogene family	Mm.276669	72433		7		-1.0372	-1.7061	-1.2434	-1.0921	-0.5159	-0.5942	6	0.507830345	1.969161571	-2.205247688	-1.031483333	0.467740354	3.549327443
NA	NA	NA	NA		NA			-0.7368	-1.4509	-0.9089	-0.7893	-1.3708	-0.4654	6	0.531337472	1.882043057	-2.14126804	-0.953683333	0.44538251	3.549327443
BG074330		Transcribed sequences	Mm.337491			1		-0.2918	-1.4228	-0.6096	-1.7979	-1.3006	-1.1512	6	0.498174855	2.007327328	-2.129771213	-1.09565	0.514444929	3.549327443
AV135859	Sgce	sarcoglycan, epsilon	Mm.8739	20392	sarcoglycan, epsilon	6		-0.8125	-2.2606	-0.6116	-0.99	-1.1094	-0.9256	6	0.487662668	2.050597814	-2.120188796	-1.118283333	0.527445167	3.549327443
BG064195	Esam1	endothelial cell-specific adhesion molecule	Mm.41751	NA		NA		-0.6449	-2.0113	-0.8038	-4.2331	-1.5065	-1.1929	6	0.383831172	2.605312106	-2.092224078	-1.732083333	0.82786703	3.549327443
AV088107				NA	AA855396 EST:heart:Mus musculus	NA		-1.0782	-1.5948	-0.6253	-0.9789	-0.593	-0.681	6	0.541172426	1.847839897	-2.07786678	-0.9252	0.445264349	3.549327443
AA033406	Mad2l1	MAD2 (mitotic arrest deficient, homolog)-like 1 (yeast)	Mm.290830	56150		6		-1.0746	-1.4727	-0.3226	-1.0249	-1.501	-0.592	6	0.523818814	1.909057049	-2.075700875	-0.997966667	0.480785396	3.549327443
BG074248	Kif22	kinesin family member 22	Mm.286488	110033		7		-0.9734	-0.8152	-0.3698	-0.747	-1.1744	-0.8788	6	0.572375449	1.747104986	-2.074460789	-0.826433333	0.398384649	3.549327443
AV006208	Ywhae	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	Mm.234700	22627		11		-0.2826	-1.4887	-0.5961	-1.6414	-2.1456	-0.922	6	0.485717401	2.058810324	-2.052003417	-1.1794	0.574755378	4.938194704
BG064165	Anxa5	annexin A5	Mm.1620	NA		NA		-2.1794	-1.3125	-0.5797	-1.4634	-0.8399	-0.4397	6	0.49185012	2.033139689	-2.050396762	-1.135766667	0.553925312	4.938194704
AV037617	Procr	protein C receptor, endothelial	Mm.3243	19124	protein C receptor, endothelial	2	2 H1-3	-0.6952	-1.5935	-0.5095	-0.8524	-0.9688	-0.7861	6	0.549359868	1.820300424	-2.04276949	-0.900916667	0.441027082	4.938194704
AA031143	Cdkn1c	cyclin-dependent kinase inhibitor 1C (P57)	Mm.168789	12577		7		-0.9095	-0.3166	-1.4171	-0.5219	-1.8956	-2.1707	6	0.482852086	2.071027605	-2.028457046	-1.205233333	0.59416261	4.938194704
AV000596	2610300B10Rik	RIKEN cDNA 2610300B10 gene	Mm.248212	70454		1	1 H2.1	-0.9052	-0.6953	-0.7268	-0.4473	-0.8885	-0.6731	6	0.609421579	1.640900214	-2.024003953	-0.7227	0.35706452	4.938194704
BG068916	C130086A10	hypothetical protein C130086A10	Mm.12057	208820		4	4 A1	-0.2925	-1.3588	-0.5138	-1.2506	-0.9723	-1.3555	6	0.537922212	1.859004849	-2.013607044	-0.95725	0.475390669	4.938194704
AV084675				NA	AA408608 EST:ectoplacental cone:Mus musculus	NA		-0.8617	-0.6045	-0.6129	-0.7438	-1.2799	-1.9461	6	0.521731543	1.916694541	-2.008190364	-1.00815	0.50201914	4.938194704
NA	NA	NA	NA		NA			-1.1118	-1.8956	-0.6284	-0.2322	-1.5736	-1.0127	6	0.510215684	1.959955428	-2.006050687	-1.075716667	0.536236035	4.938194704
AV008515				NA	1110012F06	NA		-0.1994	-1.3508	-0.727	-1.5061	-2.105	-0.8633	6	0.500225472	1.999098517	-2.002073154	-1.125266667	0.562050724	4.938194704
BE688230	Fgd5	FYVE, RhoGEF and PH domain containing 5	Mm.295740	232237		6	6 D1	-0.7949	-0.2994	-1.5381	-0.6338	-1.105	-1.4602	6	0.534355651	1.871412791	-1.997089424	-0.9719	0.486658228	4.938194704
AI847573	Hbb-y	hemoglobin Y, beta-like embryonic chain	Mm.288567	NA		NA		-0.2929	-0.7059	-1.1239	-1.1153	-1.0848	-0.7432	6	0.569772808	1.755085511	-1.99462495	-0.844333333	0.423304308	4.938194704
AV146205				NA		NA		-1.2606	-1.2518	-0.9198	-0.1559	-1.5093	-0.7264	6	0.536523452	1.863851423	-1.992870699	-0.970633333	0.48705284	4.938194704
AV103969	Ltb4dh	leukotriene B4 12-hydroxydehydrogenase	Mm.34497	67103		4	4 B3	-1.7726	-1.4154	-0.2818	-1.1565	-0.4209	-1.2367	6	0.518341814	1.929228884	-1.991210062	-1.047316667	0.525969955	4.938194704
BG073078	2610318I01Rik	RIKEN cDNA 2610318I01 gene	Mm.209491	214459		3	3 G1	-1.6291	-2.3974	-0.5162	-1.2397	-0.6511	-0.6046	6	0.488369375	2.047630443	-1.985090237	-1.173016667	0.590913524	4.938194704
AV078295	Itga6	integrin alpha 6	Mm.225096	16403		2		-0.8765	-0.374	-0.7593	-0.8398	-1.5744	-0.8994	6	0.556287276	1.797632343	-1.983222043	-0.887233333	0.447369641	4.938194704
BG067990	Sah	SA rat hypertension-associated homolog	Mm.334199	71151		7	7 F1	-1.4202	-1.0395	-0.6287	-0.8398	-0.5254	-0.6169	6	0.56874559	1.758255393	-1.981046363	-0.845083333	0.426584329	4.938194704
BG074459	Def8	differentially expressed in FDCP 8	Mm.275127	23854		8		-1.022	-0.7725	-0.8931	-1.3509	-0.95	-0.2263	6	0.56346592	1.774730226	-1.975718238	-0.869133333	0.439907532	4.938194704
BF538875	Agpt	angiopoietin	Mm.2550	11600		15		-2.385	-1.3846	-0.7656	-0.467	-1.1599	-0.6397	6	0.495917752	2.016463406	-1.97237242	-1.133633333	0.574756229	4.938194704
AV087195				NA	AA869690 EST:Barstead stromal cell line MPLRB8:Mus musculus	NA		-0.7053	-1.9064	-0.0468	-1.0973	-1.7808	-1.2146	6	0.506243072	1.975335675	-1.970835988	-1.1252	0.570925235	4.938194704
AA163320	Ptgs1	prostaglandin-endoperoxide synthase 1	Mm.275434	19224		2		-0.379	-0.1925	-1.2272	-2.0644	-1.4784	-1.5132	6	0.503251618	1.987077567	-1.960395659	-1.14245	0.582765012	4.938194704
AV000213	B430104H02Rik	RIKEN cDNA B430104H02 gene	Mm.288676	68126		2	2 F1	-2.0361	-2.1714	-0.7913	-0.9101	-0.5478	-0.5076	6	0.493873761	2.024808927	-1.955044902	-1.160716667	0.593703329	4.938194704
AV093842				NA	apolipoprotein E	NA		-1.4913	-1.0026	-0.4873	-0.1975	-1.3811	-1.3765	6	0.534881489	1.869573018	-1.949682954	-0.989383333	0.507458575	9.228251353
AV171034	Tubb3	tubulin, beta 3	Mm.40068	22152	tubulin, beta 4	8	8 E1	-0.4857	-0.9937	-0.5567	-0.8274	-1.9295	-1.0395	6	0.534792378	1.86988454	-1.940094677	-0.972083333	0.501049431	9.228251353
BG072979	Nusap1	nucleolar and spindle associated protein 1	Mm.290015	108907		2	2 E5	-1.4804	-1.7479	-0.5124	-0.2624	-0.9933	-1.0288	6	0.530554076	1.884822009	-1.939561017	-1.0042	0.517746021	9.228251353
AV104857				NA		NA		-1.0054	-1.0604	-0.3179	-0.5847	-0.836	-0.8785	6	0.591797188	1.689768083	-1.934876784	-0.780483333	0.403376246	9.228251353
BG074978	Fhl1	four and a half LIM domains 1	Mm.3126	14199		X	X A6-A7.1	-1.2658	-0.5915	-1.4329	-0.0871	-1.1063	-1.3624	6	0.540789757	1.849147451	-1.930994243	-0.974333333	0.504575991	9.228251353
AV013380	Agpt	angiopoietin	Mm.2550	11600		15		-1.4306	-2.0036	-0.3555	-0.6544	-1.3939	-0.5367	6	0.517862088	1.931016042	-1.925752525	-1.06245	0.551706404	9.228251353
AV088401				NA	AI322339 EST:Soares mouse p3NMF19.5:Mus musculus	NA		-0.1724	-1.4546	-0.5486	-1.2989	-1.5497	-0.8613	6	0.539063024	1.855070661	-1.91330618	-0.980916667	0.512681492	9.228251353
AV085140	Vamp5	vesicle-associated membrane protein 5	Mm.247555	53620		5	5	-0.9243	-0.7787	-0.453	-1.2606	-0.4395	-0.9022	6	0.588363458	1.699629687	-1.904537731	-0.79305	0.416400257	9.228251353
AV054752				NA	1810032G06	NA		-1.0139	-1.0641	-1.1461	-0.4412	-0.606	-0.4889	6	0.588571245	1.699029655	-1.899607002	-0.793366667	0.41764779	9.228251353
BG073467	Hba-a1	hemoglobin alpha, adult chain 1	Mm.196110	15122		11		-0.7875	-1.9493	-1.1241		-1.0384	-0.4142	5	0.589063295	1.697610441	-1.899408844	-0.975403333	0.513529953	9.228251353
BG072639	Hbb-y	hemoglobin Y, beta-like embryonic chain	Mm.288567	15135; 15129; 15130		7		-1.3857	-1.254	-0.2346	-0.3872	-1.0843	-1.1566	6	0.556118347	1.798178401	-1.887568052	-0.917066667	0.485845618	9.228251353
BG075031	Sdc2	syndecan 2	Mm.234266	15529		15		-0.5965	-1.8187	-1.1994	-0.2316	-0.8927	-1.0335	6	0.543184608	1.84099473	-1.886633503	-0.962066667	0.509938292	9.228251353
BG072291	Cttn	cortactin	Mm.205601	13043		7		-2.2601	-2.1741	-1.4831	1.0082	-2.4198	-1.8511	6	0.543919983	1.83850572	-1.878739366	-1.53	0.814375867	9.228251353
BG073081	AW556347	expressed sequence AW556347	Mm.212546	268586; 71375		12	12 E	-0.8039	-0.6504	-0.4491	-1.3007	-0.9217	-0.537	6	0.594236725	1.682831031	-1.873116444	-0.777133333	0.414887892	9.228251353
M34141	Ptgs1	prostaglandin-endoperoxide synthase 1	Mm.275434	19224		2		-0.0933	-0.8263	-1.111	-1.7422	-0.6686	-1.6401	6	0.535531263	1.867304616	-1.867736003	-1.013583333	0.542680192	9.228251353
AA718788	Tek	endothelial-specific receptor tyrosine kinase	Mm.14313	21687		4		-1.9768		-1.6692	0.3422	-1.045	-1.3159	5	0.620414733	1.611825036	-1.863852185	-1.149355	0.61665566	9.228251353
BG067860	Mad2l1	MAD2 (mitotic arrest deficient, homolog)-like 1 (yeast)	Mm.290830	56150		6		-1.0865	-1.5422	-0.1992	-1.3194	-1.5381	-0.2991	6	0.540516125	1.850083565	-1.862715894	-0.997416667	0.535463658	9.228251353
BG072621	Gja1	gap junction membrane channel protein alpha 1	Mm.4504	14609		10		-0.3909	-1.0018	-0.5145	-0.6664	-1.6217	-1.0761	6	0.565234056	1.769178607	-1.856101188	-0.878566667	0.473339855	9.228251353
AV106041				NA		NA		-0.5924	-1.4298	-0.5931	-0.7093	-0.5188	-0.9135	6	0.589633742	1.69596807	-1.851863168	-0.792816667	0.428118384	9.228251353
AW556824		13 days embryo lung cDNA, RIKEN full-length enriched library, clone:D430001H03 product:unclassifiable, full insert sequence	Mm.102945					-0.651	-1.297	-0.8751	-0.6314	-0.4563	-0.6277	6	0.601772763	1.661756831	-1.845604298	-0.756416667	0.409847695	9.228251353
AA137915	Anxa5	annexin A5	Mm.1620	11747		3		-1.706	-2.3862	-0.7151	-1.1812	-0.219	-0.5742	6	0.513126849	1.948835853	-1.833165183	-1.130283333	0.616574733	9.228251353
BG070809	1700027M01Rik	RIKEN cDNA 1700027M01 gene	Mm.17880	69994		4	4 E1	-0.9754	-1.417	-1.0182	-0.4626	-0.3649	-0.686	6	0.583432639	1.713993926	-1.826717479	-0.820683333	0.4492667	9.228251353
AU044112	Cdca1	cell division cycle associated 1	Mm.151315	66977		1	1 H3	-1.0129	-2.4974	-0.2851	-1.352	-1.6242	-0.2344	6	0.509917696	1.961100797	-1.826666857	-1.167666667	0.63923351	9.228251353
BG073617	Hba-a1	hemoglobin alpha, adult chain 1	Mm.196110	15122		11		-1.8994	-1.9964	0.088	-1.4193	-0.4893	-1.0755	6	0.523724338	1.909401429	-1.821038491	-1.131983333	0.621614172	9.228251353
AV109468				NA	AL031295 dJ886K2.1 (elongin A; RNA polymerase; RNA:RPCI5:Hom	NA		-0.4583	-2.2368	-0.7619	-1.1015	-0.7892	-0.6397	6	0.536043658	1.865519691	-1.81073475	-0.9979	0.551102253	9.228251353
AV034332				NA	spermidine/spermine N1-acetyl transferase	NA		-0.8666	-1.6354	-0.2044	-0.6566	-0.7325	-1.2171	6	0.567432778	1.762323289	-1.807702241	-0.885433333	0.489811493	9.228251353
BG075733	Itga6	integrin alpha 6	Mm.225096	NA		NA		-0.9395	-0.211	-1.1167	-0.4244	-1.5071	-1.0365	6	0.571829034	1.748774443	-1.806323379	-0.872533333	0.483043814	9.228251353
AV029709	Procr	protein C receptor, endothelial	Mm.3243	19124	protein C receptor, endothelial	2	2 H1-3	-0.6353	-2.2362	-0.7525	-2.6788	-0.7667	-0.344	6	0.496901844	2.012469891	-1.805661825	-1.235583333	0.684282802	9.228251353
BG073472	Hba-a1	hemoglobin alpha, adult chain 1	Mm.196110	15122		11		-1.1802	-2.0789	-0.1859	-1.1568	-0.4903	-0.9013	6	0.542145499	1.844523291	-1.79432492	-0.9989	0.55669962	9.228251353
AA122889	Tjp1	tight junction protein 1	Mm.4342	21872		7		-0.5686	-0.952	-1.3545	-0.2462	-0.6785	-0.9955	6	0.591957883	1.689309374	-1.790994488	-0.799216667	0.446241835	9.228251353
BG071965	Ccnb1	cyclin B1	Mm.260114	268697		13	13 D1	-1.3511	-2.265	-0.2626	-1.186	-0.8116	-0.4068	6	0.532865174	1.876647317	-1.782621148	-1.047183333	0.587440205	9.228251353
AV083596	Fhl1	four and a half LIM domains 1	Mm.3126	14199		X	X A6-A7.1	-0.6898	-0.9301	-0.1114	-0.6998	-1.5719	-1.7649	6	0.552786804	1.809015687	-1.782252319	-0.961316667	0.539383036	9.228251353
BG066421	Ndn	necdin	Mm.250919	17984		7		-0.5754	-0.9704	-0.7401	-0.2154	-0.9835	-0.8873	6	0.614641019	1.626965936	-1.780389928	-0.728683333	0.409283001	9.228251353
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								-0.5651	-0.8107	-0.4143	-0.6335	-1.0792	-0.5927	6	0.629566645	1.588394189	-1.779185874	-0.682583333	0.383649254	9.228251353
BG063902	B230106I24Rik	RIKEN cDNA B230106I24 gene	Mm.24576	320024		3	3 A3	-0.1924	-2.2363	-0.1794	-2.3395	-1.5302	-0.815	6	0.513777567	1.946367581	-1.777085682	-1.215466667	0.683966271	9.228251353
NA	NA	NA	NA		NA			-0.0265	-1.3392	-1.0287		-1.9004	-0.926	5	0.61022922	1.638728477	-1.772962627	-0.972518333	0.548527261	9.228251353
BG073504	Pygl	liver glycogen phosphorylase	Mm.256926	110095		12		-1.2155	-0.6876	-1.0702	-0.4131	-0.7079	-0.4118	6	0.607111021	1.647145194	-1.769082013	-0.751016667	0.424523375	9.228251353
BG072324	Evi1	ecotropic viral integration site 1	Mm.56965	NA		NA		-0.9036	-1.2444	-0.3862	-1.927	-0.0565	-1.7579	6	0.540337452	1.85069533	-1.766969201	-1.045933333	0.591936369	9.228251353
BF661458	Vwf	Von Willebrand factor homolog	Mm.22339	22371		6		-0.892	-1.4313	0.0607	-0.53	-1.5887	-1.5112	6	0.554746636	1.80262472	-1.76485415	-0.982083333	0.556467135	9.228251353
BG067349	Clecsf9	C-type (calcium dependent, carbohydrate recognition domain) lectin, superfamily member 9	Mm.248327	56619		6		-0.6189	-1.1487	-0.0249	-1.2774	-1.2044	-0.8309	6	0.582292323	1.717350479	-1.761488422	-0.850866667	0.483038467	9.228251353
BG074904	Hba-a1	hemoglobin alpha, adult chain 1	Mm.196110	15122		11		-0.9434	-2.1392	-0.5123	-1.8499		-1.0766	5	0.533278652	1.87519226	-1.756426597	-1.085016667	0.617740968	9.228251353
