Probe ID	Gene Symbol	Chromosomal location	Representative public ID	Score	Fold Change	q-value	Sam
216115_at	NF1	Chr:17q11.2	AK024873	4.753835	1.93567	4.740828702	cluster6
208255_s_at	FKBP8	Chr:19p12	NM_012181	6.046581	1.94993	0.089449865	cluster7
211121_s_at	DOK1	Chr:2p13	AF180527	-4.54178	0.63035	0.388732722	cluster7
211658_at	PRDX2	Chr:19p13.2	L19185	8.830893	4.70733	0.089449865	cluster7
39729_at	PRDX2	Chr:19p13.2	L19185	7.334435	4.64184	0.089449865	cluster7
40850_at	FKBP8	Chr:19p12	L37033	6.907166	3.52515	0.089449865	cluster7
208255_s_at	FKBP8	Chr:19p12	NM_012181	6.868281	2.60115	0.176630653	cluster8
211658_at	PRDX2	Chr:19p13.2	L19185	7.76614	3.47368	0.176630653	cluster8
39729_at	PRDX2	Chr:19p13.2	L19185	7.02419	4.96936	0.176630653	cluster8
40850_at	FKBP8	Chr:19p12	L37033	6.666493	4.46993	0.176630653	cluster8
201473_at	JUNB	Chr:19p13.2	NM_002229	4.193053	1.591	0.574401096	cluster9
203006_at	INPP5A	Chr:10q26.3	NM_005539	-5.4898	0.64222	0.102830729	cluster9
203373_at	SOCS2	Chr:12q	NM_003877	-4.19425	0.19754	0.245419079	cluster9
205076_s_at	CRA	Chr:1q12-q21	NM_006697	11.46889	4.20374	0.102830729	cluster9
209905_at	HOXA9	Chr:7p15-p14	AI246769	-6.32229	0.09565	0.102830729	cluster9
214651_s_at	HOXA9	Chr:7p15-p14	U41813	-5.38935	0.11519	0.102830729	cluster9
205883_at	ZNF145	Chr:11q23.1	NM_006006	-4.14801	0.63135	0.568027044	cluster10
218902_at	NOTCH1	Chr:9q34.3	NM_017617	6.417063	1.84954	0.124421194	cluster10
221884_at	EVI1	Chr:3q24-q28	BE466525	5.171483	2.3019	0.124421194	cluster10
209905_at	HOXA9	Chr:7p15-p14	AI246769	-5.28398	0.11417	0.110712491	cluster12
211300_s_at	TP53	Chr:17p13.1	K03199	-4.97848	0.62132	0.110712491	cluster12
211825_s_at	EWSR1	Chr:11q24.1-q24.3	AF327066	-4.921	0.62911	0.176502375	cluster12
214651_s_at	HOXA9	Chr:7p15-p14	U41813	-5.80905	0.09689	0.110712491	cluster12
201009_s_at	TXNIP	Chr:1q21.2	AI439556	4.334517	1.53774	0.384356919	cluster13
202426_s_at	RXRA	Chr:9q34.3	BE675800	-4.2159	0.42613	0.300549771	cluster13
202449_s_at	RXRA	Chr:9q34.3	NM_002957	-5.83097	0.41619	0.080713013	cluster13
203490_at	ELF4	Chr:xq26	NM_001421	-4.71563	0.66505	0.080713013	cluster13
204552_at	INPP4A	Chr:2q11.2	AA355179	-5.87977	0.63477	0.080713013	cluster13
207550_at	MPL	Chr:1p34	NM_005373	8.896394	3.37606	0.080713013	cluster13
209905_at	HOXA9	Chr:7p15-p14	AI246769	-6.36959	0.0905	0.080713013	cluster13
211121_s_at	DOK1	Chr:2p13	AF180527	5.790185	1.61624	0.080713013	cluster13
214651_s_at	HOXA9	Chr:7p15-p14	U41813	-7.09166	0.06595	0.080713013	cluster13
201050_at	PLD3	Chr:19q13.2	NM_012268	6.412325	4.04331	0.447960842	cluster16
205076_s_at	CRA	Chr:1q12-q21	NM_006697	5.399088	3.05479	3.696979157	cluster16
212676_at	NF1	Chr:17q11.2	AW293356	-4.75152	0.59018	3.696979157	cluster16
