Probe ID	Gene Symbol	Description	CM/ES Fold change	CM/EB Fold change	FH/ES Fold change	FH/EB Fold change	AH/ES Fold change	AH/EB Fold change
4560092	PPP2R2C	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), gamma isoform	-409.94	-107.27	-27.87	-7.29	-1.09	-0.29
1980075	DPPA5	developmental pluripotency associated 5	-399.96	-20.13	-82.24	-4.14	-640.78	-32.25
3390398	CXCL6	chemokine (C-X-C motif) ligand 6 (granulocyte chemotactic protein 2)	-395.44	-16.98	-219.37	-9.42	-236.77	-10.17
3780368	KCNG3	potassium voltage-gated channel, subfamily G, member 3	-392.59	-2.67	-880.08	-5.98	-1400.47	-9.51
4010554	FLJ40125	Hypothetical protein FLJ40125	-381.29	-146.82	-367.4	-141.47	-6.95	-2.68
240131	CYP2S1	cytochrome P450, family 2, subfamily S, polypeptide 1	-373.76	-49.16	-939.85	-123.61	-9384.01	-1234.17
2140242	NFASC	Neurofascin homolog (chicken)	-367.97	-88.43	-4.55	-1.09	-3.11	-0.75
6650161	IL1B	interleukin 1, beta	-357.74	-9.98	-73.09	-2.04	-159.7	-4.45
5900286	GPR68	G protein-coupled receptor 68	-351.51	-4.78	-63.01	-0.86	-298.64	-4.06
4010196	ATP6V0A4	ATPase, H+ transporting, lysosomal V0 subunit a4	-347	-73.39	-258.4	-54.65	-570.46	-120.66
3360445	KCNK17	potassium channel, subfamily K, member 17	-341.13	-4.71	-14.15	-0.2	-2.25	-0.03
6100390	FLJ25801	hypothetical protein FLJ25801	-331.06	-86.29	-4888.59	-1274.14	-2467.07	-643.01
2360221	RIT2	Ras-like without CAAX 2	-328.78	-5.68	-99.79	-1.72	-328.78	-5.68
6480161	ACSM3	acyl-CoA synthetase medium-chain family member 3	-328.13	-2.06	-488.01	-3.06	-488.01	-3.06
1850408	NMU	neuromedin U	-324.09	-53.84	-11.31	-1.88	-515.99	-85.72
6370253	BRUNOL5	bruno-like 5, RNA binding protein (Drosophila)	-323.51	-29.61	-136.38	-12.48	-323.51	-29.61
1820343	LGALS7	lectin, galactoside-binding, soluble, 7 (galectin 7)	-319.63	-162.94	-2.5	-1.28	-45.93	-23.42
2690326	CTCFL	CCCTC-binding factor (zinc finger protein)-like	-317.13	-22.45	-317.13	-22.45	-27.37	-1.94
7650762	FXYD5	FXYD domain containing ion transport regulator 5	-305.91	-116.48	-305.91	-116.48	-144.68	-55.09
3170433	MLSTD1	male sterility domain containing 1	-304.03	-78.58	-35.31	-9.13	-84.93	-21.95
3290274	CST6	cystatin E/M	-272.35	-6.59	-23.44	-0.57	-93.66	-2.26
5560280	CECR1	cat eye syndrome chromosome region, candidate 1	-268.8	-61.18	-1.46	-0.33	-1.72	-0.39
580767	MADCAM1	mucosal vascular addressin cell adhesion molecule 1	-262.61	-4.11	-3.52	-0.06	-262.61	-4.11
4830575	UTS2	urotensin 2	-261.86	-181.41	-76.42	-52.94	-11.66	-8.08
3940468	OVOL2	ovo-like 2 (Drosophila)	-261.62	-38.56	-5672	-836.02	-507.81	-74.85
5390014	ITLN2	intelectin 2	-242.51	-116.26	-45.49	-21.81	-80.64	-38.66
780161	4-Mar	membrane-associated ring finger (C3HC4) 4	-238.97	-134.57	-9.36	-5.27	-238.97	-134.57
6420402	LOC152195		-228.55	-25.56	-5.36	-0.6	-1.67	-0.19
4780139	RASGRF2	Ras protein-specific guanine nucleotide-releasing factor 2	-222.5	-4.92	-222.5	-4.92	-6.61	-0.15
2230215	STC1	stanniocalcin 1	-217.76	-20.72	-27.19	-2.59	-57.48	-5.47
4610619	CAMKV	CaM kinase-like vesicle-associated	-215.47	-90.82	-26.08	-10.99	-93.46	-39.39
4290333	TFCP2L1	transcription factor CP2-like 1	-213.41	-7.52	-459.77	-16.19	-459.77	-16.19
3140148	CHST4	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4	-212.87	-5.54	-274.42	-7.15	-1492.6	-38.88
3180674	DCAMKL1	doublecortin and CaM kinase-like 1	-206.91	-108.48	-3.97	-2.08	-4.73	-2.48
4850672	POU3F1	POU domain, class 3, transcription factor 1	-206.44	-47.86	-56.64	-13.13	-675.29	-156.55
3780382	LHX4	LIM homeobox 4	-204.71	-2.07	-204.71	-2.07	-51.87	-0.53
940129	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	-202.94	-2.19	-90.67	-0.98	-77.81	-0.84
3390161	LOC112937		-202.64	-3.84	-202.64	-3.84	-202.64	-3.84
6370326	GNA15	guanine nucleotide binding protein (G protein), alpha 15 (Gq class)	-200.05	-3.55	-1.13	-0.02	-1.8	-0.03
1400296	MFAP3L	microfibrillar-associated protein 3-like	-193.85	-14.28	-193.85	-14.28	-90.48	-6.66
2370161	LIG3	ligase III, DNA, ATP-dependent	-190.7	-3.57	-190.7	-3.57	-190.7	-3.57
6480730	LGP2	likely ortholog of mouse D11lgp2	-188.76	-2.92	-1.76	-0.03	-1.53	-0.02
3120020	LAG3	lymphocyte-activation gene 3	-188.28	-71.6	-10.6	-4.03	-12.98	-4.94
7100139	KCNK12	potassium channel, subfamily K, member 12	-184.48	-39.78	-95.84	-20.66	-28.76	-6.2
3400228	SH2D3A	SH2 domain containing 3A	-179.75	-31.88	-818.24	-145.12	-818.24	-145.12
4260437	SPTBN4	spectrin, beta, non-erythrocytic 4	-179.48	-123.43	-53.85	-37.03	-1.44	-0.99
3060537	CAMK2N2	calcium/calmodulin-dependent protein kinase II inhibitor 2	-178.12	-6.55	-773.84	-28.45	-773.84	-28.45
1090722	RNF39	ring finger protein 39	-177.56	-21.47	-643.69	-77.84	-20.88	-2.53
50647	THBS2	thrombospondin 2	-174.84	-13.4	-1.04	-0.08	-4.88	-0.37
7320615	SLC6A15	solute carrier family 6, member 15	-174.41	-97.18	-848.82	-472.99	-336.99	-187.78
3360593	SLC32A1	solute carrier family 32 (GABA vesicular transporter), member 1	-172.99	-27.71	-77.18	-12.36	-172.99	-27.71
5670202	SNTG2	syntrophin, gamma 2	-169.63	-19.6	-92.93	-10.74	-29.79	-3.44
6590669	IQCA	IQ motif containing with AAA domain	-168.05	-193.51	-1.05	-1.21	-34.26	-39.45
5720487	ZFP42	zinc finger protein 42 homolog (mouse)	-167.99	-2.87	-398.43	-6.82	-2911.12	-49.8
6900519	SCNN1G	sodium channel, nonvoltage-gated 1, gamma	-167.57	-5.7	-67.2	-2.29	-247.3	-8.42
3170544	ZNF578		-165.11	-19.07	-165.11	-19.07	-165.11	-19.07
2510035	ARHGAP9	Rho GTPase activating protein 9	-162.76	-37.81	-1.62	-0.38	-3.28	-0.76
3060202	GRM4	glutamate receptor, metabotropic 4	-162.66	-19.35	-314.53	-37.42	-1978.2	-235.34
4830255	CRYBB1	crystallin, beta B1	-162.49	-2.24	-162.98	-2.25	-11.09	-0.15
540725	CD40	CD40 molecule, TNF receptor superfamily member 5	-158.33	-99.96	-2.72	-1.72	-1.04	-0.66
2000626	LIM2	lens intrinsic membrane protein 2, 19kDa	-158.02	-102.04	-158.02	-102.04	-158.02	-102.04
7650424	MATK	megakaryocyte-associated tyrosine kinase	-157.17	-20.78	-171.74	-22.71	-134.57	-17.79
520367	TRPC6	transient receptor potential cation channel, subfamily C, member 6	-155.64	-23.85	-1.04	-0.16	-17.41	-2.67
1990463	PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase-like 1	-153.67	-49.18	-492.9	-157.76	-23.72	-7.59
3840753	SLC7A3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	-152.75	-18.34	-216.37	-25.98	-7642.07	-917.73
780341	WBSCR17	Williams-Beuren syndrome chromosome region 17	-150.73	-8.17	-1.25	-0.07	-0.87	-0.05
4070561	SUHW1	suppressor of hairy wing homolog 1 (Drosophila)	-148.85	-10.38	-148.85	-10.38	-148.85	-10.38
6220091	PRP2	transmembrane protein 171	-145.55	-42.97	-79.11	-23.35	-4.8	-1.42
5890358	RET	ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)	-143.25	-32.35	-6.05	-1.37	-1.26	-0.28
5910564	MST1R	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	-141.59	-22.66	-56.7	-9.07	-1.4	-0.22
6560544	WNT10B	wingless-type MMTV integration site family, member 10B	-141.52	-285.15	-37.76	-76.09	-68.58	-138.19
6060390	CDA	cytidine deaminase	-141.12	-16.78	-19.21	-2.28	-11.19	-1.33
2470341	SNX22	sorting nexin 22	-139.79	-2.39	-1.59	-0.03	-12.18	-0.21
3800470	SCRIB	scribbled homolog (Drosophila)	-136.33	-69.83	-9.03	-4.63	-300.35	-153.84
3400682	DCN	decorin	-135.78	-80.39	-1.52	-0.9	-0.34	-0.2
6290634	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	-135.28	-7.73	-296.4	-16.94	-2633.79	-150.52
7380333	MFSD7	major facilitator superfamily domain containing 7	-135.16	-74.34	-1.63	-0.9	-0.75	-0.41
1980221	AURKC	aurora kinase C	-132.22	-47.39	-592.54	-212.38	-128.37	-46.01
990139	HAS3	hyaluronan synthase 3	-132.21	-54.64	-35.36	-14.61	-35.45	-14.65
7150403	PSMB8	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)	-130.87	-29.6	-1.95	-0.44	-1.68	-0.38
6660634	POMC	proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)	-130.64	-3.52	-1.02	-0.03	-0.73	-0.02
1780528	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	-130.36	-76.55	-5.59	-3.28	-1.31	-0.77
4920703	ALDH3A1	aldehyde dehydrogenase 3 family, memberA1	-128.58	-10.7	-7.16	-0.6	-2.38	-0.2
2350754	UNG	uracil-DNA glycosylase	-128.06	-3.2	-128.06	-3.2	-128.06	-3.2
2970709	PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	-128	-24.19	-4.8	-0.91	-5.81	-1.1
6350064	TCOF1	Treacher Collins-Franceschetti syndrome 1	-126.04	-70.71	-132.55	-74.36	-296.36	-166.27
1410327	RNF135	ring finger protein 135	-124.33	-43.01	-2.74	-0.95	-3.92	-1.35
1660309	CCNA1	cyclin A1	-120.36	-25.59	-1.75	-0.37	-561.3	-119.35
4390376	TCF15	transcription factor 15 (basic helix-loop-helix)	-120.06	-49.43	-0.26	-0.11	-0.12	-0.05
6580403	IL24	interleukin 24	-119.55	-3.88	-3236	-105.04	-143.49	-4.66
1820050	NANOG	Nanog homeobox	-118.42	-3.09	-222.71	-5.8	-393.8	-10.26
5490348	THBD	thrombomodulin	-115.31	-45.65	-1.01	-0.4	-1.21	-0.48
450437	NOXO1	NADPH oxidase organizer 1	-114.52	-14.66	-129.3	-16.55	-237.72	-30.43
670324	GLDC	glycine dehydrogenase (decarboxylating)	-114.17	-26.56	-596.05	-138.68	-3132.53	-728.85
240471	CD79B	CD79b molecule, immunoglobulin-associated beta	-112.02	-37.19	-1.19	-0.4	-0.53	-0.18
4860360	WFDC2		-111.62	-4.51	-592.63	-23.93	-592.63	-23.93
7210577	ASAM	adipocyte-specific adhesion molecule	-111.31	-66.03	-1.99	-1.18	-3.41	-2.02
2680370	HLA-DRA	major histocompatibility complex, class II, DR alpha	-111.29	-3.09	-0.1	0	-0.03	0
2510095	RUNX3	runt-related transcription factor 3	-108.76	-20.71	-1.16	-0.22	-0.85	-0.16
5910148	UNQ3033	V-set and transmembrane domain containing 1	-107.98	-28.04	-70.24	-18.24	-81.07	-21.05
4070403	OPRK1	opioid receptor, kappa 1	-104.25	-628.94	-1.17	-7.06	-24.86	-149.97
70639	ZMYND15	zinc finger, MYND-type containing 15	-102.23	-8.48	-4.38	-0.36	-258.34	-21.44
2480228	MTMR7	myotubularin related protein 7	-101.39	-73.85	-197.19	-143.64	-349.95	-254.91
4610477	LARP2	La ribonucleoprotein domain family, member 2	-100.77	-4.67	-345.94	-16.04	-18.68	-0.87
3370041	RNF135	ring finger protein 135	-100.63	-17.04	-28.34	-4.8	-100.63	-17.04
5490270	CCRL1	chemokine (C-C motif) receptor-like 1	-100.43	-4.33	-60.96	-2.63	-100.43	-4.33
2650014	PKP3	plakophilin 3	-99.5	-43.84	-876.62	-386.26	-876.62	-386.26
2850059	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	-98.5	-6.34	-678.74	-43.67	-324.3	-20.87
2850291	OSMR	oncostatin M receptor	-98.48	-91.43	-0.61	-0.56	-0.69	-0.64
2320201	SLC17A7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	-98.15	-4.31	-34.94	-1.53	-30.54	-1.34
6840739	FAP	fibroblast activation protein, alpha	-97.01	-18.72	-3.07	-0.59	-11.26	-2.17
650414	BMP6	bone morphogenetic protein 6	-96.27	-21.84	-1.38	-0.31	-2.24	-0.51
6760328	MYLC2PL	myosin light chain 2, precursor lymphocyte-specific	-96.07	-20.97	-5.16	-1.13	-96.07	-20.97
6660397	ATCAY	ataxia, cerebellar, Cayman type (caytaxin)	-94.59	-34.87	-84.18	-31.03	-1263.6	-465.78
3800427	ALDH3B1	aldehyde dehydrogenase 3 family, member B1	-94.4	-68.38	-0.17	-0.12	-0.62	-0.45
3170338	LECT1	leukocyte cell derived chemotaxin 1	-93.32	-4.85	-473.85	-24.61	-805.82	-41.85
620239	KCNN1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	-92.56	-115.61	-31.83	-39.76	-8.18	-10.21
1660091	CD19	CD19 molecule	-91.51	-10.1	-10.66	-1.18	-10.01	-1.11
4070132	APOBEC3F	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	-90.88	-89.56	-1.68	-1.65	-3.29	-3.24
50553	FUT2	fucosyltransferase 2 (secretor status included)	-90.5	-23.68	-379.96	-99.41	-81.64	-21.36
4050390	FNDC1	fibronectin type III domain containing 1	-89.75	-3.41	-0.19	-0.01	-0.71	-0.03
1470682	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	-89.69	-2.46	-22	-0.6	-292.32	-8
7400056	NTSR1	neurotensin receptor 1 (high affinity)	-89.57	-3.58	-59.84	-2.39	-89.57	-3.58
520450	GNG4	guanine nucleotide binding protein (G protein), gamma 4	-88.97	-26.31	-157.6	-46.6	-434.14	-128.36
6100170	KIAA1906	transmembrane protein 132B	-88.05	-46.43	-88.05	-46.43	-9.85	-5.19
2190609	OSCAR	osteoclast-associated receptor	-87.99	-4.28	-20.71	-1.01	-87.99	-4.28
1500739	LRRC33	leucine rich repeat containing 33	-87.15	-4.69	-4.3	-0.23	-5.61	-0.3
1010242	BATF2	basic leucine zipper transcription factor, ATF-like 2	-86.74	-27.4	-38.87	-12.28	-1.01	-0.32
1820041	NPTX2	neuronal pentraxin II	-86.5	-25.72	-5.56	-1.65	-5.75	-1.71
3390239	NUDT10	nudix (nucleoside diphosphate linked moiety X)-type motif 10	-85.04	-58.49	-239.27	-164.57	-239.27	-164.57
6860010	CCKBR	cholecystokinin B receptor	-84.92	-26.66	-490.14	-153.87	-19.29	-6.06
7400162	KIAA1199	KIAA1199	-84.92	-12.5	-21.46	-3.16	-137.27	-20.2
3390678	NFE2L3	nuclear factor (erythroid-derived 2)-like 3	-84.64	-10.65	-2328.98	-293.05	-478.48	-60.21
450750	PDZD4	PDZ domain containing 4	-83.84	-18.9	-12.98	-2.93	-42.53	-9.59
4070184	BDKRB1	bradykinin receptor B1	-83.72	-312.61	-83.72	-312.61	-83.72	-312.61
3170706	WDR49	WD repeat domain 49	-83.56	-3.44	-168.66	-6.94	-168.66	-6.94
130138	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1	-82.73	-8.29	-5.59	-0.56	-7.35	-0.74
7210504	SBSN	suprabasin	-82.66	-2.22	-28.2	-0.76	-82.66	-2.22
2970670	GNA14	guanine nucleotide binding protein (G protein), alpha 14	-82.43	-4.29	-17.54	-0.91	-26.49	-1.38
650368	KIAA1904	KIAA1904 protein	-82.33	-255.91	-0.97	-3.01	-82.33	-255.91
4490215	WDR72	WD repeat domain 72	-82.27	-29.47	-1664.78	-596.26	-2102.65	-753.09
1850152	SOCS1	suppressor of cytokine signaling 1	-82.16	-32.63	-5.86	-2.33	-35.25	-14
6620746	LY6G6D	lymphocyte antigen 6 complex, locus G6D	-82.1	-52.53	-36.83	-23.56	-82.1	-52.53
240707	GABRG2	gamma-aminobutyric acid (GABA) A receptor, gamma 2	-82.02	-228.71	-82.02	-228.71	-82.02	-228.71
3420630	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	-81.84	-15.18	-19.48	-3.61	-14.89	-2.76
4200192	NGEF	neuronal guanine nucleotide exchange factor	-80.25	-155.96	-3.92	-7.62	-80.25	-155.96
6110438	RHBDL3	rhomboid, veinlet-like 3 (Drosophila)	-80.13	-257.5	-4.05	-13.02	-3.72	-11.96
2370577	FBXL16	F-box and leucine-rich repeat protein 16	-79.35	-28.88	-28.68	-10.44	-447.87	-162.98
6180184	SULT2B1	sulfotransferase family, cytosolic, 2B, member 1	-78.79	-12.94	-48.6	-7.98	-628.24	-103.14
6860020	CST1	cystatin SN	-78.75	-184.3	-929.61	-2175.53	-190.5	-445.81
6270110	LYPD5	LY6/PLAUR domain containing 5	-78.31	-5.92	-27.8	-2.1	-4.15	-0.31
6220692	IFITM1	interferon induced transmembrane protein 1 (9-27)	-77.52	-21.58	-17.38	-4.84	-6.99	-1.95
1770605	ANPEP	alanyl (membrane) aminopeptidase (aminopeptidase N, aminopeptidase M, microsomal aminopeptidase, CD13, p150)	-77.42	-4.43	-13.03	-0.75	-44.84	-2.57
3060288	STK31	serine/threonine kinase 31	-75	-134.34	-15.17	-27.18	-1.19	-2.13
2600768	THY1	Thy-1 cell surface antigen	-74.54	-16.82	-4.62	-1.04	-40.1	-9.05
4900070	COL5A3	collagen, type V, alpha 3	-74.21	-20.19	-0.87	-0.24	-1.16	-0.32
7400408	SFN	stratifin	-73.97	-33.74	-34.95	-15.94	-215.22	-98.17
7150296	C1R	complement component 1, r subcomponent	-72.96	-54.03	-0.22	-0.16	-0.23	-0.17
3120086	KCNQ2	potassium voltage-gated channel, KQT-like subfamily, member 2	-72.63	-41.73	-27.13	-15.59	-240.73	-138.31
3060100	CLDN10	claudin 10	-71.55	-18.54	-12.53	-3.25	-1360.06	-352.33
650040	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	-70.22	-43.82	-11.06	-6.9	-162.04	-101.11
3360202	IGSF21	immunoglobin superfamily, member 21	-69.42	-28.32	-12.17	-4.96	-995.26	-406.02
6980164	ALPL	alkaline phosphatase, liver/bone/kidney	-69.05	-16.19	-12.58	-2.95	-12.1	-2.84
7510332	RET	ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)	-69.05	-86.01	-2.87	-3.57	-0.48	-0.59
4920497	ILDR1	immunoglobulin-like domain containing receptor 1	-68.88	-16.78	-785.89	-191.42	-55.25	-13.46
1850551	ITGA11	integrin, alpha 11	-68.84	-19.49	-0.33	-0.09	-0.39	-0.11
1710546	VCY	variable charge, Y-linked	-68.07	-69.54	-41.32	-42.21	-23.03	-23.53
6520136	IDS	iduronate 2-sulfatase (Hunter syndrome)	-67.45	-9.18	-11.8	-1.61	-4.03	-0.55
1030142	HCP5	HLA complex P5	-66.96	-12.84	-3.19	-0.61	-1.04	-0.2
1340131	GH2	growth hormone 2	-66.87	-23.67	-66.87	-23.67	-66.87	-23.67
130309	MGMT	O-6-methylguanine-DNA methyltransferase	-66.74	-41.31	-0.05	-0.03	-0.04	-0.03
1780047	HIST1H2BF	histone 1, H2bf	-66.63	-11.64	-28.87	-5.04	-66.63	-11.64
5670440	TMEM16J	transmembrane protein 16J	-66.63	-82.58	-46.58	-57.73	-7.89	-9.78
6350564	TEX15	testis expressed sequence 15	-65.66	-49.47	-150.09	-113.1	-150.09	-113.1
4220056	KIAA1804	mixed lineage kinase 4	-65.56	-40.24	-382.82	-234.98	-144.9	-88.94
1940438	PRODH	proline dehydrogenase (oxidase) 1	-65.49	-10.43	-21.77	-3.47	-11.81	-1.88
270377	ARHGAP11A	Rho GTPase activating protein 11A	-64.91	-25.21	-17	-6.6	-271.61	-105.49
4210010	C20orf195	chromosome 20 open reading frame 195	-64.54	-78.6	-131.05	-159.6	-300.58	-366.07
6980291	GPR15	G protein-coupled receptor 15	-64.46	-82.24	-0.96	-1.23	-0.61	-0.78
4590475	KCNJ6	potassium inwardly-rectifying channel, subfamily J, member 6	-64.39	-32.95	-3.28	-1.68	-64.39	-32.95
7210048	FAM57B	family with sequence similarity 57, member B	-64.35	-56.04	-33.58	-29.24	-454.59	-395.85
7050609	PLEKHG6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	-63.97	-27.44	-1522.29	-653	-1522.29	-653
1780053	KLHL7	kelch-like 7 (Drosophila)	-63.56	-11.47	-5.35	-0.97	-1.05	-0.19
1470035	PRAMEF4	PRAME family member 4	-63.44	-59.66	-63.44	-59.66	-63.44	-59.66
4610487	FLJ22746	family with sequence similarity 124B	-63.35	-29.37	-0.41	-0.19	-3.05	-1.41
6840497	GSTT1	glutathione S-transferase theta 1	-63.34	-2.29	-0.05	0	-0.57	-0.02
4220687	FLJ90231		-63.11	-8.5	-115.37	-15.53	-16.19	-2.18
2490259	PODXL	podocalyxin-like	-62.87	-23.82	-11.35	-4.3	-16.85	-6.39
650541	PRG1	proteoglycan 1, secretory granule	-62.22	-4.59	-0.09	-0.01	-0.15	-0.01
6110315	SLC15A3	solute carrier family 15, member 3	-62.2	-12.9	-1.18	-0.24	-0.5	-0.1
2230386	MMP24	matrix metallopeptidase 24 (membrane-inserted)	-60.24	-6.53	-128.33	-13.92	-88.16	-9.56
1580414	P2RX2	purinergic receptor P2X, ligand-gated ion channel, 2	-59.84	-2.86	-59.84	-2.86	-4.46	-0.21
6560066	BFSP2	beaded filament structural protein 2, phakinin	-59.55	-13.44	-59.55	-13.44	-28.16	-6.36
5720458	RARRES3	retinoic acid receptor responder (tazarotene induced) 3	-59.11	-27.72	-1.02	-0.48	-0.28	-0.13
3940563	SOX21	SRY (sex determining region Y)-box 21	-59.05	-34.29	-135.83	-78.88	-1119.2	-649.99
4760682	ACTG2	actin, gamma 2, smooth muscle, enteric	-58.82	-2.54	-0.84	-0.04	-1.36	-0.06
2370180	FLJ12505	vasohibin 2	-58.68	-13.77	-13.07	-3.07	-111.72	-26.22
2630747	IL15	interleukin 15	-58.48	-3.64	-0.79	-0.05	-0.47	-0.03
3400767	KISS1R	KISS1 receptor	-58.21	-23.96	-991.06	-408.02	-64.44	-26.53
540193	MMP25	matrix metallopeptidase 25	-57.91	-2.7	-6.51	-0.3	-29.44	-1.37
6180630	MMP1	matrix metallopeptidase 1 (interstitial collagenase)	-57.52	-5.41	-2647.51	-248.99	-3559.79	-334.78
