GO ID	Go Term	P-Value	Probe Set ID	Gene Symbol	Fold Change	Gene Title
GO:0005576	extracellular	4.09213E-06	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0005576	extracellular	4.09213E-06	213622_at	COL9A2	1.66	collagen, type IX, alpha 2
GO:0005576	extracellular	4.09213E-06	211719_x_at	FN1	1.72	fibronectin 1
GO:0005576	extracellular	4.09213E-06	211980_at	COL4A1	1.73	collagen, type IV, alpha 1
GO:0005576	extracellular	4.09213E-06	212464_s_at	FN1	1.75	fibronectin 1
GO:0005576	extracellular	4.09213E-06	210495_x_at	FN1	1.75	fibronectin 1
GO:0005576	extracellular	4.09213E-06	221729_at	COL5A2	1.78	collagen, type V, alpha 2
GO:0005576	extracellular	4.09213E-06	216442_x_at	FN1	1.79	fibronectin 1
GO:0005576	extracellular	4.09213E-06	212353_at	SULF1	1.86	sulfatase 1
GO:0005576	extracellular	4.09213E-06	204682_at	LTBP2	1.89	latent transforming growth factor beta binding protein 2
GO:0005576	extracellular	4.09213E-06	202998_s_at	LOXL2	1.92	lysyl oxidase-like 2
GO:0005576	extracellular	4.09213E-06	203417_at	MFAP2	1.94	microfibrillar-associated protein 2
GO:0005576	extracellular	4.09213E-06	203878_s_at	MMP11	3.00	matrix metalloproteinase 11 (stromelysin 3)
GO:0006817	phosphate transport	1.92871E-05	211964_at	COL4A2	1.51	collagen, type IV, alpha 2
GO:0006817	phosphate transport	1.92871E-05	215076_s_at	COL3A1	1.57	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0006817	phosphate transport	1.92871E-05	201852_x_at	COL3A1	1.58	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0006817	phosphate transport	1.92871E-05	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0006817	phosphate transport	1.92871E-05	213622_at	COL9A2	1.66	collagen, type IX, alpha 2
GO:0006817	phosphate transport	1.92871E-05	211980_at	COL4A1	1.73	collagen, type IV, alpha 1
GO:0006817	phosphate transport	1.92871E-05	221729_at	COL5A2	1.78	collagen, type V, alpha 2
GO:0005578	extracellular matrix	2.64813E-05	213451_x_at	TNXB	0.42	tenascin XB
GO:0005578	extracellular matrix	2.64813E-05	216333_x_at	TNXB	0.42	tenascin XB
GO:0005578	extracellular matrix	2.64813E-05	206093_x_at	TNXB	0.44	tenascin XB
GO:0005578	extracellular matrix	2.64813E-05	208609_s_at	TNXB	0.49	tenascin XB
GO:0005578	extracellular matrix	2.64813E-05	202729_s_at	LTBP1	0.65	latent transforming growth factor beta binding protein 1
GO:0005578	extracellular matrix	2.64813E-05	211964_at	COL4A2	1.51	collagen, type IV, alpha 2
GO:0005578	extracellular matrix	2.64813E-05	215076_s_at	COL3A1	1.57	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0005578	extracellular matrix	2.64813E-05	201852_x_at	COL3A1	1.58	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0005578	extracellular matrix	2.64813E-05	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0005578	extracellular matrix	2.64813E-05	213622_at	COL9A2	1.66	collagen, type IX, alpha 2
GO:0005578	extracellular matrix	2.64813E-05	211980_at	COL4A1	1.73	collagen, type IV, alpha 1
GO:0005578	extracellular matrix	2.64813E-05	221729_at	COL5A2	1.78	collagen, type V, alpha 2
GO:0005578	extracellular matrix	2.64813E-05	204682_at	LTBP2	1.89	latent transforming growth factor beta binding protein 2
GO:0005578	extracellular matrix	2.64813E-05	203417_at	MFAP2	1.94	microfibrillar-associated protein 2
GO:0005578	extracellular matrix	2.64813E-05	203878_s_at	MMP11	3.00	matrix metalloproteinase 11 (stromelysin 3)
GO:0003700	transcription factor activity	4.36233E-05	202672_s_at	ATF3	0.20	activating transcription factor 3
GO:0003700	transcription factor activity	4.36233E-05	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0003700	transcription factor activity	4.36233E-05	209357_at	CITED2	0.38	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0003700	transcription factor activity	4.36233E-05	201693_s_at	EGR1	0.39	early growth response 1
GO:0003700	transcription factor activity	4.36233E-05	219371_s_at	KLF2	0.45	Kruppel-like factor 2 (lung)
GO:0003700	transcription factor activity	4.36233E-05	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0003700	transcription factor activity	4.36233E-05	201694_s_at	EGR1	0.47	early growth response 1
GO:0003700	transcription factor activity	4.36233E-05	209710_at	GATA2	0.49	GATA binding protein 2
GO:0003700	transcription factor activity	4.36233E-05	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0003700	transcription factor activity	4.36233E-05	207980_s_at	CITED2	0.53	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0003700	transcription factor activity	4.36233E-05	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0003700	transcription factor activity	4.36233E-05	213281_at	JUN	0.59	v-jun sarcoma virus 17 oncogene homolog (avian)
GO:0003700	transcription factor activity	4.36233E-05	213844_at	HOXA5	0.59	homeo box A5
GO:0003700	transcription factor activity	4.36233E-05	209290_s_at	NFIB	0.59	nuclear factor I/B
GO:0003700	transcription factor activity	4.36233E-05	209289_at	NFIB	0.61	nuclear factor I/B
GO:0003700	transcription factor activity	4.36233E-05	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0003700	transcription factor activity	4.36233E-05	213029_at	NFIB	0.63	nuclear factor I/B
GO:0003700	transcription factor activity	4.36233E-05	201417_at	SOX4	1.65	SRY (sex determining region Y)-box 4
GO:0003700	transcription factor activity	4.36233E-05	218502_s_at	TRPS1	1.86	trichorhinophalangeal syndrome I
GO:0003700	transcription factor activity	4.36233E-05	201416_at	SOX4	1.91	SRY (sex determining region Y)-box 4
GO:0003700	transcription factor activity	4.36233E-05	205286_at	TFAP2C	2.00	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
GO:0003700	transcription factor activity	4.36233E-05	213435_at	SATB2	2.37	SATB family member 2
GO:0005583	fibrillar collagen	0.0003	215076_s_at	COL3A1	1.57	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0005583	fibrillar collagen	0.0003	201852_x_at	COL3A1	1.58	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0005583	fibrillar collagen	0.0003	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0005583	fibrillar collagen	0.0003	221729_at	COL5A2	1.78	collagen, type V, alpha 2
GO:0015698	inorganic anion transport	0.0003	211964_at	COL4A2	1.51	collagen, type IV, alpha 2
GO:0015698	inorganic anion transport	0.0003	215076_s_at	COL3A1	1.57	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0015698	inorganic anion transport	0.0003	201852_x_at	COL3A1	1.58	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)
GO:0015698	inorganic anion transport	0.0003	202310_s_at	COL1A1	1.64	collagen, type I, alpha 1
GO:0015698	inorganic anion transport	0.0003	213622_at	COL9A2	1.66	collagen, type IX, alpha 2
GO:0015698	inorganic anion transport	0.0003	211980_at	COL4A1	1.73	collagen, type IV, alpha 1
GO:0015698	inorganic anion transport	0.0003	221729_at	COL5A2	1.78	collagen, type V, alpha 2
GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors	0.0003	201753_s_at	ADD3	0.66	adducin 3 (gamma)
GO:0016730	oxidoreductase activity, acting on iron-sulfur proteins as donors	0.0003	207813_s_at	FDXR	1.65	ferredoxin reductase
GO:0006351	transcription, DNA-dependent	0.0005	202672_s_at	ATF3	0.20	activating transcription factor 3
GO:0006351	transcription, DNA-dependent	0.0005	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0006351	transcription, DNA-dependent	0.0005	209357_at	CITED2	0.38	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0006351	transcription, DNA-dependent	0.0005	201693_s_at	EGR1	0.39	early growth response 1
GO:0006351	transcription, DNA-dependent	0.0005	219993_at	SOX17	0.40	SRY (sex determining region Y)-box 17
GO:0006351	transcription, DNA-dependent	0.0005	36711_at	MAFF	0.44	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
GO:0006351	transcription, DNA-dependent	0.0005	219371_s_at	KLF2	0.45	Kruppel-like factor 2 (lung)
GO:0006351	transcription, DNA-dependent	0.0005	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0006351	transcription, DNA-dependent	0.0005	201694_s_at	EGR1	0.47	early growth response 1
GO:0006351	transcription, DNA-dependent	0.0005	209710_at	GATA2	0.49	GATA binding protein 2
GO:0006351	transcription, DNA-dependent	0.0005	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0006351	transcription, DNA-dependent	0.0005	210831_s_at	PTGER3	0.53	prostaglandin E receptor 3 (subtype EP3)
GO:0006351	transcription, DNA-dependent	0.0005	207980_s_at	CITED2	0.53	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0006351	transcription, DNA-dependent	0.0005	209211_at	KLF5	0.57	Kruppel-like factor 5 (intestinal)
GO:0006351	transcription, DNA-dependent	0.0005	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0006351	transcription, DNA-dependent	0.0005	213281_at	JUN	0.59	v-jun sarcoma virus 17 oncogene homolog (avian)
GO:0006351	transcription, DNA-dependent	0.0005	213844_at	HOXA5	0.59	homeo box A5
GO:0006351	transcription, DNA-dependent	0.0005	209290_s_at	NFIB	0.59	nuclear factor I/B
GO:0006351	transcription, DNA-dependent	0.0005	212642_s_at	HIVEP2	0.60	human immunodeficiency virus type I enhancer binding protein 2
GO:0006351	transcription, DNA-dependent	0.0005	212914_at	CBX7	0.60	chromobox homolog 7
GO:0006351	transcription, DNA-dependent	0.0005	209289_at	NFIB	0.61	nuclear factor I/B
GO:0006351	transcription, DNA-dependent	0.0005	210832_x_at	PTGER3	0.62	prostaglandin E receptor 3 (subtype EP3)
GO:0006351	transcription, DNA-dependent	0.0005	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0006351	transcription, DNA-dependent	0.0005	213029_at	NFIB	0.63	nuclear factor I/B
GO:0006351	transcription, DNA-dependent	0.0005	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0006351	transcription, DNA-dependent	0.0005	201417_at	SOX4	1.65	SRY (sex determining region Y)-box 4
GO:0006351	transcription, DNA-dependent	0.0005	218502_s_at	TRPS1	1.86	trichorhinophalangeal syndrome I
GO:0006351	transcription, DNA-dependent	0.0005	201416_at	SOX4	1.91	SRY (sex determining region Y)-box 4
GO:0006351	transcription, DNA-dependent	0.0005	205286_at	TFAP2C	2.00	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
GO:0006351	transcription, DNA-dependent	0.0005	213435_at	SATB2	2.37	SATB family member 2
GO:0006351	transcription, DNA-dependent	0.0005	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0006355	regulation of transcription, DNA-dependent	0.0007	202672_s_at	ATF3	0.20	activating transcription factor 3
GO:0006355	regulation of transcription, DNA-dependent	0.0007	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0006355	regulation of transcription, DNA-dependent	0.0007	209357_at	CITED2	0.38	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0006355	regulation of transcription, DNA-dependent	0.0007	201693_s_at	EGR1	0.39	early growth response 1
GO:0006355	regulation of transcription, DNA-dependent	0.0007	219993_at	SOX17	0.40	SRY (sex determining region Y)-box 17
GO:0006355	regulation of transcription, DNA-dependent	0.0007	36711_at	MAFF	0.44	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
GO:0006355	regulation of transcription, DNA-dependent	0.0007	219371_s_at	KLF2	0.45	Kruppel-like factor 2 (lung)
GO:0006355	regulation of transcription, DNA-dependent	0.0007	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0006355	regulation of transcription, DNA-dependent	0.0007	201694_s_at	EGR1	0.47	early growth response 1
GO:0006355	regulation of transcription, DNA-dependent	0.0007	209710_at	GATA2	0.49	GATA binding protein 2
GO:0006355	regulation of transcription, DNA-dependent	0.0007	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0006355	regulation of transcription, DNA-dependent	0.0007	207980_s_at	CITED2	0.53	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0006355	regulation of transcription, DNA-dependent	0.0007	209211_at	KLF5	0.57	Kruppel-like factor 5 (intestinal)
GO:0006355	regulation of transcription, DNA-dependent	0.0007	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0006355	regulation of transcription, DNA-dependent	0.0007	213281_at	JUN	0.59	v-jun sarcoma virus 17 oncogene homolog (avian)
GO:0006355	regulation of transcription, DNA-dependent	0.0007	213844_at	HOXA5	0.59	homeo box A5
GO:0006355	regulation of transcription, DNA-dependent	0.0007	209290_s_at	NFIB	0.59	nuclear factor I/B
GO:0006355	regulation of transcription, DNA-dependent	0.0007	212642_s_at	HIVEP2	0.60	human immunodeficiency virus type I enhancer binding protein 2
GO:0006355	regulation of transcription, DNA-dependent	0.0007	212914_at	CBX7	0.60	chromobox homolog 7
GO:0006355	regulation of transcription, DNA-dependent	0.0007	209289_at	NFIB	0.61	nuclear factor I/B
GO:0006355	regulation of transcription, DNA-dependent	0.0007	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0006355	regulation of transcription, DNA-dependent	0.0007	213029_at	NFIB	0.63	nuclear factor I/B
GO:0006355	regulation of transcription, DNA-dependent	0.0007	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0006355	regulation of transcription, DNA-dependent	0.0007	201417_at	SOX4	1.65	SRY (sex determining region Y)-box 4
GO:0006355	regulation of transcription, DNA-dependent	0.0007	218502_s_at	TRPS1	1.86	trichorhinophalangeal syndrome I
GO:0006355	regulation of transcription, DNA-dependent	0.0007	201416_at	SOX4	1.91	SRY (sex determining region Y)-box 4
GO:0006355	regulation of transcription, DNA-dependent	0.0007	205286_at	TFAP2C	2.00	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
GO:0006355	regulation of transcription, DNA-dependent	0.0007	213435_at	SATB2	2.37	SATB family member 2
GO:0006355	regulation of transcription, DNA-dependent	0.0007	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0045449	regulation of transcription	0.001	202672_s_at	ATF3	0.20	activating transcription factor 3
GO:0045449	regulation of transcription	0.001	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0045449	regulation of transcription	0.001	209357_at	CITED2	0.38	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0045449	regulation of transcription	0.001	201693_s_at	EGR1	0.39	early growth response 1
GO:0045449	regulation of transcription	0.001	219993_at	SOX17	0.40	SRY (sex determining region Y)-box 17
GO:0045449	regulation of transcription	0.001	36711_at	MAFF	0.44	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
GO:0045449	regulation of transcription	0.001	219371_s_at	KLF2	0.45	Kruppel-like factor 2 (lung)
GO:0045449	regulation of transcription	0.001	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0045449	regulation of transcription	0.001	201694_s_at	EGR1	0.47	early growth response 1
GO:0045449	regulation of transcription	0.001	209710_at	GATA2	0.49	GATA binding protein 2
GO:0045449	regulation of transcription	0.001	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0045449	regulation of transcription	0.001	207980_s_at	CITED2	0.53	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0045449	regulation of transcription	0.001	209211_at	KLF5	0.57	Kruppel-like factor 5 (intestinal)
GO:0045449	regulation of transcription	0.001	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0045449	regulation of transcription	0.001	213281_at	JUN	0.59	v-jun sarcoma virus 17 oncogene homolog (avian)
GO:0045449	regulation of transcription	0.001	213844_at	HOXA5	0.59	homeo box A5
GO:0045449	regulation of transcription	0.001	209290_s_at	NFIB	0.59	nuclear factor I/B
GO:0045449	regulation of transcription	0.001	212642_s_at	HIVEP2	0.60	human immunodeficiency virus type I enhancer binding protein 2
GO:0045449	regulation of transcription	0.001	212914_at	CBX7	0.60	chromobox homolog 7
GO:0045449	regulation of transcription	0.001	209289_at	NFIB	0.61	nuclear factor I/B
GO:0045449	regulation of transcription	0.001	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0045449	regulation of transcription	0.001	213029_at	NFIB	0.63	nuclear factor I/B
GO:0045449	regulation of transcription	0.001	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0045449	regulation of transcription	0.001	201417_at	SOX4	1.65	SRY (sex determining region Y)-box 4
GO:0045449	regulation of transcription	0.001	218502_s_at	TRPS1	1.86	trichorhinophalangeal syndrome I
GO:0045449	regulation of transcription	0.001	201416_at	SOX4	1.91	SRY (sex determining region Y)-box 4
GO:0045449	regulation of transcription	0.001	205286_at	TFAP2C	2.00	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
GO:0045449	regulation of transcription	0.001	213435_at	SATB2	2.37	SATB family member 2
GO:0045449	regulation of transcription	0.001	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0006350	transcription	0.001	202672_s_at	ATF3	0.20	activating transcription factor 3
GO:0006350	transcription	0.001	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0006350	transcription	0.001	209357_at	CITED2	0.38	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0006350	transcription	0.001	201693_s_at	EGR1	0.39	early growth response 1
GO:0006350	transcription	0.001	219993_at	SOX17	0.40	SRY (sex determining region Y)-box 17
GO:0006350	transcription	0.001	36711_at	MAFF	0.44	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
GO:0006350	transcription	0.001	219371_s_at	KLF2	0.45	Kruppel-like factor 2 (lung)
GO:0006350	transcription	0.001	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0006350	transcription	0.001	201694_s_at	EGR1	0.47	early growth response 1
GO:0006350	transcription	0.001	209710_at	GATA2	0.49	GATA binding protein 2
GO:0006350	transcription	0.001	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0006350	transcription	0.001	210831_s_at	PTGER3	0.53	prostaglandin E receptor 3 (subtype EP3)
GO:0006350	transcription	0.001	207980_s_at	CITED2	0.53	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0006350	transcription	0.001	209211_at	KLF5	0.57	Kruppel-like factor 5 (intestinal)
GO:0006350	transcription	0.001	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0006350	transcription	0.001	213281_at	JUN	0.59	v-jun sarcoma virus 17 oncogene homolog (avian)
GO:0006350	transcription	0.001	213844_at	HOXA5	0.59	homeo box A5
GO:0006350	transcription	0.001	209290_s_at	NFIB	0.59	nuclear factor I/B
GO:0006350	transcription	0.001	212642_s_at	HIVEP2	0.60	human immunodeficiency virus type I enhancer binding protein 2
GO:0006350	transcription	0.001	212914_at	CBX7	0.60	chromobox homolog 7
GO:0006350	transcription	0.001	209289_at	NFIB	0.61	nuclear factor I/B
GO:0006350	transcription	0.001	210832_x_at	PTGER3	0.62	prostaglandin E receptor 3 (subtype EP3)
GO:0006350	transcription	0.001	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0006350	transcription	0.001	213029_at	NFIB	0.63	nuclear factor I/B
GO:0006350	transcription	0.001	204790_at	SMAD7	0.63	SMAD, mothers against DPP homolog 7 (Drosophila)
GO:0006350	transcription	0.001	201417_at	SOX4	1.65	SRY (sex determining region Y)-box 4
GO:0006350	transcription	0.001	218502_s_at	TRPS1	1.86	trichorhinophalangeal syndrome I
GO:0006350	transcription	0.001	201416_at	SOX4	1.91	SRY (sex determining region Y)-box 4
GO:0006350	transcription	0.001	205286_at	TFAP2C	2.00	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
GO:0006350	transcription	0.001	213435_at	SATB2	2.37	SATB family member 2
GO:0006350	transcription	0.001	202176_at	ERCC3	3.07	excision repair cross-complementing 3
GO:0030528	transcription regulator activity	0.0012	202672_s_at	ATF3	0.20	activating transcription factor 3
GO:0030528	transcription regulator activity	0.0012	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0030528	transcription regulator activity	0.0012	209357_at	CITED2	0.38	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0030528	transcription regulator activity	0.0012	201693_s_at	EGR1	0.39	early growth response 1
GO:0030528	transcription regulator activity	0.0012	219371_s_at	KLF2	0.45	Kruppel-like factor 2 (lung)
GO:0030528	transcription regulator activity	0.0012	221841_s_at	KLF4	0.47	Kruppel-like factor 4 (gut)
GO:0030528	transcription regulator activity	0.0012	201694_s_at	EGR1	0.47	early growth response 1
GO:0030528	transcription regulator activity	0.0012	209710_at	GATA2	0.49	GATA binding protein 2
GO:0030528	transcription regulator activity	0.0012	216248_s_at	NR4A2	0.49	nuclear receptor subfamily 4, group A, member 2
GO:0030528	transcription regulator activity	0.0012	207980_s_at	CITED2	0.53	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
GO:0030528	transcription regulator activity	0.0012	209211_at	KLF5	0.57	Kruppel-like factor 5 (intestinal)
GO:0030528	transcription regulator activity	0.0012	203140_at	BCL6	0.58	B-cell CLL/lymphoma 6 (zinc finger protein 51)
GO:0030528	transcription regulator activity	0.0012	213281_at	JUN	0.59	v-jun sarcoma virus 17 oncogene homolog (avian)
GO:0030528	transcription regulator activity	0.0012	213844_at	HOXA5	0.59	homeo box A5
GO:0030528	transcription regulator activity	0.0012	209290_s_at	NFIB	0.59	nuclear factor I/B
GO:0030528	transcription regulator activity	0.0012	209289_at	NFIB	0.61	nuclear factor I/B
GO:0030528	transcription regulator activity	0.0012	216321_s_at	NR3C1	0.62	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
GO:0030528	transcription regulator activity	0.0012	213029_at	NFIB	0.63	nuclear factor I/B
GO:0030528	transcription regulator activity	0.0012	201417_at	SOX4	1.65	SRY (sex determining region Y)-box 4
GO:0030528	transcription regulator activity	0.0012	218502_s_at	TRPS1	1.86	trichorhinophalangeal syndrome I
GO:0030528	transcription regulator activity	0.0012	201416_at	SOX4	1.91	SRY (sex determining region Y)-box 4
GO:0030528	transcription regulator activity	0.0012	205286_at	TFAP2C	2.00	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
GO:0030528	transcription regulator activity	0.0012	213435_at	SATB2	2.37	SATB family member 2
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	202672_s_at	ATF3	0.20	activating transcription factor 3
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	205932_s_at	MSX1	0.36	msh homeo box homolog 1 (Drosophila)
GO:0019219	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolism	0.0013	209357_at	CITED2	0.38	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
