Probe Set ID	Gene Symbol	Gene Title	Fold change([GFP+CD133+] vs [GFP-CD133-])	Regulation([GFP+CD133+] vs [GFP-CD133-])	Fold change([GFP-CD133+] vs [GFP-CD133-])	Regulation ([GFP-CD133+] vs [GFP-CD133-])	Fold change([GFP+CD133+] vs [GFP-CD133+])	Regulation([GFP+CD133+] vs [GFP-CD133+])
1451620_at	C1ql3	C1q-like 3	10.238954	up	1.3054109	down	13.366042	up
1448024_at	Npr3	natriuretic peptide receptor 3	9.966381	up	1.7448967	up	5.7117314	up
1453059_at	2310046A06Rik	RIKEN cDNA 2310046A06 gene	9.67087	up	1.5953028	down	15.427965	up
1449979_a_at	Spock3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3	9.6391	up	1.1397585	down	10.986246	up
1418486_at	Vnn1	vanin 1	9.437264	up	1.6112574	up	5.857081	up
1457373_at		Transcribed locus	8.897804	up	1.6409246	down	14.600626	up
1453329_s_at	Nkain2	Na+/K+ transporting ATPase interacting 2	8.897238	up	1.911115	down	17.003647	up
1454691_at	Nrxn1	neurexin I	8.521924	up	1.7981883	up	4.7391725	up
1453578_at	Pter	phosphotriesterase related	8.313133	up	1.4354646	down	11.9332075	up
1429901_at	Nkain2	Na+/K+ transporting ATPase interacting 2	8.24371	up	1.1499379	down	9.479754	up
1416178_a_at	Plekhb1	pleckstrin homology domain containing, family B (evectins) member 1	8.101281	up	1.6839403	down	13.642075	up
1425175_at	C1ql3	C1q-like 3	7.891626	up	1.9778934	down	15.608795	up
1459465_at			7.870362	up	1.9203997	up	4.098294	up
1452284_at	Ptprz1	protein tyrosine phosphatase, receptor type Z, polypeptide 1	7.743922	up	1.8568807	up	4.170393	up
1444499_at		Transcribed locus	7.699601	up	1.886416	down	14.52465	up
1444451_at	Pappa2	pappalysin 2	7.6705136	up	1.3756472	down	10.55192	up
1449563_at	Cntn1	contactin 1	7.553195	up	1.5090132	up	5.005387	up
1457423_at	LOC675405 /// Nalcn	sodium leak channel, non-selective /// similar to voltage gated channel like 1	7.481314	up	1.210533	up	6.180182	up
1436539_at	Clmn	calmin	7.446551	up	1.2458653	up	5.9770107	up
1446747_at	Spef2	sperm flagellar 2	7.263992	up	1.9213467	up	3.780677	up
1427019_at	Ptprz1	protein tyrosine phosphatase, receptor type Z, polypeptide 1	7.190962	up	1.0527769	up	6.8304696	up
1460607_at	Igsf11	immunoglobulin superfamily, member 11	7.181621	up	1.803218	down	12.950028	up
1423569_at	Gatm	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	7.1043878	up	1.8800833	down	13.356839	up
1460187_at	Sfrp1	secreted frizzled-related protein 1	7.0246778	up	1.1937767	up	5.884415	up
1435146_s_at	Cadm2	cell adhesion molecule 2	6.9708757	up	1.1057124	down	7.707783	up
1450286_at	Npr3	natriuretic peptide receptor 3	6.894385	up	1.4853477	up	4.6415963	up
1434959_at	Dhh	desert hedgehog	6.787848	up	1.2270231	up	5.5319643	up
1422834_at	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	6.6735716	up	1.3944931	up	4.785661	up
1435747_at	Fgf14	fibroblast growth factor 14	6.590582	up	1.3995206	up	4.7091713	up
1448395_at	Sfrp1	secreted frizzled-related protein 1	6.49772	up	1.1752859	up	5.5286293	up
1455883_a_at	Lrrtm1	leucine rich repeat transmembrane neuronal 1	6.4858212	up	1.1128448	down	7.217713	up
1442873_at		Transcribed locus	6.4033394	up	1.0451322	down	6.6923356	up
1418493_a_at	Snca	synuclein, alpha	6.394004	up	1.1752168	up	5.440702	up
1443713_at	Chl1	cell adhesion molecule with homology to L1CAM	6.364089	up	1.9156199	down	12.191176	up
1435184_at	Npr3	natriuretic peptide receptor 3	6.2352233	up	1.2380065	up	5.0365033	up
1435126_at	Dusp15	Dual specificity phosphatase-like 15	6.156088	up	1.1915603	down	7.33535	up
1443744_at		Transcribed locus	6.1052895	up	1.2513678	up	4.878893	up
1426013_s_at	Plekha4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	6.0899687	up	1.5581008	down	9.488786	up
1460664_at	Ikzf4	IKAROS family zinc finger 4	6.008082	up	1.7843969	up	3.3670104	up
1422835_at	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2	5.9648175	up	1.37108	up	4.350452	up
1451532_s_at	Steap1	six transmembrane epithelial antigen of the prostate 1	5.902525	up	1.3259046	down	7.8261847	up
1419490_at	AW049604	expressed sequence AW049604	5.8731174	up	1.9994612	up	2.93735	up
1437817_at	Snap91	synaptosomal-associated protein 91	5.837351	up	1.0543118	up	5.536646	up
1434342_at	S100b	S100 protein, beta polypeptide, neural	5.833707	up	1.2144802	up	4.8034596	up
1438333_at	Prtg	protogenin homolog (Gallus gallus)	5.754758	up	1.3197031	up	4.3606462	up
1426960_a_at	Fa2h	fatty acid 2-hydroxylase	5.7323036	up	1.5403616	down	8.82982	up
1438200_at	Sulf1	sulfatase 1	5.6467614	up	1.8866475	up	2.9930136	up
1416666_at	Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2	5.642851	up	1.7690434	up	3.1897755	up
1416594_at	Sfrp1	secreted frizzled-related protein 1	5.5640836	up	1.1986871	up	4.641815	up
1437870_at	Slco4c1	solute carrier organic anion transporter family, member 4C1	5.4563575	up	1.1538278	up	4.728919	up
1422243_at	Fgf7	fibroblast growth factor 7	5.408537	up	1.9481473	up	2.7762465	up
1457342_at	Ikzf4	IKAROS family zinc finger 4	5.3887706	up	1.8231772	up	2.955703	up
1457102_at	A030001D16Rik	RIKEN cDNA A030001D16 gene	5.346358	up	1.0141624	up	5.271697	up
1432558_a_at	Mal	myelin and lymphocyte protein, T-cell differentiation protein	5.276873	up	1.2218473	down	6.4475327	up
1433014_at	6330436F06Rik	RIKEN cDNA 6330436F06 gene	5.2449594	up	1.2206373	up	4.296902	up
1458811_at	9430047L24Rik	RIKEN cDNA 9430047L24 gene	5.213027	up	1.0167536	up	5.127129	up
1447426_at		Transcribed locus	5.1905303	up	1.909564	up	2.7181756	up
1434539_at	Lrrn3	leucine rich repeat protein 3, neuronal	5.18354	up	1.4454968	up	3.5859919	up
1428136_at	Sfrp1	secreted frizzled-related protein 1	5.127551	up	1.0424079	down	5.3449993	up
1433050_at	5730478J17Rik	RIKEN cDNA 5730478J17 gene	5.0954366	up	1.4377608	up	3.5440083	up
1439602_at		Transcribed locus	5.0740986	up	1.2275509	down	6.2287154	up
1425942_a_at	Gpm6b	glycoprotein m6b	5.0352435	up	1.467941	up	3.43014	up
1429718_at	Slitrk5	SLIT and NTRK-like family, member 5	5.01713	up	1.5876181	up	3.1601615	up
1458934_at	D5Ertd505e	DNA segment, Chr 5, ERATO Doi 505 , expressed	4.9008913	up	1.3731023	down	6.729425	up
1422042_at	Gje1	gap junction membrane channel protein epsilon 1	4.870787	up	1.322346	down	6.440866	up
1456570_at			4.8439097	up	1.5221422	down	7.3731194	up
1438083_at	Hhip	Hedgehog-interacting protein	4.8117495	up	1.047627	up	4.592999	up
1442918_at	Nav3	neuron navigator 3	4.807991	up	1.0097988	up	4.761336	up
1426263_at	Cadm4	cell adhesion molecule 4	4.7868776	up	1.177587	down	5.636965	up
1438866_at	Grin3a	glutamate receptor ionotropic, NMDA3A	4.7653136	up	1.3695968	up	3.479355	up
1434008_at	Scn4b	sodium channel, type IV, beta	4.7409167	up	1.4164287	up	3.3470914	up
1451451_at	Gca	grancalcin	4.7269435	up	1.1532192	up	4.098912	up
1422825_at	Cartpt	CART prepropeptide	4.6943007	up	1.2545263	up	3.7418914	up
1438410_at	Prtg	protogenin homolog (Gallus gallus)	4.65184	up	1.1778193	up	3.9495368	up
1448507_at	Efhd1	EF hand domain containing 1	4.632312	up	1.3735307	up	3.3725576	up
1438620_x_at	Sfrp1	secreted frizzled-related protein 1	4.58859	up	1.0110407	up	4.538482	up
1438729_at	Sox1	SRY-box containing gene 1	4.5647078	up	1.1143363	up	4.0963464	up
1436251_at	Pde1c	phosphodiesterase 1C	4.562552	up	1.4780226	up	3.0869298	up
1455277_at	Hhip	Hedgehog-interacting protein	4.4922166	up	1.2737046	up	3.5268905	up
1422773_at	Myt1	myelin transcription factor 1	4.4776225	up	1.0935462	up	4.0945897	up
1457741_at		Transcribed locus	4.47187	up	1.4492878	down	6.481026	up
1447887_x_at	Vcan	versican	4.45656	up	1.4171861	up	3.1446543	up
1433043_at	Vcan	versican	4.44305	up	1.0150514	up	4.377167	up
1439506_at	Gm98	gene model 98, (NCBI)	4.4267426	up	1.8595897	up	2.3804944	up
1446416_at	Sulf1	sulfatase 1	4.408454	up	1.056619	down	4.6580567	up
1456144_at	Nav3	neuron navigator 3	4.384244	up	1.1395763	down	4.9961805	up
1422694_at	Ttyh1	tweety homolog 1 (Drosophila)	4.371632	up	1.270816	up	3.4400194	up
1455628_at		erythrocyte protein band 4.1-like 4b	4.354468	up	1.0381347	down	4.520524	up
1450268_at	Fign	fidgetin	4.3277993	up	1.2648168	up	3.4216807	up
1436916_at	Tmem108	transmembrane protein 108	4.2792315	up	1.6105188	up	2.6570516	up
1456329_at	Prtg	protogenin homolog (Gallus gallus)	4.27721	up	1.3871471	up	3.0834584	up
1454511_at	9430018C23Rik	RIKEN cDNA 9430018C23 gene	4.2312293	up	1.7372576	up	2.4355795	up
1445965_at			4.2266364	up	1.5563476	up	2.7157407	up
1435851_at	Lgi1	leucine-rich repeat LGI family, member 1	4.205516	up	1.218512	down	5.1244717	up
1449465_at	Reln	reelin	4.1874433	up	1.1234417	up	3.727335	up
1440813_s_at	Plxnb3	plexin B3	4.1866846	up	1.3978478	down	5.852348	up
1437933_at	Hhip	Hedgehog-interacting protein	4.1565747	up	1.1280448	down	4.6888022	up
1445880_at		Transcribed locus	4.136281	up	1.3855702	down	5.731107	up
1442478_at			4.121605	up	1.2009907	up	3.4318373	up
1457195_at	Plekhm1	pleckstrin homology domain containing, family M (with RUN domain) member 1	4.1146393	up	1.9302918	up	2.1316152	up
1449958_a_at	Fgf14	fibroblast growth factor 14	4.075178	up	1.1488843	up	3.5470748	up
1435147_x_at	Cadm2	cell adhesion molecule 2	4.071622	up	1.2305489	up	3.308785	up
1442786_s_at	Rufy3	RUN and FYVE domain containing 3	4.061146	up	1.6397024	up	2.476758	up
1425092_at	Cdh10	cadherin 10	4.023608	up	1.4837753	up	2.711737	up
1423091_a_at	Gpm6b	glycoprotein m6b	3.9944282	up	1.3088404	up	3.0518835	up
1433551_at	AI427515	expressed sequence AI427515	3.9938548	up	1.5108113	up	2.6435168	up
1424938_at	Steap1	six transmembrane epithelial antigen of the prostate 1	3.9824715	up	1.6192172	up	2.4595041	up
1423292_a_at	Prx	periaxin	3.9798675	up	1.1170038	up	3.5629847	up
1417416_at	Kcna1	potassium voltage-gated channel, shaker-related subfamily, member 1	3.9699094	up	1.4144454	down	5.6152196	up
1428958_at	Paqr8	progestin and adipoQ receptor family member VIII	3.9382489	up	1.1309687	up	3.4821908	up
1435957_at	B830032F12	hypothetical protein B830032F12	3.9294713	up	1.0543147	up	3.727038	up
1442206_at	Mdga2	MAM domain containing glycosylphosphatidylinositol anchor 2	3.915357	up	1.3306632	down	5.210021	up
1423183_at	Lgi1 /// LOC100045669	leucine-rich repeat LGI family, member 1 /// similar to leucine-rich glioma-inactivated 1 protein	3.894287	up	1.116076	up	3.4892673	up
1437863_at	Bche	butyrylcholinesterase	3.8719013	up	1.5480063	up	2.501218	up
1419468_at	Clec14a	C-type lectin domain family 14, member a	3.8619113	up	1.6436075	up	2.3496554	up
1458378_at	Grin3a	glutamate receptor ionotropic, NMDA3A	3.8254864	up	1.1810117	down	4.517944	up
1438344_at	4833424O15Rik	RIKEN cDNA 4833424O15 gene	3.8199303	up	1.2303176	up	3.1048324	up
1421426_at	Hhip	Hedgehog-interacting protein	3.817407	up	1.1111656	up	3.4354978	up
1450108_at	Kif1a	kinesin family member 1A	3.802132	up	1.7152288	up	2.2166908	up
1436743_at	Cadm2	cell adhesion molecule 2	3.757124	up	1.8772252	up	2.0014243	up
1436719_at	Slc35f1	solute carrier family 35, member F1	3.7482789	up	1.1529043	down	4.3214064	up
1424695_at	2010011I20Rik	RIKEN cDNA 2010011I20 gene	3.7274754	up	1.4027097	up	2.6573393	up
1447463_at			3.7055123	up	1.4449337	up	2.564486	up
1456105_at	Rc3h2	ring finger and CCCH-type zinc finger domains 2	3.693812	up	1.9863514	up	1.8595964	up
1429166_s_at	Clmn	calmin	3.6761448	up	1.27202	up	2.8900056	up
1434170_at	Wdr40b	WD repeat domain 40B	3.6745331	up	1.9619681	up	1.8728813	up
1458308_at	Sbno2	strawberry notch homolog 2 (Drosophila)	3.64437	up	1.3390337	down	4.879935	up
1418472_at	Aspa	aspartoacylase	3.641694	up	1.2416943	down	4.521871	up
1436575_at	Grin3a	glutamate receptor ionotropic, NMDA3A	3.6394296	up	1.5302732	up	2.3782876	up
1456721_at	Thsd7a	thrombospondin, type I, domain containing 7A	3.6169267	up	1.2955348	up	2.7918403	up
1420557_at	Epha5	Eph receptor A5	3.6018848	up	1.1453546	up	3.1447766	up
1439872_at		KCNA2 (Kcna2) mRNA, 3 UTR	3.5928965	up	1.2343352	down	4.434839	up
1459098_at			3.5800314	up	1.1955185	up	2.994543	up
1436244_a_at	Tle2	transducin-like enhancer of split 2, homolog of Drosophila E(spl)	3.570521	up	1.715553	up	2.0812652	up
1425039_at	Itgbl1	integrin, beta-like 1	3.5623033	up	1.6854932	up	2.113508	up
1452551_at			3.5572598	up	1.3931146	down	4.955671	up
1428574_a_at	Chn2	chimerin (chimaerin) 2	3.5490494	up	1.4808229	up	2.3966737	up
1422012_at	Crhr2	corticotropin releasing hormone receptor 2	3.545081	up	1.2309253	up	2.880013	up
1460723_at	Mc5r	melanocortin 5 receptor	3.5430424	up	1.3568369	up	2.6112514	up
1449359_at	Pax1	paired box gene 1	3.5355985	up	1.5438461	up	2.290124	up
1437408_at	Gpr126	G protein-coupled receptor 126	3.5101542	up	1.3207426	down	4.63601	up
1445767_at	Ptprd	protein tyrosine phosphatase, receptor type, D	3.4941509	up	1.0587628	up	3.3002207	up
1458193_at	Pmp2	peripheral myelin protein 2	3.4890451	up	1.4875044	down	5.18997	up
1458238_at	Arid5b	AT rich interactive domain 5B (Mrf1 like)	3.4872115	up	1.0360688	down	3.6129909	up
1442566_at	C78878	expressed sequence C78878	3.482887	up	1.5685298	up	2.2204785	up
1457045_at	Galnt13	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13	3.4801102	up	1.0474015	up	3.322613	up
1447981_at	C78441	expressed sequence C78441	3.469998	up	1.3957986	down	4.843418	up
1459094_at		Transcribed locus	3.437975	up	1.1137125	down	3.8289156	up
1454939_at		Transcribed locus	3.4328246	up	1.7927293	up	1.9148594	up
1441411_at	Lims1	LIM and senescent cell antigen-like domains 1	3.4252424	up	1.3469052	up	2.5430462	up
1425321_a_at	Clmn	calmin	3.4181147	up	1.0332346	down	3.531714	up
1425597_a_at	Qk	quaking	3.4107008	up	1.9636188	up	1.7369465	up
1429076_a_at	Gdpd2	glycerophosphodiester phosphodiesterase domain containing 2	3.4106057	up	1.305791	up	2.6119077	up
1442359_at	Steap2	six transmembrane epithelial antigen of prostate 2	3.4017088	up	1.0161563	down	3.456668	up
1448083_at	LOC675405 /// Nalcn	sodium leak channel, non-selective /// similar to voltage gated channel like 1	3.4010708	up	1.017327	down	3.4600012	up
1444870_at	AU015438	expressed sequence AU015438	3.3667684	up	1.2124872	up	2.7767456	up
1434051_s_at	Hspa12a	heat shock protein 12A	3.352315	up	1.1521341	down	3.8623164	up
1443278_at		Transcribed locus	3.3175924	up	1.0490454	up	3.1624866	up
1449627_at	Osbpl6	Oxysterol binding protein-like 6	3.3165607	up	1.3912333	up	2.3838997	up
1419356_at	Klf7	Kruppel-like factor 7 (ubiquitous)	3.3123558	up	1.7692264	up	1.8722056	up
1429870_at	Tnik	TRAF2 and NCK interacting kinase	3.304622	up	1.0224899	up	3.231936	up
1456343_at	Slc35f1	solute carrier family 35, member F1	3.2945983	up	1.4902158	down	4.9096622	up
1444468_at	Paqr8	progestin and adipoQ receptor family member VIII	3.292735	up	1.1332836	up	2.905482	up
1449340_at	Sostdc1	sclerostin domain containing 1	3.2883546	up	1.2585387	down	4.138521	up
1435125_at		Transcribed locus	3.283026	up	1.0250775	down	3.365356	up
1421648_at	Nlgn1	neuroligin 1	3.275863	up	1.1726323	up	2.7935975	up
1434028_at	Arnt2	aryl hydrocarbon receptor nuclear translocator 2	3.2705681	up	1.0064387	down	3.291627	up
1436602_x_at	Cacna1b	calcium channel, voltage-dependent, N type, alpha 1B subunit	3.2684724	up	1.8015378	up	1.8142681	up
1421694_a_at	Vcan	versican	3.267463	up	1.3346975	up	2.4480925	up
1428573_at	Chn2	chimerin (chimaerin) 2	3.2669353	up	1.3940209	up	2.343534	up
1434595_at	Trim9	tripartite motif-containing 9	3.2663438	up	1.1632078	up	2.8080482	up
1417471_s_at	D1Ertd622e	DNA segment, Chr 1, ERATO Doi 622, expressed	3.2651753	up	1.9756869	up	1.6526785	up
1421299_a_at	Lef1	lymphoid enhancer binding factor 1	3.2633994	up	1.7241306	up	1.8927796	up
1456781_at		Transcribed locus	3.2556438	up	1.5573134	up	2.0905514	up
1458779_at	8030445P17Rik	RIKEN cDNA 8030445P17 gene	3.2359524	up	1.916773	up	1.6882293	up
1458167_at			3.234332	up	1.1940039	up	2.708812	up
1443989_at	Trim9	tripartite motif-containing 9	3.2190058	up	1.7090355	up	1.8835219	up
1425301_at	Ncam2	neural cell adhesion molecule 2	3.2184033	up	1.3097988	down	4.215461	up
1444905_at	D1Ertd705e	DNA segment, Chr 1, ERATO Doi 705, expressed	3.2122989	up	1.0728976	down	3.4464676	up
1422168_a_at	Bdnf	brain derived neurotrophic factor	3.199928	up	1.4420524	up	2.2190094	up
1452385_at	Usp53	ubiquitin specific peptidase 53	3.1950197	up	1.8476875	up	1.7291994	up
1439304_at	B230216N24Rik	RIKEN cDNA B230216N24 gene	3.1919646	up	1.5929321	up	2.0038295	up
1419467_at	Clec14a	C-type lectin domain family 14, member a	3.1768854	up	1.4640601	up	2.1699147	up
1446197_at			3.1759322	up	1.8893007	up	1.6810093	up
1421592_at	Ncam2	neural cell adhesion molecule 2	3.1728313	up	1.3663354	down	4.3351517	up
1443721_x_at	Sbno2	strawberry notch homolog 2 (Drosophila)	3.1709247	up	1.3292829	down	4.2150564	up
1449948_at	Ero1lb	ERO1-like beta (S. cerevisiae)	3.1642473	up	1.8130224	up	1.7452886	up
1439427_at	Cldn9	claudin 9	3.161302	up	1.5999191	up	1.9759139	up
1438781_at	Tet2	Tet oncogene family member 2	3.1505303	up	1.7189996	up	1.8327698	up
1457693_a_at	6430537H07Rik	RIKEN cDNA 6430537H07 gene	3.1449697	up	1.2385556	down	3.8952198	up
1447953_at	Egfl8	EGF-like domain 8	3.1441588	up	1.0355233	down	3.2558496	up
1454113_at	4930472D12Rik	RIKEN cDNA 4930472D12 gene	3.1399944	up	1.8319093	up	1.7140555	up
1457740_at	Arntl	Aryl hydrocarbon receptor nuclear translocator-like	3.1197443	up	1.8701279	up	1.6681983	up
1422458_at	Tcl1	T-cell lymphoma breakpoint 1	3.1134155	up	1.088124	up	2.8612692	up
1429685_at	Gabrb2	gamma-aminobutyric acid (GABA-A) receptor, subunit beta 2	3.1119235	up	1.0397902	up	2.9928377	up
1458421_at	Kcnq3	potassium voltage-gated channel, subfamily Q, member 3	3.1038618	up	1.0125629	down	3.1428552	up
1421433_at	Zfhx4	zinc finger homeodomain 4	3.1001163	up	1.6190432	up	1.9147829	up
1425603_at	Tmem176a	transmembrane protein 176A	3.0994053	up	1.7700351	up	1.7510417	up
1460440_at	Lphn3	latrophilin 3	3.0954566	up	1.7284436	up	1.7908925	up
1450759_at	Bmp6	bone morphogenetic protein 6	3.0866654	up	1.6138242	up	1.9126403	up
1444762_at			3.0808985	up	1.4814976	up	2.079584	up
1442470_at		Transcribed locus	3.0707302	up	1.5989188	up	1.9205042	up
1418876_at	Foxd1	forkhead box D1	3.0692244	up	1.8495635	up	1.6594318	up
1457589_at	Fat3	FAT tumor suppressor homolog 3 (Drosophila)	3.0669165	up	1.54784	up	1.981417	up
1438073_at	Spry3	sprouty homolog 3 (Drosophila)	3.0547557	up	1.4760487	up	2.0695496	up
1450381_a_at	Bcl6	B-cell leukemia/lymphoma 6	3.0529668	up	1.0660543	up	2.8638005	up
1458092_at			3.0411584	up	1.4209881	up	2.1401715	up
1457264_at	Phf20l1	PHD finger protein 20-like 1	3.0259912	up	1.9970975	up	1.5151945	up
1444432_at	D330040H18Rik	RIKEN cDNA D330040H18 gene	3.0038686	up	1.669555	up	1.799203	up
1420994_at	B3gnt5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	3.0037186	up	1.4535676	up	2.0664458	up
1449542_at	Pbx1	pre B-cell leukemia transcription factor 1	2.992994	up	1.6564897	up	1.8068295	up
1418815_at	Cdh2 /// LOC100044363	cadherin 2 /// similar to N-cadherin	2.9894183	up	1.5328159	up	1.9502786	up
1435303_at	Taf4b	TAF4B RNA polymerase II, TATA box binding protein (TBP)-associated factor	2.9838853	up	1.8992598	up	1.571078	up
1435145_at	Cadm2	cell adhesion molecule 2	2.9829361	up	1.4668573	up	2.0335557	up
1427256_at	Vcan	versican	2.9826283	up	1.3385881	up	2.2281897	up
1435014_at	Rab39b	RAB39B, member RAS oncogene family	2.9816551	up	1.3999044	up	2.129899	up
1436387_at	C330006P03Rik	RIKEN cDNA C330006P03 gene	2.981078	up	1.831912	up	1.6273041	up
1425037_at	Fgd4	FYVE, RhoGEF and PH domain containing 4	2.9707396	up	1.7902496	up	1.6593996	up
1417073_a_at	Qk	quaking	2.9657786	up	1.8476539	up	1.6051592	up
1439899_at	Galnt13	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13	2.9644735	up	1.1823536	down	3.5050561	up
1439341_at	AK220484	cDNA sequence AK220484	2.9607131	up	1.0023723	up	2.953706	up
1435487_at	Grid2	glutamate receptor, ionotropic, delta 2	2.960637	up	1.0023698	down	2.967653	up
1419853_a_at	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	2.9509344	up	1.2630528	down	3.7271862	up
1419601_at	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	2.9497275	up	1.0156991	down	2.9960358	up
1445804_at			2.9458315	up	1.2148114	up	2.424929	up
1421818_at	Bcl6	B-cell leukemia/lymphoma 6	2.9392412	up	1.1446486	up	2.567811	up
1453246_at	Rab39b	RAB39B, member RAS oncogene family	2.9353395	up	1.6628757	up	1.7652189	up
1433338_at	6720460K10Rik	RIKEN cDNA 6720460K10 gene	2.9284701	up	1.8630255	up	1.5718894	up
1453765_at	A330106J01Rik	RIKEN cDNA A330106J01 gene	2.925953	up	1.6911858	up	1.7301191	up
1454746_at	Plekhm1	pleckstrin homology domain containing, family M (with RUN domain) member 1	2.9258556	up	1.2423233	up	2.3551486	up
1457734_at		Transcribed locus	2.911772	up	1.0307534	up	2.824897	up
1459571_at		Transcribed locus	2.9091308	up	1.8376169	up	1.5830997	up
1460668_at	Gal	galanin	2.9085052	up	1.3101643	up	2.2199545	up
1430401_at	3110045C21Rik	RIKEN cDNA 3110045C21 gene	2.9071739	up	1.8990902	up	1.5308245	up
1423626_at	Dst	dystonin	2.9053798	up	1.8140955	up	1.6015584	up
1429897_a_at	D16Ertd472e	DNA segment, Chr 16, ERATO Doi 472, expressed	2.9019864	up	1.9065111	up	1.522145	up
1427257_at	Vcan	versican	2.9018342	up	1.2518809	up	2.3179793	up
1443476_at		Transcribed locus, strongly similar to NP_032806.1 paired box gene 1 [Mus musculus]	2.8858085	up	1.1244866	up	2.5663345	up
1448747_at	Fbxo32	F-box protein 32	2.8799412	up	1.6949867	up	1.6990937	up
1437160_at	Nlgn1	neuroligin 1	2.877639	up	1.3384683	up	2.1499493	up
1425685_at	2310005E10Rik	RIKEN cDNA 2310005E10 gene	2.8692734	up	1.6312732	up	1.7589166	up
1444333_at			2.86474	up	1.93982	up	1.4768071	up
1419355_at	Klf7	Kruppel-like factor 7 (ubiquitous)	2.851205	up	1.7290173	up	1.6490322	up
1448119_at	Bpgm	2,3-bisphosphoglycerate mutase	2.841328	up	1.8538615	up	1.5326539	up
1454734_at	Lef1	lymphoid enhancer binding factor 1	2.8410618	up	1.855881	up	1.5308428	up
1431602_a_at	Ugcgl2	UDP-glucose ceramide glucosyltransferase-like 2	2.8390605	up	1.8560418	up	1.5296319	up
1422300_at	Nog	noggin	2.836574	up	1.3875268	up	2.0443382	up
1443116_at	Psme4	Proteasome (prosome, macropain) activator subunit 4	2.8351862	up	1.710922	up	1.6571102	up
1438274_at	Ikzf4	IKAROS family zinc finger 4	2.8340697	up	1.3250633	up	2.1388183	up
1441493_at	Erc1	ELKS/RAB6-interacting/CAST family member 1	2.8316286	up	1.1560693	up	2.449359	up
1433066_at	6330510M09Rik	RIKEN cDNA 6330510M09 gene	2.8313944	up	1.2554604	up	2.2552638	up
1445786_at	Braf	Braf transforming gene	2.827216	up	1.6156759	up	1.7498657	up
1459790_x_at	Alx3	aristaless 3	2.8259718	up	1.7742935	up	1.5927306	up
1434146_at	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	2.8243887	up	1.5793947	up	1.7882729	up
1459136_at		Transcribed locus	2.821958	up	1.2815788	up	2.2019389	up
