Clone ID	Access. N°	Status	Symbol	Name	Function	Chrom. Loc.
151740	NM_001558	down	IL10RA	interleukin 10 receptor, alpha	immun system	11q23
36844	NM_173843	down	IL1RN	interleukin 1 receptor antagonist	immun system	2q14.2
376696	NM_000878	down	IL2RB	interleukin 2 receptor, beta	immun system	22q13.1
30066	NM_004517	down	ILK	integrin-linked kinase	cell adhesion	11p15.5-p15.4
151149	NM_000208	down	INSR	insulin receptor	signal transduction	19p13.3-p13.2
323001	NM_002198	down	IRF1	interferon regulatory factor 1	tumor suppressor - proliferation	5q31.1
47986	NM_002205	down	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	cell adhesion	12q11-q13
470122	NM_004137	down	KCNMB1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	transporter	5q34
267123	AK026289	down	LIAS	lipoic acid synthetase	metabolism	4p14
117240	NM_005578	down	LPP	LIM domain containing preferred translocation partner in lipoma	metabolism	3q27-q28
2055272	NM_004525	down	LRP2	low density lipoprotein-related protein 2	metabolism	2q24-q31
665682	NM_005043	down	MAP2K7	mitogen-activated protein kinase kinase 7	signal transduction	19p13.3-p13.2
713459	AA283741	down	MGC27165	hypothetical protein MGC27165	immun system	14
21626	NM_007283	down	MGLL	monoglyceride lipase	metabolism	3q21.3
471256	NM_005591	down	MRE11A	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	DNA processing	11q21
470175	NM_014221	down	MTCP1	mature T-cell proliferation 1	miscellaneous	xq28
488526	NM_022844	down	MYH11	myosin, heavy polypeptide 11, smooth muscle	muscle contraction	16p13.13-p13.12
1046837	NM_002514	down	NOV	nephroblastoma overexpressed gene	miscellaneous	8q24.1
377020	NM_005234	down	NR2F6	nuclear receptor subfamily 2, group F, member 6	signal transduction	19p13.1
272189	NM_002524	down	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	cell cycle	1p13.2
122756	NM_014279	down	OLFM1	olfactomedin 1	development	9q34.3
813384	AA458622	down	PCDH7	BH-protocadherin (brain-heart)	cell adhesion	4p15
154600	NM_006225	down	PLCD1	phospholipase C, delta 1	metabolism	3p22-p21.3
1731982	NM_002661	down	PLCG2	phospholipase C, gamma 2 (phosphatidylinositol-specific)	signal transduction	16q24.1
809611	NM_033256	down	PPP1R14A	protein phosphatase 1, regulatory (inhibitor) subunit 14A	miscellaneous	19
50561	NM_002738	down	PRKCB1	protein kinase C, beta 1	signal transduction	16p11.2
49691	NM_000311	down	PRNP	prion protein (p27-30) (Creutzfeld-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)	miscellaneous	20pter-p12
594540	NM_000264	down	PTCH	patched homolog (Drosophila)	tumor suppressor - cell proliferation	9q22.3
147050	NM_000963	down	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	metabolism	1q25.2-q25.3
25392	NM_002881	down	RALB	v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	oncogene GTP-binding protein	2cen-q13
40721	NM_002892	down	RBBP1	retinoblastoma binding protein 1	transcription factor - tumor suppressor	14q22.3
723731	NM_021975	down	RELA	v-rel reticuloendotheliosis viral oncogene homolog A, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3, p65	transcription factor	11q13
773319	BC036033	down	RPS6KB1	ribosomal protein S6 kinase, 70kDa, polypeptide 1	signal transduction	17q23.1
108490	NM_002997	down	SDC1	syndecan 1	cell adhesion	2p24.1
545236	NA	down	SFRS9	splicing factor, arginine/serine-rich 9	RNA processing	12q24.23
179776	NM_006929	down	SKIV2L	superkiller viralicidic activity 2-like (S. cerevisiae)	RNA processing	6p21
150644	NM_003877	down	SOCS2	suppressor of cytokine signaling 2	signal transduction	12q
127394	NM_003120	down	SPI1	spleen focus forming virus (SFFV) proviral integration oncogene spi1	transcription factor	11p11.2
1350545	NM_003121	down	SPIB	Spi-B transcription factor (Spi-1/PU.1 related)	transcription factor	19q13.3-q13.4
39593	NM_001048	down	SST	somatostatin	cell proliferation	3q28
754018	NM_021738	down	SVIL	supervillin	cytoskeleton	10p11.2
359454	NM_003186	down	TAGLN	transgelin	muscle contraction	11q23.2
417861	NM_003227	down	TFR2	transferrin receptor 2	transporter	7q22
153461	NM_015927	down	TGFB1I1	transforming growth factor beta 1 induced transcript 1	cell proliferation	16p11.1
1423050	NM_015927	down	TGFB1I1	transforming growth factor beta 1 induced transcript 1	cell proliferation	16p11.1
356980	NM_003239	down	TGFB3	transforming growth factor, beta 3	cell proliferation	14q24
153474	NM_014428	down	TJP3	tight junction protein 3 (zona occludens 3)	cell adhesion	19p13.3
2349125	NM_013378	down	VPREB3	pre-B lymphocyte gene 3	immun system	22q11.23
840486	NM_000552	down	VWF	von Willebrand factor	cell adhesion	12p13.3
60204	AL833520	down	ZNF204	zinc finger protein 204	transcription factor	6p21.3
156718	NM_018555	down	ZNF463	zinc finger protein 463	transcription factor	19q13.3-q13.4
246860	NM_000670	up	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	metabolism	4q21-q24
360588	NA	up	AFARP1	AKR7 family pseudogene	metabolism	1p12
512824	NM_012093	up	AK5	adenylate kinase 5	metabolism	1p31
665117	NM_006066	up	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	metabolism	1p33-p32
292321	NM_000037	up	ANK1	ankyrin 1, erythrocytic	cytoskeleton	8p11.1
141998	NM_000485	up	APRT	adenine phosphoribosyltransferase	metabolism	16q24
23692	NM_001654	up	ARAF1	v-raf murine sarcoma 3611 viral oncogene homolog 1	signal transduction - cell growth	xp11.4-p11.2
1456160	NM_001185	up	AZGP1	alpha-2-glycoprotein 1, zinc	miscellaneous	7q22.1
195889	NM_001207	up	BTF3	basic transcription factor 3	transcription factor	5q13.3
472021	NM_000714	up	BZRP	benzodiazapine receptor (peripheral)	metabolism - mitochondria	22q13.31
108305	NM_024529	up	C1ORF28	chromosome 1 open reading frame 28	miscellaneous	1q25
123664	NM_000715	up	C4BPA	complement component 4 binding protein, alpha	immun system	1q32
345437	NM_022107	up	C6ORF9	chromosome 6 open reading frame 9	miscellaneous	6p21.3
345706	NM_005181	up	CA3	carbonic anhydrase III, muscle specific	metabolism	8q13-q22
1012666	NM_001747	up	CAPG	capping protein (actin filament), gelsolin-like	cytoskeleton	2cen-q24
23643	NM_001748	up	CAPN2	calpain, large polypeptide L2	protease	1q41-q42
375781	NM_004701	up	CCNB2	cyclin B2	cell cycle	15q21.2
44152	NM_005998	up	CCT3	chaperonin containing TCP1, subunit 3 (gamma)	chaperone	1q23
272502	NM_006430	up	CCT4	chaperonin containing TCP1, subunit 4 (delta)	chaperone	2p14
307352	NM_001769	up	CD9	CD9 antigen (p24)	membrane protein	12p13.3
327684	NM_004933	up	CDH15	cadherin 15, M-cadherin (myotubule)	cell adhesion	16q24.3
1391584	NM_001798	up	CDK2	cyclin-dependent kinase 2	cell cycle	12q13
124345	NM_016343	up	CENPF	centromere protein F, 350/400ka (mitosin)	mitosis	1q32-q41
68276	NM_000093	up	COL5A1	collagen, type V, alpha 1	extracellular matrix component	9q34.2-q34.3
29933	NM_001316	up	CSE1L	CSE1 chromosome segregation 1-like (yeast)	apoptosis	20q13
286287	NM_003591	up	CUL2	cullin 2	apoptosis - cell growth - tumor suppressor	10q11.21
195702	X83544	up	DAP3	death associated protein 3	apoptosis	1q21-q22
186331	NM_001349	up	DARS	aspartyl-tRNA synthetase	translation	2q14.3
345694	NM_001920	up	DCN	decorin	extracellular matrix component	12q13.2
257708	NM_004417	up	DUSP1	dual specificity phosphatase 1	metabolism	5q34
119772	NM_004090	up	DUSP3	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	metabolism	17q21
1683100	BM994384	up	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	translation	6q14.1
1902297	NM_001959	up	EEF1B2	eukaryotic translation elongation factor 1 beta 2	translation	2q33-q34
856961	NM_001568	up	EIF3S6	eukaryotic translation initiation factor 3, subunit 6 48kDa	translation	8q22-q23
531496	NM_021235	up	EPS15R	epidermal growth factor receptor substrate EPS15R	proliferation	19p13.12
39972	R52569	up	EST	EST	NA	NA
67776	NA	up	EST	EST	NA	NA
68141	NA	up	EST	EST	NA	NA
71096	T47426	up	EST	EST	NA	NA
72056	NA	up	EST	EST	NA	NA
108370	H69555	up	EST	EST	NA	NA
174388	H21434	up	EST	EST	NA	NA
199837	R97542	up	EST	EST	NA	NA
204740	H57305	up	EST	EST	NA	NA
264186	AJ491695	up	EST	EST	NA	NA
324757	W47162	up	EST	EST	NA	NA
564501	AA101747	up	EST	EST	NA	NA
611623	NA	up	EST	EST	NA	NA
624513	BQ186886	up	EST	EST	NA	NA
884365	AA629547	up	EST	EST	NA	NA
1456315	AK093734	up	EST	EST	NA	NA
504184	NM_001985	up	ETFB	electron-transfer-flavoprotein, beta polypeptide	metabolism	19q13.3
809959	NM_001986	up	ETV4	ets variant gene 4 (E1A enhancer binding protein, E1AF)	transcription factor	17q21
241788	NM_005141	up	FGB	fibrinogen, B beta polypeptide	cell adhesion	4q28
546439	NM_006098	up	GNB2L1	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	signal transduction	5q35.3
625541	NM_006098	up	GNB2L1	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	signal transduction	5q35.3
625574	NM_006098	up	GNB2L1	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	signal transduction	5q35.3
2067776	NM_004490	up	GRB14	growth factor receptor-bound protein 14	signal transduction	2q22-q24
564547	NM_000854	up	GSTT2	glutathione S-transferase theta 2	metabolism	22q11.23
120572	NM_014877	up	HELZ	helicase with zinc finger domain	RNA processing	17q24.2
246290	NM_004969	up	IDE	insulin-degrading enzyme	protease	10q23-q25
755599	NM_003641	up	IFITM1	interferon induced transmembrane protein 1	proliferation	11
263262	NM_002184	up	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	immun system	5q11
811740	NM_002203	up	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	cell adhesion	5q23-q31
1338831	NM_002209	up	ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	cell adhesion	16p11.2
484874	NM_000212	up	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	cell adhesion	17q21.32
119530	NM_170736	up	KCNJ15	potassium inwardly-rectifying channel, subfamily J, member 15	transporter	21q22.2
25831	NM_005555	up	KRT6B	keratin 6B	cytoskeleton	12q12-q13
383433	NM_002295	up	LAMR1	laminin receptor 1 (ribosomal protein SA, 67kDa)	signal transduction - cell growth	3p21.3
884644	NM_002295	up	LAMR1	laminin receptor 1 (ribosomal protein SA, 67kDa)	signal transduction - cell growth	3p21.3
43550	NM_005566	up	LDHA	lactate dehydrogenase A	metabolism	11p15.4
1144752	NM_004529	up	MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	cell growth - translation	9p22
285780	NM_002427	up	MMP13	matrix metalloproteinase 13 (collagenase 3)	extracellular matrix remodeling	11q22.3
343578	NM_002487	up	NDN	necdin homolog (mouse)	cell cycle - tumor suppressor	15q11.2-q12
125806	NM_004784	up	NDST3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3	metabolism	4q28.1
39961	NM_000269	up	NME1	non-metastatic cells 1, protein (NM23A) expressed in	transcription factor	17q21.3
845363	NM_000269	up	NME1	non-metastatic cells 1, protein (NM23A) expressed in	transcription factor	17q21.3
951066	NM_002512	up	NME2	non-metastatic cells 2, protein (NM23B) expressed in	transcription factor	17q21.3
358943	NM_024408	up	NOTCH2	Notch homolog 2 (Drosophila)	miscellaneous	1p13-p11
549212	NM_002520	up	NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	cell proliferation	5q35
2048801	NM_006180	up	NTRK2	neurotrophic tyrosine kinase, receptor, type 2	kinase	9q22.1
310860	NM_014142	up	NUDT5	nudix (nucleoside diphosphate linked moiety X)-type motif 5	metabolism	10p14-p13
346016	NM_000917	up	P4HA1	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide I	extracellular matrix component	10q21.3-q23.1
320143	NM_002623	up	PFDN4	prefoldin 4	chaperone	20q13
289857	NM_002686	up	PNMT	phenylethanolamine N-methyltransferase	metabolism	17q21-q22
179232	NM_021129	up	PP	pyrophosphatase (inorganic)	metabolism	10q11.1-q24
52982	NM_153831	up	PTK2	PTK2 protein tyrosine kinase 2	kinase	8q24-qter
505573	NM_006873	up	PYGL	phosphorylase, glycogen	metabolism	14q21-q22
546545	NM_004637	up	RAB7	RAB7, member RAS oncogene family	oncogene GTP-binding protein	3q22.1
328245	NM_006325	up	RAN	RAN, member RAS oncogene family	oncogene	6p21
203275	NM_002916	up	RFC4	replication factor C (activator 1) 4, 37kDa	DNA processing	3q27
376473	NM_005614	up	RHEB2	Ras homolog enriched in brain 2	signal transduction	7q36
545580	NM_000992	up	RPL29	ribosomal protein L29	translation	3p21.3-p21.2
321259	NM_000993	up	RPL31	ribosomal protein L31	translation	2q11.2
320151	NM_000997	up	RPL37	ribosomal protein L37	translation	5p13
257284	NM_001000	up	RPL39	ribosomal protein L39	translation	xq22-q24
544885	NM_000969	up	RPL5	ribosomal protein L5	translation	1p22.1
123948	NM_000970	up	RPL6	ribosomal protein L6	translation	12q24.1
345676	NM_001024	up	RPS21	ribosomal protein S21	translation	20q13.3
73590	NM_001011	up	RPS7	ribosomal protein S7	translation	2p25
135221	NM_005980	up	S100P	S100 calcium binding protein P	cell cycle	4p16
324930	NM_002970	up	SAT	spermidine/spermine N1-acetyltransferase	metabolism	xp22.1
195013	NM_003002	up	SDHD	succinate dehydrogenase complex, subunit D, integral membrane protein	metabolism	11q23
357820	NM_006379	up	SEMA3C	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	cell growth	7q21-q31
1662274	NM_002639	up	SERPINB5	serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 5	tumor suppressor	18q21.3
346610	NM_006142	up	SFN	stratifin	cell proliferation	1p35.3
238612	NM_001046	up	SLC12A2	solute carrier family 12 (sodium/potassium/chloride transporters), member 2	transporter	5q23.3
255348	NM_003064	up	SLPI	secretory leukocyte protease inhibitor (antileukoproteinase)	cell proliferation	20q12
378813	NM_003064	up	SLPI	secretory leukocyte protease inhibitor (antileukoproteinase)	cell proliferation	20q12
322471	NM_003093	up	SNRPC	small nuclear ribonucleoprotein polypeptide C	RNA processing	6p21.2
415389	NM_003094	up	SNRPE	small nuclear ribonucleoprotein polypeptide E	RNA processing	1q32
111461	NM_003107	up	SOX4	SRY (sex determining region Y)-box 4	transcription factor	6p22.3
323948	NM_000346	up	SOX9	SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)	transcription factor	17q24.3-q25.1
358117	NM_000346	up	SOX9	SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)	transcription factor	17q24.3-q25.1
129865	NM_003600	up	STK6	serine/threonine kinase 6	kinase	20q13.2-q13.3
1912132	NM_003600	up	STK6	serine/threonine kinase 6	kinase	20q13.2-q13.3
53227	NM_005563	up	STMN1	stathmin 1/oncoprotein 18	signal transduction	1p36.1-p35
1847162	NM_000546	up	TP53	tumor protein p53 (Li-Fraumeni syndrome)	tumor suppressor	17p13.1
358683	NM_000366	up	TPM1	tropomyosin 1 (alpha)	muscle contraction	15q22.1
24085	NM_003291	up	TPP2	tripeptidyl peptidase II	protease	13q32-q33
194350	NM_006292	up	TSG101	tumor susceptibility gene 101	tumor suppressor	11p15
562021	X90569	up	TTN	titin	muscle contraction	2q24.3
530069	NM_003333	up	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	protease	19p13.1-p12
592041	NM_007019	up	UBE2C	ubiquitin-conjugating enzyme E2C	protease	20q13.11
345648	NM_032828	up	UBF-FL	ubiquitin UBF-fl	protease	19q13.43
257445	NM_006002	up	UCHL3	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)	protease	13q21.33
376547	NM_007126	up	VCP	valosin-containing protein	protein folding	9p13-p12
501939	NM_016373	up	WWOX	WW domain containing oxidoreductase	metabolism	16q23.3-q24.1
29451	NM_006297	up	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1	DNA processing	19q13.2
811939	NM_145690	up	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	signal transduction	8q23.1
