Probe Set ID	Gene Title	Gene Symbol	RefSeq Transcript ID
94211_at	RIKEN cDNA 6720460F02 gene	6720460F02Rik	NM_144526
104326_at	ADP-dependent glucokinase	Adpgk	NM_028121
98999_at	adenylosuccinate lyase	Adsl	NM_009634
94390_at	A kinase (PRKA) anchor protein 8	Akap8	NM_019774
95001_at	A kinase (PRKA) anchor protein 8	Akap8	NM_019774
96891_at	acidic nuclear phosphoprotein 32 family, member B	Anp32b	NM_130889
160581_at	APG16 autophagy 16-like (S. cerevisiae)	Apg16l	NM_029846
97811_at	ADP-ribosylation factor GTPase activating protein 3	Arfgap3	NM_025445
160371_at	ADP-ribosylation factor-like 6 interacting protein 1	Arl6ip1	NM_019419
92375_at	activating signal cointegrator 1 complex subunit 1	Ascc1	NM_026937
99128_at	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	Atp5o	NM_138597
92603_at	ATPase, H+ transporting, V0 subunit D isoform 1	Atp6v0d1	NM_013477
92639_at	aurora kinase A	Aurka	NM_011497
98469_at	aurora kinase B	Aurkb	NM_011496
102982_at	RIKEN cDNA B230308N11 gene	B230308N11Rik	NA
99670_at	Bcl-associated death promoter	Bad	NM_007522
160366_at	cDNA sequence BC031181	BC031181	NM_001001181
96518_at	cDNA sequence BC037006	BC037006	XM_109956
98545_at	B-cell receptor-associated protein 37	Bcap37	NM_007531
101557_at	branched chain ketoacid dehydrogenase kinase	Bckdk	NM_009739
98433_at	BH3 interacting domain death agonist	Bid	NM_007544
101521_at	baculoviral IAP repeat-containing 5	Birc5	NM_009689
160878_at	block of proliferation 1	Bop1	NM_013481
102911_at	breast cancer 2	Brca2	NM_009765
95753_at	barren homolog (Drosophila)	Brrn1	NM_144818
97095_at	Budding uninhibited by benzimidazoles 1 homolog (S. cerevisiae)	Bub1	NM_009772
160227_s_at	bystin-like	Bysl	NM_016859
95462_at	basic leucine zipper and W2 domains 2	Bzw2	NM_025840
160973_at	RIKEN cDNA C330027C09 gene	C330027C09Rik	NM_172616
103308_at	expressed sequence C79407	C79407	NM_172578
103682_at	expressed sequence C80913	C80913	NM_011274
99169_at	coactivator-associated arginine methyltransferase 1	Carm1	NM_021531
104290_at	caspase 8 associated protein 2	Casp8ap2	NM_011997
99186_at	cyclin A2	Ccna2	NM_009828
160159_at	cyclin B1, related sequence 1 /// cyclin B1	Ccnb1-rs1 /// Ccnb1	NM_172301
94294_at	cyclin B2	Ccnb2	NM_007630
94232_at	cyclin D1	Ccnd1	NM_007631
99073_at	cyclin F	Ccnf	NM_007634
96319_at	cell division cycle 20 homolog (S. cerevisiae)	Cdc20	NM_023223
102934_s_at	cell division cycle 25 homolog C (S. cerevisiae)	Cdc25c	NM_009860
102935_at	cell division cycle 25 homolog C (S. cerevisiae)	Cdc25c	NM_009860
100128_at	cell division cycle 2 homolog A (S. pombe)	Cdc2a	NM_007659
103821_at	cell division cycle 6 homolog (S. cerevisiae)	Cdc6	NM_011799
103797_at	cell division cycle 7 (S. cerevisiae)	Cdc7	NM_009863
94217_f_at	cell division cycle associated 3	Cdca3	NM_013538
160699_at	cell division cycle associated 5	Cdca5	NM_026410
95063_at	cell division cycle associated 7	Cdca7	NM_025866
97295_at	cell division cycle associated 8	Cdca8	NM_026560
94971_at	cyclin-dependent kinase inhibitor 3	Cdkn3	XM_484366
160326_at	carnitine deficiency-associated gene expressed in ventricle 3	Cdv3	NM_175565 /// NM_175833
103064_at	checkpoint kinase 1 homolog (S. pombe)	Chek1	NM_007691
104322_at	cytoskeleton associated protein 2	Ckap2	NM_001004140
97468_at	CDC28 protein kinase 1b	Cks1b	NM_016904
97527_at	CDC28 protein kinase regulatory subunit 2	Cks2	NM_025415
95646_at	carnitine palmitoyltransferase 2	Cpt2	NM_009949
161046_at	cytokine receptor-like factor 1	Crlf1	NM_018827
161522_i_at	cystatin C	Cst3	NM_009976
103341_at	cytidine 5-triphosphate synthase	Ctps	NM_016748
95656_i_at	DNA segment, Chr 13, Wayne State University 177, expressed	D13Wsu177e	NM_178605
95679_at	DNA segment, Chr 19, ERATO Doi 144, expressed	D19Ertd144e	NM_026373
95428_at	DNA segment, Chr 1, Wayne State University 40, expressed	D1Wsu40e	NM_178601
93842_at	death-associated protein	Dap	NM_146057
96636_at	dynactin 5	Dctn5	NM_021608
160074_at	dopa decarboxylase	Ddc	NM_016672
160769_at	Der1-like domain family, member 2	Derl2	NM_033562
98489_at	discs, large homolog 7 (Drosophila)	Dlg7	NM_144553
101975_at	delta-like 1 homolog (Drosophila)	Dlk1	NM_010052
101445_at	DNA methyltransferase (cytosine-5) 1	Dnmt1	NM_010066
92634_at	dipeptidylpeptidase 4	Dpp4	NM_010074
101104_at	Down syndrome critical region gene 3	Dscr3	NM_007834
98995_at	E2F transcription factor 5	E2f5	NM_007892
93754_at	enoyl coenzyme A hydratase 1, peroxisomal	Ech1	NM_016772
97411_at	ect2 oncogene	Ect2	NM_007900
96942_at	eukaryotic translation initiation factor 3, subunit 6 interacting protein	Eif3s6ip	NM_145139
100636_at	eukaryotic translation initiation factor 4E binding protein 1	Eif4ebp1	NM_007918
103665_at	ELOVL family member 6, elongation of long chain fatty acids (yeast)	Elovl6	NM_130450
98992_at	endothelial precursor protein B9	Eppb9	NM_013717
96947_at	electron transferring flavoprotein, beta polypeptide	Etfb	NM_026695
97869_at	electron transferring flavoprotein, dehydrogenase	Etfdh	NM_025794
99917_at	enhancer of zeste homolog 2 (Drosophila)	Ezh2	NM_007971
160424_f_at	farnesyl diphosphate synthetase	Fdps	NM_134469
99098_at	farnesyl diphosphate synthetase	Fdps	NM_134469
99546_at	FK506 binding protein 2	Fkbp2	NM_008020
94297_at	FK506 binding protein 5	Fkbp5	NM_010220
99844_at	frizzled homolog 9 (Drosophila)	Fzd9	XM_284144
103061_at	glutamic acid decarboxylase 1	Gad1	NM_008077
101979_at	growth arrest and DNA-damage-inducible 45 gamma	Gadd45g	NM_011817
97313_at	guanosine diphosphate (GDP) dissociation inhibitor 1	Gdi1	NM_010273
102926_at	glial cell line derived neurotrophic factor family receptor alpha 3	Gfra3	NM_010280
96925_at	glycosyltransferase 25 domain containing 1	Glt25d1	NM_146211
92615_at	gene model 137, (NCBI)	Gm137	XM_131359
93647_at	Gem-interacting protein	Gmip	NM_198101
93951_at	golgi autoantigen, golgin subfamily a, 3	Golga3	NM_008146
102040_at	G protein-coupled receptor kinase 6	Gprk6	NM_011938
99583_at	glutathione S-transferase, pi 1	Gstp1	NM_013541
103270_at	G two S phase expressed protein 1	Gtse1	NM_013882
92180_at	H1 histone family, member X	H1fx	NM_198622
101954_at	H2A histone family, member Z	H2afz	NM_016750
96359_at	high density lipoprotein (HDL) binding protein	Hdlbp	NM_133808
95057_at	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	Herpud1	NM_022331
94365_at	histidine triad nucleotide binding protein 2	Hint2	XM_143732
93276_at	hematological and neurological expressed sequence 1	Hn1	NM_008258
101562_at	heat shock 70kDa protein 14	Hspa14	NM_015765
92571_at	heat shock protein 4	Hspa4	NM_008300
101955_at	heat shock 70kD protein 5 (glucose-regulated protein)	Hspa5	NM_022310
104760_at	interferon-related developmental regulator 2	Ifrd2	NM_025903
161023_at	interleukin 15 receptor, alpha chain	Il15ra	NM_008358 /// NM_133836
93758_at	inner centromere protein	Incenp	NM_016692
98821_at	insulin promoter factor 1, homeodomain transcription factor	Ipf1	NM_008814
100466_f_at	IQ motif containing F4 /// gene model 1673, (NCBI)	Iqcf4 /// Gm1673	NM_026090 /// XM_358631
98467_at	inter alpha-trypsin inhibitor, heavy chain 4	Itih4	NM_018746
100961_at	potassium voltage-gated channel, subfamily H (eag-related), member 2	Kcnh2	NM_013569
160501_at	kinesin family member 20A	Kif20a	NM_009004
161856_f_at	kinesin family member 20A	Kif20a	NM_009004
95118_r_at	kinesin family member 22	Kif22	NM_145588
160755_at	kinesin family member 2C	Kif2c	NM_134471
104644_at	kinesin family member 4	Kif4	NM_008446
98471_f_at	kinesin family member C1	Kifc1	NM_016761
100719_f_at	kallikrein 16	Klk16	NM_008454
93441_at	kinetochore associated 2 /// RIKEN cDNA 2700099C18 gene /// similar to HEC protein; highly expressed in cancer, rich in leucine heptad repeats	Kntc2 /// 2700099C18Rik /// LOC385028	NM_023294 /// XM_358002
94270_at	keratin complex 1, acidic, gene 18	Krt1-18	NM_010664
101009_at	keratin complex 2, basic, gene 8	Krt2-8	NM_031170
92759_at	laminin, beta 3	Lamb3	NM_008484
100428_at	laminin, gamma 2	Lamc2	NM_008485
103656_at	LanC (bacterial lantibiotic synthetase component C)-like 1	Lancl1	NM_021295
160832_at	Low density lipoprotein receptor	Ldlr	NM_010700
93939_at	linker of T-cell receptor pathways	Lnk	NM_008507
97358_at	Latrophilin 1	Lphn1	NM_181039
93008_at	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	Lsm4	NM_015816
99632_at	MAD2 (mitotic arrest deficient, homolog)-like 1 (yeast)	Mad2l1	NM_019499
160287_at	microtubule-associated protein 1 light chain 3 beta	Map1lc3b	NM_026160
100062_at	minichromosome maintenance deficient 3 (S. cerevisiae)	Mcm3	NM_008563
160496_s_at	minichromosome maintenance deficient 3 (S. cerevisiae)	Mcm3	NM_008563
100156_at	minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)	Mcm5	NM_008566
98110_at	transformed mouse 3T3 cell double minute 2	Mdm2	NM_010786
104730_at	midasin homolog (yeast)	Mdn1	XM_131338 /// XM_485364 /// XM_485365
96935_at	membrane-associated protein 17		NM_026018
160337_at	myo-inositol 1-phosphate synthase A1		NM_023627
95497_at	timeless interacting protein		NM_025372
99457_at	antigen identified by monoclonal antibody Ki 67	Mki67	XM_133912
96059_at	mitochondrial ribosomal protein L48	Mrpl48	NM_026971 /// NM_198831
95498_at	mitochondrial ribosomal protein S15	Mrps15	NM_025544
101085_at	mitochondrial ribosomal protein S24	Mrps24	NM_026080
96864_at	mitochondrial ribosomal protein S26	Mrps26	NM_207207
98417_at	myxovirus (influenza virus) resistance 1	Mx1	NM_010846
160138_at	Max interacting protein 1	Mxi1	NM_001008542 /// NM_001008543 /// NM_010847
160237_at	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6 (B14)	Ndufa6	NM_025987
100079_at	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9	Ndufb9	NM_023172
100885_at	NIMA (never in mitosis gene a)-related expressed kinase 2	Nek2	NM_010892
94351_r_at	NAD(P)H dehydrogenase, quinone 1	Nqo1	NM_008706
93673_at	neurturin	Nrtn	NM_008738
94450_at	NOL1/NOP2/Sun domain family 2	Nsun2	NM_145354
94452_g_at	NOL1/NOP2/Sun domain family 2	Nsun2	NM_145354
161000_i_at	nucleolar and spindle associated protein 1	Nusap1	NM_133851
92845_at	3-oxoacid CoA transferase 1	Oxct1	NM_024188
95470_at	PAK1 interacting protein 1	Pak1ip1	NM_026550
99662_at	pericentrin 1	Pcnt1	NM_001002929
99663_g_at	pericentrin 1	Pcnt1	NM_001002929
100977_at	pyruvate dehydrogenase kinase, isoenzyme 1	Pdk1	NM_172665
160788_at	pescadillo homolog 1, containing BRCT domain (zebrafish)	Pes1	NM_022889
104491_at	putative homeodomain transcription factor 2	Phtf2	NM_172992
161292_f_at	polo-like kinase 1 (Drosophila)	Plk1	NM_011121
93099_f_at	polo-like kinase 1 (Drosophila)	Plk1	NM_011121
93360_at	phosphomannomutase 1	Pmm1	NM_013872
98006_at	polymerase (DNA directed), alpha 2	Pola2	NM_008893
103057_at	polymerase (DNA directed), delta 1, catalytic subunit	Pold1	NM_011131
100408_at	polymerase (DNA directed), epsilon 3 (p17 subunit)	Pole3	NM_021498
94915_at	peptidylprolyl isomerase B	Ppib	NM_011149
95032_at	protein regulator of cytokinesis 1	Prc1	NM_145150
93495_at	peroxiredoxin 4	Prdx4	NM_016764
96772_at	DNA primase, p49 subunit	Prim1	NM_008921
93389_at	prominin 1	Prom1	NM_008935
93390_g_at	prominin 1	Prom1	NM_008935
94924_at	proline-rich Gla (G-carboxyglutamic acid) polypeptide 2	Prrg2	NM_022999
96295_at	phosphoserine aminotransferase 1	Psat1	NM_177420
95742_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13	Psmd13	NM_011875
104422_at	protein tyrosine phosphatase, receptor type, N	Ptprn	NM_008985
96603_at	quiescin Q6	Qscn6	NM_023268
94953_at	Rac GTPase-activating protein 1	Racgap1	NM_012025
102821_s_at	RAN, member RAS oncogene family /// RAS-like, family 2, locus 9	Ran /// Rasl2-9	NM_009028 /// NM_009391
93319_at	RAS p21 protein activator 3	Rasa3	NM_009025
98335_at	replication factor C 1	Recc1	NM_011258
160759_at	replication factor C (activator 1) 2	Rfc2	NM_020022
94024_at	retroviral integration site 2	Ris2	NM_026014
101421_at	ring finger protein 5	Rnf5	NM_019403
99198_at	ribosomal protein L32	Rpl32	NM_172086
160426_at	RNA polymerase 1-1	Rpo1-1	NM_009085
95544_at	RUN and SH3 domain containing 1	Rusc1	NM_028188
95758_at	stearoyl-Coenzyme A desaturase 2	Scd2	NM_009128
103953_at	SEC22 vesicle trafficking protein-like 1 (S. cerevisiae)	Sec22l1	NM_011342
98944_at	SEC23B (S. cerevisiae)	Sec23b	NM_019787
93548_at	Sec61 beta subunit	Sec61b	NM_024171
92870_at	Sel1 (suppressor of lin-12) 1 homolog (C. elegans)	Sel1h	NM_011344
98550_at	SET translocation	Set	NM_023871
92757_at	seizure related gene 6	Sez6	NM_021286
95456_r_at	split hand/foot deleted gene 1	Shfdg1	NM_009169
99111_at	suppressor of K+ transport defect 3	Skd3	NM_009191
94419_at	solute carrier family 19 (sodium/hydrogen exchanger), member 1	Slc19a1	NM_031196
92950_at	solute carrier family 29 (nucleoside transporters), member 2	Slc29a2	NM_007854
103357_at	solute carrier family 2 (facilitated glucose transporter), member 2	Slc2a2	NM_031197
97430_at	solute carrier family 37 (glycerol-6-phosphate transporter), member 4	Slc37a4	NM_008063
161036_at	solute carrier family 6 (neurotransmitter transporter), member 15	Slc6a15	NM_175328
101906_at	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	Smc4l1	NM_133786
96712_at	SPARC related  modular calcium binding 1	Smoc1	NM_022316
160630_at	spermine synthase	Sms	NM_009214
96682_at	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	St6galnac4	NM_011373
97909_at	stathmin 1	Stmn1	NM_019641
160635_at	syntaxin 18	Stx18	NM_026959
97983_s_at	syntaxin binding protein 1	Stxbp1	NM_009295
102116_f_at	synaptotagmin 3	Syt3	NM_016663
97238_at	transforming, acidic coiled-coil containing protein 3	Tacc3	NM_011524
96737_at	TBC1 domain family, member 22a	Tbc1d22a	NM_145476
98937_at	transforming growth factor beta regulated gene 1	Tbrg1	NM_025289
102315_at	testis expressed gene 292	Tex292	NM_011574
94015_at	TH1-like homolog (Drosophila)	Th1l	NM_020580
96760_at	translocase of inner mitochondrial membrane 10 homolog (yeast)	Timm10	NM_013896
96668_at	translocator of inner mitochondrial membrane 17b	Timm17b	NM_011591
96849_at	translocase of inner mitochondrial membrane 8 homolog a (yeast)	Timm8a	NM_013898
103974_at	transmembrane protease, serine 2	Tmprss2	NM_015775
99129_at	tumor necrosis factor superfamily, member 5-induced protein 1	Tnfsf5ip1	NM_134138
99578_at	topoisomerase (DNA) II alpha	Top2a	NM_011623
103071_at	topoisomerase (DNA) II beta binding protein	Topbp1	NM_176979
160376_at	tumor protein p53 inducible nuclear protein 2	Trp53inp2	NM_178111
97953_g_at	tuberous sclerosis 2	Tsc2	NM_011647
103201_at	Ttk protein kinase	Ttk	NM_009445
100343_f_at	tubulin, alpha 1	Tuba1	NM_011653
98759_f_at	tubulin, alpha 1 /// tubulin, alpha 2 /// tubulin, alpha 6	Tuba1 /// Tuba2 /// Tuba6	NM_009448 /// NM_011653 /// NM_011654
101543_f_at	tubulin, alpha 6	Tuba6	NM_009448
94788_f_at	tubulin, beta 5	Tubb5	NM_011655
104164_at	trypsin domain containing 1	Tysnd1	XM_125636
160165_at	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)	Ube2m	NM_145578
94274_at	ubiquitin-conjugating enzyme E2S	Ube2s	NM_133777
93966_at	ubiquitination factor E4B, UFD2 homolog (S. cerevisiae)	Ube4b	NM_022022
160856_at	ubiquitin-like 4	Ubl4	NM_145405
99564_at	ubiquitin-like, containing PHD and RING finger domains, 1	Uhrf1	NM_010931
102792_at	uracil-DNA glycosylase	Ung	NM_011677
97894_at	valyl-tRNA synthetase 2	Vars2	NM_011690
96847_at	vacuolar protein sorting 28 (yeast)	Vps28	NM_025842
98549_at	vitronectin	Vtn	NM_011707
100522_s_at	WW domain binding protein 5	Wbp5	NM_011712
95643_at	WD repeat domain 6	Wdr6	NM_031392
94228_at	exportin 1, CRM1 homolog (yeast)	Xpo1	NM_134014
104105_at	exportin 6	Xpo6	NM_028816
92202_g_at	zinc finger and BTB domain containing 16	Zbtb16	XM_134826
96794_at	zinc finger protein 622	Zfp622	NM_144523
99147_at	zinc finger, HIT domain containing 1	Znhit1	NM_027318
