probe set	Entrez Gene	Gene Symbol	Gene Title
202231_at	10480	hfl-B5	dendritic cell protein
232914_s_at	54843	SYTL2	synaptotagmin-like 2
212638_s_at	11059	WWP1	WW domain containing E3 ubiquitin protein ligase 1
200818_at	539	ATP5O	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)
200845_s_at	9588	PRDX6	peroxiredoxin 6
209121_x_at	7026	NR2F2	nuclear receptor subfamily 2, group F, member 2
201544_x_at	8106	PABPN1	poly(A) binding protein, nuclear 1
224301_x_at	55766	H2AFJ	H2A histone family, member J
212320_at	203068	TUBB	tubulin, beta polypeptide
211963_s_at	10092	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa
225065_x_at	125144	MGC40157	hypothetical protein MGC40157
218069_at	79077	XTP3TPA	XTP3-transactivated protein A
215096_s_at	2098	ESD	esterase D/formylglutathione hydrolase
202371_at	79921	TCEAL4	transcription elongation factor A (SII)-like 4
225974_at	169200	TMEM64	transmembrane protein 64
225516_at	6542	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2
210027_s_at	328	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1
224579_at	81539	SLC38A1	Solute carrier family 38, member 1
225078_at	2013	EMP2	epithelial membrane protein 2
208956_x_at	1854	DUT	dUTP pyrophosphatase
209009_at	2098	ESD	esterase D/formylglutathione hydrolase
208795_s_at	4176	MCM7	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)
225245_x_at	55766	H2AFJ	H2A histone family, member J
201105_at	3956	LGALS1	lectin, galactoside-binding, soluble, 1 (galectin 1)
218041_x_at	54407	SLC38A2	solute carrier family 38, member 2
208758_at	471	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
203343_at	7358	UGDH	UDP-glucose dehydrogenase
204975_at	2013	EMP2	epithelial membrane protein 2
220924_s_at	54407	SLC38A2	solute carrier family 38, member 2
201892_s_at	3615	IMPDH2	IMP (inosine monophosphate) dehydrogenase 2
202600_s_at	8204	NRIP1	nuclear receptor interacting protein 1
200802_at	6301	SARS	seryl-tRNA synthetase
228273_at	55771	PRR11	Proline rich 11
202089_s_at	25800	SLC39A6	solute carrier family 39 (zinc transporter), member 6
213762_x_at	27316	RBMX	RNA binding motif protein, X-linked
225079_at	2013	EMP2	epithelial membrane protein 2
207040_s_at	6767	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
218003_s_at	2287	FKBP3	FK506 binding protein 3, 25kDa
202854_at	3251	HPRT1	hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)
223096_at	51602	NOP5 / NOP58	nucleolar protein NOP5/NOP58
201000_at	16	AARS	alanyl-tRNA synthetase
223551_at	5570	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta
225312_at	170622	COMMD6	COMM domain containing 6
229050_s_at	84973	MGC16037	hypothetical protein MGC16037
209602_s_at	2625	GATA3	GATA binding protein 3
205286_at	7022	TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
222431_at	NA	NA	NA
202246_s_at	1019	CDK4	cyclin-dependent kinase 4
218039_at	51203	NUSAP1	nucleolar and spindle associated protein 1
217815_at	11198	SUPT16H	suppressor of Ty 16 homolog (S. cerevisiae)
202232_s_at	10480	hfl-B5	dendritic cell protein
203554_x_at	9232	PTTG1	pituitary tumor-transforming 1
214113_s_at	9939	RBM8A	RNA binding motif protein 8A
202016_at	4232	MEST	mesoderm specific transcript homolog (mouse)
234107_s_at	92675	HARS2	histidyl-tRNA synthetase 2
201460_at	9261	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
201064_s_at	8761	PABPC4	poly(A) binding protein, cytoplasmic 4 (inducible form)
203286_at	22838	RNF44	ring finger protein 44
218270_at	79590	MRPL24	mitochondrial ribosomal protein L24
202779_s_at	27338	UBE2S	ubiquitin-conjugating enzyme E2S
225240_s_at	124540	MSI2	musashi homolog 2 (Drosophila)
203338_at	5529	PPP2R5E	protein phosphatase 2, regulatory subunit B (B56), epsilon isoform
208643_s_at	7520	XRCC5	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining; Ku autoantigen, 80kDa)
222036_s_at	4173	MCM4	MCM4 minichromosome maintenance deficient 4 (S. cerevisiae)
226620_x_at	26528	DAZAP1	DAZ associated protein 1
219648_at	55686	DSU	dilute suppressor
202954_at	11065	UBE2C	ubiquitin-conjugating enzyme E2C
202599_s_at	8204	NRIP1	nuclear receptor interacting protein 1
218237_s_at	81539	SLC38A1	solute carrier family 38, member 1
201811_x_at	9467	SH3BP5	SH3-domain binding protein 5 (BTK-associated)
220755_s_at	50854	C6orf48	chromosome 6 open reading frame 48
201648_at	3716 /// 391045	JAK1 /// LOC391045	Janus kinase 1 (a protein tyrosine kinase) /// similar to Solute carrier family 2, facilitated glucose transporter, member 3 (Glucose transporter type 3, brain)
203988_s_at	2530	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)
212295_s_at	6541	SLC7A1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1
226241_s_at	122704	MRPL52	mitochondrial ribosomal protein L52
225363_at	5728	PTEN	Phosphatase and tensin homolog (mutated in multiple advanced cancers 1)
201144_s_at	1965	EIF2S1	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa
226248_s_at	57535	KIAA1324	KIAA1324
204686_at	3667	IRS1	insulin receptor substrate 1
221506_s_at	30000	TNPO2	transportin 2 (importin 3, karyopherin beta 2b)
200821_at	3920	LAMP2	lysosomal-associated membrane protein 2
217809_at	28969	BZW2	basic leucine zipper and W2 domains 2
218773_s_at	22921	MSRB2	methionine sulfoxide reductase B2
202467_s_at	9318	COPS2	COP9 constitutive photomorphogenic homolog subunit 2 (Arabidopsis)
210983_s_at	4176	MCM7	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)
200859_x_at	2316	FLNA	filamin A, alpha (actin binding protein 280)
216583_x_at	NA	NA	NA
234339_s_at	29997	GLTSCR2	glioma tumor suppressor candidate region gene 2
225395_s_at	158293	C9orf10OS	chromosome 9 open reading frame 10 opposite strand
201013_s_at	10606	PAICS	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase
229322_at	5529	PPP2R5E	protein phosphatase 2, regulatory subunit B (B56), epsilon isoform
222760_at	80139	ZNF703	zinc finger protein 703
213746_s_at	2316	FLNA	filamin A, alpha (actin binding protein 280)
200895_s_at	2288	FKBP4	FK506 binding protein 4, 59kDa
226801_s_at	NA	NA	NA
212151_at	5087	PBX1	Pre-B-cell leukemia transcription factor 1
214752_x_at	2316	FLNA	filamin A, alpha (actin binding protein 280)
204029_at	1952	CELSR2	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)
228462_at	153572	IRX2	iroquois homeobox protein 2
218170_at	51015	ISOC1	isochorismatase domain containing 1
209932_s_at	1854	DUT	dUTP pyrophosphatase
201136_at	5355	PLP2	proteolipid protein 2 (colonic epithelium-enriched)
202309_at	4522	MTHFD1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase
203259_s_at	51020	HDDC2	HD domain containing 2
214096_s_at	6472	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)
203786_s_at	7164	TPD52L1	tumor protein D52-like 1
201818_at	79888	FLJ12443	hypothetical protein FLJ12443
223035_s_at	10056	FARSLB	phenylalanine-tRNA synthetase-like, beta subunit
218195_at	79624	C6orf211	chromosome 6 open reading frame 211
1554480_a_at	83787	SVH	SVH protein
209714_s_at	1033	CDKN3	cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase)
218247_s_at	51320	RKHD2	ring finger and KH domain containing 2
203344_s_at	5932	RBBP8	retinoblastoma binding protein 8
201115_at	5425	POLD2	polymerase (DNA directed), delta 2, regulatory subunit 50kDa
202847_at	5106	PCK2	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
212846_at	23076	KIAA0179	KIAA0179
1555460_a_at	25800	SLC39A6	solute carrier family 39 (zinc transporter), member 6
212956_at	23158	KIAA0882	KIAA0882 protein
202705_at	9133	CCNB2	cyclin B2
201055_s_at	10949	HNRPA0	heterogeneous nuclear ribonucleoprotein A0
1558290_a_at	441378 /// 5820	PVT1 /// LOC441378	Pvt1 oncogene homolog, MYC activator (mouse) /// LOC441378
219918_s_at	259266	ASPM	asp (abnormal spindle)-like, microcephaly associated (Drosophila)
202458_at	11098	PRSS23	protease, serine, 23
36499_at	1952	CELSR2	cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)
218755_at	10112	KIF20A	kinesin family member 20A
1564521_x_at	10419	SKB1	SKB1 homolog (S. pombe)
210052_s_at	22974	TPX2	TPX2, microtubule-associated, homolog (Xenopus laevis)
223229_at	29089	UBE2T	ubiquitin-conjugating enzyme E2T (putative)
203303_at	6990	TCTE1L	t-complex-associated-testis-expressed 1-like
230291_s_at	4781	NFIB	Nuclear factor I/B
208598_s_at	10075	HUWE1	HECT, UBA and WWE domain containing 1
208644_at	142	PARP1	poly (ADP-ribose) polymerase family, member 1
202261_at	6944	VPS72	vacuolar protein sorting 72 (yeast)
226456_at	116028	MGC24665	hypothetical protein MGC24665
211759_x_at	1155	CKAP1	cytoskeleton associated protein 1 /// cytoskeleton associated protein 1
201804_x_at	1155	CKAP1	cytoskeleton associated protein 1
232164_s_at	83481	EPPK1	epiplakin 1
222557_at	50861	STMN3	stathmin-like 3
212354_at	23213	SULF1	sulfatase 1
209043_at	9061	PAPSS1	3-phosphoadenosine 5-phosphosulfate synthase 1
226568_at	284611	LOC284611	hypothetical protein LOC284611
226223_at	5074	PAWR	PRKC, apoptosis, WT1, regulator
228725_x_at	3275	HRMT1L1	HMT1 hnRNP methyltransferase-like 1 (S. cerevisiae)
217838_s_at	51466	EVL	Enah/Vasp-like
203297_s_at	3720	JARID2	Jumonji, AT rich interactive domain 2
213400_s_at	6907	TBL1X	transducin (beta)-like 1X-linked
208676_s_at	5036	PA2G4	proliferation-associated 2G4, 38kDa
205047_s_at	440	ASNS	asparagine synthetase
1555758_a_at	1033	CDKN3	cyclin-dependent kinase inhibitor 3 (CDK2-associated dual specificity phosphatase)
224523_s_at	84319	MGC4308	hypothetical protein MGC4308 /// hypothetical protein MGC4308
205345_at	580	BARD1	BRCA1 associated RING domain 1
1553979_at	NA	NA	Homo sapiens, clone IMAGE:3906992, mRNA
210788_s_at	51635	DHRS7	dehydrogenase/reductase (SDR family) member 7
209031_at	23705	IGSF4	Immunoglobulin superfamily, member 4
225927_at	4214	MAP3K1	mitogen-activated protein kinase kinase kinase 1
226134_s_at	124540	MSI2	Musashi homolog 2 (Drosophila)
209603_at	2625	GATA3	GATA binding protein 3
1564520_s_at	10419	SKB1	SKB1 homolog (S. pombe)
204602_at	22943	DKK1	dickkopf homolog 1 (Xenopus laevis)
215073_s_at	7026	NR2F2	nuclear receptor subfamily 2, group F, member 2
218005_at	7570	ZNF22	zinc finger protein 22 (KOX 15)
206102_at	9837	PSF1	DNA replication complex GINS protein PSF1
217988_at	57820	CCNB1IP1	cyclin B1 interacting protein 1
224830_at	11051	NUDT21	nudix (nucleoside diphosphate linked moiety X)-type motif 21
204454_at	23641	LDOC1	leucine zipper, down-regulated in cancer 1
1552735_at	56111	PCDHGA4	protocadherin gamma subfamily A, 4
205239_at	374	AREG	amphiregulin (schwannoma-derived growth factor)
241036_at	84343	HPS3	Hermansky-Pudlak syndrome 3
209030_s_at	23705	IGSF4	immunoglobulin superfamily, member 4
229490_s_at	128239	IQGAP3	IQ motif containing GTPase activating protein 3
226832_at	389188	LOC389188	Hypothetical LOC389188
226265_at	NA	NA	NA
232165_at	83481	EPPK1	epiplakin 1
219108_x_at	55661	DDX27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27
205225_at	2099	ESR1	estrogen receptor 1
201746_at	7157	TP53	tumor protein p53 (Li-Fraumeni syndrome)
215693_x_at	55661	DDX27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27
212148_at	5087	PBX1	Pre-B-cell leukemia transcription factor 1
202565_s_at	6840	SVIL	supervillin
235392_at	3667	IRS1	Insulin receptor substrate 1
201029_s_at	4267	CD99	CD99 antigen
201555_at	4172	MCM3	MCM3 minichromosome maintenance deficient 3 (S. cerevisiae)
214383_x_at	116138	KLHDC3	kelch domain containing 3
201798_s_at	26509	FER1L3	fer-1-like 3, myoferlin (C. elegans)
224869_s_at	64432	MRPS25	mitochondrial ribosomal protein S25
202976_s_at	22836	RHOBTB3	Rho-related BTB domain containing 3
218251_at	58526	MID1IP1	MID1 interacting protein 1 (gastrulation specific G12-like (zebrafish))
202431_s_at	4609	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)
201980_s_at	6251	RSU1	Ras suppressor protein 1
212829_at	5305	PIP5K2A	Phosphatidylinositol-4-phosphate 5-kinase, type II, alpha /// Phosphatidylinositol-4-phosphate 5-kinase, type II, alpha
218692_at	55638	FLJ20366	hypothetical protein FLJ20366
209464_at	9212	AURKB	aurora kinase B
207828_s_at	1063	CENPF	centromere protein F, 350/400ka (mitosin)
207165_at	3161	HMMR	hyaluronan-mediated motility receptor (RHAMM)
202330_s_at	7374	UNG	uracil-DNA glycosylase
200897_s_at	23022	KIAA0992	palladin
229713_at	5305	PIP5K2A	Phosphatidylinositol-4-phosphate 5-kinase, type II, alpha
228415_at	8905	AP1S2	Adaptor-related protein complex 1, sigma 2 subunit
212418_at	1997	ELF1	E74-like factor 1 (ets domain transcription factor)
217751_at	373156	GSTK1	glutathione S-transferase kappa 1
227094_at	55526	DHTKD1	dehydrogenase E1 and transketolase domain containing 1
210139_s_at	5376	PMP22	peripheral myelin protein 22
208858_s_at	23344	FAM62A	family with sequence similarity 62 (C2 domain containing), member A
202579_x_at	10473	HMGN4	high mobility group nucleosomal binding domain 4
207831_x_at	1725	DHPS	deoxyhypusine synthase
203790_s_at	10247	HRSP12	heat-responsive protein 12
202144_s_at	158	ADSL	adenylosuccinate lyase
225029_at	550643	LOC550643	hypothetical protein LOC550643
228993_s_at	92482	LOC92482	hypothetical protein LOC92482
226262_at	56919	DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33
223018_at	28987	NOB1P	nin one binding protein
204120_s_at	132	ADK	adenosine kinase
205020_s_at	10124	ARL4	ADP-ribosylation factor-like 4
218081_at	54976	C20orf27	chromosome 20 open reading frame 27
226434_at	221908	MGC22793	hypothetical protein MGC22793
224513_s_at	56893	UBQLN4	ubiquilin 4 /// ubiquilin 4
212981_s_at	9747	KIAA0738	KIAA0738 gene product
226630_at	55320	C14orf106	chromosome 14 open reading frame 106
224634_at	54865	GPATC4	G patch domain containing 4
201853_s_at	994	CDC25B	cell division cycle 25B
203231_s_at	6310	ATXN1	ataxin 1
213568_at	116039	OSR2	odd-skipped related 2 (Drosophila)
209567_at	23212	RRS1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)
1552257_a_at	23170	KIAA0153	KIAA0153 protein
231713_s_at	55250	STATIP1	signal transducer and activator of transcription 3 interacting protein 1
204045_at	9338	TCEAL1	transcription elongation factor A (SII)-like 1
216251_s_at	23170	KIAA0153	KIAA0153 protein
1556551_s_at	25800	SLC39A6	solute carrier family 39 (zinc transporter), member 6
228009_x_at	30834	ZNRD1	zinc ribbon domain containing, 1
207268_x_at	10152	ABI2	abl interactor 2
206918_s_at	8904	CPNE1	copine I
237594_at	NA	NA	Transcribed locus
232946_s_at	55191	NADSYN1	NAD synthetase 1
224468_s_at	84798	MGC13170	multidrug resistance-related protein /// multidrug resistance-related protein
212593_s_at	27250	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)
218383_at	54930	C14orf94	chromosome 14 open reading frame 94
228241_at	155465	BCMP11	breast cancer membrane protein 11
202713_s_at	9692	KIAA0391	KIAA0391
204589_at	9891	NUAK1	NUAK family, SNF1-like kinase, 1
203232_s_at	6310	ATXN1	ataxin 1
221513_s_at	10813 /// 9724	UTP14C /// UTP14A	UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast) /// UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)
209339_at	6478	SIAH2	seven in absentia homolog 2 (Drosophila) /// seven in absentia homolog 2 (Drosophila)
241937_s_at	10785	WDR4	WD repeat domain 4
225836_s_at	83695	MGC13204	hypothetical protein MGC13204
224840_at	2289	FKBP5	FK506 binding protein 5
242093_at	NA	NA	NA
211954_s_at	3843	RANBP5	RAN binding protein 5
238880_at	2971	GTF3A	general transcription factor IIIA
221780_s_at	55661	DDX27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27
221839_s_at	55833	UBAP2	ubiquitin associated protein 2
202291_s_at	4256	MGP	matrix Gla protein
208156_x_at	83481	EPPK1	epiplakin 1 /// epiplakin 1
218104_at	54881	TEX10	testis expressed sequence 10
227926_s_at	641559	NBPF8	Neuroblastoma breakpoint family, member 20
242979_at	NA	NA	Transcribed locus
203298_s_at	3720	JARID2	Jumonji, AT rich interactive domain 2
201814_at	9779	TBC1D5	TBC1 domain family, member 5
228623_at	NA	NA	Transcribed locus, weakly similar to XP_517454.1 PREDICTED: similar to hypothetical protein MGC45438 [Pan troglodytes]
209531_at	2954	GSTZ1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)
213062_at	123803	NTAN1	N-terminal asparagine amidase
223402_at	54935	DUSP23	dual specificity phosphatase 23
228764_s_at	145553 /// 29082	CHMP4A /// MGC5987	chromatin modifying protein 4A /// hypothetical protein MGC5987
213222_at	23236	PLCB1	phospholipase C, beta 1 (phosphoinositide-specific)
229801_at	254427	C10orf47	chromosome 10 open reading frame 47
217884_at	55226	FLJ10774	N-acetyltransferase-like protein
203229_s_at	1196	CLK2	CDC-like kinase 2
209487_at	11030	RBPMS	RNA binding protein with multiple splicing
226279_at	11098	PRSS23	protease, serine, 23
206858_s_at	3223	HOXC6	homeo box C6
210250_x_at	158	ADSL	adenylosuccinate lyase
218708_at	29107	NXT1	NTF2-like export factor 1
227801_at	286827	TRIM59	tripartite motif-containing 59
238933_at	NA	NA	NA
243_g_at	4134	MAP4	microtubule-associated protein 4
202729_s_at	4052	LTBP1	latent transforming growth factor beta binding protein 1
201516_at	6723	SRM	spermidine synthase
222578_s_at	79876	UBE1DC1	ubiquitin-activating enzyme E1-domain containing 1
203957_at	1876	E2F6	E2F transcription factor 6
212344_at	23213	SULF1	sulfatase 1
209787_s_at	10473	HMGN4	high mobility group nucleosomal binding domain 4
223095_at	83742	MARVELD1	MARVEL domain containing 1
220199_s_at	64853	C1orf80	chromosome 1 open reading frame 80
205376_at	8821	INPP4B	inositol polyphosphate-4-phosphatase, type II, 105kDa
201236_s_at	7832	BTG2	BTG family, member 2
212307_s_at	8473	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)
213110_s_at	1287	COL4A5	collagen, type IV, alpha 5 (Alport syndrome)
217388_s_at	8942	KYNU	kynureninase (L-kynurenine hydrolase)
223391_at	81537	SGPP1	sphingosine-1-phosphate phosphatase 1
213094_at	57211	GPR126	G protein-coupled receptor 126
218355_at	24137	KIF4A	kinesin family member 4A
211711_s_at	5728	PTEN	phosphatase and tensin homolog (mutated in multiple advanced cancers 1) /// phosphatase and tensin homolog (mutated in multiple advanced cancers 1)
209301_at	760	CA2	carbonic anhydrase II
221514_at	10813	UTP14A	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)
222052_at	284325	FLJ41131	FLJ41131 protein
242111_at	56339	METTL3	Methyltransferase like 3
204647_at	9454	HOMER3	homer homolog 3 (Drosophila)
220486_x_at	84187		hypothetical protein FLJ22679
244726_at	23236	PLCB1	Phospholipase C, beta 1 (phosphoinositide-specific)
225802_at	116447	TOP1MT	topoisomerase (DNA) I, mitochondrial
213135_at	7074	TIAM1	T-cell lymphoma invasion and metastasis 1
227758_at	85004	RERG	RAS-like, estrogen-regulated, growth inhibitor
204252_at	1017	CDK2	cyclin-dependent kinase 2
205965_at	10538	BATF	basic leucine zipper transcription factor, ATF-like
204504_s_at	8479	HIRIP3	HIRA interacting protein 3
213061_s_at	123803	NTAN1	N-terminal asparagine amidase
209191_at	84617	TUBB6	tubulin, beta 6
200894_s_at	2288	FKBP4	FK506 binding protein 4, 59kDa
1568590_at	403	ARL3	ADP-ribosylation factor-like 3
203438_at	8614	STC2	stanniocalcin 2
218289_s_at	79876	UBE1DC1	ubiquitin-activating enzyme E1-domain containing 1
208614_s_at	2317	FLNB	filamin B, beta (actin binding protein 278)
218607_s_at	55153	SDAD1	SDA1 domain containing 1
226284_at	57621	ZBTB2	zinc finger and BTB domain containing 2
221874_at	57535	KIAA1324	KIAA1324
202564_x_at	402	ARL2	ADP-ribosylation factor-like 2
227042_at	150223	LOC150223	hypothetical protein LOC150223
215304_at	NA	NA	Clone 23948 mRNA sequence
238650_x_at	112840	C14orf150	chromosome 14 open reading frame 150
228562_at	65986	ZBTB10	Zinc finger and BTB domain containing 10
223202_s_at	84187		hypothetical protein FLJ22679
229689_s_at	9231	DLG5	Discs, large homolog 5 (Drosophila)
205470_s_at	11012	KLK11	kallikrein 11
213329_at	23380	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2
218788_s_at	64754	SMYD3	SET and MYND domain containing 3
225202_at	22836	RHOBTB3	Rho-related BTB domain containing 3
226773_at	NA	NA	MRNA (clone ICRFp507I1077)
227761_at	4644	MYO5A	myosin VA (heavy polypeptide 12, myoxin)
202167_s_at	64210	MMS19L	MMS19-like (MET18 homolog, S. cerevisiae)
212803_at	4665	NAB2	NGFI-A binding protein 2 (EGR1 binding protein 2)
202715_at	790	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase
214164_x_at	771	CA12	carbonic anhydrase XII
216038_x_at	1616	DAXX	death-associated protein 6
225481_at	122786	FRMD6	FERM domain containing 6
235623_at	55250	STATIP1	Signal transducer and activator of transcription 3 interacting protein 1
1557828_a_at	NA	NA	NA
218377_s_at	10069	C21orf6	chromosome 21 open reading frame 6
213835_x_at	84705	GTPBP3	GTP binding protein 3 (mitochondrial)
226789_at	NA	NA	CDNA FLJ46881 fis, clone UTERU3015647, moderately  similar to Embigin precursor
203999_at	NA	NA	NA
211864_s_at	26509	FER1L3	fer-1-like 3, myoferlin (C. elegans)
204610_s_at	11007	DIPA	hepatitis delta antigen-interacting protein A
204105_s_at	4897	NRCAM	neuronal cell adhesion molecule
226499_at	441478	MGC61598	Similar to ankyrin-repeat protein Nrarp
203515_s_at	10654	PMVK	phosphomevalonate kinase
220936_s_at	55766	H2AFJ	H2A histone family, member J
204971_at	1475	CSTA	cystatin A (stefin A)
1562169_at	NA	NA	MRNA full length insert cDNA clone EUROIMAGE 131775
209633_at	5523	PPP2R3A	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha
203963_at	771	CA12	carbonic anhydrase XII
227629_at	NA	NA	CDNA FLJ13603 fis, clone PLACE1010270
212423_at	219654	C10orf56	chromosome 10 open reading frame 56
215856_at	284266	CD33L3	CD33 antigen-like 3
212353_at	23213	SULF1	sulfatase 1
218976_at	56521	DNAJC12	DnaJ (Hsp40) homolog, subfamily C, member 12
219202_at	79651	RHBDL6	rhomboid, veinlet-like 6 (Drosophila)
212097_at	857	CAV1	caveolin 1, caveolae protein, 22kDa
205591_at	10439	OLFM1	olfactomedin 1
215016_x_at	667	DST	dystonin
209702_at	79068	FTO	fatso
212561_at	23258	RAB6IP1	RAB6 interacting protein 1
48117_at	112869	LOC112869	hypothetical protein BC011981
