CloneID	UGCluster	Symbol	Chromosome	Cytoband	q.value...	Log2Rat
812068	Hs.237642	CYP4V2	4	4q35.1-q35.2	1.8545039	-1.0897081
417884	Hs.237642	CYP4V2	4	4q35.1-q35.2	2.5893073	-1.0198902
120273	Hs.381113		4		0.5870943	-0.8719344
898122	Hs.78065	C7	5	5p13	0	-1.2580988
2029306	Hs.145404	PLCXD3	5	5p13.1	0	-1.1125817
295389	Hs.125180	GHR	5	5p13-p12	0.5870943	-1.3401124
46694	Hs.133421	LIFR	5	5p13-p12	0.5870943	-1.2792758
50787	Hs.552	SRD5A1	5	5p15	2.5893073	-1.42729
2052032	Hs.481720	MYO10	5	5p15.1-p14.3	3.3031713	-0.8008732
266336	Hs.115617	CRHBP	5	5q11.2-q13.3	0.5870943	-0.9696968
452345	Hs.115617	CRHBP	5	5q11.2-q13.3	3.9045713	-0.6350263
1492843	Hs.117545	PDE4D	5	5q12	3.9045713	-0.828384
811899	Hs.154299	F2RL1	5	5q13	4.9367209	-1.294352
700527	Hs.28988	GLRX	5	5q14	4.3499731	-0.6636517
66467	Hs.439127	CACH-1	5	5q14.1	0	-1.5383542
140806	Hs.369430	PAM	5	5q14-q21	3.117673	-1.0404848
591381	Hs.440961	CAST	5	5q15-q21	3.9045713	-0.7907305
823562	Hs.442378	CDO1	5	5q22-q23	4.3499731	-0.7119254
417018	Hs.163867	CD14	5	5q22-q32	2.0771464	-0.7667043
757503	Hs.279582	SARA2	5	5q31.1	2.0771464	-0.7424646
111122	Hs.337588	LEAP-2	5	5q31.1	2.2269093	-0.9551627
840944	Hs.326035	EGR1	5	5q31.1	3.9045713	-1.0431406
197794	Hs.337588	LEAP-2	5	5q31.1	4.9367209	-0.7742584
811827	Hs.222055	NDST1	5	5q33.1	0	-1.2049041
1456115	Hs.248746	MGC15875	5	5q35.3	0.7827924	-0.9181486
1533709	Hs.528550		5		3.9045713	-1.0960454
294259	Hs.387367	CYP39A1	6	6p21.1-p11.2	0.5870943	-1.7421554
51408	Hs.440168	DSCR1L1	6	6p21.1-p12.3	1.8545039	-1.3901201
741977	Hs.69771	BF	6	6p21.3	0	-1.1817276
2510979	Hs.180062	PSMB8	6	6p21.3	0.5870943	-1.3151836
1604703	Hs.519972	HLA-F	6	6p21.3	1.2851815	-0.8723374
624360	Hs.180062	PSMB8	6	6p21.3	2.5893073	-0.88908
840942	Hs.485130	HLA-DPB1	6	6p21.3	2.5893073	-0.8682063
230376	Hs.69771	BF	6	6p21.3	3.117673	-0.7414246
208699	Hs.101150	KIAA1949	6	6p21.3	3.3031713	-0.765907
343867	Hs.76364	AIF1	6	6p21.3	3.9045713	-0.6800988
2443695	Hs.520049	HLA-DRB1	6	6p21.3	3.9045713	-0.7681119
417711	Hs.534322	HLA-DRB5	6	6p21.3	4.9367209	-1.1859629
294655	Hs.274295	TRIM10	6	6p21.3	5.4562362	-0.7507815
244626	Hs.17253	IHPK3	6	6p21.31	0	-1.3222484
293032	Hs.519880	TFAP2A	6	6p24	0	-1.2469606
47359	Hs.511899	EDN1	6	6p24.1	0	-1.0998572
901345	Hs.144496	GMDS	6	6p25	1.3090616	-0.7842491
2333826	Hs.170081	LY86	6	6p25.1	1.3090616	-1.0162048
787893	Hs.404186	C6orf75	6	6q11.1-q22.33	1.0143514	-0.8694423
813584	Hs.548672	SESN1	6	6q21	0.5870943	-0.9235935
279460	Hs.34851	TUBE1	6	6q21	1.0143514	-0.9336068
2062418	Hs.486074	AIM1	6	6q21	5.4562362	-0.6313073
823688	Hs.102788	MAN1A1	6	6q22	0.5870943	-1.0232106
431280	Hs.381220	LOC441168	6	6q22.1	1.3090616	-0.7665314
594172	Hs.520341	NT5C2L1	6	6q22.1	3.9045713	-1.0094121
460106	Hs.486357	SMPDL3A	6	6q22.31	0.5870943	-1.0216688
773976	Hs.26770	FABP7	6	6q22-q23	1.5687539	-0.7980446
1607229	Hs.201482	TPD52L1	6	6q22-q23	1.8545039	-0.7989373
294255	Hs.486520	ALDH8A1	6	6q23.2	1.5687539	-1.1060748
593791	Hs.12114	VNN1	6	6q23-q24	0	-2.0797174
1553696	Hs.12114	VNN1	6	6q23-q24	0	-1.8991939
2263556	Hs.7277	PEX3	6	6q23-q24	2.0771464	-0.8530399
2561954	Hs.293130	VNN2	6	6q23-q24	4.3499731	-1.0157133
786695	Hs.318894	GPR126	6	6q24.1	3.3031713	-0.5868101
259884	Hs.318894	GPR126	6	6q24.1	3.3031713	-0.7228943
341083	Hs.102471	PHACTR2	6	6q24.2	3.3031713	-0.6495727
784772	Hs.371240	AKAP12	6	6q24-q25	1.3090616	-0.7907664
725321	Hs.208124	ESR1	6	6q25.1	0	-1.521378
840708	Hs.487046	SOD2	6	6q25.3	0	-1.1894949
346860	Hs.487046	SOD2	6	6q25.3	0.5870943	-0.9895889
191664	Hs.371147	THBS2	6	6q27	4.3499731	-0.4236367
813843	Hs.556724		6		1.2851815	-0.973327
249949	Hs.488189	H2AFV	7	7p13	4.3499731	-0.640388
711680	Hs.435949	ZNFN1A1	7	7p13-p11.1	1.5687539	-0.8287382
898218	Hs.450230	IGFBP3	7	7p13-p12	4.3499731	-0.7133965
208524	Hs.553555	GPR146	7	7p22.3	1.3090616	-0.9436041
502814	Hs.421194	TPST1	7	7q11.21	2.0771464	-0.9564944
203732	Hs.520989	FGL2	7	7q11.23	2.0771464	-0.8768785
78946	Hs.8364	PDK4	7	7q21.3-q22.1	2.0771464	-0.8731596
726086	Hs.438231	TFPI2	7	7q22	3.117673	-0.7553846
38253	Hs.544932	TFR2	7	7q22	4.3499731	-0.6537677
788355	Hs.530084	PILRB	7	7q22.1	1.8545039	-1.1524156
2055010	Hs.489615	PBEF1	7	7q22.3	0	-1.5676583
823665	Hs.489615	PBEF1	7	7q22.3	0	-1.7311423
773278	Hs.6790	DNAJB9	7	7q31	3.9045713	-0.7697662
1636447	Hs.83381	GNG11	7	7q31-q32	3.9045713	-0.615256
713685	Hs.367767	PRSS2	7	7q34	0.5870943	-1.2524015
143443	Hs.520757	TBXAS1	7	7q34-q35	0.5870943	-0.9408943
147925	Hs.298258		7		4.3499731	-0.7491984
1870937	Hs.2	NAT2	8	8p22	0	-1.7041372
2151449	Hs.2	NAT2	8	8p22	2.5893073	-0.8267022
132140	Hs.448520	SLC7A2	8	8p22-p21.3	4.9367209	-0.6651604
296450	Hs.176615	COLEC10	8	8q23-q24.1	0.5870943	-0.9045404
1688335	Hs.160893		8		4.3499731	-0.640609
83345	Hs.5920	GNE	9	9p13.2	3.117673	-0.7933303
151501	Hs.89640	TEK	9	9p21	1.2851815	-0.799308
140635	Hs.445356	C9orf150	9	9p23	0	-1.4820435
825742	Hs.444915	SLC1A1	9	9p24	0.7827924	-0.9627392
365826	Hs.65029	GAS1	9	9q21.3-q22	2.0771464	-0.928745
725365	Hs.65029	GAS1	9	9q21.3-q22	4.9367209	-0.7743887
433253	Hs.494496	FBP1	9	9q22.3	1.3090616	-0.9206598
188232	Hs.376206	KLF4	9	9q31	1.0143514	-0.8900042
2503571	Hs.376206	KLF4	9	9q31	1.5687539	-0.9168711
785610	Hs.436429	PTPN3	9	9q31	1.8545039	-0.8427855
208383	Hs.54517	FCN2	9	9q34	3.9045713	-0.7041529
138936	Hs.253903	STOM	9	9q34.1	1.5687539	-0.8609815
163407	Hs.253903	STOM	9	9q34.1	1.8545039	-0.9206943
882461	Hs.558301	ASS	9	9q34.1	2.2269093	-0.6757457
504469	Hs.129055	ODF2	9	9q34.11	1.2851815	-0.9044578
137275	Hs.120998	INPP5E	9	9q34.3	1.8545039	-0.7739169
767172	Hs.522334		9		0.7827924	-0.9151729
1940641	Hs.537532		9		4.3499731	-0.643833
302188	Hs.5025	NEBL	10	10p12	2.5893073	-1.1934763
48886	Hs.461247	MRC1L1	10	10p12.33	0	-1.4697567
488956	Hs.309288	CUGBP2	10	10p13	0.7827924	-0.8806467
1371759	Hs.309288	CUGBP2	10	10p13	3.3031713	-0.66869
1516955	Hs.350321	RET	10	10q11.2	1.8545039	-0.7597966
42793	Hs.17860	OGDHL	10	10q11.23	3.117673	-0.9000256
454672	Hs.499725	ANK3	10	10q21	2.5893073	-0.776096
364209	Hs.499725	ANK3	10	10q21	3.9045713	-0.6784179
781017	Hs.1395	EGR2	10	10q21.1	3.9045713	-0.7550424
838802	Hs.500047	P4HA1	10	10q21.3-q23.1	1.3090616	-0.9523686
128243	Hs.500118	ADK	10	10q22	3.9045713	-0.7959256
1504366	Hs.35758	MYST4	10	10q22.2	1.5687539	-0.9163004
840683	Hs.448589	ANKRD1	10	10q23.31	2.0771464	-0.6805928
589630	Hs.567230	ENTPD1	10	10q24	3.3031713	-0.6187399
51702	Hs.500756	GOT1	10	10q24.1-q25.1	2.0771464	-0.8878109
489947	Hs.501023	MXI1	10	10q24-q25	2.0771464	-0.6122332
50007	Hs.501127	ATRNL1	10	10q26	0	-1.2177748
84586	Hs.12211	SLC35C1	11	11p11.2	1.5687539	-1.1562573
1635203	Hs.530443	LOC387763	11	11p11.2	5.4562362	-1.2014617
194297	Hs.437599	HPS5	11	11p14	0	-1.1694603
151365	Hs.246769	XLKD1	11	11p15	0	-1.4340713
50519	Hs.65734	ARNTL	11	11p15	1.8545039	-0.8842694
549146	Hs.501778	TRIM22	11	11p15	3.9045713	-0.5753071
161456	Hs.332053	SAA1	11	11p15.1	0	-1.66825
1917449	Hs.512677	SAA4	11	11p15.1-p14	0	-1.6198691
897567	Hs.2795	LDHA	11	11p15.4	0.7827924	-0.7749502
774446	Hs.441047	ADM	11	11p15.4	1.0143514	-0.8830973
729964	Hs.498173	SMPD1	11	11p15.4-p15.1	1.5687539	-0.9289659
740117	Hs.166120	IRF7	11	11p15.5	0	-1.6993011
509641	Hs.458414	IFITM1	11	11p15.5	0	-1.3689123
510383	Hs.458414	IFITM1	11	11p15.5	0.5870943	-1.2269857
755599	Hs.458414	IFITM1	11	11p15.5	0.5870943	-1.7655895
79576	Hs.530735	MS4A7	11	11q12	0	-1.6212506
2568695	Hs.425777	UBE2L6	11	11q12	0	-1.2720984
725395	Hs.425777	UBE2L6	11	11q12	1.5687539	-1.1320369
502012	Hs.325960	MS4A4A	11	11q12	2.0771464	-1.0933143
294535	Hs.523702	MS4A6A	11	11q12.1	0	-1.3414934
203183	Hs.558464	DTX4	11	11q12.1	1.8545039	-1.0152956
430677	Hs.126580	MS4A6E	11	11q12.2	0	-1.2315933
450802	Hs.188982		11	11q12.3	0	-1.2810137
785293	Hs.502775	HRASLS3	11	11q12.3-q13.1	3.3031713	-0.9793209
2541441	Hs.384598	SERPING1	11	11q12-q13.1	0.7827924	-0.8390326
461488	Hs.503284	ARRB1	11	11q13	0.5870943	-1.1815903
236034	Hs.80658	UCP2	11	11q13	0.7827924	-0.8505907
429904	Hs.502772	SLC22A9	11	11q13.1	3.9045713	-0.9469653
191007	Hs.503222	RAB6A	11	11q13.3	4.3499731	-0.6582476
279720	Hs.317243	LOC220074	11	11q13.4	0	-0.982042
133114	Hs.19545	FZD4	11	11q14.2	3.9045713	-0.6954054
341763	Hs.213327	CASP5	11	11q22.2-q22.3	0	-1.1177945
2292807	Hs.232375	ACAT1	11	11q22.3-q23.1	1.5687539	-0.9151992
1160558	Hs.503860	PTS	11	11q22.3-q23.3	0	-0.9898287
120106	Hs.2490	CASP1	11	11q23	1.2851815	-0.977751
324225	Hs.17466	RARRES3	11	11q23	1.8545039	-1.1480558
85840	Hs.503911	NNMT	11	11q23.1	2.0771464	-1.1861452
824222	Hs.269128	PPP2R1B	11	11q23.2	1.8545039	-0.7878654
290030	Hs.381050	B3GAT1	11	11q25	4.9367209	-0.8756284
172817	Hs.417630		11		1.8545039	-1.1493178
245920	Hs.82614	GYS2	12	12p12.2	0.5870943	-1.2936707
376416	Hs.524224	C1R	12	12p13	0	-1.4930038
83549	Hs.524224	C1R	12	12p13	1.0143514	-1.0218567
377346	Hs.458355	C1S	12	12p13	5.4562362	-0.6773425
854668	Hs.238990	CDKN1B	12	12p13.1-p12	4.3499731	-0.5246064
257003	Hs.387787	KLRK1	12	12p13.2-p12.3	4.9367209	-0.6944744
727292	Hs.504641	CD163	12	12p13.3	0	-1.2611367
810242	Hs.527839	C3AR1	12	12p13.31	0	-1.1022446
2012135	Hs.527839	C3AR1	12	12p13.31	0.5870943	-1.0667879
771142	Hs.525264	C1RL	12	12p13.31	0.7827924	-1.0491496
212698	Hs.409794	CLEC2	12	12p13.31	3.9045713	-1.0681582
770681	Hs.17483	CD4	12	12pter-p12	0	-1.2433566
491121	Hs.485572	SOCS2	12	12q	1.8545039	-0.7608544
131073	Hs.485572	SOCS2	12	12q	4.9367209	-0.6288711
713347	Hs.187636	LRRK2	12	12q12	2.0771464	-0.9258741
628418	Hs.524418	GPD1	12	12q12-q13	0.5870943	-1.3477429
1901097	Hs.524418	GPD1	12	12q12-q13	2.2269093	-0.9414877
486828	Hs.118681	ERBB3	12	12q13	1.8545039	-1.2987568
293240	Hs.446077	SLC38A4	12	12q13	2.0771464	-0.8624863
755881	Hs.298023	AQP5	12	12q13	3.3031713	-0.6358814
461455	Hs.446077	SLC38A4	12	12q13	4.3499731	-0.7505972
1687998	Hs.134958	RODH-4	12	12q13.3	2.5893073	-0.8196313
243603	Hs.369849	MDM2	12	12q14.3-q15	0.5870943	-1.0561285
1502684	Hs.38533	CRADD	12	12q21.33-q23.1	2.2269093	-0.8305702
286633	Hs.160562	IGF1	12	12q22-q23	0	-1.5482907
814818	Hs.298654	DUSP6	12	12q22-q23	0.5870943	-1.0993672
287327	Hs.160562	IGF1	12	12q22-q23	1.8545039	-0.9272009
502856	Hs.160562	IGF1	12	12q22-q23	2.2269093	-1.077244
854899	Hs.298654	DUSP6	12	12q22-q23	2.5893073	-1.0732317
1337808	Hs.298654	DUSP6	12	12q22-q23	3.9045713	-0.8283068
896962	Hs.507076	ACADS	12	12q22-qter	4.3499731	-0.8440594
133386	Hs.306448	SLC41A2	12	12q23.3	0.5870943	-1.2436375
2442397	Hs.436437	ALDH2	12	12q24.2	1.3090616	-1.0438484
210952	Hs.504517	RPS27	12	1q21	0.5870943	-1.0146773
84419	Hs.238996		12		1.3090616	-1.0554493
22600	Hs.16366		12		3.3031713	-1.9377568
135800	Hs.440414	SPG20	13	13q13.3	1.3090616	-0.9015689
810486	Hs.507783		13	13q13.3	3.9045713	-0.6399775
665404	Hs.123464	P2RY5	13	13q14	1.8545039	-0.9895591
71902	Hs.444028	CKAP2	13	13q14	2.2269093	-0.9430598
196488	Hs.123464	P2RY5	13	13q14	2.2269093	-0.9355175
303109	Hs.123464	P2RY5	13	13q14	4.3499731	-0.5954299
1637302	Hs.438830	DNAJD1	13	13q14.1	5.4562362	-0.616275
1635600	Hs.25447	CHC1L	13	13q14.3	0	-1.0053264
344589	Hs.381099	LCP1	13	13q14.3	2.5893073	-0.6901787
2116531	Hs.407643	PCDH9	13	13q14.3-q21.1	1.8545039	-0.8026678
280640	Hs.349955	FLJ30046	13	13q22.3	1.3090616	-0.9725943
289652	Hs.508266	COMMD6	13		1.8545039	-0.6993774
435858	Hs.23262	RNASE6	14	14q11.2	3.9045713	-0.8968368
2267550	Hs.234763	NKX2-8	14	14q13.3	3.9045713	-0.7552733
198820	Hs.136893	LRFN5	14	14q21.1	0	-1.0553756
783849	Hs.86724	GCH1	14	14q22.1-q22.2	3.3031713	-0.610451
2075467	Hs.497353	MED6	14	14q24.2	4.9367209	-0.7298934
26474	Hs.25647	FOS	14	14q24.3	0.7827924	-1.4070602
769676	Hs.26403	GSTZ1	14	14q24.3	1.5687539	-0.992052
50483	Hs.332708	FBLN5	14	14q32.1	0	-1.1495479
2543464	Hs.534293	SERPINA3	14	14q32.1	1.5687539	-1.0642665
450533	Hs.534293	SERPINA3	14	14q32.1	2.5893073	-0.9478405
1573251	Hs.497390		14		5.4562362	-0.8834933
525799	Hs.530792	GCHFR	15	15q15	0.5870943	-0.9548003
1639531	Hs.298651	RAB27A	15	15q15-q21.1	2.0771464	-0.8111828
955337	Hs.298651	RAB27A	15	15q15-q21.1	2.0771464	-0.6971015
291947	Hs.298651	RAB27A	15	15q15-q21.1	2.5893073	-0.6614258
198866	Hs.108049	UACA	15	15q22-q24	3.9045713	-0.6243376
357626	Hs.73875	FAH	15	15q23-q25	0	-1.1606863
183200	Hs.73875	FAH	15	15q23-q25	2.5893073	-0.7410463
2282990	Hs.54397	CHRNB4	15	15q24	1.2851815	-0.9574073
814478	Hs.227817	BCL2A1	15	15q24.3	5.4562362	-0.9335267
448432	Hs.459049	MTHFS	15	15q25.1	0	-1.2950721
1535231	Hs.459187	SLC28A1	15	15q25-26	4.3499731	-0.9057663
2314831	Hs.8071	SV2B	15	15q26.1	1.5687539	-1.2366354
814798	Hs.459538	ALDH1A3	15	15q26.3	0.5870943	-1.2074151
258649	Hs.407918	FLJ27465	15	15q26.3	3.9045713	-0.8430985
2490874	Hs.250760	COX6A2	16	16p	2.2269093	-0.7038178
744905	Hs.324844	VKORC1	16	16p11.2	4.3499731	-0.674162
200395	Hs.552700	KIAA0220	16	16p12.3	0.5870943	-1.2395855
1324109	Hs.122939	FLJ20581	16	16p12.3	4.3499731	-0.783167
1239845	Hs.258326	LOC51760	16	16p12.3	4.3499731	-0.7966754
1471822	Hs.122939	FLJ20581	16	16p12.3	4.9367209	-0.6132049
712668	Hs.50640	SOCS1	16	16p13.13	3.9045713	-0.6571275
469647	Hs.398636	HBA2	16	16p13.3	0.5870943	-1.4348516
1435870	Hs.184507	ZG16	16	16p13.3	1.8545039	-1.0539881
810859	Hs.943	NK4	16	16p13.3	2.2269093	-0.7577839
730942	Hs.513233	DECR2	16	16p13.3	3.9045713	-0.6517648
