Row	Gene Name	Gene ID	Score(d)	Numerator(r)	Denominator(s+s0)	Fold Change	q-value (%)	Significance
9995	210525_x_at	C14orf143	3.141911271	2.771750705	0.882186181	4.78765	14.88047954	Positive significant
15849	216477_at	NA	3.134687501	2.467622191	0.787198785	3.99714	14.88047954	Positive significant
21747	31637_s_at	NR1D1	3.110574772	1.988960516	0.63941897	3.62477	14.88047954	Positive significant
14603	215228_at	NHLH2	3.101449729	1.927367186	0.621440731	3.22449	14.88047954	Positive significant
5446	205918_at	SLC4A3	3.082320326	2.09361815	0.679234449	9.52197	14.88047954	Positive significant
19872	220507_s_at	UPB1	3.081359557	2.99314594	0.971371852	7.70243	14.88047954	Positive significant
19079	219714_s_at	CACNA2D3	3.059647053	3.028396835	0.989786332	6.61697	14.88047954	Positive significant
4200	204672_s_at	ANKRD6	3.049972058	2.076671379	0.6808821	5.05802	15.90643648	Positive significant
8051	208552_at	GRIK4	2.997230691	2.348652411	0.783607487	3.70051	15.90643648	Positive significant
16091	216720_at	LOC153077	2.996768974	2.113787421	0.705355481	3.99385	15.90643648	Positive significant
6846	207321_s_at	ABCB9	2.988887141	1.637322816	0.547803493	3.28382	15.90643648	Positive significant
9271	209782_s_at	DBP	2.977555399	1.750654537	0.587950282	4.36735	15.90643648	Positive significant
5528	206000_at	MEP1A	2.976201288	1.653483582	0.555568465	3.09141	15.90643648	Positive significant
1870	202341_s_at	TRIM2	2.964512302	2.26820165	0.765117975	3.63427	15.90643648	Positive significant
16007	216636_at	NA	2.954707929	2.01535139	0.682081424	3.33104	15.90643648	Positive significant
11229	211832_s_at	MDM2	2.932151603	2.254517522	0.768895278	3.68904	17.03663065	Positive significant
5673	206146_s_at	RHAG	2.924020135	1.915491399	0.655088307	3.72606	17.03663065	Positive significant
3907	204379_s_at	FGFR3	2.922773076	3.08871902	1.056776883	5.98444	17.03663065	Positive significant
13081	213700_s_at	NA	2.885330632	1.448672684	0.502082038	3.02479	18.63288759	Positive significant
16081	216710_x_at	ZNF287	2.866621385	2.312780379	0.806796597	3.51306	18.63288759	Positive significant
3940	204412_s_at	NEFH	2.855963783	3.638352238	1.273949011	5.4181	18.63288759	Positive significant
9537	210051_at	RAPGEF3	2.855008827	2.398091679	0.839959462	7.35296	18.63288759	Positive significant
9506	210020_x_at	CALML3	2.828713433	2.610817455	0.922969936	4.02394	18.63288759	Positive significant
7368	207848_at	AVP	2.823426857	2.059314713	0.729367119	3.09964	18.63288759	Positive significant
6941	207418_s_at	DDO	2.821419141	1.413903051	0.50113187	3.09375	18.63288759	Positive significant
5899	206372_at	MYF6	2.816865158	2.140979341	0.760057447	3.55572	18.63288759	Positive significant
10161	210697_at	ZNF257	2.8044009	1.79963743	0.641719032	3.19449	18.63288759	Positive significant
14536	215161_at	CAMK1G	2.802681085	1.82691539	0.65184562	3.372	18.63288759	Positive significant
16165	216794_at	NA	2.801961988	2.619761078	0.934973811	3.71911	18.63288759	Positive significant
10945	211538_s_at	NA	2.800567721	1.856383617	0.662859749	3.06204	18.63288759	Positive significant
17991	218625_at	NRN1	2.790364285	1.302755131	0.466876364	3.35235	18.63288759	Positive significant
10379	210931_at	RNF6	2.780220498	1.963812287	0.706351273	3.02606	18.63288759	Positive significant
6973	207450_s_at	POU6F2	2.7754326	2.004100911	0.722085959	3.09769	18.63288759	Positive significant
8011	208512_s_at	MLLT4	2.722373	1.772113917	0.650944568	3.2304	20.31558905	Positive significant
6827	207302_at	SGCG	2.714767079	2.867097964	1.056111954	6.63726	20.31558905	Positive significant
19412	220047_at	SIRT4	2.690426474	2.474390291	0.919701882	3.59943	20.31558905	Positive significant
20653	221289_at	DLX6	2.690330598	2.296930312	0.853772512	3.31491	20.31558905	Positive significant
11910	212524_x_at	H2AFX	2.689463692	1.870844565	0.695619937	3.21042	20.31558905	Positive significant
20614	221250_s_at	MXD3	2.67776654	2.019078922	0.75401604	3.80532	20.31558905	Positive significant
14547	215172_at	DKFZP566K0524	2.652083648	3.803660989	1.434216071	6.72784	20.31558905	Positive significant
6241	206714_at	ALOX15B	2.629004414	1.972066007	0.750118941	3.51669	21.57973216	Positive significant
7721	208215_x_at	DRD4	2.625527281	2.612098514	0.994885307	3.55632	21.57973216	Positive significant
3784	204256_at	ELOVL6	2.608946027	1.90043722	0.728431021	3.30836	21.57973216	Positive significant
20832	221468_at	XCR1	2.600046352	1.733419631	0.666687972	3.00951	21.57973216	Positive significant
15587	216214_at	NA	2.597183722	2.006385015	0.772523329	4.06403	21.57973216	Positive significant
7135	207613_s_at	CAMK2A	2.596548291	2.571373836	0.990304646	4.24009	21.57973216	Positive significant
14000	214621_at	GYS2	2.592035234	2.698124554	1.040928965	4.19884	21.57973216	Positive significant
10458	211011_at	COL19A1	2.579962529	1.96473382	0.761535797	3.00024	21.57973216	Positive significant
16452	217082_at	NA	2.578149404	1.792630535	0.695316777	3.07724	21.57973216	Positive significant
6379	206852_at	EPHA7	2.565596058	2.378144632	0.9269365	3.57308	21.57973216	Positive significant
16183	216812_at	NA	2.565032721	1.67525388	0.653112089	3.21253	21.57973216	Positive significant
3055	203527_s_at	APC	2.563857057	1.764127817	0.68807573	3.23313	21.57973216	Positive significant
6301	206774_at	FRMPD1	2.553674483	2.209778054	0.865332708	3.20239	21.57973216	Positive significant
15008	215634_at	NA	2.545112294	2.171647087	0.853261796	3.02804	22.61489044	Positive significant
10622	211179_at	RUNX1	2.531056427	2.072746034	0.818925257	3.2214	22.61489044	Positive significant
6514	206987_x_at	FGF18	2.520628782	2.025130199	0.803422628	3.18774	22.61489044	Positive significant
15813	216441_at	MUM1	2.513283876	2.604856399	1.036435408	3.35837	22.61489044	Positive significant
19715	220350_at	ZNF235	2.498804776	1.412319221	0.565197904	3.70408	22.61489044	Positive significant
4067	204539_s_at	CELSR1	2.496900218	1.825650561	0.731166807	3.10394	22.61489044	Positive significant
5759	206232_s_at	B4GALT6	2.484396962	2.200809161	0.88585246	3.24431	22.61489044	Positive significant
5595	206068_s_at	ACADL	2.476297879	1.79264638	0.723921946	3.11654	22.61489044	Positive significant
5485	205957_at	PLXNB3	2.472062413	2.153726154	0.871226447	3.59334	22.61489044	Positive significant
2247	202718_at	IGFBP2	2.468377074	2.628836561	1.065006068	3.73749	22.61489044	Positive significant
19864	220499_at	DKFZp434H2215	2.463948579	1.47664247	0.599299223	3.18674	22.61489044	Positive significant
15303	215929_at	LOC283079	2.45092105	1.782456293	0.727259775	3.81967	23.65172152	Positive significant
19768	220403_s_at	P53AIP1	2.431184953	2.635583427	1.084073601	6.41483	23.65172152	Positive significant
15540	216167_at	LRRN5	2.427062672	2.133097267	0.878880175	4.18025	23.65172152	Positive significant
5386	205858_at	NGFR	2.42235301	2.794319098	1.15355569	12.09608	23.65172152	Positive significant
20894	221530_s_at	BHLHB3	2.421687882	2.060132729	0.850701176	3.24469	23.65172152	Positive significant
19579	220214_at	ZNF215	2.419028237	1.202405706	0.497061459	3.19797	23.65172152	Positive significant
19778	220413_at	SLC39A2	2.415404528	1.7788606	0.736464878	3.04608	23.65172152	Positive significant
19201	219836_at	ZBED2	2.400705449	1.933634425	0.80544426	12.84904	23.65172152	Positive significant
4961	205433_at	BCHE	2.400624587	2.146671863	0.894213895	3.39642	23.65172152	Positive significant
5551	206023_at	NMU	2.398845502	2.930956662	1.221819688	4.82591	23.65172152	Positive significant
14680	215305_at	PDGFRA	2.397957775	2.055545046	0.857206523	18.75005	23.65172152	Positive significant
18720	219355_at	FLJ10178	2.396095175	3.039168794	1.268384005	5.49249	23.65172152	Positive significant
20986	221623_at	BCAN	2.394430963	2.025235261	0.845810672	3.16596	23.65172152	Positive significant
6551	207024_at	CHRND	2.392306793	1.568004488	0.655436206	3.97439	23.65172152	Positive significant
20887	221523_s_at	RRAGD	2.390463641	2.339483609	0.97867358	3.74411	23.65172152	Positive significant
2281	202752_x_at	SLC7A8	2.387845522	2.149718271	0.900275269	3.4171	23.65172152	Positive significant
16235	216864_at	NA	2.384334591	2.231535775	0.935915531	3.30076	23.65172152	Positive significant
8075	208576_s_at	HIST1H3H	2.3788251	1.942472235	0.816567908	3.12125	23.65172152	Positive significant
7337	207817_at	IFNW1	2.352774146	1.390998645	0.591216394	3.23302	23.65172152	Positive significant
12978	213597_s_at	CTDSPL	2.352336474	1.889321318	0.803167973	3.39215	23.65172152	Positive significant
21879	37408_at	MRC2	2.342536657	1.535714658	0.655577642	5.25763	23.65172152	Positive significant
19429	220064_at	FLJ11457	2.34045627	1.579637133	0.674927002	3.30409	23.65172152	Positive significant
14543	215168_at	TIMM17A	2.340363755	2.402346119	1.026484073	3.8385	23.65172152	Positive significant
16766	217400_at	PCNA	2.33346162	2.323389331	0.995683542	3.35483	23.65172152	Positive significant
10829	211416_x_at	GGT1	2.313102285	1.339954089	0.579288732	4.35534	23.77931919	Positive significant
4283	204755_x_at	HLF	2.310753705	2.612447638	1.130560835	5.34988	23.77931919	Positive significant
15083	215709_at	NA	2.307919099	1.825909866	0.791149858	3.02728	23.77931919	Positive significant
9914	210435_at	NBR2	2.296038731	2.257151104	0.983063166	3.23578	23.77931919	Positive significant
19676	220311_at	C21orf127	2.295730572	1.782333473	0.776368749	5.52328	23.77931919	Positive significant
6023	206496_at	FMO3	2.287192733	3.233058176	1.41354864	3.70646	23.83055195	Positive significant
9883	210404_x_at	CAMK2B	2.28325225	1.860343371	0.814777855	3.16997	23.83055195	Positive significant
8775	209280_at	MRC2	2.266826604	1.394187437	0.615039295	4.28229	23.83055195	Positive significant
14801	215426_at	BDG29	2.264815666	1.714596792	0.757057988	3.72182	23.83055195	Positive significant
19911	220546_at	FLJ11783	2.260500107	2.160339679	0.955691031	3.02196	23.83055195	Positive significant
4199	204671_s_at	ANKRD6	2.256308356	2.019886193	0.895217264	4.83768	23.83055195	Positive significant
4288	204760_s_at	NR1D1	2.254197407	3.247256055	1.44053757	5.79524	23.83055195	Positive significant
15031	215657_at	SLC26A3	2.238567601	1.955534217	0.87356496	3.56854	25.14972394	Positive significant
9273	209784_s_at	JAG2	2.232973896	1.664914809	0.745604242	3.91482	25.14972394	Positive significant
10571	211126_s_at	CSRP2	2.23141492	1.522516624	0.68230996	3.06674	25.14972394	Positive significant
9571	210086_at	HR	2.223923651	2.152792254	0.96801536	3.23249	25.14972394	Positive significant
7056	207534_at	MAGEB1	2.209903832	2.402564448	1.087180543	3.29231	25.14972394	Positive significant
7429	207912_s_at	DAZ4	2.190896607	2.089467593	0.953704336	3.42877	25.14972394	Positive significant
2599	203069_at	SV2A	2.184577378	1.803089085	0.825372039	4.02945	25.14972394	Positive significant
20144	220779_at	PADI3	2.173816246	2.72223622	1.252284422	7.34189	25.60217062	Positive significant
12056	212670_at	ELN	2.171507274	2.502202442	1.152288308	31.45836	25.60217062	Positive significant
21297	221936_x_at	MRPL41	2.161735121	1.697754218	0.785366441	3.36496	25.60217062	Positive significant
3230	203702_s_at	TTLL4	2.157273262	1.946437802	0.902267615	3.76148	25.60217062	Positive significant
6850	207325_x_at	MAGEA1	2.149721316	2.479378774	1.153348927	5.2445	25.60217062	Positive significant
16484	217115_at	C20orf157	2.148740178	1.519375584	0.707100653	3.05234	25.60217062	Positive significant
1747	202218_s_at	FADS2	2.147454601	1.654823499	0.770597664	3.39854	25.60217062	Positive significant
15717	216345_at	KIAA0913	2.141348804	1.789987497	0.835915893	3.17472	25.60217062	Positive significant
9443	209956_s_at	CAMK2B	2.140328292	1.386353768	0.647729497	3.21079	25.60217062	Positive significant
15745	216373_at	FLJ90013	2.12917842	2.222818319	1.043979358	3.0096	25.60217062	Positive significant
676	201147_s_at	TIMP3	2.125090088	2.271529438	1.068909714	4.03342	26.54045554	Positive significant
15291	215917_at	FKBP1A	2.109544099	2.393881405	1.13478614	4.23642	26.54045554	Positive significant
3938	204410_at	EIF1AY	2.091718997	1.49780541	0.716064353	3.00587	26.54045554	Positive significant
8699	209204_at	LMO4	2.088689599	1.472732168	0.705098627	3.22222	26.54045554	Positive significant
3908	204380_s_at	FGFR3	2.077818228	2.446249421	1.177316374	3.24803	26.54045554	Positive significant
20243	220878_at	NA	2.076131826	1.559599195	0.751204319	3.69511	26.54045554	Positive significant
21555	222194_at	NA	2.07251473	1.812084676	0.874341036	3.2102	26.54045554	Positive significant
20450	221086_s_at	FEZL	2.058307201	1.900328444	0.923248213	3.35659	26.54045554	Positive significant
4844	205316_at	SLC15A2	2.053998438	1.459391298	0.71051237	3.47232	26.54045554	Positive significant
20888	221524_s_at	RRAGD	2.04250345	2.54882815	1.247894172	3.59073	26.54045554	Positive significant
19648	220283_at	FLJ13840	2.013440406	1.175311531	0.583732961	3.52736	26.54045554	Positive significant
10974	211568_at	BAI3	2.006846599	2.234582916	1.113479684	4.70935	27.69429599	Positive significant
16363	216992_s_at	GRM8	1.995473804	1.869511918	0.936876202	3.54167	27.69429599	Positive significant
8654	209159_s_at	NDRG4	1.978688983	2.025268302	1.023540495	4.05646	27.69429599	Positive significant
17962	218596_at	TBC1D13	1.973747843	1.663064603	0.842592233	3.07221	27.69429599	Positive significant
19529	220164_s_at	LOC51725	1.967920974	1.684292523	0.855874065	3.20932	27.69429599	Positive significant
9655	210170_at	PDLIM3	1.957222197	2.196100692	1.122049758	3.73763	27.69429599	Positive significant
18628	219263_at	RNF128	1.953207895	2.426561653	1.242346838	4.19944	27.69429599	Positive significant
7793	208288_at	ABCB11	1.947782824	1.763760417	0.905522113	3.1607	27.69429599	Positive significant
6459	206932_at	CH25H	1.945259909	2.184809984	1.123145536	4.33557	27.69429599	Positive significant
4351	204823_at	NAV3	1.927199947	1.514302921	0.785752886	7.67088	27.69429599	Positive significant
7789	208284_x_at	GGT1	1.920259248	1.651312123	0.859942284	10.77564	27.69429599	Positive significant
20040	220675_s_at	C22orf20	1.917908634	2.039560487	1.063429431	3.65036	27.69429599	Positive significant
19147	219782_s_at	LOC51333	1.914413904	2.120165648	1.107475057	4.60784	27.69429599	Positive significant
10970	211564_s_at	PDLIM4	1.91287943	2.115668152	1.106012287	3.41572	27.69429599	Positive significant
14823	215448_at	NA	1.9011138	1.606873107	0.845227207	3.18679	28.23101052	Positive significant
5785	206258_at	SIAT8E	1.89667309	1.310106252	0.690739094	5.0511	28.23101052	Positive significant
17263	217897_at	FXYD6	1.892772509	1.631284237	0.861849075	4.22683	28.23101052	Positive significant
4252	204724_s_at	COL9A3	1.888192359	1.917530817	1.015537855	9.72818	28.23101052	Positive significant
21647	222287_at	TRDN	1.887814742	2.207976434	1.169593808	3.29592	28.23101052	Positive significant
16246	216875_x_at	HAB1	1.8869847	1.566471056	0.830145076	6.63655	28.23101052	Positive significant
21505	222144_at	KIF17	1.860119719	1.428546163	0.76798614	4.23341	28.23101052	Positive significant
14896	215522_at	SORCS3	1.846653455	1.911702311	1.035225264	3.18436	28.23101052	Positive significant
17064	217698_at	NA	1.845235919	1.928308409	1.045019983	3.05449	28.23101052	Positive significant
15974	216603_at	SLC7A8	1.835633833	2.06467568	1.124775346	3.24879	28.23101052	Positive significant
3526	203998_s_at	SYT1	1.82230981	1.646373153	0.903454036	3.03838	28.23101052	Positive significant
14977	215603_x_at	GGTLA4	1.820304533	1.406565088	0.772708666	5.85687	28.23101052	Positive significant
19300	219935_at	ADAMTS5	1.820012531	1.321961683	0.726347572	4.38615	28.23101052	Positive significant
18899	219534_x_at	CDKN1C	1.818195653	2.048288968	1.12655036	3.87976	28.23101052	Positive significant
6658	207131_x_at	GGT1	1.81805068	1.56125306	0.858751122	10.55506	28.23101052	Positive significant
16979	217613_at	FLJ11155	1.816102516	1.354099568	0.745607451	3.58146	28.23101052	Positive significant
7448	207931_s_at	PFKFB2	1.812723475	1.805716218	0.996134403	3.18436	28.23101052	Positive significant
12565	213182_x_at	CDKN1C	1.812522561	2.28868875	1.26270911	3.38287	28.23101052	Positive significant
10191	210729_at	NPY2R	1.802145901	1.978295453	1.097744334	5.80985	28.66694486	Positive significant
3099	203571_s_at	C10orf116	1.794992773	2.154508688	1.200288224	7.65397	28.66694486	Positive significant
12161	212775_at	KIAA0657	1.77332369	2.197106661	1.238976659	3.44616	28.66694486	Positive significant
17035	217669_s_at	AKAP6	1.767810297	1.425976964	0.806634607	4.31191	29.59899467	Positive significant
18840	219475_at	OKL38	1.764994128	1.687804482	0.956266344	3.0547	29.59899467	Positive significant
19381	220016_at	MGC5395	1.764027891	2.184885342	1.238577549	4.02754	29.59899467	Positive significant
20775	221411_at	HOXD12	1.720638802	1.478140266	0.859064822	5.99543	29.59899467	Positive significant
9406	209919_x_at	GGT1	1.708576818	1.562419257	0.914456547	9.3148	29.59899467	Positive significant
9244	209755_at	NMNAT2	1.707260547	1.47983388	0.866788541	3.14692	29.59899467	Positive significant
16977	217611_at	LOC157697	1.705647595	1.591174017	0.932885563	3.3387	29.59899467	Positive significant
13649	214269_at	FLJ22269	1.687493043	1.200193089	0.711228466	3.58767	29.59899467	Positive significant
16265	216894_x_at	CDKN1C	1.67813545	1.971769923	1.174976622	3.77128	29.59899467	Positive significant
19827	220462_at	TAIP-2	1.664379665	1.278530307	0.768172271	3.22509	29.59899467	Positive significant
5834	206307_s_at	FOXD1	1.663963096	1.946702484	1.169919266	3.03919	29.59899467	Positive significant
394	200865_at	EIF3S5	1.653545275	1.75064404	1.058721564	4.0985	30.02570858	Positive significant
10830	211417_x_at	GGTLA4	1.63179863	1.415345388	0.86735297	9.85904	30.40971649	Positive significant
14920	215546_at	PSMD5	1.630450073	1.303352385	0.799381966	3.11026	30.40971649	Positive significant
10359	210911_at	ID2	1.624507676	1.572875912	0.968216977	3.24837	30.40971649	Positive significant
17041	217675_at	NA	1.62143264	1.962766408	1.21051369	3.13436	30.40971649	Positive significant
654	201125_s_at	ITGB5	1.61902906	1.37897731	0.851731043	5.17523	30.40971649	Positive significant
6832	207307_at	HTR2C	1.614353507	1.680398209	1.040910929	5.12488	30.40971649	Positive significant
13951	214571_at	FGF3	1.604046958	1.193424195	0.744008266	4.53064	30.40971649	Positive significant
5842	206315_at	CRLF1	1.587457838	1.986040284	1.251082225	4.61134	30.40971649	Positive significant
13908	214528_s_at	PAX8	1.549497672	2.05203587	1.3243233	4.15412	30.72457776	Positive significant
21969	40665_at	FMO3	1.523002887	1.96111377	1.287662543	3.00665	30.72457776	Positive significant
14663	215288_at	TRPC2	1.51990508	1.113733631	0.732765254	3.19658	30.72457776	Positive significant
10019	210550_s_at	RASGRF1	1.508607053	1.242209047	0.823414583	4.6766	30.72457776	Positive significant
13614	214234_s_at	CYP3A5	1.508496128	1.716528118	1.137906877	3.16593	30.72457776	Positive significant
5804	206277_at	P2RY2	1.504648976	1.842243572	1.224367678	3.04093	30.72457776	Positive significant
10106	210640_s_at	GPR30	1.49941917	1.499071698	0.999768262	4.08345	30.72457776	Positive significant
4281	204753_s_at	HLF	1.498625098	1.70564468	1.138139673	4.8521	30.72457776	Positive significant
14945	215571_at	NA	1.497059263	1.314728776	0.878207569	3.78347	30.72457776	Positive significant
7205	207683_at	FOXN1	1.495299539	1.228312781	0.821449314	3.85824	30.72457776	Positive significant
14817	215442_s_at	TSHR	1.49240682	1.544008189	1.034575941	3.3967	30.72457776	Positive significant
19369	220004_at	DDX43	1.486132991	1.954649948	1.315259105	3.52363	30.72457776	Positive significant
15544	216171_at	NA	1.477479137	1.681079214	1.137802336	3.16409	30.72457776	Positive significant
14559	215184_at	DAPK2	1.452726122	1.343040792	0.924496897	3.44811	31.38403456	Positive significant
4557	205029_s_at	FABP7	1.421070883	1.298642748	0.913847975	4.25	31.38403456	Positive significant
21949	40093_at	LU	1.416912713	1.258592833	0.888264196	3.25167	31.38403456	Positive significant
20002	220637_at	FLJ22746	1.402766474	1.288153576	0.918295098	3.1946	31.38403456	Positive significant
16491	217123_x_at	PMCHL1	1.393769781	1.111382932	0.797393477	3.31802	31.39802171	Positive significant
16612	217246_s_at	EPAG	1.376354528	1.370011043	0.995391097	3.19852	31.54931603	Positive significant
6647	207120_at	FLJ14011	1.366853707	1.439565016	1.053196117	3.43263	31.54931603	Positive significant
5900	206373_at	ZIC1	1.364307131	1.311552059	0.961331967	5.19763	31.54931603	Positive significant
20202	220837_at	NA	1.360429791	1.662132832	1.221770386	6.01292	31.54931603	Positive significant
15471	216098_s_at	HTR7	1.357147824	1.240571301	0.914101824	3.32698	31.54931603	Positive significant
9541	210055_at	TSHR	1.336510684	1.351951088	1.011552773	3.85208	31.54931603	Positive significant
14695	215320_at	C9orf36	1.300785129	1.15758009	0.889908766	3.625	32.02812608	Positive significant
19779	220414_at	CALML5	1.278729745	1.536514163	1.201594136	3.2192	32.02812608	Positive significant
5728	206201_s_at	MEOX2	1.2297751	1.768592661	1.43814317	3.0002	32.47497217	Positive significant
5293	205765_at	CYP3A5	1.215172191	1.776350128	1.461809397	3.08703	32.75977958	Positive significant
6672	207145_at	GDF8	1.213126835	1.431941966	1.180372838	3.46866	32.75977958	Positive significant
19868	220503_at	SLC13A1	1.186728175	1.3150418	1.108123856	3.57734	32.75977958	Positive significant
3442	203914_x_at	HPGD	1.177270922	1.380830217	1.172907775	3.36356	32.75977958	Positive significant
7218	207696_at	FUT9	1.157507803	1.109521383	0.958543329	4.17057	33.06300289	Positive significant
6136	206609_at	MAGEC1	1.147000092	1.10944165	0.967255066	4.32225	33.06300289	Positive significant
10918	211510_s_at	CRHR2	1.124881958	0.94520241	0.840268086	3.00615	33.62213237	Positive significant
15221	215847_at	LOC283755	1.122636836	1.008116059	0.897989472	3.75136	33.62213237	Positive significant
19857	220492_s_at	OTOF	1.10104343	0.91568049	0.83164793	3.48668	33.62213237	Positive significant
15051	215677_s_at	BRF1	1.059596363	0.820348731	0.774208708	4.30241	34.20993868	Positive significant
16430	217059_at	MUC7	1.057175035	1.05573597	0.998638764	3.99797	34.20993868	Positive significant
3441	203913_s_at	HPGD	1.0253081	1.490197312	1.453414161	3.50273	34.37302607	Positive significant
19379	220014_at	LOC51334	1.023978117	0.961580489	0.939063514	3.13352	34.37302607	Positive significant
19302	219937_at	TRHDE	1.022864952	1.244259564	1.216445594	3.26246	34.37302607	Positive significant
6468	206941_x_at	SEMA3E	1.012796791	1.330684839	1.3138715	3.06409	34.37302607	Positive significant
7080	207558_s_at	PITX2	0.854913409	1.121555078	1.311893187	9.42763	35.23030978	Positive significant
15819	216447_at	NA	0.851429817	0.805126609	0.945617118	3.0896	35.23030978	Positive significant
11102	211700_s_at	TRO	0.850443299	0.921177434	1.083173252	3.581	35.23030978	Positive significant
6965	207442_at	CSF3	0.826010138	0.932784404	1.129265079	5.01896	36.13191016	Positive significant
10955	211549_s_at	HPGD	0.8218385	1.159845733	1.411281819	4.19198	36.13191016	Positive significant
3633	204105_s_at	NRCAM	0.815581131	0.920397361	1.128517232	4.60747	36.13191016	Positive significant
10954	211548_s_at	HPGD	0.797696928	1.107416119	1.388266747	4.58968	36.13191016	Positive significant
20515	221151_at	PRDM9	0.763813398	0.706801616	0.925359017	3.73862	36.13191016	Positive significant
2629	203099_s_at	CDYL	0.675490309	0.733866018	1.086419758	4.00906	37.19112581	Positive significant
7219	207697_x_at	LILRB2	-8.342066355	-3.398250036	0.407363103	0.09368	5.900131829	Negatively significant
3288	203760_s_at	SLA	-6.377235112	-3.037296995	0.476271761	0.13983	5.900131829	Negatively significant
6899	207375_s_at	IL15RA	-5.175369543	-2.368174742	0.457585632	0.24732	5.900131829	Negatively significant
9420	209933_s_at	CMRF-35H	-5.103382723	-2.433315678	0.476804467	0.20183	5.900131829	Negatively significant
11973	212587_s_at	PTPRC	-4.953452827	-1.914940969	0.386587101	0.25737	5.900131829	Negatively significant
9631	210146_x_at	LILRB2	-4.94271866	-2.317229601	0.468816811	0.23366	5.900131829	Negatively significant
4041	204513_s_at	ELMO1	-4.89064308	-2.080350475	0.425373604	0.22275	5.900131829	Negatively significant
19695	220330_s_at	SAMSN1	-4.861568289	-2.307678439	0.474677779	0.20541	5.900131829	Negatively significant
2944	203416_at	CD53	-4.75766724	-1.861255418	0.391211769	0.2821	5.900131829	Negatively significant
9517	210031_at	CD3Z	-4.755907404	-2.742619269	0.576676339	0.15131	5.900131829	Negatively significant
19142	219777_at	hIAN2	-4.71610787	-2.696389332	0.571740386	0.20874	5.900131829	Negatively significant
3236	203708_at	PDE4B	-4.7042602	-2.764941288	0.587752627	0.12999	5.900131829	Negatively significant
16546	217178_at	RARG	-4.60786595	-2.804208174	0.608569825	0.12635	5.900131829	Negatively significant
13355	213975_s_at	LYZ	-4.507960849	-3.506663349	0.777882388	0.09379	6.697446941	Negatively significant
8381	208885_at	LCP1	-4.461312695	-1.843000894	0.413107312	0.26809	6.697446941	Negatively significant
19543	220178_at	C19orf28	-4.449208582	-2.952032035	0.663495986	0.11081	6.697446941	Negatively significant
19606	220241_at	C13orf11	-4.407911467	-2.247097499	0.509787349	0.26363	6.697446941	Negatively significant
