Probe Set ID	Gene Title	Gene Symbol	RefSeq Transcript ID
161719_f_at	RIKEN cDNA 1500034J01 gene	1500034J01Rik	XM_356085
97404_at	RIKEN cDNA 1500034J01 gene	1500034J01Rik	XM_356085
93844_at	RIKEN cDNA 1500040F11 gene	1500040F11Rik	NM_025352
97107_at	RIKEN cDNA 1700007D05 gene	1700007D05Rik	NM_028832
98890_at	RIKEN cDNA 1700012G19 gene	1700012G19Rik	NM_025954
104726_at	RIKEN cDNA 1700013L23 gene	1700013L23Rik	NM_027062
162220_r_at	RIKEN cDNA 1700014P03 gene	1700014P03Rik	NM_153527
104389_at	RIKEN cDNA 1700017B05 gene	1700017B05Rik	XM_134943
104593_at	RIKEN cDNA 1700023O11 gene	1700023O11Rik	NM_029339
95619_at	RIKEN cDNA 1700040I03 gene	1700040I03Rik	XM_132652
104670_at	RIKEN cDNA 1700065A05 gene	1700065A05Rik	XM_283972
104250_at	Leucine rich repeat containing 8	1700084E18Rik	NA
161380_f_at	RIKEN cDNA 1700093E07 gene	1700093E07Rik	NM_133685
97237_at	RIKEN cDNA 1810003N24 gene	1810003N24Rik	NM_025443
97356_at	RIKEN cDNA 1810008O21 gene	1810008O21Rik	NM_026938
103565_at	RIKEN cDNA 1810009A15 gene	1810009A15Rik	NM_025463
104041_at	RIKEN cDNA 1810009A16 gene	1810009A16Rik	XM_355528
92712_at	RIKEN cDNA 1810009J06 gene	1810009J06Rik	NM_023707
97885_at	RIKEN cDNA 1810009M01 gene	1810009M01Rik	NM_023056
160145_at	RIKEN cDNA 1810010M01 gene	1810010M01Rik	NM_026918
160486_at	RIKEN cDNA 1810010N17 gene	1810010N17Rik	NM_025455
95137_at	RIKEN cDNA 1810014L12 gene	1810014L12Rik	NM_133706
96713_at	RIKEN cDNA 1810018P12 gene	1810018P12Rik	NA
99154_s_at	RIKEN cDNA 1810020D17 gene	1810020D17Rik	NM_183251
94508_at	RIKEN cDNA 1810020E01 gene	1810020E01Rik	NM_025460
103540_at	RIKEN cDNA 1810021B22 gene	1810021B22Rik	NA
97775_at	Expressed sequence AA511254	1810021J13Rik	NM_025464
161169_f_at	RIKEN cDNA 1810030O07 gene	1810030O07Rik	NM_175141
96219_at	RIKEN cDNA 1810031K02 gene	1810031K02Rik	NM_133716
95406_at	RIKEN cDNA 1810037I17 gene	1810037I17Rik	NM_024461
94543_at	RIKEN cDNA 1810042K04 gene	1810042K04Rik	NM_025604
160983_at	RIKEN cDNA 1810044D09 gene	1810044D09Rik	NA
96878_at	RIKEN cDNA 1810044O22 gene	1810044O22Rik	NM_025558
94453_at	RIKEN cDNA 1810046J19 gene	1810046J19Rik	NM_025559
160178_r_at	RIKEN cDNA 1810056O20 gene	1810056O20Rik	NM_175277
97514_at	RIKEN cDNA 1810063B05 gene	1810063B05Rik	NM_174987
160414_at	RIKEN cDNA 1810073N04 gene	1810073N04Rik	NM_024249
95952_at	RIKEN cDNA 1810073P09 gene	1810073P09Rik	XM_127323
95105_at	RIKEN cDNA 2010110M21 gene	2010110M21Rik	NM_025933
160955_at	RIKEN cDNA 2010309E21 gene	2010309E21Rik	NM_025591
103567_at	RIKEN cDNA 2010313D22 gene	2010313D22Rik	NA
99188_at	RIKEN cDNA 2010315L10 gene	2010315L10Rik	NM_025917 /// NM_029768
96045_at	RIKEN cDNA 2010321M09 gene	2010321M09Rik	NM_175153
160702_at	RIKEN cDNA 2210008M09 gene	2210008M09Rik	NM_194055
100103_f_at	RIKEN cDNA 2210010C04 gene	2210010C04Rik	NM_023333
100104_r_at	RIKEN cDNA 2210010C04 gene	2210010C04Rik	NM_023333
92622_at	RIKEN cDNA 2210013K02 gene	2210013K02Rik	NM_023712
103601_at	RIKEN cDNA 2210013M04 gene	2210013M04Rik	NM_178595
161019_at	RIKEN cDNA 2210018M03 gene	2210018M03Rik	XM_355849
103560_at	RIKEN cDNA 2210402C18 gene	2210402C18Rik	NM_027309
160217_at	RIKEN cDNA 2310001A20 gene	2310001A20Rik	NM_027977
104334_at	RIKEN cDNA 2310004I24 gene	2310004I24Rik	NM_025510
160434_at	RIKEN cDNA 2310004K06 gene	2310004K06Rik	NM_020050
99157_at	RIKEN cDNA 2310004N24 gene	2310004N24Rik	XM_181318
103873_i_at	RIKEN cDNA 2310015N07 gene	2310015N07Rik	NM_025515
96122_at	RIKEN cDNA 2310016A09 gene	2310016A09Rik	NM_181588
97371_at	RIKEN cDNA 2310022K01 gene	2310022K01Rik	XM_355883
96261_at	RIKEN cDNA 2310028O11 gene	2310028O11Rik	NA
98941_r_at	RIKEN cDNA 2310032D16 gene	2310032D16Rik	NM_027096 /// NM_028802
104320_at	RIKEN cDNA 2310036D04 gene	2310036D04Rik	XM_488563 /// XM_489917
95086_at	RIKEN cDNA 2310036O22 gene	2310036O22Rik	NM_026760
104117_at	RIKEN cDNA 2310040A13 gene	2310040A13Rik	NA
96320_at	RIKEN cDNA 2310044H10 gene	2310044H10Rik	NM_197991
160067_at	RIKEN cDNA 2310057D15 gene	2310057D15Rik	NM_026421
162213_i_at	RIKEN cDNA 2310061B02 gene	2310061B02Rik	NM_027154
95520_at	RIKEN cDNA 2310061B02 gene	2310061B02Rik	NM_027154
160858_at	RIKEN cDNA 2310061C15 gene	2310061C15Rik	NM_026844
96212_at	RIKEN cDNA 2310061I04 gene	2310061I04Rik	XM_128627
101404_at	RIKEN cDNA 2310061I09 gene	2310061I09Rik	NM_027159
96271_at	RIKEN cDNA 2310075C12 gene	2310075C12Rik	NM_133739
96352_at	RIKEN cDNA 2400001E08 gene	2400001E08Rik	NM_025605
98069_s_at	RIKEN cDNA 2400003N08 gene	2400003N08Rik	NM_178622
102421_at	RIKEN cDNA 2400010G15 gene	2400010G15Rik	NM_029624
95090_at	RIKEN cDNA 2410001H17 gene	2410001H17Rik	NM_025889
160727_at	RIKEN cDNA 2410002F23 gene	2410002F23Rik	NM_025880
160283_at	RIKEN cDNA 2410005K20 gene	2410005K20Rik	NM_025546
162003_at	RIKEN cDNA 2410005K20 gene	2410005K20Rik	NM_025546
97256_at	RIKEN cDNA 2410011G03 gene	2410011G03Rik	NM_025551
100912_at	RIKEN cDNA 2410012M04 gene	2410012M04Rik	NM_027193
160716_at	RIKEN cDNA 2410018C17 gene	2410018C17Rik	NM_178390
102120_f_at	RIKEN cDNA 2410018L13 gene	2410018L13Rik	NM_028362
96780_at	RIKEN cDNA 2410022L05 gene	2410022L05Rik	NM_025556
100917_at	RIKEN cDNA 2410080P20 gene	2410080P20Rik	NM_026464
101971_at	RIKEN cDNA 2500002L14 gene	2500002L14Rik	NM_025607
96885_at	RIKEN cDNA 2510015F01 gene	2510015F01Rik	XM_354801
96325_at	RIKEN cDNA 2510039O18 gene	2510039O18Rik	NM_029841
97866_at	RIKEN cDNA 2510049I19 gene	2510049I19Rik	NM_026455
160845_at	RIKEN cDNA 2600001J17 gene	2600001J17Rik	NM_027411
93591_at	RIKEN cDNA 2600002E23 gene	2600002E23Rik	NM_026441
93130_at	RIKEN cDNA 2600005C20 gene	2600005C20Rik	NM_028244
103010_at	RIKEN cDNA 2610005L07 gene	2610005L07Rik	XM_486359
97252_at	RIKEN cDNA 2610012O22 gene	2610012O22Rik	NM_023536
98097_r_at	RIKEN cDNA 2610019N19 gene	2610019N19Rik	NA
160521_at	RIKEN cDNA 2610020N02 gene	2610020N02Rik	NM_181470
101053_at	RIKEN cDNA 2610031L17 gene	2610031L17Rik	NM_133701
93568_i_at	RIKEN cDNA 2610042L04 gene	2610042L04Rik	NM_025940
93569_f_at	RIKEN cDNA 2610042L04 gene	2610042L04Rik	NM_025940
103312_f_at	RIKEN cDNA 2610101J03 gene	2610101J03Rik	XM_130548
104229_at	RIKEN cDNA 2610200G18 gene	2610200G18Rik	NM_025998
162249_f_at	RIKEN cDNA 2610200G18 gene	2610200G18Rik	NM_025998
95927_f_at	RIKEN cDNA 2610201A13 gene	2610201A13Rik	NA
102368_at	RIKEN cDNA 2610208E05 gene	2610208E05Rik	NM_175364
103726_at	RIKEN cDNA 2610311I19 gene	2610311I19Rik	NM_023311
98538_at	RIKEN cDNA 2610507B11 gene	2610507B11Rik	NM_001002004
102011_at	RIKEN cDNA 2610507L03 gene	2610507L03Rik	NM_028120
160223_at	RIKEN cDNA 2610511O17 gene	2610511O17Rik	NM_152817
93774_at	RIKEN cDNA 2610524G07 gene	2610524G07Rik	NM_025596
96817_at	RIKEN cDNA 2700067D09 gene	2700067D09Rik	NM_028301
104403_at	RIKEN cDNA 2700078E11 gene	2700078E11Rik	NM_030197
162467_r_at	RIKEN cDNA 2700078K21 gene	2700078K21Rik	NM_028308
100955_at	RIKEN cDNA 2700084L22 gene	2700084L22Rik	NM_026024
96016_at	RIKEN cDNA 2700094K13 gene	2700094K13Rik	NA
102942_at	RIKEN cDNA 2810012G08 gene	2810012G08Rik	NA
97374_at	RIKEN cDNA 2810025M15 gene	2810025M15Rik	NM_027274
104423_at	RIKEN cDNA 2810047L02 gene	2810047L02Rik	NM_029766
95150_at	RIKEN cDNA 2810052M02 gene	2810052M02Rik	NM_023320
94759_at	RIKEN cDNA 2810402A17 gene	2810402A17Rik	XM_489366
97434_at	RIKEN cDNA 2810405F18 gene	2810405F18Rik	NM_028142
95451_at	RIKEN cDNA 2810405J04 gene	2810405J04Rik	NM_133747
97292_at	RIKEN cDNA 2810407C02 gene	2810407C02Rik	XM_283848
92191_at	RIKEN cDNA 2810410A08 gene	2810410A08Rik	XM_130324
100116_at	RIKEN cDNA 2810417H13 gene	2810417H13Rik	NM_026515
160400_at	RIKEN cDNA 2810422B04 gene	2810422B04Rik	NM_027275
160278_at	RIKEN cDNA 2810428I15 gene	2810428I15Rik	NM_025577
101505_at	RIKEN cDNA 2810442O16 gene	2810442O16Rik	NM_024196
103664_r_at	RIKEN cDNA 2810452K22 gene	2810452K22Rik	NM_026048
104393_at	RIKEN cDNA 2810453I06 gene	2810453I06Rik	NM_026050 /// NM_133703
92708_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b	2810457M08Rik	NM_172284
101856_at	RIKEN cDNA 2900008M13 gene	2900008M13Rik	XM_110121
96658_at	RIKEN cDNA 2900010J23 gene	2900010J23Rik	NM_175190
95707_at	RIKEN cDNA 2900010M23 gene	2900010M23Rik	NM_026063
98476_at	RIKEN cDNA 2900054D09 gene	2900054D09Rik	NA
97543_at	septin 2	2-Sep	NM_010891
94011_at	RIKEN cDNA 3100004P22 gene	3100004P22Rik	NM_133693
160706_at	RIKEN cDNA 3110004L20 gene	3110004L20Rik	XM_127295
97462_at	RIKEN cDNA 3110006P09 gene	3110006P09Rik	NM_026521
97463_g_at	RIKEN cDNA 3110006P09 gene	3110006P09Rik	NM_026521
94260_at	RIKEN cDNA 3110040D16 gene	3110040D16Rik	XM_126172
98029_at	RIKEN cDNA 3110056O03 gene	3110056O03Rik	NM_175195
98493_at	RIKEN cDNA 3200002M19 gene	3200002M19Rik	NM_027532
97412_at	RIKEN cDNA 3300001G02 gene	3300001G02Rik	NM_030093
97935_at	RIKEN cDNA 4121402D02 gene	4121402D02Rik	NM_028722
102343_at	hypothetical protein 425O18-1	425O18-1	NM_019421
93437_f_at	RIKEN cDNA 4632419I22 gene	4632419I22Rik	NM_175205
97097_at	RIKEN cDNA 4732465J09 gene	4732465J09Rik	XM_356161
96165_at	RIKEN cDNA 4732477C12 gene	4732477C12Rik	NA
95445_at	RIKEN cDNA 4833439L19 gene	4833439L19Rik	NM_133797
102233_at	RIKEN cDNA 4833442J19 gene	4833442J19Rik	NM_177101
100547_at	RIKEN cDNA 4921506I22 gene	4921506I22Rik	NM_025717
160982_at	RIKEN cDNA 4921526G09 gene	4921526G09Rik	NM_025729
160994_at	RIKEN cDNA 4930429A08 gene	4930429A08Rik	XM_131689
94243_at	RIKEN cDNA 4930432B04 gene	4930432B04Rik	XM_130287
103663_at	RIKEN cDNA 4930467B06 gene	4930467B06Rik	NM_026651 /// NM_029786
104639_i_at	RIKEN cDNA 4930553M18 gene	4930553M18Rik	NM_026541 /// NM_029248
93440_at	RIKEN cDNA 4930564D15 gene	4930564D15Rik	NA
95444_at	RIKEN cDNA 4930579A11 gene	4930579A11Rik	NM_029478
96089_at	RIKEN cDNA 4931406C07 gene	4931406C07Rik	NM_133732
99827_at	RIKEN cDNA 4933403M19 gene	4933403M19Rik	NA
103716_at	RIKEN cDNA 4933409L06 gene	4933409L06Rik	XM_129509
102895_at	RIKEN cDNA 4933421G18 gene	4933421G18Rik	NM_027707 /// NM_201232
104038_at	RIKEN cDNA 4933434E20 gene	4933434E20Rik	NM_025762 /// NM_027500
103221_at	RIKEN cDNA 5031425D22 gene	5031425D22Rik	NA
98495_at	RIKEN cDNA 5033414D02 gene	5033414D02Rik	NM_026362
97324_at	RIKEN cDNA 5133401N09 gene	5133401N09Rik	NM_198004
103343_at	RIKEN cDNA 5430432M24 gene	5430432M24Rik	NM_028666 /// NM_146127
102912_at	RIKEN cDNA 5430432P15 gene	5430432P15Rik	XM_129246
94955_at	RIKEN cDNA 5530600A18 gene	5530600A18Rik	NM_027799
103863_at	RIKEN cDNA 5630401J11 gene	5630401J11Rik	NM_134114
160922_at	RIKEN cDNA 5730405M13 gene	5730405M13Rik	NM_025671
103557_at	RIKEN cDNA 5730409F24 gene	5730409F24Rik	NM_181403
161005_at	RIKEN cDNA 5730420B22 gene	5730420B22Rik	NM_172597
97308_at	RIKEN cDNA 5730466P16 gene	5730466P16Rik	NM_173453
93244_at	RIKEN cDNA 5730502D15 gene	5730502D15Rik	NM_026485
104586_at	RIKEN cDNA 5730507C05 gene	5730507C05Rik	NA
104515_at	RIKEN cDNA 5730508B09 gene	5730508B09Rik	NM_027482
160686_at	RIKEN cDNA 5730555F13 gene	5730555F13Rik	NM_025690
160119_at	RIKEN cDNA 5730592L21 gene	5730592L21Rik	NM_029720
103223_at	RIKEN cDNA 5830406C15 gene	5830406C15Rik	NA
95655_at	RIKEN cDNA 5830411E10 gene	5830411E10Rik	NM_028696
94951_at	RIKEN cDNA 5830482G23 gene	5830482G23Rik	NA
100290_f_at	RIKEN cDNA 6230416J20 gene	6230416J20Rik	NM_173400
162260_at	RIKEN cDNA 6330407G11 gene	6330407G11Rik	NM_023423
103424_at	RIKEN cDNA 6330442E10 gene	6330442E10Rik	NM_178745
104207_at	RIKEN cDNA 6330505N24 gene	6330505N24Rik	XM_130991
161114_i_at	RIKEN cDNA 6330509M23 gene	6330509M23Rik	NA
95530_at	RIKEN cDNA 6330549H03 gene	6330549H03Rik	NA
95904_at	RIKEN cDNA 6430543G08 gene	6430543G08Rik	NA
160682_at	RIKEN cDNA 6430706D22 gene	6430706D22Rik	NM_198652
95523_at	RIKEN cDNA 6530401D17 gene	6530401D17Rik	NM_029541 /// NM_029823
101607_at	RIKEN cDNA 6720425G15 gene	6720425G15Rik	XM_203601
97311_at	RIKEN cDNA 6720456B07 gene	6720456B07Rik	NM_133937
94211_at	RIKEN cDNA 6720460F02 gene	6720460F02Rik	NM_144526
101929_at	RIKEN cDNA 6720463E02 gene	6720463E02Rik	NM_026556
160103_at	membrane-associated ring finger (C3HC4) 7	7-Mar	NM_020575
93158_at	RIKEN cDNA 9130206N08 gene	9130206N08Rik	XM_125729
161885_f_at	RIKEN cDNA 9130427A09 gene	9130427A09Rik	NM_026240
93484_at	RIKEN cDNA 9130427A09 gene	9130427A09Rik	NM_026240
95021_at	RIKEN cDNA 9430010O03 gene	9430010O03Rik	NM_176849
161104_at	RIKEN cDNA 9430099J10 gene	9430099J10Rik	NA
99624_at	RIKEN cDNA 9530068E07 gene	9530068E07Rik	NM_153117
160789_at	RIKEN cDNA 9530090G24 gene	9530090G24Rik	NM_145537
94995_at	RIKEN cDNA A030007L17 gene	A030007L17Rik	NM_026637
102695_at	RIKEN cDNA A130095M15 gene	A130095M15Rik	NA
97118_at	RIKEN cDNA A630007B06 gene	A630007B06Rik	NM_170757
96545_s_at	RIKEN cDNA A730042J05 gene	A730042J05Rik	NM_178708
96546_r_at	RIKEN cDNA A730042J05 gene	A730042J05Rik	NM_178708
160313_at	RIKEN cDNA A730098D12 gene	A730098D12Rik	XM_485639
103688_at	RIKEN cDNA A830006N08 gene	A830006N08Rik	NM_183173
160974_at	expressed sequence AA408556	AA408556	NM_199447
160163_at	expressed sequence AA415817	AA415817	NM_053181 /// NM_178853
97918_at	expressed sequence AA536743	AA536743	NM_145923
94899_at	expressed sequence AA536749	AA536749	NM_012027 /// NM_201245
94486_at	expressed sequence AA959742	AA959742	NM_133807
160968_at	alanine and arginine rich domain containing protein	Aard	NM_175503
94918_at	alanyl-tRNA synthetase	Aars	NM_146217
103389_at	aminoadipate-semialdehyde synthase	Aass	NM_013930
94354_at	ATP-binding cassette, sub-family A (ABC1), member 1	Abca1	NM_013454
104289_at	ATP-binding cassette, sub-family B (MDR/TAP), member 8	Abcb8	NM_029020
103800_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	Abcc5	NM_013790
103273_s_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 8	Abcc8	NA
97330_at	ATP-binding cassette, sub-family F (GCN20), member 1	Abcf1	NM_013854
160612_at	ATP-binding cassette, sub-family G (WHITE), member 1	Abcg1	NM_009593
93626_at	ATP-binding cassette, sub-family G (WHITE), member 2	Abcg2	NM_011920
102052_at	abhydrolase domain containing 5	Abhd5	NM_026179
101037_at	abl-interactor 1	Abi1	NM_007380
103574_at	actin-binding LIM protein 1	Ablim1	NM_178688
160303_at	acyl-Coenzyme A dehydrogenase family, member 9	Acad9	NM_172678
92581_at	acetyl-Coenzyme A dehydrogenase, medium chain	Acadm	NM_007382
99910_at	amiloride-sensitive cation channel 1, neuronal (degenerin)	Accn1	NM_007384
101515_at	acyl-Coenzyme A oxidase 1, palmitoyl	Acox1	NM_015729
98859_at	acid phosphatase 5, tartrate resistant	Acp5	NM_007388
97456_at	acyl-CoA synthetase long-chain family member 5	Acsl5	NM_027976
96573_at	actin, gamma, cytoplasmic 1	Actg1	NM_009609
