LocusLink	Name
2643	GTP cyclohydrolase 1 (dopa-responsive dystonia)
2764	Glia maturation factor, beta
2800	Golgi autoantigen, golgin subfamily a, 1
2804	Golgi autoantigen, golgin subfamily b, macrogolgin (with transmembrane signal), 1
2885	Growth factor receptor-bound protein 2
2911	Glutamate receptor, metabotropic 1
2937	Glutathione synthetase
2958	General transcription factor IIA, 2, 12kDa
2984	Guanylate cyclase 2C (heat stable enterotoxin receptor)
2992	Glycogenin
2999	Granzyme H (cathepsin G-like 2, protein h-CCPX)
3067	Histidine decarboxylase
3068	Hepatoma-derived growth factor (high-mobility group protein 1-like)
3093	Huntingtin interacting protein 2
3142	H2.0-like homeo box 1 (Drosophila)
3231	Homeo box D1
3376	Isoleucine-tRNA synthetase
3396	Immature colon carcinoma transcript 1
3428	Interferon, gamma-inducible protein 16
3597	Interleukin 13 receptor, alpha 1
3669	Interferon stimulated gene 20kDa
3685	Integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)
3712	Isovaleryl Coenzyme A dehydrogenase
3717	Janus kinase 2 (a protein tyrosine kinase)
3764	Potassium inwardly-rectifying channel, subfamily J, member 8
3766	Potassium inwardly-rectifying channel, subfamily J, member 10
3775	Potassium channel, subfamily K, member 1
3798	Kinesin family member 5A
3824	Killer cell lectin-like receptor subfamily D, member 1
3840	Karyopherin alpha 4 (importin alpha 3)
3916	Lysosomal-associated membrane protein 1
3959	Lectin, galactoside-binding, soluble, 3 binding protein
3993	Lethal giant larvae homolog 2 (Drosophila)
4026	LIM domain containing preferred translocation partner in lipoma
4071	Transmembrane 4 L six family member 1
4176	MCM7 minichromosome maintenance deficient 7 (S. cerevisiae)
4193	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)
4209	MADS box transcription enhancer factor 2, polypeptide D (myocyte enhancer factor 2D)
4212	Meis1, myeloid ecotropic viral integration site 1 homolog 2 (mouse)
4240
4291	Myeloid leukemia factor 1
4311	Membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase, CALLA, CD10)
4329	Aldehyde dehydrogenase 6 family, member A1
4351	Mannose phosphate isomerase
4648	Myosin VIIB
4702	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa
4711	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa
4726	NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)
4734	Neural precursor cell expressed, developmentally down-regulated 4
4781	Nuclear factor I/B
4814	Ninjurin 1
4851	Notch homolog 1, translocation-associated (Drosophila)
4885	Neuronal pentraxin II
4926	Nuclear mitotic apparatus protein 1
4931	Nuclear VCP-like
4957	Outer dense fiber of sperm tails 2
4982	Tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)
5047	Progestagen-associated endometrial protein (placental protein 14, pregnancy-associated endometrial alpha-2-globulin, alpha uterine protein)
5048	Platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa
5082	Phosducin-like
5087	Pre-B-cell leukemia transcription factor 1
5095	Propionyl Coenzyme A carboxylase, alpha polypeptide
5099	BH-protocadherin (brain-heart)
5126	Proprotein convertase subtilisin/kexin type 2
5173	Prodynorphin
5208	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
5222
5320	Phospholipase A2, group IIA (platelets, synovial fluid)
5327	Plasminogen activator, tissue
5362	In multiple clusters
5371	Promyelocytic leukemia
5423	Polymerase (DNA directed), beta
5428	Polymerase (DNA directed), gamma
5537	Protein phosphatase 6, catalytic subunit
5562	Protein kinase, AMP-activated, alpha 1 catalytic subunit
5565	Protein kinase, AMP-activated, beta 2 non-catalytic subunit
5635	Phosphoribosyl pyrophosphate synthetase-associated protein 1
5646	Protease, serine, 3 (mesotrypsin)
5652	Protease, serine, 8 (prostasin)
5660	Prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)
5664	Presenilin 2 (Alzheimer disease 4)
5701	Proteasome (prosome, macropain) 26S subunit, ATPase, 2
5784	In multiple clusters
5814	Purine-rich element binding protein B
5826	ATP-binding cassette, sub-family D (ALD), member 4
5830	Peroxisomal biogenesis factor 5
5833	In multiple clusters
5870	In multiple clusters
5879	Ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
5886	RAD23 homolog A (S. cerevisiae)
5888	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)
5900	Ral guanine nucleotide dissociation stimulator
5927	Jumonji, AT rich interactive domain 1A (RBBP2-like)
5932	Retinoblastoma binding protein 8
5965	RecQ protein-like (DNA helicase Q1-like)
6016	Ras-like without CAAX 1
6037	Ribonuclease, RNase A family, 3 (eosinophil cationic protein)
6039	Ribonuclease, RNase A family, k6
6117	Replication protein A1, 70kDa
6119	Replication protein A3, 14kDa
6138	Ribosomal protein L15
6146	Ribosomal protein L22
6238	Ribosome binding protein 1 homolog 180kDa (dog)
6256	Retinoid X receptor, alpha
6259	RYK receptor-like tyrosine kinase
6337	Sodium channel, nonvoltage-gated 1 alpha
6361	Chemokine (C-C motif) ligand 17
6375
6392	Succinate dehydrogenase complex, subunit D, integral membrane protein
6400	Sel-1 suppressor of lin-12-like (C. elegans)
6422	Secreted frizzled-related protein 1
6430	Splicing factor, arginine/serine-rich 5
6433	Splicing factor, arginine/serine-rich 8 (suppressor-of-white-apricot homolog, Drosophila)
6448	N-sulfoglucosamine sulfohydrolase (sulfamidase)
6457	SH3-domain GRB2-like 3
6495	Sine oculis homeobox homolog 1 (Drosophila)
6504	Signaling lymphocytic activation molecule family member 1
6565	Solute carrier family 15 (H+/peptide transporter), member 2
6575	Solute carrier family 20 (phosphate transporter), member 2
6579	Solute carrier organic anion transporter family, member 1A2
6634	Small nuclear ribonucleoprotein D3 polypeptide 18kDa
6676	Sperm associated antigen 4
6702	Small proline-rich protein 2C
6710	Spectrin, beta, erythrocytic (includes spherocytosis, clinical type I)
6712	Spectrin, beta, non-erythrocytic 2
6715	Steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)
6727	Signal recognition particle 14kDa (homologous Alu RNA binding protein)
6810	Syntaxin 4A (placental)
6811	Syntaxin 5A
6812	Syntaxin binding protein 1
6834	Surfeit 1
6850	Spleen tyrosine kinase
6867	Transforming, acidic coiled-coil containing protein 1
6878	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa
6917	Transcription elongation factor A (SII), 1
7077	Tissue inhibitor of metalloproteinase 2
7083	Thymidine kinase 1, soluble
7107	Transmembrane 7 superfamily member 1 (upregulated in kidney)
7155	Topoisomerase (DNA) II beta 180kDa
7157	Tumor protein p53 (Li-Fraumeni syndrome)
7220	Transient receptor potential cation channel, subfamily C, member 1
7248	Tuberous sclerosis 1
7319	Ubiquitin-conjugating enzyme E2A (RAD6 homolog)
7352	Uncoupling protein 3 (mitochondrial, proton carrier)
7357	UDP-glucose ceramide glucosyltransferase
7358	UDP-glucose dehydrogenase
7385	Ubiquinol-cytochrome c reductase core protein II
7531
7597	Zinc finger protein 46 (KUP)
7695	Zinc finger protein 136 (clone pHZ-20)
7705	Zinc finger protein 146
7760	Zinc finger protein 213
7879	RAB7, member RAS oncogene family
7979	Split hand/foot malformation (ectrodactyly) type 1
7984	Rho guanine nucleotide exchange factor (GEF) 5
7994	MYST histone acetyltransferase (monocytic leukemia) 3
8000	Prostate stem cell antigen
8019	Bromodomain containing 3
8089	YEATS domain containing 4
8106	Poly(A) binding protein, nuclear 1
8139	Giant axonal neuropathy (gigaxonin)
8195	McKusick-Kaufman syndrome
8289	AT rich interactive domain 1A (SWI- like)
8295	Transformation/transcription domain-associated protein
8301	Phosphatidylinositol binding clathrin assembly protein
8302	Killer cell lectin-like receptor subfamily C, member 4
8395	Phosphatidylinositol-4-phosphate 5-kinase, type I, beta
8443	Glyceronephosphate O-acyltransferase
8444	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3
8445	Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2
8451	Cullin 4A
8462	Kruppel-like factor 11
8483	Cartilage intermediate layer protein, nucleotide pyrophosphohydrolase
8493	Protein phosphatase 1D magnesium-dependent, delta isoform
8500	Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1
8531	Cold shock domain protein A
8537	Breast carcinoma amplified sequence 1
8548	Basic leucine zipper nuclear factor 1 (JEM-1)
8555	CDC14 cell division cycle 14 homolog B (S. cerevisiae)
8601	Regulator of G-protein signalling 20
8662	Eukaryotic translation initiation factor 3, subunit 9 eta, 116kDa
8675	Syntaxin 16
8677	Syntaxin 10
8739	Harakiri, BCL2 interacting protein (contains only BH3 domain)
8751	A disintegrin and metalloproteinase domain 15 (metargidin)
8754	A disintegrin and metalloproteinase domain 9 (meltrin gamma)
8764	Tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)
8772	Fas (TNFRSF6)-associated via death domain
8785	Matrilin 4
8800	Peroxisomal biogenesis factor 11A
8824	Carboxylesterase 2 (intestine, liver)
8826	IQ motif containing GTPase activating protein 1
8839	WNT1 inducible signaling pathway protein 2
8906	Adaptor-related protein complex 1, gamma 2 subunit
8972	Maltase-glucoamylase (alpha-glucosidase)
8985	Procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3
8992	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e
9016	Solute carrier family 25 (mitochondrial carrier, brain), member 14
9043	Sperm associated antigen 9
9051	Proline-serine-threonine phosphatase interacting protein 1
9054	NFS1 nitrogen fixation 1 (S. cerevisiae)
9070	Ash2 (absent, small, or homeotic)-like (Drosophila)
9095	T-box 19
9101	Ubiquitin specific protease 8
9123	Solute carrier family 16 (monocarboxylic acid transporters), member 3
9131	Programmed cell death 8 (apoptosis-inducing factor)
9146	Hepatocyte growth factor-regulated tyrosine kinase substrate
9154	Solute carrier family 28 (sodium-coupled nucleoside transporter), member 1
9158	Fibroblast growth factor (acidic) intracellular binding protein
9289	G protein-coupled receptor 56
9319	Thyroid hormone receptor interactor 13
9324	In multiple clusters
9328	General transcription factor IIIC, polypeptide 5, 63kDa
9329	General transcription factor IIIC, polypeptide 4, 90kDa
9382	Component of oligomeric golgi complex 1
9414	Tight junction protein 2 (zona occludens 2)
9447	Absent in melanoma 2
9448	Mitogen-activated protein kinase kinase kinase kinase 4
9512	Peptidase (mitochondrial processing) beta
9530	BCL2-associated athanogene 4
9550	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G isoform 1
9551	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit f, isoform 2
9556	Chromosome 14 open reading frame 2
9631	Nucleoporin 155kDa
9651	Phospholipase C-like 4
9666	Zinc finger DAZ interacting protein 3
9674	KIAA0040
9677	KIAA0377 gene product
9716	Aquarius homolog (mouse)
9819	TSC22 domain family 2
9833	Maternal embryonic leucine zipper kinase
9836	Leucine carboxyl methyltransferase 2
9851	KIAA0753 gene product
9857	Centrosome-associated protein 350
9858	KIAA0649
9887	Chromosome 1 open reading frame 16
9926	Lysophosphatidylglycerol acyltransferase 1
9933	KIAA0020
9976	C-type lectin domain family 2, member B
9986	RCE1 homolog, prenyl protein protease (S. cerevisiae)
10001	Mediator of RNA polymerase II transcription, subunit 6 homolog (yeast)
10016	Programmed cell death 6
10021	Hyperpolarization activated cyclic nucleotide-gated potassium channel 4
10057	ATP-binding cassette, sub-family C (CFTR/MRP), member 5
10066	Secretory carrier membrane protein 2
10092	Actin related protein 2/3 complex, subunit 5, 16kDa
10095
10099	Tetraspanin 3
10188	Tyrosine kinase, non-receptor, 2
10210	Topoisomerase I binding, arginine/serine-rich
10232	Mesothelin
10239	Adaptor-related protein complex 3, sigma 2 subunit
10248	Processing of precursor 7, ribonuclease P subunit (S. cerevisiae)
10294	DnaJ (Hsp40) homolog, subfamily A, member 2
10302	Small nuclear RNA activating complex, polypeptide 5, 19kDa
10432	RNA binding motif protein 14
10440	Translocase of inner mitochondrial membrane 17 homolog A (yeast)
10458	BAI1-associated protein 2
10509	Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B
10513	Amyloid beta precursor protein (cytoplasmic tail) binding protein 2
10555	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)
10558	Serine palmitoyltransferase, long chain base subunit 1
10569	Step II splicing factor SLU7
10584	Collectin sub-family member 10 (C-type lectin)
10599	Solute carrier organic anion transporter family, member 1B1
10605	Poly(A) binding protein interacting protein 1
10651	Metaxin 2
10818	Fibroblast growth factor receptor substrate 2
10842	Chromosome 7 open reading frame 16
10845	ClpX caseinolytic protease X homolog (E. coli)
10876	Family with sequence similarity 12, member A
10898	Cleavage and polyadenylation specific factor 4, 30kDa
10926	Activator of S phase kinase
10980	COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)
10987	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)
10993	Serine dehydratase
11009	Interleukin 24
11019	Lipoic acid synthetase
11041	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6
11043	Midline 2
11046	Solute carrier family 35, member D2
11052	Cleavage and polyadenylation specific factor 6, 68kDa
11064	Centrosomal protein 1
11065	Ubiquitin-conjugating enzyme E2C
11073	Topoisomerase (DNA) II binding protein 1
11083	Death associated transcription factor 1
11094	Chromosome 9 open reading frame 7
11123	Down syndrome critical region gene 1-like 2
11126	CD160 antigen
11154	Adaptor-related protein complex 4, sigma 1 subunit
11189	Trinucleotide repeat containing 4
11243	Polyamine-modulated factor 1
11264	Peroxisomal membrane protein 4, 24kDa
11311	Vacuolar protein sorting 45A (yeast)
22823	Likely ortholog of mouse metal response element binding transcription factor 2
22843	Protein phosphatase 1E (PP2C domain containing)
22876	Inositol polyphosphate-5-phosphatase F
22889	KIAA0907 protein
22890	Zinc finger and BTB domain containing 1
22893	Bromo adjacent homology domain containing 1
22894	KIAA1008
22916	Nuclear cap binding protein subunit 2, 20kDa
22926	Activating transcription factor 6
22948	Chaperonin containing TCP1, subunit 5 (epsilon)
22985	Apoptotic chromatin condensation inducer 1
23007	Phospholipase C-like 3
23011	RAB21, member RAS oncogene family
23062	Golgi associated, gamma adaptin ear containing, ARF binding protein 2
23077	MYC binding protein 2
23093	KIAA0998
23099	Zinc finger protein 297B
23114	Neurofascin
23126	Pogo transposable element with ZNF domain
23163	Golgi associated, gamma adaptin ear containing, ARF binding protein 3
23196	Chromosome 9 open reading frame 10
23203	Peptidase (mitochondrial processing) alpha
23208	Synaptotagmin XI
23210	Phosphatidylserine receptor
23229	Cdc42 guanine nucleotide exchange factor (GEF) 9
23265	Exocyst complex component 7
23350	U2-associated SR140 protein
23353	Unc-84 homolog A (C. elegans)
23368	Protein phosphatase 1, regulatory (inhibitor) subunit 13B
23386	NudC domain containing 3
23399	Dullard homolog (Xenopus laevis)
23528	Zinc finger protein 281
23582	Cyclin D-type binding-protein 1
23594	Origin recognition complex, subunit 6 homolog-like (yeast)
23609	Makorin, ring finger protein, 2
23660	Zinc finger protein 95 homolog (mouse)
23732	Chromosome 9 open reading frame 4
24144
25782
25788
25792	CDKN1A interacting zinc finger protein 1
25948	In multiple clusters
25958
25963	DKFZP564G2022 protein
25976	TCDD-inducible poly(ADP-ribose) polymerase
25983	Chromosome 14 open reading frame 120
25989	Unc-51-like kinase 3 (C. elegans)
26005	DKFZP586P0123 protein
26024	Pentatricopeptide repeat domain 1
26030	Pleckstrin homology domain containing, family G (with RhoGef domain) member 3
26064	Retinoic acid induced 14
26272	F-box protein 4
26468	LIM homeobox 6
26578	Osteoclast stimulating factor 1
26995	TruB pseudouridine (psi) synthase homolog 2 (E. coli)
26998	Fetuin B
27000	Zuotin related factor 1
27072	Vacuolar protein sorting 41 (yeast)
27097	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa
27183	Vacuolar protein sorting 4A (yeast)
27252	Kelch-like 20 (Drosophila)
27257	LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae)
27309	Zinc finger protein 330
27342	RAB guanine nucleotide exchange factor (GEF) 1
27445	In multiple clusters
28231	Solute carrier organic anion transporter family, member 4A1
28234	Solute carrier organic anion transporter family, member 1B3
28957	Mitochondrial ribosomal protein S28
28987	Likely ortholog of mouse nin one binding protein
29083	HSPC135 protein
29105	Likely ortholog of mouse gene trap locus 3
29855	Ubinuclein 1
29895	Fast skeletal myosin light chain 2
29896	Transformer-2 alpha
29927	Sec61 alpha 1 subunit (S. cerevisiae)
29960	FtsJ homolog 2 (E. coli)
29966	Striatin, calmodulin binding protein 3
29968	Phosphoserine aminotransferase 1
30000	Transportin 2 (importin 3, karyopherin beta 2b)
30815	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6
30833	5, 3-nucleotidase, cytosolic
30849	Phosphoinositide-3-kinase, regulatory subunit 4, p150
51043	Zinc finger and BTB domain containing 7B
51081	Mitochondrial ribosomal protein S7
51107	Anterior pharynx defective 1 homolog A (C. elegans)
51116	Mitochondrial ribosomal protein S2
51117	Coenzyme Q4 homolog (yeast)
51119	Shwachman-Bodian-Diamond syndrome
51125	Golgi autoantigen, golgin subfamily a, 7
51177	CK2 interacting protein 1; HQ0024c protein
51181	Dicarbonyl/L-xylulose reductase
51388	Comparative gene identification transcript 37
51398	PTD008 protein
51451	Leucine carboxyl methyltransferase 1
51496	Hypothetical protein HSPC129
51510	Chromatin modifying protein 5
51606	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H
51642	Mitochondrial ribosomal protein L48
51654	CDK5 regulatory subunit associated protein 1
51733	Ureidopropionase, beta
53829	Purinergic receptor P2Y, G-protein coupled, 13
54097	Family with sequence similarity 3, member B
54414	Cytosolic sialic acid 9-O-acetylesterase homolog
54437	Sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B
54464	5-3 exoribonuclease 1
54466	Spindlin family, member 2
54542	Membrane associated DNA binding protein
54617	Homolog of yeast INO80
54800	DRE1 protein
54823	Chromosome 1 open reading frame 26
54840	Aprataxin
54866	Protein phosphatase 1, regulatory (inhibitor) subunit 14D
54888	NOL1/NOP2/Sun domain family, member 2
54914	KIAA1797
54919	Hypothetical protein FLJ20397
54930	Chromosome 14 open reading frame 94
54931	RNA (guanine-9-) methyltransferase domain containing 1
54985	Host cell factor C1 regulator 1 (XPO1 dependant)
54994	Chromosome 20 open reading frame 11
54996	Hypothetical protein FLJ20605
55002	Chromosome 13 open reading frame 11
55017	Chromosome 14 open reading frame 119
55023	Pleckstrin homology domain interacting protein
55028	Lung cancer-related protein 8
55055	Zwilch
55142	Chromosome 15 open reading frame 25
55145	THAP domain containing, apoptosis associated protein 1
55154	Misato
55167	Ring finger protein 184
55180	Lines homolog 1 (Drosophila)
55186	Hypothetical protein FLJ10618
55191	NAD synthetase 1
55192	Hypothetical protein FLJ10634
55216	Hypothetical protein FLJ10726
55234	Smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)
55237	Chromosome 14 open reading frame 115
55243	Kin of IRRE like (Drosophila)
55249	YY1 associated protein 1
55253	Radical S-adenosyl methionine and flavodoxin domains 1
55257	Chromosome 20 open reading frame 20
55269	Paraspeckle component 1
55290	BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like
55317	Chromosome 20 open reading frame 29
55333	Synaptojanin 2 binding protein
55336	F-box and leucine-rich repeat protein 8
55339	WD repeat domain 33
55340	GTPase, IMAP family member 5
55501	Carbohydrate (chondroitin 4) sulfotransferase 12
55552	ZFP-36 for a zinc finger protein
55585	Ubiquitin-conjugating enzyme E2Q (putative)
55608	Ankyrin repeat domain 10
55621	Hypothetical protein FLJ20244
55646	Hypothetical protein FLJ20425
55652	Hypothetical protein FLJ20489
55666	Nuclear protein localization 4
55668	Chromosome 14 open reading frame 118
55684	Chromosome 9 open reading frame 86
55689	YEATS domain containing 2
55741	Chromosome 20 open reading frame 31
55744	Hypothetical protein FLJ10803
55746	Nucleoporin 133kDa
55773	Hypothetical protein FLJ11046
55784	Multiple C2-domains with two transmembrane regions 2
55793	Family with sequence similarity 63, member A
55795	Hypothetical protein FLJ11305
55811	Testicular soluble adenylyl cyclase
55812	Spermatogenesis associated 7
55827
55840	ELL associated factor 2
55848	Chromosome 9 open reading frame 46
55975	Kelch-like 7 (Drosophila)
56262	Leucine rich repeat containing 8
56650	Chromosome 3 open reading frame 4
56731
56853	Bruno-like 4, RNA binding protein (Drosophila)
56888	Potassium channel modulatory factor 1
56890	Mdm4, transformed 3T3 cell double minute 1, p53 binding protein (mouse)
56922	Methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)
56996	Solute carrier family 12 (potassium/chloride transporters), member 9
57018	Cyclin L1
57048
57092	PEST-containing nuclear protein
57094	Carboxypeptidase A6
57115	Peptidoglycan recognition protein 4
57119	Serine protease inhibitor-like, with Kunitz and WAP domains 1 (eppin)
57122	Nucleoporin 107kDa
57168	Similar to aspartate beta hydroxylase (ASPH)
57326	Pre-B-cell leukemia transcription factor interacting protein 1
57452	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 1
57522
57530	Cingulin
57552	Arylacetamide deacetylase-like 1
57594	KIAA1443
57634	E1A binding protein p400
57862	Zinc finger protein 410
58497	Prune homolog (Drosophila)
59335	PR domain containing 12
59343	SUMO1/sentrin/SMT3 specific protease 2
60490	Hypothetical protein MDS018
63826	Serine racemase
63894	Chromosome 14 open reading frame 133
63931	Mitochondrial ribosomal protein S14
63979	Fidgetin-like 1
64118	Dihydrouridine synthase 1-like (S. cerevisiae)
64397	Zinc finger protein 106 homolog (mouse)
64581	C-type lectin domain family 7, member A
64710	Nuclear ubiquitous casein kinase and cyclin-dependent kinase substrate
64779	Hypothetical protein FLJ12998
64786	TBC1 domain family, member 15
64794	DEAD (Asp-Glu-Ala-Asp) box polypeptide 31
64983	Mitochondrial ribosomal protein L32
65250	Hypothetical protein FLJ13231
65980	Bromodomain containing 9
65999
79002	Hypothetical protein MGC2803
79094	Hypothetical protein MGC4504
79095	Chromosome 9 open reading frame 16
79139	Der1-like domain family, member 1
79142	Hypothetical protein MGC2941
79157	Hypothetical protein ET
79169	Chromosome 1 open reading frame 35
79183
79228
79370	BCL2-like 14 (apoptosis facilitator)
79583
79626	Hypothetical protein FLJ23467
79630	Chromosome 1 open reading frame 54
79641	Leucine zipper domain protein
79659	Dynein, cytoplasmic, heavy polypeptide 2
79664	NMDA receptor regulated 2
79684	Hypothetical protein FLJ23342
79749
79789	Calmin (calponin-like, transmembrane)
79796	Asparagine-linked glycosylation 9 homolog (yeast, alpha 1,2 mannosyltransferase)
79858
79866	FLJ22624 protein
79892	Chromosome 10 open reading frame 119
79902	Pericentrin 1
79906	Hypothetical protein FLJ13941
79912	Hypothetical protein FLJ22028
79913	ARP5 actin-related protein 5 homolog (yeast)
79926
79957	Progestin and adipoQ receptor family member VI
79973	Zinc finger protein 442
80012	Polyhomeotic like 3 (Drosophila)
80071	Coiled-coil domain containing 15
80208	Hypothetical protein FLJ21439
80381	CD276 antigen
80777
80824	Dual specificity phosphatase 16
80896	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)
81488	Glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A
81552	Hypothetical protein DKFZp564K0822
81605	Chromosome 9 open reading frame 74
81607	Poliovirus receptor-related 4
81609	Sorting nexin family member 27
81611	Acidic (leucine-rich) nuclear phosphoprotein 32 family, member E
81622	Unc-93 homolog B1 (C. elegans)
81790	Ring finger protein 170
83543	Chromosome 9 open reading frame 58
83606	Chromosome 22 open reading frame 13
83638	Basophilic leukemia expressed protein BLES03
83737	Itchy homolog E3 ubiquitin protein ligase (mouse)
83752	Peroxisomal lon protease
83759	RNA binding motif protein 30
83787	SVH protein
83930	STARD3 N-terminal like
83935	AD031 protein
84124
84130
84232	Homolog of yeast MAF1
84261	F-box and WD-40 domain protein 9
84288	Hypothetical protein MGC12458
84292
84296	SLD5 homolog
84298	Hypothetical protein MGC14817
84318	Hypothetical protein MGC13183
