probe set	Entrez Gene	Gene Symbol	Gene Title
205097_at	1836	SLC26A2	solute carrier family 26 (sulfate transporter), member 2
205286_at	7022	TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)
205309_at	27293	SMPDL3B	sphingomyelin phosphodiesterase, acid-like 3B
205380_at	5174	PDZK1	PDZ domain containing 1
205413_at	744	MPPED2	metallophosphoesterase domain containing 2
205428_s_at	794	CALB2	calbindin 2, 29kDa (calretinin)
205440_s_at	4886	NPY1R	neuropeptide Y receptor Y1
205462_s_at	3241	HPCAL1	hippocalcin-like 1
205481_at	134	ADORA1	adenosine A1 receptor
205513_at	6947	TCN1	transcobalamin I (vitamin B12 binding protein, R binder family)
205591_at	10439	OLFM1	olfactomedin 1
205768_s_at	11001	SLC27A2	solute carrier family 27 (fatty acid transporter), member 2
205774_at	2161	F12	coagulation factor XII (Hageman factor)
205862_at	9687	GREB1	GREB1 protein
205899_at	8900	CCNA1	cyclin A1
206115_at	1960	EGR3	early growth response 3
206569_at	11009	IL24	interleukin 24
207076_s_at	445	ASS	argininosuccinate synthetase
207141_s_at	3760	KCNJ3	potassium inwardly-rectifying channel, subfamily J, member 3
207142_at	3760	KCNJ3	potassium inwardly-rectifying channel, subfamily J, member 3
207178_s_at	2444	FRK	fyn-related kinase
207196_s_at	10318	TNIP1	TNFAIP3 interacting protein 1
207400_at	4889	NPY5R	neuropeptide Y receptor Y5
207695_s_at	3547	IGSF1	immunoglobulin superfamily, member 1
207843_x_at	1528	CYB5	cytochrome b-5
207886_s_at	799	CALCR	calcitonin receptor
208305_at	5241	PGR	progesterone receptor
208336_s_at	9524	GPSN2	glycoprotein, synaptic 2
208534_s_at	10156 /// 401331	RASA4 /// FLJ21767	RAS p21 protein activator 4 /// hypothetical protein FLJ21767
208613_s_at	2317	FLNB	filamin B, beta (actin binding protein 278)
208614_s_at	2317	FLNB	filamin B, beta (actin binding protein 278)
208647_at	2222	FDFT1	farnesyl-diphosphate farnesyltransferase 1
208690_s_at	9124	PDLIM1	PDZ and LIM domain 1 (elfin)
208701_at	334	APLP2	Amyloid beta (A4) precursor-like protein 2
208788_at	60481	ELOVL5	ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)
208815_x_at	3308	HSPA4	heat shock 70kDa protein 4
208921_s_at	6717	SRI	sorcin
209030_s_at	23705	IGSF4	immunoglobulin superfamily, member 4
209031_at	23705	IGSF4	Immunoglobulin superfamily, member 4
209032_s_at	23705	IGSF4	immunoglobulin superfamily, member 4
209108_at	7105	TSPAN6	tetraspanin 6
209184_s_at	8660	IRS2	insulin receptor substrate 2
209185_s_at	8660	IRS2	insulin receptor substrate 2
209191_at	84617	TUBB6	tubulin, beta 6
209339_at	6478	SIAH2	seven in absentia homolog 2 (Drosophila) /// seven in absentia homolog 2 (Drosophila)
209366_x_at	1528	CYB5	cytochrome b-5
209377_s_at	9324	HMGN3	high mobility group nucleosomal binding domain 3
209443_at	5104	SERPINA5	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5
209460_at	18	ABAT	4-aminobutyrate aminotransferase
209605_at	7263	TST	thiosulfate sulfurtransferase (rhodanese)
209609_s_at	65005	MRPL9	mitochondrial ribosomal protein L9
209610_s_at	6509	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
209611_s_at	6509	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
209681_at	10560	SLC19A2	solute carrier family 19 (thiamine transporter), member 2
209687_at	6387	CXCL12	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)
209702_at	79068	FTO	fatso
209730_at	6405	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F
210027_s_at	328	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1
210086_at	55806	HR	hairless homolog (mouse)
210609_s_at	9540	TP53I3	tumor protein p53 inducible protein 3
210652_s_at	22996	C1orf34	chromosome 1 open reading frame 34
210735_s_at	771	CA12	carbonic anhydrase XII
210762_s_at	10395	DLC1	deleted in liver cancer 1
210855_at	9687	GREB1	GREB1 protein
210950_s_at	2222	FDFT1	farnesyl-diphosphate farnesyltransferase 1
211484_s_at	1826	DSCAM	Down syndrome cell adhesion molecule
211548_s_at	3248	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
211596_s_at	26018	LRIG1	leucine-rich repeats and immunoglobulin-like domains 1 /// leucine-rich repeats and immunoglobulin-like domains 1
212010_s_at	55573	H41	hypothetical protein H41
212119_at	23433	RHOQ	ras homolog gene family, member Q
212135_s_at	493	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4
212136_at	493	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4
212185_x_at	4502	MT2A	metallothionein 2A
212239_at	5295	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha)
212240_s_at	5295	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha)
212344_at	23213	SULF1	sulfatase 1
212353_at	23213	SULF1	sulfatase 1
212354_at	23213	SULF1	sulfatase 1
212489_at	1289	COL5A1	collagen, type V, alpha 1
212526_at	23111	SPG20	spastic paraplegia 20, spartin (Troyer syndrome)
212552_at	3241	HPCAL1	hippocalcin-like 1
212593_s_at	27250	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)
212594_at	27250	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)
212624_s_at	1123	CHN1	chimerin (chimaerin) 1
212665_at	25976	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase
212677_s_at	23177	KIAA0582	KIAA0582
212706_at	10156 /// 401331	RASA4 /// FLJ21767	RAS p21 protein activator 4 /// hypothetical protein FLJ21767
212810_s_at	6509	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
212811_x_at	6509	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
212846_at	23076	KIAA0179	KIAA0179
213043_s_at	9862	THRAP4	thyroid hormone receptor associated protein 4
213110_s_at	1287	COL4A5	collagen, type IV, alpha 5 (Alport syndrome)
213122_at	85453	TSPYL5	TSPY-like 5
213131_at	10439	OLFM1	olfactomedin 1
213223_at	6158	RPL28	ribosomal protein L28
213333_at	4191	MDH2	malate dehydrogenase 2, NAD (mitochondrial)
213546_at	222161	DKFZp586I1420	hypothetical protein DKFZp586I1420
213548_s_at	55573	H41	hypothetical protein H41
213554_s_at	55573	H41	hypothetical protein H41
213574_s_at	NA	NA	Transcribed locus, weakly similar to NP_997349.1 FLJ46489 protein [Homo sapiens]
213649_at	6432	SFRS7	splicing factor, arginine/serine-rich 7, 35kDa
213712_at	54898	ELOVL2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2
213725_x_at	283824	LOC283824	hypothetical protein LOC283824
213745_at	26033	ATRNL1	attractin-like 1
213762_x_at	27316	RBMX	RNA binding motif protein, X-linked
213906_at	4603	MYBL1	v-myb myeloblastosis viral oncogene homolog (avian)-like 1
214023_x_at	347733	TUBB-PARALOG	tubulin, beta polypeptide paralog
214164_x_at	771	CA12	carbonic anhydrase XII
214449_s_at	23433	RHOQ	ras homolog gene family, member Q
214484_s_at	10280	OPRS1	opioid receptor, sigma 1
214661_s_at	8602	C4orf9	chromosome 4 open reading frame 9
214710_s_at	891	CCNB1	cyclin B1
214827_at	84612	PARD6B	par-6 partitioning defective 6 homolog beta (C. elegans)
215119_at	23026	MYR8	myosin heavy chain Myr 8
215152_at	4602	MYB	v-myb myeloblastosis viral oncogene homolog (avian)
215543_s_at	9215	LARGE	like-glycosyltransferase
215692_s_at	744	MPPED2	metallophosphoesterase domain containing 2
215867_x_at	771	CA12	carbonic anhydrase XII
216048_s_at	22836	RHOBTB3	Rho-related BTB domain containing 3
216109_at	23389	THRAP2	Thyroid hormone receptor associated protein 2
216465_at	27286	SRPX2	Sushi-repeat-containing protein, X-linked 2
217191_x_at	NA	NA	NA
217289_s_at	2542	SLC37A4	solute carrier family 37 (glycerol-6-phosphate transporter), member 4
217762_s_at	11031	RAB31	RAB31, member RAS oncogene family
217763_s_at	11031	RAB31	RAB31, member RAS oncogene family
217764_s_at	11031	RAB31	RAB31, member RAS oncogene family
217786_at	10419	SKB1	SKB1 homolog (S. pombe)
217911_s_at	9531	BAG3	BCL2-associated athanogene 3
218057_x_at	10328	COX4NB	COX4 neighbor
218212_s_at	4338	MOCS2	molybdenum cofactor synthesis 2
218224_at	9240	PNMA1	paraneoplastic antigen MA1
218236_s_at	23683	PRKD3	protein kinase D3
218245_at	25987	LRRC54	leucine rich repeat containing 54
218258_at	51082	POLR1D	polymerase (RNA) I polypeptide D, 16kDa
218276_s_at	60485	SAV1	salvador homolog 1 (Drosophila)
218316_at	26520	TIMM9	translocase of inner mitochondrial membrane 9 homolog (yeast)
218561_s_at	57128	C6orf149	chromosome 6 open reading frame 149
218592_s_at	27440	CECR5	cat eye syndrome chromosome region, candidate 5
218668_s_at	57826	RAP2C	RAP2C, member of RAS oncogene family
218669_at	57826	RAP2C	RAP2C, member of RAS oncogene family
218670_at	80324	PUS1	pseudouridylate synthase 1
218692_at	55638	FLJ20366	hypothetical protein FLJ20366
218725_at	79751	SLC25A22	solute carrier family 25 (mitochondrial carrier: glutamate), member 22
218755_at	10112	KIF20A	kinesin family member 20A
218786_at	51559	TU12B1-TY	TU12B1-TY protein
218997_at	64425	PRAF1	polymerase (RNA) I associated factor 1
219061_s_at	8270	DXS9879E	DNA segment on chromosome X (unique) 9879 expressed sequence
219197_s_at	57758	SCUBE2	signal peptide, CUB domain, EGF-like 2
219202_at	79651	RHBDL6	rhomboid, veinlet-like 6 (Drosophila)
219255_x_at	55540	IL17RB	interleukin 17 receptor B
219260_s_at	23587	DERP6	S-phase 2 protein
219287_at	27345	KCNMB4	potassium large conductance calcium-activated channel, subfamily M, beta member 4
219612_s_at	2266	FGG	fibrinogen gamma chain
219662_at	79074	MGC5509	hypothetical protein MGC5509
219702_at	10761	PLAC1	placenta-specific 1
219932_at	28965	SLC27A6	solute carrier family 27 (fatty acid transporter), member 6
220029_at	54898	ELOVL2	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2
220038_at	23678	SGK3	serum/glucocorticoid regulated kinase family, member 3
220147_s_at	58516	FAM60A	family with sequence similarity 60, member A
220177_s_at	64699	TMPRSS3	transmembrane protease, serine 3
220305_at	78993	MGC3260	hypothetical protein MGC3260
220486_x_at	84187		hypothetical protein FLJ22679
220647_s_at	51287	CHCHD8	coiled-coil-helix-coiled-coil-helix domain containing 8
220666_at	NA	NA	NA
220940_at	57730	KIAA1641	KIAA1641
221046_s_at	29083	HSPC135	HSPC135 protein
221189_s_at	80222	TARSL1	threonyl-tRNA synthetase-like 1
221261_x_at	81557	MAGED4	melanoma antigen family D, 4 /// melanoma antigen family D, 4
221510_s_at	2744	GLS	glutaminase
221513_s_at	10813 /// 9724	UTP14C /// UTP14A	UTP14, U3 small nucleolar ribonucleoprotein, homolog C (yeast) /// UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)
221570_s_at	29081	METTL5	methyltransferase like 5
221601_s_at	9214	FAIM3	Fas apoptotic inhibitory molecule 3 /// Fas apoptotic inhibitory molecule 3
221614_s_at	9501	RPH3AL	rabphilin 3A-like (without C2 domains)
221667_s_at	26353	HSPB8	heat shock 22kDa protein 8
221731_x_at	1462	CSPG2	chondroitin sulfate proteoglycan 2 (versican)
221894_at	90956	ADCK2	aarF domain containing kinase 2
221973_at	NA	NA	CDNA clone IMAGE:5217021, with apparent retained intron
222062_at	9466	IL27RA	interleukin 27 receptor, alpha
222217_s_at	11000	SLC27A3	solute carrier family 27 (fatty acid transporter), member 3
222325_at	196475	RMST	Rhabdomyosarcoma 2 associated transcript (non-coding RNA)
222338_x_at	401499	LOC401499	Hypothetical LOC401499
222557_at	50861	STMN3	stathmin-like 3
222685_at	54801	FAM29A	family with sequence similarity 29, member A
222728_s_at	79101	MGC5306	hypothetical protein MGC5306
222760_at	80139	ZNF703	zinc finger protein 703
222857_s_at	27345	KCNMB4	potassium large conductance calcium-activated channel, subfamily M, beta member 4
223201_s_at	84187		hypothetical protein FLJ22679
223202_s_at	84187		hypothetical protein FLJ22679
223234_at	10459	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)
223281_s_at	1355	COX15	COX15 homolog, cytochrome c oxidase assembly protein (yeast)
223313_s_at	81557	MAGED4	melanoma antigen family D, 4
223413_s_at	55646	LYAR	hypothetical protein FLJ20425
223487_x_at	59345	GNB4	guanine nucleotide binding protein (G protein), beta polypeptide 4
223488_s_at	59345	GNB4	guanine nucleotide binding protein (G protein), beta polypeptide 4
223551_at	5570	PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta
223691_at	26166	RGS22	regulator of G-protein signalling 22
223836_at	83888	KSP37	Ksp37 protein
223949_at	64699	TMPRSS3	transmembrane protease, serine 3
224071_at	50604	IL20	interleukin 20
224129_s_at	84661	LOC84661	dpy-30-like protein
224156_x_at	55540	IL17RB	interleukin 17 receptor B
224361_s_at	55540	IL17RB	interleukin 17 receptor B /// interleukin 17 receptor B
224646_x_at	283120	H19	H19, imprinted maternally expressed untranslated mRNA
224822_at	10395	DLC1	deleted in liver cancer 1
224840_at	2289	FKBP5	FK506 binding protein 5
224856_at	2289	FKBP5	FK506 binding protein 5
224959_at	1836	SLC26A2	solute carrier family 26 (sulfate transporter), member 2
224963_at	1836	SLC26A2	solute carrier family 26 (sulfate transporter), member 2
224997_x_at	283120	H19	H19, imprinted maternally expressed untranslated mRNA
225030_at	91272	FAM44B	family with sequence similarity 44, member B
225078_at	2013	EMP2	epithelial membrane protein 2
225096_at	55352	HSA272196	hypothetical protein, clone 2746033
225105_at	387882	LOC387882	hypothetical protein
225202_at	22836	RHOBTB3	Rho-related BTB domain containing 3
225240_s_at	124540	MSI2	musashi homolog 2 (Drosophila)
225330_at	145815	MGC18216	hypothetical protein MGC18216
225379_at	4137	MAPT	microtubule-associated protein tau
225403_at	138716	C9orf23	chromosome 9 open reading frame 23
225680_at	222229	DKFZp434K1815	hypothetical protein DKFZp434K1815
225710_at	NA	NA	CDNA FLJ34013 fis, clone FCBBF2002111
225816_at	79960	PHF17	PHD finger protein 17
225944_at	57486	NLN	neurolysin (metallopeptidase M3 family)
225953_at	55197	P15RS	hypothetical protein FLJ10656
226116_at	117583	ALS2CR19	Amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 19
226224_at	3607	FOXK2	Forkhead box K2
226276_at	153339	MGC23909	hypothetical protein MGC23909
226279_at	11098	PRSS23	protease, serine, 23
226346_at	92312	LOC92312	Hypothetical protein LOC92312
226358_at	145842	LOC145842	hypothetical protein LOC145842
226473_at	84733	CBX2	chromobox homolog 2 (Pc class homolog, Drosophila)
226748_at	256586	LYSMD2	LysM, putative peptidoglycan-binding, domain containing 2
226829_at	84632	KIAA1914	KIAA1914
226845_s_at	150678	MYEOV2	myeloma overexpressed 2
226851_at	127018	LYPLAL1	lysophospholipase-like 1
226962_at	360023	ZBTB41	zinc finger and BTB domain containing 41
227019_at	400793	LOC400793	hypothetical gene supported by AK125122
227094_at	55526	DHTKD1	dehydrogenase E1 and transketolase domain containing 1
227182_at	203328	SUSD3	sushi domain containing 3
227192_at	112476	LOC112476	similar to lymphocyte antigen 6 complex, locus G5B; G5b protein; open reading frame 31
227285_at	148523	C1orf51	chromosome 1 open reading frame 51
227314_at	3673	ITGA2	Integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)
227488_at	84848	MGC16121	hypothetical protein MGC16121
227512_at	92312	LOC92312	hypothetical protein LOC92312
227627_at	23678	SGK3	serum/glucocorticoid regulated kinase family, member 3
227703_s_at	94121	SYTL4	synaptotagmin-like 4 (granuphilin-a)
227758_at	85004	RERG	RAS-like, estrogen-regulated, growth inhibitor
228235_at	84848	MGC16121	hypothetical protein MGC16121
228554_at	NA	NA	MRNA; cDNA DKFZp586G0321 (from clone DKFZp586G0321)
228564_at	375295	LOC375295	hypothetical gene supported by BC013438
228613_at	NA	NA	CDNA FLJ37498 fis, clone BRAWH2016028
228746_s_at	55573	CDV3	CDV3 homolog (mouse)
228805_at	375484	FLJ44216	FLJ44216 protein
228993_s_at	92482	LOC92482	hypothetical protein LOC92482
229004_at	NA	NA	CDNA FLJ26557 fis, clone LNF01992
229019_at	151126	ZNF533	zinc finger protein 533
229391_s_at	441168	LOC441168	hypothetical protein LOC441168
229638_at	79191	IRX3	iroquois homeobox protein 3
229649_at	9369	NRXN3	neurexin 3
229782_at	196475	NCRMS	non-coding RNA in rhabdomyosarcoma (RMS)
229784_at	84848	MGC16121	Hypothetical protein MGC16121
229947_at	51050	PI15	peptidase inhibitor 15
230178_s_at	55250	STATIP1	Signal transducer and activator of transcription 3 interacting protein 1
230593_at	NA	NA	Transcribed locus
230630_at	205	AK3L1	Adenylate kinase 3-like 1
230746_s_at	6781	STC1	Stanniocalcin 1
230836_at	7903	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
230964_at	341640	FREM2	FRAS1 related extracellular matrix protein 2
231013_at	NA	NA	NA
231709_x_at	23026		Myosin heavy chain Myr 8
231882_at	84312	BRMS1L	Breast cancer metastasis-suppressor 1-like
232057_at	84138	SLC7A6OS	solute carrier family 7, member 6 opposite strand
232210_at	NA	NA	NA
232307_at	23389	THRAP2	Thyroid hormone receptor associated protein 2
232614_at	NA	NA	CDNA FLJ12049 fis, clone HEMBB1001996
232793_at	23705	IGSF4	Immunoglobulin superfamily, member 4
233030_at	80339	ADPN	adiponutrin
233059_at	3760	KCNJ3	Potassium inwardly-rectifying channel, subfamily J, member 3
233302_at	64919	BCL11B	B-cell CLL/lymphoma 11B (zinc finger protein)
233310_at	NA	NA	Clone 25119 mRNA sequence
233388_at	126626	MGC29891	Hypothetical protein MGC29891
233744_at	85004	RERG	RAS-like, estrogen-regulated, growth inhibitor
233888_s_at	57522	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1
234057_at	85004	RERG	RAS-like, estrogen-regulated, growth inhibitor
234638_at	9215	LARGE	Like-glycosyltransferase
234875_at	133748 /// 388474 /// 6130	RPL7A /// LOC133748 /// LOC388474	ribosomal protein L7a /// similar to 60S ribosomal protein L7a (Surfeit locus protein 3) (PLA-X polypeptide) /// similar to 60S ribosomal protein L7a (Surfeit locus protein 3) (PLA-X polypeptide)
235004_at	221662	RBM24	RNA binding motif protein 24
235148_at	200634	KRTCAP3	keratinocyte associated protein 3
235153_at	138065	RNF183	ring finger protein 183
235165_at	84612	PARD6B	par-6 partitioning defective 6 homolog beta (C. elegans)
235392_at	3667	IRS1	Insulin receptor substrate 1
235623_at	55250	STATIP1	Signal transducer and activator of transcription 3 interacting protein 1
235875_at	6509	SLC1A4	Solute carrier family 1 (glutamate/neutral amino acid transporter), member 4
235924_at	NA	NA	CDNA FLJ42287 fis, clone TLIVE2005866
236060_at	57721	KIAA1627	KIAA1627 protein
236934_at	NA	NA	NA
237268_at	1826	DSCAM	Down syndrome cell adhesion molecule
237377_at	3480	IGF1R	Insulin-like growth factor 1 receptor
237881_at	3480	IGF1R	Insulin-like growth factor 1 receptor
238047_at	158763	FLJ30058	hypothetical protein FLJ30058
238055_at	5205	ATP8B1	ATPase, Class I, type 8B, member 1 /// CDNA FLJ31469 fis, clone NT2NE2001428
238077_at	200845	KCTD6	potassium channel tetramerisation domain containing 6
238481_at	4256	MGP	matrix Gla protein
238544_at	3480	IGF1R	Insulin-like growth factor 1 receptor
238592_at	27295	PDLIM3	PDZ and LIM domain 3
238625_at	199920	C1orf168	chromosome 1 open reading frame 168
238709_at	55250	STATIP1	Signal transducer and activator of transcription 3 interacting protein 1
238883_at	23389	THRAP2	Thyroid hormone receptor associated protein 2
