Probesets	Symbol	Title
1419580_at	---	---
1419633_at		Unc4.1 homeobox (C. elegans)
1419662_at	Ogn	osteoglycin
1419663_at	Ogn	osteoglycin
1419669_at	Prtn3	proteinase 3
1419672_at	Spock1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1
1419811_at	D16Wsu65e	DNA segment, Chr 16, Wayne State University 65, expressed
1419834_x_at	Mark1	MAP/microtubule affinity-regulating kinase 1
1420429_at	Pcdhb3	protocadherin beta 3
1420443_at	Pcdhb19	protocadherin beta 19
1420484_a_at	Vtn	vitronectin
1420505_a_at	Stxbp1	syntaxin binding protein 1
1420512_at	Dkk2	dickkopf homolog 2 (Xenopus laevis)
1420619_a_at	Aes	amino-terminal enhancer of split
1420631_a_at	Blcap	bladder cancer associated protein homolog (human)
1420649_at	Atbf1	AT motif binding factor 1
1420834_at	Vamp2	vesicle-associated membrane protein 2
1420838_at	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2
1420903_at	St6galnac3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosamini...
1420950_at	Znrf1	zinc and ring finger 1
1421118_a_at	Gpr56	G protein-coupled receptor 56
1421163_a_at	Nfia	nuclear factor I/A
1421175_at	Myt1l	myelin transcription factor 1-like
1421203_at	Chrna4	cholinergic receptor, nicotinic, alpha polypeptide 4
1421297_a_at	Cacna1c	calcium channel, voltage-dependent, L type, alpha 1C subunit
1421369_a_at	Mab21l1	mab-21-like 1 (C. elegans)
1421399_at	Insm1	insulinoma-associated 1
1421447_at	Onecut1	one cut domain, family member 1
1421472_at	2900083I11Rik	RIKEN cDNA 2900083I11 gene
1421539_at	Zic4	zinc finger protein of the cerebellum 4
1421567_at	Npas3	neuronal PAS domain protein 3
1421951_at	Lhx1	LIM homeobox protein 1
1421963_a_at	Cdc25b	cell division cycle 25 homolog B (S. cerevisiae)
1421970_a_at	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)
1422014_at	Foxp2	forkhead box P2
1422117_s_at	Khdrbs2	KH domain containing, RNA binding, signal transduction associated 2
1422164_at	Pou3f4	POU domain, class 3, transcription factor 4
1422331_at	Pou3f3	POU domain, class 3, transcription factor 3
1422433_s_at	Idh1	isocitrate dehydrogenase 1 (NADP+), soluble
1422466_at	Nxn	nucleoredoxin
1422550_a_at	Mtap6	microtubule-associated protein 6
1422564_at	Actl6b	actin-like 6B
1422596_at	C030019F02Rik	RIKEN cDNA C030019F02 gene
1422635_at	Ache	acetylcholinesterase
1422670_at	Rnd2	Rho family GTPase 2
1422694_at	Ttyh1	tweety homolog 1 (Drosophila)
1422695_at	Ttyh1; Taf1	tweety homolog 1 (Drosophila); TAF1 RNA polymerase II, TATA box binding prote...
1422728_at	Inha	inhibin alpha
1422729_at	Pcdhb10	protocadherin beta 10
1422751_at	Tle1	transducin-like enhancer of split 1, homolog of Drosophila E(spl)
1422773_at	Myt1	myelin transcription factor 1
1422779_at	Smpd3	sphingomyelin phosphodiesterase 3, neutral
1422825_at	Cart	cocaine and amphetamine regulated transcript
1422835_at	Kcnd2	potassium voltage-gated channel, Shal-related family, member 2
1422839_at	Neurog2	neurogenin 2
1422977_at	Gp1bb	glycoprotein Ib, beta polypeptide
1423101_at	Paqr4	progestin and adipoQ receptor family member IV
1423106_at	Ube2b	ubiquitin-conjugating enzyme E2B, RAD6 homology (S. cerevisiae)
1423172_at	Napb	N-ethylmaleimide sensitive fusion protein attachment protein beta
1423173_at	Napb	N-ethylmaleimide sensitive fusion protein attachment protein beta
1423328_at	Gdap1	ganglioside-induced differentiation-associated-protein 1
1423340_at	Tcfap2b	transcription factor AP-2 beta
1423377_at	Igfbpl1	insulin-like growth factor binding protein-like 1
1423507_a_at	Sirt2	sirtuin 2 (silent mating type information regulation 2, homolog) 2 (S. cerevi...
1423594_a_at	Ednrb	endothelin receptor type B
1423671_at	Dner	delta/notch-like EGF-related receptor
1423672_at	2510042P03Rik	RIKEN cDNA 2510042P03 gene
1423702_at	H1f0	H1 histone family, member 0
1423785_at	Egln1	EGL nine homolog 1 (C. elegans)
1423833_a_at	Brp44	brain protein 44
1423902_s_at	Arhgef12	Rho guanine nucleotide exchange factor (GEF) 12
1423906_at	Hsbp1	heat shock factor binding protein 1
1423966_at	Cd99l2	Cd99 antigen-like 2
1423978_at	Sbk1	SH3-binding kinase 1
1424133_at	Tmem98	transmembrane protein 98
1424137_at	Gprin1	G protein-regulated inducer of neurite outgrowth 1
1424150_at	Gdpd5	glycerophosphodiester phosphodiesterase domain containing 5
1424268_at	Smox	spermine oxidase
1424402_at	Rufy3	RUN and FYVE domain containing 3
1424403_a_at	Rufy3	RUN and FYVE domain containing 3
1424437_s_at	Abcg4	ATP-binding cassette, sub-family G (WHITE), member 4
1424455_at	Gprasp1	G protein-coupled receptor associated sorting protein 1
1424463_at	2210010L05Rik	RIKEN cDNA 2210010L05 gene
1424482_at	Arhgef7	Rho guanine nucleotide exchange factor (GEF7)
1424667_a_at	Cutl1	cut-like 1 (Drosophila)
1424679_at	Mab21l1	mab-21-like 1 (C. elegans)
1424690_at	5930434B04Rik	RIKEN cDNA 5930434B04 gene
1424694_at	2010011I20Rik	RIKEN cDNA 2010011I20 gene
1424718_at	Mapt	microtubule-associated protein tau
1424719_a_at	Mapt	microtubule-associated protein tau
1424757_at	BC018242	cDNA sequence BC018242
1424782_at	Tmem77	transmembrane protein 77
1424895_at	Gpsm2	G-protein signalling modulator 2 (AGS3-like, C. elegans)
1425115_at	Rbbp6	retinoblastoma binding protein 6
1425231_a_at	Zfp46	zinc finger protein 46
1425323_a_at	BC008155	cDNA sequence BC008155
1425526_a_at	Prrx1	paired related homeobox 1
1425534_at	Stau2	staufen (RNA binding protein) homolog 2 (Drosophila)
1425574_at	Epha3	Eph receptor A3
1425603_at	0610011I04Rik	RIKEN cDNA 0610011I04 gene
1425611_a_at	Cutl1	cut-like 1 (Drosophila)
1425975_a_at	Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3
1426010_a_at		erythrocyte protein band 4.1-like 3
1426012_a_at	2610301G19Rik	RIKEN cDNA 2610301G19 gene
1426083_a_at	Btg1	B-cell translocation gene 1, anti-proliferative
1426255_at	Nefl	neurofilament, light polypeptide
1426263_at	Igsf4c	immunoglobulin superfamily, member 4C
1426282_at	Hnt	neurotrimin
1426283_at	Hnt	neurotrimin
1426314_at	Ednrb	endothelin receptor type B
1426427_at	Ttll1	tubulin tyrosine ligase-like 1
1426446_at	6430548M08Rik	RIKEN cDNA 6430548M08 gene
1426517_at	Gnaz	guanine nucleotide binding protein, alpha z subunit
1426539_at	Usp11	ubiquitin specific peptidase 11
1426604_at	Rnasel	ribonuclease L (2, 5-oligoisoadenylate synthetase-dependent)
1426615_s_at	Ndrg4	N-myc downstream regulated gene 4
1426617_a_at	Ttyh1	tweety homolog 1 (Drosophila)
1426682_at	Cnot6	CCR4-NOT transcription complex, subunit 6
1426771_at	Tug1	taurine upregulated gene 1
1426863_at	Rbmx	RNA binding motif protein, X chromosome
1426913_at	Lss	lanosterol synthase
1426929_at	Brunol4	bruno-like 4, RNA binding protein (Drosophila)
1426930_at	Brunol4	bruno-like 4, RNA binding protein (Drosophila)
1426974_at	4632413K17Rik	RIKEN cDNA 4632413K17 gene
1426992_at	Xpr1	xenotropic and polytropic retrovirus receptor 1
1427079_at	Mapre3	microtubule-associated protein, RP/EB family, member 3
1427100_at	Metrn	meteorin, glial cell differentiation regulator
1427124_at	4932416H05Rik	RIKEN cDNA 4932416H05 gene
1427149_at	Plekha6	pleckstrin homology domain containing, family A member 6
1427191_at	Npr2	natriuretic peptide receptor 2
1427232_at	Tshz1	teashirt zinc finger family member 1
1427236_a_at	Mll5	myeloid/lymphoid or mixed-lineage leukemia 5
1427252_at	Dmrtb1	DMRT-like family B with proline-rich C-terminal, 1
1427347_s_at	Tubb2a; Tubb2b; LOC665524; ...	tubulin, beta 2a; tubulin, beta 2b; similar to tubulin, beta 3; similar to tu...
1427410_at	Dleu2	deleted in lymphocytic leukemia, 2
1427437_at	2610203C20Rik	RIKEN cDNA 2610203C20 gene
1427470_s_at	Napb	N-ethylmaleimide sensitive fusion protein attachment protein beta
1427604_a_at	Atp9a	ATPase, class II, type 9A
1427640_a_at	Runx1t1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
1427676_a_at	Grik1	glutamate receptor, ionotropic, kainate 1
1427680_a_at	Nfib	nuclear factor I/B
1427713_x_at	Pou2f2	POU domain, class 2, transcription factor 2
1427946_s_at	Dpyd	dihydropyrimidine dehydrogenase
1428125_at	4921506J03Rik	RIKEN cDNA 4921506J03 gene
1428126_a_at	4921506J03Rik	RIKEN cDNA 4921506J03 gene
1428127_at	4921506J03Rik	RIKEN cDNA 4921506J03 gene
1428128_at	4921506J03Rik	RIKEN cDNA 4921506J03 gene
1428140_at	Oxct1	3-oxoacid CoA transferase 1
1428156_at	Gng2	guanine nucleotide binding protein (G protein), gamma 2 subunit
1428187_at	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)
1428203_at	C030002O17Rik	RIKEN cDNA C030002O17 gene
1428204_at	C030002O17Rik	RIKEN cDNA C030002O17 gene
1428205_x_at	C030002O17Rik	RIKEN cDNA C030002O17 gene
1428207_at	Bcl7a	B-cell CLL/lymphoma 7A
1428221_at	Klhdc8b	kelch domain containing 8B
1428268_at	Psd2	pleckstrin and Sec7 domain containing 2
1428269_a_at	Glt8d1	glycosyltransferase 8 domain containing 1
1428270_at	Glt8d1	glycosyltransferase 8 domain containing 1
1428346_at	Trafd1	TRAF type zinc finger domain containing 1
1428347_at	Cyfip2	cytoplasmic FMR1 interacting protein 2
1428349_s_at	Ebf3	early B-cell factor 3
1428371_at	2610507N02Rik	RIKEN cDNA 2610507N02 gene
1428379_at	Slc17a6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter)...
1428393_at	Nrn1	neuritin 1
1428469_a_at	Dzip1	DAZ interacting protein 1
1428523_at	Lphn3	latrophilin 3
1428525_at	4930488B01Rik	RIKEN cDNA 4930488B01 gene
1428572_at	Basp1	brain abundant, membrane attached signal protein 1
1428573_at	Chn2	chimerin (chimaerin) 2
1428584_a_at	Haghl	hydroxyacylglutathione hydrolase-like
1428617_at	Hcfc2	host cell factor C2
1428618_at	Hcfc2	host cell factor C2
1428630_x_at	Haghl	hydroxyacylglutathione hydrolase-like
1428643_at	Mgat5	mannoside acetylglucosaminyltransferase 5
1428652_at	0610010F05Rik	RIKEN cDNA 0610010F05 gene
1428692_at	Hddc3	HD domain containing 3
1428698_at	2310004I03Rik	RIKEN cDNA 2310004I03 gene
1428707_at	Ptms	parathymosin
1428708_x_at	Ptms	parathymosin
1428741_at	Elavl4	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)
1428779_at	Zbtb41	zinc finger and BTB domain containing 41 homolog
1428783_at	Prkar2a	protein kinase, cAMP dependent regulatory, type II alpha
1428864_at	5530400B01Rik	RIKEN cDNA 5530400B01 gene
1428931_a_at	Parp6	poly (ADP-ribose) polymerase family, member 6
1429006_s_at	2610110G12Rik	RIKEN cDNA 2610110G12 gene
1429065_at	1200009F10Rik	RIKEN cDNA 1200009F10 gene
1429097_at	C030044C12Rik	RIKEN cDNA C030044C12 gene
1429175_at	2810417M05Rik	RIKEN cDNA 2810417M05 gene
1429189_at	1110007C02Rik	RIKEN cDNA 1110007C02 gene
1429210_at	Col23a1	procollagen, type XXIII, alpha 1
1429211_at	2900078E11Rik	RIKEN cDNA 2900078E11 gene
1429226_at	2310014F06Rik	RIKEN cDNA 2310014F06 gene
1429256_at	Gtl2	GTL2, imprinted maternally expressed untranslated mRNA
1429331_at	4632427E13Rik	RIKEN cDNA 4632427E13 gene
1429390_at	Acpl2	acid phosphatase-like 2
1429434_at	Pik3ca	phosphatidylinositol 3-kinase, catalytic, alpha polypeptide
1429435_x_at	Pik3ca	phosphatidylinositol 3-kinase, catalytic, alpha polypeptide
1429452_x_at	4933439C20Rik	RIKEN cDNA 4933439C20 gene
1429471_at	1110017D15Rik	RIKEN cDNA 1110017D15 gene
1429510_at	2810410L24Rik	RIKEN cDNA 2810410L24 gene
1429603_at	2610110G12Rik	RIKEN cDNA 2610110G12 gene
1429633_at	Lcor	ligand dependent nuclear receptor corepressor
1429642_at	Anubl1	AN1, ubiquitin-like, homolog (Xenopus laevis)
1429668_at	Pou4f1	POU domain, class 4, transcription factor 1
1429685_at	C030002O17Rik	RIKEN cDNA C030002O17 gene
1429694_at	4930402H24Rik	RIKEN cDNA 4930402H24 gene
1429722_at	Zbtb4	zinc finger and BTB domain containing 4
1429725_at	Atbf1	AT motif binding factor 1
1429779_at	Eif2c4	eukaryotic translation initiation factor 2C, 4
1429861_at	Pcdh9; LOC638275	protocadherin 9; similar to protocadherin 9 isoform 1 precursor
1429870_at	C630040K21Rik	RIKEN cDNA C630040K21 gene
1429905_at	3110009O07Rik	RIKEN cDNA 3110009O07 gene
1429918_at	Arhgap20	Rho GTPase activating protein 20
1429938_at	A930009E05Rik	RIKEN cDNA A930009E05 gene
1429945_at	2810406K13Rik	RIKEN cDNA 2810406K13 gene
1429958_x_at	Haghl	hydroxyacylglutathione hydrolase-like
1430062_at	1600002O04Rik	RIKEN cDNA 1600002O04 gene
1430133_at	Tbc1d8b	TBC1 domain family, member 8B
1430311_at	Marcks	Myristoylated alanine rich protein kinase C substrate
1430345_at	5530402H23Rik	RIKEN cDNA 5530402H23 gene
1430350_at	2610035F20Rik	RIKEN cDNA 2610035F20 gene
1430375_a_at	Ccl27	chemokine (C-C motif) ligand 27
1430667_at	Pcdh10	protocadherin 10
1431012_a_at	Peci	peroxisomal delta3, delta2-enoyl-Coenzyme A isomerase
1431076_at	Add2	adducin 2 (beta)
1431424_at	2810055G20Rik	RIKEN cDNA 2810055G20 gene
1431471_at	4833428M15Rik	RIKEN cDNA 4833428M15 gene
1431726_a_at	Tmem80	transmembrane protein 80
1431751_a_at	Mpped2	metallophosphoesterase domain containing 2
1432083_a_at	Lrrc23	leucine rich repeat containing 23
1432189_a_at	Sox5	SRY-box containing gene 5
1432273_a_at	Darc	Duffy blood group, chemokine receptor
1432294_at	9330177L23Rik	RIKEN cDNA 9330177L23 gene
1432813_at	2900064F13Rik	RIKEN cDNA 2900064F13 gene
1433449_at	B930037P14Rik	RIKEN cDNA B930037P14 gene
1433450_at	Cdk5r1	cyclin-dependent kinase 5, regulatory subunit (p35) 1
1433451_at	Cdk5r1	cyclin-dependent kinase 5, regulatory subunit (p35) 1
1433452_at	B630019K06Rik	RIKEN cDNA B630019K06 gene
1433468_at	6430527G18Rik	RIKEN cDNA 6430527G18 gene
1433474_at	Edil3	EGF-like repeats and discoidin I-like domains 3
1433485_x_at	Gpr56	G protein-coupled receptor 56
1433524_at	AU042671	expressed sequence AU042671
1433539_at	Commd3	COMM domain containing 3
1433578_at	Slc10a4	solute carrier family 10 (sodium/bile acid cotransporter family), member 4
1433586_at	Rgmb	RGM domain family, member B
1433592_at	Calm1	calmodulin 1
1433613_at	---	---
1433762_at	C630043F03Rik	RIKEN cDNA C630043F03 gene
1433823_at	AW456874	expressed sequence AW456874
1433852_at	C330002I19Rik	RIKEN cDNA C330002I19 gene
1433906_at	4933402J24Rik	RIKEN cDNA 4933402J24 gene
1433924_at	Peg3	paternally expressed 3
1433925_at	Dync1li2	dynein, cytoplasmic 1 light intermediate chain 2
1433950_at	Igsf21	immunoglobin superfamily, member 21
1433955_at	Brwd1	bromodomain and WD repeat domain containing 1
1433971_at	Camta1	calmodulin binding transcription activator 1
1433972_at	Camta1	calmodulin binding transcription activator 1
1434034_at	Cerk	ceramide kinase
1434051_s_at	Hspa12a	heat shock protein 12A
1434059_at	B230312A22Rik	RIKEN cDNA B230312A22 gene
1434069_at	Setd6	SET domain containing 6
1434101_at	Nfib	nuclear factor I/B
1434102_at	Nfib	nuclear factor I/B
1434105_at	Epm2aip1	EPM2A (laforin) interacting protein 1
1434126_at	4930402H24Rik	RIKEN cDNA 4930402H24 gene
1434146_at	Gria2	glutamate receptor, ionotropic, AMPA2 (alpha 2)
1434166_at	9330151L19Rik	RIKEN cDNA 9330151L19 gene
1434194_at	Mtap2	microtubule-associated protein 2
1434199_at	Gm323	gene model 323, (NCBI)
1434249_s_at	---	---
1434286_at	Trps1	trichorhinophalangeal syndrome I (human)
1434310_at	Bmpr2	bone morphogenic protein receptor, type II (serine/threonine kinase)
1434311_at	Cnot6l	CCR4-NOT transcription complex, subunit 6-like
1434373_at	B930006L02Rik	RIKEN cDNA B930006L02 gene
1434374_at	B930006L02Rik	RIKEN cDNA B930006L02 gene
1434375_at	B930006L02Rik	RIKEN cDNA B930006L02 gene
1434421_at	Islr2	immunoglobulin superfamily containing leucine-rich repeat 2
1434501_at	---	---
1434539_at	Lrrn3	leucine rich repeat protein 3, neuronal
1434556_at	---	Bone marrow macrophage cDNA, RIKEN full-length enriched library, clone:I83000...
1434558_at	Wdr47	WD repeat domain 47
1434581_at	---	---
1434582_at	D14Ertd171e	DNA segment, Chr 14, ERATO Doi 171, expressed
1434595_at	Trim9	tripartite motif protein 9
1434657_at	Gls	glutaminase
1434670_at	Kif5a	kinesin family member 5A
1434672_at	Gpr22	G protein-coupled receptor 22
1434704_at	Mll5	myeloid/lymphoid or mixed-lineage leukemia 5
1434793_at	Wdr78	WD repeat domain 78
1434796_at	Vamp4	vesicle-associated membrane protein 4
1434805_at	Mllt1	myeloid/lymphoid or mixed lineage-leukemia translocation to 1 homolog (Drosop...
1434830_at	Mxd1	MAX dimerization protein 1
1434914_at	Rab6b	RAB6B, member RAS oncogene family
1434947_at	Kif3c	kinesin family member 3C
1434962_x_at	Ccl27	chemokine (C-C motif) ligand 27
1434982_at	Rnf182	Ring finger protein 182
1434999_at	Suv420h1	suppressor of variegation 4-20 homolog 1 (Drosophila)
1435027_at	Golga1	golgi autoantigen, golgin subfamily a, 1
1435038_s_at	Aak1	AP2 associated kinase 1
1435044_at	Ebf4	early B-cell factor 4
1435045_s_at	Mapk8ip2	mitogen-activated protein kinase 8 interacting protein 2
1435047_at	---	Transcribed locus
1435062_at	1500001A10Rik	RIKEN cDNA 1500001A10 gene
1435097_at	Mmab	methylmalonic aciduria (cobalamin deficiency) type B homolog (human)
1435106_at	3732412D22Rik	RIKEN cDNA 3732412D22 gene
1435123_at	C030014M07Rik; LOC668212	RIKEN cDNA C030014M07 gene; similar to RIKEN cDNA C920006C10
1435125_at	BB120497	expressed sequence BB120497
1435146_s_at	Igsf4d	immunoglobulin superfamily, member 4
1435157_at	5830454D03Rik	RIKEN cDNA 5830454D03 gene
1435165_at	Cntn2	contactin 2
1435179_at	C130071C03Rik	RIKEN cDNA C130071C03 gene
1435190_at	Chl1	cell adhesion molecule with homology to L1CAM
1435196_at	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2
1435198_at	LOC545228	hypothetical protein LOC545228
1435199_at	---	---
1435207_at	Dixdc1	DIX domain containing 1
1435215_at	Ap1gbp1	AP1 gamma subunit binding protein 1
1435227_at	---	---
1435285_at	Mpped2	metallophosphoesterase domain containing 2
1435286_at	AW125296	expressed sequence AW125296
1435287_at	Add2	adducin 2 (beta)
1435319_at	Ihpk2	inositol hexaphosphate kinase 2
1435326_at	AW112037	expressed sequence AW112037
1435340_at	Jmjd2a	jumonji domain containing 2A
1435343_at	Dock10; LOC630691	dedicator of cytokinesis 10; similar to Dedicator of cytokinesis protein 10 (...
1435381_at	2610110G12Rik	RIKEN cDNA 2610110G12 gene
1435385_at	Tshz2	teashirt zinc finger family member 2
1435387_at	Slc2a13	solute carrier family 2 (facilitated glucose transporter), member 13
1435417_at	AI464131	expressed sequence AI464131
1435419_at	Rgag4	retrotransposon gag domain containing 4
1435453_at	A930011O12Rik	RIKEN cDNA A930011O12 gene
1435464_at	1110003E01Rik	RIKEN cDNA 1110003E01 gene
1435470_at	LOC547150	similar to p47 protein isoform a
1435487_at	Grid2	glutamate receptor, ionotropic, delta 2
1435489_at	LOC552912	hypothetical LOC552912
1435512_at	AI836003	expressed sequence AI836003
1435515_at	---	Transcribed locus
1435540_at	Irgq	immunity-related GTPase family, Q
1435543_at	Apc	adenomatosis polyposis coli
1435624_at	9030409G11Rik	RIKEN cDNA 9030409G11 gene
1435670_at	Tcfap2b	transcription factor AP-2 beta
1435720_at	Kcnd3	potassium voltage-gated channel, Shal-related family, member 3
1435767_at	Scn3b	sodium channel, voltage-gated, type III, beta
1435772_at	Kif21b	kinesin family member 21B
1435788_at	2900086B20Rik	RIKEN cDNA 2900086B20 gene
1435794_at	BC050254	cDNA sequence BC050254
1435796_at	C530024P05Rik	RIKEN cDNA C530024P05 gene
1435805_at	Lin7a	lin-7 homolog A (C. elegans)
1435807_at	Cdc42	cell division cycle 42 homolog (S. cerevisiae)
1435818_at	---	Adult male corpus striatum cDNA, RIKEN full-length enriched library, clone:C0...
1435829_at	B930008K04Rik	RIKEN cDNA B930008K04 gene
1435866_s_at	Hist3h2a	histone 3, H2a
1435871_at	2600009P04Rik	RIKEN cDNA 2600009P04 gene
1435894_at	C030014L02	hypothetical protein C030014L02
1435911_s_at	Slc2a12	solute carrier family 2 (facilitated glucose transporter), member 12
1435916_at	2210410P13Rik	RIKEN cDNA 2210410P13 gene
1435940_at	AI836758	expressed sequence AI836758
1435960_at	LOC434128	Similar to KIAA1183 protein
1435974_at	Arhgef9	Cdc42 guanine nucleotide exchange factor (GEF) 9
1436033_at	BC031353	cDNA sequence BC031353
1436045_at	Tsga10	testis specific 10
1436050_x_at	Hes6	hairy and enhancer of split 6 (Drosophila)
1436084_at	Scrt1	scratch homolog 1, zinc finger protein (Drosophila)
1436188_a_at	Ndrg4	N-myc downstream regulated gene 4
1436200_at	Lonrf3	LON peptidase N-terminal domain and ring finger 3
1436217_at	Zfp148	zinc finger protein 148
1436297_a_at	Grina	glutamate receptor, ionotropic, N-methyl D-asparate-associated protein 1 (glu...
1436363_a_at	Nfix	nuclear factor I/X
1436364_x_at	Nfix	nuclear factor I/X
1436428_at	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)
1436449_at	---	15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930025C0...
1436465_at	Klhl1	kelch-like 1 (Drosophila)
1436478_at	1810013L24Rik	RIKEN cDNA 1810013L24 gene
1436526_at	Gnptg	N-acetylglucosamine-1-phosphotransferase, gamma subunit
1436555_at	Slc7a2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2
1436560_at	AW124694	expressed sequence AW124694
1436566_at	Rab40b	Rab40b, member RAS oncogene family
1436568_at	Jam2	junction adhesion molecule 2
1436579_s_at	AI839402	expressed sequence AI839402
1436599_at	AW493225	Expressed sequence AW493225
1436616_at	R74740	expressed sequence R74740
1436621_at	P140	P140 gene
1436624_at	Dnm3	dynamin 3
1436634_at	Robo3	roundabout homolog 3 (Drosophila)
1436650_at	Filip1	filamin A interacting protein 1
