IMAGE ID	Title	Gene symbol	Cluster	Chr	Cytoband	Entrez Gene
112629	Mannosidase, alpha, class 1A, member 1	MAN1A1	Hs.102788	6	6q22	4121
115281	CD79a molecule, immunoglobulin-associated alpha	CD79A	Hs.631567	19	19q13.2	973
120695	PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)	PRPF6	Hs.31334	20	20q13.33	24148
121218	Platelet factor 4 (chemokine (C-X-C motif) ligand 4)	PF4	Hs.81564	4	4q12-q21	5196
121551	Ladinin 1	LAD1	Hs.519035	1	1q25.1-q32.3	3898
121659	C-reactive protein, pentraxin-related	CRP	Hs.76452	1	1q21-q23	1401
121776	Bromodomain and PHD finger containing, 1|Transcribed locus	BRPF1|N/A	Hs.1004, Hs.593994	3|3	3p26-p25|N/A	7862N/A
121857	Sperm associated antigen 5	SPAG5	Hs.514033	17	17q11.2	10615
122636	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2	CTDSPL2	Hs.497967	15	15q15.3	51496
123666	G protein-coupled receptor 109B	GPR109B	Hs.458425	12	12q24.31	8843
123926	Cathepsin K	CTSK	Hs.632466	1	1q21	1513
124127	Adenosine monophosphate deaminase (isoform E)	AMPD3	Hs.501890	11	11p15	272
124597	N/A	N/A	N/A	N/A	N/A	N/A
125092	N/A	N/A	N/A	N/A	N/A	N/A
125134	CD48 molecule	CD48	Hs.243564	1	1q21.3-q22	962
126368	N/A	N/A	N/A	N/A	N/A	N/A
126390	Lecithin-cholesterol acyltransferase	LCAT	Hs.387239	16	16q22.1	3931
126470	Protein tyrosine phosphatase, non-receptor type 1	PTPN1	Hs.417549	20	20q13.1-q13.2	5770
127821	Acid phosphatase 5, tartrate resistant	ACP5	Hs.1211	19	19p13.3-p13.2	54
127928	HMG-box transcription factor 1	HBP1	Hs.162032	7	7q22-q31	26959
128159	Translocated promoter region (to activated MET oncogene)	TPR	Hs.279640	1	1q25	7175
128753	Cytochrome P450, family 17, subfamily A, polypeptide 1	CYP17A1	Hs.438016	10	10q24.3	1586
128947	Hyaluronan-mediated motility receptor (RHAMM)	HMMR	Hs.72550	5	5q33.2-qter	3161
128970	Myotubularin related protein 3	MTMR3	Hs.474536	22	22q12.2	8897
129865	Aurora kinase A	AURKA	Hs.250822	20	20q13.2-q13.3	6790
130201	Intercellular adhesion molecule 2|Chromosome 17 open reading frame 72	ICAM2|C17orf72	Hs.431460, Hs.594604	17|17	17q23-q25|17q24.2	338492340
130541	Platelet/endothelial cell adhesion molecule (CD31 antigen)	PECAM1	Hs.652132	N/A	17q23	5175
130616	Myosin IXA	MYO9A	Hs.546268	15	15q22-q23	4649
133136	Amine oxidase (flavin containing) domain 1	AOF1	Hs.484813	6	6p22.3	221656
133213	Fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)	FUT4	Hs.390420	11	11q21	2526
133273	Peripheral myelin protein 22	PMP22	Hs.372031	17	17p12-p11.2	5376
133637	Protein kinase, DNA-activated, catalytic polypeptide	PRKDC	Hs.491682	8	8q11	5591
133637	Protein kinase, DNA-activated, catalytic polypeptide	PRKDC	Hs.491682	8	8q11	5591
133717	Thyroid hormone receptor associated protein 3	THRAP3	Hs.585396	1	1p34.3	9967
133988	Acyl-CoA synthetase long-chain family member 4	ACSL4	Hs.268785	X	Xq22.3-q23	2182
134322	Opioid receptor, kappa 1	OPRK1	Hs.106795	8	8q11.2	4986
134783	Collagen, type XI, alpha 1	COL11A1	Hs.523446	1	1p21	1301
135538	RE1-silencing transcription factor	REST	Hs.631513	4	4q12	5978
135811	Chromosome 10 open reading frame 10	C10orf10	Hs.93675	10	10q11.21	11067
136188	Msh homeobox 1	MSX1	Hs.424414	4	4p16.3-p16.1	4487
137245	Stromal antigen 1	STAG1	Hs.412586	3	3q22.3	10274
137535	Tripartite motif-containing 24	TRIM24	Hs.490287	7	7q32-q34	8805
137638	N/A	N/A	N/A	N/A	N/A	N/A
138369	Fc fragment of IgG, low affinity IIb, receptor (CD32)	FCGR2B	Hs.352642	1	1q23	2213
139278	Cyclin T2	CCNT2	Hs.591241	2	2q21.3	905
139463	Carnitine palmitoyltransferase 1B (muscle)	CPT1B	Hs.439777	22	22q13.33	1375
140574	Chemokine (C-X3-C motif) ligand 1	CX3CL1	Hs.531668	16	16q13	6376
141153	Cytoplasmic polyadenylation element binding protein 4	CPEB4	Hs.127126	5	5q21	80315
141966	Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	HSD3B1	Hs.364941	1	1p13.1	3283
142579	T-cell leukemia/lymphoma 6	TCL6	Hs.510368	14	14q32.1	27004
143287	Transcribed locus|Pregnancy specific beta-1-glycoprotein 11	N/A|PSG11	Hs.556902, Hs.646353	2|N/A	N/A|19q13.2	56805680
144797	Transcribed locus	N/A	Hs.645147	21	N/A
144867	OTU domain containing 4	OTUD4	Hs.270851	4	4q31.21	54726
144905	Exocyst complex component 5|Transcribed locus	EXOC5|N/A	Hs.334936, Hs.649371	14|14	14q23.1|N/A	10640N/A
145284	Nuclear receptor coactivator 2	NCOA2	Hs.446678	8	8q13.3	10499
147075	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)	MDM2	Hs.567303	12	12q14.3-q15	4193
147414	Mitogen-activated protein kinase kinase kinase 10	MAP3K10	Hs.466743	19	19q13.2	4294
148021	Ectonucleoside triphosphate diphosphohydrolase 1	ENTPD1	Hs.576612	10	10q24	953
148028	Epidermal growth factor receptor pathway substrate 8	EPS8	Hs.591160	12	12q13	2059
148225	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)	GALNT3	Hs.170986	2	2q24-q31	2591
148231	Major histocompatibility complex, class II, DM beta	HLA-DMB	Hs.351279	6	6p21.3	3109
148810	MyoD family inhibitor domain containing	MDFIC	Hs.427236	7	7q31.1-q31.2	29969
149406	Dopey family member 1	DOPEY1	Hs.520246	6	6q15	23033
149737	N/A	N/A	N/A	N/A	N/A	N/A
151104	Cadherin 5, type 2, VE-cadherin (vascular epithelium)	CDH5	Hs.76206	16	16q22.1	1003
151251	Regulatory solute carrier protein, family 1, member 1	RSC1A1	Hs.145049	1	1p36.1	6248
153006	Solute carrier family 19 (folate transporter), member 1	SLC19A1	Hs.84190	21	21q22.3	6573
154015	Integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	ITGAL	Hs.174103	16	16p11.2	3683
154093	CBF1 interacting corepressor	CIR	Hs.632531	2	2q31.1	9541
154608	Collagen, type XVI, alpha 1	COL16A1	Hs.368921	1	1p35-p34	1307
155583	TNF receptor-associated factor 1	TRAF1	Hs.531251	9	9q33-q34	7185
155717	CD79b molecule, immunoglobulin-associated beta	CD79B	Hs.89575	17	17q23	974
160485	Guanylate cyclase 1, soluble, alpha 3|Transcribed locus	GUCY1A3|N/A	Hs.24258, Hs.595759	4|4	4q31.3-q33|4q31.1-q31.2|N/A	2982N/A
160664	Ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)	RET	Hs.350321	10	10q11.2	5979
160723	Laminin, gamma 1 (formerly LAMB2)	LAMC1	Hs.609663	1	1q31	3915
161998	Neuronal PAS domain protein 2|Transcribed locus	NPAS2|N/A	Hs.156832, Hs.595793	2|2	2q11.2|N/A	4862N/A
172765	Exostoses (multiple)-like 1	EXTL1	Hs.150956	1	1p36.1	2134
173043	Beta-site APP-cleaving enzyme 1	BACE1	Hs.504003	11	11q23.2-q23.3	23621
173228	Glia maturation factor, beta	GMFB	Hs.151413	14	14q22.2	2764
174627	Secretogranin II (chromogranin C)	SCG2	Hs.516726	2	2q35-q36	7857
177772	Catenin (cadherin-associated protein), alpha 2	CTNNA2	Hs.167368	2	2p12-p11.1	1496
178818	Shroom family member 2	SHROOM2	Hs.567236	X	Xp22.3	357
179269	F-box protein 2	FBXO2	Hs.132753	1	1p36.22	26232
179334	Tight junction protein 1 (zona occludens 1)	TJP1	Hs.510833	15	15q13	7082
179500	LIM domain kinase 1	LIMK1	Hs.647035	N/A	7q11.23	3984
179617	Phosphodiesterase 1B, calmodulin-dependent	PDE1B	Hs.530871	12	12q13	5153
179890	Arachidonate 5-lipoxygenase	ALOX5	Hs.89499	10	10q11.2	240
180195	Suppressor of Ty 6 homolog (S. cerevisiae)	SUPT6H	Hs.250429	17	17q11.2	6830
180520	Ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome)	UBE3A	Hs.22543	15	15q11-q13	7337
182661	Activin A receptor type II-like 1	ACVRL1	Hs.591026	12	12q11-q14	94
183556	Gap junction protein, alpha 4, 37kDa (connexin 37)	GJA4	Hs.296310	1	1p35.1	2701
186677	STAM binding protein	STAMBP	Hs.469018	2	2p13.1	10617
190325	Phospholipase C, beta 4	PLCB4	Hs.472101	20	20p12	5332
190491	Tuberous sclerosis 2	TSC2	Hs.90303	16	16p13.3	7249
190692	AT rich interactive domain 4B (RBP1-like)	ARID4B	Hs.575782	1	1q42.1-q43	51742
190732	Solute carrier family 2 (facilitated glucose/fructose transporter), member 5	SLC2A5	Hs.530003	1	1p36.2	6518
191664	Thrombospondin 2	THBS2	Hs.371147	6	6q27	7058
193518	Kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	KMO	Hs.409081	1	1q42-q44	8564
194061	CASP8 associated protein 2	CASP8AP2	Hs.558218	6	6q15	9994
194236	Origin recognition complex, subunit 1-like (yeast)	ORC1L	Hs.17908	1	1p32	4998
194949	Cytochrome P450, family 3, subfamily A, polypeptide 7	CYP3A7	Hs.111944	7	7q21-q22.1	1551
195340	Group-specific component (vitamin D binding protein)	GC	Hs.418497	4	4q12-q13	2638
195712	Cytochrome P450, family 2, subfamily C, polypeptide 9	CYP2C9	Hs.282624	10	10q24	1559
195903	Alpha-2-HS-glycoprotein	AHSG	Hs.324746	3	3q27	197
195911	Choroideremia-like (Rab escort protein 2)|Transcribed locus	CHML|N/A	Hs.534399, Hs.596033	1|1	1q42-qter|N/A	1122N/A
197525	Flavin containing monooxygenase 5	FMO5	Hs.642706	N/A	1q21.1	2330
198607	Rho-associated, coiled-coil containing protein kinase 2	ROCK2	Hs.591600	2	2p24	9475
199663	Chemokine (C-C motif) ligand 15	CCL15	Hs.272493	17	17q11.2	6359
199945	Transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)|SCL/TAL1 interrupting locus	TGM2|STIL	Hs.517033, Hs.525198	20|1	20q12|1q32|1p32	70526491
200136	Topoisomerase (DNA) II binding protein 1	TOPBP1	Hs.53454	3	3q22.1	11073
200814	Membrane metallo-endopeptidase (neutral endopeptidase, enkephalinase)	MME	Hs.307734	3	3q25.1-q25.2	4311
202706	N/A	N/A	N/A	N/A	N/A	N/A
203240	Disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	DAB2	Hs.481980	5	5p13	1601
204214	Cell division cycle 6 homolog (S. cerevisiae)	CDC6	Hs.405958	17	17q21.3	990
204257	ADAM metallopeptidase domain 9 (meltrin gamma)	ADAM9	Hs.591852	8	8p11.23	8754
205185	Thrombomodulin	THBD	Hs.2030	20	20p12-cen	7056
205239	Protein kinase C, theta	PRKCQ	Hs.498570	10	10p15	5588
205527	Single-stranded DNA binding protein 2	SSBP2	Hs.652202	N/A	5q14.1	23635
205633	Chemokine (C-C motif) ligand 4-like 2	CCL4L2	Hs.449862	17	17q12	388372
206795	Asialoglycoprotein receptor 2	ASGR2	Hs.16247	17	17p	433
207920	Solute carrier family 17 (sodium phosphate), member 2	SLC17A2	Hs.591802	6	6p21.3	10246
208413	Hepsin (transmembrane protease, serine 1)	HPN	Hs.182385	19	19q11-q13.2	3249
209137	Gamma-aminobutyric acid (GABA) A receptor, epsilon	GABRE	Hs.22785	X	Xq28	2564
209296	Eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa|ATG10 autophagy related 10 homolog (S. cerevisiae)	EIF2B1|ATG10	Hs.78592, Hs.651173	12|N/A	12q24.31|5q14.2	196783734
209655	Transforming growth factor, beta receptor III (betaglycan, 300kDa)	TGFBR3	Hs.482390	1	1p33-p32	7049
210575	Visinin-like 1	VSNL1	Hs.444212	2	2p24.3	7447
211548	Carboxypeptidase N, polypeptide 2, 83kD	CPN2	Hs.528368	3	3q29	1370
212021	Alcohol dehydrogenase 6 (class V)	ADH6	Hs.586161	4	4q23	130
212496	Mannosidase, alpha, class 2A, member 1	MAN2A1	Hs.432822	5	5q21-q22	4124
212649	Histidine-rich glycoprotein	HRG	Hs.1498	3	3q27	3273
213136	BTG family, member 2	BTG2	Hs.519162	1	1q32	7832
213280	Kininogen 1	KNG1	Hs.77741	3	3q27	3827
213607	Aldolase B, fructose-bisphosphate	ALDOB	Hs.530274	9	9q21.3-q22.2	229
214068	GATA binding protein 3	GATA3	Hs.524134	10	10p15	2625
214537	Replication factor C (activator 1) 1, 145kDa	RFC1	Hs.507475	4	4p14-p13	5981
214572	Cyclin-dependent kinase 6	CDK6	Hs.119882	7	7q21-q22	1021
214916	Frizzled homolog 6 (Drosophila)	FZD6	Hs.591863	8	8q22.3-q23.1	8323
215000	Vasoactive intestinal peptide receptor 1	VIPR1	Hs.348500	3	3p22	7433
219540	PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae)	PRPF39	Hs.274337	14	14q21.3	55015
221076	Chromosome 18 open reading frame 56|Clusterin-like 1 (retinal)	C18orf56|CLUL1	Hs.274959, Hs.632357	18|18	18p11.32|18p11.32	49451427098
229365	Protein tyrosine phosphatase, receptor type, C	PTPRC	Hs.192039	1	1q31-q32	5788
229692	Collagen, type IV, alpha 4	COL4A4	Hs.591645	2	2q35-q37	1286
229856	Choline/ethanolamine phosphotransferase 1|Transcribed locus	CEPT1|N/A	Hs.363572, Hs.633468	1|N/A	1p13.3|N/A	10390N/A
230100	RANBP2-like and GRIP domain containing 2|Transcribed locus, moderately similar to XP_001053839.1 similar to RAN binding protein 2 [Rattus norvegicus]	RGPD2|N/A	Hs.652167, Hs.652481	N/A|N/A	2p11.2|N/A	729857N/A
230344	KIN, antigenic determinant of recA protein homolog (mouse)	KIN	Hs.397918	10	10p15-p14	22944
231675	Ecotropic viral integration site 2A	EVI2A	Hs.591198	17	17q11.2	2123
234191	Son of sevenless homolog 1 (Drosophila)	SOS1	Hs.278733	2	2p22-p21	6654
234562	Splicing factor, arginine/serine-rich 2, interacting protein	SFRS2IP	Hs.210367	12	12q13.11	9169
235934	Complement factor properdin	CFP	Hs.53155	X	Xp11.3-p11.23	5199
236155	ELK4, ETS-domain protein (SRF accessory protein 1)	ELK4	Hs.497520	1	1q32	2005
236282	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)	WAS	Hs.2157	X	Xp11.4-p11.21	7454
236355	Fanconi anemia, complementation group C	FANCC	Hs.494529	9	9q22.3	2176
240151	Inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	ID2	Hs.180919	2	2p25	3398
240651	Ubiquitously transcribed tetratricopeptide repeat, X chromosome	UTX	Hs.522616	X	Xp11.2	7403
240680	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)	ARFGEF1	Hs.411848	8	8q13	10565
240961	Desmoplakin	DSP	Hs.519873	6	6p24	1832
240961	Desmoplakin	DSP	Hs.519873	6	6p24	1832
241077	Bromodomain adjacent to zinc finger domain, 1A	BAZ1A	Hs.652311	N/A	14q12-q13	11177
242778	Signal peptide, CUB domain, EGF-like 2	SCUBE2	Hs.523468	11	11p15.3	57758
243100	Putative nucleic acid binding protein RY-1|Acyl-Coenzyme A dehydrogenase, short/branched chain	RY1|ACADSB	Hs.54649, Hs.81934	2|10	2p14|10q26.13	1101736
243159	Occludin	OCLN	Hs.592605	5	5q13.1	4950
243580	Chromodomain helicase DNA binding protein 2	CHD2	Hs.220864	15	15q26	1106
243816	CD36 molecule (thrombospondin receptor)	CD36	Hs.120949	7	7q11.2	948
243882	Protein phosphatase 1D magnesium-dependent, delta isoform	PPM1D	Hs.591184	17	17q23.2	8493
244146	KIAA0226	KIAA0226	Hs.478868	3	3q29	9711
244307	Serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1|Transcribed locus	SERPINE1|N/A	Hs.414795, Hs.649652	7|N/A	7q21.3-q22|N/A	5054N/A
244355	Interleukin 2 receptor, gamma (severe combined immunodeficiency)	IL2RG	Hs.84	X	Xq13.1	3561
244387	Coagulation factor XI (plasma thromboplastin antecedent)	F11	Hs.1430	4	4q35	2160
244703	Integrin, beta-like 1 (with EGF-like repeat domains)	ITGBL1	Hs.651135	N/A	13q33	9358
245296	RAD52 homolog (S. cerevisiae)	RAD52	Hs.410355	12	12p13-p12.2	5893
246246	Complement component 6	C6	Hs.481992	5	5p13	729
246619	Cytochrome P450, family 2, subfamily C, polypeptide 8	CYP2C8	Hs.282871	10	10q23.33	1558
